time_ms,pressure_mpa,target_mpa,inflow_mm3_per_ms,outflow_mm3_per_ms,relief_mm3_per_ms
50.0,97.801623,100.0,0.0,0.0,0.0
51.0,97.801623,100.0,0.0,0.0,0.0
52.0,97.801623,100.0,0.0,0.0,0.0
53.0,97.801623,100.0,0.0,0.0,0.0
54.0,97.801623,100.0,0.0,0.0,0.0
55.0,97.801623,100.0,0.0,0.0,0.0
56.0,97.801623,100.0,0.0,0.0,0.0
57.0,97.801623,100.0,0.0,0.0,0.0
58.0,97.801623,100.0,0.0,0.0,0.0
59.0,97.801623,100.0,0.0,0.0,0.0
60.0,97.801623,100.0,0.0,0.0,0.0
61.0,97.801623,100.0,0.0,0.0,0.0
62.0,97.801623,100.0,0.0,0.0,0.0
63.0,97.801623,100.0,0.0,0.0,0.0
64.0,97.801623,100.0,0.0,0.0,0.0
65.0,97.801623,100.0,0.0,0.0,0.0
66.0,97.801623,100.0,0.0,0.0,0.0
67.0,97.801623,100.0,0.0,0.0,0.0
68.0,97.801623,100.0,0.0,0.0,0.0
69.0,97.801623,100.0,0.0,0.0,0.0
70.0,97.801623,100.0,0.0,0.0,0.0
71.0,97.801623,100.0,0.0,0.0,0.0
72.0,97.801623,100.0,0.0,0.0,0.0
73.0,97.801623,100.0,0.0,0.0,0.0
74.0,97.801623,100.0,0.0,0.0,0.0
75.0,97.801623,100.0,0.0,0.0,0.0
76.0,97.801623,100.0,0.0,0.0,0.0
77.0,97.801623,100.0,0.0,0.0,0.0
78.0,97.801623,100.0,0.0,0.0,0.0
79.0,97.801623,100.0,0.0,0.0,0.0
80.0,97.801623,100.0,0.0,0.0,0.0
81.0,97.801623,100.0,0.0,0.0,0.0
82.0,97.801623,100.0,0.0,0.0,0.0
83.0,97.801623,100.0,0.0,0.0,0.0
84.0,97.801623,100.0,0.0,0.0,0.0
85.0,97.801623,100.0,0.0,0.0,0.0
86.0,97.801623,100.0,0.0,0.0,0.0
87.0,97.801623,100.0,0.0,0.0,0.0
88.0,97.801623,100.0,0.0,0.0,0.0
89.0,97.801623,100.0,0.0,0.0,0.0
90.0,97.801623,100.0,0.0,0.0,0.0
91.0,97.801623,100.0,0.0,0.0,0.0
92.0,97.801623,100.0,0.0,0.0,0.0
93.0,97.801623,100.0,0.0,0.0,0.0
94.0,97.801623,100.0,0.0,0.0,0.0
95.0,97.801623,100.0,0.0,0.0,0.0
96.0,97.801623,100.0,0.0,0.0,0.0
97.0,97.801623,100.0,0.0,0.0,0.0
98.0,97.801623,100.0,0.0,0.0,0.0
99.0,97.801623,100.0,0.0,0.0,0.0
100.0,97.801623,100.0,0.0,0.0,0.0
101.0,96.71799,100.0,0.0,19.755618,0.0
102.0,95.644566,100.0,0.0,19.650148,0.0
103.0,95.644566,100.0,0.0,0.0,0.0
104.0,95.644566,100.0,0.0,0.0,0.0
105.0,95.644566,100.0,0.0,0.0,0.0
106.0,95.644566,100.0,0.0,0.0,0.0
107.0,95.644566,100.0,0.0,0.0,0.0
108.0,95.644566,100.0,0.0,0.0,0.0
109.0,95.644566,100.0,0.0,0.0,0.0
110.0,95.644566,100.0,0.0,0.0,0.0
111.0,95.644566,100.0,0.0,0.0,0.0
112.0,95.644566,100.0,0.0,0.0,0.0
113.0,95.644566,100.0,0.0,0.0,0.0
114.0,95.644566,100.0,0.0,0.0,0.0
115.0,95.644566,100.0,0.0,0.0,0.0
116.0,95.644566,100.0,0.0,0.0,0.0
117.0,95.645306,100.0,0.022531,0.0,0.0
118.0,95.647906,100.0,0.055665,0.0,0.0
119.0,95.652403,100.0,0.09145,0.0,0.0
120.0,95.65885,100.0,0.127235,0.0,0.0
121.0,95.667102,100.0,0.160368,0.0,0.0
122.0,95.677161,100.0,0.193502,0.0,0.0
123.0,95.689164,100.0,0.229022,0.0,0.0
124.0,95.70298,100.0,0.262421,0.0,0.0
125.0,95.718712,100.0,0.296881,0.0,0.0
126.0,95.736153,100.0,0.328689,0.0,0.0
127.0,95.75547,100.0,0.362088,0.0,0.0
128.0,95.776606,100.0,0.397608,0.0,0.0
129.0,95.799513,100.0,0.427296,0.0,0.0
130.0,95.824175,100.0,0.461225,0.0,0.0
131.0,95.850646,100.0,0.494359,0.0,0.0
132.0,95.878821,100.0,0.523782,0.0,0.0
133.0,95.908687,100.0,0.555061,0.0,0.0
134.0,95.940241,100.0,0.586339,0.0,0.0
135.0,95.973507,100.0,0.616292,0.0,0.0
136.0,96.008437,100.0,0.648896,0.0,0.0
137.0,96.044904,100.0,0.674873,0.0,0.0
138.0,96.08305,100.0,0.706151,0.0,0.0
139.0,96.122763,100.0,0.734779,0.0,0.0
140.0,96.163972,100.0,0.760756,0.0,0.0
141.0,96.206724,100.0,0.790179,0.0,0.0
142.0,96.250929,100.0,0.818012,0.0,0.0
143.0,96.296574,100.0,0.841338,0.0,0.0
144.0,96.343641,100.0,0.867845,0.0,0.0
145.0,96.392155,100.0,0.894618,0.0,0.0
146.0,96.441985,100.0,0.918739,0.0,0.0
147.0,96.493134,100.0,0.942596,0.0,0.0
148.0,96.545544,100.0,0.964331,0.0,0.0
149.0,96.599137,100.0,0.985802,0.0,0.0
150.0,96.654034,100.0,1.009924,0.0,0.0
151.0,96.710046,100.0,1.030599,0.0,0.0
152.0,96.767192,100.0,1.050215,0.0,0.0
153.0,96.825397,100.0,1.069035,0.0,0.0
154.0,96.884606,100.0,1.085734,0.0,0.0
155.0,96.944901,100.0,1.10535,0.0,0.0
156.0,97.006126,100.0,1.122314,0.0,0.0
157.0,97.068223,100.0,1.139014,0.0,0.0
158.0,97.131241,100.0,1.155183,0.0,0.0
159.0,97.195015,100.0,1.167907,0.0,0.0
160.0,97.259585,100.0,1.182221,0.0,0.0
161.0,97.324905,100.0,1.196534,0.0,0.0
162.0,97.390849,100.0,1.205547,0.0,0.0
163.0,97.457452,100.0,1.21721,0.0,0.0
164.0,97.524618,100.0,1.226753,0.0,0.0
165.0,97.592336,100.0,1.23656,0.0,0.0
166.0,97.660583,100.0,1.245838,0.0,0.0
167.0,97.729231,100.0,1.253525,0.0,0.0
168.0,97.798266,100.0,1.260682,0.0,0.0
169.0,97.867622,100.0,1.265188,0.0,0.0
170.0,97.937263,100.0,1.269694,0.0,0.0
171.0,98.007139,100.0,1.272345,0.0,0.0
172.0,98.077224,100.0,1.276586,0.0,0.0
173.0,98.147424,100.0,1.280297,0.0,0.0
174.0,98.217681,100.0,1.277646,0.0,0.0
175.0,98.288023,100.0,1.278972,0.0,0.0
176.0,98.358273,100.0,1.277646,0.0,0.0
177.0,98.428538,100.0,1.277646,0.0,0.0
178.0,98.498675,100.0,1.274996,0.0,0.0
179.0,98.568544,100.0,1.269694,0.0,0.0
180.0,98.638228,100.0,1.264393,0.0,0.0
181.0,98.70768,100.0,1.259887,0.0,0.0
182.0,98.776784,100.0,1.25379,0.0,0.0
183.0,98.845498,100.0,1.245573,0.0,0.0
184.0,98.913815,100.0,1.238416,0.0,0.0
185.0,98.981608,100.0,1.228608,0.0,0.0
186.0,99.048886,100.0,1.218801,0.0,0.0
187.0,99.115595,100.0,1.206607,0.0,0.0
188.0,99.181665,100.0,1.196534,0.0,0.0
189.0,99.247117,100.0,1.183281,0.0,0.0
190.0,99.311794,100.0,1.168967,0.0,0.0
191.0,99.375694,100.0,1.154653,0.0,0.0
192.0,99.438789,100.0,1.139279,0.0,0.0
193.0,99.500991,100.0,1.123375,0.0,0.0
194.0,99.562356,100.0,1.10694,0.0,0.0
195.0,99.622709,100.0,1.089445,0.0,0.0
196.0,99.682061,100.0,1.0693,0.0,0.0
197.0,99.740351,100.0,1.05048,0.0,0.0
198.0,99.797592,100.0,1.03166,0.0,0.0
199.0,99.853711,100.0,1.010189,0.0,0.0
200.0,99.908654,100.0,0.988718,0.0,0.0
201.0,98.858696,100.0,0.967247,19.961454,0.0
202.0,97.817157,100.0,0.943126,19.860424,0.0
203.0,97.867919,100.0,0.919004,0.0,0.0
204.0,97.917435,100.0,0.895413,0.0,0.0
205.0,97.965547,100.0,0.870761,0.0,0.0
206.0,98.012281,100.0,0.843989,0.0,0.0
207.0,98.057579,100.0,0.817482,0.0,0.0
208.0,98.101458,100.0,0.791505,0.0,0.0
209.0,98.143839,100.0,0.762877,0.0,0.0
210.0,98.184703,100.0,0.7369,0.0,0.0
211.0,98.223975,100.0,0.706417,0.0,0.0
212.0,98.261659,100.0,0.679644,0.0,0.0
213.0,98.297771,100.0,0.648366,0.0,0.0
214.0,98.332181,100.0,0.617617,0.0,0.0
215.0,98.365043,100.0,0.589785,0.0,0.0
216.0,98.396091,100.0,0.557181,0.0,0.0
217.0,98.425442,100.0,0.525903,0.0,0.0
218.0,98.453146,100.0,0.495684,0.0,0.0
219.0,98.479033,100.0,0.463346,0.0,0.0
220.0,98.50315,100.0,0.429416,0.0,0.0
221.0,98.525446,100.0,0.396282,0.0,0.0
222.0,98.545997,100.0,0.365799,0.0,0.0
223.0,98.564722,100.0,0.332665,0.0,0.0
224.0,98.581611,100.0,0.299001,0.0,0.0
225.0,98.596618,100.0,0.263747,0.0,0.0
226.0,98.60973,100.0,0.230613,0.0,0.0
227.0,98.621011,100.0,0.197213,0.0,0.0
228.0,98.630447,100.0,0.163284,0.0,0.0
229.0,98.637965,100.0,0.126704,0.0,0.0
230.0,98.643564,100.0,0.092775,0.0,0.0
231.0,98.64734,100.0,0.059641,0.0,0.0
232.0,98.649204,100.0,0.025977,0.0,0.0
233.0,98.649788,100.0,0.0,0.0,0.0
234.0,98.649788,100.0,0.0,0.0,0.0
235.0,98.649788,100.0,0.0,0.0,0.0
236.0,98.649788,100.0,0.0,0.0,0.0
237.0,98.649788,100.0,0.0,0.0,0.0
238.0,98.649788,100.0,0.0,0.0,0.0
239.0,98.649788,100.0,0.0,0.0,0.0
240.0,98.649788,100.0,0.0,0.0,0.0
241.0,98.649788,100.0,0.0,0.0,0.0
242.0,98.649788,100.0,0.0,0.0,0.0
243.0,98.649788,100.0,0.0,0.0,0.0
244.0,98.649788,100.0,0.0,0.0,0.0
245.0,98.649788,100.0,0.0,0.0,0.0
246.0,98.649788,100.0,0.0,0.0,0.0
247.0,98.649788,100.0,0.0,0.0,0.0
248.0,98.649788,100.0,0.0,0.0,0.0
249.0,98.649788,100.0,0.0,0.0,0.0
250.0,98.649788,100.0,0.0,0.0,0.0
251.0,98.649788,100.0,0.0,0.0,0.0
252.0,98.649788,100.0,0.0,0.0,0.0
253.0,98.649788,100.0,0.0,0.0,0.0
254.0,98.649788,100.0,0.0,0.0,0.0
255.0,98.649788,100.0,0.0,0.0,0.0
256.0,98.649788,100.0,0.0,0.0,0.0
257.0,98.649788,100.0,0.0,0.0,0.0
258.0,98.649788,100.0,0.0,0.0,0.0
259.0,98.649788,100.0,0.0,0.0,0.0
260.0,98.649788,100.0,0.0,0.0,0.0
261.0,98.649788,100.0,0.0,0.0,0.0
262.0,98.649788,100.0,0.0,0.0,0.0
263.0,98.649788,100.0,0.0,0.0,0.0
264.0,98.649788,100.0,0.0,0.0,0.0
265.0,98.649788,100.0,0.0,0.0,0.0
266.0,98.649788,100.0,0.0,0.0,0.0
267.0,98.649788,100.0,0.0,0.0,0.0
268.0,98.649788,100.0,0.0,0.0,0.0
269.0,98.649788,100.0,0.0,0.0,0.0
270.0,98.649788,100.0,0.0,0.0,0.0
271.0,98.649788,100.0,0.0,0.0,0.0
272.0,98.649788,100.0,0.0,0.0,0.0
273.0,98.649788,100.0,0.0,0.0,0.0
274.0,98.649788,100.0,0.0,0.0,0.0
275.0,98.649788,100.0,0.0,0.0,0.0
276.0,98.649788,100.0,0.0,0.0,0.0
277.0,98.649788,100.0,0.0,0.0,0.0
278.0,98.649788,100.0,0.0,0.0,0.0
279.0,98.649788,100.0,0.0,0.0,0.0
280.0,98.649788,100.0,0.0,0.0,0.0
281.0,98.649788,100.0,0.0,0.0,0.0
282.0,98.649788,100.0,0.0,0.0,0.0
283.0,98.649788,100.0,0.0,0.0,0.0
284.0,98.649788,100.0,0.0,0.0,0.0
285.0,98.649788,100.0,0.0,0.0,0.0
286.0,98.649788,100.0,0.0,0.0,0.0
287.0,98.649788,100.0,0.0,0.0,0.0
288.0,98.649788,100.0,0.0,0.0,0.0
289.0,98.649788,100.0,0.0,0.0,0.0
290.0,98.649788,100.0,0.0,0.0,0.0
291.0,98.649788,100.0,0.0,0.0,0.0
292.0,98.649788,100.0,0.0,0.0,0.0
293.0,98.649788,100.0,0.0,0.0,0.0
294.0,98.649788,100.0,0.0,0.0,0.0
295.0,98.649788,100.0,0.0,0.0,0.0
296.0,98.649788,100.0,0.0,0.0,0.0
297.0,98.649788,100.0,0.0,0.0,0.0
298.0,98.649788,100.0,0.0,0.0,0.0
299.0,98.649788,100.0,0.0,0.0,0.0
300.0,98.649788,100.0,0.0,0.0,0.0
301.0,97.558144,100.0,0.0,19.837717,0.0
302.0,96.47681,100.0,0.0,19.731977,0.0
303.0,96.47681,100.0,0.0,0.0,0.0
304.0,96.47681,100.0,0.0,0.0,0.0
305.0,96.47681,100.0,0.0,0.0,0.0
306.0,96.47681,100.0,0.0,0.0,0.0
307.0,96.47681,100.0,0.0,0.0,0.0
308.0,96.47681,100.0,0.0,0.0,0.0
309.0,96.47681,100.0,0.0,0.0,0.0
310.0,96.47681,100.0,0.0,0.0,0.0
311.0,96.47681,100.0,0.0,0.0,0.0
312.0,96.47681,100.0,0.0,0.0,0.0
313.0,96.47681,100.0,0.0,0.0,0.0
314.0,96.47681,100.0,0.0,0.0,0.0
315.0,96.47681,100.0,0.0,0.0,0.0
316.0,96.47681,100.0,0.0,0.0,0.0
317.0,96.47681,100.0,0.0,0.0,0.0
318.0,96.47681,100.0,0.0,0.0,0.0
319.0,96.47681,100.0,0.0,0.0,0.0
320.0,96.47681,100.0,0.0,0.0,0.0
321.0,96.47681,100.0,0.0,0.0,0.0
322.0,96.47681,100.0,0.0,0.0,0.0
323.0,96.47681,100.0,0.0,0.0,0.0
324.0,96.47681,100.0,0.0,0.0,0.0
325.0,96.47681,100.0,0.0,0.0,0.0
326.0,96.47681,100.0,0.0,0.0,0.0
327.0,96.47681,100.0,0.0,0.0,0.0
328.0,96.47681,100.0,0.0,0.0,0.0
329.0,96.47681,100.0,0.0,0.0,0.0
330.0,96.47681,100.0,0.0,0.0,0.0
331.0,96.47681,100.0,0.0,0.0,0.0
332.0,96.47681,100.0,0.0,0.0,0.0
333.0,96.47681,100.0,0.0,0.0,0.0
334.0,96.47681,100.0,0.0,0.0,0.0
335.0,96.47681,100.0,0.0,0.0,0.0
336.0,96.47681,100.0,0.0,0.0,0.0
337.0,96.47681,100.0,0.0,0.0,0.0
338.0,96.47681,100.0,0.0,0.0,0.0
339.0,96.47681,100.0,0.0,0.0,0.0
340.0,96.47681,100.0,0.0,0.0,0.0
341.0,96.47681,100.0,0.0,0.0,0.0
342.0,96.47681,100.0,0.0,0.0,0.0
343.0,96.47681,100.0,0.0,0.0,0.0
344.0,96.47681,100.0,0.0,0.0,0.0
345.0,96.47681,100.0,0.0,0.0,0.0
346.0,96.47681,100.0,0.0,0.0,0.0
347.0,96.47681,100.0,0.0,0.0,0.0
348.0,96.47681,100.0,0.0,0.0,0.0
349.0,96.47681,100.0,0.0,0.0,0.0
350.0,96.478118,100.0,0.032888,0.0,0.0
351.0,96.481237,100.0,0.066022,0.0,0.0
352.0,96.486312,100.0,0.101807,0.0,0.0
353.0,96.493286,100.0,0.13552,0.0,0.0
354.0,96.502093,100.0,0.16945,0.0,0.0
355.0,96.512745,100.0,0.20386,0.0,0.0
356.0,96.52529,100.0,0.237308,0.0,0.0
357.0,96.539711,100.0,0.272778,0.0,0.0
358.0,96.555995,100.0,0.305166,0.0,0.0
359.0,96.574039,100.0,0.339046,0.0,0.0
360.0,96.593895,100.0,0.370374,0.0,0.0
361.0,96.615682,100.0,0.406954,0.0,0.0
362.0,96.639111,100.0,0.435798,0.0,0.0
363.0,96.664351,100.0,0.469511,0.0,0.0
364.0,96.691427,100.0,0.50344,0.0,0.0
365.0,96.720146,100.0,0.532549,0.0,0.0
366.0,96.750567,100.0,0.563346,0.0,0.0
367.0,96.782743,100.0,0.596166,0.0,0.0
368.0,96.81654,100.0,0.623999,0.0,0.0
369.0,96.852077,100.0,0.657182,0.0,0.0
370.0,96.889116,100.0,0.684965,0.0,0.0
371.0,96.927822,100.0,0.714437,0.0,0.0
372.0,96.9681,100.0,0.743065,0.0,0.0
373.0,97.009847,100.0,0.769042,0.0,0.0
374.0,97.053154,100.0,0.796394,0.0,0.0
375.0,97.097981,100.0,0.825817,0.0,0.0
376.0,97.144152,100.0,0.849624,0.0,0.0
377.0,97.191774,100.0,0.875601,0.0,0.0
378.0,97.240824,100.0,0.900832,0.0,0.0
379.0,97.291182,100.0,0.924954,0.0,0.0
380.0,97.342848,100.0,0.949075,0.0,0.0
381.0,97.395749,100.0,0.970546,0.0,0.0
382.0,97.449842,100.0,0.992233,0.0,0.0
383.0,97.505204,100.0,1.014067,0.0,0.0
384.0,97.561714,100.0,1.036333,0.0,0.0
385.0,97.619351,100.0,1.055948,0.0,0.0
386.0,97.678045,100.0,1.075249,0.0,0.0
387.0,97.737735,100.0,1.09296,0.0,0.0
388.0,97.798451,100.0,1.110239,0.0,0.0
389.0,97.860089,100.0,1.126457,0.0,0.0
390.0,97.922623,100.0,1.143422,0.0,0.0
391.0,97.986052,100.0,1.159375,0.0,0.0
392.0,98.050234,100.0,1.17205,0.0,0.0
393.0,98.115159,100.0,1.184292,0.0,0.0
394.0,98.180906,100.0,1.199401,0.0,0.0
395.0,98.247211,100.0,1.20969,0.0,0.0
396.0,98.314193,100.0,1.221353,0.0,0.0
397.0,98.381708,100.0,1.230365,0.0,0.0
398.0,98.449755,100.0,1.239378,0.0,0.0
399.0,98.518266,100.0,1.245838,0.0,0.0
400.0,98.587207,100.0,1.25379,0.0,0.0
401.0,97.565302,100.0,1.261742,19.835036,0.0
402.0,96.553079,100.0,1.267044,19.736055,0.0
403.0,96.622502,100.0,1.271766,0.0,0.0
404.0,96.692106,100.0,1.273621,0.0,0.0
405.0,96.761896,100.0,1.274996,0.0,0.0
406.0,96.831865,100.0,1.280297,0.0,0.0
407.0,96.901815,100.0,1.279188,0.0,0.0
408.0,96.971812,100.0,1.277646,0.0,0.0
409.0,97.041753,100.0,1.277646,0.0,0.0
410.0,97.11166,100.0,1.27584,0.0,0.0
411.0,97.181433,100.0,1.272973,0.0,0.0
412.0,97.250982,100.0,1.269478,0.0,0.0
413.0,97.320303,100.0,1.264393,0.0,0.0
414.0,97.389337,100.0,1.257815,0.0,0.0
415.0,97.458053,100.0,1.252828,0.0,0.0
416.0,97.526334,100.0,1.243501,0.0,0.0
417.0,97.594195,100.0,1.234803,0.0,0.0
418.0,97.661556,100.0,1.225791,0.0,0.0
419.0,97.728414,100.0,1.216729,0.0,0.0
420.0,97.794602,100.0,1.202464,0.0,0.0
421.0,97.86024,100.0,1.193452,0.0,0.0
422.0,97.925177,100.0,1.179138,0.0,0.0
423.0,97.989342,100.0,1.164824,0.0,0.0
424.0,98.052734,100.0,1.15051,0.0,0.0
425.0,98.11528,100.0,1.133546,0.0,0.0
426.0,98.17698,100.0,1.119232,0.0,0.0
427.0,98.237774,100.0,1.100726,0.0,0.0
428.0,98.297613,100.0,1.084556,0.0,0.0
429.0,98.356362,100.0,1.063086,0.0,0.0
430.0,98.414087,100.0,1.044265,0.0,0.0
431.0,98.470788,100.0,1.025445,0.0,0.0
432.0,98.526318,100.0,1.003975,0.0,0.0
433.0,98.580677,100.0,0.982504,0.0,0.0
434.0,98.633829,100.0,0.959757,0.0,0.0
435.0,98.685685,100.0,0.93643,0.0,0.0
436.0,98.736234,100.0,0.91279,0.0,0.0
437.0,98.785478,100.0,0.887127,0.0,0.0
438.0,98.833367,100.0,0.863801,0.0,0.0
439.0,98.879836,100.0,0.837775,0.0,0.0
440.0,98.924859,100.0,0.811002,0.0,0.0
441.0,98.968436,100.0,0.78423,0.0,0.0
442.0,99.010439,100.0,0.754807,0.0,0.0
443.0,99.050991,100.0,0.728614,0.0,0.0
444.0,99.089887,100.0,0.697336,0.0,0.0
445.0,99.127281,100.0,0.671358,0.0,0.0
446.0,99.163001,100.0,0.64008,0.0,0.0
447.0,99.197065,100.0,0.610343,0.0,0.0
448.0,99.229508,100.0,0.579428,0.0,0.0
449.0,99.260177,100.0,0.548895,0.0,0.0
450.0,99.289123,100.0,0.517617,0.0,0.0
451.0,99.31639,100.0,0.485327,0.0,0.0
452.0,99.341885,100.0,0.454844,0.0,0.0
453.0,99.365557,100.0,0.421131,0.0,0.0
454.0,99.387381,100.0,0.387201,0.0,0.0
455.0,99.407476,100.0,0.355442,0.0,0.0
456.0,99.425723,100.0,0.322308,0.0,0.0
457.0,99.44212,100.0,0.289174,0.0,0.0
458.0,99.456599,100.0,0.253389,0.0,0.0
459.0,99.469222,100.0,0.220255,0.0,0.0
460.0,99.479996,100.0,0.187121,0.0,0.0
461.0,99.488919,100.0,0.153987,0.0,0.0
462.0,99.495884,100.0,0.118203,0.0,0.0
463.0,99.500985,100.0,0.084489,0.0,0.0
464.0,99.504199,100.0,0.049284,0.0,0.0
465.0,99.505651,100.0,0.021206,0.0,0.0
466.0,99.505651,100.0,0.0,0.0,0.0
467.0,99.505651,100.0,0.0,0.0,0.0
468.0,99.505651,100.0,0.0,0.0,0.0
469.0,99.505651,100.0,0.0,0.0,0.0
470.0,99.505651,100.0,0.0,0.0,0.0
471.0,99.505651,100.0,0.0,0.0,0.0
472.0,99.505651,100.0,0.0,0.0,0.0
473.0,99.505651,100.0,0.0,0.0,0.0
474.0,99.505651,100.0,0.0,0.0,0.0
475.0,99.505651,100.0,0.0,0.0,0.0
476.0,99.505651,100.0,0.0,0.0,0.0
477.0,99.505651,100.0,0.0,0.0,0.0
478.0,99.505651,100.0,0.0,0.0,0.0
479.0,99.505651,100.0,0.0,0.0,0.0
480.0,99.505651,100.0,0.0,0.0,0.0
481.0,99.505651,100.0,0.0,0.0,0.0
482.0,99.505651,100.0,0.0,0.0,0.0
483.0,99.505651,100.0,0.0,0.0,0.0
484.0,99.505651,100.0,0.0,0.0,0.0
485.0,99.505651,100.0,0.0,0.0,0.0
486.0,99.505651,100.0,0.0,0.0,0.0
487.0,99.505651,100.0,0.0,0.0,0.0
488.0,99.505651,100.0,0.0,0.0,0.0
489.0,99.505651,100.0,0.0,0.0,0.0
490.0,99.505651,100.0,0.0,0.0,0.0
491.0,99.505651,100.0,0.0,0.0,0.0
492.0,99.505651,100.0,0.0,0.0,0.0
493.0,99.505651,100.0,0.0,0.0,0.0
494.0,99.505651,100.0,0.0,0.0,0.0
495.0,99.505651,100.0,0.0,0.0,0.0
496.0,99.505651,100.0,0.0,0.0,0.0
497.0,99.505651,100.0,0.0,0.0,0.0
498.0,99.505651,100.0,0.0,0.0,0.0
499.0,99.505651,100.0,0.0,0.0,0.0
500.0,99.505651,100.0,0.0,0.0,0.0
501.0,98.405917,100.0,0.0,19.920164,0.0
502.0,97.316578,100.0,0.0,19.814152,0.0
503.0,97.316578,100.0,0.0,0.0,0.0
504.0,97.316578,100.0,0.0,0.0,0.0
505.0,97.316578,100.0,0.0,0.0,0.0
506.0,97.316578,100.0,0.0,0.0,0.0
507.0,97.316578,100.0,0.0,0.0,0.0
508.0,97.316578,100.0,0.0,0.0,0.0
509.0,97.316578,100.0,0.0,0.0,0.0
510.0,97.316578,100.0,0.0,0.0,0.0
511.0,97.316578,100.0,0.0,0.0,0.0
512.0,97.316578,100.0,0.0,0.0,0.0
513.0,97.316578,100.0,0.0,0.0,0.0
514.0,97.316578,100.0,0.0,0.0,0.0
515.0,97.316578,100.0,0.0,0.0,0.0
516.0,97.316578,100.0,0.0,0.0,0.0
517.0,97.316578,100.0,0.0,0.0,0.0
518.0,97.316578,100.0,0.0,0.0,0.0
519.0,97.316578,100.0,0.0,0.0,0.0
520.0,97.316578,100.0,0.0,0.0,0.0
521.0,97.316578,100.0,0.0,0.0,0.0
522.0,97.316578,100.0,0.0,0.0,0.0
523.0,97.316578,100.0,0.0,0.0,0.0
524.0,97.316578,100.0,0.0,0.0,0.0
525.0,97.316578,100.0,0.0,0.0,0.0
526.0,97.316578,100.0,0.0,0.0,0.0
527.0,97.316578,100.0,0.0,0.0,0.0
528.0,97.316578,100.0,0.0,0.0,0.0
529.0,97.316578,100.0,0.0,0.0,0.0
530.0,97.316578,100.0,0.0,0.0,0.0
531.0,97.316578,100.0,0.0,0.0,0.0
532.0,97.316578,100.0,0.0,0.0,0.0
533.0,97.316578,100.0,0.0,0.0,0.0
534.0,97.316578,100.0,0.0,0.0,0.0
535.0,97.316578,100.0,0.0,0.0,0.0
536.0,97.316578,100.0,0.0,0.0,0.0
537.0,97.316578,100.0,0.0,0.0,0.0
538.0,97.316578,100.0,0.0,0.0,0.0
539.0,97.316578,100.0,0.0,0.0,0.0
540.0,97.316578,100.0,0.0,0.0,0.0
541.0,97.316578,100.0,0.0,0.0,0.0
542.0,97.316578,100.0,0.0,0.0,0.0
543.0,97.316578,100.0,0.0,0.0,0.0
544.0,97.316578,100.0,0.0,0.0,0.0
