task_id,lat,lon,price,completed,nearest_member_km,members_within_3km,members_within_5km,quota_within_3km,credit_within_3km,credit_within_5km,task_density_1km,supply_score,predicted_completion_prob
A0026,22.4930831267728,113.935839142226,66.0,1,0.3931437120410453,9,24,25.0,234.4818,931.9261,3,3.1251858748071166,0.5051167075474872
A0027,22.5248894876791,113.919142922515,65.5,1,0.5136300011957927,24,45,127.0,1517.5456,14335.8159,2,4.70261067550109,0.350399597729563
A0028,22.5480858154297,113.945311875335,66.5,1,0.44905762550732475,28,67,248.0,12747.812299999996,59735.963599999995,0,5.615238973537144,0.32669864192277187
A0029,22.5647073449243,113.982009250796,66.0,0,1.4230948019277745,17,32,250.0,39617.649,51678.917799999996,3,5.819722738457063,0.45593223930931415
A0030,22.5819344788478,114.156395293242,68.0,0,1.1186260573463997,13,72,33.0,605.5142,6516.053499999998,1,3.1469516885449216,0.4713937336441859
A0031,22.5429361050784,114.131407227026,67.0,0,0.3867598325719048,27,60,111.0,2532.8388999999997,5257.344499999999,1,4.633789707894927,0.2985979697878719
A0032,22.5239495360594,113.943441614942,65.5,0,0.35562155360098335,28,48,149.0,1808.7241,14447.505099999995,4,4.922342232335911,0.3333862374737888
A0033,22.5510130545882,113.956744570929,65.5,1,0.2752580402130776,18,62,184.0,11721.014299999999,59434.633699999984,0,5.358435797003747,0.40300073615369797
A0034,22.5829932950536,114.147122731579,66.0,1,0.21746282870289035,21,83,85.0,2561.9271,6879.3989,2,4.429473848207496,0.35451758502589326
A0035,22.549270134625,114.131744697949,66.5,0,0.08940709088577614,33,60,124.0,2735.1916,5336.6633999999995,1,4.85172508749228,0.22727739185156157
A0036,22.5259613413852,113.935399270764,65.5,1,0.27253413863346726,31,51,162.0,1870.4935,14773.547699999996,4,5.0357731222850495,0.3019036602349307
A0037,22.7563792952752,114.04213561073,70.0,0,0.6703394028832707,8,20,22.0,143.44639999999998,288.3773,0,2.903744352920005,0.5297308226975602
A0038,22.6414407060529,114.422742132399,75.0,0,0.7032713333102502,1,1,1.0,0.3693,0.3693,1,0.4470095999013578,0.6774305467452385
A0039,22.711660071995,114.072883627376,66.5,0,0.9611385531750648,14,19,36.0,339.16020000000003,420.84490000000005,1,3.2813026230329516,0.43815698344683573
A0040,22.6064932325456,114.124153601375,66.0,0,0.2671023483177429,42,74,176.0,3419.4695999999994,8335.0109,0,5.1510533026626195,0.160895314095323
A0041,22.6622997110033,114.072996896515,65.0,0,0.16668513109035318,17,60,72.0,2480.9431999999997,9131.1518,3,4.281738509266767,0.400460949030084
A0042,22.635398280659,114.226377185934,66.5,1,0.4715415157154616,10,21,65.0,492.93960000000004,900.7094,1,4.034474003526014,0.4994814998888925
A0043,22.7380284355305,114.264097001048,67.0,0,0.47913443690102037,14,26,202.0,2742.5598,2974.1204,0,5.200360122126431,0.5262412938247539
A0044,22.6255834838843,114.154966375968,69.0,0,0.2611462521832369,21,61,90.0,1212.1947,4211.6361,1,4.443702212252717,0.382218731727604
A0045,22.6526549643723,114.027229172221,66.0,0,0.2458759430457214,50,80,189.0,7379.3469,10349.8704,1,5.308554430094484,0.11203372429819003
A0046,22.7889219689206,113.896632665629,66.0,0,0.44931258315291206,18,32,54.0,1003.4594,1306.5837,1,3.8701429691289517,0.3719800303784635
A0047,22.7010356427446,114.244292079239,67.0,0,0.8809270659412484,14,24,134.0,1487.5599,1804.0470999999998,0,4.626701503358992,0.49451252774361815
A0048,22.6315405076403,114.12149281776,67.0,0,0.1874351644481377,27,66,106.0,1179.1571,7607.951799999999,1,4.630809668905057,0.293856800285917
A0049,22.6417147970367,114.195532954479,68.5,0,0.20059312177921396,13,31,63.0,502.2724,1694.0882,0,4.098720938736946,0.45494372762287566
A0050,22.689403355188,114.345418821992,70.0,0,0.5434601318913068,6,8,20.0,65.7462,87.6693,0,2.8556263155614654,0.552632998482486
A0051,22.6301004227929,114.063832661281,66.5,0,0.5391649719258287,34,64,213.0,7622.7352,9750.3891,1,5.329722978847811,0.26333012719975313
A0052,22.6639167291901,114.071717684316,65.5,0,0.3575883926312788,15,62,67.0,2440.7318999999998,9133.143999999998,2,4.143166405755159,0.42261151794013474
A0053,22.7506640039026,114.378843000345,70.0,0,0.910037770923518,4,5,14.0,43.8462,86.68090000000001,0,2.3904139052789786,0.5881104789596564
A0054,22.7227256081329,114.073801635421,67.0,0,0.306141310265159,13,22,35.0,337.16790000000003,480.61420000000004,1,3.4831128378633043,0.4356514296180311
A0055,22.6413803215711,114.229981802978,67.0,0,0.4945881098333034,11,21,80.0,595.0196000000001,900.7094,1,4.233243708230783,0.5023346270383637
A0056,22.7764075422069,114.309587840635,73.0,0,1.3608254214741418,3,5,29.0,139.5533,159.85580000000002,0,2.9276995501462055,0.6580535962718628
A0057,22.5870653356629,113.905761364795,66.0,0,0.16927206608092013,19,38,172.0,7597.7607,9333.887,2,5.2460015853694575,0.42395841408619356
A0058,22.6933957055509,114.147487353786,69.0,0,1.6643049047094645,7,14,27.0,298.4689,439.923,0,2.7556671715268912,0.568479761350047
A0059,22.6040496991942,114.058613751507,66.0,0,0.21641279045041434,14,47,60.0,1583.3890999999999,8277.7526,0,4.066797169515667,0.407698061365212
A0060,22.6376363999893,114.06791620901,65.5,0,0.21034796979841483,31,67,188.0,6727.9781,10433.392399999999,3,5.302684787630197,0.29033744481091456
A0061,22.6578852114526,114.07477225632,65.5,0,0.4131506850975152,21,59,89.0,2760.2306,9166.6813,3,4.410411542546134,0.3704624154951702
A0062,22.6178181688603,114.157260801849,67.5,0,0.5227281896055437,27,59,125.0,2453.4427,4143.2255,2,4.702395894589538,0.328640576854787
A0063,22.6414407060529,114.422742132399,75.0,0,0.7032713333102502,1,1,1.0,0.3693,0.3693,1,0.4470095999013578,0.6774305467452385
A0064,22.7813987573364,114.300806526091,73.0,0,0.3887425914848312,2,3,11.0,39.937599999999996,139.5533,0,2.3496454947683096,0.6292046216360798
A0065,22.7229412237494,114.27771560183,67.0,0,0.38420469198981366,18,28,236.0,2900.3242,3013.9665999999997,0,5.391594982938696,0.4901495319284807
A0066,22.6747071093467,114.22093326141,67.0,0,0.7075226795423113,14,30,145.0,1461.0329000000002,1888.7392000000002,0,4.765194341868527,0.49682987374184495
A0067,22.6628381443602,114.026397428454,65.0,0,0.16339994126328428,49,80,176.0,6638.4963,9669.9676,2,5.251729679131679,0.11500263603436628
A0068,22.6577697242095,114.079493396147,65.5,0,0.6712234969849912,19,46,85.0,2739.9438999999998,7655.8926999999985,2,4.27421795030876,0.38936538336658527
A0069,22.6569132739748,114.210092791689,66.0,0,0.251938853869407,16,27,90.0,608.0121,1896.9991,1,4.4348411496625575,0.41945610949654943
A0070,22.7385903883485,113.818449251052,66.5,0,0.3791292613511741,25,56,65.0,1219.6477,3581.9874,1,4.081352454553514,0.2931097902098796
A0071,22.7163633127048,114.32225700256,70.0,0,0.5548311648372543,7,18,56.0,219.15430000000003,473.64300000000003,0,3.8532434461415113,0.5648190797953805
A0072,22.5233140084978,114.04663858269,66.5,0,0.1284515316449439,17,37,54.0,770.3648,1666.2432999999999,1,3.977782445156741,0.381464668702131
A0073,22.6530142206891,114.212454874348,66.0,0,0.7029516215407839,19,23,117.0,840.94,1000.3251,1,4.541470356926391,0.4108095154879998
A0074,22.5331754025637,114.083134154717,66.5,0,0.5388614633281854,33,57,113.0,2099.0638,3339.0634999999993,0,4.589578212229631,0.22371198961242314
A0075,22.5995590515513,114.130362976515,66.5,0,0.5190194190723322,38,77,150.0,3029.1801,6100.812199999999,0,4.896206642139608,0.19199055891406414
A0076,22.6502783683962,113.936624148954,68.5,0,0.3550262786372098,10,28,28.0,326.8456,825.1844,1,3.2495735444634506,0.49168747990666106
A0077,22.7378203776219,114.285890066086,65.5,1,0.28968667918908647,15,26,194.0,2460.1809999999996,3042.1481999999996,1,5.220812840847566,0.4979054944089919
A0078,22.7385903883485,113.818449251052,66.5,1,0.3791292613511741,25,56,65.0,1219.6477,3581.9874,1,4.081352454553514,0.2931097902098796
A0079,22.7430010931667,113.995040147773,71.0,0,2.1161457633237113,5,11,7.0,29.132,133.8091,0,1.339373164516537,0.6185361985770155
A0080,22.6349541735094,114.044819584999,66.0,0,0.42981576423233286,40,82,169.0,5439.507,10890.0387,1,5.094153059568946,0.18143233488035138
A0081,22.7513933784059,114.026239909685,70.0,1,0.13050241713380278,11,14,24.0,150.663,192.50150000000002,0,3.1762132388713695,0.4705175248670311
A0082,22.6155646326245,114.152415879117,67.0,0,0.28397990008444884,31,59,142.0,2649.15,4434.7285999999995,1,4.91643466523035,0.2675077504195291
A0083,22.6844700633893,114.000085031516,66.0,0,0.20913359077715707,26,48,75.0,3687.2937,5293.3526,0,4.331282457514326,0.26040047198925287
A0084,22.6651428008973,114.020001901954,65.5,0,0.24655111167091207,48,77,162.0,5888.8758,9492.262599999998,2,5.125234827721943,0.12130664524263814
A0085,22.6933155162664,113.81707837037,66.0,0,0.2628318993697616,31,39,120.0,4079.6428,4239.12,0,4.785392236817325,0.2321701137392878
A0086,22.7560020308019,113.851361212011,66.5,0,0.14412190246160148,16,40,43.0,712.9563,1502.3258999999998,0,3.7480060940567004,0.37456497610459044
A0087,22.7333561925431,113.831291899127,66.0,0,0.6836006232001588,21,53,62.0,1154.2817,3561.7022,2,3.926960142271477,0.3576758427073899
A0088,22.7778578024144,113.917004348147,70.0,0,0.27028115554236976,20,33,71.0,1191.1674,1368.0601,0,4.205891062576225,0.3803092421660495
A0089,22.7059717485156,113.8079954237,66.5,0,0.5899745702810876,20,47,76.0,3241.1848,4644.273799999999,1,4.202138018255304,0.363065098187096
A0090,22.7046649683488,113.972689897065,70.0,0,0.5184712348598116,10,38,20.0,156.51999999999998,868.7260000000001,0,2.866187905522489,0.49461644634587465
A0091,22.6520496098925,114.053593678065,65.5,0,0.20410615560985007,42,81,185.0,5586.6263,10344.024699999998,0,5.266042045249754,0.15628950863753321
A0092,22.7213341121282,114.061619587743,67.0,0,1.0300467308022827,7,25,15.0,84.04060000000001,484.97290000000004,2,2.413753178458982,0.544859057413577
A0093,22.6800886065083,113.834786135085,70.0,0,0.17863901501190985,18,36,87.0,2279.6762,4174.3768,2,4.460406683224038,0.44014302937116645
A0094,22.7087497447993,113.816054302089,66.0,0,0.11181740159350005,24,49,97.0,3677.0582999999997,4648.258399999999,1,4.619372554112847,0.30545953855205793
A0095,22.607669788426,113.868531174692,65.5,0,0.0637869444856575,15,26,48.0,233.85360000000003,631.4251999999999,1,3.874171939540646,0.3931871005820754
A0096,22.7271036717407,114.061381858376,67.0,1,0.4994910967193384,8,27,16.0,86.03290000000001,529.6694,3,2.660112118204448,0.5279991827610755
A0097,22.6795558910636,113.832938493127,65.5,0,0.31238484822738616,19,37,88.0,2281.6762,4194.2999,2,4.424935196852555,0.38160072152652674
A0098,22.675097731447,113.822362023717,65.5,0,0.16416058781330795,15,35,69.0,2039.6102,4152.8243999999995,1,4.231831240314701,0.4053233002869219
A0099,22.7333561925431,113.831291899127,66.0,0,0.6836006232001588,21,53,62.0,1154.2817,3561.7022,2,3.926960142271477,0.3576758427073899
A0100,22.611775078928,114.038058741903,66.0,0,0.34420872665537816,18,51,66.0,1626.2393000000002,7168.940799999999,0,4.116744351061583,0.36175805744765444
A0101,22.7300665719473,114.066647673172,66.5,0,0.16133764973177214,7,25,13.0,66.1098,542.3836000000001,2,2.583911348209138,0.5088680056294528
A0102,22.6523537636241,113.929912549169,70.0,0,0.41923299118813917,10,27,28.0,326.8456,805.2613,1,3.2271011950706256,0.5109714120027696
A0103,22.7136525650851,114.065237460183,66.0,0,0.6253967276778193,13,22,33.0,319.23710000000005,500.53740000000005,2,3.3138564119289247,0.4474568864007028
A0104,22.5607343074643,113.89007789741,70.0,1,1.072708565373687,17,42,129.0,2351.5335999999998,10010.2353,2,4.539117124574791,0.5142336552282031
A0105,22.6734335276973,113.825705157502,65.0,0,0.44993437935538255,14,35,68.0,1860.3020000000001,4154.4537,1,4.1138355118228755,0.42272664942254545
A0106,22.5915549765801,114.125910235104,67.5,0,0.15219141193897937,39,81,157.0,3501.2199,7047.0025,0,5.079352436848325,0.1849218422434441
A0107,22.6705219973773,113.923561080063,70.0,0,0.15406059363801095,20,30,61.0,576.914,872.6713,0,4.084751457271787,0.37175256659734657
A0108,22.7003870654451,113.844902563379,66.0,0,0.37013094197313134,16,44,78.0,2161.3471,2845.1717999999996,0,4.283128964776426,0.39597819104150694
A0109,22.5635036060249,113.906894768535,65.5,1,0.5624405324616472,25,49,240.0,9084.0048,10460.4126,1,5.469622843129078,0.37771881366501425
A0110,22.7074327930824,113.930013135693,68.5,0,1.5365032218740933,14,35,73.0,4562.8578,5369.4535,0,3.857546121548238,0.47857840314045813
A0111,22.6335574972806,113.851360434976,70.5,0,1.5353900450189002,9,18,28.0,319.6897,441.0657,0,2.8363031082298593,0.5537061874313889
A0112,22.5641925131759,113.896166355239,65.5,0,0.3810094861440694,19,43,214.0,8921.3632,10030.1584,3,5.415711971977238,0.4649401854471868
A0113,22.6691926689555,114.038411728358,66.5,0,0.7030402099653728,43,78,159.0,4330.5149,9453.413699999997,0,4.915720039745946,0.1558419503558881
A0114,22.5962807681237,113.855062769694,66.5,0,0.6937238417915282,15,21,55.0,271.80049999999994,298.1634,1,3.7879843561081152,0.42941253730819773
A0115,22.6851882278014,113.81156753556,67.0,0,0.8463531097691921,26,35,104.0,3677.821,4159.4276,0,4.431293181738306,0.303961574588173
A0116,22.7070081399144,114.096776550712,66.0,0,0.39247352128679236,11,21,31.0,315.25250000000005,478.62190000000004,0,3.3346752203493493,0.43846907022889087
A0117,22.7303490034601,114.068783000165,67.0,0,0.30542150213289077,6,29,12.0,64.1175,617.9727,3,2.459334181715025,0.5469432220690588
A0118,22.6076110049139,113.869894332642,65.5,0,0.09486517939886105,16,26,49.0,234.22570000000002,631.4251999999999,1,3.8835047066385444,0.38132532273835396
A0119,22.5848807593367,113.91327495018,66.0,1,0.7560640662557554,20,44,196.0,7925.4159,9455.4323,2,5.177089623548474,0.44514756689556473
A0120,22.5609901044042,113.894562979616,65.5,0,0.6448289190677925,19,43,137.0,2393.3799,10030.1584,2,4.749431161483478,0.42623242149877016
A0121,22.7356517809663,114.280464023231,65.0,1,0.43546228376639345,18,26,236.0,2900.3242,3002.6641,2,5.373654825816893,0.49740227257482594
A0122,22.5819431420697,113.888016568333,66.5,1,0.19125466374172406,20,38,98.0,1093.7773,9294.0407,1,4.550056263824986,0.372444225104389
A0123,22.5829728906449,113.907183429129,65.5,1,0.23365380529978308,21,41,197.0,7921.8033,9415.571899999999,2,5.364924264839611,0.4093103773989537
A0124,22.5413895409741,113.919110416432,66.0,1,0.3678019110034756,28,54,182.0,2854.9208,21805.451299999993,2,5.137853899990205,0.33171967849499473
A0125,22.7704017692631,113.855116111075,66.0,0,0.4646944933314903,10,47,35.0,686.3143,2372.8601,1,3.434602151790088,0.47078928429030115
A0126,23.1676903546272,113.665172812936,75.0,1,0.930003653452191,1,2,17.0,19.9231,20.9078,0,2.565268941187898,0.6831460439835992
A0127,23.1654980452292,113.387590060323,65.5,1,0.384395149201935,15,59,134.0,15125.707,33903.7956,0,5.073250616217753,0.4016275042880347
A0128,23.1593359975333,113.338711283964,65.5,0,0.7804302804035039,28,75,235.0,15021.8658,81211.159,3,5.491118522884384,0.34914084766291803
A0129,23.1687891455769,113.419959772635,66.5,1,1.8053397230087362,3,43,6.0,39.938900000000004,3472.7064999999993,1,1.3148400240022555,0.5995737592857542
A0130,23.1284929476215,113.350618568732,65.0,0,0.7157415619636915,30,93,97.0,911.9649999999999,21119.8766,2,4.352697231983281,0.2621369502555961
A0131,23.1307022473192,113.416260868546,65.5,0,0.2890615145583678,38,65,151.0,5763.0262,23567.332300000002,4,5.037969514750848,0.21076507635441055
A0132,23.1382207893585,113.389486698559,65.0,0,0.31483670416104437,42,81,288.0,23130.393300000003,24297.759500000007,2,6.018841707656066,0.17947439618012867
A0133,23.1861168487634,113.597485671544,75.0,1,3.2579788168954567,0,3,0.0,0.0,40.208400000000005,0,-1.1402925859134097,0.7459556617625385
A0134,23.1240189591638,113.411547026554,65.0,0,0.09638694974178144,40,67,159.0,5822.7955999999995,23645.750600000003,4,5.157894294824203,0.18838462129983022
A0135,23.1381658955335,113.372836112767,65.5,1,0.5955058143912271,39,91,218.0,18285.0985,35145.283500000005,2,5.546346664779572,0.19378254000139167
A0136,23.1996730122491,113.406846999602,68.5,0,0.4255873402642095,6,21,24.0,252.1886,540.8097,0,3.074964027775727,0.5340962276338171
A0137,23.1224808721127,113.361124926295,65.5,0,0.38886118817352017,31,100,238.0,18367.4818,24693.9429,0,5.7077117720707795,0.2585869819150148
A0138,23.2001391478776,113.374908952731,65.5,0,0.3171243557104289,16,41,380.0,50417.7973,52439.9428,0,6.840161796628051,0.4426869265932065
A0139,23.1012502166771,113.548436650122,68.0,0,1.0066238537099126,7,10,9.0,76.9228,118.7613,0,1.9518052001955766,0.5225236436777343
A0140,23.1248664643703,113.561445341886,69.0,0,0.7527550531571829,8,13,13.0,118.02560000000001,219.9971,0,2.3779535730102443,0.5142679637620837
A0141,23.1087118142391,113.492884574249,66.5,0,0.6268665938088561,4,17,92.0,15020.0245,15289.5201,3,4.613596675320157,0.5882335256866644
A0142,23.1243156395216,113.408115078202,65.0,0,0.15934330271319352,40,66,161.0,5840.392,23782.7558,3,5.148634019282766,0.18191600887747442
A0143,23.1675143840217,113.337954403182,66.0,0,0.6377730283724845,30,67,463.0,54472.7053,81087.6752,3,7.006118098295886,0.3524850309188505
A0144,23.1354420411307,113.390007969091,65.0,0,0.17118025210206103,44,83,292.0,23160.618900000005,24300.38490000001,2,6.0834718987813465,0.16219261542887245
A0145,23.1368057684525,113.331549452559,65.0,0,0.33180577969302016,31,88,186.0,10075.4957,34839.255099999995,4,5.31648650796203,0.29011523282076696
A0146,23.1159303246968,113.42048908658,66.0,0,0.23772234686737373,28,63,134.0,5526.816199999999,8769.1138,0,4.932608281034849,0.2675472062908895
A0147,23.1618940670467,113.343334634253,66.0,0,1.3042088606721922,25,80,216.0,14875.223199999999,83708.9334,3,5.220928716305193,0.39840385244719057
A0148,23.1097973945641,113.453448444076,66.0,0,0.32608241113185465,12,31,26.0,220.0729,15533.685400000002,1,3.18610948010818,0.43287355189890087
A0149,23.1097580892894,113.453481189203,66.0,0,0.3215313232123008,12,31,26.0,220.0729,15533.685400000002,1,3.1877023608800235,0.4327248531699594
A0150,23.1909047341958,113.449201701942,73.0,1,1.3461348720951838,5,8,10.0,56.9854,79.00120000000001,0,1.9278877755650565,0.6181298046390427
A0151,23.1087118142391,113.492884574249,66.5,1,0.6268665938088561,4,17,92.0,15020.0245,15289.5201,3,4.613596675320157,0.5882335256866644
A0152,23.0998282189715,113.484963504791,65.5,0,0.25014260488504597,7,14,102.0,15153.6612,15237.725699999999,1,4.85025230051987,0.5008203496130605
A0153,23.0797894313979,113.429744979892,70.5,1,2.4949392960514025,1,24,4.0,49.648,391.99700000000007,0,0.7372021188161095,0.6745295313056267
A0154,23.1181011943149,113.544217136668,67.0,1,0.6913761930420282,7,12,11.0,116.03330000000003,198.4538,0,2.2452456482232908,0.5020718259458457
A0155,23.1087118142391,113.492884574249,66.5,1,0.6268665938088561,4,17,92.0,15020.0245,15289.5201,3,4.613596675320157,0.5882335256866644
A0156,23.1011247274453,113.487241158411,65.5,0,0.16414149244105092,6,14,98.0,15100.086299999999,15237.725699999999,1,4.839672053780222,0.5094904680572735
A0157,23.1487229407005,113.515291376765,73.5,0,0.9116023674325598,2,7,3.0,21.9154,181.7399,0,1.0676718405184946,0.6444908950344728
A0158,23.0479763966089,113.289293329367,69.0,0,0.8850620055908275,7,38,26.0,304.8798,15810.4791,1,2.9921627600475396,0.5561812190058891
A0159,23.1111406826233,113.278240859545,66.0,0,0.2776445174719273,67,127,318.0,7832.991399999999,23856.513999999996,0,5.824675349669669,0.061499196775663525
A0160,22.9345907957979,113.416799529649,70.0,0,1.0405551568389506,4,14,10.0,83.6771,882.2071,2,2.035374509904738,0.6163578309995197
A0161,23.3969086250469,113.347511423398,75.0,0,4.11059122958954,0,1,0.0,0.0,2.0,0,-1.438706930356339,0.7668550849035446
A0162,23.0913807065672,113.531677147482,70.0,0,0.4659081139884199,4,11,6.0,52.166500000000006,15114.878100000002,0,1.7838856391593663,0.5674396409118353
A0163,23.2156529919026,113.300569151175,66.0,0,0.5553439061594299,18,54,128.0,5780.743399999999,33420.0864,0,4.781056905205872,0.39771421436242427
A0164,22.9609932512206,113.442775215343,66.5,0,1.2771421428162917,3,10,7.0,23.907700000000002,187.27730000000003,3,1.6329199456941337,0.6107767645642808
A0165,23.2128091257282,113.256333074606,65.5,0,0.7068007772111208,25,63,158.0,4432.9841,10464.197399999997,4,4.91018361219634,0.3812167111886861
A0166,23.2945140830139,113.331306286413,69.0,0,1.3525465791685714,10,22,46.0,411.9339999999999,26966.381999999998,3,3.3849949790010583,0.5715968446759735
A0167,23.2374577140508,113.204265310992,70.0,0,1.461568557878865,3,14,15.0,59.7693,222.78,0,2.2622351129821783,0.61999239809876
A0168,23.3718457592623,113.360399252647,74.5,0,1.3036541123803493,1,4,1.0,2.0,43.8385,0,0.23690824122682308,0.6774720958132445
A0169,23.3862789522872,113.410598974178,74.0,0,2.27895146836715,3,7,12.0,61.761700000000005,101.72390000000001,0,1.7685515775330343,0.6839303082341187
A0170,23.2577840626908,113.319993212109,65.5,0,0.11461229554553731,15,38,250.0,32508.7194,33353.639800000004,1,6.135513023690845,0.43122726619514096
A0171,23.0802913180246,113.204206100083,67.5,0,0.9482011976272274,8,33,21.0,145.4464,1517.2832,0,2.7620809621887865,0.5096633189535527
A0172,23.2128091257282,113.256333074606,65.5,0,0.7068007772111208,25,63,158.0,4432.9841,10464.197399999997,4,4.91018361219634,0.3812167111886861
A0173,23.2523133871887,113.264093640781,66.5,0,0.06167816133202236,14,34,47.0,307.46990000000005,12021.0201,0,3.855763052441683,0.40319042611769473
A0174,23.2617120579038,113.273631743806,65.5,0,0.4697887406288307,12,38,104.0,6256.6289,33071.9983,1,4.614666868937432,0.46845559641645335
A0175,23.1965714623088,113.248217962292,65.0,0,0.7176554770843211,33,61,184.0,4587.1514,11808.077,1,5.0609194360988115,0.2574104381127081
A0176,23.233763172406,113.223460705564,67.5,0,0.6416630422437763,7,21,25.0,107.2259,366.2264,0,3.0356589912361605,0.5168751962563064
A0177,22.604959707051,113.857589590804,66.0,0,0.2812941745377068,14,23,44.0,213.9305,551.6410999999999,1,3.7124881386821222,0.4166382198950171
A0178,22.7503426275261,113.583522613719,70.0,1,0.5872342445113172,1,1,3.0,1.9923,1.9923,2,1.1808022215409295,0.637071116777366
A0179,23.112957963072,113.218596106348,67.0,1,0.7460145023025563,14,49,49.0,230.10320000000002,1502.6428,0,3.6555199936222516,0.43259080895740293
A0180,23.1317590111482,113.27575799971,65.0,0,0.3612761414985837,69,118,346.0,8423.6373,22738.878999999997,2,5.891350876422355,0.06372700588803301
A0181,23.1404538960516,113.288511874539,65.5,1,0.5459712058442704,52,116,340.0,16666.517499999998,26697.661599999992,2,5.974122905238022,0.14200041191256466
A0182,23.1288238498394,113.422445466624,65.5,0,0.37757849580621095,29,62,139.0,5570.6139,23543.438000000002,1,4.92090222707713,0.26940395505355674
A0183,23.1381658955335,113.372836112767,65.5,1,0.5955058143912271,39,91,218.0,18285.0985,35145.283500000005,2,5.546346664779572,0.19378254000139167
A0184,23.135343036366,113.303714558036,65.0,0,0.34923892996525613,43,116,238.0,10883.642399999999,26470.512099999993,5,5.5719027744436715,0.2008985474869283
A0185,23.1441611874437,113.293760883836,65.5,1,0.17800080253105763,38,115,230.0,10878.7778,25996.706599999994,3,5.5976929856359225,0.22582577401614312
A0186,23.1350887199493,113.308793343828,65.0,0,0.5099017780486044,39,112,235.0,10914.162699999997,26204.632899999997,3,5.503649436708599,0.22204606757148876
