task_id,lat,lon,members_within_3km,quota_within_3km,credit_within_3km,nearest_member_km
A0034,22.5829932950536,114.147122731579,21,85.0,2561.9271,0.21746282870289035
A0035,22.549270134625,114.131744697949,33,124.0,2735.1916,0.08940709088577614
A0036,22.5259613413852,113.935399270764,31,162.0,1870.4935,0.27253413863346726
A0037,22.7563792952752,114.04213561073,8,22.0,143.44639999999998,0.6703394028832707
A0038,22.6414407060529,114.422742132399,1,1.0,0.3693,0.7032713333102502
A0039,22.711660071995,114.072883627376,14,36.0,339.16020000000003,0.9611385531750648
A0040,22.6064932325456,114.124153601375,42,176.0,3419.4695999999994,0.2671023483177429
A0041,22.6622997110033,114.072996896515,17,72.0,2480.9431999999997,0.16668513109035318
A0042,22.635398280659,114.226377185934,10,65.0,492.93960000000004,0.4715415157154616
A0043,22.7380284355305,114.264097001048,14,202.0,2742.5598,0.47913443690102037
A0044,22.6255834838843,114.154966375968,21,90.0,1212.1947,0.2611462521832369
A0045,22.6526549643723,114.027229172221,50,189.0,7379.3469,0.2458759430457214
A0046,22.7889219689206,113.896632665629,18,54.0,1003.4594,0.44931258315291206
A0047,22.7010356427446,114.244292079239,14,134.0,1487.5599,0.8809270659412484
A0048,22.6315405076403,114.12149281776,27,106.0,1179.1571,0.1874351644481377
A0049,22.6417147970367,114.195532954479,13,63.0,502.2724,0.20059312177921396
A0050,22.689403355188,114.345418821992,6,20.0,65.7462,0.5434601318913068
A0051,22.6301004227929,114.063832661281,34,213.0,7622.7352,0.5391649719258287
A0052,22.6639167291901,114.071717684316,15,67.0,2440.7318999999998,0.3575883926312788
A0053,22.7506640039026,114.378843000345,4,14.0,43.8462,0.910037770923518
A0054,22.7227256081329,114.073801635421,13,35.0,337.16790000000003,0.306141310265159
A0055,22.6413803215711,114.229981802978,11,80.0,595.0196000000001,0.4945881098333034
A0056,22.7764075422069,114.309587840635,3,29.0,139.5533,1.3608254214741418
A0057,22.5870653356629,113.905761364795,19,172.0,7597.7607,0.16927206608092013
A0058,22.6933957055509,114.147487353786,7,27.0,298.4689,1.6643049047094645
A0059,22.6040496991942,114.058613751507,14,60.0,1583.3890999999999,0.21641279045041434
A0060,22.6376363999893,114.06791620901,31,188.0,6727.9781,0.21034796979841483
A0061,22.6578852114526,114.07477225632,21,89.0,2760.2306,0.4131506850975152
A0062,22.6178181688603,114.157260801849,27,125.0,2453.4427,0.5227281896055437
A0063,22.6414407060529,114.422742132399,1,1.0,0.3693,0.7032713333102502
A0064,22.7813987573364,114.300806526091,2,11.0,39.937599999999996,0.3887425914848312
A0065,22.7229412237494,114.27771560183,18,236.0,2900.3242,0.38420469198981366
A0066,22.6747071093467,114.22093326141,14,145.0,1461.0329000000002,0.7075226795423113
A0067,22.6628381443602,114.026397428454,49,176.0,6638.4963,0.16339994126328428
A0068,22.6577697242095,114.079493396147,19,85.0,2739.9438999999998,0.6712234969849912
A0069,22.6569132739748,114.210092791689,16,90.0,608.0121,0.251938853869407
A0070,22.7385903883485,113.818449251052,25,65.0,1219.6477,0.3791292613511741
A0071,22.7163633127048,114.32225700256,7,56.0,219.15430000000003,0.5548311648372543
A0072,22.5233140084978,114.04663858269,17,54.0,770.3648,0.1284515316449439
A0073,22.6530142206891,114.212454874348,19,117.0,840.94,0.7029516215407839
A0074,22.5331754025637,114.083134154717,33,113.0,2099.0638,0.5388614633281854
A0075,22.5995590515513,114.130362976515,38,150.0,3029.1801,0.5190194190723322
A0076,22.6502783683962,113.936624148954,10,28.0,326.8456,0.3550262786372098
A0077,22.7378203776219,114.285890066086,15,194.0,2460.1809999999996,0.28968667918908647
A0078,22.7385903883485,113.818449251052,25,65.0,1219.6477,0.3791292613511741
A0079,22.7430010931667,113.995040147773,5,7.0,29.132,2.1161457633237113
A0080,22.6349541735094,114.044819584999,40,169.0,5439.507,0.42981576423233286
A0081,22.7513933784059,114.026239909685,11,24.0,150.663,0.13050241713380278
A0082,22.6155646326245,114.152415879117,31,142.0,2649.15,0.28397990008444884
A0083,22.6844700633893,114.000085031516,26,75.0,3687.2937,0.20913359077715707
A0084,22.6651428008973,114.020001901954,48,162.0,5888.8758,0.24655111167091207
A0085,22.6933155162664,113.81707837037,31,120.0,4079.6428,0.2628318993697616
A0086,22.7560020308019,113.851361212011,16,43.0,712.9563,0.14412190246160148
A0087,22.7333561925431,113.831291899127,21,62.0,1154.2817,0.6836006232001588
A0088,22.7778578024144,113.917004348147,20,71.0,1191.1674,0.27028115554236976
A0089,22.7059717485156,113.8079954237,20,76.0,3241.1848,0.5899745702810876
A0090,22.7046649683488,113.972689897065,10,20.0,156.51999999999998,0.5184712348598116
A0091,22.6520496098925,114.053593678065,42,185.0,5586.6263,0.20410615560985007
A0092,22.7213341121282,114.061619587743,7,15.0,84.04060000000001,1.0300467308022827
A0093,22.6800886065083,113.834786135085,18,87.0,2279.6762,0.17863901501190985
A0094,22.7087497447993,113.816054302089,24,97.0,3677.0582999999997,0.11181740159350005
A0095,22.607669788426,113.868531174692,15,48.0,233.85360000000003,0.0637869444856575
A0096,22.7271036717407,114.061381858376,8,16.0,86.03290000000001,0.4994910967193384
A0097,22.6795558910636,113.832938493127,19,88.0,2281.6762,0.31238484822738616
A0098,22.675097731447,113.822362023717,15,69.0,2039.6102,0.16416058781330795
A0099,22.7333561925431,113.831291899127,21,62.0,1154.2817,0.6836006232001588
A0100,22.611775078928,114.038058741903,18,66.0,1626.2393000000002,0.34420872665537816
A0101,22.7300665719473,114.066647673172,7,13.0,66.1098,0.16133764973177214
A0102,22.6523537636241,113.929912549169,10,28.0,326.8456,0.41923299118813917
A0103,22.7136525650851,114.065237460183,13,33.0,319.23710000000005,0.6253967276778193
A0104,22.5607343074643,113.89007789741,17,129.0,2351.5335999999998,1.072708565373687
A0105,22.6734335276973,113.825705157502,14,68.0,1860.3020000000001,0.44993437935538255
A0106,22.5915549765801,114.125910235104,39,157.0,3501.2199,0.15219141193897937
A0107,22.6705219973773,113.923561080063,20,61.0,576.914,0.15406059363801095
A0108,22.7003870654451,113.844902563379,16,78.0,2161.3471,0.37013094197313134
A0109,22.5635036060249,113.906894768535,25,240.0,9084.0048,0.5624405324616472
A0110,22.7074327930824,113.930013135693,14,73.0,4562.8578,1.5365032218740933
A0111,22.6335574972806,113.851360434976,9,28.0,319.6897,1.5353900450189002
A0112,22.5641925131759,113.896166355239,19,214.0,8921.3632,0.3810094861440694
A0113,22.6691926689555,114.038411728358,43,159.0,4330.5149,0.7030402099653728
A0114,22.5962807681237,113.855062769694,15,55.0,271.80049999999994,0.6937238417915282
A0115,22.6851882278014,113.81156753556,26,104.0,3677.821,0.8463531097691921
A0116,22.7070081399144,114.096776550712,11,31.0,315.25250000000005,0.39247352128679236
A0117,22.7303490034601,114.068783000165,6,12.0,64.1175,0.30542150213289077
A0118,22.6076110049139,113.869894332642,16,49.0,234.22570000000002,0.09486517939886105
A0119,22.5848807593367,113.91327495018,20,196.0,7925.4159,0.7560640662557554
A0120,22.5609901044042,113.894562979616,19,137.0,2393.3799,0.6448289190677925
A0121,22.7356517809663,114.280464023231,18,236.0,2900.3242,0.43546228376639345
A0122,22.5819431420697,113.888016568333,20,98.0,1093.7773,0.19125466374172406
A0123,22.5829728906449,113.907183429129,21,197.0,7921.8033,0.23365380529978308
A0124,22.5413895409741,113.919110416432,28,182.0,2854.9208,0.3678019110034756
A0125,22.7704017692631,113.855116111075,10,35.0,686.3143,0.4646944933314903
A0126,23.1676903546272,113.665172812936,1,17.0,19.9231,0.930003653452191
A0127,23.1654980452292,113.387590060323,15,134.0,15125.707,0.384395149201935
A0128,23.1593359975333,113.338711283964,28,235.0,15021.8658,0.7804302804035039
A0129,23.1687891455769,113.419959772635,3,6.0,39.938900000000004,1.8053397230087362
A0130,23.1284929476215,113.350618568732,30,97.0,911.9649999999999,0.7157415619636915
A0131,23.1307022473192,113.416260868546,38,151.0,5763.0262,0.2890615145583678
A0132,23.1382207893585,113.389486698559,42,288.0,23130.393300000003,0.31483670416104437
A0133,23.1861168487634,113.597485671544,0,0.0,0.0,3.2579788168954567
A0134,23.1240189591638,113.411547026554,40,159.0,5822.7955999999995,0.09638694974178144
A0135,23.1381658955335,113.372836112767,39,218.0,18285.0985,0.5955058143912271
A0136,23.1996730122491,113.406846999602,6,24.0,252.1886,0.4255873402642095
A0137,23.1224808721127,113.361124926295,31,238.0,18367.4818,0.38886118817352017
A0138,23.2001391478776,113.374908952731,16,380.0,50417.7973,0.3171243557104289
A0139,23.1012502166771,113.548436650122,7,9.0,76.9228,1.0066238537099126
A0140,23.1248664643703,113.561445341886,8,13.0,118.02560000000001,0.7527550531571829
A0141,23.1087118142391,113.492884574249,4,92.0,15020.0245,0.6268665938088561
A0142,23.1243156395216,113.408115078202,40,161.0,5840.392,0.15934330271319352
A0143,23.1675143840217,113.337954403182,30,463.0,54472.7053,0.6377730283724845
A0144,23.1354420411307,113.390007969091,44,292.0,23160.618900000005,0.17118025210206103
A0145,23.1368057684525,113.331549452559,31,186.0,10075.4957,0.33180577969302016
A0146,23.1159303246968,113.42048908658,28,134.0,5526.816199999999,0.23772234686737373
A0147,23.1618940670467,113.343334634253,25,216.0,14875.223199999999,1.3042088606721922
A0148,23.1097973945641,113.453448444076,12,26.0,220.0729,0.32608241113185465
A0149,23.1097580892894,113.453481189203,12,26.0,220.0729,0.3215313232123008
A0150,23.1909047341958,113.449201701942,5,10.0,56.9854,1.3461348720951838
A0151,23.1087118142391,113.492884574249,4,92.0,15020.0245,0.6268665938088561
A0152,23.0998282189715,113.484963504791,7,102.0,15153.6612,0.25014260488504597
A0153,23.0797894313979,113.429744979892,1,4.0,49.648,2.4949392960514025
A0154,23.1181011943149,113.544217136668,7,11.0,116.03330000000003,0.6913761930420282
A0155,23.1087118142391,113.492884574249,4,92.0,15020.0245,0.6268665938088561
A0156,23.1011247274453,113.487241158411,6,98.0,15100.086299999999,0.16414149244105092
A0157,23.1487229407005,113.515291376765,2,3.0,21.9154,0.9116023674325598
A0158,23.0479763966089,113.289293329367,7,26.0,304.8798,0.8850620055908275
A0159,23.1111406826233,113.278240859545,67,318.0,7832.991399999999,0.2776445174719273
A0160,22.9345907957979,113.416799529649,4,10.0,83.6771,1.0405551568389506
A0161,23.3969086250469,113.347511423398,0,0.0,0.0,4.11059122958954
A0162,23.0913807065672,113.531677147482,4,6.0,52.166500000000006,0.4659081139884199
A0163,23.2156529919026,113.300569151175,18,128.0,5780.743399999999,0.5553439061594299
A0164,22.9609932512206,113.442775215343,3,7.0,23.907700000000002,1.2771421428162917
A0165,23.2128091257282,113.256333074606,25,158.0,4432.9841,0.7068007772111208
A0166,23.2945140830139,113.331306286413,10,46.0,411.9339999999999,1.3525465791685714
A0167,23.2374577140508,113.204265310992,3,15.0,59.7693,1.461568557878865
A0168,23.3718457592623,113.360399252647,1,1.0,2.0,1.3036541123803493
A0169,23.3862789522872,113.410598974178,3,12.0,61.761700000000005,2.27895146836715
A0170,23.2577840626908,113.319993212109,15,250.0,32508.7194,0.11461229554553731
A0171,23.0802913180246,113.204206100083,8,21.0,145.4464,0.9482011976272274
A0172,23.2128091257282,113.256333074606,25,158.0,4432.9841,0.7068007772111208
A0173,23.2523133871887,113.264093640781,14,47.0,307.46990000000005,0.06167816133202236
A0174,23.2617120579038,113.273631743806,12,104.0,6256.6289,0.4697887406288307
A0175,23.1965714623088,113.248217962292,33,184.0,4587.1514,0.7176554770843211
A0176,23.233763172406,113.223460705564,7,25.0,107.2259,0.6416630422437763
A0177,22.604959707051,113.857589590804,14,44.0,213.9305,0.2812941745377068
A0178,22.7503426275261,113.583522613719,1,3.0,1.9923,0.5872342445113172
A0179,23.112957963072,113.218596106348,14,49.0,230.10320000000002,0.7460145023025563
A0180,23.1317590111482,113.27575799971,69,346.0,8423.6373,0.3612761414985837
A0181,23.1404538960516,113.288511874539,52,340.0,16666.517499999998,0.5459712058442704
A0182,23.1288238498394,113.422445466624,29,139.0,5570.6139,0.37757849580621095
A0183,23.1381658955335,113.372836112767,39,218.0,18285.0985,0.5955058143912271
A0184,23.135343036366,113.303714558036,43,238.0,10883.642399999999,0.34923892996525613
A0185,23.1441611874437,113.293760883836,38,230.0,10878.7778,0.17800080253105763
A0186,23.1350887199493,113.308793343828,39,235.0,10914.162699999997,0.5099017780486044
A0187,23.1291226806063,113.350269600398,29,91.0,852.1956,0.793797325593735
A0188,23.1355991942272,113.350753117381,37,209.0,15876.656799999999,0.8316284157358989
A0189,22.8914003692739,113.463408611086,1,1.0,0.3693,2.6128991923502634
A0190,23.1324472006173,113.339825712796,37,134.0,1230.9062,0.13936776140512475
A0191,23.1378221906984,113.391320724901,42,287.0,23130.399100000002,0.19294422063016417
A0192,23.1370846778693,113.334185837298,32,108.0,1585.6745999999998,0.43468385022390976
A0193,23.1996540489449,113.347128721895,27,441.0,52023.7403,0.3227000693918951
A0194,23.1628186802684,113.418328010558,6,13.0,81.77740000000001,1.5933195471875186
A0195,23.1621334712159,113.33624247722,26,221.0,14897.428799999998,0.8487457163432734
A0196,23.1745217883214,113.359043890192,25,384.0,50288.64229999999,0.488818436571988
A0197,23.1396300112367,113.373441000257,38,217.0,18269.3612,0.509487446105417
A0198,22.8292607570027,113.512806615216,0,0.0,0.0,4.2366498419601175
A0199,22.7740343384781,113.563484892444,1,3.0,1.9923,2.8772144130425534
A0200,22.7609687421639,113.567051785148,1,3.0,1.9923,1.511822293643037
A0201,23.06873265818,113.259724537227,12,39.0,239.1472,0.16448405589359502
A0202,23.3804385369808,113.214808316726,11,74.0,209.5735,0.34593670395743575
A0203,23.0683224425615,113.259826043953,12,39.0,239.1472,0.14914168276619286
A0204,22.8066172363972,113.553841124661,2,72.0,476.7372,1.5996766849371669
A0205,22.8080831187483,113.554093517069,2,72.0,476.7372,1.6990178727276202
A0206,22.807546702812,113.552166166666,2,72.0,476.7372,1.4990795240704389
A0207,22.7515565254918,113.582300593937,1,3.0,1.9923,0.4369412799734031
A0208,22.7372249570996,113.493320018744,0,0.0,0.0,8.48596399369078
A0209,22.7514939634161,113.583011167968,1,3.0,1.9923,0.5101368208168903
A0210,23.1087118142391,113.492884574249,4,92.0,15020.0245,0.6268665938088561
A0211,23.1438110113331,113.225977000331,20,158.0,2387.3086,0.3091338386581089
A0212,23.452313317277,113.18650320598,3,48.0,171.907,1.0462915036983274
A0213,23.3387320144502,113.28750899998,7,35.0,194.73540000000003,0.9068658074405442
A0214,23.4663327934283,113.159491967779,5,47.0,87.6617,0.4597479266517421
A0215,23.1421736666503,113.225830285482,21,165.0,2425.1625,0.4822015263177295
A0216,23.374775772357,113.178884764987,2,20.0,39.8462,1.8784290155371064
A0217,23.4707976950687,113.162317292602,5,47.0,87.6617,0.20384598438706436
A0218,23.1369726166487,113.251180512779,44,262.0,7120.6106,0.10243990764926625
A0219,23.4567319436188,113.281831122566,3,11.0,40.8705,0.19956609603942752
A0220,23.3928644657187,113.216877071196,15,111.0,329.4628,0.3145274979572084
A0221,23.4594832741594,113.190665542288,3,48.0,171.907,0.34840218580573534
A0222,22.7102301705629,113.552891213297,0,0.0,0.0,5.305999820422212
A0223,23.466897437603,113.156847690528,4,37.0,67.7386,0.3780018727717766
A0224,23.3948402819022,113.221447149273,15,111.0,329.4628,0.3181626603027497
A0225,23.3388714432594,113.111064901651,0,0.0,0.0,4.304195576985011
A0226,23.4739306979279,113.228661761516,4,50.0,161.37730000000002,1.0138757698369194
A0227,23.415362495971,113.255981176897,4,42.0,152.7568,2.069652556663116
A0228,23.3962014611059,113.214823185478,16,126.0,369.30909999999994,0.05770780750882485
A0229,23.4049935441326,113.218564358435,14,112.0,325.4782,0.7321091950280489
A0230,23.0756222678072,113.288290696452,27,129.0,1901.2945,0.03184936826100812
A0231,23.3724341706871,113.207607097319,9,57.0,169.72729999999999,0.35767160434155176
A0232,23.425831172849,113.208056767498,3,48.0,171.90699999999998,2.2727025031996786
A0233,23.3984107824574,113.25153069652,8,99.0,556.9248,0.40808724441038047
A0234,23.3895943664696,113.209449233563,15,111.0,329.4628,0.17678960857147732
A0235,23.4038021496939,113.209090840207,14,115.0,347.39369999999997,0.42076431069364023
A0236,23.3950883145195,113.209232887461,16,126.0,369.30909999999994,0.6393211524752228
A0237,23.0969280105105,113.239735000161,24,70.0,416.1793,0.39129037224085955
A0238,23.4084128090178,113.212755376026,12,88.0,225.8626,0.7603922416476545
A0239,23.0918714635254,113.337875769111,26,83.0,982.5501999999999,0.09829911574186834
A0240,23.3948402819022,113.221447149273,15,111.0,329.4628,0.3181626603027497
A0241,23.0953786446699,113.340585953241,26,80.0,979.9930999999999,0.38421011491275175
A0242,23.4064905563046,113.169637572138,2,25.0,59.769400000000005,1.8149376293911437
A0243,23.1002261378906,113.272654115225,45,163.0,2723.7387,0.45929699442503424
A0244,23.1140539351209,113.268162269676,62,224.0,3691.4520999999995,0.3563388679759586
A0245,23.4260402551923,113.205743562539,3,48.0,171.90699999999998,2.128919043185156
A0246,23.0914437936008,113.361995204673,23,67.0,725.4184,0.49855150683803734
A0247,23.0725067756973,113.323263141182,20,66.0,695.3243,0.8474486746120308
A0248,23.0987470300923,113.314500058647,30,159.0,4495.749199999999,0.31256618339785
A0249,23.0922354401604,113.361821053777,23,67.0,725.4184,0.43338819623411173
A0250,23.0922576316007,113.309217218266,33,211.0,5628.840399999999,0.28034485396494035
A0251,23.0781382751711,113.356352889423,16,41.0,332.7257,1.4743885046180343
A0252,23.0720749507871,113.357390647834,9,36.0,684.7482,1.2911235982282978
A0253,23.0868626906769,113.332467287231,26,84.0,942.3301999999999,0.18655325309708654
A0254,23.0934910827144,113.279266420157,45,204.0,5154.729899999999,0.12323278528686152
A0255,23.0888786540514,113.328379781568,29,107.0,1263.4446,0.18021509460233173
A0256,23.0869086308023,113.343204462598,23,56.0,403.80899999999997,0.18980602518714904
A0257,23.0876292287885,113.333841266126,25,80.0,922.4070999999999,0.3103677957700566
A0258,23.0688473269984,113.322619933776,19,60.0,655.4703,0.788716390776606
A0259,23.0140365266132,113.399594747459,1,3.0,19.9231,0.7093126235223964
A0260,23.0830827872767,113.339986287601,24,55.0,364.32629999999995,0.06442035450354672
A0261,23.0479763966089,113.289293329367,7,26.0,304.8798,0.8850620055908275
A0262,23.0923158175952,113.333797010249,26,94.0,1177.3871,0.06292332512839224
A0263,22.941040742845,113.364357668065,19,63.0,976.6850000000001,0.3627492971134235
A0264,23.0960712672027,113.321480990538,33,169.0,4541.220099999999,0.5328277805114452
A0265,23.0191955713843,113.325271269013,23,288.0,14599.3665,0.5961724833910637
A0266,22.814592396584,113.419107833613,0,0.0,0.0,4.168955511961824
A0267,22.9663956802127,113.418650592067,7,17.0,125.5156,1.2771138827440698
A0268,22.9345907957979,113.416799529649,4,10.0,83.6771,1.0405551568389506
A0269,22.9910604358432,113.405244729793,1,2.0,19.9231,2.6932019919286936
A0270,22.9617871362599,113.442038240113,3,7.0,23.907700000000002,1.1781982431399693
A0271,22.889927928137,113.461447492481,1,1.0,0.3693,2.408739420401524
A0272,23.0217001615757,113.357449441031,14,71.0,667.3413,0.4113512541587518
A0273,22.8100654032477,113.414159872993,0,0.0,0.0,3.4724444161861037
A0274,23.0074313211394,113.320175523213,23,286.0,14584.7438,1.3236564117527208
A0275,22.9419492749117,113.371203549402,18,62.0,974.6850000000001,0.8429262251074394
A0276,22.9442835155064,113.404493207404,9,34.0,854.3148,0.12302055106911905
A0277,22.9648193856445,113.35658051101,14,46.0,700.7767999999999,0.4638237476329841
A0278,22.9345907957979,113.416799529649,4,10.0,83.6771,1.0405551568389506
A0279,22.9803507142826,113.322274897324,7,20.0,195.60500000000002,0.29914161403092726
A0280,22.9570529358364,113.423847297525,7,17.0,125.5156,1.129854113947524
A0281,22.9685945194393,113.408129594819,7,17.0,125.5156,0.513021104973205
A0282,22.954544920309,113.345148218755,14,41.0,296.8652,0.5280808420342002
A0283,22.9226513421145,113.37549023365,9,42.0,836.3068,0.3766333469181438
A0284,22.9422816695258,113.36044210182,19,63.0,976.6850000000001,0.18535305686150477
A0285,22.9532139767131,113.365905849252,17,69.0,1433.7846,0.35176332087436596
A0286,22.9543575536001,113.368049181045,17,69.0,1433.7846,0.28698615128098354
A0287,22.9677616002698,113.404437697513,10,21.0,183.73340000000002,0.13813309073591937
A0288,22.9541090079089,113.35841800032,19,77.0,1526.9584,0.7028562169996279
A0289,22.9400120209537,113.360734032246,19,63.0,976.6850000000001,0.07671208911455449
A0290,23.0539947236249,113.269913812089,9,31.0,311.1608,1.0212732811635303
A0291,22.9428917947507,113.360686171427,17,59.0,972.7004000000001,0.2550935792128029
A0292,23.5552806571256,113.598866296147,6,98.0,213.0879,0.48026718927336615
A0293,22.9454816134881,113.403309240742,10,37.0,874.2379,0.09644055989185087
A0294,22.9695087864523,113.382774251672,11,48.0,1292.3228,1.2949192563280827
A0295,23.5634113272119,113.580384782268,3,40.0,52.8543,1.124166930627681
A0296,23.625476281953,113.431395570977,1,13.0,219.9701,0.5312269216503683
A0297,23.8783980646874,113.539711364689,0,0.0,0.0,29.88807197697278
A0298,23.7231177315918,113.739427045502,0,0.0,0.0,10.76177217765918
A0299,23.5603869306323,113.601878162707,5,84.0,193.1648,0.7280358493938427
A0300,23.5443598586509,113.592683288069,7,112.0,233.011,0.777421879442148
A0301,23.5445699394393,113.592693395803,7,112.0,233.011,0.8001778148261758
A0302,23.5507963621779,113.596300622424,7,112.0,233.011,0.34191270781365657
A0303,23.8161076699866,113.957929440388,0,0.0,0.0,33.93434963247885
A0304,23.5496608593721,113.592775572791,6,98.0,213.0879,0.38001395250842324
A0305,23.2315862158006,113.264376444648,17,67.0,590.3563,0.9703496903324494
A0306,23.5565433531905,113.59466398704,6,98.0,213.0879,0.4102016579209865
A0307,23.5509090172857,113.602250999917,7,112.0,233.011,0.35991322307434387
A0308,23.451655228992,113.284509235392,3,11.0,40.8705,0.6751662076571374
A0309,23.2141768895224,113.283053118991,26,153.0,6018.437599999999,0.3974300570496153
A0310,23.3433234671707,113.30125296199,7,35.0,194.73540000000003,0.3132990295757385
A0311,23.5584065115483,113.589514390519,5,84.0,193.1648,0.612447733040108
A0312,23.2410397884986,113.311197191406,20,277.0,32835.9934,0.43820912868633616
A0313,23.1726853608924,113.282908079482,20,72.0,604.5906,0.6053500740261453
A0314,23.1791674407324,113.25790735052,34,191.0,4524.2755,0.4960762139236359
A0315,23.2290590127881,113.274368000391,24,141.0,5900.898899999999,0.3636499687416878
A0316,23.1991462436325,113.259458632508,27,157.0,4451.0324,0.504248758408603
A0317,23.21375407025,113.284813628909,27,158.0,6048.3223,0.2277161972168304
A0318,23.2539606231786,113.3157819451,14,246.0,32488.269200000002,0.0393505919117793
A0319,23.2138522396319,113.250263998616,22,85.0,743.4644999999999,0.5727876116809576
A0320,23.2169617302372,113.286259611525,26,154.0,6028.3992,0.2954956362817394
A0321,23.2945140830139,113.331306286413,10,46.0,411.9339999999999,1.3525465791685714
A0322,23.2418876586757,113.277071510111,17,62.0,439.7348,0.4288773337259373
A0323,23.2422595225982,113.311166428036,20,277.0,32835.9934,0.5295995802017842
A0324,23.1836503160286,113.23346030743,28,208.0,5602.6938,0.48137675235462196
A0325,23.1990704508838,113.238775254148,26,148.0,4141.5535,0.6978678058147956
A0326,23.2370947579221,113.283780707827,25,145.0,5817.144699999999,0.23257861996673077
A0327,23.1871881251048,113.33669812113,26,492.0,55837.89599999999,0.5800568203266583
A0328,23.2203504832305,113.249281992413,15,53.0,480.6196,1.2488093062450498
A0329,23.2184431225644,113.233372520524,12,40.0,182.0222,0.40745203312619355
A0330,23.2127790884372,113.264933810878,25,210.0,9634.8778,0.28964585151537064
A0331,23.2278329763257,113.309807315155,18,133.0,5840.5127999999995,0.19730979342988592
A0332,23.1780159610261,113.246117778807,28,180.0,4434.1456,0.1814173177962504
A0333,23.2205046444513,113.282637918591,25,146.0,5948.7067,0.6239189867914008
A0334,23.1862330842068,113.236325834633,26,162.0,4216.6088,0.7477208300580462
A0335,23.2945140830139,113.331306286413,10,46.0,411.9339999999999,1.3525465791685714
A0336,23.1589895713282,113.227692632702,23,137.0,1871.5696,0.43896186451306524
A0337,23.2139486173374,113.28101500123,26,153.0,6018.1653,0.6069616031613517
A0338,23.1788683820703,113.248234670775,28,180.0,4434.1456,0.4120411873283655
A0339,23.2187216190125,113.232305309581,12,40.0,182.0222,0.2941538335788989
A0340,23.2179401249466,113.236867505669,14,49.0,241.79160000000002,0.6389801352057592
A0341,23.2945140830139,113.331306286413,10,46.0,411.9339999999999,1.3525465791685714
A0342,23.2315862158006,113.264376444648,17,67.0,590.3563,0.9703496903324494
A0343,23.2315970128017,113.283056999671,25,149.0,5854.998699999999,0.5319628864825855
A0344,23.153345169411,113.239681806102,31,254.0,6739.6297,0.47155249574149916
A0345,23.2127106445265,113.264474385999,25,210.0,9634.8778,0.26518850392929083
A0346,23.2213710444092,113.236085547791,12,40.0,201.9454,0.2599852088073246
A0347,23.1728152741435,113.322414943153,14,102.0,4199.9105,0.17618822924669333
