time_s,handle,x_m,y_m,speed_m_s,theta_rad
-73,第51节龙身前把手,23.369973,16.71446,1.0,106.193288
-73,第101节龙身前把手,-17.658503,-23.62937,1.0,109.026725
-73,第151节龙身前把手,7.8292,29.214973,1.0,111.788373
-73,第201节龙身前把手,5.688763,-30.448156,1.0,114.483427
-73,龙尾后把手,-26.008007,-17.397642,1.0,115.649357
-72,龙头前把手,-24.097791,-14.074648,1.0,103.143938
-72,第1节龙身前把手,-25.43584,-11.548371,1.0,103.246366
-72,第51节龙身前把手,22.766663,17.511903,1.0,106.15848
-72,第101节龙身前把手,-16.842146,-24.206835,1.0,108.992821
-72,第151节龙身前把手,6.857046,29.449122,1.0,111.755307
-72,第201节龙身前把手,6.666838,-30.240112,1.0,114.45114
-72,龙尾后把手,-25.431728,-18.214842,1.0,115.617396
-71,龙头前把手,-23.569828,-14.923852,1.0,103.1081
-71,第1节龙身前把手,-24.997498,-12.44712,1.0,103.210564
-71,第51节龙身前把手,22.13596,18.287862,1.0,106.12366
-71,第101节龙身前把手,-16.00668,-24.756289,1.0,108.958907
-71,第151节龙身前把手,5.877682,29.650997,1.0,111.722231
-71,第201节龙身前把手,7.637686,-30.000596,1.0,114.418843
-71,龙尾后把手,-24.829623,-19.013206,1.0,115.585425
-70,龙头前把手,-23.011769,-15.753588,1.0,103.07225
-70,第1节龙身前把手,-24.527259,-13.329598,1.0,103.174749
-70,第51节龙身前把手,21.478619,19.041388,1.0,106.088828
-70,第101节龙身前把手,-15.153059,-25.277092,1.0,108.924982
-70,第151节龙身前把手,4.892175,29.820367,1.0,111.689146
-70,第201节龙身前把手,8.600291,-29.729848,1.0,114.386537
-70,龙尾后把手,-24.2023,-19.79191,1.0,115.553446
-69,龙头前把手,-22.42432,-16.562784,1.0,103.036387
-69,第1节龙身前把手,-24.025714,-14.194668,1.0,103.138922
-69,第51节龙身前把手,20.795429,19.77156,1.0,106.053986
-69,第101节龙身前把手,-14.28226,-25.768634,1.0,108.891047
-69,第151节龙身前把手,3.901605,29.957037,1.0,111.65605
-69,第201节龙身前把手,9.553647,-29.428143,1.0,114.354223
-69,龙尾后把手,-23.550395,-20.550155,1.0,115.521457
-68,龙头前把手,-21.808228,-17.35039,1.0,103.000512
-68,第1节龙身前把手,-23.493496,-15.041212,1.0,103.103082
-68,第51节龙身前把手,20.087211,20.477482,1.0,106.019131
-68,第101节龙身前把手,-13.395282,-26.230341,1.0,108.857101
-68,第151节龙身前把手,2.907054,30.060847,1.0,111.622945
-68,第201节龙身前把手,10.496755,-29.095787,1.0,114.321899
-68,龙尾后把手,-22.874567,-21.287156,1.0,115.48946
-67,龙头前把手,-21.164276,-18.115385,1.0,102.964624
-67,第1节龙身前把手,-22.931279,-15.868137,1.0,103.06723
-67,第51节龙身前把手,19.354818,21.15829,1.0,105.984266
-67,第101节龙身前把手,-12.493141,-26.661671,1.0,108.823144
-67,第151节龙身前把手,1.909611,30.131674,1.0,111.58983
-67,第201节龙身前把手,11.428626,-28.733118,1.0,114.289566
-67,龙尾后把手,-22.175502,-22.002155,1.0,115.457454
-66,龙头前把手,-20.493283,-18.856776,1.0,102.928724
-66,第1节龙身前把手,-22.339774,-16.674372,1.0,103.031365
-66,第51节龙身前把手,18.599132,21.813147,1.0,105.949388
-66,第101节龙身前把手,-11.576873,-27.062117,1.0,108.789177
-66,第151节龙身前把手,0.91037,30.16943,1.0,111.556705
-66,第201节龙身前把手,12.348283,-28.340508,1.0,114.257224
-66,龙尾后把手,-21.453911,-22.694412,1.0,115.425439
-65,龙头前把手,-19.796104,-19.573599,1.0,102.892811
-65,第1节龙身前把手,-21.719734,-17.458873,1.0,102.995488
-65,第51节龙身前把手,17.821066,22.441248,1.0,105.9145
-65,第101节龙身前把手,-10.647531,-27.431207,1.0,108.755199
-65,第151节龙身前把手,-0.089574,30.174064,1.0,111.523571
-65,第201节龙身前把手,13.254761,-27.918357,1.0,114.224872
-65,龙尾后把手,-20.710525,-23.363212,1.0,115.393415
-64,龙头前把手,-19.073632,-20.264921,1.0,102.856886
-64,第1节龙身前把手,-21.071945,-18.220623,1.0,102.959599
-64,第51节龙身前把手,17.021558,23.04182,1.0,105.8796
-64,第101节龙身前把手,-9.706184,-27.768506,1.0,108.721211
-64,第151节龙身前把手,-1.089122,30.145561,1.0,111.490426
-64,第201节龙身前把手,14.147107,-27.467101,1.0,114.192512
-64,龙尾后把手,-19.946103,-24.007861,1.0,115.361382
-63,龙头前把手,-18.326788,-20.92984,1.0,102.820948
-63,第1节龙身前把手,-20.397234,-18.958632,1.0,102.923697
-63,第51节龙身前把手,16.201577,23.614121,1.0,105.844688
-63,第101节龙身前把手,-8.753917,-28.073613,1.0,108.687212
-63,第151节龙身前把手,-2.087176,30.083943,1.0,111.457272
-63,第201节龙身前把手,15.024381,-26.987203,1.0,114.160142
-63,龙尾后把手,-19.161422,-24.627692,1.0,115.329341
-62,龙头前把手,-17.55653,-21.567487,1.0,102.784997
-62,第1节龙身前把手,-19.69646,-19.67194,1.0,102.887782
-62,第51节龙身前把手,15.362114,24.157445,1.0,105.809765
-62,第101节龙身前把手,-7.791827,-28.346167,1.0,108.653202
-62,第151节龙身前把手,-3.082638,29.989268,1.0,111.424108
-62,第201节龙身前把手,15.885661,-26.479158,1.0,114.127763
-62,龙尾后把手,-18.357283,-25.222061,1.0,115.29729
-61,龙头前把手,-16.763845,-22.17703,1.0,102.749034
-61,第1节龙身前把手,-18.970519,-20.359619,1.0,102.851855
-61,第51节龙身前把手,14.504188,24.671119,1.0,105.77483
-61,第101节龙身前把手,-6.821023,-28.58584,1.0,108.619182
-61,第151节龙身前把手,-4.074412,29.861629,1.0,111.390934
-61,第201节龙身前把手,16.730039,-25.943491,1.0,114.095375
-61,龙尾后把手,-17.534506,-25.790351,1.0,115.265231
-60,龙头前把手,-15.94975,-22.757669,1.0,102.713059
-60,第1节龙身前把手,-18.220339,-21.020771,1.0,102.815915
-60,第51节龙身前把手,13.62884,25.154507,1.0,105.739884
-60,第101节龙身前把手,-5.842627,-28.792347,1.0,108.585151
-60,第151节龙身前把手,-5.061406,29.701158,1.0,111.35775
-60,第201节龙身前把手,17.556623,-25.380757,1.0,114.062978
-60,龙尾后把手,-16.693933,-26.331969,1.0,115.233162
-59,龙头前把手,-15.115292,-23.308644,1.0,102.67707
-59,第1节龙身前把手,-17.446881,-21.654534,1.0,102.779963
-59,第51节龙身前把手,12.737133,25.607007,1.0,105.704926
-59,第101节龙身前把手,-4.85777,-28.965436,1.0,108.551109
-59,第151节龙身前把手,-6.042532,29.508022,1.0,111.324556
-59,第201节龙身前把手,18.364542,-24.791537,1.0,114.030572
-59,龙尾后把手,-15.836422,-26.846352,1.0,115.201085
-58,龙头前把手,-14.261546,-23.829229,1.0,102.641069
-58,第1节龙身前把手,-16.651136,-22.260077,1.0,102.743998
-58,第51节龙身前把手,11.830152,26.028058,1.0,105.669956
-58,第101节龙身前把手,-3.867591,-29.104897,1.0,108.517057
-58,第151节龙身前把手,-7.016705,29.282423,1.0,111.291352
-58,第201节龙身前把手,19.152941,-24.176444,1.0,113.998156
-58,龙尾后把手,-14.962852,-27.332962,1.0,115.168999
-57,龙头前把手,-13.38961,-24.318739,1.0,102.605056
-57,第1节龙身前把手,-15.834127,-22.836609,1.0,102.708021
-57,第51节龙身前把手,10.909001,26.417132,1.0,105.634975
-57,第101节龙身前把手,-2.873237,-29.210558,1.0,108.482994
-57,第151节龙身前把手,-7.982849,29.0246,1.0,111.258138
-57,第201节龙身前把手,19.920987,-23.536117,1.0,113.965731
-57,龙尾后把手,-14.074118,-27.791291,1.0,115.136904
-56,龙头前把手,-12.500611,-24.776529,1.0,102.56903
-56,第1节龙身前把手,-14.996904,-23.383371,1.0,102.672031
-56,第51节龙身前把手,9.974803,26.773744,1.0,105.599983
-56,第101节龙身前把手,-1.875862,-29.282285,1.0,108.44892
-56,第151节龙身前把手,-8.939898,28.73483,1.0,111.224915
-56,第201节龙身前把手,20.667864,-22.871222,1.0,113.933297
-56,龙尾后把手,-13.171131,-28.220859,1.0,115.1048
-55,龙头前把手,-11.595695,-25.201992,1.0,102.532991
-55,第1节龙身前把手,-14.140544,-23.899646,1.0,102.636028
-55,第51节龙身前把手,9.028698,27.097446,1.0,105.564979
-55,第101节龙身前把手,-0.876621,-29.319985,1.0,108.414836
-55,第151节龙身前把手,-9.886789,28.413421,1.0,111.191681
-55,第201节龙身前把手,21.392783,-22.182451,1.0,113.900854
-55,龙尾后把手,-12.254818,-28.621214,1.0,115.072687
-54,龙头前把手,-10.676033,-25.594565,1.0,102.496939
-54,第1节龙身前把手,-13.266152,-24.384753,1.0,102.600013
-54,第51节龙身前把手,8.071841,27.38783,1.0,105.529963
-54,第101节龙身前把手,0.123324,-29.323603,1.0,108.380741
-54,第151节龙身前把手,-10.822476,28.06072,1.0,111.158438
-54,第201节龙身前把手,22.094973,-21.470523,1.0,113.868401
-54,龙尾后把手,-11.32612,-28.991936,1.0,115.040565
-53,龙头前把手,-9.742815,-25.953726,1.0,102.460875
-53,第1节龙身前把手,-12.374854,-24.838053,1.0,102.563985
-53,第51节龙身前把手,7.105403,27.64453,1.0,105.494936
-53,第101节龙身前把手,1.122811,-29.293123,1.0,108.346635
-53,第151节龙身前把手,-11.74592,27.677107,1.0,111.125184
-53,第201节龙身前把手,22.773688,-20.736181,1.0,113.835939
-53,龙尾后把手,-10.385993,-29.332634,1.0,115.008434
-52,龙头前把手,-8.797251,-26.278995,1.0,102.424798
-52,第1节龙身前把手,-11.467803,-25.258944,1.0,102.527945
-52,第51节龙身前把手,6.130566,27.867218,1.0,105.459897
-52,第101节龙身前把手,2.120677,-29.228572,1.0,108.312519
-52,第151节龙身前把手,-12.656097,27.262997,1.0,111.091921
-52,第201节龙身前把手,23.428207,-19.980193,1.0,113.803468
-52,龙尾后把手,-9.435404,-29.642947,1.0,114.976294
-51,龙头前把手,-7.840568,-26.569938,1.0,102.388709
-51,第1节龙身前把手,-10.546171,-25.64687,1.0,102.491891
-51,第51节龙身前把手,5.148524,28.05561,1.0,105.424846
-51,第101节龙身前把手,3.115759,-29.130012,1.0,108.278391
-51,第151节龙身前把手,-13.551994,26.818839,1.0,111.058648
-51,第201节龙身前把手,24.057831,-19.20335,1.0,113.770988
-51,龙尾后把手,-8.475332,-29.922546,1.0,114.944145
-50,龙头前把手,-6.874007,-26.826164,1.0,102.352607
-50,第1节龙身前把手,-9.611152,-26.001314,1.0,102.455825
-50,第51节龙身前把手,4.160482,28.209464,1.0,105.389784
-50,第101节龙身前把手,4.106898,-28.997549,1.0,108.244253
-50,第151节龙身前把手,-14.432616,26.345117,1.0,111.025364
-50,第201节龙身前把手,24.66189,-18.406465,1.0,113.738498
-50,龙尾后把手,-7.506767,-30.171135,1.0,114.911987
-49,龙头前把手,-5.898825,-27.047325,1.0,102.316492
-49,第1节龙身前把手,-8.663957,-26.321803,1.0,102.419747
-49,第51节龙身前把手,3.167653,28.328578,1.0,105.35471
-49,第101节龙身前把手,5.092937,-28.831326,1.0,108.210104
-49,第151节龙身前把手,-15.296982,25.842346,1.0,110.992071
-49,第201节龙身前把手,25.239738,-17.590375,1.0,113.705999
-49,龙尾后把手,-6.530709,-30.388446,1.0,114.87982
-48,龙头前把手,-4.916292,-27.233121,1.0,102.280364
-48,第1节龙身前把手,-7.705815,-26.607908,1.0,102.383655
-48,第51节龙身前把手,2.171257,28.412795,1.0,105.319624
-48,第101节龙身前把手,6.072724,-28.631526,1.0,108.175945
-48,第151节龙身前把手,-16.144129,25.311074,1.0,110.958768
-48,第201节龙身前把手,25.790758,-16.755936,1.0,113.673491
-48,龙尾后把手,-5.548165,-30.574247,1.0,114.847644
-47,龙头前把手,-3.927688,-27.383298,1.0,102.244223
-47,第1节龙身前把手,-6.737971,-26.859244,1.0,102.347551
-47,第51节龙身前把手,1.17252,28.461999,1.0,105.284527
-47,第101节龙身前把手,7.045114,-28.398372,1.0,108.141774
-47,第151节龙身前把手,-16.973112,24.751883,1.0,110.925455
-47,第201节龙身前把手,26.314359,-15.904024,1.0,113.640974
-47,龙尾后把手,-4.560152,-30.728336,1.0,114.815459
-46,龙头前把手,-2.934302,-27.497645,1.0,102.20807
-46,第1节龙身前把手,-5.761684,-27.075472,1.0,102.311434
-46,第51节龙身前把手,0.172671,28.476117,1.0,105.249418
-46,第101节龙身前把手,8.008968,-28.132126,1.0,108.107593
-46,第151节龙身前把手,-17.783006,24.165386,1.0,110.892131
-46,第201节龙身前把手,26.80998,-15.035536,1.0,113.608447
-46,龙尾后把手,-3.567691,-30.850544,1.0,114.783265
-45,龙头前把手,-1.937431,-27.576002,1.0,102.171904
-45,第1节龙身前把手,-4.778224,-27.256296,1.0,102.275305
-45,第51节龙身前把手,-0.827057,28.455121,1.0,105.214297
-45,第101节龙身前把手,8.963158,-27.833087,1.0,108.073401
-45,第151节龙身前把手,-18.572905,23.552224,1.0,110.858798
-45,第201节龙身前把手,27.277088,-14.151386,1.0,113.575911
-45,龙尾后把手,-2.57181,-30.940737,1.0,114.751062
-44,龙头前把手,-0.938379,-27.618252,1.0,102.135725
-44,第1节龙身前把手,-3.788872,-27.401467,1.0,102.239163
-44,第51节龙身前把手,-1.825431,28.399026,1.0,105.179164
-44,第101节龙身前把手,9.906565,-27.501597,1.0,108.039198
-44,第151节龙身前把手,-19.341925,22.913072,1.0,110.825455
-44,第201节龙身前把手,27.715181,-13.252505,1.0,113.543365
-44,龙尾后把手,-1.573541,-30.998811,1.0,114.71885
-43,龙头前把手,0.061548,-27.624329,1.0,102.099533
-43,第1节龙身前把手,-2.79492,-27.510785,1.0,102.203007
-43,第51节龙身前把手,-2.821218,28.307887,1.0,105.14402
-43,第101节龙身前把手,10.838081,-27.138031,1.0,108.004984
-43,第151节龙身前把手,-20.089205,22.248633,1.0,110.792102
-43,第201节龙身前把手,28.123786,-12.339842,1.0,113.51081
-43,龙尾后把手,-0.57392,-31.024697,1.0,114.686629
-42,龙头前把手,1.06104,-27.59421,1.0,102.063329
-42,第1节龙身前把手,-1.797666,-27.584093,1.0,102.16684
-42,第51节龙身前把手,-3.813186,28.181807,1.0,105.108864
-42,第101节龙身前把手,11.756613,-26.742807,1.0,107.97076
-42,第151节龙身前把手,-20.813907,21.559638,1.0,110.758738
-42,第201节龙身前把手,28.502461,-11.41436,1.0,113.478246
-42,龙尾后把手,0.426017,-31.018359,1.0,114.654398
-41,龙头前把手,2.058785,-27.527923,1.0,102.027111
-41,第1节龙身前把手,-0.798412,-27.621282,1.0,102.130659
-41,第51节龙身前把手,-4.800108,28.02093,1.0,105.073696
-41,第101节龙身前把手,12.661079,-26.316376,1.0,107.936525
-41,第151节龙身前把手,-21.515218,20.846847,1.0,110.725365
-41,第201节龙身前把手,28.850797,-10.477038,1.0,113.445673
-41,龙尾后把手,1.42523,-30.979795,1.0,114.622159
-40,龙头前把手,3.053476,-27.425541,1.0,101.990881
-40,第1节龙身前把手,0.201533,-27.622291,1.0,102.094465
-40,第51节龙身前把手,-5.780762,27.825442,1.0,105.038517
-40,第101节龙身前把手,13.550415,-25.859228,1.0,107.902278
-40,第151节龙身前把手,-22.192348,20.111047,1.0,110.691981
-40,第201节龙身前把手,29.168415,-9.528865,1.0,113.41309
-40,龙尾后把手,2.42268,-30.909036,1.0,114.589911
-39,龙头前把手,4.043803,-27.287187,1.0,101.954638
