case,material_id,stage1_cnc,stage1_load_start_s,stage1_unload_start_s,stage2_cnc,stage2_load_start_s,stage2_unload_start_s
1,85,1,8988.0,9416.0,2,9444.0,9872.0
1,86,3,9067.0,9495.0,4,9523.0,9951.0
1,87,5,9146.0,9574.0,6,9602.0,10030.0
1,88,7,9225.0,9653.0,8,9681.0,10109.0
1,89,1,9416.0,9844.0,2,9872.0,10300.0
1,90,3,9495.0,9923.0,4,9951.0,10379.0
1,91,5,9574.0,10002.0,6,10030.0,10458.0
1,92,7,9653.0,10081.0,8,10109.0,10537.0
1,93,1,9844.0,10272.0,2,10300.0,10728.0
1,94,3,9923.0,10351.0,4,10379.0,10807.0
1,95,5,10002.0,10430.0,6,10458.0,10886.0
1,96,7,10081.0,10509.0,8,10537.0,10965.0
1,97,1,10272.0,10700.0,2,10728.0,11156.0
1,98,3,10351.0,10779.0,4,10807.0,11235.0
1,99,5,10430.0,10858.0,6,10886.0,11314.0
1,100,7,10509.0,10937.0,8,10965.0,11393.0
1,101,1,10700.0,11128.0,2,11156.0,11584.0
1,102,3,10779.0,11207.0,4,11235.0,11663.0
1,103,5,10858.0,11286.0,6,11314.0,11742.0
1,104,7,10937.0,11365.0,8,11393.0,11821.0
1,105,1,11128.0,11556.0,2,11584.0,12012.0
1,106,3,11207.0,11635.0,4,11663.0,12091.0
1,107,5,11286.0,11714.0,6,11742.0,12170.0
1,108,7,11365.0,11793.0,8,11821.0,12249.0
1,109,1,11556.0,11984.0,2,12012.0,12440.0
1,110,3,11635.0,12063.0,4,12091.0,12519.0
1,111,5,11714.0,12142.0,6,12170.0,12598.0
1,112,7,11793.0,12221.0,8,12249.0,12677.0
1,113,1,11984.0,12412.0,2,12440.0,12868.0
1,114,3,12063.0,12491.0,4,12519.0,12947.0
1,115,5,12142.0,12570.0,6,12598.0,13026.0
1,116,7,12221.0,12649.0,8,12677.0,13105.0
1,117,1,12412.0,12840.0,2,12868.0,13296.0
1,118,3,12491.0,12919.0,4,12947.0,13375.0
1,119,5,12570.0,12998.0,6,13026.0,13454.0
1,120,7,12649.0,13077.0,8,13105.0,13533.0
1,121,1,12840.0,13268.0,2,13296.0,13724.0
1,122,3,12919.0,13347.0,4,13375.0,13803.0
1,123,5,12998.0,13426.0,6,13454.0,13882.0
1,124,7,13077.0,13505.0,8,13533.0,13961.0
1,125,1,13268.0,13696.0,2,13724.0,14152.0
1,126,3,13347.0,13775.0,4,13803.0,14231.0
1,127,5,13426.0,13854.0,6,13882.0,14310.0
1,128,7,13505.0,13933.0,8,13961.0,14389.0
1,129,1,13696.0,14124.0,2,14152.0,14580.0
1,130,3,13775.0,14203.0,4,14231.0,14659.0
1,131,5,13854.0,14282.0,6,14310.0,14738.0
1,132,7,13933.0,14361.0,8,14389.0,14817.0
1,133,1,14124.0,14552.0,2,14580.0,15008.0
1,134,3,14203.0,14631.0,4,14659.0,15087.0
1,135,5,14282.0,14710.0,6,14738.0,15166.0
1,136,7,14361.0,14789.0,8,14817.0,15245.0
1,137,1,14552.0,14980.0,2,15008.0,15436.0
1,138,3,14631.0,15059.0,4,15087.0,15515.0
1,139,5,14710.0,15138.0,6,15166.0,15594.0
1,140,7,14789.0,15217.0,8,15245.0,15673.0
1,141,1,14980.0,15408.0,2,15436.0,15864.0
1,142,3,15059.0,15487.0,4,15515.0,15943.0
1,143,5,15138.0,15566.0,6,15594.0,16022.0
1,144,7,15217.0,15645.0,8,15673.0,16101.0
1,145,1,15408.0,15836.0,2,15864.0,16292.0
1,146,3,15487.0,15915.0,4,15943.0,16371.0
1,147,5,15566.0,15994.0,6,16022.0,16450.0
1,148,7,15645.0,16073.0,8,16101.0,16529.0
1,149,1,15836.0,16264.0,2,16292.0,16720.0
1,150,3,15915.0,16343.0,4,16371.0,16799.0
1,151,5,15994.0,16422.0,6,16450.0,16878.0
1,152,7,16073.0,16501.0,8,16529.0,16957.0
1,153,1,16264.0,16692.0,2,16720.0,17148.0
1,154,3,16343.0,16771.0,4,16799.0,17227.0
1,155,5,16422.0,16850.0,6,16878.0,17306.0
1,156,7,16501.0,16929.0,8,16957.0,17385.0
1,157,1,16692.0,17120.0,2,17148.0,17576.0
1,158,3,16771.0,17199.0,4,17227.0,17655.0
1,159,5,16850.0,17278.0,6,17306.0,17734.0
1,160,7,16929.0,17357.0,8,17385.0,17813.0
1,161,1,17120.0,17548.0,2,17576.0,18004.0
1,162,3,17199.0,17627.0,4,17655.0,18083.0
1,163,5,17278.0,17706.0,6,17734.0,18162.0
1,164,7,17357.0,17785.0,8,17813.0,18241.0
1,165,1,17548.0,17976.0,2,18004.0,18432.0
1,166,3,17627.0,18055.0,4,18083.0,18511.0
1,167,5,17706.0,18134.0,6,18162.0,18590.0
1,168,7,17785.0,18213.0,8,18241.0,18669.0
1,169,1,17976.0,18404.0,2,18432.0,18860.0
1,170,3,18055.0,18483.0,4,18511.0,18939.0
1,171,5,18134.0,18562.0,6,18590.0,19018.0
1,172,7,18213.0,18641.0,8,18669.0,19097.0
1,173,1,18404.0,18832.0,2,18860.0,19288.0
1,174,3,18483.0,18911.0,4,18939.0,19367.0
1,175,5,18562.0,18990.0,6,19018.0,19446.0
1,176,7,18641.0,19069.0,8,19097.0,19525.0
1,177,1,18832.0,19260.0,2,19288.0,19716.0
1,178,3,18911.0,19339.0,4,19367.0,19795.0
1,179,5,18990.0,19418.0,6,19446.0,19874.0
1,180,7,19069.0,19497.0,8,19525.0,19953.0
1,181,1,19260.0,19688.0,2,19716.0,20144.0
1,182,3,19339.0,19767.0,4,19795.0,20223.0
1,183,5,19418.0,19846.0,6,19874.0,20302.0
1,184,7,19497.0,19925.0,8,19953.0,20381.0
1,185,1,19688.0,20116.0,2,20144.0,20572.0
1,186,3,19767.0,20195.0,4,20223.0,20651.0
1,187,5,19846.0,20274.0,6,20302.0,20730.0
1,188,7,19925.0,20353.0,8,20381.0,20809.0
1,189,1,20116.0,20544.0,2,20572.0,21000.0
1,190,3,20195.0,20623.0,4,20651.0,21079.0
1,191,5,20274.0,20702.0,6,20730.0,21158.0
1,192,7,20353.0,20781.0,8,20809.0,21237.0
1,193,1,20544.0,20972.0,2,21000.0,21428.0
1,194,3,20623.0,21051.0,4,21079.0,21507.0
1,195,5,20702.0,21130.0,6,21158.0,21586.0
1,196,7,20781.0,21209.0,8,21237.0,21665.0
1,197,1,20972.0,21400.0,2,21428.0,21856.0
1,198,3,21051.0,21479.0,4,21507.0,21935.0
1,199,5,21130.0,21558.0,6,21586.0,22014.0
1,200,7,21209.0,21637.0,8,21665.0,22093.0
1,201,1,21400.0,21828.0,2,21856.0,22284.0
1,202,3,21479.0,21907.0,4,21935.0,22363.0
1,203,5,21558.0,21986.0,6,22014.0,22442.0
1,204,7,21637.0,22065.0,8,22093.0,22521.0
1,205,1,21828.0,22256.0,2,22284.0,22712.0
1,206,3,21907.0,22335.0,4,22363.0,22791.0
1,207,5,21986.0,22414.0,6,22442.0,22870.0
1,208,7,22065.0,22493.0,8,22521.0,22949.0
1,209,1,22256.0,22684.0,2,22712.0,23140.0
1,210,3,22335.0,22763.0,4,22791.0,23219.0
1,211,5,22414.0,22842.0,6,22870.0,23298.0
1,212,7,22493.0,22921.0,8,22949.0,23377.0
1,213,1,22684.0,23112.0,2,23140.0,23568.0
1,214,3,22763.0,23191.0,4,23219.0,23647.0
1,215,5,22842.0,23270.0,6,23298.0,23726.0
1,216,7,22921.0,23349.0,8,23377.0,23805.0
1,217,1,23112.0,23540.0,2,23568.0,23996.0
1,218,3,23191.0,23619.0,4,23647.0,24075.0
1,219,5,23270.0,23698.0,6,23726.0,24154.0
1,220,7,23349.0,23777.0,8,23805.0,24233.0
1,221,1,23540.0,23968.0,2,23996.0,24424.0
1,222,3,23619.0,24047.0,4,24075.0,24503.0
1,223,5,23698.0,24126.0,6,24154.0,24582.0
1,224,7,23777.0,24205.0,8,24233.0,24661.0
1,225,1,23968.0,24396.0,2,24424.0,24852.0
1,226,3,24047.0,24475.0,4,24503.0,24931.0
1,227,5,24126.0,24554.0,6,24582.0,25010.0
1,228,7,24205.0,24633.0,8,24661.0,25089.0
1,229,1,24396.0,24824.0,2,24852.0,25280.0
1,230,3,24475.0,24903.0,4,24931.0,25359.0
1,231,5,24554.0,24982.0,6,25010.0,25438.0
1,232,7,24633.0,25061.0,8,25089.0,25517.0
1,233,1,24824.0,25252.0,2,25280.0,25708.0
1,234,3,24903.0,25331.0,4,25359.0,25787.0
1,235,5,24982.0,25410.0,6,25438.0,25866.0
1,236,7,25061.0,25489.0,8,25517.0,25945.0
1,237,1,25252.0,25680.0,2,25708.0,26136.0
1,238,3,25331.0,25759.0,4,25787.0,26215.0
1,239,5,25410.0,25838.0,6,25866.0,26294.0
1,240,7,25489.0,25917.0,8,25945.0,26373.0
1,241,1,25680.0,26108.0,2,26136.0,26564.0
1,242,3,25759.0,26187.0,4,26215.0,26643.0
1,243,5,25838.0,26266.0,6,26294.0,26722.0
1,244,7,25917.0,26345.0,8,26373.0,26801.0
1,245,1,26108.0,26536.0,2,26564.0,26992.0
1,246,3,26187.0,26615.0,4,26643.0,27071.0
1,247,5,26266.0,26694.0,6,26722.0,27150.0
1,248,7,26345.0,26773.0,8,26801.0,27229.0
1,249,1,26536.0,26964.0,2,26992.0,27420.0
1,250,3,26615.0,27043.0,4,27071.0,27499.0
1,251,5,26694.0,27122.0,6,27150.0,27578.0
1,252,7,26773.0,27201.0,8,27229.0,27657.0
1,253,1,26964.0,27392.0,2,27420.0,27848.0
1,254,3,27043.0,27471.0,4,27499.0,27927.0
1,255,5,27122.0,27550.0,6,27578.0,28006.0
1,256,7,27201.0,27629.0,8,27657.0,28085.0
1,257,1,27392.0,27820.0,2,27848.0,28276.0
1,258,3,27471.0,27899.0,4,27927.0,28355.0
1,259,5,27550.0,27978.0,6,28006.0,28434.0
1,260,7,27629.0,28057.0,8,28085.0,28513.0
1,261,1,27820.0,28248.0,2,28276.0,28704.0
1,262,3,27899.0,28327.0,4,28355.0,28783.0
2,1,1,0.0,310.0,3,403.0,933.0
2,2,2,30.0,345.0,4,433.0,968.0
2,3,7,124.0,509.0,5,597.0,1132.0
2,4,8,154.0,539.0,6,627.0,1162.0
2,5,1,310.0,703.0,3,933.0,1463.0
2,6,2,345.0,733.0,4,968.0,1503.0
2,7,7,509.0,827.0,5,1132.0,1667.0
2,8,8,539.0,857.0,6,1162.0,1697.0
2,9,1,703.0,1026.0,3,1463.0,2003.0
2,10,2,733.0,1056.0,4,1503.0,2038.0
2,11,7,827.0,1220.0,5,1667.0,2202.0
2,12,8,857.0,1250.0,6,1697.0,2232.0
2,13,1,1026.0,1344.0,3,2003.0,2533.0
2,14,2,1056.0,1374.0,4,2038.0,2573.0
2,15,7,1220.0,1579.0,5,2202.0,2737.0
2,16,8,1250.0,1609.0,6,2232.0,2767.0
2,17,1,1344.0,1773.0,3,2533.0,3073.0
2,18,2,1374.0,1803.0,4,2573.0,3108.0
2,19,7,1579.0,1897.0,5,2737.0,3272.0
2,20,8,1609.0,1927.0,6,2767.0,3302.0
2,21,1,1773.0,2096.0,3,3073.0,3603.0
2,22,2,1803.0,2126.0,4,3108.0,3643.0
2,23,7,1897.0,2290.0,5,3272.0,3807.0
2,24,8,1927.0,2320.0,6,3302.0,3837.0
2,25,1,2096.0,2414.0,3,3603.0,4143.0
2,26,2,2126.0,2444.0,4,3643.0,4178.0
2,27,7,2290.0,2649.0,5,3807.0,4342.0
2,28,8,2320.0,2679.0,6,3837.0,4372.0
2,29,1,2414.0,2843.0,3,4143.0,4673.0
2,30,2,2444.0,2873.0,4,4178.0,4713.0
2,31,7,2649.0,2967.0,5,4342.0,4877.0
2,32,8,2679.0,2997.0,6,4372.0,4907.0
2,33,1,2843.0,3166.0,3,4673.0,5213.0
2,34,2,2873.0,3196.0,4,4713.0,5248.0
2,35,7,2967.0,3360.0,5,4877.0,5412.0
2,36,8,2997.0,3390.0,6,4907.0,5442.0
2,37,1,3166.0,3484.0,3,5213.0,5743.0
2,38,2,3196.0,3514.0,4,5248.0,5783.0
2,39,7,3360.0,3719.0,5,5412.0,5947.0
2,40,8,3390.0,3749.0,6,5442.0,5977.0
2,41,1,3484.0,3913.0,3,5743.0,6283.0
2,42,2,3514.0,3943.0,4,5783.0,6318.0
2,43,7,3719.0,4037.0,5,5947.0,6482.0
2,44,8,3749.0,4067.0,6,5977.0,6512.0
2,45,1,3913.0,4236.0,3,6283.0,6813.0
2,46,2,3943.0,4266.0,4,6318.0,6853.0
2,47,7,4037.0,4430.0,5,6482.0,7017.0
2,48,8,4067.0,4460.0,6,6512.0,7047.0
2,49,1,4236.0,4554.0,3,6813.0,7353.0
2,50,2,4266.0,4584.0,4,6853.0,7388.0
2,51,7,4430.0,4789.0,5,7017.0,7552.0
2,52,8,4460.0,4819.0,6,7047.0,7582.0
2,53,1,4554.0,4983.0,3,7353.0,7883.0
2,54,2,4584.0,5013.0,4,7388.0,7923.0
2,55,7,4789.0,5107.0,5,7552.0,8087.0
2,56,8,4819.0,5137.0,6,7582.0,8117.0
2,57,1,4983.0,5306.0,3,7883.0,8423.0
2,58,2,5013.0,5336.0,4,7923.0,8458.0
2,59,7,5107.0,5500.0,5,8087.0,8622.0
2,60,8,5137.0,5530.0,6,8117.0,8652.0
2,61,1,5306.0,5624.0,3,8423.0,8953.0
2,62,2,5336.0,5654.0,4,8458.0,8993.0
2,63,7,5500.0,5859.0,5,8622.0,9157.0
2,64,8,5530.0,5889.0,6,8652.0,9187.0
2,65,1,5624.0,6053.0,3,8953.0,9493.0
2,66,2,5654.0,6083.0,4,8993.0,9528.0
2,67,7,5859.0,6177.0,5,9157.0,9692.0
2,68,8,5889.0,6207.0,6,9187.0,9722.0
2,69,1,6053.0,6376.0,3,9493.0,10023.0
2,70,2,6083.0,6406.0,4,9528.0,10063.0
2,71,7,6177.0,6570.0,5,9692.0,10227.0
2,72,8,6207.0,6600.0,6,9722.0,10257.0
2,73,1,6376.0,6694.0,3,10023.0,10563.0
2,74,2,6406.0,6724.0,4,10063.0,10598.0
2,75,7,6570.0,6929.0,5,10227.0,10762.0
2,76,8,6600.0,6959.0,6,10257.0,10792.0
2,77,1,6694.0,7123.0,3,10563.0,11093.0
2,78,2,6724.0,7153.0,4,10598.0,11133.0
2,79,7,6929.0,7247.0,5,10762.0,11297.0
2,80,8,6959.0,7277.0,6,10792.0,11327.0
2,81,1,7123.0,7446.0,3,11093.0,11633.0
2,82,2,7153.0,7476.0,4,11133.0,11668.0
2,83,7,7247.0,7640.0,5,11297.0,11832.0
2,84,8,7277.0,7670.0,6,11327.0,11862.0
2,85,1,7446.0,7764.0,3,11633.0,12163.0
2,86,2,7476.0,7794.0,4,11668.0,12203.0
2,87,7,7640.0,7999.0,5,11832.0,12367.0
2,88,8,7670.0,8029.0,6,11862.0,12397.0
2,89,1,7764.0,8193.0,3,12163.0,12703.0
2,90,2,7794.0,8223.0,4,12203.0,12738.0
2,91,7,7999.0,8317.0,5,12367.0,12902.0
2,92,8,8029.0,8347.0,6,12397.0,12932.0
2,93,1,8193.0,8516.0,3,12703.0,13233.0
2,94,2,8223.0,8546.0,4,12738.0,13273.0
2,95,7,8317.0,8710.0,5,12902.0,13437.0
2,96,8,8347.0,8740.0,6,12932.0,13467.0
2,97,1,8516.0,8834.0,3,13233.0,13773.0
2,98,2,8546.0,8864.0,4,13273.0,13808.0
2,99,7,8710.0,9069.0,5,13437.0,13972.0
2,100,8,8740.0,9099.0,6,13467.0,14002.0
2,101,1,8834.0,9263.0,3,13773.0,14303.0
2,102,2,8864.0,9293.0,4,13808.0,14343.0
2,103,7,9069.0,9387.0,5,13972.0,14507.0
2,104,8,9099.0,9417.0,6,14002.0,14537.0
2,105,1,9263.0,9586.0,3,14303.0,14843.0
2,106,2,9293.0,9616.0,4,14343.0,14878.0
2,107,7,9387.0,9780.0,5,14507.0,15042.0
2,108,8,9417.0,9810.0,6,14537.0,15072.0
2,109,1,9586.0,9904.0,3,14843.0,15373.0
2,110,2,9616.0,9934.0,4,14878.0,15413.0
2,111,7,9780.0,10139.0,5,15042.0,15577.0
2,112,8,9810.0,10169.0,6,15072.0,15607.0
2,113,1,9904.0,10333.0,3,15373.0,15913.0
2,114,2,9934.0,10363.0,4,15413.0,15948.0
2,115,7,10139.0,10457.0,5,15577.0,16112.0
2,116,8,10169.0,10487.0,6,15607.0,16142.0
2,117,1,10333.0,10656.0,3,15913.0,16443.0
2,118,2,10363.0,10686.0,4,15948.0,16483.0
2,119,7,10457.0,10850.0,5,16112.0,16647.0
2,120,8,10487.0,10880.0,6,16142.0,16677.0
2,121,1,10656.0,10974.0,3,16443.0,16983.0
2,122,2,10686.0,11004.0,4,16483.0,17018.0
2,123,7,10850.0,11209.0,5,16647.0,17182.0
2,124,8,10880.0,11239.0,6,16677.0,17212.0
2,125,1,10974.0,11403.0,3,16983.0,17513.0
2,126,2,11004.0,11433.0,4,17018.0,17553.0
2,127,7,11209.0,11527.0,5,17182.0,17717.0
2,128,8,11239.0,11557.0,6,17212.0,17747.0
2,129,1,11403.0,11726.0,3,17513.0,18053.0
2,130,2,11433.0,11756.0,4,17553.0,18088.0
2,131,7,11527.0,11920.0,5,17717.0,18252.0
2,132,8,11557.0,11950.0,6,17747.0,18282.0
2,133,1,11726.0,12044.0,3,18053.0,18583.0
2,134,2,11756.0,12074.0,4,18088.0,18623.0
2,135,7,11920.0,12279.0,5,18252.0,18787.0
2,136,8,11950.0,12309.0,6,18282.0,18817.0
2,137,1,12044.0,12473.0,3,18583.0,19123.0
2,138,2,12074.0,12503.0,4,18623.0,19158.0
2,139,7,12279.0,12597.0,5,18787.0,19322.0
2,140,8,12309.0,12627.0,6,18817.0,19352.0
2,141,1,12473.0,12796.0,3,19123.0,19653.0
2,142,2,12503.0,12826.0,4,19158.0,19693.0
2,143,7,12597.0,12990.0,5,19322.0,19857.0
2,144,8,12627.0,13020.0,6,19352.0,19887.0
2,145,1,12796.0,13114.0,3,19653.0,20193.0
2,146,2,12826.0,13144.0,4,19693.0,20228.0
2,147,7,12990.0,13349.0,5,19857.0,20392.0
2,148,8,13020.0,13379.0,6,19887.0,20422.0
2,149,1,13114.0,13543.0,3,20193.0,20723.0
2,150,2,13144.0,13573.0,4,20228.0,20763.0
2,151,7,13349.0,13667.0,5,20392.0,20927.0
2,152,8,13379.0,13697.0,6,20422.0,20957.0
2,153,1,13543.0,13866.0,3,20723.0,21263.0
2,154,2,13573.0,13896.0,4,20763.0,21298.0
2,155,7,13667.0,14060.0,5,20927.0,21462.0
2,156,8,13697.0,14090.0,6,20957.0,21492.0
2,157,1,13866.0,14184.0,3,21263.0,21793.0
2,158,2,13896.0,14214.0,4,21298.0,21833.0
2,159,7,14060.0,14419.0,5,21462.0,21997.0
2,160,8,14090.0,14449.0,6,21492.0,22027.0
2,161,1,14184.0,14613.0,3,21793.0,22333.0
2,162,2,14214.0,14643.0,4,21833.0,22368.0
2,163,7,14419.0,14737.0,5,21997.0,22532.0
2,164,8,14449.0,14767.0,6,22027.0,22562.0
2,165,1,14613.0,14936.0,3,22333.0,22863.0
2,166,2,14643.0,14966.0,4,22368.0,22903.0
2,167,7,14737.0,15130.0,5,22532.0,23067.0
2,168,8,14767.0,15160.0,6,22562.0,23097.0
2,169,1,14936.0,15254.0,3,22863.0,23403.0
2,170,2,14966.0,15284.0,4,22903.0,23438.0
2,171,7,15130.0,15489.0,5,23067.0,23602.0
2,172,8,15160.0,15519.0,6,23097.0,23632.0
2,173,1,15254.0,15683.0,3,23403.0,23933.0
2,174,2,15284.0,15713.0,4,23438.0,23973.0
2,175,7,15489.0,15807.0,5,23602.0,24137.0
2,176,8,15519.0,15837.0,6,23632.0,24167.0
2,177,1,15683.0,16006.0,3,23933.0,24473.0
2,178,2,15713.0,16036.0,4,23973.0,24508.0
2,179,7,15807.0,16200.0,5,24137.0,24672.0
2,180,8,15837.0,16230.0,6,24167.0,24702.0
2,181,1,16006.0,16324.0,3,24473.0,25003.0
2,182,2,16036.0,16354.0,4,24508.0,25043.0
2,183,7,16200.0,16559.0,5,24672.0,25207.0
2,184,8,16230.0,16589.0,6,24702.0,25237.0
2,185,1,16324.0,16753.0,3,25003.0,25543.0
2,186,2,16354.0,16783.0,4,25043.0,25578.0
2,187,7,16559.0,16877.0,5,25207.0,25742.0
2,188,8,16589.0,16907.0,6,25237.0,25772.0
2,189,1,16753.0,17076.0,3,25543.0,26073.0
2,190,2,16783.0,17106.0,4,25578.0,26113.0
2,191,7,16877.0,17270.0,5,25742.0,26277.0
2,192,8,16907.0,17300.0,6,25772.0,26307.0
2,193,1,17076.0,17394.0,3,26073.0,26613.0
2,194,2,17106.0,17424.0,4,26113.0,26648.0
2,195,7,17270.0,17629.0,5,26277.0,26812.0
2,196,8,17300.0,17659.0,6,26307.0,26842.0
2,197,1,17394.0,17823.0,3,26613.0,27143.0
2,198,2,17424.0,17853.0,4,26648.0,27183.0
2,199,7,17629.0,17947.0,5,26812.0,27347.0
2,200,8,17659.0,17977.0,6,26842.0,27377.0
2,201,1,17823.0,18146.0,3,27143.0,27683.0
2,202,2,17853.0,18176.0,4,27183.0,27718.0
2,203,7,17947.0,18340.0,5,27347.0,27882.0
2,204,8,17977.0,18370.0,6,27377.0,27912.0
2,205,1,18146.0,18464.0,3,27683.0,28213.0
2,206,2,18176.0,18494.0,4,27718.0,28253.0
2,207,7,18340.0,18699.0,5,27882.0,28417.0
2,208,8,18370.0,18729.0,6,27912.0,28447.0
2,209,1,18464.0,18893.0,3,28213.0,28753.0
2,210,2,18494.0,18923.0,4,28253.0,28788.0
3,1,2,0.0,487.0,1,519.0,732.0
3,2,5,64.0,578.0,3,655.0,896.0
3,3,6,91.0,605.0,4,682.0,923.0
3,4,8,141.0,805.0,7,837.0,1142.0
3,5,2,487.0,974.0,1,1006.0,1246.0
3,6,5,578.0,1065.0,7,1142.0,1351.0
3,7,6,605.0,1092.0,3,1201.0,1410.0
3,8,8,805.0,1319.0,7,1351.0,1629.0
3,9,2,974.0,1461.0,1,1493.0,1733.0
3,10,5,1065.0,1552.0,7,1629.0,1838.0
3,11,6,1092.0,1579.0,3,1688.0,1897.0
3,12,8,1319.0,1806.0,7,1838.0,2116.0
3,13,2,1461.0,1948.0,1,1980.0,2220.0
3,14,5,1552.0,2039.0,7,2116.0,2325.0
3,15,6,1579.0,2066.0,3,2175.0,2384.0
3,16,8,1806.0,2293.0,7,2325.0,2603.0
3,17,2,1948.0,2435.0,1,2467.0,2707.0
3,18,5,2039.0,2526.0,7,2603.0,2812.0
3,19,6,2066.0,2553.0,3,2662.0,2871.0
3,20,8,2293.0,2780.0,7,2812.0,3090.0
3,21,2,2435.0,2922.0,1,2954.0,3194.0
3,22,5,2526.0,3013.0,7,3090.0,3299.0
3,23,6,2553.0,3040.0,3,3149.0,3358.0
3,24,8,2780.0,3267.0,7,3299.0,3577.0
3,25,2,2922.0,3409.0,1,3441.0,3681.0
3,26,5,3013.0,3500.0,7,3577.0,3786.0
