time_s,position_cm,air_temperature_c,center_temperature_c
155.0,238.958333,298.982347,177.429203
155.5,239.729167,298.982347,177.986305
156.0,240.5,298.982347,178.540853
156.5,241.270833,298.982347,179.092859
157.0,242.041667,298.982347,179.642336
157.5,242.8125,298.982347,180.189294
158.0,243.583333,298.982347,180.733745
158.5,244.354167,298.982347,181.275701
159.0,245.125,298.982347,181.815173
159.5,245.895833,298.982347,182.352173
160.0,246.666667,298.982347,182.886711
160.5,247.4375,298.982347,183.4188
161.0,248.208333,298.982347,183.94845
161.5,248.979167,298.982347,184.475672
162.0,249.75,298.982347,185.000478
162.5,250.520833,298.982347,185.522879
163.0,251.291667,298.982347,186.042886
163.5,252.0625,298.982347,186.560509
164.0,252.833333,298.982347,187.07576
164.5,253.604167,298.982347,187.588649
165.0,254.375,298.982347,188.099188
165.5,255.145833,298.982347,188.607386
166.0,255.916667,298.982347,189.113256
166.5,256.6875,298.982347,189.616807
167.0,257.458333,298.982347,190.11805
167.5,258.229167,298.982347,190.616996
168.0,259.0,298.982347,191.113655
168.5,259.770833,298.982347,191.608038
169.0,260.541667,298.982347,192.100155
169.5,261.3125,298.982347,192.590017
170.0,262.083333,298.982347,193.077633
170.5,262.854167,298.982347,193.563015
171.0,263.625,298.982347,194.046172
171.5,264.395833,298.982347,194.527115
172.0,265.166667,298.982347,195.005853
172.5,265.9375,298.982347,195.482397
173.0,266.708333,298.982347,195.956757
173.5,267.479167,298.982347,196.428943
174.0,268.25,298.982347,196.898965
174.5,269.020833,301.270918,197.366833
175.0,269.791667,304.658003,197.843045
175.5,270.5625,308.045089,198.332599
176.0,271.333333,311.432174,198.835432
176.5,272.104167,314.819259,199.351485
177.0,272.875,318.206344,199.880695
177.5,273.645833,320.95263,200.423005
178.0,274.416667,320.95263,200.975415
178.5,275.1875,320.95263,201.525294
179.0,275.958333,320.95263,202.072652
179.5,276.729167,320.95263,202.617502
180.0,277.5,320.95263,203.159854
180.5,278.270833,320.95263,203.699721
181.0,279.041667,320.95263,204.237114
181.5,279.8125,320.95263,204.772043
182.0,280.583333,320.95263,205.304521
182.5,281.354167,320.95263,205.834559
183.0,282.125,320.95263,206.362167
183.5,282.895833,320.95263,206.887357
184.0,283.666667,320.95263,207.41014
184.5,284.4375,320.95263,207.930527
185.0,285.208333,320.95263,208.448529
185.5,285.979167,320.95263,208.964157
186.0,286.75,320.95263,209.477421
186.5,287.520833,320.95263,209.988334
187.0,288.291667,320.95263,210.496904
187.5,289.0625,320.95263,211.003144
188.0,289.833333,320.95263,211.507064
188.5,290.604167,320.95263,212.008674
189.0,291.375,320.95263,212.507985
189.5,292.145833,320.95263,213.005007
190.0,292.916667,320.95263,213.499752
190.5,293.6875,320.95263,213.992229
191.0,294.458333,320.95263,214.482449
191.5,295.229167,320.95263,214.970422
192.0,296.0,320.95263,215.456159
192.5,296.770833,320.95263,215.93967
193.0,297.541667,320.95263,216.420964
193.5,298.3125,320.95263,216.900053
194.0,299.083333,320.95263,217.376946
194.5,299.854167,320.95263,217.851653
195.0,300.625,320.95263,218.324184
195.5,301.395833,320.95263,218.79455
196.0,302.166667,320.95263,219.26276
196.5,302.9375,320.95263,219.728825
197.0,303.708333,320.95263,220.192753
197.5,304.479167,320.95263,220.654554
198.0,305.25,320.95263,221.11424
198.5,306.020833,320.95263,221.571818
199.0,306.791667,320.95263,222.0273
199.5,307.5625,320.95263,222.480693
200.0,308.333333,320.95263,222.932009
200.5,309.104167,320.95263,223.381256
201.0,309.875,320.95263,223.828445
201.5,310.645833,320.95263,224.273583
202.0,311.416667,320.95263,224.716682
202.5,312.1875,320.95263,225.15775
203.0,312.958333,320.95263,225.596796
203.5,313.729167,320.95263,226.03383
204.0,314.5,320.95263,226.468861
204.5,315.270833,320.95263,226.901898
205.0,316.041667,320.95263,227.332951
205.5,316.8125,320.95263,227.762028
206.0,317.583333,320.95263,228.189138
206.5,318.354167,320.95263,228.614291
207.0,319.125,320.95263,229.037496
207.5,319.895833,320.95263,229.45876
208.0,320.666667,320.95263,229.878094
208.5,321.4375,320.95263,230.295506
209.0,322.208333,320.95263,230.711005
209.5,322.979167,320.95263,231.1246
210.0,323.75,320.95263,231.536299
210.5,324.520833,320.95263,231.946111
211.0,325.291667,320.95263,232.354045
211.5,326.0625,320.95263,232.760109
212.0,326.833333,320.95263,233.164313
212.5,327.604167,320.95263,233.566663
213.0,328.375,320.95263,233.96717
213.5,329.145833,320.95263,234.365841
214.0,329.916667,320.95263,234.762685
214.5,330.6875,320.95263,235.15771
215.0,331.458333,320.95263,235.550924
215.5,332.229167,320.95263,235.942337
216.0,333.0,320.95263,236.331955
216.5,333.770833,320.95263,236.719788
217.0,334.541667,320.95263,237.105843
217.5,335.3125,320.95263,237.490129
218.0,336.083333,320.95263,237.872654
218.5,336.854167,320.95263,238.253425
219.0,337.625,320.95263,238.632452
219.5,338.395833,320.95263,239.009741
220.0,339.166667,320.95263,239.385301
220.5,339.9375,295.056775,239.759139
221.0,340.708333,249.430744,240.012579
221.5,341.479167,203.804714,240.055744
222.0,342.25,158.178683,239.889599
222.5,343.020833,112.552653,239.515102
223.0,343.791667,66.926623,238.933209
223.5,344.5625,25.0,238.14487
224.0,345.333333,25.0,237.167986
224.5,346.104167,25.0,236.195579
225.0,346.875,25.0,235.22763
225.5,347.645833,25.0,234.264116
226.0,348.416667,25.0,233.305018
226.5,349.1875,25.0,232.350317
227.0,349.958333,25.0,231.39999
227.5,350.729167,25.0,230.45402
228.0,351.5,25.0,229.512384
228.5,352.270833,25.0,228.575065
229.0,353.041667,25.0,227.642041
229.5,353.8125,25.0,226.713294
230.0,354.583333,25.0,225.788803
230.5,355.354167,25.0,224.86855
231.0,356.125,25.0,223.952514
231.5,356.895833,25.0,223.040676
232.0,357.666667,25.0,222.133018
232.5,358.4375,25.0,221.22952
233.0,359.208333,25.0,220.330162
233.5,359.979167,25.0,219.434927
234.0,360.75,25.0,218.543794
234.5,361.520833,25.0,217.656746
235.0,362.291667,25.0,216.773763
235.5,363.0625,25.0,215.894827
236.0,363.833333,25.0,215.019919
236.5,364.604167,25.0,214.149022
237.0,365.375,25.0,213.282115
237.5,366.145833,25.0,212.419182
238.0,366.916667,25.0,211.560204
238.5,367.6875,25.0,210.705163
239.0,368.458333,25.0,209.854041
239.5,369.229167,25.0,209.006819
240.0,370.0,25.0,208.163481
240.5,370.770833,25.0,207.324007
241.0,371.541667,25.0,206.488382
241.5,372.3125,25.0,205.656586
242.0,373.083333,25.0,204.828602
242.5,373.854167,25.0,204.004413
243.0,374.625,25.0,203.184001
243.5,375.395833,25.0,202.36735
244.0,376.166667,25.0,201.554441
244.5,376.9375,25.0,200.745258
245.0,377.708333,25.0,199.939784
245.5,378.479167,25.0,199.138002
246.0,379.25,25.0,198.339894
246.5,380.020833,25.0,197.545444
247.0,380.791667,25.0,196.754635
247.5,381.5625,25.0,195.967451
248.0,382.333333,25.0,195.183874
248.5,383.104167,25.0,194.403889
249.0,383.875,25.0,193.627478
249.5,384.645833,25.0,192.854626
250.0,385.416667,25.0,192.085316
250.5,386.1875,25.0,191.319532
251.0,386.958333,25.0,190.557258
251.5,387.729167,25.0,189.798477
252.0,388.5,25.0,189.043174
252.5,389.270833,25.0,188.291333
253.0,390.041667,25.0,187.542937
253.5,390.8125,25.0,186.797972
254.0,391.583333,25.0,186.056421
254.5,392.354167,25.0,185.318268
255.0,393.125,25.0,184.583499
255.5,393.895833,25.0,183.852097
256.0,394.666667,25.0,183.124048
256.5,395.4375,25.0,182.399335
257.0,396.208333,25.0,181.677943
257.5,396.979167,25.0,180.959858
258.0,397.75,25.0,180.245064
258.5,398.520833,25.0,179.533547
259.0,399.291667,25.0,178.82529
259.5,400.0625,25.0,178.120279
260.0,400.833333,25.0,177.418499
260.5,401.604167,25.0,176.719936
261.0,402.375,25.0,176.024575
261.5,403.145833,25.0,175.3324
262.0,403.916667,25.0,174.643398
262.5,404.6875,25.0,173.957553
263.0,405.458333,25.0,173.274852
263.5,406.229167,25.0,172.59528
264.0,407.0,25.0,171.918823
264.5,407.770833,25.0,171.245466
265.0,408.541667,25.0,170.575195
265.5,409.3125,25.0,169.907996
266.0,410.083333,25.0,169.243854
266.5,410.854167,25.0,168.582757
267.0,411.625,25.0,167.92469
267.5,412.395833,25.0,167.269639
268.0,413.166667,25.0,166.61759
268.5,413.9375,25.0,165.968529
269.0,414.708333,25.0,165.322443
269.5,415.479167,25.0,164.679319
270.0,416.25,25.0,164.039142
270.5,417.020833,25.0,163.401899
271.0,417.791667,25.0,162.767576
271.5,418.5625,25.0,162.136161
272.0,419.333333,25.0,161.50764
272.5,420.104167,25.0,160.881999
273.0,420.875,25.0,160.259226
273.5,421.645833,25.0,159.639307
274.0,422.416667,25.0,159.022229
274.5,423.1875,25.0,158.407979
275.0,423.958333,25.0,157.796545
275.5,424.729167,25.0,157.187913
276.0,425.5,25.0,156.58207
276.5,426.270833,25.0,155.979005
277.0,427.041667,25.0,155.378703
277.5,427.8125,25.0,154.781152
278.0,428.583333,25.0,154.18634
278.5,429.354167,25.0,153.594254
279.0,430.125,25.0,153.004882
279.5,430.895833,25.0,152.418211
280.0,431.666667,25.0,151.834229
280.5,432.4375,25.0,151.252924
281.0,433.208333,25.0,150.674282
281.5,433.979167,25.0,150.098293
282.0,434.75,25.0,149.524944
