match_id,point_index,set_no,game_no,point_no,player1,player2,server,point_victor,expected_p1_win,serve_adjusted_residual,momentum_p1,better_player
2023-wimbledon-1701,35,1,5,35,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,-0.1274815173298908,Novak Djokovic
2023-wimbledon-1701,36,1,6,36,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.06027888543876902,Novak Djokovic
2023-wimbledon-1701,37,1,6,37,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.0051727272880491525,balanced
2023-wimbledon-1701,38,1,6,38,Carlos Alcaraz,Novak Djokovic,1,2,0.5295013323182337,-0.5295013323182337,-0.09955187619348235,Novak Djokovic
2023-wimbledon-1701,39,1,6,39,Carlos Alcaraz,Novak Djokovic,1,2,0.5295013323182337,-0.5295013323182337,-0.17694277829593758,Novak Djokovic
2023-wimbledon-1701,40,1,6,40,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.10083711943092738,Novak Djokovic
2023-wimbledon-1701,41,1,6,41,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.03843047916161901,Novak Djokovic
2023-wimbledon-1701,42,1,7,42,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,-0.07576895168426905,Novak Djokovic
2023-wimbledon-1701,43,1,7,43,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,-0.14682030056381853,Novak Djokovic
2023-wimbledon-1701,44,1,7,44,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,-0.16464860523407265,Novak Djokovic
2023-wimbledon-1701,45,1,7,45,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,-0.17926781506368103,Novak Djokovic
2023-wimbledon-1701,46,2,1,46,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.102743649580477,Novak Djokovic
2023-wimbledon-1701,47,2,1,47,Carlos Alcaraz,Novak Djokovic,1,2,0.7541335623792141,-0.7541335623792141,-0.21999383388424967,Novak Djokovic
2023-wimbledon-1701,48,2,1,48,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.1361389850133433,Novak Djokovic
2023-wimbledon-1701,49,2,1,49,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.06737800893920005,Novak Djokovic
2023-wimbledon-1701,50,2,1,50,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.010994008558402601,balanced
2023-wimbledon-1701,51,2,2,51,Carlos Alcaraz,Novak Djokovic,2,1,0.4704986676817663,0.5295013323182337,0.08629515279939191,Carlos Alcaraz
2023-wimbledon-1701,52,2,2,52,Carlos Alcaraz,Novak Djokovic,2,1,0.4704986676817663,0.5295013323182337,0.16607226511278342,Carlos Alcaraz
2023-wimbledon-1701,53,2,2,53,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,0.09192329862074097,Carlos Alcaraz
2023-wimbledon-1701,54,2,2,54,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,-0.009312655313710309,balanced
2023-wimbledon-1701,55,2,2,55,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,-0.09232613753996037,Novak Djokovic
2023-wimbledon-1701,56,2,2,56,Carlos Alcaraz,Novak Djokovic,2,1,0.4704986676817663,0.5295013323182337,0.019602807034514544,balanced
2023-wimbledon-1701,57,2,2,57,Carlos Alcaraz,Novak Djokovic,2,1,0.4704986676817663,0.5295013323182337,0.11138454158558397,Carlos Alcaraz
2023-wimbledon-1701,58,2,2,58,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,0.04707936532843742,Carlos Alcaraz
2023-wimbledon-1701,59,2,2,59,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.17434912079757722,Carlos Alcaraz
2023-wimbledon-1701,60,2,2,60,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.2787103202822719,Carlos Alcaraz
2023-wimbledon-1701,61,2,3,61,Carlos Alcaraz,Novak Djokovic,1,2,0.5295013323182337,-0.5295013323182337,0.1332322228141809,Carlos Alcaraz
2023-wimbledon-1701,62,2,3,62,Carlos Alcaraz,Novak Djokovic,1,1,0.5295013323182337,0.4704986676817663,0.19394018289034626,Carlos Alcaraz
2023-wimbledon-1701,63,2,3,63,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.2032869087418254,Carlos Alcaraz
2023-wimbledon-1701,64,2,3,64,Carlos Alcaraz,Novak Djokovic,1,2,0.7541335623792141,-0.7541335623792141,0.030951223940038304,Carlos Alcaraz
2023-wimbledon-1701,65,2,3,65,Carlos Alcaraz,Novak Djokovic,1,1,0.5295013323182337,0.4704986676817663,0.11006976381354933,Carlos Alcaraz
2023-wimbledon-1701,66,2,3,66,Carlos Alcaraz,Novak Djokovic,1,2,0.7541335623792141,-0.7541335623792141,-0.04548683490114808,Novak Djokovic
2023-wimbledon-1701,67,2,3,67,Carlos Alcaraz,Novak Djokovic,1,2,0.7541335623792141,-0.7541335623792141,-0.17304324584719996,Novak Djokovic
2023-wimbledon-1701,68,2,3,68,Carlos Alcaraz,Novak Djokovic,1,2,0.5295013323182337,-0.5295013323182337,-0.23720570141198602,Novak Djokovic
2023-wimbledon-1701,69,2,4,69,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,-0.058764633929570015,Novak Djokovic
2023-wimbledon-1701,70,2,4,70,Carlos Alcaraz,Novak Djokovic,2,1,0.4704986676817663,0.5295013323182337,0.047123239995034635,Carlos Alcaraz
2023-wimbledon-1701,71,2,4,71,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,-0.04604870338678951,Novak Djokovic
2023-wimbledon-1701,72,2,4,72,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,-0.08201589554890884,Novak Djokovic
2023-wimbledon-1701,73,2,4,73,Carlos Alcaraz,Novak Djokovic,2,1,0.4704986676817663,0.5295013323182337,0.0280572054671768,balanced
2023-wimbledon-1701,74,2,4,74,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,-0.02124905028865647,balanced
2023-wimbledon-1701,75,2,4,75,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,-0.06168018000843975,Novak Djokovic
2023-wimbledon-1701,76,2,4,76,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,-0.09483370637866205,Novak Djokovic
2023-wimbledon-1701,77,2,5,77,Carlos Alcaraz,Novak Djokovic,1,2,0.5295013323182337,-0.5295013323182337,-0.17307387904778493,Novak Djokovic
2023-wimbledon-1701,78,2,5,78,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.09766462204744221,Novak Djokovic
2023-wimbledon-1701,79,2,5,79,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.03582903130716117,Novak Djokovic
2023-wimbledon-1701,80,2,5,80,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.014876153099869286,balanced
2023-wimbledon-1701,81,2,5,81,Carlos Alcaraz,Novak Djokovic,1,2,0.7541335623792141,-0.7541335623792141,-0.12354559568636572,Novak Djokovic
2023-wimbledon-1701,82,2,5,82,Carlos Alcaraz,Novak Djokovic,1,2,0.7541335623792141,-0.7541335623792141,-0.23705142969107842,Novak Djokovic
2023-wimbledon-1701,83,2,5,83,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.15012621357494288,Novak Djokovic
2023-wimbledon-1701,84,2,5,84,Carlos Alcaraz,Novak Djokovic,1,2,0.7541335623792141,-0.7541335623792141,-0.2588475363597117,Novak Djokovic
2023-wimbledon-1701,85,2,5,85,Carlos Alcaraz,Novak Djokovic,1,1,0.5295013323182337,0.4704986676817663,-0.12756521963224568,Novak Djokovic
2023-wimbledon-1701,86,2,5,86,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.06034752132670002,Novak Djokovic
2023-wimbledon-1701,87,2,6,87,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.08625907374036451,Carlos Alcaraz
2023-wimbledon-1701,88,2,6,88,Carlos Alcaraz,Novak Djokovic,2,1,0.4704986676817663,0.5295013323182337,0.16604268028438096,Carlos Alcaraz
2023-wimbledon-1701,89,2,6,89,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,0.051465237650474484,Carlos Alcaraz
2023-wimbledon-1701,90,2,6,90,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,-0.0020544638983523668,balanced
2023-wimbledon-1701,91,2,6,91,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,-0.08637442057936685,Novak Djokovic
2023-wimbledon-1701,92,2,6,92,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,-0.11508298364682228,Novak Djokovic
2023-wimbledon-1701,93,2,7,93,Carlos Alcaraz,Novak Djokovic,1,1,0.5295013323182337,0.4704986676817663,-0.009678286407676361,balanced
2023-wimbledon-1701,94,2,7,94,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.03631976391744683,Carlos Alcaraz
2023-wimbledon-1701,95,2,7,95,Carlos Alcaraz,Novak Djokovic,1,1,0.5295013323182337,0.4704986676817663,0.11447196659502432,Carlos Alcaraz
2023-wimbledon-1701,96,2,7,96,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.1381229713796614,Carlos Alcaraz
2023-wimbledon-1701,97,2,8,97,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,0.02857107634860444,balanced
2023-wimbledon-1701,98,2,8,98,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.15917232383411417,Carlos Alcaraz
2023-wimbledon-1701,99,2,8,99,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,0.045831545361255714,Carlos Alcaraz
2023-wimbledon-1701,100,2,8,100,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,-0.04710789298648822,Novak Djokovic
2023-wimbledon-1701,101,2,8,101,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,-0.12331823243163825,Novak Djokovic
2023-wimbledon-1701,102,2,9,102,Carlos Alcaraz,Novak Djokovic,1,2,0.7541335623792141,-0.7541335623792141,-0.23686499182220191,Novak Djokovic
2023-wimbledon-1701,103,2,9,103,Carlos Alcaraz,Novak Djokovic,1,1,0.5295013323182337,0.4704986676817663,-0.10953953311148767,Novak Djokovic
2023-wimbledon-1701,104,2,9,104,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.04556645837967845,Novak Djokovic
2023-wimbledon-1701,105,2,9,105,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.0068914629004051126,balanced
2023-wimbledon-1701,106,2,9,106,Carlos Alcaraz,Novak Djokovic,1,1,0.5295013323182337,0.4704986676817663,0.0903407597610501,Carlos Alcaraz
2023-wimbledon-1701,107,2,10,107,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.20982346423231962,Carlos Alcaraz
2023-wimbledon-1701,108,2,10,108,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,0.12779928189876066,Carlos Alcaraz
2023-wimbledon-1701,109,2,10,109,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,0.060539452385242304,Carlos Alcaraz
2023-wimbledon-1701,110,2,10,110,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.18538639218415723,Carlos Alcaraz
2023-wimbledon-1701,111,2,10,111,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,0.10776088281926749,Carlos Alcaraz
2023-wimbledon-1701,112,2,10,112,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.22410796514005787,Carlos Alcaraz
2023-wimbledon-1701,113,2,10,113,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,0.13951257264310601,Carlos Alcaraz
2023-wimbledon-1701,114,2,10,114,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,0.029710549384629026,balanced
2023-wimbledon-1701,115,2,11,115,Carlos Alcaraz,Novak Djokovic,1,2,0.5295013323182337,-0.5295013323182337,-0.07094758932188625,Novak Djokovic
2023-wimbledon-1701,116,2,11,116,Carlos Alcaraz,Novak Djokovic,1,1,0.5295013323182337,0.4704986676817663,0.026512736938771188,balanced
2023-wimbledon-1701,117,2,11,117,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.06599640306153383,Carlos Alcaraz
2023-wimbledon-1701,118,2,11,118,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.09837300928219919,Carlos Alcaraz
2023-wimbledon-1701,119,2,11,119,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.1249218263831448,Carlos Alcaraz
2023-wimbledon-1701,120,2,12,120,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,0.05817993886243729,Carlos Alcaraz
2023-wimbledon-1701,121,2,12,121,Carlos Alcaraz,Novak Djokovic,2,1,0.4704986676817663,0.5295013323182337,0.14301778968448065,Carlos Alcaraz
2023-wimbledon-1701,122,2,12,122,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,0.03258482735855622,Carlos Alcaraz
2023-wimbledon-1701,123,2,12,123,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.16246359966227464,Carlos Alcaraz
2023-wimbledon-1701,124,2,12,124,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,0.08896419295132377,Carlos Alcaraz
2023-wimbledon-1701,125,2,12,125,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,0.028694679448344047,balanced
2023-wimbledon-1701,126,2,13,126,Carlos Alcaraz,Novak Djokovic,1,2,0.5295013323182337,-0.5295013323182337,-0.07178060266963993,Novak Djokovic
2023-wimbledon-1701,127,2,13,127,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,-0.1031160529608462,Novak Djokovic
2023-wimbledon-1701,128,2,13,128,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,-0.12881112219963534,Novak Djokovic
2023-wimbledon-1701,129,2,13,129,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.061369161431959536,Novak Djokovic
2023-wimbledon-1701,130,2,13,130,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,-0.0060667536024653764,balanced
2023-wimbledon-1701,131,2,13,131,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.13076930327423691,Carlos Alcaraz
2023-wimbledon-1701,132,2,13,132,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,0.06297486991313284,Carlos Alcaraz
2023-wimbledon-1701,133,2,13,133,Carlos Alcaraz,Novak Djokovic,1,1,0.5295013323182337,0.4704986676817663,0.13632915351148683,Carlos Alcaraz
2023-wimbledon-1701,134,2,13,134,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.15604586465116066,Carlos Alcaraz
2023-wimbledon-1701,135,2,13,135,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,0.043267848831233836,Carlos Alcaraz
2023-wimbledon-1701,136,2,13,136,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,-0.008776322730129698,balanced
2023-wimbledon-1701,137,2,13,137,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.037059374133035096,Carlos Alcaraz
2023-wimbledon-1701,138,2,13,138,Carlos Alcaraz,Novak Djokovic,1,1,0.5295013323182337,0.4704986676817663,0.11507844697180669,Carlos Alcaraz
2023-wimbledon-1701,139,2,13,139,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.23010836774514,Carlos Alcaraz
2023-wimbledon-1701,140,3,1,140,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.32443290277927334,Carlos Alcaraz
2023-wimbledon-1701,141,3,1,141,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,0.2217790215072627,Carlos Alcaraz
2023-wimbledon-1701,142,3,1,142,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,0.13760283886421398,Carlos Alcaraz
2023-wimbledon-1701,143,3,1,143,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.248578369096914,Carlos Alcaraz
2023-wimbledon-1701,144,3,1,144,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.33957830388772803,Carlos Alcaraz
2023-wimbledon-1701,145,3,1,145,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,0.19376444900521908,Carlos Alcaraz
2023-wimbledon-1701,146,3,1,146,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.2946308894125382,Carlos Alcaraz
2023-wimbledon-1701,147,3,1,147,Carlos Alcaraz,Novak Djokovic,2,1,0.4704986676817663,0.5295013323182337,0.33690756913556336,Carlos Alcaraz
2023-wimbledon-1701,148,3,2,148,Carlos Alcaraz,Novak Djokovic,1,2,0.7541335623792141,-0.7541335623792141,0.14052016546290344,Carlos Alcaraz
2023-wimbledon-1701,149,3,2,149,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.1594824944513223,Carlos Alcaraz
2023-wimbledon-1701,150,3,2,150,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.17503160422182573,Carlos Alcaraz
2023-wimbledon-1701,151,3,2,151,Carlos Alcaraz,Novak Djokovic,1,1,0.5295013323182337,0.4704986676817663,0.22821567564461503,Carlos Alcaraz
2023-wimbledon-1701,152,3,2,152,Carlos Alcaraz,Novak Djokovic,1,2,0.5295013323182337,-0.5295013323182337,0.0918266142113023,Carlos Alcaraz
2023-wimbledon-1701,153,3,2,153,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.11955378242500933,Carlos Alcaraz
2023-wimbledon-1701,154,3,3,154,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,0.05377814281676621,Carlos Alcaraz
2023-wimbledon-1701,155,3,3,155,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.17984211833800684,Carlos Alcaraz
2023-wimbledon-1701,156,3,3,156,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.2832145782654242,Carlos Alcaraz
2023-wimbledon-1701,157,3,3,157,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,0.14754619399492994,Carlos Alcaraz
2023-wimbledon-1701,158,3,3,158,Carlos Alcaraz,Novak Djokovic,2,2,0.24586643762078586,-0.24586643762078586,0.07673192030410111,Carlos Alcaraz
2023-wimbledon-1701,159,3,3,159,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,-0.021769585533354993,balanced
2023-wimbledon-1701,160,3,4,160,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.026404898634390352,balanced
2023-wimbledon-1701,161,3,4,161,Carlos Alcaraz,Novak Djokovic,1,2,0.7541335623792141,-0.7541335623792141,-0.11409202434805844,Novak Djokovic
2023-wimbledon-1701,162,3,4,162,Carlos Alcaraz,Novak Djokovic,1,2,0.7541335623792141,-0.7541335623792141,-0.22929950119366646,Novak Djokovic
2023-wimbledon-1701,163,3,4,163,Carlos Alcaraz,Novak Djokovic,1,2,0.5295013323182337,-0.5295013323182337,-0.28333583079608854,Novak Djokovic
2023-wimbledon-1701,164,3,4,164,Carlos Alcaraz,Novak Djokovic,1,1,0.5295013323182337,0.4704986676817663,-0.1476456210700747,Novak Djokovic
2023-wimbledon-1701,165,3,4,165,Carlos Alcaraz,Novak Djokovic,1,1,0.5295013323182337,0.4704986676817663,-0.03637964909474335,Novak Djokovic
2023-wimbledon-1701,166,3,4,166,Carlos Alcaraz,Novak Djokovic,1,1,0.5295013323182337,0.4704986676817663,0.054858447925028364,Carlos Alcaraz
2023-wimbledon-1701,167,3,4,167,Carlos Alcaraz,Novak Djokovic,1,1,0.7541335623792141,0.24586643762078586,0.08923988607026472,Carlos Alcaraz
2023-wimbledon-1701,168,3,5,168,Carlos Alcaraz,Novak Djokovic,2,1,0.24586643762078586,0.7541335623792141,0.2089207478058756,Carlos Alcaraz
2023-wimbledon-1701,169,3,5,169,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,0.08662525301810009,Carlos Alcaraz
2023-wimbledon-1701,170,3,5,170,Carlos Alcaraz,Novak Djokovic,2,2,0.4704986676817663,-0.4704986676817663,-0.013657052707875834,balanced
