medicine_id,width_type_id,height_type_id,plane_redundancy_mm2
252,1,5,10.0
253,1,6,16.0
254,1,5,4.0
255,1,6,20.0
256,8,4,0.0
257,8,4,0.0
258,8,4,0.0
259,8,4,5.0
260,2,4,3.0
261,8,4,0.0
262,2,4,5.0
263,2,4,5.0
264,2,4,3.0
265,2,4,3.0
266,11,8,6.0
267,6,4,2.0
268,2,4,0.0
269,1,6,4.0
270,3,8,4.0
271,5,2,3.0
272,2,5,3.0
273,10,2,20.0
274,1,4,15.0
275,2,7,0.0
276,10,2,20.0
277,2,6,0.0
278,1,4,0.0
279,2,5,4.0
280,2,5,1.0
281,5,6,0.0
282,6,6,0.0
283,3,5,1.0
284,5,6,0.0
285,3,4,3.0
286,5,4,0.0
287,1,4,0.0
288,2,4,0.0
289,6,2,4.0
290,3,4,0.0
291,7,5,0.0
292,2,4,0.0
293,3,4,0.0
294,11,3,8.0
295,8,1,2.0
296,9,7,0.0
297,8,1,14.0
298,1,3,5.0
299,2,5,5.0
300,9,2,0.0
301,6,5,0.0
302,2,6,4.0
303,1,5,8.0
304,3,1,1.0
305,3,6,0.0
306,12,3,30.0
307,10,2,0.0
308,1,4,0.0
309,1,6,4.0
310,1,7,4.0
311,6,4,0.0
312,1,5,4.0
313,2,1,6.0
314,4,4,4.0
315,6,5,0.0
316,10,5,16.0
317,1,5,3.0
318,1,5,2.0
319,2,4,5.0
320,3,6,4.0
321,10,3,4.0
322,7,1,0.0
323,9,1,12.0
324,3,1,1.0
325,3,1,2.0
326,5,5,5.0
327,3,7,0.0
328,8,1,0.0
329,6,4,0.0
330,10,2,15.0
331,5,7,0.0
332,1,4,10.0
333,1,6,3.0
334,1,6,2.0
335,1,6,2.0
336,3,4,9.0
337,4,1,7.0
338,3,3,0.0
339,6,1,3.0
340,3,3,5.0
341,10,2,20.0
342,3,8,0.0
343,5,7,0.0
344,3,4,8.0
345,3,3,5.0
346,11,3,8.0
347,2,8,0.0
348,1,5,15.0
349,7,2,4.0
350,11,3,8.0
351,2,6,0.0
352,4,9,21.0
353,4,4,3.0
354,1,7,3.0
355,11,3,8.0
356,5,1,0.0
357,2,5,0.0
358,4,2,3.0
359,8,1,4.0
360,1,3,8.0
361,1,3,0.0
362,2,4,5.0
363,2,4,0.0
364,3,3,0.0
365,8,5,10.0
366,2,1,0.0
367,3,7,0.0
368,2,7,0.0
369,3,6,0.0
370,3,5,0.0
371,1,5,0.0
372,1,6,10.0
373,7,7,8.0
374,7,6,0.0
375,10,3,0.0
376,10,3,0.0
377,4,8,0.0
378,5,6,1.0
379,5,6,2.0
380,3,8,0.0
381,5,5,0.0
382,7,9,0.0
383,9,2,6.0
384,1,5,3.0
385,7,3,0.0
386,5,2,6.0
387,7,2,0.0
388,12,3,12.0
389,10,2,6.0
390,2,8,0.0
391,8,3,4.0
392,1,4,3.0
393,6,7,1.0
394,3,3,5.0
395,11,3,8.0
396,1,5,5.0
397,10,2,25.0
398,1,4,27.0
399,10,3,0.0
400,10,2,2.0
401,3,6,4.0
402,3,5,4.0
403,9,7,4.0
404,12,3,56.0
405,1,4,40.0
406,1,3,0.0
407,5,4,9.0
408,5,7,2.0
409,7,1,0.0
410,7,1,0.0
411,12,3,30.0
412,1,3,20.0
413,3,8,4.0
414,4,4,3.0
415,3,6,0.0
416,3,6,0.0
417,10,3,0.0
418,11,3,18.0
419,10,2,2.0
420,2,1,0.0
421,9,2,6.0
422,12,3,30.0
423,9,1,2.0
424,1,6,0.0
425,2,1,0.0
426,2,4,0.0
427,6,3,3.0
428,3,4,1.0
429,10,2,20.0
430,10,2,20.0
431,10,2,0.0
432,10,4,0.0
433,10,2,2.0
434,1,4,5.0
435,6,4,0.0
436,2,6,0.0
437,11,3,18.0
438,11,3,18.0
439,2,4,0.0
440,3,1,7.0
441,12,4,0.0
442,10,3,0.0
443,12,4,0.0
444,12,5,0.0
445,12,5,0.0
446,8,3,4.0
447,9,1,12.0
448,7,1,6.0
449,2,1,0.0
450,11,4,0.0
451,6,2,5.0
452,10,4,25.0
453,2,1,6.0
454,2,4,4.0
455,10,2,2.0
456,1,5,15.0
457,10,4,6.0
458,10,4,9.0
459,3,6,0.0
460,5,5,0.0
461,1,2,0.0
462,9,2,6.0
463,8,5,4.0
464,3,4,8.0
465,10,6,20.0
466,7,7,4.0
467,12,3,30.0
468,8,1,0.0
469,6,4,0.0
470,10,4,25.0
471,1,4,4.0
472,1,4,3.0
473,3,6,0.0
474,8,3,0.0
475,3,3,0.0
476,1,3,27.0
477,12,3,48.0
478,5,6,2.0
479,12,3,42.0
480,7,6,0.0
481,7,6,0.0
482,9,1,12.0
483,5,1,0.0
484,10,2,2.0
485,2,4,0.0
486,6,3,9.0
487,10,2,2.0
488,7,1,14.0
489,6,7,0.0
490,2,5,1.0
491,11,4,10.0
492,10,3,0.0
493,6,1,0.0
494,3,4,4.0
495,8,1,14.0
496,3,1,6.0
497,9,3,15.0
498,3,8,0.0
499,10,9,0.0
500,9,3,0.0
501,10,3,0.0
502,3,4,0.0
503,5,3,0.0
504,7,7,2.0
505,1,6,10.0
506,5,6,6.0
507,2,5,0.0
508,12,3,42.0
509,12,7,4.0
510,5,4,10.0
511,12,3,20.0
512,1,2,0.0
513,2,1,7.0
514,11,3,18.0
515,1,5,1.0
516,3,5,1.0
517,2,1,0.0
518,1,6,0.0
519,11,3,8.0
520,1,3,20.0
521,1,7,3.0
522,5,3,0.0
523,3,7,0.0
524,3,7,0.0
525,1,3,4.0
526,2,1,0.0
527,1,4,27.0
528,5,5,4.0
529,10,3,0.0
530,2,5,0.0
531,5,3,0.0
532,5,3,0.0
533,5,3,0.0
534,5,3,0.0
535,5,3,0.0
536,5,3,0.0
537,3,4,0.0
538,3,1,2.0
539,1,4,6.0
540,3,5,0.0
541,3,6,0.0
542,3,1,6.0
543,2,6,0.0
544,3,1,0.0
545,7,3,0.0
546,2,7,4.0
547,12,3,42.0
548,3,5,1.0
549,3,6,0.0
550,5,5,2.0
551,3,4,0.0
552,3,4,2.0
553,10,2,2.0
554,5,1,0.0
555,2,4,3.0
556,12,6,4.0
557,1,3,10.0
558,7,3,0.0
559,7,4,0.0
560,7,4,0.0
561,7,4,0.0
562,7,5,0.0
563,7,4,0.0
564,3,3,0.0
565,6,3,0.0
566,9,1,20.0
567,7,7,0.0
568,9,2,6.0
569,2,5,0.0
570,1,3,18.0
571,1,3,18.0
572,1,5,4.0
573,10,3,0.0
574,5,3,0.0
575,7,5,10.0
576,1,2,0.0
577,2,3,2.0
578,9,5,20.0
579,7,4,0.0
580,5,7,2.0
581,9,1,12.0
582,3,6,0.0
583,5,5,10.0
584,9,8,0.0
585,10,2,20.0
586,8,4,0.0
587,8,2,2.0
588,10,9,75.0
589,10,2,20.0
590,6,5,0.0
591,9,9,76.0
592,6,10,13.0
593,2,6,0.0
594,7,3,0.0
595,2,5,0.0
596,1,4,0.0
597,6,6,0.0
598,9,2,6.0
599,10,4,0.0
600,10,3,16.0
601,2,4,3.0
602,11,3,8.0
603,1,6,0.0
604,7,8,0.0
605,4,5,6.0
606,2,1,6.0
607,3,1,3.0
608,10,5,15.0
609,1,4,6.0
610,4,4,18.0
611,9,8,3.0
612,1,3,24.0
613,10,2,20.0
614,10,2,12.0
615,10,2,2.0
616,4,7,2.0
617,2,4,0.0
618,5,4,10.0
619,1,3,0.0
620,1,6,8.0
621,7,4,0.0
622,9,6,20.0
623,12,4,5.0
624,2,5,0.0
625,4,7,0.0
626,5,6,0.0
627,6,7,4.0
628,10,4,4.0
629,9,2,18.0
630,9,1,12.0
631,3,6,4.0
632,4,7,8.0
633,2,9,0.0
634,10,2,0.0
635,5,5,0.0
636,11,3,8.0
637,3,5,1.0
638,3,4,9.0
639,12,3,12.0
640,11,3,30.0
641,1,5,0.0
642,9,2,10.0
643,12,3,20.0
644,7,1,0.0
645,10,2,0.0
646,10,2,2.0
647,2,5,0.0
648,11,6,3.0
649,10,2,2.0
650,3,7,3.0
651,7,4,0.0
652,4,7,4.0
653,5,7,0.0
654,6,6,0.0
655,11,5,9.0
656,7,3,0.0
657,8,1,0.0
658,9,2,6.0
659,8,1,6.0
660,9,2,0.0
661,4,4,8.0
662,3,6,1.0
663,5,7,0.0
664,5,7,6.0
665,2,5,0.0
666,9,1,12.0
667,6,5,2.0
668,1,9,55.0
669,1,9,77.0
670,4,7,4.0
671,9,1,2.0
672,9,2,0.0
673,2,4,3.0
674,3,4,4.0
675,5,6,6.0
676,7,4,0.0
677,7,4,0.0
678,9,2,6.0
679,2,4,8.0
680,2,4,4.0
681,4,7,0.0
682,4,4,6.0
683,3,9,10.0
684,1,6,0.0
685,1,5,5.0
686,1,5,10.0
687,1,5,10.0
688,10,2,20.0
689,5,1,0.0
690,12,3,56.0
691,2,1,0.0
692,2,1,0.0
693,2,1,0.0
694,2,1,0.0
695,2,1,0.0
696,1,3,0.0
697,1,3,3.0
698,3,4,8.0
699,1,7,8.0
700,1,4,0.0
701,9,3,16.0
702,1,4,18.0
703,11,3,30.0
704,2,4,0.0
705,4,7,2.0
706,5,6,0.0
707,2,5,0.0
708,5,1,0.0
709,11,3,8.0
710,4,6,6.0
711,12,3,0.0
712,3,4,5.0
713,3,4,4.0
714,3,5,5.0
715,4,4,4.0
716,5,7,1.0
717,1,4,7.0
718,1,5,1.0
719,10,3,8.0
720,8,4,9.0
721,5,8,4.0
722,4,9,24.0
723,1,8,0.0
724,1,5,0.0
725,1,7,2.0
726,5,4,5.0
727,5,5,10.0
728,5,7,0.0
729,5,2,3.0
730,4,8,4.0
731,1,3,0.0
732,7,4,0.0
733,2,5,3.0
734,1,5,0.0
735,2,5,0.0
736,12,3,56.0
737,2,7,0.0
738,5,6,0.0
739,9,9,110.0
740,6,8,0.0
741,5,7,0.0
742,3,8,4.0
743,2,5,2.0
744,12,6,2.0
745,3,7,0.0
746,7,5,0.0
747,10,2,12.0
748,6,2,5.0
749,10,2,6.0
750,10,10,20.0
751,5,6,0.0
752,4,7,0.0
753,2,6,0.0
754,5,4,8.0
755,10,7,2.0
756,5,1,0.0
757,4,3,20.0
758,2,6,0.0
759,11,3,30.0
760,9,3,25.0
761,2,6,0.0
762,5,1,16.0
763,12,3,30.0
764,5,8,8.0
765,3,8,4.0
766,2,7,0.0
767,5,2,4.0
768,5,6,2.0
769,2,6,2.0
770,2,5,0.0
771,3,6,4.0
772,11,3,18.0
773,2,5,6.0
774,1,9,77.0
775,1,6,10.0
776,6,9,0.0
777,7,9,38.0
778,4,6,4.0
779,2,5,4.0
780,1,4,4.0
781,4,5,1.0
782,6,1,4.0
783,7,9,0.0
784,1,4,7.0
785,10,2,2.0
786,3,6,3.0
787,3,7,1.0
788,3,6,4.0
789,11,3,30.0
790,3,5,1.0
791,3,5,1.0
792,2,5,1.0
793,5,8,8.0
794,2,9,36.0
795,4,8,3.0
796,4,8,3.0
797,2,4,4.0
798,2,5,1.0
799,11,3,18.0
800,11,3,30.0
801,2,5,10.0
802,5,1,2.0
803,8,1,6.0
804,6,3,3.0
805,11,3,30.0
806,1,5,5.0
807,12,3,30.0
808,11,3,8.0
809,6,1,4.0
810,6,2,0.0
811,7,2,15.0
812,7,2,0.0
813,5,3,3.0
814,11,3,18.0
815,3,9,4.0
816,3,6,5.0
817,9,2,0.0
818,9,1,6.0
819,9,2,0.0
820,10,2,12.0
821,1,6,5.0
822,10,3,20.0
823,2,6,0.0
824,10,2,12.0
825,10,2,0.0
826,2,4,3.0
827,4,4,8.0
828,1,4,0.0
829,4,7,2.0
830,12,3,64.0
831,2,5,0.0
832,2,6,5.0
833,1,6,4.0
834,1,6,8.0
835,1,9,18.0
836,10,2,0.0
837,6,8,8.0
838,3,8,4.0
839,4,6,0.0
840,2,3,0.0
841,8,7,8.0
842,10,2,2.0
843,11,3,7.0
844,7,9,63.0
845,9,1,12.0
846,3,8,4.0
847,10,4,9.0
848,2,4,3.0
849,3,1,3.0
850,7,6,5.0
851,1,6,1.0
852,2,2,0.0
853,1,5,2.0
854,10,2,12.0
855,1,5,1.0
856,4,4,2.0
857,1,4,3.0
858,10,2,12.0
859,10,2,15.0
860,10,2,20.0
861,2,5,0.0
862,1,10,13.0
863,4,6,8.0
864,4,4,0.0
865,11,3,30.0
866,1,4,5.0
867,9,4,0.0
868,6,2,2.0
869,2,6,5.0
870,2,4,18.0
871,1,4,2.0
872,1,5,10.0
873,9,1,12.0
874,7,4,1.0
875,1,4,0.0
876,4,5,4.0
877,2,6,2.0
878,2,6,0.0
879,2,6,8.0
880,2,6,10.0
881,1,3,27.0
882,8,1,14.0
883,6,6,0.0
884,12,3,20.0
885,9,2,6.0
886,3,5,4.0
887,6,7,0.0
888,9,7,0.0
889,11,5,2.0
890,1,7,4.0
891,1,5,1.0
892,8,4,18.0
893,9,4,0.0
894,4,4,14.0
895,12,5,20.0
896,9,9,38.0
897,10,2,2.0
898,10,2,2.0
899,2,5,8.0
900,11,3,8.0
901,11,3,8.0
902,2,7,2.0
903,11,3,8.0
904,10,2,20.0
905,4,5,8.0
906,9,3,20.0
907,9,2,0.0
908,12,3,30.0
909,1,4,24.0
910,2,1,0.0
911,2,1,8.0
912,2,1,0.0
913,3,4,4.0
914,12,3,30.0
915,9,10,20.0
916,9,4,6.0
917,4,6,5.0
918,12,3,56.0
919,8,1,14.0
920,12,3,24.0
921,2,6,8.0
922,1,3,9.0
923,1,3,0.0
924,7,7,0.0
925,8,8,0.0
926,7,7,12.0
927,1,3,0.0
928,1,4,8.0
929,7,4,0.0
930,10,5,16.0
931,8,6,0.0
932,10,2,2.0
933,10,2,2.0
934,1,6,10.0
935,11,3,30.0
936,2,6,0.0
937,11,3,24.0
938,9,3,50.0
939,4,5,6.0
940,12,3,8.0
941,10,2,12.0
942,3,3,5.0
943,3,3,4.0
944,11,3,9.0
945,11,3,18.0
946,6,3,0.0
947,12,4,0.0
948,11,3,15.0
949,5,8,6.0
950,1,4,5.0
951,4,4,10.0
952,4,5,10.0
953,1,3,3.0
954,1,3,9.0
955,12,3,30.0
956,11,3,30.0
957,9,4,15.0
958,9,4,12.0
959,12,3,80.0
960,7,6,0.0
961,7,8,6.0
962,1,4,10.0
963,8,3,4.0
964,10,3,40.0
965,10,2,0.0
966,10,2,12.0
967,2,5,0.0
968,9,1,12.0
969,3,4,1.0
970,7,4,0.0
971,2,9,2.0
972,12,9,96.0
973,12,3,20.0
974,12,3,56.0
975,1,4,20.0
976,4,5,2.0
977,3,1,7.0
978,6,5,10.0
979,9,2,0.0
980,7,9,63.0
981,9,1,6.0
982,9,3,20.0
983,9,1,12.0
984,8,1,14.0
985,10,2,12.0
986,7,1,18.0
987,3,4,0.0
988,9,1,12.0
989,9,2,0.0
990,2,5,2.0
991,4,5,4.0
992,6,3,4.0
993,6,2,6.0
994,7,3,16.0
995,11,3,30.0
996,8,1,0.0
997,8,1,6.0
998,2,3,5.0
999,2,9,0.0
1000,10,2,6.0
1001,3,6,5.0
1002,3,6,5.0
1003,9,1,12.0
1004,1,5,4.0
1005,7,7,0.0
1006,5,6,6.0
1007,10,2,20.0
1008,6,8,2.0
1009,3,4,0.0
1010,4,7,0.0
1011,9,1,12.0
1012,2,6,8.0
1013,9,4,15.0
1014,6,6,5.0
1015,4,7,0.0
1016,1,5,8.0
1017,12,3,30.0
1018,1,7,4.0
1019,2,4,0.0
1020,3,6,5.0
1021,4,5,1.0
1022,1,5,8.0
1023,1,3,9.0
1024,6,8,2.0
1025,6,5,1.0
1026,12,9,24.0
1027,3,4,2.0
1028,8,6,0.0
1029,3,9,1.0
1030,1,4,10.0
1031,4,5,2.0
1032,1,3,8.0
1033,3,6,5.0
1034,10,8,4.0
1035,6,5,2.0
1036,3,5,4.0
1037,6,3,10.0
1038,7,5,3.0
1039,8,4,0.0
1040,8,4,0.0
1041,8,4,0.0
1042,8,4,0.0
1043,8,4,0.0
1044,8,4,0.0
1045,8,4,0.0
1046,4,6,10.0
1047,5,7,1.0
1048,4,7,6.0
1049,2,6,8.0
1050,4,1,2.0
1051,1,2,9.0
1052,2,5,1.0
1053,2,6,10.0
1054,10,5,10.0
1055,3,6,1.0
1056,10,2,20.0
1057,11,3,30.0
1058,10,2,12.0
1059,2,6,0.0
1060,2,4,5.0
1061,4,4,6.0
1062,2,4,0.0
1063,12,3,30.0
1064,4,1,2.0
1065,2,1,7.0
1066,4,1,2.0
1067,3,1,4.0
1068,6,1,8.0
1069,1,4,6.0
1070,1,3,27.0
1071,1,3,24.0
1072,1,6,0.0
1073,7,6,0.0
1074,2,5,0.0
1075,4,4,8.0
1076,2,4,8.0
1077,10,2,2.0
1078,11,3,15.0
1079,1,5,8.0
1080,1,5,8.0
1081,1,4,6.0
1082,1,6,9.0
1083,1,4,54.0
1084,10,5,15.0
1085,2,4,10.0
1086,11,3,18.0
1087,2,6,3.0
1088,3,4,4.0
1089,9,9,55.0
1090,4,4,3.0
1091,12,3,42.0
1092,1,5,2.0
1093,12,5,18.0
1094,4,5,8.0
1095,3,6,2.0
1096,9,1,0.0
1097,1,3,9.0
1098,8,1,14.0
1099,2,1,0.0
1100,1,4,0.0
1101,12,3,30.0
1102,9,4,1.0
1103,3,6,1.0
1104,2,6,0.0
1105,10,5,20.0
1106,9,1,12.0
1107,10,2,0.0
1108,4,2,4.0
1109,5,4,8.0
1110,12,3,6.0
1111,2,9,2.0
1112,8,4,2.0
1113,10,9,120.0
1114,11,3,30.0
1115,10,4,6.0
1116,2,6,0.0
1117,4,3,0.0
1118,2,6,0.0
1119,2,5,0.0
1120,3,4,5.0
1121,9,1,6.0
1122,2,6,0.0
1123,2,5,0.0
1124,7,5,0.0
1125,2,5,0.0
1126,3,1,2.0
1127,11,3,21.0
1128,9,2,0.0
1129,8,3,8.0
1130,8,1,0.0
1131,2,5,0.0
1132,1,5,5.0
1133,1,5,15.0
1134,12,4,0.0
1135,2,6,10.0
1136,4,6,0.0
1137,11,3,30.0
1138,4,3,0.0
1139,7,7,0.0
1140,7,5,3.0
1141,12,3,56.0
1142,2,4,3.0
1143,7,5,0.0
1144,10,2,0.0
1145,12,3,20.0
1146,3,9,5.0
1147,7,4,0.0
1148,7,4,14.0
1149,2,1,0.0
1150,8,3,0.0
1151,2,5,0.0
1152,2,6,6.0
1153,1,6,10.0
1154,7,8,0.0
1155,5,6,4.0
1156,3,5,5.0
1157,5,4,10.0
1158,9,1,2.0
1159,4,5,1.0
1160,12,4,0.0
1161,5,1,4.0
1162,6,6,4.0
1163,7,4,12.0
1164,5,4,0.0
1165,11,3,8.0
1166,10,2,20.0
1167,11,3,30.0
1168,2,6,4.0
1169,1,4,6.0
1170,2,5,5.0
1171,1,6,5.0
1172,1,5,4.0
1173,1,5,4.0
1174,4,6,8.0
1175,2,3,3.0
1176,1,7,1.0
1177,1,5,10.0
1178,4,5,3.0
1179,1,5,12.0
1180,5,7,0.0
1181,4,4,0.0
1182,9,1,2.0
1183,9,3,18.0
1184,4,5,2.0
1185,1,6,5.0
1186,4,6,4.0
1187,2,7,4.0
1188,1,6,4.0
1189,6,6,5.0
1190,10,4,15.0
1191,5,5,10.0
1192,12,6,25.0
1193,7,5,0.0
1194,11,3,15.0
1195,1,4,4.0
1196,10,2,12.0
1197,11,4,12.0
1198,2,4,5.0
1199,3,6,1.0
1200,1,7,8.0
1201,9,5,5.0
1202,8,1,6.0
1203,10,2,6.0
1204,1,4,4.0
1205,9,1,12.0
1206,12,3,56.0
1207,5,6,1.0
1208,8,4,0.0
1209,2,5,2.0
1210,6,5,2.0
1211,12,3,0.0
1212,1,8,4.0
1213,8,3,6.0
1214,2,1,0.0
1215,8,1,0.0
1216,6,3,20.0
1217,2,4,0.0
1218,12,3,12.0
1219,11,3,8.0
1220,4,6,4.0
1221,8,7,4.0
1222,4,6,10.0
1223,8,3,0.0
1224,8,3,0.0
1225,3,5,6.0
1226,3,6,4.0
1227,2,5,5.0
1228,4,6,4.0
1229,11,3,30.0
1230,10,2,20.0
1231,7,3,12.0
1232,4,5,4.0
1233,12,3,30.0
1234,12,3,24.0
1235,7,6,0.0
1236,9,4,15.0
1237,11,3,30.0
1238,12,5,6.0
1239,7,5,4.0
1240,5,7,0.0
1241,3,1,7.0
1242,7,2,18.0
1243,7,2,15.0
1244,4,5,6.0
1245,7,4,15.0
1246,6,7,4.0
1247,5,7,0.0
1248,7,7,0.0
1249,11,3,24.0
1250,11,3,24.0
1251,11,3,24.0
1252,8,6,0.0
1253,8,6,2.0
1254,3,9,19.0
1255,8,7,0.0
1256,2,6,4.0
1257,3,7,4.0
1258,1,5,1.0
1259,4,7,8.0
1260,2,7,0.0
1261,6,8,2.0
1262,3,7,0.0
1263,3,7,0.0
1264,4,7,0.0
1265,12,3,20.0
1266,9,9,84.0
1267,7,9,63.0
1268,6,9,21.0
1269,7,9,63.0
1270,7,9,63.0
1271,7,7,0.0
1272,1,4,4.0
1273,9,4,9.0
1274,10,2,0.0
1275,10,2,2.0
1276,7,2,0.0
1277,2,1,6.0
1278,1,5,5.0
1279,2,6,8.0
1280,2,4,0.0
1281,3,7,1.0
1282,4,7,8.0
1283,7,5,0.0
1284,8,5,0.0
1285,8,5,0.0
1286,8,5,6.0
1287,8,5,6.0
1288,7,5,12.0
1289,7,5,6.0
1290,2,5,2.0
1291,2,5,2.0
1292,2,5,2.0
1293,2,5,2.0
1294,9,9,63.0
1295,4,4,14.0
1296,1,3,9.0
1297,1,4,18.0
1298,1,5,5.0
1299,12,3,48.0
1300,1,5,2.0
1301,8,6,6.0
1302,2,9,0.0
1303,9,3,0.0
1304,4,5,10.0
1305,12,3,40.0
1306,9,6,0.0
1307,1,3,18.0
1308,6,7,0.0
1309,3,6,5.0
1310,11,4,12.0
1311,12,3,20.0
1312,7,4,0.0
1313,7,9,0.0
1314,3,6,5.0
1315,3,4,3.0
1316,4,6,2.0
1317,10,2,0.0
1318,2,5,5.0
1319,11,3,18.0
1320,3,6,3.0
1321,1,6,8.0
1322,2,5,6.0
1323,9,9,60.0
1324,6,6,0.0
1325,5,2,3.0
1326,9,1,20.0
1327,12,4,63.0
1328,12,3,30.0
1329,11,3,16.0
1330,4,5,1.0
1331,3,5,1.0
1332,3,5,1.0
1333,2,3,0.0
1334,8,5,0.0
1335,1,3,20.0
1336,1,2,0.0
1337,3,6,4.0
1338,4,4,6.0
1339,10,2,12.0
1340,8,8,8.0
1341,6,6,0.0
1342,3,6,0.0
1343,2,3,22.0
1344,5,4,8.0
1345,7,4,0.0
1346,10,6,25.0
1347,5,6,4.0
1348,9,2,18.0
1349,8,8,0.0
1350,9,9,84.0
1351,10,4,10.0
1352,1,9,77.0
1353,2,4,6.0
1354,4,7,8.0
1355,2,6,0.0
1356,6,9,21.0
1357,3,9,11.0
1358,7,5,12.0
