week,supplier_id,material,order_volume_m3,expected_supply_m3,expected_received_m3,product_equivalent_m3
1,S011,C,0.144117,0.145833,0.145818,0.202524
1,S357,C,0.238426,0.25463,0.254603,0.353615
1,S094,C,0.203374,0.071181,0.071173,0.098852
1,S013,C,0.045833,0.045833,0.045828,0.06365
1,S032,C,0.067362,0.049306,0.049301,0.068473
1,S271,C,1.501276,1.155187,1.155065,1.604256
1,S041,C,0.178571,0.0625,0.062493,0.086796
1,S398,C,0.152529,0.053385,0.053379,0.074138
1,S171,C,0.143678,0.103448,0.103437,0.143663
1,S020,C,0.115531,0.045455,0.04545,0.063125
1,S107,C,0.238094,0.083333,0.083324,0.115728
1,S220,C,0.148809,0.052083,0.052077,0.07233
1,S085,C,0.09058,0.041667,0.041663,0.057865
1,S325,C,0.178571,0.0625,0.062493,0.086796
1,S061,C,0.178571,0.0625,0.062493,0.086796
1,S207,C,0.208334,0.072917,0.072909,0.101263
1,S063,C,0.238094,0.083333,0.083324,0.115728
1,S391,C,0.134409,0.047043,0.047038,0.065331
1,S313,C,1.117326,0.421053,0.421008,0.584734
1,S380,C,0.20238,0.070833,0.070825,0.098369
1,S334,C,1.761906,0.616667,0.616602,0.856391
1,S326,C,0.325397,0.113889,0.113877,0.158162
1,S177,C,0.13322,0.046627,0.046622,0.064753
1,S006,C,0.137363,0.048077,0.048072,0.066767
1,S164,C,0.29762,0.104167,0.104156,0.144661
1,S084,C,1.071429,0.375,0.37496,0.520778
1,S347,C,0.159226,0.122024,0.122011,0.16946
1,S384,C,0.117325,0.097588,0.097578,0.135525
1,S246,C,0.773809,0.270833,0.270804,0.376117
1,S160,C,0.133929,0.046875,0.04687,0.065097
1,S135,C,0.969828,1.041667,1.041557,1.446606
1,S183,C,0.119049,0.041667,0.041663,0.057865
1,S161,C,0.29762,0.104167,0.104156,0.144661
2,S229,A,1596.725321,1574.55,1574.55,2624.25
2,S275,A,706.948695,708.75,708.75,1181.25
2,S329,A,675.27408,676.0,676.0,1126.666667
2,S282,A,989.798965,994.55,994.55,1657.583333
2,S352,A,527.18789,525.6,525.6,876.0
2,S143,A,495.142814,433.45,433.45,722.416667
2,S266,A,23.750737,27.55,27.55,45.916667
2,S123,A,26.528139,28.0,28.0,46.666667
2,S348,A,628.094603,347.372745,347.372745,578.954575
2,S189,A,2.399833,2.453642,2.453642,4.089403
2,S307,A,488.095937,374.25,374.25,623.75
2,S395,A,296.835735,213.521959,213.521959,355.869932
2,S005,A,74.725408,79.0,79.0,131.666667
2,S007,A,28.595529,29.583333,29.583333,49.305555
2,S114,A,61.027872,45.744723,45.744723,76.241205
2,S046,A,1.126904,1.0,1.0,1.666667
2,S269,A,2.857143,1.0,1.0,1.666667
2,S211,A,0.895063,0.313272,0.313272,0.52212
2,S295,A,0.476191,0.166667,0.166667,0.277778
2,S291,A,61.104918,36.229167,36.229167,60.381945
2,S150,A,21.5,7.525,7.525,12.541667
2,S066,A,4.850519,2.0,2.0,3.333333
2,S273,A,158.14877,139.55,139.55,232.583333
2,S221,A,1.505102,2.0,2.0,3.333333
2,S064,A,5.714286,2.0,2.0,3.333333
2,S078,A,31.364471,26.46349,26.46349,44.105817
2,S299,A,0.595237,0.208333,0.208333,0.347222
2,S152,A,2.721106,3.0,3.0,5.0
2,S237,A,1.542683,2.0,2.0,3.333333
2,S115,A,3.974871,2.0,2.0,3.333333
2,S292,A,47.500583,39.333333,39.333333,65.555555
2,S157,A,5.714286,2.0,2.0,3.333333
2,S075,A,1.68718,2.0,2.0,3.333333
2,S304,A,0.809659,0.369318,0.369318,0.61553
2,S165,A,0.708617,0.248016,0.248016,0.41336
2,S154,A,187.498159,140.0,140.0,233.333333
2,S106,A,0.034347,0.043356,0.043356,0.07226
2,S053,A,0.040322,0.051747,0.051747,0.086245
2,S203,A,0.09838,0.104167,0.104167,0.173612
2,S318,A,3.150589,3.645833,3.645833,6.076388
2,S065,A,0.690477,0.604167,0.604167,1.006945
2,S219,A,0.342857,0.12,0.12,0.2
2,S016,A,0.046568,0.045343,0.045343,0.075572
2,S021,A,0.119049,0.041667,0.041667,0.069445
2,S178,A,0.888803,1.1875,1.1875,1.979167
2,S337,A,0.041667,0.041667,0.041667,0.069445
2,S265,A,2.276029,0.79661,0.79661,1.327683
2,S296,A,0.084596,0.078283,0.078283,0.130472
2,S128,A,0.051471,0.05433,0.05433,0.09055
2,S014,A,0.041666,0.036458,0.036458,0.060763
2,S274,A,0.193722,0.083333,0.083333,0.138888
2,S027,A,0.085391,0.083333,0.083333,0.138888
2,S052,A,0.105,0.09,0.09,0.15
2,S132,A,0.14881,0.125,0.125,0.208333
2,S122,A,0.046371,0.049059,0.049059,0.081765
2,S087,A,0.066358,0.049383,0.049383,0.082305
2,S309,A,0.122354,0.042824,0.042824,0.071373
2,S035,A,1.198485,0.763636,0.763636,1.272727
2,S312,A,0.173176,0.10026,0.10026,0.1671
2,S102,A,0.311906,0.109167,0.109167,0.181945
2,S002,A,1.697802,1.5,1.5,2.5
2,S049,A,0.116228,0.083333,0.083333,0.138888
2,S091,A,0.287672,0.166667,0.166667,0.277778
2,S255,A,0.055556,0.041667,0.041667,0.069445
2,S116,A,0.096666,0.083333,0.083333,0.138888
2,S056,A,0.067402,0.034314,0.034314,0.05719
2,S381,A,0.306548,0.299107,0.299107,0.498512
2,S196,A,0.061459,0.041667,0.041667,0.069445
2,S217,A,0.809952,0.583333,0.583333,0.972222
2,S038,A,0.178031,0.068182,0.068182,0.113637
2,S332,A,0.347826,0.276268,0.276268,0.460447
2,S317,A,0.476191,0.166667,0.166667,0.277778
2,S341,A,0.178571,0.0625,0.0625,0.104167
2,S145,A,0.267857,0.09375,0.09375,0.15625
2,S205,A,0.238094,0.083333,0.083333,0.138888
2,S278,A,0.14194,0.049679,0.049679,0.082798
2,S082,A,0.07716,0.044753,0.044753,0.074588
2,S243,A,0.171957,0.083333,0.083333,0.138888
2,S109,A,0.112783,0.039474,0.039474,0.06579
2,S242,A,0.178571,0.0625,0.0625,0.104167
2,S159,A,0.112145,0.095301,0.095301,0.158835
2,S163,A,0.652174,0.228261,0.228261,0.380435
2,S083,A,0.119049,0.041667,0.041667,0.069445
2,S187,A,0.135135,0.0625,0.0625,0.104167
2,S396,A,0.090477,0.031667,0.031667,0.052778
2,S185,A,0.29762,0.104167,0.104167,0.173612
2,S184,A,0.178571,0.0625,0.0625,0.104167
2,S043,A,0.128969,0.045139,0.045139,0.075232
2,S302,A,0.280951,0.098333,0.098333,0.163888
2,S130,A,0.357143,0.125,0.125,0.208333
2,S158,A,0.11012,0.038542,0.038542,0.064237
2,S198,A,0.146103,0.051136,0.051136,0.085227
2,S226,A,0.305147,0.245098,0.245098,0.408497
2,S096,A,0.155186,0.054315,0.054315,0.090525
2,S101,A,0.133334,0.046667,0.046667,0.077778
2,S354,A,0.147514,0.05163,0.05163,0.08605
2,S071,A,1.538394,0.895833,0.895833,1.493055
2,S148,A,0.390211,0.136574,0.136574,0.227623
2,S372,A,0.178571,0.0625,0.0625,0.104167
2,S394,A,1.714286,0.6,0.6,1.0
2,S051,A,0.11508,0.040278,0.040278,0.06713
2,S144,A,1.265626,0.5625,0.5625,0.9375
2,S104,A,2.142857,0.75,0.75,1.25
2,S119,A,0.575397,0.201389,0.201389,0.335648
2,S108,B,1131.020578,1003.958333,1003.958333,1521.148989
2,S340,B,832.879318,830.1,830.1,1257.727273
2,S131,B,685.542439,676.35,676.35,1024.772727
2,S140,B,2046.758476,1285.0,1285.0,1946.969697
2,S308,B,776.15851,570.825,570.825,864.886364
2,S330,B,720.750257,569.383333,569.383333,862.70202
2,S031,B,176.704701,179.55,179.55,272.045455
2,S346,B,105.262039,99.0,99.0,150.0
2,S040,B,134.833392,132.9375,132.9375,201.420455
2,S139,B,767.380997,655.625,655.625,993.371212
2,S367,B,155.543847,148.2,148.2,224.545455
2,S364,B,122.144193,121.020833,121.020833,183.364898
2,S055,B,133.979126,100.170833,100.170833,151.773989
2,S397,B,0.192308,0.166667,0.166667,0.252526
2,S180,B,0.244391,0.208333,0.208333,0.315656
2,S098,B,1.612591,2.0,2.0,3.030303
2,S366,B,0.241071,0.1875,0.1875,0.284091
2,S338,B,179.8682,141.875,141.875,214.962121
2,S224,B,1.13426,0.416667,0.416667,0.631314
2,S260,B,2.857143,1.0,1.0,1.515152
2,S176,B,0.357143,0.125,0.125,0.189394
2,S138,B,4.428571,1.55,1.55,2.348485
2,S214,B,0.357143,0.125,0.125,0.189394
2,S092,B,1.61809,2.0,2.0,3.030303
2,S392,B,2.461165,3.0,3.0,4.545455
2,S175,B,1.486339,2.0,2.0,3.030303
2,S360,B,2.138271,2.0,2.0,3.030303
2,S174,B,1.481481,2.0,2.0,3.030303
2,S172,B,1.041992,1.27474,1.27474,1.931424
2,S216,B,2.689411,3.0,3.0,4.545455
2,S256,B,1.456979,1.601118,1.601118,2.425936
2,S202,B,5.714286,2.0,2.0,3.030303
2,S258,B,2.975845,2.0,2.0,3.030303
2,S088,B,2.701177,2.0,2.0,3.030303
2,S324,B,1.599057,2.0,2.0,3.030303
2,S169,B,1.896519,2.55,2.55,3.863636
2,S376,B,4.184354,2.0,2.0,3.030303
2,S141,B,2.076429,2.55,2.55,3.863636
2,S310,B,1.630542,2.0,2.0,3.030303
2,S191,B,5.714286,2.0,2.0,3.030303
2,S197,B,3.316387,2.0,2.0,3.030303
2,S388,B,1.54762,0.541667,0.541667,0.820708
2,S146,B,3.728797,1.648915,1.648915,2.498356
2,S333,B,5.714286,2.0,2.0,3.030303
2,S054,B,1.843657,1.522861,1.522861,2.307365
2,S036,B,0.382653,0.47449,0.47449,0.718924
2,S069,B,0.666072,0.301786,0.301786,0.457252
2,S353,B,0.09038,0.104167,0.104167,0.157829
2,S050,B,0.080493,0.104167,0.104167,0.157829
2,S280,B,1.713491,0.599722,0.599722,0.90867
2,S233,B,0.807749,0.65424,0.65424,0.991273
2,S193,B,0.07,0.084167,0.084167,0.127526
2,S117,B,1.680329,0.588115,0.588115,0.891083
2,S386,B,0.055894,0.060467,0.060467,0.091617
2,S316,B,0.063406,0.0625,0.0625,0.094697
2,S286,B,0.041667,0.046528,0.046528,0.070497
2,S259,B,0.109723,0.046528,0.046528,0.070497
2,S230,B,0.178571,0.0625,0.0625,0.094697
2,S024,B,0.157929,0.083333,0.083333,0.126262
2,S389,B,0.238094,0.083333,0.083333,0.126262
2,S399,B,0.178571,0.0625,0.0625,0.094697
2,S322,B,0.267241,0.097701,0.097701,0.148032
2,S261,B,0.357143,0.125,0.125,0.189394
2,S120,B,0.057292,0.042969,0.042969,0.065105
2,S321,B,0.340909,0.375,0.375,0.568182
2,S249,B,0.29762,0.104167,0.104167,0.157829
2,S401,B,0.13752,0.048132,0.048132,0.072927
2,S048,B,0.074519,0.052083,0.052083,0.078914
2,S018,B,0.075941,0.044355,0.044355,0.067205
2,S311,B,0.124809,0.043683,0.043683,0.066186
2,S029,B,0.178571,0.0625,0.0625,0.094697
2,S235,B,0.413978,0.254032,0.254032,0.384897
2,S319,B,0.253457,0.08871,0.08871,0.134409
2,S134,B,0.147391,0.051587,0.051587,0.078162
2,S047,B,0.140306,0.049107,0.049107,0.074405
2,S248,B,0.136906,0.047917,0.047917,0.072602
2,S057,B,0.343749,0.142045,0.142045,0.21522
2,S004,B,0.11544,0.040404,0.040404,0.061218
2,S001,B,0.233334,0.081667,0.081667,0.123738
2,S385,B,0.394346,0.138021,0.138021,0.209123
2,S028,B,0.640351,0.464912,0.464912,0.704412
2,S166,B,0.119049,0.041667,0.041667,0.063132
2,S200,B,0.178571,0.0625,0.0625,0.094697
2,S118,B,0.238094,0.083333,0.083333,0.126262
2,S125,B,0.182291,0.063802,0.063802,0.09667
2,S045,B,0.092263,0.032292,0.032292,0.048927
2,S276,B,0.162909,0.057018,0.057018,0.086391
2,S371,B,0.267857,0.09375,0.09375,0.142045
2,S137,B,0.103383,0.036184,0.036184,0.054824
2,S335,B,0.165343,0.05787,0.05787,0.087682
2,S105,B,0.1475,0.1,0.1,0.151515
2,S179,B,0.131803,0.046131,0.046131,0.069895
2,S240,B,1.190476,0.583333,0.583333,0.883838
2,S077,B,1.385417,0.666667,0.666667,1.010102
2,S153,B,2.403846,0.841346,0.841346,1.274767
2,S361,C,1512.567462,1488.2,1488.2,2066.944444
2,S268,C,539.041443,540.775,540.775,751.076389
2,S306,C,545.295073,547.1,547.1,759.861111
2,S194,C,425.162924,425.1,425.1,590.416667
2,S151,C,1110.458721,810.408333,810.408333,1125.567129
2,S356,C,786.928389,773.25,773.25,1073.958333
2,S247,C,238.576384,241.55,241.55,335.486111
2,S365,C,170.666639,173.4625,173.4625,240.920139
2,S294,C,78.373394,81.0,81.0,112.5
2,S284,C,189.645905,194.154167,194.154167,269.658565
2,S218,C,80.064204,84.1,84.1,116.805556
2,S244,C,87.150078,84.1,84.1,116.805556
2,S080,C,119.245193,121.5,121.5,168.75
2,S067,C,0.830128,1.062747,1.062747,1.476038
2,S314,C,12.910175,7.0,7.0,9.722222
2,S003,C,54.511915,50.155977,50.155977,69.661079
2,S213,C,0.764826,1.006135,1.006135,1.39741
2,S076,C,1.481481,2.0,2.0,2.777778
2,S374,C,965.407461,977.541667,977.541667,1357.69676
2,S037,C,260.434251,195.049628,195.049628,270.902261
2,S239,C,1.882183,1.54454,1.54454,2.145194
2,S339,C,0.416666,0.145833,0.145833,0.202546
2,S362,C,0.338164,0.384662,0.384662,0.534253
2,S086,C,147.25552,87.708333,87.708333,121.817129
2,S025,C,1.648,2.0,2.0,2.777778
2,S351,C,0.153716,0.173423,0.173423,0.240865
2,S113,C,1.182705,1.46412,1.46412,2.0335
2,S110,C,1.99061,2.0,2.0,2.777778
2,S263,C,2.210773,2.0,2.0,2.777778
2,S186,C,5.714286,2.0,2.0,2.777778
2,S059,C,0.476191,0.166667,0.166667,0.231482
2,S129,C,11.602707,7.354167,7.354167,10.214121
2,S074,C,103.385559,41.340887,41.340887,57.417899
2,S270,C,0.294181,0.297414,0.297414,0.413075
2,S234,C,0.714286,0.25,0.25,0.347222
2,S245,C,2.289473,1.534265,1.534265,2.130924
2,S126,C,242.279944,87.069597,87.069597,120.929996
2,S210,C,248.551777,112.729167,112.729167,156.568288
2,S267,C,0.9447,0.330645,0.330645,0.459229
2,S253,C,0.708946,0.888174,0.888174,1.233575
2,S149,C,1.003902,1.229167,1.229167,1.707176
2,S331,C,0.833334,0.291667,0.291667,0.405093
