week,supplier_id,material,transporter,transport_volume_m3,loss_rate_pct,expected_received_m3
1,S265,A,T4,0.79661,0.0,0.79661
1,S296,A,T4,0.078283,0.0,0.078283
1,S128,A,T4,0.05433,0.0,0.05433
1,S014,A,T4,0.036458,0.0,0.036458
1,S274,A,T4,0.083333,0.0,0.083333
1,S027,A,T4,0.083333,0.0,0.083333
1,S052,A,T4,0.09,0.0,0.09
1,S132,A,T4,0.125,0.0,0.125
1,S122,A,T4,0.049059,0.0,0.049059
1,S087,A,T4,0.049383,0.0,0.049383
1,S309,A,T4,0.042824,0.0,0.042824
1,S035,A,T4,0.763636,0.0,0.763636
1,S312,A,T4,0.10026,0.0,0.10026
1,S102,A,T4,0.109167,0.0,0.109167
1,S002,A,T4,1.5,0.0,1.5
1,S049,A,T4,0.083333,0.0,0.083333
1,S091,A,T4,0.166667,0.0,0.166667
1,S255,A,T4,0.041667,0.0,0.041667
1,S116,A,T4,0.083333,0.0,0.083333
1,S056,A,T4,0.034314,0.0,0.034314
1,S381,A,T4,0.299107,0.0,0.299107
1,S196,A,T4,0.041667,0.0,0.041667
1,S217,A,T4,0.583333,0.0,0.583333
1,S038,A,T4,0.068182,0.0,0.068182
1,S332,A,T4,0.276268,0.0,0.276268
1,S317,A,T4,0.166667,0.0,0.166667
1,S341,A,T4,0.0625,0.0,0.0625
1,S145,A,T4,0.09375,0.0,0.09375
1,S205,A,T4,0.083333,0.0,0.083333
1,S278,A,T4,0.049679,0.0,0.049679
1,S082,A,T4,0.044753,0.0,0.044753
1,S243,A,T4,0.083333,0.0,0.083333
1,S109,A,T4,0.039474,0.0,0.039474
1,S242,A,T4,0.0625,0.0,0.0625
1,S159,A,T4,0.095301,0.0,0.095301
1,S163,A,T4,0.228261,0.0,0.228261
1,S083,A,T4,0.041667,0.0,0.041667
1,S187,A,T4,0.0625,0.0,0.0625
1,S396,A,T4,0.031667,0.0,0.031667
1,S185,A,T4,0.104167,0.0,0.104167
1,S184,A,T4,0.0625,0.0,0.0625
1,S043,A,T4,0.045139,0.0,0.045139
1,S302,A,T4,0.098333,0.0,0.098333
1,S130,A,T4,0.125,0.0,0.125
1,S158,A,T4,0.038542,0.0,0.038542
1,S198,A,T4,0.051136,0.0,0.051136
1,S226,A,T4,0.245098,0.0,0.245098
1,S096,A,T4,0.054315,0.0,0.054315
1,S101,A,T4,0.046667,0.0,0.046667
1,S354,A,T4,0.05163,0.0,0.05163
1,S071,A,T4,0.895833,0.0,0.895833
1,S148,A,T4,0.136574,0.0,0.136574
1,S372,A,T4,0.0625,0.0,0.0625
1,S394,A,T4,0.6,0.0,0.6
1,S051,A,T4,0.040278,0.0,0.040278
1,S144,A,T4,0.5625,0.0,0.5625
1,S104,A,T4,0.75,0.0,0.75
1,S119,A,T4,0.201389,0.0,0.201389
1,S108,B,T4,1003.958333,0.0,1003.958333
1,S340,B,T4,830.1,0.0,830.1
1,S131,B,T4,676.35,0.0,676.35
1,S140,B,T4,1285.0,0.0,1285.0
1,S308,B,T4,570.825,0.0,570.825
1,S330,B,T4,569.383333,0.0,569.383333
1,S031,B,T4,179.55,0.0,179.55
1,S346,B,T4,99.0,0.0,99.0
1,S040,B,T4,132.9375,0.0,132.9375
1,S139,B,T4,166.270856,0.0,166.270856
1,S139,B,T5,489.354144,0.0,489.354144
1,S367,B,T5,148.2,0.0,148.2
1,S364,B,T5,121.020833,0.0,121.020833
1,S055,B,T5,100.170833,0.0,100.170833
1,S397,B,T5,0.166667,0.0,0.166667
1,S180,B,T5,0.208333,0.0,0.208333
1,S098,B,T5,2.0,0.0,2.0
1,S366,B,T5,0.1875,0.0,0.1875
1,S338,B,T5,141.875,0.0,141.875
1,S224,B,T5,0.416667,0.0,0.416667
1,S260,B,T5,1.0,0.0,1.0
1,S176,B,T5,0.125,0.0,0.125
1,S138,B,T5,1.55,0.0,1.55
1,S214,B,T5,0.125,0.0,0.125
1,S092,B,T5,2.0,0.0,2.0
1,S392,B,T5,3.0,0.0,3.0
1,S175,B,T5,2.0,0.0,2.0
1,S360,B,T5,2.0,0.0,2.0
1,S174,B,T5,2.0,0.0,2.0
1,S172,B,T5,1.27474,0.0,1.27474
1,S216,B,T5,3.0,0.0,3.0
1,S256,B,T5,1.601118,0.0,1.601118
1,S202,B,T5,2.0,0.0,2.0
1,S258,B,T5,2.0,0.0,2.0
1,S088,B,T5,2.0,0.0,2.0
1,S324,B,T5,2.0,0.0,2.0
1,S169,B,T5,2.55,0.0,2.55
1,S376,B,T5,2.0,0.0,2.0
1,S141,B,T5,2.55,0.0,2.55
1,S310,B,T5,2.0,0.0,2.0
1,S191,B,T5,2.0,0.0,2.0
1,S197,B,T5,2.0,0.0,2.0
1,S388,B,T5,0.541667,0.0,0.541667
1,S146,B,T5,1.648915,0.0,1.648915
1,S333,B,T5,2.0,0.0,2.0
1,S054,B,T5,1.522861,0.0,1.522861
1,S036,B,T5,0.47449,0.0,0.47449
1,S069,B,T5,0.301786,0.0,0.301786
1,S353,B,T5,0.104167,0.0,0.104167
1,S050,B,T5,0.104167,0.0,0.104167
1,S280,B,T5,0.599722,0.0,0.599722
1,S233,B,T5,0.65424,0.0,0.65424
1,S193,B,T5,0.084167,0.0,0.084167
1,S117,B,T5,0.588115,0.0,0.588115
1,S386,B,T5,0.060467,0.0,0.060467
1,S316,B,T5,0.0625,0.0,0.0625
1,S286,B,T5,0.046528,0.0,0.046528
1,S259,B,T5,0.046528,0.0,0.046528
1,S230,B,T5,0.0625,0.0,0.0625
1,S024,B,T5,0.083333,0.0,0.083333
1,S389,B,T5,0.083333,0.0,0.083333
1,S399,B,T5,0.0625,0.0,0.0625
1,S322,B,T5,0.097701,0.0,0.097701
1,S261,B,T5,0.125,0.0,0.125
1,S120,B,T5,0.042969,0.0,0.042969
1,S321,B,T5,0.375,0.0,0.375
1,S249,B,T5,0.104167,0.0,0.104167
1,S401,B,T5,0.048132,0.0,0.048132
1,S048,B,T5,0.052083,0.0,0.052083
1,S018,B,T5,0.044355,0.0,0.044355
1,S311,B,T5,0.043683,0.0,0.043683
1,S029,B,T5,0.0625,0.0,0.0625
1,S235,B,T5,0.254032,0.0,0.254032
1,S319,B,T5,0.08871,0.0,0.08871
1,S134,B,T5,0.051587,0.0,0.051587
1,S047,B,T5,0.049107,0.0,0.049107
1,S248,B,T5,0.047917,0.0,0.047917
1,S057,B,T5,0.142045,0.0,0.142045
1,S004,B,T5,0.040404,0.0,0.040404
1,S001,B,T5,0.081667,0.0,0.081667
1,S385,B,T5,0.138021,0.0,0.138021
1,S028,B,T5,0.464912,0.0,0.464912
1,S166,B,T5,0.041667,0.0,0.041667
1,S200,B,T5,0.0625,0.0,0.0625
1,S118,B,T5,0.083333,0.0,0.083333
1,S125,B,T5,0.063802,0.0,0.063802
1,S045,B,T5,0.032292,0.0,0.032292
1,S276,B,T5,0.057018,0.0,0.057018
1,S371,B,T5,0.09375,0.0,0.09375
1,S137,B,T5,0.036184,0.0,0.036184
1,S335,B,T5,0.05787,0.0,0.05787
1,S105,B,T5,0.1,0.0,0.1
1,S179,B,T5,0.046131,0.0,0.046131
1,S240,B,T5,0.583333,0.0,0.583333
1,S077,B,T5,0.666667,0.0,0.666667
1,S153,B,T5,0.841346,0.0,0.841346
1,S361,C,T5,1488.2,0.0,1488.2
1,S268,C,T5,540.775,0.0,540.775
1,S306,C,T5,547.1,0.0,547.1
1,S194,C,T5,425.1,0.0,425.1
1,S151,C,T5,810.408333,0.0,810.408333
1,S356,C,T5,773.25,0.0,773.25
1,S247,C,T5,241.55,0.0,241.55
1,S365,C,T5,114.988961,0.0,114.988961
1,S365,C,T6,58.473539,0.0106,58.467341
1,S294,C,T6,81.0,0.0106,80.991414
1,S284,C,T6,194.154167,0.0106,194.133587
1,S218,C,T6,84.1,0.0106,84.091085
1,S244,C,T6,84.1,0.0106,84.091085
1,S080,C,T6,121.5,0.0106,121.487121
1,S067,C,T6,1.062747,0.0106,1.062634
1,S314,C,T6,7.0,0.0106,6.999258
1,S003,C,T6,50.155977,0.0106,50.15066
1,S213,C,T6,1.006135,0.0106,1.006028
1,S076,C,T6,2.0,0.0106,1.999788
1,S374,C,T6,977.541667,0.0106,977.438048
1,S037,C,T6,195.049628,0.0106,195.028953
1,S239,C,T6,1.54454,0.0106,1.544376
1,S339,C,T6,0.145833,0.0106,0.145818
1,S362,C,T6,0.384662,0.0106,0.384621
1,S086,C,T6,87.708333,0.0106,87.699036
1,S025,C,T6,2.0,0.0106,1.999788
1,S351,C,T6,0.173423,0.0106,0.173405
1,S113,C,T6,1.46412,0.0106,1.463965
1,S110,C,T6,2.0,0.0106,1.999788
1,S263,C,T6,2.0,0.0106,1.999788
1,S186,C,T6,2.0,0.0106,1.999788
1,S059,C,T6,0.166667,0.0106,0.166649
1,S129,C,T6,7.354167,0.0106,7.353387
1,S074,C,T6,41.340887,0.0106,41.336505
1,S270,C,T6,0.297414,0.0106,0.297382
1,S234,C,T6,0.25,0.0106,0.249973
1,S245,C,T6,1.534265,0.0106,1.534102
1,S126,C,T6,87.069597,0.0106,87.060368
1,S210,C,T6,112.729167,0.0106,112.717218
1,S267,C,T6,0.330645,0.0106,0.33061
1,S253,C,T6,0.888174,0.0106,0.88808
1,S149,C,T6,1.229167,0.0106,1.229037
1,S331,C,T6,0.291667,0.0106,0.291636
1,S023,C,T6,5.876096,0.0106,5.875473
1,S342,C,T6,0.416667,0.0106,0.416623
1,S301,C,T6,0.059812,0.0106,0.059806
1,S070,C,T6,0.073718,0.0106,0.07371
1,S133,C,T6,0.0625,0.0106,0.062493
1,S349,C,T6,0.076087,0.0106,0.076079
1,S236,C,T6,0.036458,0.0106,0.036454
1,S379,C,T6,0.144097,0.0106,0.144082
1,S359,C,T6,0.054293,0.0106,0.054287
1,S060,C,T6,0.358333,0.0106,0.358295
1,S279,C,T6,0.0625,0.0106,0.062493
1,S011,C,T6,0.145833,0.0106,0.145818
1,S357,C,T6,0.25463,0.0106,0.254603
1,S094,C,T6,0.071181,0.0106,0.071173
1,S013,C,T6,0.045833,0.0106,0.045828
1,S032,C,T6,0.049306,0.0106,0.049301
1,S271,C,T6,1.155187,0.0106,1.155065
1,S041,C,T6,0.0625,0.0106,0.062493
1,S398,C,T6,0.053385,0.0106,0.053379
1,S171,C,T6,0.103448,0.0106,0.103437
1,S020,C,T6,0.045455,0.0106,0.04545
1,S107,C,T6,0.083333,0.0106,0.083324
1,S220,C,T6,0.052083,0.0106,0.052077
1,S085,C,T6,0.041667,0.0106,0.041663
1,S325,C,T6,0.0625,0.0106,0.062493
1,S061,C,T6,0.0625,0.0106,0.062493
1,S207,C,T6,0.072917,0.0106,0.072909
1,S063,C,T6,0.083333,0.0106,0.083324
1,S391,C,T6,0.047043,0.0106,0.047038
1,S313,C,T6,0.421053,0.0106,0.421008
1,S380,C,T6,0.070833,0.0106,0.070825
1,S334,C,T6,0.616667,0.0106,0.616602
1,S326,C,T6,0.113889,0.0106,0.113877
1,S177,C,T6,0.046627,0.0106,0.046622
1,S006,C,T6,0.048077,0.0106,0.048072
1,S164,C,T6,0.104167,0.0106,0.104156
1,S084,C,T6,0.375,0.0106,0.37496
1,S347,C,T6,0.122024,0.0106,0.122011
1,S384,C,T6,0.097588,0.0106,0.097578
1,S246,C,T6,0.270833,0.0106,0.270804
1,S160,C,T6,0.046875,0.0106,0.04687
1,S135,C,T6,1.041667,0.0106,1.041557
1,S183,C,T6,0.041667,0.0106,0.041663
1,S161,C,T6,0.104167,0.0106,0.104156
2,S229,A,T3,1574.55,0.0,1574.55
2,S275,A,T3,708.75,0.0,708.75
2,S329,A,T3,676.0,0.0,676.0
2,S282,A,T3,994.55,0.0,994.55
2,S352,A,T3,525.6,0.0,525.6
2,S143,A,T3,433.45,0.0,433.45
2,S266,A,T3,27.55,0.0,27.55
2,S123,A,T3,28.0,0.0,28.0
2,S348,A,T3,347.372745,0.0,347.372745
2,S189,A,T3,2.453642,0.0,2.453642
2,S307,A,T3,374.25,0.0,374.25
2,S395,A,T3,213.521959,0.0,213.521959
2,S005,A,T3,79.0,0.0,79.0
2,S007,A,T3,14.951654,0.0,14.951654
2,S007,A,T4,14.631679,0.0,14.631679
2,S114,A,T4,45.744723,0.0,45.744723
2,S046,A,T4,1.0,0.0,1.0
2,S269,A,T4,1.0,0.0,1.0
2,S211,A,T4,0.313272,0.0,0.313272
2,S295,A,T4,0.166667,0.0,0.166667
2,S291,A,T4,36.229167,0.0,36.229167
2,S150,A,T4,7.525,0.0,7.525
2,S066,A,T4,2.0,0.0,2.0
2,S273,A,T4,139.55,0.0,139.55
2,S221,A,T4,2.0,0.0,2.0
2,S064,A,T4,2.0,0.0,2.0
2,S078,A,T4,26.46349,0.0,26.46349
2,S299,A,T4,0.208333,0.0,0.208333
2,S152,A,T4,3.0,0.0,3.0
2,S237,A,T4,2.0,0.0,2.0
2,S115,A,T4,2.0,0.0,2.0
2,S292,A,T4,39.333333,0.0,39.333333
2,S157,A,T4,2.0,0.0,2.0
2,S075,A,T4,2.0,0.0,2.0
2,S304,A,T4,0.369318,0.0,0.369318
2,S165,A,T4,0.248016,0.0,0.248016
2,S154,A,T4,140.0,0.0,140.0
2,S106,A,T4,0.043356,0.0,0.043356
2,S053,A,T4,0.051747,0.0,0.051747
2,S203,A,T4,0.104167,0.0,0.104167
2,S318,A,T4,3.645833,0.0,3.645833
2,S065,A,T4,0.604167,0.0,0.604167
2,S219,A,T4,0.12,0.0,0.12
2,S016,A,T4,0.045343,0.0,0.045343
2,S021,A,T4,0.041667,0.0,0.041667
2,S178,A,T4,1.1875,0.0,1.1875
2,S337,A,T4,0.041667,0.0,0.041667
2,S265,A,T4,0.79661,0.0,0.79661
2,S296,A,T4,0.078283,0.0,0.078283
2,S128,A,T4,0.05433,0.0,0.05433
2,S014,A,T4,0.036458,0.0,0.036458
2,S274,A,T4,0.083333,0.0,0.083333
2,S027,A,T4,0.083333,0.0,0.083333
2,S052,A,T4,0.09,0.0,0.09
2,S132,A,T4,0.125,0.0,0.125
2,S122,A,T4,0.049059,0.0,0.049059
2,S087,A,T4,0.049383,0.0,0.049383
2,S309,A,T4,0.042824,0.0,0.042824
2,S035,A,T4,0.763636,0.0,0.763636
2,S312,A,T4,0.10026,0.0,0.10026
2,S102,A,T4,0.109167,0.0,0.109167
2,S002,A,T4,1.5,0.0,1.5
2,S049,A,T4,0.083333,0.0,0.083333
2,S091,A,T4,0.166667,0.0,0.166667
2,S255,A,T4,0.041667,0.0,0.041667
2,S116,A,T4,0.083333,0.0,0.083333
2,S056,A,T4,0.034314,0.0,0.034314
2,S381,A,T4,0.299107,0.0,0.299107
2,S196,A,T4,0.041667,0.0,0.041667
2,S217,A,T4,0.583333,0.0,0.583333
2,S038,A,T4,0.068182,0.0,0.068182
2,S332,A,T4,0.276268,0.0,0.276268
2,S317,A,T4,0.166667,0.0,0.166667
2,S341,A,T4,0.0625,0.0,0.0625
2,S145,A,T4,0.09375,0.0,0.09375
2,S205,A,T4,0.083333,0.0,0.083333
2,S278,A,T4,0.049679,0.0,0.049679
2,S082,A,T4,0.044753,0.0,0.044753
2,S243,A,T4,0.083333,0.0,0.083333
2,S109,A,T4,0.039474,0.0,0.039474
2,S242,A,T4,0.0625,0.0,0.0625
2,S159,A,T4,0.095301,0.0,0.095301
2,S163,A,T4,0.228261,0.0,0.228261
2,S083,A,T4,0.041667,0.0,0.041667
2,S187,A,T4,0.0625,0.0,0.0625
2,S396,A,T4,0.031667,0.0,0.031667
2,S185,A,T4,0.104167,0.0,0.104167
2,S184,A,T4,0.0625,0.0,0.0625
2,S043,A,T4,0.045139,0.0,0.045139
2,S302,A,T4,0.098333,0.0,0.098333
2,S130,A,T4,0.125,0.0,0.125
2,S158,A,T4,0.038542,0.0,0.038542
2,S198,A,T4,0.051136,0.0,0.051136
2,S226,A,T4,0.245098,0.0,0.245098
2,S096,A,T4,0.054315,0.0,0.054315
2,S101,A,T4,0.046667,0.0,0.046667
2,S354,A,T4,0.05163,0.0,0.05163
2,S071,A,T4,0.895833,0.0,0.895833
2,S148,A,T4,0.136574,0.0,0.136574
2,S372,A,T4,0.0625,0.0,0.0625
2,S394,A,T4,0.6,0.0,0.6
2,S051,A,T4,0.040278,0.0,0.040278
2,S144,A,T4,0.5625,0.0,0.5625
2,S104,A,T4,0.75,0.0,0.75
2,S119,A,T4,0.201389,0.0,0.201389
2,S108,B,T4,1003.958333,0.0,1003.958333
2,S340,B,T4,830.1,0.0,830.1
2,S131,B,T4,676.35,0.0,676.35
2,S140,B,T4,1285.0,0.0,1285.0
2,S308,B,T4,570.825,0.0,570.825
2,S330,B,T4,569.383333,0.0,569.383333
2,S031,B,T4,179.55,0.0,179.55
2,S346,B,T4,99.0,0.0,99.0
2,S040,B,T4,132.9375,0.0,132.9375
2,S139,B,T4,166.270856,0.0,166.270856
2,S139,B,T5,489.354144,0.0,489.354144
2,S367,B,T5,148.2,0.0,148.2
2,S364,B,T5,121.020833,0.0,121.020833
2,S055,B,T5,100.170833,0.0,100.170833
2,S397,B,T5,0.166667,0.0,0.166667
2,S180,B,T5,0.208333,0.0,0.208333
2,S098,B,T5,2.0,0.0,2.0
2,S366,B,T5,0.1875,0.0,0.1875
2,S338,B,T5,141.875,0.0,141.875
2,S224,B,T5,0.416667,0.0,0.416667
2,S260,B,T5,1.0,0.0,1.0
2,S176,B,T5,0.125,0.0,0.125
2,S138,B,T5,1.55,0.0,1.55
2,S214,B,T5,0.125,0.0,0.125
2,S092,B,T5,2.0,0.0,2.0
2,S392,B,T5,3.0,0.0,3.0
2,S175,B,T5,2.0,0.0,2.0
2,S360,B,T5,2.0,0.0,2.0
2,S174,B,T5,2.0,0.0,2.0
2,S172,B,T5,1.27474,0.0,1.27474
2,S216,B,T5,3.0,0.0,3.0
2,S256,B,T5,1.601118,0.0,1.601118
2,S202,B,T5,2.0,0.0,2.0
2,S258,B,T5,2.0,0.0,2.0
2,S088,B,T5,2.0,0.0,2.0
2,S324,B,T5,2.0,0.0,2.0
2,S169,B,T5,2.55,0.0,2.55
2,S376,B,T5,2.0,0.0,2.0
2,S141,B,T5,2.55,0.0,2.55
2,S310,B,T5,2.0,0.0,2.0
2,S191,B,T5,2.0,0.0,2.0
2,S197,B,T5,2.0,0.0,2.0
2,S388,B,T5,0.541667,0.0,0.541667
2,S146,B,T5,1.648915,0.0,1.648915
2,S333,B,T5,2.0,0.0,2.0
2,S054,B,T5,1.522861,0.0,1.522861
2,S036,B,T5,0.47449,0.0,0.47449
2,S069,B,T5,0.301786,0.0,0.301786
2,S353,B,T5,0.104167,0.0,0.104167
2,S050,B,T5,0.104167,0.0,0.104167
2,S280,B,T5,0.599722,0.0,0.599722
2,S233,B,T5,0.65424,0.0,0.65424
2,S193,B,T5,0.084167,0.0,0.084167
2,S117,B,T5,0.588115,0.0,0.588115
2,S386,B,T5,0.060467,0.0,0.060467
2,S316,B,T5,0.0625,0.0,0.0625
2,S286,B,T5,0.046528,0.0,0.046528
2,S259,B,T5,0.046528,0.0,0.046528
2,S230,B,T5,0.0625,0.0,0.0625
2,S024,B,T5,0.083333,0.0,0.083333
2,S389,B,T5,0.083333,0.0,0.083333
2,S399,B,T5,0.0625,0.0,0.0625
2,S322,B,T5,0.097701,0.0,0.097701
2,S261,B,T5,0.125,0.0,0.125
2,S120,B,T5,0.042969,0.0,0.042969
2,S321,B,T5,0.375,0.0,0.375
2,S249,B,T5,0.104167,0.0,0.104167
2,S401,B,T5,0.048132,0.0,0.048132
2,S048,B,T5,0.052083,0.0,0.052083
2,S018,B,T5,0.044355,0.0,0.044355
2,S311,B,T5,0.043683,0.0,0.043683
2,S029,B,T5,0.0625,0.0,0.0625
2,S235,B,T5,0.254032,0.0,0.254032
2,S319,B,T5,0.08871,0.0,0.08871
2,S134,B,T5,0.051587,0.0,0.051587
2,S047,B,T5,0.049107,0.0,0.049107
2,S248,B,T5,0.047917,0.0,0.047917
2,S057,B,T5,0.142045,0.0,0.142045
2,S004,B,T5,0.040404,0.0,0.040404
2,S001,B,T5,0.081667,0.0,0.081667
2,S385,B,T5,0.138021,0.0,0.138021
2,S028,B,T5,0.464912,0.0,0.464912
2,S166,B,T5,0.041667,0.0,0.041667
2,S200,B,T5,0.0625,0.0,0.0625
2,S118,B,T5,0.083333,0.0,0.083333
2,S125,B,T5,0.063802,0.0,0.063802
2,S045,B,T5,0.032292,0.0,0.032292
2,S276,B,T5,0.057018,0.0,0.057018
2,S371,B,T5,0.09375,0.0,0.09375
2,S137,B,T5,0.036184,0.0,0.036184
2,S335,B,T5,0.05787,0.0,0.05787
2,S105,B,T5,0.1,0.0,0.1
2,S179,B,T5,0.046131,0.0,0.046131
2,S240,B,T5,0.583333,0.0,0.583333
2,S077,B,T5,0.666667,0.0,0.666667
2,S153,B,T5,0.841346,0.0,0.841346
2,S361,C,T5,1488.2,0.0,1488.2
2,S268,C,T5,540.775,0.0,540.775
2,S306,C,T5,547.1,0.0,547.1
2,S194,C,T5,425.1,0.0,425.1
2,S151,C,T5,810.408333,0.0,810.408333
2,S356,C,T5,773.25,0.0,773.25
2,S247,C,T5,241.55,0.0,241.55
2,S365,C,T5,114.988961,0.0,114.988961
2,S365,C,T8,58.473539,0.0,58.473539
2,S294,C,T8,81.0,0.0,81.0
2,S284,C,T8,194.154167,0.0,194.154167
2,S218,C,T8,84.1,0.0,84.1
2,S244,C,T8,84.1,0.0,84.1
2,S080,C,T8,121.5,0.0,121.5
2,S067,C,T8,1.062747,0.0,1.062747
2,S314,C,T8,7.0,0.0,7.0
2,S003,C,T8,50.155977,0.0,50.155977
2,S213,C,T8,1.006135,0.0,1.006135
2,S076,C,T8,2.0,0.0,2.0
2,S374,C,T8,977.541667,0.0,977.541667
2,S037,C,T8,195.049628,0.0,195.049628
2,S239,C,T8,1.54454,0.0,1.54454
2,S339,C,T8,0.145833,0.0,0.145833
2,S362,C,T8,0.384662,0.0,0.384662
2,S086,C,T8,87.708333,0.0,87.708333
2,S025,C,T8,2.0,0.0,2.0
2,S351,C,T8,0.173423,0.0,0.173423
2,S113,C,T8,1.46412,0.0,1.46412
2,S110,C,T8,2.0,0.0,2.0
2,S263,C,T8,2.0,0.0,2.0
2,S186,C,T8,2.0,0.0,2.0
2,S059,C,T8,0.166667,0.0,0.166667
2,S129,C,T8,7.354167,0.0,7.354167
2,S074,C,T8,41.340887,0.0,41.340887
2,S270,C,T8,0.297414,0.0,0.297414
2,S234,C,T8,0.25,0.0,0.25
2,S245,C,T8,1.534265,0.0,1.534265
2,S126,C,T8,87.069597,0.0,87.069597
2,S210,C,T8,112.729167,0.0,112.729167
2,S267,C,T8,0.330645,0.0,0.330645
2,S253,C,T8,0.888174,0.0,0.888174
2,S149,C,T8,1.229167,0.0,1.229167
2,S331,C,T8,0.291667,0.0,0.291667
2,S023,C,T8,5.876096,0.0,5.876096
2,S342,C,T8,0.416667,0.0,0.416667
2,S301,C,T8,0.059812,0.0,0.059812
2,S070,C,T8,0.073718,0.0,0.073718
2,S133,C,T8,0.0625,0.0,0.0625
2,S349,C,T8,0.076087,0.0,0.076087
2,S236,C,T8,0.036458,0.0,0.036458
2,S379,C,T8,0.144097,0.0,0.144097
2,S359,C,T8,0.054293,0.0,0.054293
2,S060,C,T8,0.358333,0.0,0.358333
2,S279,C,T8,0.0625,0.0,0.0625
2,S011,C,T8,0.145833,0.0,0.145833
2,S357,C,T8,0.25463,0.0,0.25463
2,S094,C,T8,0.071181,0.0,0.071181
2,S013,C,T8,0.045833,0.0,0.045833
2,S032,C,T8,0.049306,0.0,0.049306
2,S271,C,T8,1.155187,0.0,1.155187
2,S041,C,T8,0.0625,0.0,0.0625
2,S398,C,T8,0.053385,0.0,0.053385
2,S171,C,T8,0.103448,0.0,0.103448
2,S020,C,T8,0.045455,0.0,0.045455
2,S107,C,T8,0.083333,0.0,0.083333
2,S220,C,T8,0.052083,0.0,0.052083
2,S085,C,T8,0.041667,0.0,0.041667
2,S325,C,T8,0.0625,0.0,0.0625
2,S061,C,T8,0.0625,0.0,0.0625
2,S207,C,T8,0.072917,0.0,0.072917
2,S063,C,T8,0.083333,0.0,0.083333
2,S391,C,T8,0.047043,0.0,0.047043
2,S313,C,T8,0.421053,0.0,0.421053
2,S380,C,T8,0.070833,0.0,0.070833
2,S334,C,T8,0.616667,0.0,0.616667
2,S326,C,T8,0.113889,0.0,0.113889
2,S177,C,T8,0.046627,0.0,0.046627
2,S006,C,T8,0.048077,0.0,0.048077
2,S164,C,T8,0.104167,0.0,0.104167
2,S084,C,T8,0.375,0.0,0.375
2,S347,C,T8,0.122024,0.0,0.122024
2,S384,C,T8,0.097588,0.0,0.097588
2,S246,C,T8,0.270833,0.0,0.270833
2,S160,C,T8,0.046875,0.0,0.046875
2,S135,C,T8,1.041667,0.0,1.041667
2,S183,C,T8,0.041667,0.0,0.041667
2,S161,C,T8,0.104167,0.0,0.104167
3,S229,A,T4,1574.55,0.0,1574.55
3,S275,A,T4,708.75,0.0,708.75
3,S329,A,T4,676.0,0.0,676.0
3,S282,A,T4,994.55,0.0,994.55
3,S352,A,T4,525.6,0.0,525.6
3,S143,A,T4,433.45,0.0,433.45
3,S266,A,T4,27.55,0.0,27.55
3,S123,A,T4,28.0,0.0,28.0
3,S348,A,T4,347.372745,0.0,347.372745
3,S189,A,T4,2.453642,0.0,2.453642
3,S307,A,T4,374.25,0.0,374.25
3,S395,A,T4,213.521959,0.0,213.521959
3,S005,A,T4,79.0,0.0,79.0
