sample,true_label,cluster,pc1,pc2,pred_prob_1
79,1,0,-0.963429,-0.481675,0.496446
80,1,0,-1.103478,-0.591325,0.341908
81,0,0,-0.824316,-0.705808,0.266073
82,0,0,-1.524023,-0.512096,0.334894
83,1,0,-1.41653,-0.440865,0.389069
84,0,0,-1.050186,0.183731,0.229141
85,0,0,-0.716597,-1.19688,0.209853
86,0,0,-1.342906,0.611393,0.276294
87,0,0,-1.524817,-0.463454,0.331825
88,0,0,-1.459065,0.663413,0.257036
89,0,0,-1.971475,1.673112,0.306846
90,1,0,-2.17669,1.903956,0.37987
91,0,0,-0.892212,-0.024581,0.177912
92,0,0,-1.483137,2.100896,0.197205
93,0,0,-1.273169,0.238157,0.226168
94,1,0,-1.559526,0.292626,0.366482
95,0,0,-1.532152,0.239955,0.305837
96,0,0,-1.270998,0.542176,0.226788
97,0,0,-0.996607,-1.215907,0.237422
98,0,0,-0.928529,-1.21393,0.227512
99,0,0,-1.410518,-1.034413,0.318863
100,0,0,-1.143894,-0.403795,0.246054
101,0,0,-1.454669,-0.299113,0.29362
102,0,0,-1.36515,0.606721,0.231604
103,0,0,-1.547176,-0.221558,0.313165
104,0,0,-1.636448,-0.177083,0.324678
105,0,0,-1.745826,-0.118131,0.351874
106,1,0,-1.703757,-0.028626,0.421753
107,0,0,-1.364385,0.3312,0.271246
108,0,0,-1.365558,0.355922,0.273469
109,0,0,-1.887894,0.863669,0.368826
110,0,0,-1.762868,0.85127,0.351754
111,0,0,-1.280575,0.270439,0.23916
112,0,0,-1.211201,-0.210601,0.24354
113,0,0,-1.304375,-0.141395,0.26802
114,0,0,-1.307922,-0.12398,0.276357
115,0,0,-1.339021,-0.112902,0.2536
116,0,0,-1.645521,0.483496,0.340149
117,0,0,-1.385379,0.409955,0.265402
118,0,0,-1.594239,-0.945231,0.375383
119,0,0,-1.482748,0.446124,0.276678
120,0,0,-1.721142,0.559089,0.338838
121,0,0,-1.741274,0.599561,0.36024
122,1,0,-1.693381,0.331912,0.346978
123,0,0,-1.299501,0.626055,0.225396
124,1,0,-1.741418,0.381707,0.366876
125,1,0,-1.996076,1.841481,0.360679
126,0,0,-1.409103,0.266604,0.278213
127,0,0,-1.634235,0.159704,0.334192
128,1,0,-1.678164,0.201653,0.349635
129,1,0,-1.621272,0.224996,0.354097
130,1,1,0.593492,3.995106,0.999996
131,1,1,1.268399,-1.321436,0.520503
132,1,1,0.438183,-1.215233,0.372183
133,0,1,0.616015,-1.407324,0.188904
134,0,1,0.653059,-1.391524,0.195336
135,0,1,0.723723,-1.234467,0.406368
136,0,1,1.095677,-1.179501,0.587677
137,0,1,1.058785,-1.166562,0.56577
138,0,1,0.835588,-1.301482,0.250881
