route_id,start_milepost,end_milepost,av_share,mixed_vc_ratio,mixed_speed_mph,vehicle_hours_saved
90,2.04,2.4,0.0,0.44,59.66455726734674,0.0
90,2.4,2.54,0.0,0.23,59.97482487754717,0.0
90,2.54,2.79,0.0,0.23,59.97482487754717,0.0
90,2.79,3.94,0.0,0.605,58.81798523460336,0.0
90,3.94,5.82,0.0,0.88,55.048179340920335,0.0
90,5.82,6.56,0.0,0.88,55.048179340920335,0.0
90,6.56,6.85,0.0,0.8733333333333333,55.18463124665101,0.0
90,6.85,7.64,0.0,0.8266666666666667,56.07210538923277,0.0
90,7.64,8.7,0.0,1.0066666666666666,51.99125744489356,0.0
90,8.7,9.61,0.0,1.08,49.83085150002291,0.0
90,9.61,9.87,0.0,0.6666666666666666,58.273381294964025,0.0
90,9.87,10.15,0.0,0.5,59.44272445820434,0.0
90,10.15,11.64,0.0,0.9733333333333334,52.880735435164276,0.0
90,11.64,12.34,0.0,0.6733333333333333,58.20537060575167,0.0
90,12.34,13.3,0.0,0.8666666666666667,55.31864907761275,0.0
90,13.3,14.32,0.0,0.7866666666666666,56.740525372365674,0.0
90,14.32,15.36,0.0,0.8533333333333334,55.57941191644373,0.0
90,15.37,16.31,0.0,0.5733333333333334,59.04305094348498,0.0
90,16.31,16.85,0.0,0.6466666666666666,58.46637448999237,0.0
90,16.85,18.0,0.0,0.46,59.59971733204996,0.0
90,18.0,18.38,0.0,0.42,59.721248445147346,0.0
90,18.38,19.97,0.0,0.47333333333333333,59.551612862489755,0.0
90,19.97,20.75,0.0,0.46,59.59971733204996,0.0
90,20.75,22.22,0.0,0.46,59.59971733204996,0.0
90,22.22,22.86,0.0,0.38666666666666666,59.79949016555244,0.0
90,22.86,25.37,0.0,0.42,59.721248445147346,0.0
405,0.0,0.09,0.0,0.5,59.44272445820434,0.0
405,0.09,0.37,0.0,0.7333333333333333,57.50537426769391,0.0
405,0.37,0.54,0.0,1.1266666666666667,48.32092861162863,0.0
405,0.54,0.75,0.0,1.1733333333333333,46.71805570970847,0.0
405,0.75,1.22,0.0,1.04,51.04303099017055,0.0
405,1.22,2.26,0.0,1.1266666666666667,48.32092861162863,0.0
405,2.26,2.8,0.0,0.62,58.698966521733176,0.0
405,2.8,3.3,0.0,1.0133333333333334,51.806249632521,0.0
405,3.3,3.69,0.0,1.72,25.942360750954283,0.0
405,3.69,4.5,0.0,1.3,42.00459950364565,0.0
405,4.5,4.79,0.0,1.38,38.85982919198348,0.0
405,4.79,5.19,0.0,1.53,32.93135272392286,0.0
405,5.19,5.89,0.0,1.33,40.83435249440077,0.0
405,5.89,6.34,0.0,1.48,34.890256280934636,0.0
405,6.34,6.72,0.0,1.44,36.47477291876308,0.0
405,6.72,7.2,0.0,1.54,32.54373227828347,0.0
405,7.2,7.69,0.0,1.45,36.077727208412576,0.0
405,7.69,8.98,0.0,1.52,33.3205192982496,0.0
405,8.98,9.59,0.0,1.51,33.71111504313187,0.0
405,9.59,9.96,0.0,1.61,29.882749630517665,0.0
405,9.96,10.56,0.0,1.47,35.28533115334598,0.0
405,10.56,10.93,0.0,1.77,24.269298332678193,0.0
405,10.93,11.69,0.0,0.51,59.39724851244949,0.0
405,11.69,12.44,0.0,0.975,52.83768375349411,0.0
405,12.44,12.99,0.0,1.0114285714285713,51.85934812418839,0.0
405,12.99,13.42,0.0,1.0971428571428572,49.287703954785805,0.0
405,13.42,13.78,0.0,0.94,53.70990690619385,0.0
405,13.78,14.83,0.0,1.0533333333333332,50.64777508891088,0.0
405,14.83,15.76,0.0,0.8666666666666667,55.31864907761275,0.0
405,15.76,17.05,0.0,1.2333333333333334,44.541219255389045,0.0
405,17.05,17.62,0.0,1.14,47.871932088136724,0.0
405,17.62,17.78,0.0,1.2333333333333334,44.541219255389045,0.0
405,17.78,18.6,0.0,1.0733333333333333,50.03832267103452,0.0
405,18.6,19.51,0.0,1.2866666666666666,42.519792166926244,0.0
405,19.51,20.27,0.0,1.12,48.542593420285755,0.0
405,20.27,21.28,0.0,0.88,55.048179340920335,0.0
405,21.28,22.32,0.0,1.0933333333333333,49.409588165944044,0.0
405,22.32,23.47,0.0,1.0133333333333334,51.806249632521,0.0
405,23.47,23.88,0.0,0.7466666666666667,57.32724362377917,0.0
405,23.88,24.09,0.0,0.8266666666666667,56.07210538923277,0.0
405,24.09,24.28,0.0,0.7733333333333333,56.94498289245607,0.0
405,24.28,24.83,0.0,0.7133333333333334,57.75681759827791,0.0
405,24.83,26.31,0.0,0.8533333333333334,55.57941191644373,0.0
405,26.31,27.4,0.0,0.6066666666666667,58.80516680873845,0.0
405,27.4,29.88,0.0,0.7933333333333333,56.634898304465004,0.0
405,29.88,30.21,0.0,0.3333333333333333,59.88909426987062,0.0
405,30.21,30.32,0.0,0.23333333333333334,59.97333407868094,0.0
520,0.0,0.36,0.0,0.48,59.52601671071486,0.0
520,0.36,0.85,0.0,0.79,56.687996893883245,0.0
520,0.85,1.43,0.0,0.45,59.633199914401516,0.0
520,1.43,1.63,0.0,0.61,58.7792282277831,0.0
520,1.63,4.4,0.0,0.68,58.13547531502606,0.0
520,4.4,5.39,0.0,0.61,58.7792282277831,0.0
520,5.39,5.6,0.0,0.77,56.994694738606896,0.0
520,5.6,6.52,0.0,0.62,58.698966521733176,0.0
520,6.52,6.93,0.0,0.77,56.994694738606896,0.0
520,6.93,9.6,0.0,1.09,49.51568536898847,0.0
520,9.6,9.72,0.0,0.95,53.46755174029919,0.0
520,9.72,11.35,0.0,0.68,58.13547531502606,0.0
520,11.35,12.05,0.0,0.91,54.403883695952295,0.0
520,12.05,12.38,0.0,0.78,56.843880850587276,0.0
520,12.38,12.83,0.0,0.37,59.831798365415516,0.0
5,100.93,101.87,0.1,0.4188819075237635,59.724191308854635,0.02733346367904943
5,101.87,103.17,0.1,0.5477686483003061,59.20052388088839,0.14455662921893975
5,103.17,103.42,0.1,0.6959884001933301,57.960011461194455,0.09205742398391337
5,103.42,104.81,0.1,0.6508780409215402,58.42708957343493,0.3661185224901544
5,104.81,105.63,0.1,0.795415314506663,56.60144301691266,0.686814074320651
5,105.63,106.23,0.1,0.6794172478077747,58.14166090313737,0.2285018291551495
5,106.23,107.09,0.1,0.7898915970448112,56.68971412354937,0.6956511572415565
5,107.09,107.74,0.1,0.5993233446109232,58.86089721210769,0.15110083625279458
5,107.74,108.46,0.1,0.652489125181247,58.411872026907346,0.2560038073893196
5,108.46,108.94,0.1,0.6407512255748119,58.5203601097324,0.13637791825982504
5,108.94,109.52,0.1,0.644433703882713,58.48691625240613,0.14535434734753494
5,109.52,111.43,0.1,0.7668761076204286,57.04077811822671,1.1422685145871583
5,111.43,112.43,0.1,0.5735459964556147,59.04165302229112,0.13994264082055707
5,112.43,113.85,0.1,0.6766553890768487,58.17077842718049,0.4541871800679331
5,113.85,114.65,0.1,0.6508780409215402,58.42708957343493,0.21071569639720877
5,114.65,116.42,0.1,0.7604317705816014,57.134309681336994,1.0148067207985605
5,116.42,117.25,0.1,0.7604317705816014,57.134309681336994,0.47586981822759356
5,117.25,117.78,0.1,0.8248751409698727,56.103840625607376,0.45637910226234624
5,117.78,118.4,0.1,0.7733204446592556,56.94517618272161,0.38663213852917266
5,118.4,118.67,0.1,0.8313194780086999,55.98888681637478,0.24171986751372998
5,118.67,119.38,0.1,0.7475430965039471,57.31523500206554,0.3737217094854657
5,119.38,120.46,0.1,0.8055421298533914,56.43551503141432,0.8259882177699325
5,120.46,121.4,0.1,0.7475430965039471,57.31523500206554,0.4947864886145652
5,121.4,122.4,0.1,0.8764298372804897,55.12155578522144,1.165989323383755
5,122.4,123.09,0.1,0.7990977928145642,56.541721155506515,0.5069411531945462
5,123.09,123.28,0.1,0.8957628483969712,54.715833835909294,0.24707433441546556
5,123.28,123.94,0.1,0.652489125181247,58.411872026907346,0.23467015677355363
5,123.94,124.33,0.1,0.7346544224262929,57.48810411441392,0.25091558206732145
5,124.33,125.09,0.1,0.6621556307394877,58.318345553691124,0.29084494066330535
5,125.09,125.6,0.1,0.7201546640889318,57.67315177680419,0.29699326691531525
5,125.6,126.2,0.1,0.637989366843886,58.54509205847443,0.19066281108580085
5,126.2,127.13,0.1,0.7153214113098115,57.732654594899685,0.5236445779098631
5,127.13,128.06,0.1,0.5316578057032383,59.289445449123335,0.118765816769141
5,128.06,128.59,0.1,0.8554857419043016,55.53797116492353,0.730108302112555
5,128.59,129.36,0.1,0.8168197196713388,56.244431836078455,0.8417232699824666
5,129.36,130.02,0.1,0.778153697438376,56.87210542522232,0.566132909301416
5,130.02,130.31,0.1,0.9618173030449493,53.17407453101957,0.7176430204333073
5,130.31,131.22,0.1,0.8699855002416627,55.25223547769827,1.3634807263241413
5,131.22,131.35,0.1,0.9521507974867085,53.41470769281895,0.3058578057703052
5,131.35,132.89,0.1,0.7401781398881447,57.41499373756008,0.9000312441478684
5,132.89,133.66,0.1,0.9058896637436995,54.49509428734653,1.2357278618124923
5,133.66,134.18,0.1,0.9390319685148105,53.73307542213066,0.998759271464948
5,134.18,134.61,0.1,1.242836428916661,44.18626519326477,3.3542383457407396
5,134.61,134.97,0.1,1.1544569495270316,47.37683467541845,1.941989174744002
5,134.97,135.32,0.1,0.9887454256714769,52.47689173785775,0.8700537287856349
5,135.32,136.51,0.1,0.9908168197196714,52.42163828889053,3.4163420942425375
5,136.51,137.15,0.1,0.9328177863702272,53.88057325681076,1.3589754288339009
5,137.15,138.04,0.1,0.8216529724504592,56.160489443789054,1.0020276346532313
5,138.04,141.64,0.1,0.9183180280328661,54.216446594268874,7.068310041710106
5,141.64,142.76,0.1,0.5297245045915902,59.29960455942073,0.17556012923576247
5,142.76,143.67,0.1,0.6959884001933301,57.960011461194455,0.5584817055023876
5,143.67,144.61,0.1,0.6225229579507008,58.67812920488321,0.33026478374374335
5,144.61,146.49,0.1,0.7423876268728854,57.38534060260436,1.5931953354037205
5,146.49,147.28,0.1,0.6959884001933301,57.960011461194455,0.48483576631525693
5,147.28,149.83,0.1,0.7849202513291446,56.76781947791903,2.855126818478425
5,149.83,151.5,0.1,0.8197196713388111,56.19421461621435,2.3227411242639846
5,151.5,152.03,0.1,0.8313194780086999,55.98888681637478,0.7908119122362791
5,152.03,152.72,0.1,0.7539874335427743,57.225789063280786,0.6318691919326369
5,152.72,155.18,0.1,0.8661188980183664,55.329552690317136,4.505886336384492
5,155.18,155.59,0.1,1.3201684733825865,41.2193735314111,4.3250012251398715
5,155.59,156.29,0.1,0.7389506471188443,57.431366489973854,0.5216452657099211
5,156.29,157.7,0.1,0.9231512808119865,54.10577894805141,2.842045551172532
5,157.7,157.85,0.1,0.9328177863702272,53.88057325681076,0.3185098661329526
5,157.85,158.32,0.1,0.9086515224746254,54.43390999947093,0.8752501416157799
5,158.32,160.74,0.1,0.9956500724987917,52.291818642240095,7.118632176297524
5,160.74,162.24,0.1,0.9328177863702272,53.88057325681076,3.1850986613293912
5,162.24,162.79,0.1,1.1406476558724021,47.84993368094195,3.192771144885228
5,162.79,163.36,0.1,1.1986466892218464,45.81414277276848,3.1800914460588814
5,163.36,163.48,0.1,1.8405026582890285,22.048912372138116,4.762018161619956
5,163.48,164.22,0.1,1.8714354760753988,21.127615699095074,31.917845318940465
5,164.22,165.29,0.1,1.152247462542291,47.45304394787502,4.083571233804292
5,165.29,165.67,0.1,0.5993233446109232,58.86089721210769,0.08833587350163441
5,165.67,165.96,0.1,0.889318511358144,54.85335964806481,0.4849893460586401
5,165.96,166.15,0.1,1.000483325277912,52.160750143129064,0.5725987738383012
5,166.15,166.66,0.1,0.9328177863702272,53.88057325681076,1.0829335448519686
5,166.66,167.35,0.1,0.9231512808119865,54.10577894805141,1.3907882484461283
5,167.35,167.39,0.1,1.0584823586273562,50.49275246785562,0.159781189873887
5,167.39,167.8,0.1,1.0149830836152731,51.76010587687697,1.3277778389134482
5,167.8,168.31,0.1,0.7588206863218946,57.15737119604269,0.38575674065359067
5,168.31,168.56,0.1,0.9183180280328661,54.216446594268874,0.49085486400764466
5,168.56,169.01,0.1,0.9956500724987917,52.291818642240095,1.3237125947660218
5,169.01,169.71,0.1,0.8361527307878202,55.90121660031264,0.8601489056065219
5,169.71,170.04,0.1,0.8264862252295795,56.07530947329207,0.3825952530151824
5,170.04,170.5,0.1,0.9134847752537457,54.32582361079088,0.8796541136731406
5,170.5,170.91,0.1,1.0246495891735137,51.486870577433756,1.0441659099445388
5,170.91,171.22,0.1,1.1084259706782664,48.922813757257344,1.1695100555336353
5,171.22,171.76,0.1,0.9988722410182053,52.20457808496654,1.2107438802306802
5,171.76,172.52,0.1,1.1406476558724021,47.84993368094195,3.308871913790341
5,172.52,173.15,0.1,1.2050910262606733,45.58051128688776,3.6103442476737655
5,173.15,173.51,0.1,1.029482841952634,51.34843079223695,1.2515425040479897
5,173.51,174.27,0.1,0.9569840502658289,53.295030967912616,1.8339379141316385
5,174.27,175.1,0.1,0.8361527307878202,55.90121660031264,1.0198908452191233
5,175.1,175.28,0.1,1.2502013855324634,43.90949689097895,1.2395989127246416
5,175.28,175.52,0.1,1.2437570484936362,44.151747652817214,1.6106375452846677
5,175.52,175.79,0.1,1.2502013855324634,43.90949689097895,1.8593983690867617
5,175.79,176.55,0.1,1.1148703077170936,48.71183929615955,2.951509190031871
5,176.55,177.17,0.1,1.2115353632995005,45.34552984652774,3.6490596920738483
5,177.17,178.61,0.1,1.0439826002899952,50.925909702920244,4.026591725056193
5,178.61,179.17,0.1,1.1793136781053648,46.50655671826435,2.880338354770771
5,179.17,179.61,0.1,1.0697599484453038,50.14864825018415,1.3899307034980666
5,179.61,180.36,0.1,1.2566457225712904,43.666176615863485,5.299493356922937
5,180.36,181.31,0.1,1.1019816336394392,49.13192832335868,3.4810013293413817
5,181.31,182.59,0.1,1.0182052521346867,51.66956969332501,3.158605856684545
5,182.59,183.19,0.1,0.9086515224746254,54.43390999947093,0.8380054547385072
5,183.19,183.59,0.1,1.2630900596101176,43.4218282818918,2.8996152821567023
5,183.59,184.47,0.1,1.0439826002899952,50.925909702920244,2.460694943089834
5,184.47,186.18,0.1,1.1986466892218464,45.81414277276848,9.540274338176346
5,186.18,186.87,0.1,0.9795392299017238,52.719666871002524,1.4030303392330552
5,186.87,187.55,0.1,1.1470919929112293,47.63011002475072,3.0451518642552315
5,187.55,188.69,0.1,1.1148703077170936,48.71183929615955,4.427263785047643
5,188.69,189.97,0.1,0.8313194780086999,55.98888681637478,1.1459312237688124
5,189.97,192.47,0.1,0.9521507974867085,53.41470769281895,5.881880880198423
5,192.47,192.94,0.1,0.8948422288199959,54.7356205116327,0.7093912118695229
5,192.94,193.35,0.1,1.0329351653662915,51.24880685206959,1.2682496839570163
5,193.35,193.65,0.1,0.9611268383622178,53.1914322706417,0.6472623854910111
5,193.65,194.44,0.1,0.8313194780086999,55.98888681637478,0.7072544271698149
5,194.44,194.56,0.1,0.9988722410182053,52.20457808496654,0.26905419560683264
5,194.56,198.61,0.1,0.8635411632028355,55.38064395436578,4.3850954082774365
5,198.61,198.95,0.1,0.9795392299017238,52.719666871002524,0.6913482831002966
5,198.95,199.58,0.1,0.7797647816980828,56.84748625054476,0.4095127547577988
5,199.58,200.25,0.1,0.8764298372804897,55.12155578522144,0.7812128466671027
5,200.25,201.19,0.1,0.7217657483486386,57.65307708636458,0.41516238561204943
5,201.19,202.18,0.1,0.7862091187369099,56.74769128442209,0.670554960899068
5,202.18,202.87,0.1,0.6186563557274045,58.70996644416528,0.14099551163827329
5,202.87,205.53,0.1,0.6959884001933301,57.960011461194455,0.9794909911888112
5,205.53,206.6,0.1,0.47688094087320765,59.53812307978892,0.059503485821160496
5,206.6,208.46,0.1,0.5735459964556147,59.04165302229112,0.2602933119262474
5,208.46,209.09,0.1,0.47688094087320765,59.53812307978892,0.03503476267975003
5,209.09,210.05,0.1,0.5348799742226519,59.27227348654767,0.09476800251123052
5,210.05,210.79,0.1,0.5026582890285162,59.43089172525754,0.05354325448188746
5,210.79,212.37,0.1,0.5284356371838247,59.306317701705446,0.14680010991659742
5,212.37,213.08,0.1,0.39310455936845495,59.785848077725255,0.015028220398935588
5,213.08,214.8,0.1,0.41243757048493634,59.74070479797374,0.04628372971056649
5,214.8,215.51,0.1,0.3866602223296278,59.799503487651286,0.013836129957446985
5,215.51,218.33,0.1,0.3995488964072821,59.77151103216173,0.06474520163081365
90,1.94,2.04,0.1,0.10053165780570324,59.99908072122563,1.9294866479002692e-06
90,2.04,2.4,0.1,0.4253262445625906,59.706907595847596,0.007532357968820236
90,2.4,2.54,0.1,0.222329627839536,59.97801772020777,0.00011432265026911637
90,2.54,2.79,0.1,0.222329627839536,59.97801772020777,0.00020414758976672331
90,2.79,3.94,0.1,0.5848235862735621,58.9653635880626,0.23652103860172247
90,3.94,5.82,0.1,0.8506524891251812,55.6306754898612,1.8881110641846988
90,5.82,6.56,0.1,0.8506524891251812,55.6306754898612,0.7431926529237671
90,6.56,6.85,0.1,0.8442081520863541,55.75231474654993,0.2803848269610931
90,6.85,7.64,0.1,0.7990977928145642,56.541721155506515,0.5804108855415961
90,7.64,8.7,0.1,0.9730948928628967,52.88688225697066,2.085406071470885
90,8.7,9.61,0.1,1.0439826002899952,50.925909702920244,2.544582270695173
90,9.61,9.87,0.1,0.644433703882713,58.48691625240613,0.06515884536268501
90,9.87,10.15,0.1,0.4833252779120348,59.51285296159217,0.016651922470241942
90,10.15,11.64,0.1,0.940873207668761,53.68896358138869,2.4771401540622264
90,11.64,12.34,0.1,0.6508780409215402,58.42708957343493,0.18437623434755324
90,12.34,13.3,0.1,0.837763815047527,55.87171515183609,0.893280855553769
90,13.3,14.32,0.1,0.7604317705816014,57.134309681336994,0.5848038730025849
90,14.32,15.36,0.1,0.8248751409698727,56.103840625607376,0.8955363516091381
90,15.37,16.31,0.1,0.5542129853391332,59.16276664399963,0.1108205092945056
90,16.31,16.85,0.1,0.6251006927662317,58.65659176963298,0.11621239806792971
90,16.85,18.0,0.1,0.444659255679072,59.650205841589234,0.04507578782063604
90,18.0,18.38,0.1,0.4059932334461092,59.75647061078861,0.00945118742703599
90,18.38,19.97,0.1,0.45754792975672626,59.60812899748808,0.07189337962930153
90,19.97,20.75,0.1,0.444659255679072,59.650205841589234,0.0305731430435614
90,20.75,22.22,0.1,0.444659255679072,59.650205841589234,0.05761861573594729
90,22.22,22.86,0.1,0.37377154825197356,59.824854948507074,0.010527372098184884
90,22.86,25.37,0.1,0.4059932334461092,59.75647061078861,0.06242758011016747
405,0.0,0.09,0.1,0.4833252779120348,59.51285296159217,0.005352403651149196
405,0.09,0.37,0.1,0.7088770742709843,57.81032143230459,0.11301120066391235
405,0.37,0.54,0.1,1.089092959561785,49.54446610909924,0.5873303945749058
405,0.54,0.75,0.1,1.134203318833575,48.068050142640345,0.888756245605208
405,0.75,1.22,0.1,1.0053165780570323,52.028438068570274,1.0882304694698135
405,1.22,2.26,0.1,1.089092959561785,49.54446610909924,3.593080060928827
