month,mean_star_rating,review_count,low_rating_share,product_file
2007-05-01,4.0,18,0.16666666666666666,hair_dryer.tsv
2007-06-01,3.4285714285714284,14,0.35714285714285715,hair_dryer.tsv
2007-07-01,3.5555555555555554,9,0.2222222222222222,hair_dryer.tsv
2007-08-01,3.6153846153846154,13,0.23076923076923078,hair_dryer.tsv
2007-09-01,4.4,10,0.1,hair_dryer.tsv
2007-10-01,3.5833333333333335,12,0.25,hair_dryer.tsv
2007-11-01,4.75,8,0.0,hair_dryer.tsv
2007-12-01,4.32,25,0.12,hair_dryer.tsv
2008-01-01,4.076923076923077,26,0.19230769230769232,hair_dryer.tsv
2008-02-01,4.068965517241379,29,0.13793103448275862,hair_dryer.tsv
2008-03-01,3.923076923076923,26,0.19230769230769232,hair_dryer.tsv
2008-04-01,3.0,18,0.4444444444444444,hair_dryer.tsv
2008-05-01,3.6842105263157894,19,0.21052631578947367,hair_dryer.tsv
2008-06-01,3.6315789473684212,19,0.2631578947368421,hair_dryer.tsv
2008-07-01,3.3076923076923075,13,0.3076923076923077,hair_dryer.tsv
2008-08-01,3.9285714285714284,14,0.21428571428571427,hair_dryer.tsv
2008-09-01,3.8333333333333335,12,0.16666666666666666,hair_dryer.tsv
2008-10-01,3.473684210526316,19,0.2631578947368421,hair_dryer.tsv
2008-11-01,3.761904761904762,21,0.2857142857142857,hair_dryer.tsv
2008-12-01,3.9411764705882355,17,0.17647058823529413,hair_dryer.tsv
2009-01-01,3.8461538461538463,26,0.19230769230769232,hair_dryer.tsv
2009-02-01,3.78125,32,0.25,hair_dryer.tsv
2009-03-01,3.774193548387097,31,0.22580645161290322,hair_dryer.tsv
2009-04-01,4.37037037037037,27,0.1111111111111111,hair_dryer.tsv
2009-05-01,4.2368421052631575,38,0.07894736842105263,hair_dryer.tsv
2009-06-01,4.444444444444445,18,0.05555555555555555,hair_dryer.tsv
2009-07-01,3.769230769230769,13,0.23076923076923078,hair_dryer.tsv
2009-08-01,4.0,23,0.17391304347826086,hair_dryer.tsv
2009-09-01,3.88,25,0.16,hair_dryer.tsv
2009-10-01,4.076923076923077,26,0.11538461538461539,hair_dryer.tsv
2009-11-01,3.0,9,0.4444444444444444,hair_dryer.tsv
2009-12-01,3.8181818181818183,33,0.24242424242424243,hair_dryer.tsv
2010-01-01,4.25,24,0.08333333333333333,hair_dryer.tsv
2010-02-01,4.222222222222222,27,0.14814814814814814,hair_dryer.tsv
2010-03-01,3.8727272727272726,55,0.2,hair_dryer.tsv
2010-04-01,3.4444444444444446,27,0.2962962962962963,hair_dryer.tsv
2010-05-01,3.739130434782609,46,0.30434782608695654,hair_dryer.tsv
2010-06-01,3.689655172413793,29,0.27586206896551724,hair_dryer.tsv
2010-07-01,3.4782608695652173,23,0.30434782608695654,hair_dryer.tsv
2010-08-01,3.9272727272727272,165,0.19393939393939394,hair_dryer.tsv
2010-09-01,3.25,36,0.3611111111111111,hair_dryer.tsv
2010-10-01,3.727272727272727,44,0.25,hair_dryer.tsv
2010-11-01,3.945945945945946,37,0.21621621621621623,hair_dryer.tsv
2010-12-01,4.08955223880597,67,0.16417910447761194,hair_dryer.tsv
2011-01-01,3.7966101694915255,59,0.2033898305084746,hair_dryer.tsv
2011-02-01,3.6973684210526314,76,0.25,hair_dryer.tsv
2011-03-01,4.0638297872340425,47,0.1276595744680851,hair_dryer.tsv
2011-04-01,3.6136363636363638,44,0.25,hair_dryer.tsv
2011-05-01,3.883720930232558,43,0.23255813953488372,hair_dryer.tsv
2011-06-01,3.810810810810811,37,0.24324324324324326,hair_dryer.tsv
2011-07-01,3.9696969696969697,99,0.18181818181818182,hair_dryer.tsv
2011-08-01,4.023809523809524,42,0.14285714285714285,hair_dryer.tsv
2011-09-01,3.789473684210526,38,0.2631578947368421,hair_dryer.tsv
2011-10-01,3.6153846153846154,39,0.28205128205128205,hair_dryer.tsv
2011-11-01,3.9318181818181817,44,0.22727272727272727,hair_dryer.tsv
2011-12-01,4.03030303030303,66,0.10606060606060606,hair_dryer.tsv
2012-01-01,4.127272727272727,110,0.15454545454545454,hair_dryer.tsv
2012-02-01,3.8181818181818183,66,0.19696969696969696,hair_dryer.tsv
2012-03-01,4.085106382978723,47,0.14893617021276595,hair_dryer.tsv
2012-04-01,3.42,50,0.32,hair_dryer.tsv
2012-05-01,3.981132075471698,53,0.1509433962264151,hair_dryer.tsv
2012-06-01,3.807017543859649,57,0.19298245614035087,hair_dryer.tsv
2012-07-01,3.88,50,0.2,hair_dryer.tsv
2012-08-01,3.6346153846153846,52,0.28846153846153844,hair_dryer.tsv
2012-09-01,3.7,70,0.2571428571428571,hair_dryer.tsv
2012-10-01,4.014925373134329,67,0.19402985074626866,hair_dryer.tsv
2012-11-01,4.043478260869565,92,0.13043478260869565,hair_dryer.tsv
2012-12-01,4.2745098039215685,204,0.12745098039215685,hair_dryer.tsv
2013-01-01,4.2591093117408905,247,0.10931174089068826,hair_dryer.tsv
2013-02-01,4.28042328042328,189,0.1111111111111111,hair_dryer.tsv
2013-03-01,4.29608938547486,179,0.07262569832402235,hair_dryer.tsv
2013-04-01,4.093023255813954,172,0.1511627906976744,hair_dryer.tsv
2013-05-01,4.10752688172043,186,0.12365591397849462,hair_dryer.tsv
2013-06-01,4.101910828025478,157,0.1464968152866242,hair_dryer.tsv
2013-07-01,4.036764705882353,136,0.16176470588235295,hair_dryer.tsv
2013-08-01,4.166666666666667,150,0.14,hair_dryer.tsv
2013-09-01,4.154929577464789,142,0.1056338028169014,hair_dryer.tsv
2013-10-01,4.228426395939087,197,0.116751269035533,hair_dryer.tsv
2013-11-01,3.9404761904761907,168,0.19642857142857142,hair_dryer.tsv
2013-12-01,4.148471615720524,229,0.13973799126637554,hair_dryer.tsv
2014-01-01,4.190476190476191,252,0.14285714285714285,hair_dryer.tsv
2014-02-01,4.195876288659794,194,0.11855670103092783,hair_dryer.tsv
2014-03-01,4.106299212598425,254,0.14566929133858267,hair_dryer.tsv
2014-04-01,4.170212765957447,188,0.1276595744680851,hair_dryer.tsv
2014-05-01,4.226600985221675,203,0.10344827586206896,hair_dryer.tsv
2014-06-01,4.152284263959391,197,0.14213197969543148,hair_dryer.tsv
2014-07-01,4.102649006622516,302,0.15562913907284767,hair_dryer.tsv
2014-08-01,4.166666666666667,282,0.1347517730496454,hair_dryer.tsv
2014-09-01,4.231270358306189,307,0.13680781758957655,hair_dryer.tsv
2014-10-01,4.2243589743589745,312,0.11538461538461539,hair_dryer.tsv
2014-11-01,4.326086956521739,322,0.10248447204968944,hair_dryer.tsv
2014-12-01,4.105793450881612,397,0.14357682619647355,hair_dryer.tsv
2015-01-01,4.215730337078652,445,0.11910112359550562,hair_dryer.tsv
2015-02-01,4.27789046653144,493,0.10953346855983773,hair_dryer.tsv
2015-03-01,4.365957446808511,470,0.08723404255319149,hair_dryer.tsv
2015-04-01,4.266467065868263,334,0.10479041916167664,hair_dryer.tsv
2015-05-01,4.211838006230529,321,0.1277258566978193,hair_dryer.tsv
2015-06-01,4.195845697329377,337,0.12462908011869436,hair_dryer.tsv
2015-07-01,4.153424657534247,365,0.14246575342465753,hair_dryer.tsv
2015-08-01,4.119047619047619,378,0.1455026455026455,hair_dryer.tsv
2004-06-01,4.0,3,0.0,microwave.tsv
2004-07-01,3.0,1,0.0,microwave.tsv
2004-09-01,1.3333333333333333,3,1.0,microwave.tsv
2004-11-01,3.0,2,0.5,microwave.tsv
2004-12-01,3.0,1,0.0,microwave.tsv
2005-01-01,5.0,1,0.0,microwave.tsv
2005-07-01,5.0,1,0.0,microwave.tsv
2005-10-01,4.0,3,0.0,microwave.tsv
2005-11-01,5.0,1,0.0,microwave.tsv
2005-12-01,2.0,1,1.0,microwave.tsv
2006-06-01,1.0,1,1.0,microwave.tsv
2007-01-01,5.0,1,0.0,microwave.tsv
2007-02-01,4.5,2,0.0,microwave.tsv
2007-03-01,5.0,1,0.0,microwave.tsv
2007-06-01,5.0,1,0.0,microwave.tsv
2007-07-01,4.0,1,0.0,microwave.tsv
2007-08-01,3.0,2,0.5,microwave.tsv
2007-09-01,4.0,1,0.0,microwave.tsv
2007-11-01,4.5,2,0.0,microwave.tsv
2007-12-01,5.0,3,0.0,microwave.tsv
2008-02-01,3.6666666666666665,3,0.3333333333333333,microwave.tsv
2008-03-01,3.0,1,0.0,microwave.tsv
2008-04-01,2.0,1,1.0,microwave.tsv
2008-05-01,3.4,5,0.4,microwave.tsv
2008-07-01,2.6666666666666665,3,0.6666666666666666,microwave.tsv
2008-08-01,3.6666666666666665,3,0.3333333333333333,microwave.tsv
2008-10-01,3.875,8,0.25,microwave.tsv
2008-12-01,4.0,1,0.0,microwave.tsv
2009-04-01,5.0,1,0.0,microwave.tsv
2009-07-01,1.0,1,1.0,microwave.tsv
2009-08-01,1.0,1,1.0,microwave.tsv
2009-10-01,5.0,3,0.0,microwave.tsv
2009-11-01,1.0,2,1.0,microwave.tsv
2009-12-01,2.25,4,0.5,microwave.tsv
2010-02-01,3.2857142857142856,7,0.42857142857142855,microwave.tsv
2010-03-01,3.0,4,0.5,microwave.tsv
2010-04-01,2.0,4,0.75,microwave.tsv
2010-05-01,4.0,1,0.0,microwave.tsv
2010-06-01,3.0,1,0.0,microwave.tsv
2010-07-01,2.5,2,0.5,microwave.tsv
2010-08-01,3.0,5,0.6,microwave.tsv
2010-09-01,3.0,1,0.0,microwave.tsv
2010-11-01,3.0,2,0.5,microwave.tsv
2010-12-01,4.5,2,0.0,microwave.tsv
2011-01-01,3.0,6,0.5,microwave.tsv
2011-02-01,1.8333333333333333,6,0.8333333333333334,microwave.tsv
2011-03-01,2.6666666666666665,3,0.3333333333333333,microwave.tsv
2011-04-01,3.5555555555555554,9,0.3333333333333333,microwave.tsv
2011-05-01,1.6666666666666667,3,0.6666666666666666,microwave.tsv
2011-06-01,1.25,4,1.0,microwave.tsv
2011-07-01,1.8,5,0.6,microwave.tsv
2011-08-01,3.2,5,0.4,microwave.tsv
2011-09-01,2.5714285714285716,7,0.5714285714285714,microwave.tsv
2011-10-01,5.0,2,0.0,microwave.tsv
2011-11-01,2.5,6,0.5,microwave.tsv
2011-12-01,2.3636363636363638,11,0.5454545454545454,microwave.tsv
2012-01-01,3.111111111111111,9,0.4444444444444444,microwave.tsv
2012-02-01,2.5,6,0.6666666666666666,microwave.tsv
2012-03-01,2.1666666666666665,6,0.6666666666666666,microwave.tsv
2012-04-01,3.210526315789474,19,0.3157894736842105,microwave.tsv
2012-05-01,2.888888888888889,9,0.5555555555555556,microwave.tsv
2012-06-01,2.8666666666666667,15,0.4666666666666667,microwave.tsv
2012-07-01,3.0,6,0.5,microwave.tsv
2012-08-01,2.6875,16,0.5625,microwave.tsv
2012-09-01,3.25,12,0.3333333333333333,microwave.tsv
2012-10-01,3.0,11,0.45454545454545453,microwave.tsv
2012-11-01,2.772727272727273,22,0.5454545454545454,microwave.tsv
2012-12-01,3.1578947368421053,19,0.42105263157894735,microwave.tsv
2013-01-01,3.1666666666666665,18,0.3888888888888889,microwave.tsv
2013-02-01,3.0,28,0.42857142857142855,microwave.tsv
2013-03-01,3.3333333333333335,15,0.3333333333333333,microwave.tsv
2013-04-01,3.25,24,0.3333333333333333,microwave.tsv
2013-05-01,4.111111111111111,18,0.16666666666666666,microwave.tsv
2013-06-01,3.130434782608696,23,0.391304347826087,microwave.tsv
2013-07-01,3.15,20,0.4,microwave.tsv
2013-08-01,3.1176470588235294,17,0.47058823529411764,microwave.tsv
2013-09-01,3.3,30,0.4,microwave.tsv
2013-10-01,2.6,25,0.52,microwave.tsv
2013-11-01,3.1875,32,0.40625,microwave.tsv
2013-12-01,3.3793103448275863,29,0.3448275862068966,microwave.tsv
2014-01-01,3.25,44,0.36363636363636365,microwave.tsv
2014-02-01,3.1153846153846154,26,0.4230769230769231,microwave.tsv
2014-03-01,3.4444444444444446,45,0.3111111111111111,microwave.tsv
2014-04-01,3.8181818181818183,33,0.21212121212121213,microwave.tsv
2014-05-01,3.45,20,0.3,microwave.tsv
2014-06-01,3.0256410256410255,39,0.48717948717948717,microwave.tsv
2014-07-01,3.604651162790698,43,0.27906976744186046,microwave.tsv
2014-08-01,3.7804878048780486,41,0.1951219512195122,microwave.tsv
2014-09-01,3.3333333333333335,39,0.358974358974359,microwave.tsv
2014-10-01,3.4615384615384617,39,0.358974358974359,microwave.tsv
2014-11-01,3.6875,48,0.2708333333333333,microwave.tsv
2014-12-01,3.8727272727272726,55,0.16363636363636364,microwave.tsv
2015-01-01,3.779220779220779,77,0.2077922077922078,microwave.tsv
2015-02-01,3.7222222222222223,72,0.2361111111111111,microwave.tsv
2015-03-01,3.378787878787879,66,0.3333333333333333,microwave.tsv
2015-04-01,3.6610169491525424,59,0.2711864406779661,microwave.tsv
2015-05-01,4.092592592592593,54,0.1111111111111111,microwave.tsv
2015-06-01,3.80327868852459,61,0.22950819672131148,microwave.tsv
2015-07-01,3.7012987012987013,77,0.2077922077922078,microwave.tsv
2015-08-01,4.024096385542169,83,0.1686746987951807,microwave.tsv
2003-04-01,2.0,1,1.0,pacifier.tsv
2003-12-01,1.0,1,1.0,pacifier.tsv
2004-04-01,4.5,2,0.0,pacifier.tsv
2004-05-01,2.0,1,1.0,pacifier.tsv
2004-06-01,2.0,1,1.0,pacifier.tsv
2005-02-01,5.0,1,0.0,pacifier.tsv
2005-04-01,3.8636363636363638,88,0.22727272727272727,pacifier.tsv
2005-10-01,5.0,1,0.0,pacifier.tsv
2005-11-01,5.0,1,0.0,pacifier.tsv
2006-02-01,4.0,1,0.0,pacifier.tsv
2006-03-01,5.0,1,0.0,pacifier.tsv
2006-04-01,3.6666666666666665,15,0.4,pacifier.tsv
2006-08-01,5.0,1,0.0,pacifier.tsv
2006-10-01,5.0,2,0.0,pacifier.tsv
2006-11-01,3.0,2,0.5,pacifier.tsv
2006-12-01,4.5,2,0.0,pacifier.tsv
2007-01-01,4.0,5,0.2,pacifier.tsv
2007-02-01,4.0,1,0.0,pacifier.tsv
2007-03-01,1.5,2,1.0,pacifier.tsv
2007-04-01,4.0,1,0.0,pacifier.tsv
2007-05-01,4.0,1,0.0,pacifier.tsv
2007-06-01,3.8333333333333335,6,0.16666666666666666,pacifier.tsv
2007-07-01,3.7045454545454546,44,0.25,pacifier.tsv
2007-08-01,4.0,4,0.25,pacifier.tsv
2007-09-01,3.8260869565217392,23,0.21739130434782608,pacifier.tsv
2007-10-01,4.4,5,0.0,pacifier.tsv
2007-11-01,5.0,2,0.0,pacifier.tsv
2007-12-01,4.5,6,0.16666666666666666,pacifier.tsv
2008-01-01,4.0,3,0.3333333333333333,pacifier.tsv
2008-02-01,4.25,4,0.0,pacifier.tsv
2008-03-01,3.5,4,0.25,pacifier.tsv
2008-04-01,4.333333333333333,3,0.0,pacifier.tsv
2008-05-01,2.6666666666666665,3,0.3333333333333333,pacifier.tsv
2008-06-01,4.037037037037037,27,0.14814814814814814,pacifier.tsv
2008-07-01,3.0,4,0.5,pacifier.tsv
2008-08-01,4.142857142857143,63,0.14285714285714285,pacifier.tsv
2008-09-01,5.0,9,0.0,pacifier.tsv
2008-10-01,3.6,5,0.2,pacifier.tsv
2008-11-01,5.0,7,0.0,pacifier.tsv
2008-12-01,4.279411764705882,68,0.1323529411764706,pacifier.tsv
2009-01-01,5.0,4,0.0,pacifier.tsv
2009-02-01,4.2727272727272725,11,0.18181818181818182,pacifier.tsv
2009-03-01,4.0,12,0.25,pacifier.tsv
2009-04-01,4.846153846153846,13,0.0,pacifier.tsv
2009-05-01,4.0,3,0.3333333333333333,pacifier.tsv
2009-06-01,4.666666666666667,3,0.0,pacifier.tsv
2009-07-01,4.428571428571429,7,0.14285714285714285,pacifier.tsv
2009-08-01,4.166666666666667,6,0.0,pacifier.tsv
2009-09-01,4.384615384615385,13,0.07692307692307693,pacifier.tsv
2009-10-01,3.6666666666666665,6,0.3333333333333333,pacifier.tsv
2009-11-01,4.111111111111111,9,0.1111111111111111,pacifier.tsv
2009-12-01,3.954022988505747,87,0.19540229885057472,pacifier.tsv
2010-01-01,4.642857142857143,14,0.0,pacifier.tsv
2010-02-01,4.074074074074074,27,0.2222222222222222,pacifier.tsv
2010-03-01,4.416666666666667,12,0.08333333333333333,pacifier.tsv
2010-04-01,3.6,10,0.4,pacifier.tsv
2010-05-01,4.0,24,0.16666666666666666,pacifier.tsv
2010-06-01,3.8260869565217392,23,0.21739130434782608,pacifier.tsv
2010-07-01,4.521739130434782,23,0.043478260869565216,pacifier.tsv
2010-08-01,4.416666666666667,24,0.125,pacifier.tsv
2010-09-01,4.194444444444445,36,0.1388888888888889,pacifier.tsv
2010-10-01,4.033333333333333,30,0.16666666666666666,pacifier.tsv
2010-11-01,4.194444444444445,36,0.1388888888888889,pacifier.tsv
2010-12-01,4.5227272727272725,44,0.06818181818181818,pacifier.tsv
2011-01-01,4.08,25,0.16,pacifier.tsv
2011-02-01,4.529411764705882,51,0.058823529411764705,pacifier.tsv
2011-03-01,4.275862068965517,58,0.10344827586206896,pacifier.tsv
2011-04-01,4.388888888888889,36,0.05555555555555555,pacifier.tsv
2011-05-01,3.857142857142857,70,0.2,pacifier.tsv
2011-06-01,3.9655172413793105,58,0.15517241379310345,pacifier.tsv
2011-07-01,4.132352941176471,68,0.16176470588235295,pacifier.tsv
2011-08-01,3.9836065573770494,122,0.21311475409836064,pacifier.tsv
2011-09-01,4.091743119266055,109,0.14678899082568808,pacifier.tsv
2011-10-01,4.277777777777778,72,0.09722222222222222,pacifier.tsv
2011-11-01,4.145038167938932,131,0.13740458015267176,pacifier.tsv
2011-12-01,4.04390243902439,205,0.18536585365853658,pacifier.tsv
2012-01-01,4.1603053435114505,131,0.13740458015267176,pacifier.tsv
2012-02-01,4.2682926829268295,41,0.12195121951219512,pacifier.tsv
2012-03-01,4.114285714285714,175,0.16,pacifier.tsv
2012-04-01,4.388888888888889,54,0.09259259259259259,pacifier.tsv
2012-05-01,3.982142857142857,56,0.14285714285714285,pacifier.tsv
2012-06-01,4.222222222222222,54,0.09259259259259259,pacifier.tsv
2012-07-01,4.244186046511628,86,0.11627906976744186,pacifier.tsv
2012-08-01,4.333333333333333,213,0.10328638497652583,pacifier.tsv
2012-09-01,4.418181818181818,55,0.09090909090909091,pacifier.tsv
2012-10-01,4.396551724137931,58,0.06896551724137931,pacifier.tsv
2012-11-01,4.158576051779935,309,0.1553398058252427,pacifier.tsv
2012-12-01,4.390625,192,0.09375,pacifier.tsv
2013-01-01,4.217105263157895,456,0.12719298245614036,pacifier.tsv
2013-02-01,4.320574162679426,209,0.11483253588516747,pacifier.tsv
2013-03-01,4.478260869565218,207,0.07246376811594203,pacifier.tsv
2013-04-01,4.333333333333333,357,0.09523809523809523,pacifier.tsv
2013-05-01,4.393034825870647,201,0.08955223880597014,pacifier.tsv
2013-06-01,4.398305084745763,236,0.09322033898305085,pacifier.tsv
2013-07-01,4.230607966457023,477,0.12578616352201258,pacifier.tsv
2013-08-01,4.345454545454546,330,0.07575757575757576,pacifier.tsv
2013-09-01,4.252688172043011,186,0.10752688172043011,pacifier.tsv
2013-10-01,4.3615160349854225,343,0.09329446064139942,pacifier.tsv
2013-11-01,4.2296137339055795,466,0.1351931330472103,pacifier.tsv
2013-12-01,4.315175097276264,257,0.09727626459143969,pacifier.tsv
2014-01-01,4.297709923664122,393,0.11450381679389313,pacifier.tsv
2014-02-01,4.244140625,512,0.12109375,pacifier.tsv
2014-03-01,4.358306188925082,307,0.11074918566775244,pacifier.tsv
2014-04-01,4.31640625,256,0.11328125,pacifier.tsv
2014-05-01,4.28125,224,0.12053571428571429,pacifier.tsv
2014-06-01,4.334862385321101,218,0.11926605504587157,pacifier.tsv
2014-07-01,4.379598662207358,598,0.09866220735785954,pacifier.tsv
2014-08-01,4.312586445366528,723,0.10650069156293222,pacifier.tsv
2014-09-01,4.324695121951219,656,0.10823170731707317,pacifier.tsv
2014-10-01,4.460500963391137,519,0.0674373795761079,pacifier.tsv
2014-11-01,4.422779922779923,518,0.09073359073359073,pacifier.tsv
2014-12-01,4.314481576692374,1167,0.10711225364181662,pacifier.tsv
2015-01-01,4.411927877947296,721,0.09292649098474341,pacifier.tsv
2015-02-01,4.319672131147541,854,0.11358313817330211,pacifier.tsv
2015-03-01,4.378510378510379,819,0.10744810744810745,pacifier.tsv
2015-04-01,4.350237717908082,631,0.10618066561014262,pacifier.tsv
2015-05-01,4.265497076023392,855,0.12748538011695906,pacifier.tsv
2015-06-01,4.3496296296296295,675,0.10518518518518519,pacifier.tsv
2015-07-01,4.396739130434782,552,0.09782608695652174,pacifier.tsv
2015-08-01,4.3410740203193035,689,0.10159651669085631,pacifier.tsv
