date,brand,config,power,drive,color,model_id,global_sequence,date_position,shift,shift_position,brand_block,paint_line
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1492,112,白班,112,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1493,113,白班,113,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1494,114,白班,114,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1495,115,白班,115,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1496,116,白班,116,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1497,117,白班,117,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1498,118,白班,118,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1499,119,白班,119,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1500,120,白班,120,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1501,121,白班,121,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1502,122,白班,122,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1503,123,白班,123,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1504,124,白班,124,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1505,125,白班,125,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1506,126,白班,126,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1507,127,白班,127,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1508,128,白班,128,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1509,129,白班,129,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1510,130,白班,130,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1511,131,白班,131,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1512,132,白班,132,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1513,133,白班,133,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1514,134,白班,134,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1515,135,白班,135,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1516,136,白班,136,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1517,137,白班,137,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1518,138,白班,138,A1,C2
2018-09-20,A1,B1,汽油,四驱,黑,A1-B1-汽油-四驱-黑,1519,139,白班,139,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1520,140,白班,140,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1521,141,白班,141,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1522,142,白班,142,A1,C2
2018-09-20,A1,B1,汽油,两驱,黑,A1-B1-汽油-两驱-黑,1523,143,白班,143,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1524,144,白班,144,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1525,145,白班,145,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1526,146,白班,146,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1527,147,白班,147,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1528,148,白班,148,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1529,149,白班,149,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1530,150,白班,150,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1531,151,白班,151,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1532,152,白班,152,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1533,153,白班,153,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1534,154,白班,154,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1535,155,白班,155,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1536,156,白班,156,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1537,157,白班,157,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1538,158,白班,158,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1539,159,白班,159,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1540,160,白班,160,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1541,161,白班,161,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1542,162,白班,162,A1,C2
2018-09-20,A1,B1,汽油,四驱,银,A1-B1-汽油-四驱-银,1543,163,白班,163,A1,C1
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1544,164,白班,164,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1545,165,白班,165,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1546,166,白班,166,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1547,167,白班,167,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1548,168,白班,168,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1549,169,白班,169,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1550,170,白班,170,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1551,171,白班,171,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1552,172,白班,172,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1553,173,白班,173,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1554,174,白班,174,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1555,175,白班,175,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1556,176,白班,176,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1557,177,白班,177,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1558,178,白班,178,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1559,179,白班,179,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1560,180,白班,180,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1561,181,白班,181,A1,C2
2018-09-20,A1,B2,汽油,四驱,黑,A1-B2-汽油-四驱-黑,1562,182,白班,182,A1,C2
2018-09-20,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,1563,183,白班,183,A1,C2
2018-09-20,A1,B5,汽油,两驱,黑,A1-B5-汽油-两驱-黑,1564,184,白班,184,A1,C2
2018-09-20,A1,B5,汽油,四驱,黑,A1-B5-汽油-四驱-黑,1565,185,白班,185,A1,C2
2018-09-20,A1,B1,汽油,四驱,黑,A1-B1-汽油-四驱-黑,1566,186,白班,186,A1,C2
2018-09-20,A1,B1,汽油,四驱,黑,A1-B1-汽油-四驱-黑,1567,187,白班,187,A1,C2
2018-09-20,A1,B1,汽油,四驱,黑,A1-B1-汽油-四驱-黑,1568,188,白班,188,A1,C2
2018-09-20,A1,B1,汽油,四驱,黑,A1-B1-汽油-四驱-黑,1569,189,白班,189,A1,C2
2018-09-20,A1,B2,汽油,四驱,黑,A1-B2-汽油-四驱-黑,1570,190,白班,190,A1,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1571,191,白班,191,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1572,192,白班,192,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1573,193,白班,193,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1574,194,白班,194,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1575,195,白班,195,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1576,196,白班,196,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1577,197,白班,197,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1578,198,白班,198,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1579,199,白班,199,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1580,200,白班,200,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1581,201,白班,201,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1582,202,白班,202,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1583,203,白班,203,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1584,204,白班,204,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1585,205,白班,205,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1586,206,白班,206,A2,C2
2018-09-20,A2,B1,柴油,两驱,黑,A2-B1-柴油-两驱-黑,1587,207,白班,207,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1588,208,白班,208,A2,C2
2018-09-20,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,1589,209,白班,209,A2,C2
2018-09-20,A2,B1,汽油,四驱,黑,A2-B1-汽油-四驱-黑,1590,210,白班,210,A2,C2
2018-09-20,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,1591,211,白班,211,A2,C2
2018-09-20,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,1592,212,白班,212,A2,C2
2018-09-20,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,1593,213,白班,213,A2,C2
2018-09-20,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,1594,214,白班,214,A2,C2
2018-09-20,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,1595,215,白班,215,A2,C2
2018-09-20,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,1596,216,白班,216,A2,C2
2018-09-20,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,1597,217,白班,217,A2,C2
2018-09-20,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,1598,218,白班,218,A2,C2
2018-09-20,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,1599,219,白班,219,A2,C2
2018-09-20,A2,B6,汽油,两驱,黑,A2-B6-汽油-两驱-黑,1600,220,白班,220,A2,C2
2018-09-20,A2,B6,汽油,两驱,黑,A2-B6-汽油-两驱-黑,1601,221,白班,221,A2,C2
2018-09-20,A2,B1,柴油,两驱,黑,A2-B1-柴油-两驱-黑,1602,222,白班,222,A2,C2
2018-09-20,A2,B5,汽油,两驱,黑,A2-B5-汽油-两驱-黑,1603,223,白班,223,A2,C2
2018-09-20,A2,B5,汽油,四驱,黑,A2-B5-汽油-四驱-黑,1604,224,白班,224,A2,C2
2018-09-20,A2,B4,汽油,两驱,棕,A2-B4-汽油-两驱-棕,1605,225,白班,225,A2,C1
2018-09-20,A2,B4,汽油,两驱,棕,A2-B4-汽油-两驱-棕,1606,226,白班,226,A2,C1
2018-09-20,A2,B4,汽油,两驱,棕,A2-B4-汽油-两驱-棕,1607,227,白班,227,A2,C1
2018-09-20,A2,B4,汽油,两驱,白,A2-B4-汽油-两驱-白,1608,228,白班,228,A2,C1
2018-09-20,A2,B4,汽油,两驱,白,A2-B4-汽油-两驱-白,1609,229,白班,229,A2,C1
2018-09-20,A2,B4,汽油,两驱,蓝,A2-B4-汽油-两驱-蓝,1610,230,白班,230,A2,C1
2018-09-20,A2,B1,汽油,两驱,蓝,A2-B1-汽油-两驱-蓝,1611,231,白班,231,A2,C1
2018-09-20,A2,B6,汽油,两驱,白,A2-B6-汽油-两驱-白,1612,232,白班,232,A2,C1
2018-09-20,A2,B6,汽油,两驱,棕,A2-B6-汽油-两驱-棕,1613,233,白班,233,A2,C1
2018-09-20,A2,B6,汽油,两驱,红,A2-B6-汽油-两驱-红,1614,234,白班,234,A2,C1
2018-09-20,A2,B1,汽油,两驱,红,A2-B1-汽油-两驱-红,1615,235,白班,235,A2,C1
2018-09-20,A2,B1,汽油,两驱,红,A2-B1-汽油-两驱-红,1616,236,白班,236,A2,C1
2018-09-20,A2,B1,汽油,两驱,金,A2-B1-汽油-两驱-金,1617,237,白班,237,A2,C2
2018-09-20,A2,B1,汽油,四驱,银,A2-B1-汽油-四驱-银,1618,238,白班,238,A2,C1
2018-09-20,A2,B4,汽油,两驱,银,A2-B4-汽油-两驱-银,1619,239,白班,239,A2,C1
2018-09-20,A2,B4,汽油,两驱,红,A2-B4-汽油-两驱-红,1620,240,白班,240,A2,C1
2018-09-20,A2,B4,汽油,两驱,金,A2-B4-汽油-两驱-金,1621,241,白班,241,A2,C2
2018-09-20,A2,B1,柴油,两驱,白,A2-B1-柴油-两驱-白,1622,242,白班,242,A2,C1
2018-09-20,A2,B1,汽油,四驱,白,A2-B1-汽油-四驱-白,1623,243,白班,243,A2,C1
2018-09-20,A2,B1,汽油,四驱,白,A2-B1-汽油-四驱-白,1624,244,白班,244,A2,C1
2018-09-20,A2,B1,汽油,四驱,白,A2-B1-汽油-四驱-白,1625,245,白班,245,A2,C1
2018-09-20,A2,B1,汽油,四驱,白,A2-B1-汽油-四驱-白,1626,246,白班,246,A2,C1
2018-09-20,A1,B1,汽油,两驱,白,A1-B1-汽油-两驱-白,1627,247,晚班,1,A1,C1
