daily_cap,visitor_fee_usd,conservation_share,annual_visitors,business_revenue_usd,fee_revenue_usd,total_revenue_usd,hidden_cost_usd,net_benefit_usd,conservation_spend_usd,infrastructure_spend_usd,community_spend_usd,projected_glacier_recession_fields_per_year,economic_index,environment_index,resident_acceptance_index,sustainability_score
10000.0,5.0,0.55,1468800.0,344250000.0,7344000.0,351594000.0,115562363.904,236031636.09600002,4039200.0000000005,1487160.0,1817639.9999999998,0.4611295315,0.937584,0.48992523425000006,0.6254409999999999,0.710465699645
10000.0,5.0,0.6,1468800.0,344250000.0,7344000.0,351594000.0,115778101.248,235815898.752,4406400.0,1321920.0000000002,1615680.0,0.45890039800000004,0.937584,0.49562980100000004,0.6203919999999999,0.7111934923400001
10000.0,10.0,0.2,1468800.0,344250000.0,14688000.0,358938000.0,110600404.992,248337595.00800002,2937600.0,5287680.000000001,6462720.0,0.467816932,0.957168,0.472811534,0.741568,0.7407428015599999
10000.0,10.0,0.25,1468800.0,344250000.0,14688000.0,358938000.0,111031879.67999999,247906120.32,3672000.0,4957200.0,6058800.0,0.463358665,0.957168,0.4842206675000001,0.73147,0.74219838695
10000.0,10.0,0.3,1468800.0,344250000.0,14688000.0,358938000.0,111463354.368,247474645.632,4406400.0,4626720.0,5654879.999999999,0.45890039800000004,0.957168,0.49562980100000004,0.7213719999999999,0.74365397234
10000.0,10.0,0.35,1468800.0,344250000.0,14688000.0,358938000.0,111894829.056,247043170.944,5140800.0,4296240.000000001,5250960.0,0.454442131,0.957168,0.5070389345,0.711274,0.74510955773
10000.0,10.0,0.4,1468800.0,344250000.0,14688000.0,358938000.0,112326303.744,246611696.25599998,5875200.0,3965760.0000000005,4847039.999999999,0.44998386400000007,0.957168,0.5184480680000001,0.7011759999999999,0.74656514312
10000.0,10.0,0.45,1468800.0,344250000.0,14688000.0,358938000.0,112757778.432,246180221.56800002,6609600.0,3635280.0000000005,4443120.0,0.445525597,0.957168,0.5298572015,0.691078,0.7480207285100001
10000.0,10.0,0.5,1468800.0,344250000.0,14688000.0,358938000.0,113189253.12,245748746.88,7344000.0,3304800.0,4039200.0000000005,0.44106733000000004,0.957168,0.541266335,0.6809799999999999,0.7494763139
10000.0,10.0,0.55,1468800.0,344250000.0,14688000.0,358938000.0,113620727.808,245317272.192,8078400.000000001,2974320.0,3635279.9999999995,0.43660906299999996,0.957168,0.5526754685,0.670882,0.75093189929
10000.0,10.0,0.6,1468800.0,344250000.0,14688000.0,358938000.0,114052202.496,244885797.504,8812800.0,2643840.0000000005,3231360.0,0.432150796,0.957168,0.5640846020000001,0.6607839999999999,0.75238748468
10000.0,15.0,0.2,1468800.0,344250000.0,22032000.0,366282000.0,107148607.488,259133392.512,4406400.0,7931520.000000001,9694080.0,0.45890039800000004,0.976752,0.49562980100000004,0.78,0.7659499723400001
10000.0,15.0,0.25,1468800.0,344250000.0,22032000.0,366282000.0,107795819.52,258486180.48000002,5508000.0,7435800.000000001,9088200.0,0.45221299750000005,0.976752,0.51274350125,0.78,0.771768630425
10000.0,15.0,0.3,1468800.0,344250000.0,22032000.0,366282000.0,108443031.552,257838968.448,6609600.0,6940080.0,8482319.999999998,0.445525597,0.976752,0.5298572015,0.78,0.77758728851
10000.0,15.0,0.35,1468800.0,344250000.0,22032000.0,366282000.0,109090243.584,257191756.416,7711199.999999999,6444360.000000001,7876440.0,0.43883819650000006,0.976752,0.54697090175,0.7769109999999999,0.7826645865949999
10000.0,15.0,0.4,1468800.0,344250000.0,22032000.0,366282000.0,109737455.616,256544544.384,8812800.0,5948640.0,7270559.999999999,0.432150796,0.976752,0.5640846020000001,0.7617639999999999,0.78484796468
10000.0,15.0,0.45,1468800.0,344250000.0,22032000.0,366282000.0,110384667.648,255897332.352,9914400.0,5452920.000000001,6664680.0,0.4254633955,0.976752,0.58119830225,0.746617,0.787031342765
10000.0,15.0,0.5,1468800.0,344250000.0,22032000.0,366282000.0,111031879.67999999,255250120.32,11016000.0,4957200.0,6058800.000000001,0.41877599500000007,0.976752,0.5983120025,0.73147,0.78921472085
10000.0,15.0,0.55,1468800.0,344250000.0,22032000.0,366282000.0,111679091.71200001,254602908.288,12117600.000000002,4461480.0,5452919.999999999,0.4120885945,0.976752,0.6154257027500001,0.7163229999999999,0.791398098935
10000.0,15.0,0.6,1468800.0,344250000.0,22032000.0,366282000.0,112326303.744,253955696.25599998,13219200.0,3965760.0000000005,4847040.0,0.405401194,0.976752,0.632539403,0.701176,0.79358147702
10000.0,20.0,0.2,1468800.0,344250000.0,29376000.0,373626000.0,103696809.984,269929190.01600003,5875200.0,10575360.000000002,12925440.0,0.44998386400000007,0.996336,0.5184480680000001,0.78,0.78193346312
10000.0,20.0,0.25,1468800.0,344250000.0,29376000.0,373626000.0,104559759.36,269066240.64,7344000.0,9914400.0,12117600.0,0.44106733000000004,0.996336,0.541266335,0.78,0.7896916739
10000.0,20.0,0.3,1468800.0,344250000.0,29376000.0,373626000.0,105422708.736,268203291.264,8812800.0,9253440.0,11309759.999999998,0.432150796,0.996336,0.5640846020000001,0.78,0.79744988468
10000.0,20.0,0.35,1468800.0,344250000.0,29376000.0,373626000.0,106285658.112,267340341.888,10281600.0,8592480.000000002,10501920.0,0.423234262,0.996336,0.586902869,0.78,0.80520809546
10000.0,20.0,0.4,1468800.0,344250000.0,29376000.0,373626000.0,107148607.488,266477392.512,11750400.0,7931520.000000001,9694079.999999998,0.414317728,0.996336,0.6097211360000001,0.78,0.8129663062400001
10000.0,20.0,0.45,1468800.0,344250000.0,29376000.0,373626000.0,108011556.86400001,265614443.13599998,13219200.0,7270560.000000001,8886240.0,0.405401194,0.996336,0.632539403,0.78,0.82072451702
10000.0,20.0,0.5,1468800.0,344250000.0,29376000.0,373626000.0,108874506.24000001,264751493.76,14688000.0,6609600.0,8078400.000000001,0.39648466000000004,0.996336,0.65535767,0.78,0.8284827278
10000.0,20.0,0.55,1468800.0,344250000.0,29376000.0,373626000.0,109737455.616,263888544.384,16156800.000000002,5948640.0,7270559.999999999,0.387568126,0.996336,0.678175937,0.7617639999999999,0.83186429858
10000.0,20.0,0.6,1468800.0,344250000.0,29376000.0,373626000.0,110600404.992,263025595.00800002,17625600.0,5287680.000000001,6462720.0,0.37865159200000004,0.996336,0.700994204,0.741568,0.8347754693599999
10000.0,25.0,0.2,1468800.0,344250000.0,36720000.0,380970000.0,100245012.48,280724987.52,7344000.0,13219200.000000002,16156800.0,0.44106733000000004,1.01592,0.541266335,0.78,0.7979169539
10000.0,25.0,0.25,1468800.0,344250000.0,36720000.0,380970000.0,101323699.2,279646300.8,9180000.0,12393000.0,15147000.0,0.4299216625,1.01592,0.5697891687500001,0.78,0.807614717375
10000.0,25.0,0.3,1468800.0,344250000.0,36720000.0,380970000.0,102402385.92,278567614.08,11016000.0,11566800.0,14137199.999999998,0.41877599500000007,1.01592,0.5983120025,0.78,0.8173124808500001
10000.0,25.0,0.35,1468800.0,344250000.0,36720000.0,380970000.0,103481072.64,277488927.36,12852000.0,10740600.000000002,13127400.0,0.40763032750000006,1.01592,0.62683483625,0.78,0.827010244325
10000.0,25.0,0.4,1468800.0,344250000.0,36720000.0,380970000.0,104559759.36,276410240.64,14688000.0,9914400.0,12117599.999999998,0.39648466000000004,1.01592,0.65535767,0.78,0.8367080078
10000.0,25.0,0.45,1468800.0,344250000.0,36720000.0,380970000.0,105638446.08,275331553.92,16524000.0,9088200.000000002,11107800.0,0.38533899250000003,1.01592,0.68388050375,0.78,0.8464057712749999
10000.0,25.0,0.5,1468800.0,344250000.0,36720000.0,380970000.0,106717132.8,274252867.2,18360000.0,8262000.0,10098000.0,0.374193325,1.01592,0.7124033375000001,0.78,0.85610353475
10000.0,25.0,0.55,1468800.0,344250000.0,36720000.0,380970000.0,107795819.52,273174180.48,20196000.0,7435799.999999999,9088199.999999998,0.3630476575,1.01592,0.7409261712499999,0.78,0.8658012982250001
10000.0,25.0,0.6,1468800.0,344250000.0,36720000.0,380970000.0,108874506.24000001,272095493.76,22032000.0,6609600.000000001,8078400.0,0.35190199000000005,1.01592,0.769449005,0.78,0.8754990617
10000.0,30.0,0.2,1468800.0,344250000.0,44064000.0,388314000.0,96793214.97600001,291520785.024,8812800.0,15863040.000000002,19388160.0,0.432150796,1.035504,0.5640846020000001,0.78,0.81390044468
10000.0,30.0,0.25,1468800.0,344250000.0,44064000.0,388314000.0,98087639.03999999,290226360.96000004,11016000.0,14871600.000000002,18176400.0,0.41877599500000007,1.035504,0.5983120025,0.78,0.8255377608500001
10000.0,30.0,0.3,1468800.0,344250000.0,44064000.0,388314000.0,99382063.104,288931936.896,13219200.0,13880160.0,16964639.999999996,0.405401194,1.035504,0.632539403,0.78,0.83717507702
10000.0,30.0,0.35,1468800.0,344250000.0,44064000.0,388314000.0,100676487.168,287637512.832,15422399.999999998,12888720.000000002,15752880.0,0.39202639300000003,1.035504,0.6667668035,0.78,0.84881239319
10000.0,30.0,0.4,1468800.0,344250000.0,44064000.0,388314000.0,101970911.23200001,286343088.768,17625600.0,11897280.0,14541119.999999998,0.37865159200000004,1.035504,0.700994204,0.78,0.86044970936
10000.0,30.0,0.45,1468800.0,344250000.0,44064000.0,388314000.0,103265335.29599999,285048664.704,19828800.0,10905840.000000002,13329360.0,0.36527679100000005,1.035504,0.7352216045,0.78,0.87208702553
10000.0,30.0,0.5,1468800.0,344250000.0,44064000.0,388314000.0,104559759.36,283754240.64,22032000.0,9914400.0,12117600.000000002,0.35190199000000005,1.035504,0.769449005,0.78,0.8837243417
10000.0,30.0,0.55,1468800.0,344250000.0,44064000.0,388314000.0,105854183.424,282459816.576,24235200.000000004,8922960.0,10905839.999999998,0.339955,1.035504,0.8000225,0.78,0.89411933
10000.0,30.0,0.6,1468800.0,344250000.0,44064000.0,388314000.0,107148607.488,281165392.51199996,26438400.0,7931520.000000001,9694080.0,0.339955,1.035504,0.8000225,0.78,0.89411933
10000.0,35.0,0.2,1465600.0,343500000.0,51296000.0,394796000.0,93190586.368,301605413.63199997,10259200.0,18466560.000000004,22570240.0,0.423065128,1.0527893333333334,0.5867074360000001,0.78,0.82885204824
10000.0,35.0,0.25,1465600.0,343500000.0,51296000.0,394796000.0,94694174.72,300101825.28,12824000.0,17312400.0,21159600.0,0.40750641,1.0527893333333334,0.6265467950000001,0.78,0.8423974303
10000.0,35.0,0.3,1465600.0,343500000.0,51296000.0,394796000.0,96197763.072,298598236.928,15388800.0,16158240.0,19748959.999999996,0.391947692,1.0527893333333334,0.666386154,0.78,0.85594281236
10000.0,35.0,0.35,1465600.0,343500000.0,51296000.0,394796000.0,97701351.42400001,297094648.576,17953600.0,15004080.000000002,18338320.0,0.376388974,1.0527893333333334,0.706225513,0.78,0.86948819442
10000.0,35.0,0.4,1465600.0,343500000.0,51296000.0,394796000.0,99204939.776,295591060.224,20518400.0,13849920.0,16927679.999999996,0.36083025599999996,1.0527893333333334,0.746064872,0.78,0.88303357648
10000.0,35.0,0.45,1465600.0,343500000.0,51296000.0,394796000.0,100708528.12799999,294087471.872,23083200.0,12695760.000000002,15517040.0,0.345271538,1.0527893333333334,0.7859042310000001,0.78,0.8965789585400001
10000.0,35.0,0.5,1465600.0,343500000.0,51296000.0,394796000.0,102212116.48,292583883.52,25648000.0,11541600.0,14106400.000000002,0.33971,1.0527893333333334,0.800145,0.78,0.90142082
10000.0,35.0,0.55,1465600.0,343500000.0,51296000.0,394796000.0,103715704.832,291080295.168,28212800.000000004,10387440.0,12695759.999999998,0.33971,1.0527893333333334,0.800145,0.78,0.90142082
10000.0,35.0,0.6,1465600.0,343500000.0,51296000.0,394796000.0,105219293.184,289576706.816,30777600.0,9233280.000000002,11285120.0,0.33971,1.0527893333333334,0.800145,0.78,0.90142082
10000.0,40.0,0.2,1446400.0,339000000.0,57856000.0,396856000.0,88933466.11199999,307922533.888,11571200.0,20828160.000000004,25456640.0,0.41330995200000004,1.0582826666666667,0.607985024,0.78,0.8383936281600001
10000.0,40.0,0.25,1446400.0,339000000.0,57856000.0,396856000.0,90607124.47999999,306248875.52,14464000.0,19526400.0,23865600.0,0.39583744000000004,1.0582826666666667,0.65288128,0.78,0.8536583552000001
10000.0,40.0,0.3,1446400.0,339000000.0,57856000.0,396856000.0,92280782.848,304575217.152,17356800.0,18224640.0,22274559.999999996,0.378364928,1.0582826666666667,0.697777536,0.78,0.86892308224
10000.0,40.0,0.35,1446400.0,339000000.0,57856000.0,396856000.0,93954441.216,302901558.784,20249600.0,16922880.000000004,20683520.0,0.360892416,1.0582826666666667,0.742673792,0.78,0.8841878092800001
10000.0,40.0,0.4,1446400.0,339000000.0,57856000.0,396856000.0,95628099.58399999,301227900.416,23142400.0,15621120.000000002,19092479.999999996,0.343419904,1.0582826666666667,0.7875700480000001,0.78,0.8994525363200001
10000.0,40.0,0.45,1446400.0,339000000.0,57856000.0,396856000.0,97301757.95199999,299554242.048,26035200.0,14319360.000000002,17501440.0,0.33824,1.0582826666666667,0.80088,0.78,0.90397792
10000.0,40.0,0.5,1446400.0,339000000.0,57856000.0,396856000.0,98975416.32000001,297880583.68,28928000.0,13017600.0,15910400.000000002,0.33824,1.0582826666666667,0.80088,0.78,0.90397792
10000.0,40.0,0.55,1446400.0,339000000.0,57856000.0,396856000.0,100649074.68800001,296206925.312,31820800.000000004,11715840.0,14319359.999999998,0.33824,1.0582826666666667,0.80088,0.78,0.90397792
10000.0,40.0,0.6,1446400.0,339000000.0,57856000.0,396856000.0,102322733.056,294533266.944,34713600.0,10414080.000000002,12728320.0,0.33824,1.0582826666666667,0.80088,0.78,0.90397792
10000.0,45.0,0.2,1427200.0,334500000.0,64224000.0,398724000.0,84844642.304,313879357.696,12844800.0,23120640.000000004,28258560.0,0.40385458399999996,1.063264,0.628632708,0.78,0.84750600072
10000.0,45.0,0.25,1427200.0,334500000.0,64224000.0,398724000.0,86677852.16000001,312046147.84,16056000.0,21675600.0,26492400.0,0.38454322999999996,1.063264,0.678428385,0.78,0.8644365309
10000.0,45.0,0.3,1427200.0,334500000.0,64224000.0,398724000.0,88511062.016,310212937.98399997,19267200.0,20230560.0,24726239.999999996,0.365231876,1.063264,0.7282240620000001,0.78,0.8813670610800001
10000.0,45.0,0.35,1427200.0,334500000.0,64224000.0,398724000.0,90344271.872,308379728.128,22478400.0,18785520.000000004,22960080.0,0.34592052199999995,1.063264,0.7780197390000001,0.78,0.8982975912600001
10000.0,45.0,0.4,1427200.0,334500000.0,64224000.0,398724000.0,92177481.728,306546518.272,25689600.0,17340480.0,21193919.999999996,0.33676999999999996,1.063264,0.801615,0.78,0.90631998
10000.0,45.0,0.45,1427200.0,334500000.0,64224000.0,398724000.0,94010691.584,304713308.416,28900800.0,15895440.000000002,19427760.0,0.33676999999999996,1.063264,0.801615,0.78,0.90631998
10000.0,45.0,0.5,1427200.0,334500000.0,64224000.0,398724000.0,95843901.44,302880098.56,32112000.0,14450400.0,17661600.0,0.33676999999999996,1.063264,0.801615,0.78,0.90631998
10000.0,45.0,0.55,1427200.0,334500000.0,64224000.0,398724000.0,97677111.296,301046888.704,35323200.0,13005360.0,15895439.999999998,0.33676999999999996,1.063264,0.801615,0.78,0.90631998
10000.0,45.0,0.6,1427200.0,334500000.0,64224000.0,398724000.0,99510321.152,299213678.848,38534400.0,11560320.000000002,14129280.0,0.33676999999999996,1.063264,0.801615,0.78,0.90631998
10000.0,50.0,0.2,1408000.0,330000000.0,70400000.0,400400000.0,80920575.99999999,319479424.0,14080000.0,25344000.000000004,30976000.0,0.394696,1.0677333333333334,0.6486520000000001,0.78,0.8561896800000001
10000.0,50.0,0.25,1408000.0,330000000.0,70400000.0,400400000.0,82903040.0,317496960.0,17600000.0,23760000.0,29040000.0,0.37362,1.0677333333333334,0.70319,0.78,0.8747326000000001
10000.0,50.0,0.3,1408000.0,330000000.0,70400000.0,400400000.0,84885504.0,315514496.0,21120000.0,22176000.0,27103999.999999996,0.35254399999999997,1.0677333333333334,0.7577280000000001,0.78,0.8932755200000001
10000.0,50.0,0.35,1408000.0,330000000.0,70400000.0,400400000.0,86867968.0,313532032.0,24640000.0,20592000.000000004,25168000.0,0.3353,1.0677333333333334,0.80235,0.78,0.908447
10000.0,50.0,0.4,1408000.0,330000000.0,70400000.0,400400000.0,88850432.0,311549568.0,28160000.0,19008000.0,23231999.999999996,0.3353,1.0677333333333334,0.80235,0.78,0.908447
10000.0,50.0,0.45,1408000.0,330000000.0,70400000.0,400400000.0,90832896.0,309567104.0,31680000.0,17424000.0,21296000.0,0.3353,1.0677333333333334,0.80235,0.78,0.908447
10000.0,50.0,0.5,1408000.0,330000000.0,70400000.0,400400000.0,92815360.0,307584640.0,35200000.0,15840000.0,19360000.0,0.3353,1.0677333333333334,0.80235,0.78,0.908447
10000.0,50.0,0.55,1408000.0,330000000.0,70400000.0,400400000.0,94797824.0,305602176.0,38720000.0,14255999.999999998,17423999.999999996,0.3353,1.0677333333333334,0.80235,0.78,0.908447
10000.0,50.0,0.6,1408000.0,330000000.0,70400000.0,400400000.0,96780288.0,303619712.0,42240000.0,12672000.000000002,15488000.0,0.3353,1.0677333333333334,0.80235,0.78,0.908447
10500.0,0.0,0.2,1542240.0,361462500.0,0.0,361462500.0,123379200.0,238083300.0,0.0,0.0,0.0,0.4936825,0.9639,0.42315875000000003,0.58,0.687911975
10500.0,0.0,0.25,1542240.0,361462500.0,0.0,361462500.0,123379200.0,238083300.0,0.0,0.0,0.0,0.4936825,0.9639,0.42315875000000003,0.58,0.687911975
10500.0,0.0,0.3,1542240.0,361462500.0,0.0,361462500.0,123379200.0,238083300.0,0.0,0.0,0.0,0.4936825,0.9639,0.42315875000000003,0.58,0.687911975
10500.0,0.0,0.35,1542240.0,361462500.0,0.0,361462500.0,123379200.0,238083300.0,0.0,0.0,0.0,0.4936825,0.9639,0.42315875000000003,0.58,0.687911975
10500.0,0.0,0.4,1542240.0,361462500.0,0.0,361462500.0,123379200.0,238083300.0,0.0,0.0,0.0,0.4936825,0.9639,0.42315875000000003,0.58,0.687911975
10500.0,0.0,0.45,1542240.0,361462500.0,0.0,361462500.0,123379200.0,238083300.0,0.0,0.0,0.0,0.4936825,0.9639,0.42315875000000003,0.58,0.687911975
10500.0,0.0,0.5,1542240.0,361462500.0,0.0,361462500.0,123379200.0,238083300.0,0.0,0.0,0.0,0.4936825,0.9639,0.42315875000000003,0.58,0.687911975
10500.0,0.0,0.55,1542240.0,361462500.0,0.0,361462500.0,123379200.0,238083300.0,0.0,0.0,0.0,0.4936825,0.9639,0.42315875000000003,0.58,0.687911975
10500.0,0.0,0.6,1542240.0,361462500.0,0.0,361462500.0,123379200.0,238083300.0,0.0,0.0,0.0,0.4936825,0.9639,0.42315875000000003,0.58,0.687911975
10500.0,5.0,0.2,1542240.0,361462500.0,7711200.0,369173700.0,119573593.25184,249600106.74816,1542240.0,2776032.0000000005,3392928.0,0.48416528876500003,0.9844632,0.4471953556175,0.6648232,0.72507853290995
10500.0,5.0,0.25,1542240.0,361462500.0,7711200.0,369173700.0,119811443.6736,249362256.32639998,1927800.0,2602530.0,3180870.0,0.48178598595625005,0.9844632,0.453204507021875,0.6595217499999999,0.7258492963874374
10500.0,5.0,0.3,1542240.0,361462500.0,7711200.0,369173700.0,120049294.09536,249124405.90464002,2313360.0,2429028.0,2968811.9999999995,0.4794066831475,0.9844632,0.45921365842625,0.6542203,0.7266200598649251
10500.0,5.0,0.35,1542240.0,361462500.0,7711200.0,369173700.0,120287144.51712,248886555.48288,2698920.0,2255526.0000000005,2756754.0,0.47702738033875,0.9844632,0.46522280983062503,0.6489188499999999,0.7273908233424125
10500.0,5.0,0.4,1542240.0,361462500.0,7711200.0,369173700.0,120524994.93888,248648705.06112,3084480.0,2082024.0000000002,2544695.9999999995,0.47464807753,0.9844632,0.4712319612350001,0.6436173999999999,0.7281615868199001
10500.0,5.0,0.45,1542240.0,361462500.0,7711200.0,369173700.0,120762845.36063999,248410854.63936,3470040.0,1908522.0000000002,2332638.0,0.47226877472125,0.9844632,0.4772411126393751,0.63831595,0.7289323502973876
10500.0,5.0,0.5,1542240.0,361462500.0,7711200.0,369173700.0,121000695.7824,248173004.2176,3855600.0,1735020.0,2120580.0,0.4698894719125,0.9844632,0.48325026404375004,0.6330144999999999,0.7297031137748751
10500.0,5.0,0.55,1542240.0,361462500.0,7711200.0,369173700.0,121238546.20416,247935153.79584,4241160.0,1561518.0,1908521.9999999998,0.46751016910375004,0.9844632,0.489259415448125,0.62771305,0.7304738772523626
10500.0,5.0,0.6,1542240.0,361462500.0,7711200.0,369173700.0,121476396.62592,247697303.37408,4626720.0,1388016.0000000002,1696464.0,0.465130866295,0.9844632,0.4952685668525001,0.6224116,0.7312446407298501
10500.0,10.0,0.2,1542240.0,361462500.0,15422400.0,376884900.0,115767986.50368,261116913.49632,3084480.0,5552064.000000001,6785856.0,0.47464807753,1.0050264,0.4712319612350001,0.7496463999999999,0.7622450908199
10500.0,10.0,0.25,1542240.0,361462500.0,15422400.0,376884900.0,116243687.34719999,260641212.65280002,3855600.0,5205060.0,6361740.0,0.4698894719125,1.0050264,0.48325026404375004,0.7390435,0.763786617774875
10500.0,10.0,0.3,1542240.0,361462500.0,15422400.0,376884900.0,116719388.19072,260165511.80927998,4626720.0,4858056.0,5937623.999999999,0.465130866295,1.0050264,0.4952685668525001,0.7284405999999999,0.76532814472985
10500.0,10.0,0.35,1542240.0,361462500.0,15422400.0,376884900.0,117195089.03423999,259689810.96576,5397840.0,4511052.000000001,5513508.0,0.46037226067750003,1.0050264,0.50728686966125,0.7178377,0.766869671684825
10500.0,10.0,0.4,1542240.0,361462500.0,15422400.0,376884900.0,117670789.87776001,259214110.12224,6168960.0,4164048.0000000005,5089391.999999999,0.45561365506000007,1.0050264,0.51930517247,0.7072347999999999,0.7684111986397999
10500.0,10.0,0.45,1542240.0,361462500.0,15422400.0,376884900.0,118146490.72128,258738409.27872002,6940080.0,3817044.0000000005,4665276.0,0.4508550494425,1.0050264,0.5313234752787501,0.6966319,0.769952725594775
10500.0,10.0,0.5,1542240.0,361462500.0,15422400.0,376884900.0,118622191.5648,258262708.4352,7711200.0,3470040.0,4241160.0,0.446096443825,1.0050264,0.5433417780875001,0.686029,0.77149425254975
10500.0,10.0,0.55,1542240.0,361462500.0,15422400.0,376884900.0,119097892.40832001,257787007.59168,8482320.0,3123036.0,3817043.9999999995,0.4413378382075,1.0050264,0.5553600808962501,0.6754260999999999,0.773035779504725
10500.0,10.0,0.6,1542240.0,361462500.0,15422400.0,376884900.0,119573593.25184,257311306.74816,9253440.0,2776032.0000000005,3392928.0,0.43657923259000003,1.0050264,0.567378383705,0.6648232,0.7745773064597
10500.0,15.0,0.2,1542240.0,361462500.0,23133600.0,384596100.0,111962379.75552,272633720.24448,4626720.0,8328096.000000001,10178784.0,0.465130866295,1.0255896,0.4952685668525001,0.78,0.7863389447298501
10500.0,15.0,0.25,1542240.0,361462500.0,23133600.0,384596100.0,112675931.0208,271920168.9792,5783400.0,7807590.000000001,9542610.0,0.45799295786875005,1.0255896,0.513296021065625,0.78,0.7924682791623125
10500.0,15.0,0.3,1542240.0,361462500.0,23133600.0,384596100.0,113389482.28608,271206617.71392,6940080.0,7287084.0,8906435.999999998,0.4508550494425,1.0255896,0.5313234752787501,0.78,0.7985976135947751
10500.0,15.0,0.35,1542240.0,361462500.0,23133600.0,384596100.0,114103033.55136,270493066.44864,8096759.999999999,6766578.000000001,8270262.0,0.44371714101625004,1.0255896,0.549350929491875,0.78,0.8047269480272375
10500.0,15.0,0.4,1542240.0,361462500.0,23133600.0,384596100.0,114816584.81663999,269779515.18336,9253440.0,6246072.0,7634087.999999999,0.43657923259000003,1.0255896,0.567378383705,0.7708522,0.8086608104597001
10500.0,15.0,0.45,1542240.0,361462500.0,23133600.0,384596100.0,115530136.08192,269065963.91808,10410120.0,5725566.000000001,6997914.0,0.42944132416375,1.0255896,0.5854058379181251,0.75494785,0.8109731008921625
10500.0,15.0,0.5,1542240.0,361462500.0,23133600.0,384596100.0,116243687.34719999,268352412.65280002,11566800.0,5205060.0,6361740.000000001,0.4223034157375,1.0255896,0.60343329213125,0.7390435,0.813285391324625
10500.0,15.0,0.55,1542240.0,361462500.0,23133600.0,384596100.0,116957238.61248,267638861.38752002,12723480.000000002,4684554.0,5725565.999999999,0.41516550731125,1.0255896,0.6214607463443751,0.72313915,0.8155976817570876
