hour,national_PM2.5,national_PM10,national_CO,national_NO2,national_SO2,national_O3,self_PM2.5,self_PM10,self_CO,self_NO2,self_SO2,self_O3,weather_风速,weather_压强,weather_降水量,weather_温度,weather_湿度,residual_PM2.5,residual_PM10,residual_CO,residual_NO2,residual_SO2,residual_O3
2018-11-16 00:00:00,12,17,0.499,7,21,41,34.6551724137931,67.3103448275862,0.6551724137931034,56.310344827586206,14.931034482758621,80.06896551724138,0.4620689655172414,1019.551724137931,92.2103448275862,12.482758620689655,91.34482758620689,22.655172413793103,50.310344827586206,0.15617241379310343,49.310344827586206,-6.068965517241379,39.06896551724138
2018-11-16 01:00:00,13,17,0.486,6,16,48,33.89655172413793,67.17241379310344,0.6482758620689656,51.13793103448276,15.275862068965518,51.96551724137931,0.4241379310344828,1019.6482758620689,95.6103448275862,12.0,91.62068965517241,20.89655172413793,50.172413793103445,0.1622758620689656,45.13793103448276,-0.7241379310344822,3.9655172413793096
2018-11-16 02:00:00,16,17,0.475,7,16,51,34.12903225806452,67.61290322580645,0.635483870967742,47.96774193548387,14.96774193548387,45.903225806451616,0.664516129032258,1019.7129032258065,95.75483870967743,12.0,91.58064516129032,18.12903225806452,50.61290322580645,0.16048387096774197,40.96774193548387,-1.03225806451613,-5.096774193548384
2018-11-16 03:00:00,16,17,0.481,6,14,49,37.458333333333336,75.20833333333333,0.6458333333333334,47.291666666666664,15.166666666666666,50.375,0.5875,1019.8416666666667,95.8,12.0,92.20833333333333,21.458333333333336,58.20833333333333,0.1648333333333334,41.291666666666664,1.166666666666666,1.375
2018-11-16 04:00:00,18,25,0.488,6,16,44,43.18518518518518,88.62962962962963,0.6555555555555556,48.925925925925924,15.481481481481481,62.0,0.4925925925925925,1020.2074074074073,95.8,12.0,92.25925925925925,25.185185185185183,63.62962962962963,0.16755555555555557,42.925925925925924,-0.518518518518519,18.0
2018-11-16 05:00:00,23,24,0.479,6,15,50,42.56,87.28,0.648,44.0,15.48,41.36,0.596,1020.672,95.8,12.0,90.92,19.560000000000002,63.28,0.16900000000000004,38.0,0.4800000000000004,-8.64
2018-11-16 06:00:00,24,22,0.504,6,25,44,43.22222222222222,90.11111111111111,0.6666666666666666,55.925925925925924,15.25925925925926,67.66666666666667,0.8666666666666667,1020.6074074074074,95.8,11.88888888888889,89.77777777777777,19.22222222222222,68.11111111111111,0.16266666666666663,49.925925925925924,-9.74074074074074,23.66666666666667
2018-11-16 07:00:00,20,29,0.561,7,33,39,42.388888888888886,86.77777777777777,0.661111111111111,69.05555555555556,15.444444444444445,87.05555555555556,0.7611111111111111,1021.4055555555556,95.8,11.944444444444445,87.83333333333333,22.388888888888886,57.77777777777777,0.10011111111111093,62.05555555555556,-17.555555555555557,48.05555555555556
2018-11-16 08:00:00,26,22,0.537,7,25,62,36.38461538461539,71.5,0.6692307692307692,57.61538461538461,15.153846153846153,56.53846153846154,0.9423076923076923,1022.6115384615385,95.79999999999998,12.0,82.57692307692308,10.384615384615387,49.5,0.13223076923076915,50.61538461538461,-9.846153846153847,-5.46153846153846
2018-11-16 09:00:00,16,24,0.508,7,25,70,30.0,57.38461538461539,0.6538461538461539,55.88461538461539,14.961538461538462,47.23076923076923,0.926923076923077,1022.7884615384615,95.79999999999998,12.576923076923077,78.5,14.0,33.38461538461539,0.14584615384615385,48.88461538461539,-10.038461538461538,-22.769230769230766
2018-11-16 10:00:00,14,21,0.542,6,25,74,32.84,63.64,0.672,53.92,14.92,51.76,0.828,1022.952,95.8,13.04,76.32,18.840000000000003,42.64,0.13,47.92,-10.08,-22.240000000000002
2018-11-16 11:00:00,15,29,0.563,7,22,80,37.69565217391305,75.17391304347827,0.6869565217391304,51.21739130434783,14.956521739130435,58.65217391304348,1.2826086956521738,1022.5173913043479,95.8,13.173913043478262,75.52173913043478,22.695652173913047,46.173913043478265,0.12395652173913041,44.21739130434783,-7.0434782608695645,-21.347826086956523
2018-11-16 12:00:00,21,25,0.596,7,19,87,40.84,83.04,0.6839999999999999,49.72,15.24,61.12,1.24,1022.06,95.8,13.48,74.68,19.840000000000003,58.040000000000006,0.08799999999999997,42.72,-3.76,-25.880000000000003
2018-11-16 13:00:00,22,31,0.615,6,19,84,41.57142857142857,85.03571428571429,0.6785714285714286,49.107142857142854,14.785714285714286,59.5,1.0464285714285715,1021.4642857142857,95.8,13.0,76.89285714285714,19.57142857142857,54.03571428571429,0.06357142857142861,43.107142857142854,-4.2142857142857135,-24.5
2018-11-16 14:00:00,23,29,0.676,6,22,65,41.63636363636363,85.31818181818181,0.6863636363636364,52.31818181818182,14.772727272727273,49.54545454545455,1.2000000000000002,1021.3909090909091,95.8,13.0,79.31818181818181,18.636363636363633,56.31818181818181,0.010363636363636353,46.31818181818182,-7.227272727272727,-15.454545454545453
2018-11-16 15:00:00,16,32,0.655,7,20,47,42.78260869565217,85.6086956521739,0.6826086956521739,52.130434782608695,15.130434782608695,58.65217391304348,1.4304347826086956,1021.6913043478262,95.76521739130435,11.521739130434783,85.6086956521739,26.782608695652172,53.60869565217391,0.02760869565217383,45.130434782608695,-4.869565217391305,11.652173913043477
2018-11-16 16:00:00,19,21,0.652,6,22,35,46.333333333333336,94.47619047619048,0.6714285714285714,55.523809523809526,15.19047619047619,82.80952380952381,1.4428571428571428,1022.1238095238094,95.8,11.0,90.66666666666667,27.333333333333336,73.47619047619048,0.01942857142857135,49.523809523809526,-6.80952380952381,47.80952380952381
2018-11-16 17:00:00,23,28,0.659,6,24,33,54.80769230769231,110.11538461538461,0.6730769230769231,58.07692307692308,15.653846153846153,82.8076923076923,1.6115384615384616,1022.5230769230768,95.79999999999998,10.076923076923077,92.38461538461539,31.807692307692307,82.11538461538461,0.014076923076923098,52.07692307692308,-8.346153846153847,49.80769230769231
2018-11-16 18:00:00,26,35,0.658,6,28,33,56.666666666666664,112.66666666666667,0.6699999999999999,61.833333333333336,15.5,83.9,1.7033333333333334,1023.0633333333334,95.8,10.333333333333334,89.43333333333334,30.666666666666664,77.66666666666667,0.0119999999999999,55.833333333333336,-12.5,50.900000000000006
2018-11-16 19:00:00,28,44,0.651,7,21,42,48.93103448275862,100.72413793103448,0.6724137931034483,52.10344827586207,15.241379310344827,69.03448275862068,1.7275862068965517,1023.4137931034483,95.8,11.0,83.13793103448276,20.93103448275862,56.72413793103448,0.021413793103448264,45.10344827586207,-5.758620689655173,27.034482758620683
2018-11-16 20:00:00,30,39,0.672,8,19,47,47.56666666666667,97.86666666666666,0.6766666666666665,48.166666666666664,15.066666666666666,52.86666666666667,1.7033333333333334,1023.4833333333333,95.8,11.0,79.83333333333333,17.56666666666667,58.86666666666666,0.004666666666666486,40.166666666666664,-3.9333333333333336,5.866666666666667
2018-11-16 21:00:00,29,40,0.685,7,18,46,43.37931034482759,89.55172413793103,0.6724137931034483,47.310344827586206,15.172413793103448,50.41379310344828,1.0862068965517242,1023.4620689655173,95.8,10.241379310344827,79.93103448275862,14.379310344827587,49.55172413793103,-0.012586206896551766,40.310344827586206,-2.8275862068965516,4.413793103448278
2018-11-16 22:00:00,31,35,0.678,6,23,42,43.064516129032256,87.06451612903226,0.6838709677419355,52.12903225806452,15.129032258064516,75.74193548387096,0.9290322580645162,1023.6967741935484,95.8,10.0,79.64516129032258,12.064516129032256,52.064516129032256,0.005870967741935407,46.12903225806452,-7.870967741935484,33.74193548387096
2018-11-16 23:00:00,42,36,0.666,9,21,42,43.41379310344828,89.55172413793103,0.6862068965517241,48.10344827586207,15.586206896551724,69.62068965517241,0.6586206896551725,1023.8793103448276,95.8,10.0,79.96551724137932,1.4137931034482776,53.55172413793103,0.02020689655172403,39.10344827586207,-5.413793103448276,27.620689655172413
2018-11-17 00:00:00,26,37,0.648,10,18,46,42.41379310344828,88.41379310344827,0.696551724137931,44.58620689655172,15.89655172413793,39.758620689655174,0.906896551724138,1023.9103448275862,95.8,10.0,77.20689655172414,16.413793103448278,51.41379310344827,0.04855172413793096,34.58620689655172,-2.1034482758620694,-6.241379310344826
2018-11-17 01:00:00,26,41,0.548,8,16,48,27.11111111111111,51.166666666666664,0.6388888888888888,42.27777777777778,15.277777777777779,40.22222222222222,1.1055555555555554,1023.5277777777778,95.8,10.0,74.11111111111111,1.1111111111111107,10.166666666666664,0.0908888888888888,34.27777777777778,-0.7222222222222214,-7.777777777777779
2018-11-17 02:00:00,18,28,0.445,6,12,53,16.35,30.2,0.6199999999999999,38.2,15.1,43.65,0.775,1022.79,95.8,9.8,72.75,-1.6499999999999986,2.1999999999999993,0.17499999999999988,32.2,3.0999999999999996,-9.350000000000001
2018-11-17 03:00:00,11,17,0.44,6,15,48,16.037037037037038,28.555555555555557,0.6074074074074074,40.22222222222222,15.074074074074074,41.18518518518518,0.8185185185185185,1022.5444444444445,95.8,9.0,75.03703703703704,5.037037037037038,11.555555555555557,0.1674074074074074,34.22222222222222,0.0740740740740744,-6.814814814814817
2018-11-17 04:00:00,8,22,0.471,8,19,38,24.6875,45.0625,0.6124999999999999,47.6875,15.1875,60.0,0.65,1022.7125,95.8,9.0,76.75,16.6875,23.0625,0.14149999999999996,39.6875,-3.8125,22.0
2018-11-17 05:00:00,19,25,0.498,8,21,36,26.88,48.76,0.608,48.64,15.08,71.84,0.48800000000000004,1022.888,95.8,9.0,75.52,7.879999999999999,23.759999999999998,0.10999999999999999,40.64,-5.92,35.84
2018-11-17 06:00:00,15,26,0.559,7,27,29,26.714285714285715,48.392857142857146,0.6392857142857142,56.785714285714285,15.357142857142858,80.28571428571429,0.5642857142857143,1023.0035714285714,95.8,9.0,75.82142857142857,11.714285714285715,22.392857142857146,0.08028571428571418,49.785714285714285,-11.642857142857142,51.28571428571429
2018-11-17 07:00:00,8,27,0.58,7,35,19,29.17391304347826,53.391304347826086,0.6434782608695652,66.17391304347827,15.347826086956522,80.8695652173913,0.773913043478261,1022.9391304347826,95.85652173913043,9.0,76.6086956521739,21.17391304347826,26.391304347826086,0.0634782608695652,59.173913043478265,-19.652173913043477,61.8695652173913
2018-11-17 08:00:00,17,38,0.63,8,28,26,30.4,58.24,0.6839999999999999,63.84,15.12,81.88,1.04,1022.6439999999999,95.9,10.64,71.04,13.399999999999999,20.240000000000002,0.05399999999999994,55.84,-12.88,55.879999999999995
2018-11-17 09:00:00,17,38,0.685,8,26,39,26.045454545454547,46.81818181818182,0.6727272727272727,58.45454545454545,14.818181818181818,77.68181818181819,0.9090909090909091,1023.1818181818181,95.9,12.681818181818182,63.45454545454545,9.045454545454547,8.81818181818182,-0.012272727272727324,50.45454545454545,-11.181818181818182,38.68181818181819
2018-11-17 10:00:00,15,40,0.587,7,33,34,28.73913043478261,52.52173913043478,0.6695652173913043,60.91304347826087,15.08695652173913,85.73913043478261,1.0826086956521739,1024.0260869565216,95.9,12.0,67.8695652173913,13.73913043478261,12.521739130434781,0.08256521739130429,53.91304347826087,-17.913043478260867,51.73913043478261
2018-11-17 11:00:00,13,40,0.576,7,30,39,31.541666666666668,61.375,0.6875,62.75,15.333333333333334,87.83333333333333,0.7916666666666666,1022.8375,95.90000000000002,12.0,68.41666666666667,18.541666666666668,21.375,0.11150000000000004,55.75,-14.666666666666666,48.83333333333333
2018-11-17 12:00:00,16,46,0.575,7,31,38,32.55555555555556,63.74074074074074,0.6814814814814815,64.0,15.222222222222221,87.48148148148148,0.7740740740740741,1021.3407407407408,95.9,12.666666666666666,67.33333333333333,16.555555555555557,17.74074074074074,0.10648148148148151,57.0,-15.777777777777779,49.48148148148148
2018-11-17 13:00:00,15,52,0.543,8,31,39,31.863636363636363,61.86363636363637,0.6863636363636364,64.18181818181819,14.863636363636363,88.72727272727273,0.7090909090909091,1020.4409090909091,95.9,13.0,66.31818181818181,16.863636363636363,9.863636363636367,0.14336363636363636,56.18181818181819,-16.136363636363637,49.727272727272734
2018-11-17 14:00:00,21,47,0.555,8,38,34,31.791666666666668,62.791666666666664,0.6791666666666667,69.54166666666667,14.916666666666666,89.04166666666667,0.6124999999999999,1020.4208333333332,95.90000000000002,13.0,67.95833333333333,10.791666666666668,15.791666666666664,0.12416666666666665,61.54166666666667,-23.083333333333336,55.04166666666667
2018-11-17 15:00:00,16,47,0.58,8,42,31,30.0,57.0,0.6649999999999999,75.8,15.25,90.6,0.5599999999999999,1020.2549999999999,95.9,13.0,68.3,14.0,10.0,0.08499999999999996,67.8,-26.75,59.599999999999994
2018-11-17 16:00:00,28,46,0.569,8,43,35,29.047619047619047,54.857142857142854,0.6809523809523809,72.0952380952381,15.095238095238095,91.14285714285714,0.5047619047619047,1020.0952380952381,95.9,12.666666666666666,67.85714285714286,1.0476190476190474,8.857142857142854,0.11195238095238091,64.0952380952381,-27.904761904761905,56.14285714285714
2018-11-17 17:00:00,20,59,0.626,7,43,34,32.857142857142854,65.57142857142857,0.6857142857142856,76.52380952380952,14.904761904761905,90.0952380952381,0.3238095238095238,1020.0857142857143,95.9,12.0,69.71428571428571,12.857142857142854,6.571428571428569,0.05971428571428561,69.52380952380952,-28.095238095238095,56.0952380952381
2018-11-17 18:00:00,30,55,0.631,7,43,32,37.03333333333333,74.16666666666667,0.6966666666666667,79.3,15.4,90.43333333333334,0.5233333333333333,1020.4699999999999,95.9,12.0,73.0,7.033333333333331,19.16666666666667,0.06566666666666665,72.3,-27.6,58.43333333333334
2018-11-17 19:00:00,20,47,0.624,6,40,31,45.06666666666667,92.2,0.6633333333333333,79.1,15.366666666666667,90.03333333333333,0.6433333333333333,1020.4733333333334,96.16666666666667,11.366666666666667,81.16666666666667,25.06666666666667,45.2,0.03933333333333333,73.1,-24.633333333333333,59.03333333333333
2018-11-17 20:00:00,25,43,0.642,6,42,26,50.827586206896555,102.86206896551724,0.6793103448275862,80.86206896551724,15.241379310344827,88.24137931034483,0.710344827586207,1020.6241379310345,96.50689655172413,10.586206896551724,87.34482758620689,25.827586206896555,59.86206896551724,0.03731034482758622,74.86206896551724,-26.758620689655174,62.241379310344826
2018-11-17 21:00:00,30,37,0.587,6,37,28,49.86666666666667,100.93333333333334,0.6699999999999999,77.23333333333333,15.366666666666667,86.66666666666667,0.6733333333333333,1021.1333333333333,98.93,10.0,92.36666666666666,19.866666666666667,63.93333333333334,0.08299999999999996,71.23333333333333,-21.633333333333333,58.66666666666667
2018-11-17 22:00:00,26,27,0.587,6,32,28,55.52,109.12,0.68,70.56,15.36,84.72,0.6439999999999999,1021.1080000000001,101.50399999999999,10.0,94.52,29.520000000000003,82.12,0.09300000000000008,64.56,-16.64,56.72
2018-11-17 23:00:00,27,27,0.608,6,28,31,50.8,102.88,0.6759999999999999,65.04,15.16,83.48,0.708,1021.184,104.88,9.56,95.4,23.799999999999997,75.88,0.06799999999999995,59.040000000000006,-12.84,52.480000000000004
2018-11-18 00:00:00,23,21,0.579,6,24,35,45.76,93.24,0.66,60.4,15.36,83.12,0.74,1020.8839999999999,106.944,9.0,95.72,22.759999999999998,72.24,0.08100000000000007,54.4,-8.64,48.120000000000005
2018-11-18 01:00:00,22,20,0.507,6,14,54,40.0,79.66666666666667,0.6166666666666666,46.458333333333336,15.083333333333334,51.958333333333336,0.9708333333333333,1020.5833333333334,108.77083333333333,9.0,94.75,18.0,59.66666666666667,0.10966666666666658,40.458333333333336,1.083333333333334,-2.0416666666666643
2018-11-18 02:00:00,13,9,0.562,5,14,60,42.388888888888886,85.38888888888889,0.6388888888888888,45.72222222222222,15.166666666666666,44.388888888888886,0.5944444444444446,1020.1055555555556,109.3,9.0,95.44444444444444,29.388888888888886,76.38888888888889,0.07688888888888878,40.72222222222222,1.166666666666666,-15.611111111111114
2018-11-18 03:00:00,15,13,0.529,6,16,55,43.96296296296296,89.92592592592592,0.6407407407407407,47.148148148148145,15.037037037037036,46.18518518518518,0.6925925925925925,1020.3925925925926,109.3,8.925925925925926,96.03703703703704,28.962962962962962,76.92592592592592,0.1117407407407407,41.148148148148145,-0.9629629629629637,-8.814814814814817
2018-11-18 04:00:00,18,14,0.504,6,12,56,41.08695652173913,81.56521739130434,0.6260869565217391,43.47826086956522,15.130434782608695,41.21739130434783,0.8173913043478261,1019.704347826087,109.3,8.347826086956522,95.30434782608695,23.086956521739133,67.56521739130434,0.12208695652173907,37.47826086956522,3.1304347826086953,-14.782608695652172
2018-11-18 05:00:00,18,13,0.522,6,16,49,42.125,84.625,0.6166666666666666,47.791666666666664,15.291666666666666,55.291666666666664,0.6041666666666666,1019.7291666666666,104.78750000000001,8.166666666666666,95.375,24.125,71.625,0.09466666666666657,41.791666666666664,-0.7083333333333339,6.291666666666664
2018-11-18 06:00:00,15,12,0.555,6,20,43,44.03846153846154,89.8076923076923,0.6730769230769231,52.84615384615385,15.5,78.07692307692308,0.6115384615384616,1019.8461538461538,109.29999999999998,8.0,94.6923076923077,29.03846153846154,77.8076923076923,0.11807692307692308,46.84615384615385,-4.5,35.07692307692308
