date,revenue,profit,profit_rate
2017-08-07,10748.36,3224.508,0.3
2017-08-08,19174.9,5752.47,0.3
2017-08-09,9660.68,2898.204,0.3
2017-08-10,9126.6,2737.98,0.3
2017-08-11,8635.2,2590.56,0.3
2017-08-12,13742.08,4122.624,0.3
2017-08-13,11002.14,3300.642,0.3
2017-08-14,6422.83,1926.849,0.3
2017-08-15,8030.81,2409.243,0.3
2017-08-16,6468.1,1940.43,0.3
2017-08-17,7231.78,2169.534,0.3
2017-08-18,6189.2,1856.76,0.3
2017-08-19,14954.88,4486.464,0.3
2017-08-20,12427.76,3728.328,0.3
2017-08-21,7009.58,2102.874,0.3
2017-08-22,7805.8,2341.74,0.3
2017-08-23,8212.16,2463.648,0.3
2017-08-24,8105.54,2431.662,0.3
2017-08-25,7754.8,2326.44,0.3
2017-08-26,15889.36,4766.808,0.3
2017-08-27,17861.66,5358.498,0.3
2017-08-28,9446.6,2833.98,0.3
2017-08-29,9370.7,2811.21,0.3
2017-08-30,8052.56,2415.768,0.3
2017-08-31,8983.18,2694.954,0.3
2017-09-01,7014.86,2104.458,0.3
2017-09-02,10479.18,3143.754,0.3
2017-09-03,11030.78,3309.234,0.3
2017-09-04,7835.58,2350.674,0.3
2017-09-05,6933.5,2080.05,0.3
2017-09-06,7991.84,2397.552,0.3
2017-09-07,5971.36,1791.408,0.3
2017-09-08,5027.86,1508.358,0.3
2017-09-09,11922.6,3576.78,0.3
2017-09-10,13782.82,4134.846,0.3
2017-09-11,7103.6,2131.08,0.3
2017-09-12,7404.62,2221.386,0.3
2017-09-13,6956.22,2086.866,0.3
2017-09-14,6774.0,2032.2,0.3
2017-09-15,6214.08,1864.224,0.3
2017-09-16,11172.0,3351.6,0.3
2017-09-17,17129.84,5138.952,0.3
2017-09-18,6194.56,1858.368,0.3
2017-09-19,9806.43,2941.929,0.3
2017-09-20,6104.47,1831.341,0.3
2017-09-21,13415.37,4024.611,0.3
2017-09-22,11984.68,3595.404,0.3
2017-09-23,17080.98,5124.294,0.3
2017-09-24,11511.2,3453.36,0.3
2017-09-25,9179.56,2753.868,0.3
2017-09-26,12089.38,3626.814,0.3
2017-09-27,10386.46,3115.938,0.3
2017-09-28,10301.76,3090.528,0.3
2017-09-29,11299.1,3389.73,0.3
2017-09-30,11204.82,3361.446,0.3
2017-10-01,9843.4,2953.02,0.3
2017-10-02,7435.1,2230.53,0.3
2017-10-03,9652.18,2895.654,0.3
2017-10-04,7858.8,2357.64,0.3
2017-10-05,5613.3,1683.99,0.3
2017-10-06,5608.1,1682.43,0.3
2017-10-07,8897.48,2669.244,0.3
2017-10-08,12112.88,3633.864,0.3
2017-10-09,9006.08,2701.824,0.3
2017-10-10,10051.54,3015.462,0.3
2017-10-11,7289.36,2186.808,0.3
2017-10-12,5348.58,1604.574,0.3
2017-10-13,7547.08,2264.124,0.3
2017-10-14,8442.78,2532.834,0.3
2017-10-15,24539.16,7361.748,0.3
2017-10-16,5590.26,1677.078,0.3
2017-10-17,5541.8,1662.54,0.3
2017-10-18,7066.48,2119.944,0.3
2017-10-19,7093.0,2127.9,0.3
2017-10-20,19996.0,5998.8,0.3
2017-10-21,11112.3,3333.69,0.3
2017-10-22,12602.9,3780.87,0.3
2017-10-23,7508.0,2252.4,0.3
2017-10-24,5673.2,1701.96,0.3
2017-10-25,6257.38,1877.214,0.3
2017-10-26,6101.6,1830.48,0.3
2017-10-27,6588.6,1976.58,0.3
2017-10-28,13205.4,3961.62,0.3
2017-10-29,15019.3,4505.79,0.3
2017-10-30,6220.6,1866.18,0.3
2017-10-31,6831.2,2049.36,0.3
2017-11-01,5067.6,1520.28,0.3
2017-11-02,6062.1,1818.63,0.3
2017-11-03,5498.2,1649.46,0.3
2017-11-04,8405.98,2521.794,0.3
2017-11-05,12039.8,3611.94,0.3
2017-11-06,5948.9,1784.67,0.3
2017-11-07,7118.5,2135.55,0.3
2017-11-08,6228.9,1868.67,0.3
2017-11-09,9436.8,2831.04,0.3
2017-11-10,8711.85,2613.555,0.3
2017-11-11,28977.03,8693.109,0.3
2017-11-12,14880.94,4464.282,0.3
2017-11-13,5650.78,1695.234,0.3
2017-11-14,6756.8,2027.04,0.3
2017-11-15,6104.8,1831.44,0.3
2017-11-16,6517.2,1955.16,0.3
2017-11-17,7331.4,2199.42,0.3
2017-11-18,14463.74,4339.122,0.3
2017-11-19,12142.22,3642.666,0.3
2017-11-20,8177.38,2453.214,0.3
2017-11-21,7351.9,2205.57,0.3
2017-11-22,7254.58,2176.374,0.3
2017-11-23,7756.84,2327.052,0.3
2017-11-24,10202.4,3060.72,0.3
2017-11-25,12065.98,3619.794,0.3
2017-11-26,14900.22,4470.066,0.3
2017-11-27,8393.08,2517.924,0.3
2017-11-28,9477.7,2843.31,0.3
2017-11-29,6658.46,1997.538,0.3
2017-11-30,4911.88,1473.564,0.3
2017-12-01,8540.98,2562.294,0.3
2017-12-02,14201.34,4260.402,0.3
2017-12-03,17244.8,5173.44,0.3
2017-12-04,7260.1,2178.03,0.3
2017-12-05,9429.59,2828.877,0.3
2017-12-06,7598.88,2279.664,0.3
2017-12-07,7036.26,2110.878,0.3
2017-12-08,11711.58,3513.474,0.3
2017-12-09,19982.42,5994.726,0.3
2017-12-10,16636.76,4991.028,0.3
2017-12-11,8213.3,2463.99,0.3
2017-12-12,26570.68,7971.204,0.3
2017-12-13,6992.78,2097.834,0.3
2017-12-14,6471.1,1941.33,0.3
2017-12-15,5642.3,1692.69,0.3
2017-12-16,11067.42,3320.226,0.3
2017-12-17,13461.9,4038.57,0.3
2017-12-18,5953.2,1785.96,0.3
2017-12-19,7680.62,2304.186,0.3
2017-12-20,5245.4,1573.62,0.3
2017-12-21,6007.78,1802.334,0.3
2017-12-22,6831.04,2049.312,0.3
2017-12-23,14887.56,4466.268,0.3
2017-12-24,19637.92,5891.376,0.3
2017-12-25,5711.54,1713.462,0.3
2017-12-26,7147.9,2144.37,0.3
2017-12-27,6799.7,2039.91,0.3
2017-12-28,5850.32,1755.096,0.3
2017-12-29,7853.02,2355.906,0.3
2017-12-30,10778.35,3233.505,0.3
2017-12-31,9704.43,2911.329,0.3
2018-01-01,13908.12,4172.436,0.3
2018-01-02,10274.81,3082.443,0.3
2018-01-03,6783.98,2035.194,0.3
2018-01-04,9472.12,2841.636,0.3
2018-01-05,11728.39,3518.517,0.3
2018-01-06,28387.56,8516.268,0.3
2018-01-07,17970.17,5391.051,0.3
2018-01-08,7098.63,2129.589,0.3
2018-01-09,8750.3,2625.09,0.3
2018-01-10,5839.36,1751.808,0.3
2018-01-11,7985.86,2395.758,0.3
2018-01-12,9915.2,2974.56,0.3
2018-01-13,16164.2,4849.26,0.3
2018-01-14,15517.48,4655.244,0.3
2018-01-15,10691.3,3207.39,0.3
2018-01-16,7983.56,2395.068,0.3
2018-01-17,8638.08,2591.424,0.3
2018-01-18,8128.88,2438.664,0.3
2018-01-19,9942.2,2982.66,0.3
2018-01-20,26510.46,7953.138,0.3
2018-01-21,20497.26,6149.178,0.3
2018-01-22,7782.06,2334.618,0.3
2018-01-23,9933.26,2979.978,0.3
2018-01-24,8910.14,2673.042,0.3
2018-01-25,10814.54,3244.362,0.3
2018-01-26,11233.56,3370.068,0.3
2018-01-27,20105.16,6031.548,0.3
2018-01-28,21276.84,6383.052,0.3
2018-01-29,6254.78,1876.434,0.3
2018-01-30,9680.46,2904.138,0.3
2018-01-31,9406.34,2821.902,0.3
2018-02-01,8494.52,2548.356,0.3
2018-02-02,8495.74,2548.722,0.3
2018-02-03,19828.5,5948.55,0.3
2018-02-04,21920.1,6576.03,0.3
2018-02-05,10057.2,3017.16,0.3
2018-02-06,10669.64,3200.892,0.3
2018-02-07,12807.7,3842.31,0.3
2018-02-08,9139.02,2741.706,0.3
2018-02-09,11500.14,3450.042,0.3
2018-02-10,18341.5,5502.45,0.3
2018-02-11,16677.48,5003.244,0.3
2018-02-12,12626.48,3787.944,0.3
2018-02-13,9385.7,2815.71,0.3
2018-02-14,12278.28,3683.484,0.3
2018-02-15,6445.6,1933.68,0.3
2018-02-16,3541.2,1062.36,0.3
2018-02-17,4225.18,1267.554,0.3
2018-02-18,3499.6,1049.88,0.3
2018-02-19,6428.88,1928.664,0.3
2018-02-20,5845.5,1753.65,0.3
2018-02-21,9217.48,2765.244,0.3
2018-02-22,10460.29,3138.087,0.3
2018-02-23,10154.33,3046.299,0.3
2018-02-24,16440.79,4932.237,0.3
2018-02-25,17283.96,5185.188,0.3
2018-02-26,5685.46,1705.638,0.3
2018-02-27,6780.1,2034.03,0.3
2018-02-28,7683.36,2305.008,0.3
2018-03-01,9595.25,2878.575,0.3
2018-03-02,9122.96,2736.888,0.3
2018-03-03,14700.11,4410.033,0.3
2018-03-04,15519.18,4655.754,0.3
2018-03-05,7167.08,2150.124,0.3
2018-03-06,7842.38,2352.714,0.3
2018-03-07,6421.18,1926.354,0.3
2018-03-08,21231.53,6369.459,0.3
2018-03-09,6708.4,2012.52,0.3
2018-03-10,15542.76,4662.828,0.3
2018-03-11,14269.22,4280.766,0.3
2018-03-12,8173.88,2452.164,0.3
2018-03-13,8674.46,2602.338,0.3
2018-03-14,14365.16,4309.548,0.3
2018-03-15,9520.56,2856.168,0.3
2018-03-16,9198.66,2759.598,0.3
2018-03-17,19500.22,5850.066,0.3
2018-03-18,20445.82,6133.746,0.3
2018-03-19,8579.38,2573.814,0.3
2018-03-20,7529.82,2258.946,0.3
2018-03-21,8028.42,2408.526,0.3
2018-03-22,8235.08,2470.524,0.3
2018-03-23,7893.58,2368.074,0.3
2018-03-24,20423.9,6127.17,0.3
2018-03-25,19609.7,5882.91,0.3
2018-03-26,8153.66,2446.098,0.3
2018-03-27,8241.88,2472.564,0.3
2018-03-28,9046.38,2713.914,0.3
2018-03-29,7313.94,2194.182,0.3
2018-03-30,10277.86,3083.358,0.3
2018-03-31,22466.22,6739.866,0.3
2018-04-01,24368.2,7310.46,0.3
2018-04-02,9747.08,2924.124,0.3
2018-04-03,12076.66,3622.998,0.3
2018-04-04,10345.72,3103.716,0.3
2018-04-05,14950.38,4485.114,0.3
2018-04-06,16841.74,5052.522,0.3
2018-04-07,17224.42,5167.326,0.3
2018-04-08,13584.62,4075.386,0.3
2018-04-09,21507.58,6452.274,0.3
2018-04-10,13835.48,4150.644,0.3
2018-04-11,11788.6,3536.58,0.3
2018-04-12,13952.98,4185.894,0.3
2018-04-13,11960.04,3588.012,0.3
2018-04-14,13644.15,4093.245,0.3
2018-04-15,45083.0,13524.9,0.3
2018-04-16,20929.1,6278.73,0.3
2018-04-17,11477.98,3443.394,0.3
2018-04-18,10665.42,3199.626,0.3
2018-04-19,12410.8,3723.24,0.3
2018-04-20,13433.48,4030.044,0.3
2018-04-21,19603.76,5881.128,0.3
2018-04-22,24173.22,7251.966,0.3
2018-04-23,11356.86,3407.058,0.3
2018-04-24,16289.5,4886.85,0.3
2018-04-25,12902.1,3870.63,0.3
2018-04-26,13254.14,3976.242,0.3
2018-04-27,12565.08,3769.524,0.3
2018-04-28,16217.9,4865.37,0.3
2018-04-29,24396.76,7319.028,0.3
2018-04-30,18631.54,5589.462,0.3
2018-05-01,14440.78,4332.234,0.3
2018-05-02,15354.4,4606.32,0.3
2018-05-03,14593.43,4378.029,0.3
2018-05-04,14219.7,4265.91,0.3
2018-05-05,20997.04,6299.112,0.3
2018-05-06,20312.4,6093.72,0.3
2018-05-07,15393.54,4618.062,0.3
2018-05-08,15603.71,4681.113,0.3
2018-05-09,13963.86,4189.158,0.3
2018-05-10,14990.26,4497.078,0.3
2018-05-11,14169.2,4250.76,0.3
2018-05-12,25061.52,7518.456,0.3
2018-05-13,25689.74,7706.922,0.3
2018-05-14,14132.28,4239.684,0.3
2018-05-15,15243.5,4573.05,0.3
2018-05-16,12559.62,3767.886,0.3
2018-05-17,12000.06,3600.018,0.3
2018-05-18,14255.34,4276.602,0.3
2018-05-19,19316.77,5795.031,0.3
2018-05-20,40366.67,12110.001,0.3
2018-05-21,16685.24,5005.572,0.3
2018-05-22,15716.72,4715.016,0.3
2018-05-23,11978.08,3593.424,0.3
2018-05-24,13545.18,4063.554,0.3
2018-05-25,10216.56,3064.968,0.3
2018-05-26,11890.58,3567.174,0.3
2018-05-27,16568.92,4970.676,0.3
2018-05-28,13544.86,4063.458,0.3
2018-05-29,13649.84,4094.952,0.3
2018-05-30,9848.28,2954.484,0.3
2018-05-31,12155.52,3646.656,0.3
2018-06-01,9782.6,2934.78,0.3
2018-06-02,17954.98,5386.494,0.3
2018-06-03,17776.38,5332.914,0.3
2018-06-04,11972.3,3591.69,0.3
2018-06-05,15857.52,4757.256,0.3
2018-06-06,15135.24,4540.572,0.3
2018-06-07,16784.92,5035.476,0.3
2018-06-08,18589.48,5576.844,0.3
2018-06-09,28080.9,8424.27,0.3
2018-06-10,34545.0,10363.5,0.3
2018-06-11,16174.92,4852.476,0.3
2018-06-12,15446.66,4633.998,0.3
2018-06-13,15799.52,4739.856,0.3
2018-06-14,15141.7,4542.51,0.3
2018-06-15,18822.3,5646.69,0.3
2018-06-16,22940.36,6882.108,0.3
2018-06-17,32674.44,9802.332,0.3
2018-06-18,79536.48,23860.944,0.3
2018-06-19,15497.13,4649.139,0.3
2018-06-20,12032.54,3609.762,0.3
2018-06-21,13036.94,3911.082,0.3
2018-06-22,11721.86,3516.558,0.3
2018-06-23,16233.73,4870.119,0.3
2018-06-24,18635.32,5590.596,0.3
2018-06-25,8874.21,2662.263,0.3
2018-06-26,10375.66,3112.698,0.3
2018-06-27,11954.83,3586.449,0.3
2018-06-28,12304.21,3691.263,0.3
2018-06-29,7474.76,2242.428,0.3
2018-06-30,17037.58,5111.274,0.3
2018-07-01,22351.48,6705.444,0.3
2018-07-02,7961.96,2388.588,0.3
2018-07-03,16244.63,4873.389,0.3
2018-07-04,9039.94,2711.982,0.3
2018-07-05,10060.97,3018.291,0.3
2018-07-06,16766.64,5029.992,0.3
2018-07-07,36133.39,10840.017,0.3
2018-07-08,13318.03,3995.409,0.3
2018-07-09,16108.86,4832.658,0.3
2018-07-10,21169.64,6350.892,0.3
2018-07-11,14461.14,4338.342,0.3
2018-07-12,21665.84,6499.752,0.3
2018-07-13,24494.86,7348.458,0.3
2018-07-14,29696.13,8908.839,0.3
2018-07-15,29470.37,8841.111,0.3
2018-07-16,13862.52,4158.756,0.3
2018-07-17,22686.2,6805.86,0.3
2018-07-18,20306.32,6091.896,0.3
2018-07-19,17506.42,5251.926,0.3
2018-07-20,21460.14,6438.042,0.3
2018-07-21,42957.82,12887.346,0.3
2018-07-22,30316.86,9095.058,0.3
2018-07-23,15439.8,4631.94,0.3
2018-07-24,23082.9,6924.87,0.3
2018-07-25,14594.62,4378.386,0.3
2018-07-26,17296.14,5188.842,0.3
2018-07-27,19190.36,5757.108,0.3
2018-07-28,35971.2,10791.36,0.3
2018-07-29,33465.04,10039.512,0.3
2018-07-30,12006.34,3601.902,0.3
2018-07-31,31809.26,9542.778,0.3
2018-08-01,15332.58,4599.774,0.3
2018-08-02,18823.12,5646.936,0.3
2018-08-03,17658.86,5297.658,0.3
2018-08-04,35357.74,10607.322,0.3
2018-08-05,31885.74,9565.722,0.3
2018-08-06,19961.72,5988.516,0.3
2018-08-07,26181.58,7854.474,0.3
2018-08-08,139772.6,41931.78,0.3
2018-08-09,20615.2,6184.56,0.3
2018-08-10,21285.9,6385.77,0.3
2018-08-11,31237.88,9371.364,0.3
2018-08-12,31115.78,9334.734,0.3
2018-08-13,16590.18,4977.054,0.3
2018-08-14,23409.2,7022.76,0.3
2018-08-15,19022.6,5706.78,0.3
2018-08-16,18407.42,5522.226,0.3
2018-08-17,18968.61,5690.583,0.3
2018-08-18,31376.22,9412.866,0.3
2018-08-19,36482.3,10944.69,0.3
2018-08-20,16929.14,5078.742,0.3
2018-08-21,20400.16,6120.048,0.3
2018-08-22,17639.52,5291.856,0.3
2018-08-23,16456.78,4937.034,0.3
2018-08-24,19371.44,5811.432,0.3
2018-08-25,43472.36,13041.708,0.3
2018-08-26,36374.78,10912.434,0.3
2018-08-27,18771.46,5631.438,0.3
2018-08-28,23808.9,7142.67,0.3
2018-08-29,19813.74,5944.122,0.3
2018-08-30,20494.34,6148.302,0.3
2018-08-31,26836.12,8050.836,0.3
2018-09-01,39065.96,11719.788,0.3
2018-09-02,32883.08,9864.924,0.3
2018-09-03,20365.78,6109.734,0.3
2018-09-04,26384.4,7915.32,0.3
2018-09-05,14949.58,4484.874,0.3
2018-09-06,16876.68,5063.004,0.3
2018-09-07,15285.57,4585.671,0.3
2018-09-08,44603.81,13381.143,0.3
2018-09-09,30699.94,9209.982,0.3
2018-09-10,16535.14,4960.542,0.3
2018-09-11,25375.48,7612.644,0.3
2018-09-12,19726.9,5918.07,0.3
2018-09-13,16603.68,4981.104,0.3
2018-09-14,20780.28,6234.084,0.3
2018-09-15,36392.78,10917.834,0.3
2018-09-16,46221.14,13866.342,0.3
2018-09-17,14864.28,4459.284,0.3
2018-09-18,20465.78,6139.734,0.3
2018-09-19,16825.82,5047.746,0.3
2018-09-20,16437.52,4931.256,0.3
2018-09-21,15253.42,4576.026,0.3
2018-09-22,43689.44,13106.832,0.3
2018-09-23,33848.82,10154.646,0.3
2018-09-24,29532.08,8859.624,0.3
2018-09-25,24617.4,7385.22,0.3
2018-09-26,23047.92,6914.376,0.3
2018-09-27,21280.76,6384.228,0.3
2018-09-28,24035.0,7210.5,0.3
2018-09-29,27625.18,8287.554,0.3
