state,year,renewable_consumption_share,renewable_production_share,nonhydro_renewable_share
NM,1961,0.02035951238597841,0.004379573519924016,0.018735417779594837
NM,1962,0.01802992930297461,0.004278653567654704,0.016245303436435647
NM,1963,0.01743338106285037,0.003996511795195074,0.01620285742554901
NM,1964,0.017187543726099562,0.00361635620381418,0.01691817385968399
NM,1965,0.017168584333213586,0.0032927655319428158,0.015902514485086873
NM,1966,0.016490763189869737,0.0032072590956757643,0.01461625876564128
NM,1967,0.013925027137416498,0.0027823270025270296,0.013026184837568712
NM,1968,0.013074982780939139,0.002633618949308602,0.012051777341367378
NM,1969,0.013237645019195488,0.002630946206339002,0.01168233808961545
NM,1970,0.012092353919936896,0.0025119713545126324,0.01058826128816111
NM,1971,0.010572236402141102,0.0022506850694755214,0.009964410326161511
NM,1972,0.009456238386317553,0.002142518675631987,0.009038401174115588
NM,1973,0.01024439773370299,0.0022736576985683318,0.008832370545375934
NM,1974,0.010319768070684476,0.002272713092986316,0.008713086544101047
NM,1975,0.013060706906346828,0.002850963608317809,0.011625540319694835
NM,1976,0.0133210475261804,0.0031960307740694464,0.011768199705768994
NM,1977,0.015476639103849414,0.003485593850704243,0.014861105319283158
NM,1978,0.016806209136427008,0.0038343537254429756,0.016150350129823753
NM,1979,0.020635718447442917,0.004631759058466453,0.019175515289775777
NM,1980,0.012940742746892013,0.0029387204128523687,0.01090792986644018
NM,1981,0.01635001646229793,0.0037650221326084024,0.014405182283408096
NM,1982,0.017273528717413958,0.004343507151852943,0.015508477511876092
NM,1983,0.019468350313114443,0.005249972313908228,0.01749318323431428
NM,1984,0.020881687699392516,0.005236464442179409,0.018821789744684684
NM,1985,0.022581252564832795,0.005638750982817661,0.019713399350963504
NM,1986,0.024441736781803152,0.006914019791015839,0.020624824848686586
NM,1987,0.017686872784135735,0.005003894486364807,0.01416596023707679
NM,1988,0.01682711549252458,0.004771836130066767,0.014798150597843696
NM,1989,0.018535603180978154,0.005024426854113547,0.01401149872981927
NM,1990,0.01456279626477273,0.004218553037514734,0.010997895006283558
NM,1991,0.015777674980493636,0.004549125775609089,0.011604862827282961
NM,1992,0.015788534560723155,0.004007905768913248,0.011319759417776097
NM,1993,0.014615845294263572,0.003812610766005506,0.009614129827969997
NM,1994,0.013727371175227357,0.0032804349832384087,0.010037450356876027
NM,1995,0.016751578012206957,0.0033839228931160413,0.012101186069769367
NM,1996,0.013969205407141578,0.002926547945311273,0.010421729119142095
NM,1997,0.014904519793937301,0.0033886488287107933,0.010877077488910198
NM,1998,0.01549556763015789,0.0032683812270524444,0.011784257548662781
NM,1999,0.015856653205124107,0.003521707973538159,0.012048500408162705
NM,2000,0.015838404853547844,0.003412350709369482,0.012505118188786166
NM,2001,0.011930485852151599,0.002896912486805365,0.0082385919087705
NM,2002,0.012502910569471802,0.0032124843107164958,0.008396461965809914
NM,2003,0.013460221160492442,0.0035750003848698904,0.01078637618446775
NM,2004,0.017223600707321804,0.004524260095526332,0.015177347758912371
NM,2005,0.034536742930383814,0.008765527114425553,0.032113649967536066
NM,2006,0.04128455469860115,0.011180803916894671,0.03841868867630067
NM,2007,0.04457510883857987,0.013035754573790508,0.040866906048115784
NM,2008,0.051712029389135925,0.014233955982800934,0.047291239719948135
NM,2009,0.0531796386474599,0.014005848417458543,0.04923303282583067
TX,1960,0.011316267897110054,0.004156497241570328,0.008640645754263982
TX,1961,0.01165292312987937,0.004258545065192216,0.008708999097775427
TX,1962,0.01024389529389926,0.003859089299430697,0.00843083855890238
TX,1963,0.008831574231985398,0.003362898676846938,0.007796020843592488
TX,1964,0.008866481688661847,0.0033415922430599203,0.007907217893428868
TX,1965,0.009493505395566523,0.003673743750862767,0.007986907582555092
TX,1966,0.009506586844306338,0.003708597261878662,0.008007747391939348
TX,1967,0.008679331224788384,0.0034120315632097304,0.007629102497672663
TX,1968,0.010264792498266256,0.004175304737550566,0.008015740182343212
TX,1969,0.009869432379038404,0.004129585053452326,0.007832893120521392
TX,1970,0.009255420786417019,0.003754264185304756,0.007699519943470147
TX,1971,0.008510594596071579,0.0036042396197583596,0.007213021132709033
TX,1972,0.009042968068183681,0.0038823934123126975,0.007889875865724393
TX,1973,0.009675948062261944,0.00452921880997495,0.007487753565690238
TX,1974,0.00968135070479925,0.004597463888246022,0.007530833443299687
TX,1975,0.010301455899803993,0.004825534068142365,0.007578894704227621
TX,1976,0.009895565727935672,0.004980158430377741,0.008452174977961798
TX,1977,0.009996502247579355,0.005566078319096777,0.008519492342499931
TX,1978,0.009692173380715693,0.006038189584369761,0.008779848359891582
TX,1979,0.010002170971237342,0.006251967157956965,0.008614468217909276
TX,1980,0.007292296113623824,0.004672536745584131,0.006165396477249146
TX,1981,0.007977753391582593,0.005125873300458711,0.0066232966308546444
TX,1982,0.00978368661354987,0.00609576675068514,0.008482738663045027
TX,1983,0.009489744182171439,0.006052379469196516,0.008073804804200774
TX,1984,0.010123768902259923,0.006743520419389546,0.008894166888792283
TX,1985,0.01091951694962783,0.007336903170921287,0.009259997501436395
TX,1986,0.012983096275932473,0.008749072357815472,0.010617087339854756
TX,1987,0.013489100458704996,0.009517040243655276,0.010976778139455926
TX,1988,0.01174257641092443,0.00881005530583516,0.010403111341497939
TX,1989,0.013012973368072445,0.010358390413262005,0.011479766884294439
TX,1990,0.011811526983245436,0.009417336700969694,0.009932754000236034
TX,1991,0.012315298967697234,0.009854190501346729,0.00997794827188558
TX,1992,0.013510637787826699,0.011149949286489005,0.010802342041460421
TX,1993,0.011578294412910134,0.010014698254646445,0.009767518034986123
TX,1994,0.011054556082987787,0.009614256333060404,0.009542071753156516
TX,1995,0.011483919759692056,0.009975247359240968,0.00983207954376536
TX,1996,0.009765006205862556,0.009246849715483127,0.008900568076477766
TX,1997,0.01067392374546543,0.01032923107781143,0.00912933799807172
TX,1998,0.009611924687411197,0.009409407944204752,0.00840366848011383
TX,1999,0.008471703585255346,0.00848740819710922,0.0074914466452169004
TX,2000,0.008442340604129643,0.008547610817655331,0.007740839673972143
TX,2001,0.008591091527495903,0.00862351016860637,0.007546958599103534
TX,2002,0.01019564579473608,0.011138784212892971,0.009251733518000018
TX,2003,0.00984244379222323,0.010619337460308869,0.00907561755444399
TX,2004,0.010219704863181273,0.0111888129558583,0.009138395298529247
TX,2005,0.012036834571812932,0.012698653792155231,0.010882644701817613
TX,2006,0.01587444820746902,0.013882028573006392,0.01532673134953007
TX,2007,0.020378526581514417,0.01690579529260059,0.01903170948511539
TX,2008,0.029453049303116763,0.024724007271617433,0.028582166519564738
TX,2009,0.03156783740476586,0.0254886400505866,0.030679165160801682
