企业代号,企业名称,inferred_rating,approved,credit_yuan,loan_rate,customer_loss_rate,risk_score,shock_risk_delta,expected_yield,expected_interest_income_yuan,priority
E145,***工贸有限公司,C,False,0.0,0.0585,0.290189,0.375413,0.0,-0.004098,-0.0,0.0
E146,***基础建设工程有限公司,C,False,0.0,0.0585,0.290189,0.405437,0.0,-0.007746,-0.0,0.0
E147,***装饰工程有限责任公司,B,True,1000000.0,0.0585,0.302883,0.253493,0.0,0.010164,10164.06,0.780982
E148,***商贸有限公司,C,False,0.0,0.0585,0.290189,0.433089,0.0,-0.011107,-0.0,0.0
E149,***建筑劳务有限公司,C,False,0.0,0.0585,0.290189,0.383606,0.0,-0.005093,-0.0,0.0
E150,***建设工程有限公司,B,True,1000000.0,0.0585,0.302883,0.298441,0.0,0.004735,4735.21,0.657138
E151,***路桥工程有限公司,C,False,0.0,0.0585,0.290189,0.372012,0.0,-0.003684,-0.0,0.0
E152,***运贸有限责任公司,C,False,0.0,0.0585,0.290189,0.405808,0.0,-0.007791,-0.0,0.0
E153,个体经营E153 ,C,False,0.0,0.0585,0.290189,0.362357,0.0,-0.002511,-0.0,0.0
E154,***汽车销售服务有限公司,C,False,0.0,0.0585,0.290189,0.473386,0.0,-0.016004,-0.0,0.0
E155,个体经营E155 ,C,False,0.0,0.0585,0.290189,0.418573,0.0,-0.009343,-0.0,0.0
E156,个体经营E156 ,C,False,0.0,0.0585,0.290189,0.374789,0.0,-0.004022,-0.0,0.0
E157,***环境设备工程有限公司,C,False,0.0,0.0585,0.290189,0.440904,0.0,-0.012056,-0.0,0.0
E158,***装饰工程有限公司,C,False,0.0,0.0585,0.290189,0.491936,0.0,-0.018258,-0.0,0.0
E159,个体经营E159 ,B,True,1000000.0,0.0585,0.302883,0.329624,0.0,0.000969,968.89,0.581889
E160,***钢结构工程有限公司,B,True,1000000.0,0.0585,0.302883,0.322904,0.0,0.001781,1780.6,0.622592
E161,***建筑劳务有限责任公司,B,False,0.0,0.0585,0.302883,0.3567,0.0,-0.002301,-0.0,0.0
E162,***网络信息安全有限公司,B,True,1000000.0,0.0585,0.302883,0.293306,0.0,0.005355,5355.39,0.683468
E163,***物流有限公司,C,False,0.0,0.0585,0.290189,0.431204,0.0,-0.010878,-0.0,0.0
E164,个体经营E164 ,C,False,0.0,0.0585,0.290189,0.386208,0.0,-0.00541,-0.0,0.0
E165,***文化传媒股份有限公司,B,False,0.0,0.0585,0.302883,0.339865,0.0,-0.000268,-0.0,0.0
E166,***建筑工程有限公司,C,False,0.0,0.0585,0.290189,0.392907,0.0,-0.006224,-0.0,0.0
E167,***体育文化股份有限公司,B,True,1000000.0,0.0585,0.302883,0.324025,0.0,0.001645,1645.19,0.6056
E168,***建材有限公司,B,False,0.0,0.0585,0.302883,0.350293,0.0,-0.001527,-0.0,0.0
E169,***建筑设计有限公司,B,True,1000000.0,0.0585,0.302883,0.312313,0.0,0.00306,3059.72,0.625001
E170,***建筑劳务有限公司,C,False,0.0,0.0585,0.290189,0.405209,0.0,-0.007719,-0.0,0.0
E171,***质量检验测试站,B,True,1000000.0,0.0585,0.302883,0.304594,0.0,0.003992,3992.07,0.635976
E172,***物流有限公司,C,False,0.0,0.0585,0.290189,0.402549,0.0,-0.007395,-0.0,0.0
E173,***贸易有限责任公司,C,False,0.0,0.0585,0.290189,0.401985,0.0,-0.007327,-0.0,0.0
E174,***工程技术有限公司,C,False,0.0,0.0585,0.290189,0.407123,0.0,-0.007951,-0.0,0.0
E175,***食品集团有限公司,C,False,0.0,0.0585,0.290189,0.401521,0.0,-0.007271,-0.0,0.0
E176,***科技有限公司,B,False,0.0,0.0585,0.302883,0.344556,0.0,-0.000835,-0.0,0.0
E177,***电力工程有限公司,C,False,0.0,0.0585,0.290189,0.382121,0.0,-0.004913,-0.0,0.0
E178,***贸易有限公司,C,False,0.0,0.0585,0.290189,0.441053,0.0,-0.012075,-0.0,0.0
E179,***园林有限公司,C,False,0.0,0.0585,0.290189,0.398048,0.0,-0.006848,-0.0,0.0
E180,***电气有限公司,C,False,0.0,0.0585,0.290189,0.443467,0.0,-0.012368,-0.0,0.0
E181,***食品有限公司,C,False,0.0,0.0585,0.290189,0.450759,0.0,-0.013254,-0.0,0.0
E182,***新材料科技有限公司,C,False,0.0,0.0585,0.290189,0.419363,0.0,-0.009439,-0.0,0.0
E183,***建设工程有限公司,C,False,0.0,0.0585,0.290189,0.441569,0.0,-0.012137,-0.0,0.0
E184,***建筑装饰工程有限公司,C,False,0.0,0.0585,0.290189,0.406797,0.0,-0.007912,-0.0,0.0
E185,***生态魔芋有限公司,C,False,0.0,0.0585,0.290189,0.369487,0.0,-0.003378,-0.0,0.0
E186,***建筑劳务有限公司,C,False,0.0,0.0585,0.290189,0.438963,0.0,-0.011821,-0.0,0.0
E187,个体经营E187 ,D,False,0.0,0.0585,0.290189,0.657674,0.0,-0.038399,-0.0,0.0
E188,***硬质合金有限公司,C,False,0.0,0.0585,0.290189,0.382282,0.0,-0.004932,-0.0,0.0
E189,***石油工程技术服务有限公司,C,False,0.0,0.0585,0.290189,0.390045,0.0,-0.005876,-0.0,0.0
E190,***劳务有限公司,C,False,0.0,0.0585,0.290189,0.380227,0.0,-0.004683,-0.0,0.0
E191,***商贸有限责任公司,B,True,1000000.0,0.0585,0.302883,0.299618,0.0,0.004593,4593.05,0.686264
E192,***建设工程有限公司,C,False,0.0,0.0585,0.290189,0.430446,0.0,-0.010786,-0.0,0.0
E193,个体经营E193 ,B,True,1000000.0,0.0585,0.302883,0.291919,0.0,0.005523,5523.02,0.664655
E194,***文化传播有限公司,B,True,1000000.0,0.0585,0.302883,0.306293,0.0,0.003787,3786.83,0.622356
E195,***医药有限公司,B,False,0.0,0.0585,0.302883,0.341232,0.0,-0.000433,-0.0,0.0
E196,***地质制图印刷厂,C,False,0.0,0.0585,0.290189,0.388658,0.0,-0.005707,-0.0,0.0
E197,***医疗设备有限公司,B,True,1000000.0,0.0585,0.302883,0.258806,0.0,0.009522,9522.41,0.763446
E198,***商贸有限公司,C,False,0.0,0.0585,0.290189,0.408196,0.0,-0.008082,-0.0,0.0
E199,***建筑劳务有限公司,C,False,0.0,0.0585,0.290189,0.42716,0.0,-0.010386,-0.0,0.0
E200,个体经营E200 ,C,False,0.0,0.0585,0.290189,0.462919,0.0,-0.014732,-0.0,0.0
E201,***物流有限责任公司,C,False,0.0,0.0585,0.290189,0.385075,0.0,-0.005272,-0.0,0.0
E202,个体经营E202 ,C,False,0.0,0.0585,0.290189,0.459012,0.0,-0.014257,-0.0,0.0
E203,***建设工程有限公司,C,False,0.0,0.0585,0.290189,0.385914,0.0,-0.005374,-0.0,0.0
E204,***科技发展有限公司,B,True,1000000.0,0.0585,0.302883,0.32969,0.0,0.000961,960.97,0.578191
E205,个体经营E205 ,C,False,0.0,0.0585,0.290189,0.438597,0.0,-0.011776,-0.0,0.0
E206,***建设工程有限公司,B,False,0.0,0.0585,0.302883,0.348805,0.0,-0.001348,-0.0,0.0
E207,个体经营E207 ,C,False,0.0,0.0585,0.290189,0.423808,0.0,-0.009979,-0.0,0.0
E208,个体经营E208 ,C,False,0.0,0.0585,0.290189,0.471691,0.0,-0.015798,-0.0,0.0
E209,***工程检测有限公司,B,False,0.0,0.0585,0.302883,0.349928,0.0,-0.001483,-0.0,0.0
E210,***建筑工程有限公司,C,False,0.0,0.0585,0.290189,0.467479,0.0,-0.015286,-0.0,0.0
E211,个体经营E211 ,C,False,0.0,0.0585,0.290189,0.464844,0.0,-0.014966,-0.0,0.0
E212,***建电管理咨询有限公司,C,False,0.0,0.0585,0.290189,0.385462,0.0,-0.005319,-0.0,0.0
E213,***科技有限公司,C,False,0.0,0.0585,0.290189,0.389462,0.0,-0.005805,-0.0,0.0
E214,***建筑工程有限公司,C,False,0.0,0.0585,0.290189,0.402272,0.0,-0.007362,-0.0,0.0
E215,***建筑工程有限公司,C,False,0.0,0.0585,0.290189,0.40621,0.0,-0.00784,-0.0,0.0
E216,***建设工程有限公司,C,False,0.0,0.0585,0.290189,0.407455,0.0,-0.007992,-0.0,0.0
E217,个体经营E217 ,D,False,0.0,0.0585,0.290189,0.741229,0.0,-0.048553,-0.0,0.0
E218,***建设工程有限公司,C,False,0.0,0.0585,0.290189,0.544822,0.0,-0.024685,-0.0,0.0
E219,***品牌营销策划有限公司,C,False,0.0,0.0585,0.290189,0.444008,0.0,-0.012434,-0.0,0.0
E220,***文化传播有限公司,C,False,0.0,0.0585,0.290189,0.360107,0.0,-0.002238,-0.0,0.0
E221,***测绘服务有限公司,C,False,0.0,0.0585,0.290189,0.37502,0.0,-0.00405,-0.0,0.0
E222,***数码科技有限公司,C,False,0.0,0.0585,0.290189,0.41516,0.0,-0.008928,-0.0,0.0
E223,***科技有限公司,C,False,0.0,0.0585,0.290189,0.473573,0.0,-0.016027,-0.0,0.0
E224,***纸业有限公司,C,False,0.0,0.0585,0.290189,0.403346,0.0,-0.007492,-0.0,0.0
E225,***物业服务有限责任公司***分公司,C,False,0.0,0.0585,0.290189,0.384186,0.0,-0.005164,-0.0,0.0
E226,***建设工程有限公司,C,False,0.0,0.0585,0.290189,0.440052,0.0,-0.011953,-0.0,0.0
E227,***安全技术有限公司,C,False,0.0,0.0585,0.290189,0.390054,0.0,-0.005877,-0.0,0.0
E228,***文化发展有限公司,C,False,0.0,0.0585,0.290189,0.389003,0.0,-0.005749,-0.0,0.0
E229,***家贸易有限公司,C,False,0.0,0.0585,0.290189,0.513029,0.0,-0.020821,-0.0,0.0
E230,***建筑劳务有限公司,C,False,0.0,0.0585,0.290189,0.466716,0.0,-0.015193,-0.0,0.0
E231,***建筑科技有限公司,C,False,0.0,0.0585,0.290189,0.460081,0.0,-0.014387,-0.0,0.0
E232,***投资发展有限责任公司,C,False,0.0,0.0585,0.290189,0.513684,0.0,-0.020901,-0.0,0.0
E233,***劳务有限公司,C,False,0.0,0.0585,0.290189,0.423236,0.0,-0.009909,-0.0,0.0
E234,***机电设备商贸有限公司,C,False,0.0,0.0585,0.290189,0.396675,0.0,-0.006682,-0.0,0.0
E235,个体经营E235 ,C,False,0.0,0.0585,0.290189,0.468316,0.0,-0.015388,-0.0,0.0
E236,个体经营E236 ,C,False,0.0,0.0585,0.290189,0.450743,0.0,-0.013252,-0.0,0.0
E237,个体经营E237 ,C,False,0.0,0.0585,0.290189,0.454911,0.0,-0.013759,-0.0,0.0
E238,个体经营E238 ,B,False,0.0,0.0585,0.302883,0.342213,0.0,-0.000552,-0.0,0.0
E239,个体经营E239 ,C,False,0.0,0.0585,0.290189,0.423057,0.0,-0.009888,-0.0,0.0
E240,个体经营E240 ,D,False,0.0,0.0585,0.290189,0.70174,0.0,-0.043754,-0.0,0.0
E241,个体经营E241 ,C,False,0.0,0.0585,0.290189,0.466501,0.0,-0.015167,-0.0,0.0
E242,个体经营E242 ,D,False,0.0,0.0585,0.290189,0.743811,0.0,-0.048867,-0.0,0.0
E243,***科技有限公司,C,False,0.0,0.0585,0.290189,0.423351,0.0,-0.009923,-0.0,0.0
E244,个体经营E244 ,C,False,0.0,0.0585,0.290189,0.482266,0.0,-0.017083,-0.0,0.0
E245,***建筑劳务有限公司,C,False,0.0,0.0585,0.290189,0.424318,0.0,-0.010041,-0.0,0.0
E246,***物业服务有限公司,C,False,0.0,0.0585,0.290189,0.39779,0.0,-0.006817,-0.0,0.0
E247,***石化有限公司,C,False,0.0,0.0585,0.290189,0.500484,0.0,-0.019297,-0.0,0.0
E248,***智能科技有限公司,C,False,0.0,0.0585,0.290189,0.445709,0.0,-0.01264,-0.0,0.0
E249,***建筑工程有限公司,C,False,0.0,0.0585,0.290189,0.520851,0.0,-0.021772,-0.0,0.0
E250,***塑料厂,C,False,0.0,0.0585,0.290189,0.446686,0.0,-0.012759,-0.0,0.0
E251,***医疗器械有限责任公司,C,False,0.0,0.0585,0.290189,0.440516,0.0,-0.012009,-0.0,0.0
E252,***印务有限公司,C,False,0.0,0.0585,0.290189,0.430533,0.0,-0.010796,-0.0,0.0
E253,***钢结构工程有限公司,C,False,0.0,0.0585,0.290189,0.436431,0.0,-0.011513,-0.0,0.0
E254,***设备安装工程有限公司,C,False,0.0,0.0585,0.290189,0.429271,0.0,-0.010643,-0.0,0.0
E255,个体经营E255 ,C,False,0.0,0.0585,0.290189,0.453504,0.0,-0.013588,-0.0,0.0
E256,***物资有限公司,C,False,0.0,0.0585,0.290189,0.404394,0.0,-0.00762,-0.0,0.0
E257,***门窗安装有限公司,C,False,0.0,0.0585,0.290189,0.453049,0.0,-0.013532,-0.0,0.0
E258,***国际货运有限公司,C,False,0.0,0.0585,0.290189,0.388357,0.0,-0.005671,-0.0,0.0
E259,***文化传媒有限公司,C,False,0.0,0.0585,0.290189,0.399874,0.0,-0.00707,-0.0,0.0
E260,***广告有限公司,C,False,0.0,0.0585,0.290189,0.432288,0.0,-0.011009,-0.0,0.0
E261,***医疗器械有限公司,C,False,0.0,0.0585,0.290189,0.480847,0.0,-0.016911,-0.0,0.0
E262,个体经营E262 ,C,False,0.0,0.0585,0.290189,0.460685,0.0,-0.01446,-0.0,0.0
E263,***通信工程有限公司,C,False,0.0,0.0585,0.290189,0.482892,0.0,-0.017159,-0.0,0.0
E264,个体经营E264 ,D,False,0.0,0.0585,0.290189,0.73836,0.0,-0.048205,-0.0,0.0
E265,***净化工程有限公司,C,False,0.0,0.0585,0.290189,0.468618,0.0,-0.015424,-0.0,0.0
E266,***煤矿机械有限公司,C,False,0.0,0.0585,0.290189,0.478058,0.0,-0.016572,-0.0,0.0
E267,***林园艺场,C,False,0.0,0.0585,0.290189,0.459073,0.0,-0.014264,-0.0,0.0
E268,***建筑劳务有限公司,C,False,0.0,0.0585,0.290189,0.399074,0.0,-0.006973,-0.0,0.0
E269,***节能服务有限公司,C,False,0.0,0.0585,0.290189,0.496003,0.0,-0.018752,-0.0,0.0
E270,个体经营E270 ,C,False,0.0,0.0585,0.290189,0.487634,0.0,-0.017735,-0.0,0.0
E271,***科技有限公司,C,False,0.0,0.0585,0.290189,0.446658,0.0,-0.012756,-0.0,0.0
E272,个体经营E272 ,C,False,0.0,0.0585,0.290189,0.434257,0.0,-0.011249,-0.0,0.0
E273,个体经营E273 ,C,False,0.0,0.0585,0.290189,0.397856,0.0,-0.006825,-0.0,0.0
E274,***建筑劳务有限公司,C,False,0.0,0.0585,0.290189,0.46965,0.0,-0.01555,-0.0,0.0
E275,***网络工程有限公司,C,False,0.0,0.0585,0.290189,0.443472,0.0,-0.012369,-0.0,0.0
E276,***体育设施工程有限公司,C,False,0.0,0.0585,0.290189,0.482172,0.0,-0.017072,-0.0,0.0
E277,***消防设备制造有限公司,C,False,0.0,0.0585,0.290189,0.527944,0.0,-0.022634,-0.0,0.0
E278,***贸易有限公司,C,False,0.0,0.0585,0.290189,0.477698,0.0,-0.016528,-0.0,0.0
E279,***环保包装有限公司,C,False,0.0,0.0585,0.290189,0.537723,0.0,-0.023822,-0.0,0.0
E280,个体经营E280 ,C,False,0.0,0.0585,0.290189,0.443721,0.0,-0.012399,-0.0,0.0
E281,***商业管理有限责任公司,C,False,0.0,0.0585,0.290189,0.518132,0.0,-0.021441,-0.0,0.0
E282,***影城有限公司***分公司,C,False,0.0,0.0585,0.290189,0.513222,0.0,-0.020845,-0.0,0.0
E283,***机械铸造有限责任公司,C,False,0.0,0.0585,0.290189,0.446093,0.0,-0.012687,-0.0,0.0
E284,***成焊科技有限公司,C,False,0.0,0.0585,0.290189,0.487561,0.0,-0.017726,-0.0,0.0
E285,个体经营E285 ,C,False,0.0,0.0585,0.290189,0.443875,0.0,-0.012418,-0.0,0.0
E286,***印务有限公司,C,False,0.0,0.0585,0.290189,0.507968,0.0,-0.020206,-0.0,0.0
E287,***鞋材有限公司,C,False,0.0,0.0585,0.290189,0.480854,0.0,-0.016911,-0.0,0.0
E288,个体经营E288 ,C,False,0.0,0.0585,0.290189,0.498846,0.0,-0.019098,-0.0,0.0
E289,***运业有限公司***分公司,C,False,0.0,0.0585,0.290189,0.410837,0.0,-0.008403,-0.0,0.0
E290,***机电有限公司,C,False,0.0,0.0585,0.290189,0.442072,0.0,-0.012198,-0.0,0.0
E291,***文业建设工程有限公司,D,False,0.0,0.0585,0.290189,0.627619,0.0,-0.034747,-0.0,0.0
E292,***物流有限公司,C,False,0.0,0.0585,0.290189,0.404167,0.0,-0.007592,-0.0,0.0
E293,***物资有限公司,C,False,0.0,0.0585,0.290189,0.555809,0.0,-0.02602,-0.0,0.0
E294,个体经营E294 ,C,False,0.0,0.0585,0.290189,0.417786,0.0,-0.009247,-0.0,0.0
E295,***电器设备制造有限公司,C,False,0.0,0.0585,0.290189,0.474579,0.0,-0.016149,-0.0,0.0
E296,***装饰设计工程有限公司,C,False,0.0,0.0585,0.290189,0.495737,0.0,-0.01872,-0.0,0.0
E297,***建筑机械租赁有限公司,C,False,0.0,0.0585,0.290189,0.474935,0.0,-0.016192,-0.0,0.0
E298,***电器维护服务有限公司,C,False,0.0,0.0585,0.290189,0.461306,0.0,-0.014536,-0.0,0.0
E299,***压缩天然气有限责任公司,C,False,0.0,0.0585,0.290189,0.527367,0.0,-0.022564,-0.0,0.0
E300,***建设工程有限公司,C,False,0.0,0.0585,0.290189,0.463352,0.0,-0.014784,-0.0,0.0
E301,***企业管理咨询有限公司,C,False,0.0,0.0585,0.290189,0.394188,0.0,-0.006379,-0.0,0.0
E302,***机电设备有限公司,C,False,0.0,0.0585,0.290189,0.435498,0.0,-0.011399,-0.0,0.0
E303,***图书发行有限公司,C,False,0.0,0.0585,0.290189,0.448933,0.0,-0.013032,-0.0,0.0
E304,***环保科技有限公司,C,False,0.0,0.0585,0.290189,0.524839,0.0,-0.022257,-0.0,0.0
E305,***劳务有限公司,C,False,0.0,0.0585,0.290189,0.460977,0.0,-0.014496,-0.0,0.0
E306,个体经营E306 ,C,False,0.0,0.0585,0.290189,0.442016,0.0,-0.012192,-0.0,0.0
E307,***通信工程有限公司,C,False,0.0,0.0585,0.290189,0.505788,0.0,-0.019941,-0.0,0.0
E308,***餐饮文化服务有限公司,B,False,0.0,0.0585,0.302883,0.351579,0.0,-0.001683,-0.0,0.0
E309,个体经营E309 ,C,False,0.0,0.0585,0.290189,0.457312,0.0,-0.01405,-0.0,0.0
E310,***律师事务所,C,False,0.0,0.0585,0.290189,0.381346,0.0,-0.004819,-0.0,0.0
E311,***律师事务所,C,False,0.0,0.0585,0.290189,0.403534,0.0,-0.007515,-0.0,0.0
E312,***家居用品有限公司,C,False,0.0,0.0585,0.290189,0.525733,0.0,-0.022365,-0.0,0.0
E313,***物流有限公司,C,False,0.0,0.0585,0.290189,0.464682,0.0,-0.014946,-0.0,0.0
E314,***房地产营销策划有限公司,C,False,0.0,0.0585,0.290189,0.484349,0.0,-0.017336,-0.0,0.0
E315,***轮胎有限公司,C,False,0.0,0.0585,0.290189,0.422603,0.0,-0.009832,-0.0,0.0
E316,个体经营E316 ,C,False,0.0,0.0585,0.290189,0.488954,0.0,-0.017896,-0.0,0.0
E317,***科技有限公司,C,False,0.0,0.0585,0.290189,0.4453,0.0,-0.012591,-0.0,0.0
E318,***商贸有限公司,C,False,0.0,0.0585,0.290189,0.459897,0.0,-0.014365,-0.0,0.0
E319,个体经营E319 ,C,False,0.0,0.0585,0.290189,0.433641,0.0,-0.011174,-0.0,0.0
E320,***建筑设计有限公司,C,False,0.0,0.0585,0.290189,0.532167,0.0,-0.023147,-0.0,0.0
E321,***生物流有限公司,C,False,0.0,0.0585,0.290189,0.526752,0.0,-0.022489,-0.0,0.0
E322,***装饰工程设计有限公司,C,False,0.0,0.0585,0.290189,0.492096,0.0,-0.018277,-0.0,0.0
E323,***建筑装饰工程有限公司,C,False,0.0,0.0585,0.290189,0.520412,0.0,-0.021719,-0.0,0.0
E324,***汽贸有限公司,D,False,0.0,0.0585,0.290189,0.633079,0.0,-0.03541,-0.0,0.0
E325,***通讯器材有限公司,C,False,0.0,0.0585,0.290189,0.569848,0.0,-0.027726,-0.0,0.0
E326,***包装材料有限公司,C,False,0.0,0.0585,0.290189,0.487055,0.0,-0.017665,-0.0,0.0
E327,个体经营E327 ,C,False,0.0,0.0585,0.290189,0.532013,0.0,-0.023128,-0.0,0.0
E328,***科技有限公司,C,False,0.0,0.0585,0.290189,0.448491,0.0,-0.012978,-0.0,0.0
E329,***园艺有限责任公司,C,False,0.0,0.0585,0.290189,0.43109,0.0,-0.010864,-0.0,0.0
E330,***酒店管理有限公司,C,False,0.0,0.0585,0.290189,0.376644,0.0,-0.004247,-0.0,0.0
E331,***广告有限公司,C,False,0.0,0.0585,0.290189,0.460436,0.0,-0.01443,-0.0,0.0
E332,***商贸有限公司,C,False,0.0,0.0585,0.290189,0.499247,0.0,-0.019147,-0.0,0.0
E333,***房地产营销策划有限公司,C,False,0.0,0.0585,0.290189,0.486356,0.0,-0.01758,-0.0,0.0
E334,***机械科技有限公司,C,False,0.0,0.0585,0.290189,0.533361,0.0,-0.023292,-0.0,0.0
E335,***挖掘机租赁经营部,C,False,0.0,0.0585,0.290189,0.519991,0.0,-0.021667,-0.0,0.0
E336,***猕猴桃专业合作社,C,False,0.0,0.0585,0.290189,0.483264,0.0,-0.017204,-0.0,0.0
E337,个体经营E337 ,C,False,0.0,0.0585,0.290189,0.446417,0.0,-0.012726,-0.0,0.0
E338,***商贸有限公司,C,False,0.0,0.0585,0.290189,0.446067,0.0,-0.012684,-0.0,0.0
E339,***居益卫浴家俬厂,C,False,0.0,0.0585,0.290189,0.47835,0.0,-0.016607,-0.0,0.0
E340,***物流有限公司,C,False,0.0,0.0585,0.290189,0.535945,0.0,-0.023606,-0.0,0.0
E341,***纺织品有限公司,C,False,0.0,0.0585,0.290189,0.534293,0.0,-0.023405,-0.0,0.0
E342,***裕华机械厂,C,False,0.0,0.0585,0.290189,0.496889,0.0,-0.01886,-0.0,0.0
E343,***五金工具经营部,C,False,0.0,0.0585,0.290189,0.515413,0.0,-0.021111,-0.0,0.0
E344,***机械有限公司,C,False,0.0,0.0585,0.290189,0.480596,0.0,-0.01688,-0.0,0.0
E345,***科技有限公司,C,False,0.0,0.0585,0.290189,0.457124,0.0,-0.014028,-0.0,0.0
E346,个体经营E346 ,C,False,0.0,0.0585,0.290189,0.47897,0.0,-0.016682,-0.0,0.0
E347,***不锈钢材料有限公司,C,False,0.0,0.0585,0.290189,0.464452,0.0,-0.014918,-0.0,0.0
E348,***酒店管理有限公司,C,False,0.0,0.0585,0.290189,0.400551,0.0,-0.007153,-0.0,0.0
E349,***营销策划广告有限公司,C,False,0.0,0.0585,0.290189,0.44647,0.0,-0.012733,-0.0,0.0
E350,***演艺设备有限公司,C,False,0.0,0.0585,0.290189,0.455609,0.0,-0.013843,-0.0,0.0
E351,***文化传播有限公司,C,False,0.0,0.0585,0.290189,0.506541,0.0,-0.020033,-0.0,0.0
E352,***居装饰工程有限公司,C,False,0.0,0.0585,0.290189,0.597451,0.0,-0.031081,-0.0,0.0
E353,***税务师事务所有限公司,C,False,0.0,0.0585,0.290189,0.445498,0.0,-0.012615,-0.0,0.0
E354,***广告有限公司,C,False,0.0,0.0585,0.290189,0.484756,0.0,-0.017386,-0.0,0.0
E355,***地毯经营部,C,False,0.0,0.0585,0.290189,0.510094,0.0,-0.020465,-0.0,0.0
E356,***建材装饰部,C,False,0.0,0.0585,0.290189,0.497299,0.0,-0.01891,-0.0,0.0
E357,***家居经营部,C,False,0.0,0.0585,0.290189,0.497691,0.0,-0.018957,-0.0,0.0
E358,***五金经营部,C,False,0.0,0.0585,0.290189,0.550244,0.0,-0.025344,-0.0,0.0
E359,***厨房用品经营部,C,False,0.0,0.0585,0.290189,0.514459,0.0,-0.020995,-0.0,0.0
E360,***建筑劳务有限公司,C,False,0.0,0.0585,0.290189,0.529523,0.0,-0.022826,-0.0,0.0
E361,***勘察设计工程有限公司,C,False,0.0,0.0585,0.290189,0.512088,0.0,-0.020707,-0.0,0.0
E362,***建材有限公司,C,False,0.0,0.0585,0.290189,0.451207,0.0,-0.013309,-0.0,0.0
E363,***建筑工程设计有限公司,C,False,0.0,0.0585,0.290189,0.499766,0.0,-0.01921,-0.0,0.0
E364,***电子有限公司,C,False,0.0,0.0585,0.290189,0.452416,0.0,-0.013455,-0.0,0.0
E365,***信息技术有限公司,C,False,0.0,0.0585,0.290189,0.531516,0.0,-0.023068,-0.0,0.0
E366,***房地产经纪有限公司,C,False,0.0,0.0585,0.290189,0.46507,0.0,-0.014993,-0.0,0.0
E367,***电子商务有限公司,C,False,0.0,0.0585,0.290189,0.461733,0.0,-0.014588,-0.0,0.0
E368,***通信科技有限责任公司,C,False,0.0,0.0585,0.290189,0.530491,0.0,-0.022943,-0.0,0.0
E369,***网络技术有限公司,C,False,0.0,0.0585,0.290189,0.465522,0.0,-0.015048,-0.0,0.0
E370,***设计服务部,C,False,0.0,0.0585,0.290189,0.502721,0.0,-0.019569,-0.0,0.0
E371,***自动化科技有限公司,C,False,0.0,0.0585,0.290189,0.459639,0.0,-0.014333,-0.0,0.0
E372,***汽车维修有限责任公司,C,False,0.0,0.0585,0.290189,0.446941,0.0,-0.01279,-0.0,0.0
E373,个体经营E373 ,C,False,0.0,0.0585,0.290189,0.604168,0.0,-0.031897,-0.0,0.0
