node_id,x_m,y_m,z_m,target_axis_t_m,axis_error_m
E17,-55.393055,-7.568928,-295.108304,-295.045068,-0.063237
E18,-51.823872,4.002643,-295.841683,-295.801715,-0.039968
E19,-48.092082,15.626889,-296.091756,-296.059916,-0.03184
E20,-44.279044,27.223568,-295.841668,-295.801676,-0.039992
E21,-40.36458,38.683518,-295.108279,-295.045005,-0.063274
A16,-36.38354,50.077769,-293.884688,-293.784963,-0.099725
A23,-30.307876,58.597519,-292.979898,-292.855224,-0.124674
A24,-18.213498,58.820077,-293.954116,-293.856401,-0.097715
A25,-6.107056,58.931956,-294.442022,-294.358539,-0.083483
A26,6.107056,58.931956,-294.442022,-294.358539,-0.083483
A27,18.213498,58.820077,-293.954116,-293.856401,-0.097715
A28,30.307876,58.597519,-292.979898,-292.855224,-0.124674
B22,42.331109,58.264678,-291.526317,-291.364908,-0.16141
B23,46.363458,46.932797,-292.979882,-292.855185,-0.124697
B24,50.312939,35.499196,-293.954079,-293.856307,-0.097772
B25,54.160349,24.019498,-294.442016,-294.358524,-0.083492
B26,57.934741,12.403675,-294.442012,-294.358514,-0.083498
B27,61.569473,0.854812,-293.954118,-293.856405,-0.097712
B28,65.0948,-10.716987,-292.979934,-292.855314,-0.124619
C22,68.493251,-22.254861,-291.526384,-291.365075,-0.161309
C23,58.96213,-29.590684,-292.979967,-292.855397,-0.12457
C24,49.308566,-36.880897,-293.954114,-293.856397,-0.097717
C25,39.579988,-44.086744,-294.442062,-294.358639,-0.083423
C26,29.698636,-51.266395,-294.442036,-294.358574,-0.083462
C27,19.838546,-58.291207,-293.954188,-293.856583,-0.097605
C28,9.922813,-65.219684,-292.980019,-292.855528,-0.12449
D22,0.0,-72.017673,-291.526427,-291.365183,-0.161244
D23,-9.922813,-65.219684,-292.980019,-292.855528,-0.12449
D24,-19.838546,-58.291207,-293.954188,-293.856583,-0.097605
D25,-29.698636,-51.266395,-294.442036,-294.358574,-0.083462
D26,-39.579988,-44.086744,-294.442062,-294.358639,-0.083423
D27,-49.308566,-36.880897,-293.954114,-293.856397,-0.097717
D28,-58.96213,-29.590684,-292.979967,-292.855397,-0.12457
E22,-68.493251,-22.254861,-291.526384,-291.365075,-0.161309
E23,-65.0948,-10.716987,-292.979934,-292.855314,-0.124619
E24,-61.569473,0.854812,-293.954118,-293.856405,-0.097712
E25,-57.934741,12.403675,-294.442012,-294.358514,-0.083498
E26,-54.160349,24.019498,-294.442016,-294.358524,-0.083492
E27,-50.312939,35.499196,-293.954079,-293.856307,-0.097772
E28,-46.363458,46.932797,-292.979882,-292.855185,-0.124697
A22,-42.331109,58.264678,-291.526317,-291.364908,-0.16141
A30,-36.241788,66.765976,-290.505367,-290.320882,-0.184484
A31,-24.195499,67.043168,-291.712004,-291.555112,-0.156892
A32,-12.1081,67.209907,-292.437723,-292.298865,-0.138858
A33,0.0,67.265848,-292.679915,-292.547248,-0.132667
A34,12.1081,67.209907,-292.437723,-292.298865,-0.138858
A35,24.195499,67.043168,-291.712004,-291.555112,-0.156892
A36,36.241788,66.765976,-290.505367,-290.320882,-0.184484
B29,48.226848,66.378895,-288.822255,-288.604315,-0.217939
B30,52.298257,55.099881,-290.505409,-290.320989,-0.18442
B31,56.284492,43.729455,-291.712003,-291.555111,-0.156892
B32,60.178319,32.284871,-292.437748,-292.298928,-0.13882
B33,63.972945,20.786776,-292.679963,-292.547369,-0.132594
B34,67.661574,9.254097,-292.43776,-292.298957,-0.138802
B35,71.238189,-2.293185,-291.712055,-291.555241,-0.156814
B36,74.696964,-13.836196,-290.505429,-290.321041,-0.184389
C29,78.032594,-25.354359,-288.822297,-288.604421,-0.217876
C30,68.563943,-32.71128,-290.505455,-290.321104,-0.184351
C31,58.981245,-40.016783,-291.712061,-291.555255,-0.156805
C32,49.30044,-47.256181,-292.437794,-292.299043,-0.138751
C33,39.537463,-54.418708,-292.679978,-292.547407,-0.132571
C34,29.709088,-61.489727,-292.43784,-292.299159,-0.138681
C35,19.832059,-68.459693,-291.712126,-291.55542,-0.156706
C36,9.923438,-75.316411,-290.505459,-290.321114,-0.184344
D29,0.0,-82.0481,-288.822325,-288.604492,-0.217833
D30,-9.923438,-75.316411,-290.505459,-290.321114,-0.184344
D31,-19.832059,-68.459693,-291.712126,-291.55542,-0.156706
D32,-29.709088,-61.489727,-292.43784,-292.299159,-0.138681
D33,-39.537463,-54.418708,-292.679978,-292.547407,-0.132571
D34,-49.30044,-47.256181,-292.437794,-292.299043,-0.138751
D35,-58.981245,-40.016783,-291.712061,-291.555255,-0.156805
D36,-68.563943,-32.71128,-290.505455,-290.321104,-0.184351
E29,-78.032594,-25.354359,-288.822297,-288.604421,-0.217876
E30,-74.696964,-13.836196,-290.505429,-290.321041,-0.184389
E31,-71.238189,-2.293185,-291.712055,-291.555241,-0.156814
E32,-67.661574,9.254097,-292.43776,-292.298957,-0.138802
E33,-63.972945,20.786776,-292.679963,-292.547369,-0.132594
E34,-60.178319,32.284871,-292.437748,-292.298928,-0.13882
E35,-56.284492,43.729455,-291.712003,-291.555111,-0.156892
E36,-52.298257,55.099881,-290.505409,-290.320989,-0.18442
A29,-48.226848,66.378895,-288.822255,-288.604315,-0.217939
A38,-42.332406,75.277577,-287.545173,-287.305776,-0.239396
A39,-30.310206,75.610845,-288.991191,-288.776332,-0.214858
A40,-18.215365,75.834133,-289.960408,-289.764487,-0.195921
A41,-6.111117,75.945901,-290.445943,-290.260212,-0.18573
A42,6.111117,75.945901,-290.445943,-290.260212,-0.18573
A43,18.215365,75.834133,-289.960408,-289.764487,-0.195921
A44,30.310206,75.610845,-288.991191,-288.776332,-0.214858
A45,42.332406,75.277577,-287.545173,-287.305776,-0.239396
B37,54.064447,74.413644,-285.779612,-285.516068,-0.263544
B38,58.511499,63.523041,-287.545153,-287.305728,-0.239425
B39,62.543366,52.192352,-288.991187,-288.776322,-0.214865
B40,66.493412,40.757803,-289.960439,-289.764566,-0.195873
B41,70.340176,29.280627,-290.445965,-290.260268,-0.185697
B42,74.11708,17.656539,-290.445965,-290.260269,-0.185696
B43,77.751087,6.110272,-289.960443,-289.764576,-0.195867
B44,81.276078,-5.461317,-288.991251,-288.776483,-0.214768
B45,84.674414,-16.998648,-287.545199,-287.305843,-0.239356
C37,87.4781,-28.422682,-285.779677,-285.516231,-0.263446
C38,78.494516,-36.018185,-287.545208,-287.305864,-0.239343
C39,68.964131,-43.353709,-288.991274,-288.776541,-0.214733
C40,59.310531,-50.643399,-289.960497,-289.764712,-0.195785
C41,49.583758,-57.848568,-290.44603,-290.260432,-0.185598
C42,39.695737,-65.032537,-290.446047,-290.260475,-0.185572
C43,29.837486,-72.056848,-289.960518,-289.764763,-0.195754
C44,19.92122,-78.985225,-288.991329,-288.776679,-0.21465
C45,9.999299,-85.782812,-287.545224,-287.305905,-0.239319
D37,0.0,-91.979947,-285.779645,-285.51615,-0.263495
D38,-9.999299,-85.782812,-287.545224,-287.305905,-0.239319
D39,-19.92122,-78.985225,-288.991329,-288.776679,-0.21465
D40,-29.837486,-72.056848,-289.960518,-289.764763,-0.195754
D41,-39.695737,-65.032537,-290.446047,-290.260475,-0.185572
D42,-49.583758,-57.848568,-290.44603,-290.260432,-0.185598
D43,-59.310531,-50.643399,-289.960497,-289.764712,-0.195785
D44,-68.964131,-43.353709,-288.991274,-288.776541,-0.214733
D45,-78.494516,-36.018185,-287.545208,-287.305864,-0.239343
E37,-87.4781,-28.422682,-285.779677,-285.516231,-0.263446
E38,-84.674414,-16.998648,-287.545199,-287.305843,-0.239356
E39,-81.276078,-5.461317,-288.991251,-288.776483,-0.214768
E40,-77.751087,6.110272,-289.960443,-289.764576,-0.195867
E41,-74.11708,17.656539,-290.445965,-290.260269,-0.185696
E42,-70.340176,29.280627,-290.445965,-290.260268,-0.185697
E43,-66.493412,40.757803,-289.960439,-289.764566,-0.195873
E44,-62.543366,52.192352,-288.991187,-288.776322,-0.214865
E45,-58.511499,63.523041,-287.545153,-287.305728,-0.239425
A37,-54.064447,74.413644,-285.779612,-285.516068,-0.263544
A47,-48.149378,83.285168,-284.374692,-284.096592,-0.2781
A48,-36.384148,84.079041,-285.898422,-285.636253,-0.262168
A49,-24.318917,84.372181,-287.102881,-286.856689,-0.246192
A50,-12.212811,84.5264,-287.835318,-287.600378,-0.23494
A51,0.0,84.597173,-288.076452,-287.845497,-0.230955
A52,12.212811,84.5264,-287.835318,-287.600378,-0.23494
A53,24.318917,84.372181,-287.102881,-286.856689,-0.246192
A54,36.384247,84.07904,-285.898416,-285.63624,-0.262176
A55,48.149378,83.285168,-284.374692,-284.096592,-0.2781
B46,59.838292,82.360832,-282.406407,-282.115015,-0.291392
B47,64.329224,71.529771,-284.37471,-284.096638,-0.278072
B48,68.719964,60.585293,-285.898481,-285.636403,-0.262079
B49,72.726904,49.20113,-287.10297,-286.856913,-0.246057
B50,76.614586,37.735651,-287.835385,-287.600546,-0.234839
B51,80.455989,26.142154,-288.076528,-287.845688,-0.23084
B52,84.162525,14.50518,-287.835417,-287.600626,-0.234791
B53,87.756893,2.944332,-287.10298,-286.856936,-0.246043
B54,91.206646,-8.621777,-285.898499,-285.636447,-0.262052
B55,94.087219,-20.056044,-284.374791,-284.09684,-0.277951
C46,96.820396,-31.458554,-282.40648,-282.1152,-0.29128
C47,87.907014,-39.076757,-284.374801,-284.096865,-0.277935
C48,78.85543,-46.634749,-285.898505,-285.636463,-0.262042
C49,69.266669,-53.963437,-287.102992,-286.856969,-0.246024
C50,59.563289,-61.204005,-287.835428,-287.600654,-0.234774
C51,49.72457,-68.43976,-288.076561,-287.84577,-0.23079
C52,39.802554,-75.560288,-287.835513,-287.600868,-0.234645
C53,29.917866,-82.551273,-287.10309,-286.857215,-0.245876
C54,19.984594,-89.406841,-285.898514,-285.636485,-0.262029
C55,9.999744,-95.679225,-284.374895,-284.097103,-0.277792
D46,0.0,-101.802616,-282.406523,-282.115308,-0.291215
D47,-9.999744,-95.679225,-284.374895,-284.097103,-0.277792
D48,-19.984594,-89.406841,-285.898514,-285.636485,-0.262029
D49,-29.917866,-82.551273,-287.10309,-286.857215,-0.245876
D50,-39.802554,-75.560288,-287.835513,-287.600868,-0.234645
D51,-49.72457,-68.43976,-288.076561,-287.84577,-0.23079
D52,-59.563289,-61.204005,-287.835428,-287.600654,-0.234774
D53,-69.266669,-53.963437,-287.102992,-286.856969,-0.246024
D54,-78.85543,-46.634749,-285.898505,-285.636463,-0.262042
D55,-87.907014,-39.076757,-284.374801,-284.096865,-0.277935
E46,-96.820396,-31.458554,-282.40648,-282.1152,-0.29128
E47,-94.087219,-20.056044,-284.374791,-284.09684,-0.277951
E48,-91.206646,-8.621777,-285.898499,-285.636447,-0.262052
E49,-87.756893,2.944332,-287.10298,-286.856936,-0.246043
E50,-84.162525,14.50518,-287.835417,-287.600626,-0.234791
E51,-80.455989,26.142154,-288.076528,-287.845688,-0.23084
E52,-76.614586,37.735651,-287.835385,-287.600546,-0.234839
E53,-72.726904,49.20113,-287.10297,-286.856913,-0.246057
E54,-68.719964,60.585293,-285.898481,-285.636403,-0.262079
E55,-64.329224,71.529771,-284.37471,-284.096638,-0.278072
A46,-59.838292,82.360832,-282.406407,-282.115015,-0.291392
A57,-53.910557,91.220475,-280.868405,-280.572472,-0.295933
A58,-42.17376,92.074473,-282.597589,-282.307231,-0.290359
A59,-30.390143,92.771077,-283.886872,-283.604809,-0.282064
A60,-18.297483,92.995957,-284.855746,-284.582115,-0.273631
A61,-6.109896,93.164998,-285.326162,-285.057398,-0.268764
A62,6.109896,93.164998,-285.326162,-285.057398,-0.268764
A63,18.297483,92.995957,-284.855746,-284.582115,-0.273631
A64,30.390143,92.771077,-283.886872,-283.604809,-0.282064
A65,42.17376,92.074473,-282.597589,-282.307231,-0.290359
A66,53.910557,91.220475,-280.868405,-280.572472,-0.295933
B56,65.543501,90.2131,-278.711571,-278.417554,-0.294017
B57,70.096487,79.460666,-280.868411,-280.572488,-0.295924
B58,74.535675,68.562432,-282.59756,-282.307156,-0.290404
B59,78.839414,57.571184,-283.886827,-283.604695,-0.282132
B60,82.789358,46.139717,-284.855816,-284.582292,-0.273524
B61,86.716438,34.600469,-285.326247,-285.057612,-0.268636
B62,90.492589,22.978701,-285.32625,-285.057619,-0.268631
B63,94.09789,11.335807,-284.855844,-284.582362,-0.273482
B64,97.621593,-0.234846,-283.886874,-283.604814,-0.28206
B65,100.600385,-11.657084,-282.597596,-282.307248,-0.290348
B66,103.415088,-23.082927,-280.868421,-280.572512,-0.295909
C56,106.051575,-34.457981,-278.711621,-278.417678,-0.293943
C57,97.232597,-42.110678,-280.868432,-280.57254,-0.295892
C58,88.239288,-49.700255,-282.597625,-282.307319,-0.290305
C59,79.115645,-57.190443,-283.886873,-283.604811,-0.282062
C60,69.464236,-64.479098,-284.855903,-284.58251,-0.273393
C61,59.703668,-71.779357,-285.326343,-285.057853,-0.268491
C62,49.8176,-78.962864,-285.326252,-285.057623,-0.268629
C63,39.858114,-85.989448,-284.855888,-284.582472,-0.273416
C64,29.94334,-92.915994,-283.886908,-283.604899,-0.282009
C65,20.000821,-99.278597,-282.597636,-282.307347,-0.290289
C66,10.003435,-105.486552,-280.868437,-280.572551,-0.295885
D56,0.0,-111.509263,-278.7116,-278.417627,-0.293974
D57,-10.003435,-105.486552,-280.868437,-280.572551,-0.295885
D58,-20.000821,-99.278597,-282.597636,-282.307347,-0.290289
D59,-29.94334,-92.915994,-283.886908,-283.604899,-0.282009
D60,-39.858114,-85.989448,-284.855888,-284.582472,-0.273416
D61,-49.8176,-78.962864,-285.326252,-285.057623,-0.268629
D62,-59.703668,-71.779357,-285.326343,-285.057853,-0.268491
D63,-69.464236,-64.479098,-284.855903,-284.58251,-0.273393
D64,-79.115645,-57.190443,-283.886873,-283.604811,-0.282062
D65,-88.239288,-49.700255,-282.597625,-282.307319,-0.290305
D66,-97.232597,-42.110678,-280.868432,-280.57254,-0.295892
E56,-106.051575,-34.457981,-278.711621,-278.417678,-0.293943
E57,-103.415088,-23.082927,-280.868421,-280.572512,-0.295909
E58,-100.600385,-11.657084,-282.597596,-282.307248,-0.290348
E59,-97.621593,-0.234846,-283.886874,-283.604814,-0.28206
E60,-94.09789,11.335807,-284.855844,-284.582362,-0.273482
E61,-90.492589,22.978701,-285.32625,-285.057619,-0.268631
E62,-86.716438,34.600469,-285.326247,-285.057612,-0.268636
E63,-82.789358,46.139717,-284.855816,-284.582292,-0.273524
E64,-78.839414,57.571184,-283.886827,-283.604695,-0.282132
E65,-74.535675,68.562432,-282.59756,-282.307156,-0.290404
E66,-70.096487,79.460666,-280.868411,-280.572488,-0.295924
A56,-65.543501,90.2131,-278.711571,-278.417554,-0.294017
A68,-59.590194,99.040511,-277.051111,-276.765474,-0.285636
A69,-47.91424,99.964192,-278.972486,-278.677735,-0.294751
A70,-36.164438,100.733634,-280.462388,-280.165974,-0.296414
A71,-24.358146,101.345876,-281.51591,-281.221195,-0.294715
A72,-12.189257,101.598457,-282.216326,-281.924056,-0.29227
A73,0.0,101.682704,-282.450111,-282.158877,-0.291234
A74,12.189257,101.598457,-282.216326,-281.924056,-0.29227
A75,24.358146,101.345876,-281.51591,-281.221195,-0.294715
A76,36.164438,100.733634,-280.462388,-280.165974,-0.296414
A77,47.91424,99.964192,-278.972486,-278.677735,-0.294751
A78,59.590194,99.040511,-277.051111,-276.765474,-0.285636
B67,71.175562,97.964873,-274.704888,-274.441306,-0.263582
B68,75.778642,87.279502,-277.051034,-276.765283,-0.285752
B69,80.265224,76.460582,-278.972401,-278.677521,-0.29488
B70,84.627587,65.523231,-280.462395,-280.165992,-0.296403
B71,88.858309,54.484296,-281.515886,-281.221135,-0.294751
B72,92.858562,42.988585,-282.216396,-281.924231,-0.292164
B73,96.70533,31.421598,-282.450212,-282.159131,-0.291081
B74,100.391913,19.803451,-282.21641,-281.924266,-0.292144
B75,103.912509,8.15236,-281.515937,-281.221262,-0.294675
B76,106.978492,-3.265719,-280.46244,-280.166105,-0.296335
B77,109.877878,-14.677751,-278.972509,-278.677792,-0.294717
B78,112.607472,-26.068238,-277.051125,-276.765509,-0.285615
C67,115.164564,-37.419269,-274.704886,-274.441303,-0.263584
C68,106.424006,-45.09828,-277.051179,-276.765647,-0.285533
C69,97.520906,-52.709196,-278.972507,-278.677788,-0.294719
C70,88.467124,-60.237936,-280.462456,-280.166146,-0.29631
C71,79.275678,-67.672202,-281.51602,-281.221471,-0.294549
C72,69.578999,-75.02967,-282.216428,-281.924312,-0.292116
C73,59.767204,-82.261987,-282.450275,-282.15929,-0.290985
C74,49.856395,-89.358872,-282.216443,-281.92435,-0.292093
C75,39.863329,-96.30739,-281.515991,-281.221398,-0.294593
C76,29.951893,-102.751277,-280.462531,-280.166335,-0.296196
C77,19.994039,-109.035867,-278.972511,-278.677797,-0.294714
C78,10.004983,-115.151544,-277.051138,-276.765544,-0.285595
D67,0.0,-121.091205,-274.704885,-274.4413,-0.263585
D68,-10.004983,-115.151544,-277.051138,-276.765544,-0.285595
D69,-19.994039,-109.035867,-278.972511,-278.677797,-0.294714
D70,-29.951893,-102.751277,-280.462531,-280.166335,-0.296196
D71,-39.863329,-96.30739,-281.515991,-281.221398,-0.294593
D72,-49.856395,-89.358872,-282.216443,-281.92435,-0.292093
D73,-59.767204,-82.261987,-282.450275,-282.15929,-0.290985
D74,-69.578999,-75.02967,-282.216428,-281.924312,-0.292116
D75,-79.275678,-67.672202,-281.51602,-281.221471,-0.294549
D76,-88.467124,-60.237936,-280.462456,-280.166146,-0.29631
D77,-97.520906,-52.709196,-278.972507,-278.677788,-0.294719
D78,-106.424006,-45.09828,-277.051179,-276.765647,-0.285533
E67,-115.164564,-37.419269,-274.704886,-274.441303,-0.263584
E68,-112.607472,-26.068238,-277.051125,-276.765509,-0.285615
E69,-109.877878,-14.677751,-278.972509,-278.677792,-0.294717
E70,-106.978492,-3.265719,-280.46244,-280.166105,-0.296335
E71,-103.912509,8.15236,-281.515937,-281.221262,-0.294675
E72,-100.391913,19.803451,-282.21641,-281.924266,-0.292144
E73,-96.70533,31.421598,-282.450212,-282.159131,-0.291081
E74,-92.858562,42.988585,-282.216396,-281.924231,-0.292164
E75,-88.858309,54.484296,-281.515886,-281.221135,-0.294751
E76,-84.627587,65.523231,-280.462395,-280.165992,-0.296403
E77,-80.265224,76.460582,-278.972401,-278.677521,-0.29488
E78,-75.778642,87.279502,-277.051034,-276.765283,-0.285752
A67,-71.175562,97.964873,-274.704888,-274.441306,-0.263582
A80,-65.245883,106.851395,-272.877274,-272.639241,-0.238033
A81,-53.602908,107.843807,-274.992664,-274.725718,-0.266946
A82,-41.858487,108.684485,-276.68385,-276.400693,-0.283157
A83,-30.070599,109.368346,-277.938539,-277.64765,-0.290889
A84,-18.295931,109.793371,-278.792321,-278.497925,-0.294396
A85,-6.109027,109.961083,-279.258662,-278.963117,-0.295545
A86,6.109027,109.961083,-279.258662,-278.963117,-0.295545
A87,18.295931,109.793371,-278.792321,-278.497925,-0.294396
A88,30.070599,109.368346,-277.938539,-277.64765,-0.290889
A89,41.858487,108.684485,-276.68385,-276.400693,-0.283157
A90,53.602908,107.843807,-274.992664,-274.725718,-0.266946
A91,65.245883,106.851395,-272.877274,-272.639241,-0.238033
B79,76.731183,105.611565,-270.396631,-270.205134,-0.191497
B80,81.459411,95.072158,-272.877193,-272.639037,-0.238156
B81,86.001036,84.304924,-274.99271,-274.725834,-0.266876
B82,90.429358,73.395375,-276.683926,-276.400886,-0.283041
B83,94.722784,62.395843,-277.938561,-277.647705,-0.290856
B84,98.765405,51.328195,-278.792425,-278.498185,-0.294239
B85,102.690986,39.790174,-279.25871,-278.963237,-0.295472
B86,106.466642,28.170299,-279.258698,-278.963209,-0.295489
B87,110.072913,16.52747,-278.792414,-278.498157,-0.294256
B88,113.307444,5.198405,-277.938596,-277.647794,-0.290802
B89,116.299384,-6.224792,-276.683968,-276.400991,-0.282977
B90,119.12949,-17.653677,-274.992718,-274.725855,-0.266864
B91,121.78361,-29.033267,-272.877326,-272.639373,-0.237953
C79,124.153625,-40.339131,-270.396716,-270.205348,-0.191369
C80,115.590682,-48.093282,-272.877333,-272.63939,-0.237943
C81,106.754523,-55.740246,-274.992706,-274.725825,-0.266882
C82,97.746927,-63.323196,-276.683973,-276.401003,-0.28297
C83,88.612537,-70.805048,-277.938645,-277.647916,-0.290729
C84,79.336277,-78.06956,-278.792491,-278.498352,-0.294139
C85,69.575646,-85.369302,-279.258716,-278.963253,-0.295463
C86,59.690977,-92.550309,-279.258804,-278.963474,-0.29533
C87,49.732926,-99.577574,-278.792524,-278.498436,-0.294088
C88,39.957269,-106.155592,-277.938602,-277.647808,-0.290794
C89,30.018424,-112.529992,-276.684113,-276.401356,-0.282757
C90,20.023162,-118.753858,-274.992781,-274.726013,-0.266769
C91,10.020524,-124.79506,-272.877296,-272.639296,-0.238
D79,0.0,-130.542905,-270.396652,-270.205187,-0.191465
D80,-10.020524,-124.79506,-272.877296,-272.639296,-0.238
D81,-20.023162,-118.753858,-274.992781,-274.726013,-0.266769
D82,-30.018424,-112.529992,-276.684113,-276.401356,-0.282757
D83,-39.957269,-106.155592,-277.938602,-277.647808,-0.290794
D84,-49.732926,-99.577574,-278.792524,-278.498436,-0.294088
D85,-59.690977,-92.550309,-279.258804,-278.963474,-0.29533
D86,-69.575646,-85.369302,-279.258716,-278.963253,-0.295463
D87,-79.336277,-78.06956,-278.792491,-278.498352,-0.294139
