企业代号,企业名称,inferred_rating,approved,credit_yuan,loan_rate,customer_loss_rate,risk_score,shock_risk_delta,expected_yield,expected_interest_income_yuan,priority
E47,***控制设备有限责任公司,C,False,0.0,0.0585,0.290189,0.38057,0.0,-0.004724,-0.0,0.0
E48,***化工有限公司,A,True,1000000.0,0.0465,0.135727,0.295194,0.0,0.00471,4709.69,0.620308
E49,***地球环保科技有限公司,C,False,0.0,0.0585,0.290189,0.387339,0.0,-0.005547,-0.0,0.0
E50,***建筑劳务有限公司,C,False,0.0,0.0585,0.290189,0.419095,0.0,-0.009406,-0.0,0.0
E51,***物流有限公司,B,True,959384.5,0.0585,0.302883,0.334264,0.0,0.000408,391.85,0.532378
E52,***商贸有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E53,***文化传媒有限公司,C,False,0.0,0.0585,0.290189,0.461828,0.0,-0.014599,-0.0,0.0
E54,***新技术开发有限公司,A,True,1000000.0,0.0465,0.135727,0.242758,0.0,0.011012,11011.9,0.716467
E55,***集团有限公司***电力设备分公司,C,False,0.0,0.0585,0.290189,0.437905,0.0,-0.011692,-0.0,0.0
E56,***家居材料***有限公司,C,False,0.0,0.0585,0.290189,0.436836,0.0,-0.011562,-0.0,0.0
E57,***机械设备有限公司,B,False,0.0,0.0585,0.302883,0.373937,0.0,-0.004383,-0.0,0.0
E58,***油气工程建设有限责任公司,B,False,0.0,0.0585,0.302883,0.367114,0.0,-0.003559,-0.0,0.0
E59,***商贸有限公司,A,True,1000000.0,0.0465,0.135727,0.315229,0.0,0.002302,2301.74,0.563524
E60,***机械租赁有限公司,B,False,0.0,0.0585,0.302883,0.389724,0.0,-0.00629,-0.0,0.0
E61,***调味品有限公司,B,True,920858.65,0.0585,0.302883,0.332599,0.0,0.00061,561.39,0.510999
E62,***工程造价咨询有限公司***分公司,B,False,0.0,0.0585,0.302883,0.371813,0.0,-0.004127,-0.0,0.0
E63,***科技有限公司,B,False,0.0,0.0585,0.302883,0.393918,0.0,-0.006797,-0.0,0.0
E64,***图书有限责任公司,A,True,884288.62,0.0465,0.135727,0.328904,0.0,0.000658,581.95,0.490706
E65,***商贸有限公司,B,False,0.0,0.0585,0.302883,0.416914,0.0,-0.009574,-0.0,0.0
E66,***快递有限公司,B,False,0.0,0.0585,0.302883,0.427924,0.0,-0.010904,-0.0,0.0
E67,***信息技术有限公司,B,False,0.0,0.0585,0.302883,0.34192,0.0,-0.000516,-0.0,0.0
E68,***花木总公司,C,False,0.0,0.0585,0.290189,0.443159,0.0,-0.01233,-0.0,0.0
E69,***电子器材经营部,C,False,0.0,0.0585,0.290189,0.474464,0.0,-0.016135,-0.0,0.0
E70,***科技有限公司,B,False,0.0,0.0585,0.302883,0.378686,0.0,-0.004957,-0.0,0.0
E71,***农业科技有限公司,B,False,0.0,0.0585,0.302883,0.381446,0.0,-0.00529,-0.0,0.0
E72,***图书有限公司,C,False,0.0,0.0585,0.290189,0.477947,0.0,-0.016558,-0.0,0.0
E73,***商贸有限责任公司,C,False,0.0,0.0585,0.290189,0.430516,0.0,-0.010794,-0.0,0.0
E74,***蔬菜专业合作社,B,True,860639.87,0.0585,0.302883,0.327033,0.0,0.001282,1103.24,0.477583
E75,***酒店管理有限公司,C,False,0.0,0.0585,0.290189,0.362008,0.0,-0.002469,-0.0,0.0
E76,***信息科技有限公司,B,False,0.0,0.0585,0.302883,0.344317,0.0,-0.000806,-0.0,0.0
E77,***机电设备有限公司,C,False,0.0,0.0585,0.290189,0.464123,0.0,-0.014878,-0.0,0.0
E78,个体经营E78,C,False,0.0,0.0585,0.290189,0.439911,0.0,-0.011936,-0.0,0.0
E79,***鞋业有限公司,B,False,0.0,0.0585,0.302883,0.427278,0.0,-0.010826,-0.0,0.0
E80,***实业有限责任公司,C,False,0.0,0.0585,0.290189,0.43696,0.0,-0.011577,-0.0,0.0
E81,***机械设备有限公司,A,False,0.0,0.0465,0.135727,0.364877,0.0,-0.003665,-0.0,0.0
E82,***商贸有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E83,***社会福利院（***社会福利社会化服务中心）,B,False,0.0,0.0585,0.302883,0.437852,0.0,-0.012103,-0.0,0.0
E84,***建材有限公司,A,True,889210.99,0.0465,0.135727,0.320285,0.0,0.001694,1506.33,0.493437
E85,***安防科技有限公司,B,False,0.0,0.0585,0.302883,0.352924,0.0,-0.001845,-0.0,0.0
E86,***地质工程勘察院***分院,C,False,0.0,0.0585,0.290189,0.478017,0.0,-0.016567,-0.0,0.0
E87,***实业有限责任公司,C,False,0.0,0.0585,0.290189,0.86,0.0,-0.062987,-0.0,0.0
E88,***贸易有限公司,A,False,0.0,0.0465,0.135727,0.341951,0.0,-0.00091,-0.0,0.0
E89,***物资有限公司,A,False,0.0,0.0465,0.135727,0.435161,0.0,-0.012113,-0.0,0.0
E90,***文化传媒有限责任公司,C,False,0.0,0.0585,0.290189,0.45507,0.0,-0.013778,-0.0,0.0
E91,***科技实业有限公司,A,False,0.0,0.0465,0.135727,0.341058,0.0,-0.000803,-0.0,0.0
E92,***地质灾害防治有限公司,C,False,0.0,0.0585,0.290189,0.438271,0.0,-0.011736,-0.0,0.0
E93,***电脑设计事务所,B,False,0.0,0.0585,0.302883,0.35799,0.0,-0.002457,-0.0,0.0
E94,***汽车美容有限公司,C,False,0.0,0.0585,0.290189,0.464533,0.0,-0.014928,-0.0,0.0
E95,***兰花店,B,False,0.0,0.0585,0.302883,0.381655,0.0,-0.005315,-0.0,0.0
E96,***土地整理有限公司,C,False,0.0,0.0585,0.290189,0.538279,0.0,-0.02389,-0.0,0.0
E97,***美工装饰部,B,False,0.0,0.0585,0.302883,0.395607,0.0,-0.007001,-0.0,0.0
E98,***文化传播有限公司,B,False,0.0,0.0585,0.302883,0.376921,0.0,-0.004744,-0.0,0.0
E99,***建筑工程有限责任公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E100,***装饰工程有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E101,***灯饰工程有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E102,***大药房有限责任公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E103,***科技有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E104,***管理咨询有限责任公司,C,False,0.0,0.0585,0.290189,0.476925,0.0,-0.016434,-0.0,0.0
E105,***建材经营部,C,False,0.0,0.0585,0.290189,0.434965,0.0,-0.011335,-0.0,0.0
E106,***财务管理有限公司,B,False,0.0,0.0585,0.302883,0.36803,0.0,-0.00367,-0.0,0.0
E107,***科技有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E108,***商贸有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E109,***服饰有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E110,***通讯器材经营部,C,False,0.0,0.0585,0.290189,0.48297,0.0,-0.017168,-0.0,0.0
E111,***科技有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E112,***机械设备有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E113,***美居科技有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E114,***食品有限责任公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E115,***装饰工程有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E116,***门窗有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E117,***人力资源管理咨询有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E118,***体育用品有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E119,***药房,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E120,***陈列广告有限公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E121,***药业连锁有限公司***药店,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E122,***商贸有限责任公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
E123,***创科技有限责任公司,D,False,0.0,0.0585,0.290189,0.93,0.0,-0.071493,-0.0,0.0
