GlobalID,Lab Status,Detection Date,Submission Date,Latitude,Longitude,positive_probability,distance_to_training_positive_km,priority_score,image_count,has_specimen,Notes
{0437C2C3-42F1-44EB-86A3-0574C16B4227},Unverified,2020-10-02,2020-10-02,48.789849,-122.450922,0.9127369990129823,2.734784604607065,0.785896939388049,0.0,0,I'm almost positive that it was based on the size and what I've seen images of. It was an orange/black color and very fat. It was outside my window at work on Bakerview rd. I was unable to get a pic but will try again.
{9797D62C-E3F8-42B8-8DA0-665F074A27CF},Unverified,2020-10-22,2020-10-22,48.89308,-122.643823,0.9102664817818978,7.063341748451652,0.7843652187047767,0.0,0,It was about 2 inches long and appeared to be looking for shelter and lost sight of it when it went into a gap in my house siding
{77AA9442-A336-415C-ADFB-30B4D36D4A23},Unverified,2020-08-28,2020-08-28,48.848425,-122.593445,0.9067195052617835,12.899516738056507,0.7821660932623058,0.0,0, 
{3689B63D-51EF-4033-BCD9-9CEA61833789},Unverified,2020-08-28,2020-08-28,48.848425,-122.593445,0.9067195052617835,12.899516738056507,0.7821660932623058,0.0,0, 
{E68C83ED-40F3-484E-908E-6267E6C6EFFD},Unverified,2020-08-28,2020-08-28,48.848425,-122.593445,0.9067195052617835,12.899516738056507,0.7821660932623058,0.0,0, 
{319B389E-1676-4C88-8A8F-B044A6A633BF},Unverified,2020-07-22,2020-07-22,48.970249,-122.790031,0.7770841031761918,5.777664148075755,0.7817921439692389,0.0,1,Two hornets were engaged in sex.  I step on them and killed them.  I have one in a plastic bag.  It is either a juvenile murder hornet or an adult yellowjacket hornet.
{4DD00485-C4AC-4007-91FA-BDCAC52C3D12},Unverified,1899-12-30,2020-10-13,48.911443,-122.442494,0.9681945637429189,12.595266611288395,0.7802915854231022,0.0,0,"It was definitely an adian hornet, about 2 inches in length, bright orangey, yellow. Went to get a jar to try an capture it, but left my raspberry patch. Looked around in my other fruit and flowers, but couldn't  see it. It took me by surprise because of"
{69DD6F96-7C81-4062-A638-406364E8789F},Unverified,2020-09-05,2020-09-06,48.80524,-122.397815,0.9355901692332111,3.4368868927392215,0.7800659049245908,0.0,0, 
{2367A74B-1DED-4EB2-867C-CD685AA19D13},Unverified,2020-08-20,2020-08-21,48.933255,-122.48592,0.934634814440923,8.607509263494483,0.7794735849533723,0.0,0,on a plant at Popeyes  restaurants in Lynden wa
{75E7FD91-2E03-4403-9E0B-443884012637},Unverified,2019-07-23,2020-05-05,48.948233,-122.748058,0.8372199534789747,2.3139871930438236,0.7792152600458532,0.0,1,This was dead on my front porch last summer. Looks like it might be an elm sawfly. But thought I would send the pic anyway.
{76DC1050-6622-417F-B2FD-3A34EB754BB1},Unverified,2020-08-18,2020-08-18,48.740133,-122.633783,0.899771709212188,16.311766233990866,0.7778584597115565,0.0,0,Came into our yard as we were eating
{D0EBF7F1-C440-42EE-9351-B221D8BEB5C0},Unverified,2020-10-09,2020-10-09,48.911448,-122.442511,0.8952164554098503,12.593957515303075,0.7750342023541072,0.0,0,Was seen the first of September in my raspberry patch. At least 2 inches long. Went to get jar to catch it and it was gone. Checked all my flowers and fruit on my property and didn't find it. It was huge!
{FB826EE3-D5DA-4EF3-B27F-2D94CCCBD0AD},Unverified,2020-08-12,2020-08-12,48.908664,-122.487359,0.8939851839492459,10.447036152056581,0.7742708140485324,0.0,0,in grass near faucet near where I was doing some gardening
{D0EE36A1-E216-4220-93E9-EFD3A8430DC1},Unverified,2020-08-16,2020-08-17,48.962707,-122.442168,0.9222520163757288,9.964958168196183,0.7717962501529518,0.0,0, 
{AE169531-3607-4B84-8EE9-0BBFFBC0D407},Unverified,2020-08-11,2020-08-11,48.90894,-122.505236,0.8878095923174639,9.614627488516113,0.7704419472368276,0.0,0,"We observed the insect flying near our house.   It was approximately 2"" long and predominantly orange and black.  We were not able to get a picture."
{EC46664A-9D98-4F50-BF9E-F1DA49B2D51F},Unverified,2020-08-01,2020-08-01,48.936245,-122.795032,0.8869851275335668,3.780323787010782,0.7699307790708114,0.0,0,One flew onto our deck and chased me inside tonight @ 10:15pm.
{176A3C9D-5FD7-4795-ACD5-40C1A5019509},Unverified,2020-08-25,2020-08-25,48.753035,-122.424558,0.8727795559102449,2.7588073888400766,0.7611233246643518,0.0,0, 
{2D515E68-10B9-483B-B54E-8FBC46B15A91},Unverified,2020-10-02,2020-10-02,48.917375,-122.647069,0.871429126480763,4.369764317886018,0.7602860584180731,0.0,0,"very large hornet hovering by my home's gutter. Largest I have seen, clearly not a yellow jacket"
{91C307B0-2776-4585-9063-41734A0C24A4},Unverified,2020-05-06,2020-05-06,48.790417,-122.710707,0.8691678135178712,15.450303432354284,0.7588840443810803,0.0,0,Video I tried to attach last report
{0834E584-CC93-45D9-A916-0F65465E5B07},Unverified,2020-10-14,2020-10-14,48.862807,-122.578869,0.8676287671600291,11.937139680677626,0.7579298356392181,0.0,0,Saw a large darker yellow and black hornet like bug fly by me. Had a louder hum than a normal wasp and was quite large compared to the wasp and hornets I see around here.
{DC59E63B-8A7F-493A-AF30-5D79085675D4},Unverified,2020-07-31,2020-07-31,48.933964,-122.55432,0.8668644703418437,5.433697505169706,0.7574559716119431,0.0,0, 
{D7E29FDF-A84E-46B1-9201-71C5A4CDFD56},Unverified,2020-07-16,2020-07-16,48.979802,-122.198891,0.8663496514175504,27.431117577286155,0.7571367838788812,0.0,0,This is the 3rd time I have seen it
{EB4746A1-5A8B-4D7D-9149-D560988238EC},Unverified,2019-10-15,2020-02-27,48.986176,-122.69745,0.9291394119622973,0.8708067141373779,0.7563605530636832,0.0,0,"We found about a dozen of these bees in our backfield last October while we were storing bee boxes, Sorry no pictures"
{908D1BB8-EF3F-4353-B969-A5DA5768E517},Unverified,2020-09-19,2020-09-20,48.99536,-122.75808,0.8958021527285717,4.077120442950797,0.7553973346917144,0.0,0,we were on a nice drive on marine Drive near the whales.  We were heading tword the the round about next to the rawganic store. One passed directly in front of our car in the direction of Semiahmoo
{3D97022E-5F57-43BE-909B-A85326FB8E52},Unverified,2011-08-20,2020-05-09,48.832425,-122.592998,0.9273656861201508,14.154849831220874,0.7549792803223025,0.0,0,I was stopped in my car as I waited for the road to clear so I could head home. I looked left to double check it was safe to go. I saw a large insect that was reddish orange. I didn’t get a really close look because I was in my car and it darted away q
{06263109-DA33-4D7F-9DBF-0116280254FD},Unverified,2020-07-21,2020-07-21,48.968729,-122.4231,0.8622749829484537,11.198428361344234,0.7546104894280414,0.0,0, 
{80FA4F9F-3907-4A46-8A4B-4DDF44DC6AF4},Unverified,2020-08-14,2020-08-14,48.994896,-122.759654,0.8604631568718827,4.19019496455991,0.7534871572605673,0.0,0,"Was unable to catch it alive. It was healthy, almost two inches. Landed on a log in front of me, by the entrance to the park. Have lived in the Far East so it was a familiar sight to me, and I wasn’t afraid."
{3F8F9C01-F5C1-4937-AA17-C40D3BF328D0},Unverified,2020-08-18,2020-08-18,48.962423,-122.458591,0.8603943948843913,8.814462692059582,0.7534445248283226,0.0,0,2- 2.5 inches long. Orange head with big black eyes. Black thorax with orange stripes. Stinger curved towards abdomon. No noticable fur on head or body. The head was about  1/3rd of an inch.
{B013C53C-2504-4C57-967C-8009C2DDC041},Unverified,2020-07-02,2020-07-02,48.951066,-122.451131,0.8600962167285439,9.743882559090949,0.7532596543716972,0.0,0, 
{DD714FFC-12CE-4688-B5B0-BA2F371B05E0},Unverified,2020-09-25,2020-09-25,48.858495,-122.628262,0.8574330587949835,11.058702958991036,0.7516084964528897,0.0,0,"flew past upstairs window, men trimming trees in small wood behind house could have disturbed it"
{963EDB06-C971-4E88-8320-2605247CAB08},Unverified,2020-08-29,2020-08-30,48.870281,-122.436275,0.8863457992586848,10.393758619425006,0.7495343955403846,0.0,0,"About 2” long all black, very aggressively darting at me for 30-40 seconds. Came out while I was cutting wood on our back acreage."
{7CD1DAEE-8950-431B-A8CC-A0FD66604C42},Unverified,2020-09-12,2020-09-12,48.744011,-122.206677,0.852417607632345,15.975850199282775,0.7484989167320539,0.0,0,I've seen these flying around for a couple weeks but never got a good look at them. This evening it landed on the window seal outside of my motorhome so I got really close look at it. I did not get a picture nor see which way it flew.
{3171D59D-DD9D-4F61-82AA-26C58B2FA83A},Unverified,2020-08-16,2020-08-18,48.705787,-122.336539,0.8896210897810717,9.99332639097748,0.7448984089975977,0.0,0,"Observed flying around my porch, was not willing to get close enough to take a photo"
{34AE83F2-786B-4922-955B-33F1375978D4},Unverified,2020-07-09,2020-07-09,48.741398,-122.483697,0.844780887239357,6.237525305857946,0.7437641500884014,0.0,0,"Zip Code: 98225, next to Western's sign"
{49157C92-BC1A-4B61-A2D5-899ED5E8F694},Unverified,2020-08-02,2020-08-03,48.753763,-122.459418,0.8755455130540141,3.9914276068638213,0.7428382180934887,0.0,0, 
{722281F3-050D-4BBB-982D-D06F4525463F},Unverified,2020-09-02,2020-09-02,48.794722,-122.594205,0.841349266075052,13.005712033626429,0.7416365449665323,0.0,0,A large something just flew through my yard
{47D28B3C-3C0D-435E-99F1-2CFE2A0F82A0},Unverified,2019-09-14,2020-04-04,48.64683,-122.369771,0.9021592469617273,14.968912527715586,0.7395348115476434,0.0,0,"Observed flying around my porch. Hovered in place like a humming bird while facing me. I tried, but was unable to snap a photo."
{73C923EB-0FEC-44CE-AD45-291F8FF4314A},Unverified,2020-08-23,2020-08-23,48.858538,-122.610272,0.8359950253597095,11.41137832305121,0.7383169157230198,0.0,0,Flew through our back yard.
{59EF9DD0-6957-4B75-9B71-8707D640C7CA},Unverified,2020-07-20,2020-07-20,48.891428,-122.403317,0.832405552453884,12.713834739098482,0.7360914425214082,0.0,0, 
{9D0E0E86-C31E-401B-A750-64C9BCBE874F},Unverified,2020-07-28,2020-07-28,48.858854,-122.611715,0.8313853451094015,11.344199924637158,0.7354589139678289,0.0,0,"Flew by me.  2 inches long, black and orange"
{735E3CF6-AE93-44EC-AA9B-D2C4C58F3256},Unverified,2020-08-23,2020-08-25,48.986641,-122.528957,0.8738488975690126,3.350679707185882,0.7351196498261211,0.0,0,"Adult daughter stung 3 times on knee.  Could not visualize insect, other than large.  Described searing pain and was prescribed antibiotics for infection.  Sting sites are similar to Asian Giant Hornet stings visualized online."
{CE4AD4E0-5B21-4A08-A154-3533E85B29EF},Unverified,2020-09-10,2020-09-13,49.20469,-122.94284,0.8714600503810083,22.093009759270945,0.730305231236225,0.0,0,"Preying on a regular size wasp, noticeably larger"
{5FD665CD-932E-4113-AE76-6F541353662D},Unverified,2020-09-12,2020-09-12,48.90582,-122.334595,0.8190941785098609,15.533455583883061,0.7278383906761137,0.0,0,"Not sure, it's mostly black but it's pretty big, and unlike anything I've seen"
{63276B1E-B18B-4391-8A15-82E7DEDB0332},Unverified,2020-08-25,2020-08-25,48.892103,-122.452532,0.8179698179377931,12.979166973500305,0.7271412871214318,0.0,0,"We saw what we think was a killer bee at our home at 724 east pole rd, Lynden wa we were unable to get a photo."
{75BB8BEC-05E4-4763-A48F-02BCE89180D8},Unverified,2020-08-01,2020-08-01,48.936245,-122.795032,0.8132026695202533,3.780323787010782,0.7241856551025572,0.0,0,Seemed like it was hard for it to fly. Landed on a small branch and took the branch down with it. Flew off into the night before a photo could be taken.
{78C373AD-8FE1-4159-937A-C5E04DD30AA8},Unverified,2020-09-08,2020-09-08,48.721394,-122.48355,0.8125091613543867,7.850875855568302,0.7237556800397198,0.0,0,I wasn’t sure if I should try to catch it or not? Saw it in my garden yesterday
{B707AD9B-FE84-4063-946E-9E74386F679D},Unverified,2020-09-27,2020-09-30,48.880047,-122.504613,0.8606589117462274,12.397614543409206,0.723608525282661,0.0,0,Noticed the orange color and the size of it compared to the yellow jackets that were flying into our house.
{16046887-C638-465F-9A46-97BAF24FAE22},Unverified,2020-09-21,2020-09-21,48.757733,-122.418141,0.8119142506589259,2.2020443695998875,0.723386835408534,0.0,0,"flying towards me, i swatted it to the ground and stepped on it.. its still alive inside of mason jar"
{721D5AB2-744B-468C-BADD-BB7EB12BCE85},Unverified,2020-09-19,2020-09-20,48.865031,-122.680787,0.8437046959263524,8.386025258850362,0.7230969114743386,0.0,0,"Fishing on lake terrell up by ferndale wa. Heard some ""big"" sounding buzzing in the reeds by a stump and caught sight of a huge wasp type insect."
{26FF1CCB-208B-48FA-A353-CE28C8466958},Unverified,2016-08-01,2020-05-04,48.688964,-122.6433,0.8698103721830635,19.1974377622002,0.7193115640382771,0.0,0,Date is approximate. I am absolutely posotive of sighting property oner in area also owns property in custer
{99ED65E5-54A5-45D5-9E94-7B87B6A134B6},Unverified,2020-08-26,2020-08-26,48.730718,-122.350459,0.8050403102081807,7.215425688293086,0.7191249923290721,0.0,0,"Inch to inch and a half long,  stinger 1/4 stinger"
{0E7C585E-7F8A-46F9-9538-4D6FF007C8AF},Unverified,2020-09-25,2020-10-05,48.97822,-122.606344,0.8611886687354693,1.830709409453607,0.7175733382523546,0.0,0,WE LIVE ON BURK RD BLAINE WA. West of sunrise  rd. We originally reported in May. In late July we saw 1 on our house. September 2 additional close to the house. 3 of 4 were heading north in late afternoon/evening.
{6337C05A-3283-4C17-9940-44AFDE86DF89},Unverified,2020-07-08,2020-07-08,48.863935,-122.527298,0.8003498848426667,12.474712550895468,0.7162169286024533,0.0,0,"6107 Aldrich oad, Ferndale WA 98248"
{76FDA96E-25D8-4CE1-9E8B-BA18334A0C1E},Unverified,2020-08-19,2020-08-29,48.70291,-122.45336,0.8571084025700142,8.680239274331736,0.7150435732297724,0.0,0, 
{20B24FE1-2E45-44F5-AE13-BEFA45243E34},Unverified,2020-09-03,2020-09-03,48.708201,-122.437934,0.7971528277258575,7.838594954877369,0.7142347531900317,0.0,0,"It landed on our outside umbrella, about a foot away from where we were sitting. It was enormous...at least 2 inches long. It flew away before I could capture a photo"
{13445379-444B-449D-9A6F-DE3E48532FD0},Unverified,2020-07-05,2020-07-05,48.758786,-122.497383,0.7943582587695848,6.137951882606456,0.7125021204371426,0.0,0, 
{22BD7EFE-1EEA-4429-BF6B-493D3BDF02F5},Unverified,2020-09-09,2020-09-09,48.956801,-122.656741,0.788886576226663,0.3414850685719286,0.7091096772605311,0.0,0,I was out getting an estimate for roof clean8ng and spotted what I thought was a huge bird nest in the eaves of my house. The contractor thought that it was a hornet nest and that I should report it
{A2B93362-E28D-43E8-A0B6-F8AE4F3903C2},Unverified,2020-10-21,2020-10-21,48.892087,-122.590774,0.7886773083416841,8.729806840109996,0.7089799311718442,0.0,0,About 1 1/2 inches long on the side of the building at 2010 grandview road ferndale wa this is a large insect above unit.104 did not have a ladder for a good look it was still dark have been trying to get a photo was still on the wall when I left about 1
{339CEB4E-EAC1-45C4-A8B5-51BD33A65854},Unverified,2018-09-20,2020-10-14,48.991273,-122.708296,0.8425157334863339,0.5290701984395505,0.7024126648144371,0.0,0,"I'm unsure of the date.  I know you are trying to find them.  So, if this helps. I saw the hornet before it became public news. I am a landscaper.  I saw it while working. Most of our work is in Sudden Valley but also in Blaine.  I'm not 100% sure of loc"
{8E63543D-AEB3-4074-8F53-079BC4657476},Unverified,2020-06-04,2020-07-02,48.937187,-122.644326,0.835735438959987,2.382314010543511,0.6995352825000196,0.0,0,Suspect flew around me for 10-20 seconds. I’m allergic and was scared! No photo and I’m sorry. I tried to reach for my phone to take pictures but it was too dangerous
{D27E0018-B9A3-4D2B-B298-94C8F82C42E1},Unverified,2020-09-10,2020-09-10,48.718887,-122.501561,0.7717410225988353,8.917058766064285,0.6984794340112779,0.0,0,We have it trapped in a container.
{6858AAE4-6270-4DB1-A318-3F2C85870467},Unverified,2020-09-25,2020-09-30,48.890159,-122.494965,0.8219157156956569,11.76802649485207,0.6962544103979741,0.0,0,"Saw what appeared to be an AGH fly past my window. It was large, orangeish/yellow and black. I thought it was a mall hummingbird at first."
{2BDF2377-76D3-4ACB-9D0E-D12777CEE788},Unverified,2020-07-22,2020-07-22,48.983827,-123.063627,0.764288781714152,19.034712626211313,0.6938590446627744,0.0,0,"Saw a GIANT ~2 inch flying insect while watering garden, didn't have phone, but it was huge, orange and black. Saw it up close and then it flew up high. Was around 2 inches, all around big, with what looked like a stinger. Definitely an abnormally large"
{A0778DD1-A7A8-4CA0-A53F-7ED5DCEC9075},Unverified,2020-10-17,2020-10-18,48.820415,-122.659923,0.7950332132258707,13.437402171226813,0.6929205922000399,0.0,0,"I was on a ladder caulking siding joints. Heard a buzzing like a humming bird and saw what i believe to be a murder hornet flying around my gutters. I work construction and use tape measures every day. It looked to be about 1-1/4"" to 1-1/2"" long. Big win"
{979B4418-C550-4329-8E44-290F58D8389D},Unverified,2020-08-18,2020-08-18,48.572567,-122.506153,0.7612063692201051,23.68036710605384,0.6919479489164652,0.0,0,found alive in garage
{882EC093-D907-454C-A9EE-8D1DC46A4291},Unverified,2020-08-05,2020-08-06,48.993355,-122.752663,0.6638676735328631,3.6791943924051895,0.6915979575903751,1.0,0,"Next time in Blaine, there is a small hornet nest down by the public boat launch site in Blaine Harbor, I’ll try and attach pics from my phone I took this am, the nest is a foot off the ground, just south and under the trees across from the bathrooms a"
{91F162CA-4B0C-49D0-A63F-9F8F3F2C19DB},Unverified,2020-07-31,2020-07-31,48.724921,-122.347222,0.7558608251648803,7.84982862168417,0.6886337116022259,0.0,0, 
{81CFAFB0-2EC7-42D0-A0E5-6CA336073915},Unverified,2020-09-05,2020-09-05,48.716624,-123.01222,0.9133677111016357,30.538551280347217,0.6862879808830141,0.0,1,My husband was cleaning our kiddie pool when he came in showing me the dead body of what we think is a Murder Hornet.
{8B8ED7F4-CDAD-42CB-8720-7C12F670571C},Unverified,2020-08-03,2020-08-03,48.770548,-122.494091,0.6227743499753562,5.585452707615866,0.6861200969847209,0.0,1,Where the grass meets the asphalt street I observed the hornet crawling in the dead grass. Observed it for about five seconds then it few to the west.
{A37A27E9-E06F-4EDB-A3F2-10A207251789},Unverified,2020-08-28,2020-08-30,48.591858,-122.357441,0.7947026601902323,21.128978055712125,0.6860489826512773,0.0,0, 
{1385C6AA-8162-4760-9FFE-383F7A0E7580},Unverified,2020-09-10,2020-09-10,48.868374,-122.626189,0.7496569968408109,10.026468148687487,0.6847873380413028,0.0,0,Hornet was on my hummingbird feeder in my backyard . I don't know how to attach a picture to this message but I have at least two. Please contact me....backyard
{4C97BC8B-15E6-4456-9965-D5D407320E0C},Unverified,2020-07-18,2020-07-18,48.894155,-122.783261,0.748930634909884,4.644931540690873,0.6843369936441281,0.0,0,Large size. Looked like mini hummingbird. Had yellow and black bottom. Large tan or light brown head.
{BBEC3ADE-8506-4BBC-9209-CB3C2CE55C31},Unverified,2020-07-08,2020-07-09,48.85866,-122.599437,0.7789632047727598,11.680334475442704,0.6829571869591111,0.0,0,"Noticed when getting in car. Hovering in front of windshield, then flew off."
{76A1BD1E-EA8B-4AA9-8078-28245E14B5D7},Unverified,2020-07-27,2020-08-01,48.770161,-122.489015,0.7992651335957448,5.223950310134258,0.6822110494960284,0.0,0, 
{DFA7F66D-8DCB-43D7-93EC-3F2E42602600},Unverified,1899-12-30,2020-05-04,48.060235,-122.203513,0.971143287077057,81.32428973083957,0.6821197938902678,0.0,1,I killed this hornet with a bug zapper it took about 30 to 40 mins to kill every time I hit it it came back with vengeance. I still have it and stuck it in a jar if I am contacted I can send you a picture.
{872A13B4-3DA6-42F8-A1A2-3E410985A9F4},Unverified,2020-07-27,2020-08-07,48.807411,-122.410646,0.7921467527118593,3.373035743532259,0.674464320014686,0.0,0,Me and my daughter seen one next to are home on a flower
{4DBF2E1D-A781-4537-AB89-402F35F8E914},Unverified,2020-07-20,2020-07-20,48.94811,-122.741725,0.7315323351793549,2.302201679141134,0.6735500478112,0.0,0,"Photo didn't turn out, Dark brown/black long wings that covered torso almost were as long as its huge stinger, stripes but more dark than the yellowy, long dark legs with lighter parts towards the ends, huge! Landed on a tree for a couple minutes then st"
{3D6133B6-15F9-4923-A0BC-E85B0A7997B1},Unverified,2020-07-01,2020-07-02,48.836773,-122.705159,0.7610532441836931,10.502973623809071,0.6718530113938898,0.0,0,Observed inside the Petrogas facility and flew away
{4D44832C-7DDB-4199-B4A1-40489392A98E},Unverified,2020-08-18,2020-08-18,48.572567,-122.506153,0.7279566766368993,23.68036710605384,0.6713331395148776,0.0,0,found in garage alive
