time_s,position_cm,air_temperature_c,center_temperature_c
106.5,159.75,218.855434,133.669561
107.0,160.5,218.855434,134.059984
107.5,161.25,218.855434,134.448618
108.0,162.0,218.855434,134.835471
108.5,162.75,218.855434,135.22055
109.0,163.5,218.855434,135.603865
109.5,164.25,218.855434,135.985423
110.0,165.0,218.855434,136.365232
110.5,165.75,218.855434,136.743301
111.0,166.5,218.855434,137.119636
111.5,167.25,218.855434,137.494247
112.0,168.0,218.855434,137.867141
112.5,168.75,218.855434,138.238326
113.0,169.5,218.855434,138.607809
113.5,170.25,218.855434,138.9756
114.0,171.0,218.855434,139.341704
114.5,171.75,218.855434,139.706131
115.0,172.5,218.855434,140.068887
115.5,173.25,218.855434,140.429981
116.0,174.0,218.855434,140.78942
116.5,174.75,218.855434,141.147212
117.0,175.5,218.855434,141.503363
117.5,176.25,218.855434,141.857883
118.0,177.0,218.855434,142.210777
118.5,177.75,218.855434,142.562054
119.0,178.5,218.855434,142.911722
119.5,179.25,218.855434,143.259786
120.0,180.0,218.855434,143.606256
120.5,180.75,218.855434,143.951137
121.0,181.5,218.855434,144.294438
121.5,182.25,218.855434,144.636165
122.0,183.0,218.855434,144.976326
122.5,183.75,218.855434,145.314928
123.0,184.5,218.855434,145.651979
123.5,185.25,218.855434,145.987484
124.0,186.0,218.855434,146.321452
124.5,186.75,218.855434,146.653889
125.0,187.5,218.855434,146.984802
125.5,188.25,218.855434,147.314199
126.0,189.0,218.855434,147.642087
126.5,189.75,218.855434,147.968471
127.0,190.5,218.855434,148.29336
127.5,191.25,218.855434,148.616759
128.0,192.0,218.855434,148.938676
128.5,192.75,218.855434,149.259118
129.0,193.5,218.855434,149.578092
129.5,194.25,218.855434,149.895603
130.0,195.0,218.855434,150.211659
130.5,195.75,218.855434,150.526267
131.0,196.5,218.855434,150.839432
131.5,197.25,218.855434,151.151163
132.0,198.0,220.147804,151.461464
132.5,198.75,222.086358,151.776267
133.0,199.5,224.024912,152.098512
133.5,200.25,225.963467,152.428164
134.0,201.0,227.902021,152.76519
134.5,201.75,229.840576,153.109557
135.0,202.5,231.77913,153.46123
135.5,203.25,231.77913,153.820176
136.0,204.0,231.77913,154.177477
136.5,204.75,231.77913,154.53314
137.0,205.5,231.77913,154.887173
137.5,206.25,231.77913,155.239584
138.0,207.0,231.77913,155.590379
138.5,207.75,231.77913,155.939567
139.0,208.5,231.77913,156.287154
139.5,209.25,231.77913,156.633148
140.0,210.0,231.77913,156.977557
140.5,210.75,231.77913,157.320387
141.0,211.5,231.77913,157.661645
141.5,212.25,231.77913,158.00134
142.0,213.0,231.77913,158.339478
142.5,213.75,231.77913,158.676066
143.0,214.5,231.77913,159.011111
143.5,215.25,231.77913,159.344621
144.0,216.0,231.77913,159.676602
144.5,216.75,231.77913,160.007062
145.0,217.5,231.77913,160.336007
145.5,218.25,231.77913,160.663444
146.0,219.0,231.77913,160.989381
146.5,219.75,231.77913,161.313824
147.0,220.5,231.77913,161.63678
147.5,221.25,231.77913,161.958256
148.0,222.0,231.77913,162.278259
148.5,222.75,231.77913,162.596794
149.0,223.5,231.77913,162.91387
149.5,224.25,231.77913,163.229493
150.0,225.0,231.77913,163.543669
150.5,225.75,231.77913,163.856405
151.0,226.5,231.77913,164.167708
151.5,227.25,231.77913,164.477584
152.0,228.0,231.77913,164.78604
152.5,228.75,231.77913,165.093082
153.0,229.5,231.77913,165.398717
153.5,230.25,231.77913,165.702951
154.0,231.0,231.77913,166.005791
154.5,231.75,231.77913,166.307243
155.0,232.5,231.77913,166.607313
155.5,233.25,234.686961,166.906008
156.0,234.0,243.410456,167.216661
156.5,234.75,252.13395,167.565872
157.0,235.5,260.857445,167.953464
157.5,236.25,269.58094,168.379261
158.0,237.0,278.304434,168.843087
158.5,237.75,287.027929,169.34477
159.0,238.5,289.93576,169.884134
159.5,239.25,289.93576,170.434354
160.0,240.0,289.93576,170.982052
160.5,240.75,289.93576,171.527239
161.0,241.5,289.93576,172.069928
161.5,242.25,289.93576,172.61013
162.0,243.0,289.93576,173.147856
162.5,243.75,289.93576,173.683117
163.0,244.5,289.93576,174.215925
163.5,245.25,289.93576,174.746291
164.0,246.0,289.93576,175.274227
164.5,246.75,289.93576,175.799743
165.0,247.5,289.93576,176.32285
165.5,248.25,289.93576,176.84356
166.0,249.0,289.93576,177.361883
166.5,249.75,289.93576,177.87783
167.0,250.5,289.93576,178.391413
167.5,251.25,289.93576,178.902643
168.0,252.0,289.93576,179.411529
168.5,252.75,289.93576,179.918082
169.0,253.5,289.93576,180.422315
169.5,254.25,289.93576,180.924236
170.0,255.0,289.93576,181.423856
170.5,255.75,289.93576,181.921187
171.0,256.5,289.93576,182.416239
171.5,257.25,289.93576,182.909021
172.0,258.0,289.93576,183.399545
172.5,258.75,289.93576,183.887821
173.0,259.5,289.93576,184.373859
173.5,260.25,289.93576,184.85767
174.0,261.0,289.93576,185.339263
174.5,261.75,289.93576,185.818649
175.0,262.5,289.93576,186.295837
175.5,263.25,289.93576,186.770839
176.0,264.0,289.93576,187.243663
176.5,264.75,289.93576,187.714321
177.0,265.5,289.93576,188.182821
177.5,266.25,289.93576,188.649175
178.0,267.0,289.93576,189.113391
178.5,267.75,289.93576,189.575479
179.0,268.5,289.93576,190.035449
179.5,269.25,296.7207,190.493311
180.0,270.0,303.505641,190.980172
180.5,270.75,310.290581,191.495898
181.0,271.5,317.075521,192.040357
181.5,272.25,323.860461,192.613417
182.0,273.0,330.645401,193.214947
182.5,273.75,335.168695,193.844817
183.0,274.5,335.168695,194.492532
183.5,275.25,335.168695,195.137277
184.0,276.0,335.168695,195.779068
184.5,276.75,335.168695,196.417918
185.0,277.5,335.168695,197.053839
185.5,278.25,335.168695,197.686846
186.0,279.0,335.168695,198.316952
186.5,279.75,335.168695,198.944169
187.0,280.5,335.168695,199.568512
187.5,281.25,335.168695,200.189994
188.0,282.0,335.168695,200.808627
188.5,282.75,335.168695,201.424425
189.0,283.5,335.168695,202.037401
189.5,284.25,335.168695,202.647567
190.0,285.0,335.168695,203.254937
190.5,285.75,335.168695,203.859523
191.0,286.5,335.168695,204.461338
191.5,287.25,335.168695,205.060395
192.0,288.0,335.168695,205.656706
192.5,288.75,335.168695,206.250284
193.0,289.5,335.168695,206.841142
193.5,290.25,335.168695,207.429292
194.0,291.0,335.168695,208.014746
194.5,291.75,335.168695,208.597517
195.0,292.5,335.168695,209.177617
195.5,293.25,335.168695,209.755058
196.0,294.0,335.168695,210.329853
196.5,294.75,335.168695,210.902013
197.0,295.5,335.168695,211.471551
197.5,296.25,335.168695,212.038479
198.0,297.0,335.168695,212.602809
198.5,297.75,335.168695,213.164552
199.0,298.5,335.168695,213.72372
199.5,299.25,335.168695,214.280326
200.0,300.0,335.168695,214.83438
200.5,300.75,335.168695,215.385895
201.0,301.5,335.168695,215.934883
201.5,302.25,335.168695,216.481354
202.0,303.0,335.168695,217.025321
202.5,303.75,335.168695,217.566795
203.0,304.5,335.168695,218.105787
203.5,305.25,335.168695,218.642309
204.0,306.0,335.168695,219.176371
204.5,306.75,335.168695,219.707986
205.0,307.5,335.168695,220.237165
205.5,308.25,335.168695,220.763918
206.0,309.0,335.168695,221.288257
206.5,309.75,335.168695,221.810193
207.0,310.5,335.168695,222.329737
207.5,311.25,335.168695,222.8469
208.0,312.0,335.168695,223.361692
208.5,312.75,335.168695,223.874125
209.0,313.5,335.168695,224.384209
209.5,314.25,335.168695,224.891956
210.0,315.0,335.168695,225.397375
210.5,315.75,335.168695,225.900478
211.0,316.5,335.168695,226.401275
211.5,317.25,335.168695,226.899777
212.0,318.0,335.168695,227.395994
212.5,318.75,335.168695,227.889937
213.0,319.5,335.168695,228.381616
213.5,320.25,335.168695,228.871042
214.0,321.0,335.168695,229.358225
214.5,321.75,335.168695,229.843174
215.0,322.5,335.168695,230.325901
215.5,323.25,335.168695,230.806416
216.0,324.0,335.168695,231.284728
216.5,324.75,335.168695,231.760848
217.0,325.5,335.168695,232.234786
217.5,326.25,335.168695,232.706552
218.0,327.0,335.168695,233.176156
218.5,327.75,335.168695,233.643607
219.0,328.5,335.168695,234.108916
219.5,329.25,335.168695,234.572093
220.0,330.0,335.168695,235.033146
220.5,330.75,335.168695,235.492086
221.0,331.5,335.168695,235.948923
221.5,332.25,335.168695,236.403667
222.0,333.0,335.168695,236.856326
222.5,333.75,335.168695,237.30691
223.0,334.5,335.168695,237.75543
223.5,335.25,335.168695,238.201893
224.0,336.0,335.168695,238.646311
224.5,336.75,335.168695,239.088691
225.0,337.5,335.168695,239.529044
225.5,338.25,335.168695,239.967379
226.0,339.0,335.168695,240.403705
226.5,339.75,319.66026,240.838031
227.0,340.5,273.134956,241.199289
227.5,341.25,226.609652,241.345656
228.0,342.0,180.084347,241.278118
228.5,342.75,133.559043,240.997655
229.0,343.5,87.033739,240.505243
229.5,344.25,40.508435,239.801854
230.0,345.0,25.0,238.888454
230.5,345.75,25.0,237.908162
231.0,346.5,25.0,236.932363
231.5,347.25,25.0,235.961037
232.0,348.0,25.0,234.994162
232.5,348.75,25.0,234.031718
233.0,349.5,25.0,233.073686
233.5,350.25,25.0,232.120044
234.0,351.0,25.0,231.170773
234.5,351.75,25.0,230.225853
235.0,352.5,25.0,229.285264
235.5,353.25,25.0,228.348985
236.0,354.0,25.0,227.416998
236.5,354.75,25.0,226.489282
237.0,355.5,25.0,225.565818
237.5,356.25,25.0,224.646586
238.0,357.0,25.0,223.731568
238.5,357.75,25.0,222.820743
239.0,358.5,25.0,221.914093
239.5,359.25,25.0,221.011598
240.0,360.0,25.0,220.113239
240.5,360.75,25.0,219.218997
241.0,361.5,25.0,218.328855
241.5,362.25,25.0,217.442791
242.0,363.0,25.0,216.560789
242.5,363.75,25.0,215.682829
243.0,364.5,25.0,214.808893
243.5,365.25,25.0,213.938963
244.0,366.0,25.0,213.073019
244.5,366.75,25.0,212.211045
245.0,367.5,25.0,211.35302
245.5,368.25,25.0,210.498929
246.0,369.0,25.0,209.648752
246.5,369.75,25.0,208.802471
247.0,370.5,25.0,207.960069
247.5,371.25,25.0,207.121528
248.0,372.0,25.0,206.28683
248.5,372.75,25.0,205.455958
249.0,373.5,25.0,204.628894
249.5,374.25,25.0,203.80562
250.0,375.0,25.0,202.98612
250.5,375.75,25.0,202.170375
251.0,376.5,25.0,201.358369
251.5,377.25,25.0,200.550085
252.0,378.0,25.0,199.745505
252.5,378.75,25.0,198.944613
253.0,379.5,25.0,198.147392
253.5,380.25,25.0,197.353824
254.0,381.0,25.0,196.563893
254.5,381.75,25.0,195.777583
255.0,382.5,25.0,194.994877
255.5,383.25,25.0,194.215758
256.0,384.0,25.0,193.440209
256.5,384.75,25.0,192.668216
257.0,385.5,25.0,191.89976
257.5,386.25,25.0,191.134826
258.0,387.0,25.0,190.373399
258.5,387.75,25.0,189.615461
259.0,388.5,25.0,188.860996
259.5,389.25,25.0,188.10999
260.0,390.0,25.0,187.362426
260.5,390.75,25.0,186.618288
261.0,391.5,25.0,185.87756
261.5,392.25,25.0,185.140227
262.0,393.0,25.0,184.406274
262.5,393.75,25.0,183.675684
263.0,394.5,25.0,182.948443
263.5,395.25,25.0,182.224535
264.0,396.0,25.0,181.503945
264.5,396.75,25.0,180.786658
265.0,397.5,25.0,180.072657
265.5,398.25,25.0,179.36193
266.0,399.0,25.0,178.654459
266.5,399.75,25.0,177.950232
267.0,400.5,25.0,177.249231
267.5,401.25,25.0,176.551444
268.0,402.0,25.0,175.856855
268.5,402.75,25.0,175.165449
269.0,403.5,25.0,174.477212
269.5,404.25,25.0,173.792129
270.0,405.0,25.0,173.110186
270.5,405.75,25.0,172.431369
271.0,406.5,25.0,171.755663
271.5,407.25,25.0,171.083053
272.0,408.0,25.0,170.413527
272.5,408.75,25.0,169.747068
273.0,409.5,25.0,169.083665
273.5,410.25,25.0,168.423302
274.0,411.0,25.0,167.765965
274.5,411.75,25.0,167.111642
275.0,412.5,25.0,166.460317
275.5,413.25,25.0,165.811977
276.0,414.0,25.0,165.166609
276.5,414.75,25.0,164.524198
277.0,415.5,25.0,163.884732
277.5,416.25,25.0,163.248197
278.0,417.0,25.0,162.614579
278.5,417.75,25.0,161.983865
279.0,418.5,25.0,161.356041
279.5,419.25,25.0,160.731096
280.0,420.0,25.0,160.109014
280.5,420.75,25.0,159.489783
281.0,421.5,25.0,158.873391
281.5,422.25,25.0,158.259824
282.0,423.0,25.0,157.649068
282.5,423.75,25.0,157.041112
283.0,424.5,25.0,156.435942
283.5,425.25,25.0,155.833546
284.0,426.0,25.0,155.233911
284.5,426.75,25.0,154.637024
285.0,427.5,25.0,154.042873
285.5,428.25,25.0,153.451444
286.0,429.0,25.0,152.862727
286.5,429.75,25.0,152.276707
287.0,430.5,25.0,151.693374
287.5,431.25,25.0,151.112714
288.0,432.0,25.0,150.534715
288.5,432.75,25.0,149.959365
289.0,433.5,25.0,149.386653
289.5,434.25,25.0,148.816565
290.0,435.0,25.0,148.24909
