year,season,crop_id,crop_name,crop_type,area_mu,yield_jin_per_mu,production_jin,expected_sales_cap_jin,normal_sales_jin,surplus_jin,price_yuan_per_jin,cost_yuan,profit_yuan,plot,land_type
2024,单季,11,荞麦,粮食,40.0,105.0,4200.0,1500.0,1500.0,2700.0,40.0,14700.0,99300.0,B3,梯田
2024,单季,2,黑豆,粮食（豆类）,35.0,500.0,17500.0,21850.0,0.0,17500.0,7.5,14700.0,50925.0,A3,平旱地
2024,单季,2,黑豆,粮食（豆类）,35.0,475.0,16625.0,21850.0,0.0,16625.0,7.5,14700.0,47643.75,B13,梯田
2024,单季,7,玉米,粮食,28.0,950.0,26600.0,142706.25,26600.0,0.0,3.0,14700.0,65100.0,B4,梯田
2024,单季,2,黑豆,粮食（豆类）,27.0,450.0,12150.0,21850.0,0.0,12150.0,7.5,11340.0,34222.5,C5,山坡地
2024,单季,2,黑豆,粮食（豆类）,25.0,475.0,11875.0,21850.0,0.0,11875.0,7.5,10500.0,34031.25,B10,梯田
2024,单季,12,南瓜,粮食,25.0,2850.0,71250.0,35100.0,35100.0,36150.0,1.5,26250.0,53512.5,B5,梯田
2024,第一季,17,豇豆,蔬菜（豆类）,22.0,3000.0,66000.0,36480.0,36480.0,29520.0,8.4,46200.0,384216.0,D7,水浇地
2024,第二季,35,大白菜,蔬菜,22.0,5000.0,110000.0,150000.0,110000.0,0.0,2.625,46200.0,242550.0,D7,水浇地
2024,单季,2,黑豆,粮食（豆类）,20.0,475.0,9500.0,21850.0,0.0,9500.0,7.5,8400.0,27225.0,B14,梯田
2024,单季,7,玉米,粮食,20.0,900.0,18000.0,142706.25,18000.0,0.0,3.0,10500.0,43500.0,C6,山坡地
2024,第一季,18,刀豆,蔬菜（豆类）,20.0,2000.0,40000.0,26880.0,26880.0,13120.0,7.0875,21000.0,216006.0,D8,水浇地
2024,第二季,36,白萝卜,蔬菜,20.0,4000.0,80000.0,100000.0,80000.0,0.0,2.625,10500.0,199500.0,D8,水浇地
2024,单季,2,黑豆,粮食（豆类）,18.0,450.0,8100.0,21850.0,0.0,8100.0,7.5,7560.0,22815.0,C4,山坡地
2024,单季,2,黑豆,粮食（豆类）,15.0,450.0,6750.0,21850.0,0.0,6750.0,7.5,6300.0,19012.5,C1,山坡地
2024,单季,7,玉米,粮食,15.0,900.0,13500.0,142706.25,13500.0,0.0,3.0,7875.0,32625.0,C3,山坡地
2024,第一季,17,豇豆,蔬菜（豆类）,15.0,3000.0,45000.0,36480.0,0.0,45000.0,8.4,31500.0,157500.0,D1,水浇地
2024,第二季,37,红萝卜,蔬菜,15.0,3000.0,45000.0,36000.0,36000.0,9000.0,3.4125,7875.0,130331.25,D1,水浇地
2024,第一季,17,豇豆,蔬菜（豆类）,14.0,3000.0,42000.0,36480.0,0.0,42000.0,8.4,29400.0,147000.0,D3,水浇地
2024,第二季,35,大白菜,蔬菜,14.0,5000.0,70000.0,150000.0,40000.0,30000.0,2.625,29400.0,114975.0,D3,水浇地
2024,单季,2,黑豆,粮食（豆类）,13.0,450.0,5850.0,21850.0,0.0,5850.0,7.5,5460.0,16477.5,C2,山坡地
2024,第一季,29,黄瓜,蔬菜,12.0,12000.0,144000.0,13050.0,13050.0,130950.0,7.35,36540.0,540618.75,D6,水浇地
2024,第二季,36,白萝卜,蔬菜,12.0,4000.0,48000.0,100000.0,20000.0,28000.0,2.625,6300.0,82950.0,D6,水浇地
2024,第一季,19,芸豆,蔬菜（豆类）,10.0,3000.0,30000.0,6480.0,6480.0,23520.0,6.825,21000.0,103488.0,D2,水浇地
2024,第二季,37,红萝卜,蔬菜,10.0,3000.0,30000.0,36000.0,0.0,30000.0,3.4125,5250.0,45937.5,D2,水浇地
2024,第一季,29,黄瓜,蔬菜,10.0,12000.0,120000.0,13050.0,0.0,120000.0,7.35,30450.0,410550.0,D5,水浇地
2024,第二季,37,红萝卜,蔬菜,10.0,3000.0,30000.0,36000.0,0.0,30000.0,3.4125,5250.0,45937.5,D5,水浇地
2024,第一季,17,豇豆,蔬菜（豆类）,6.0,3000.0,18000.0,36480.0,0.0,18000.0,8.4,12600.0,63000.0,D4,水浇地
2024,第二季,37,红萝卜,蔬菜,6.0,3000.0,18000.0,36000.0,0.0,18000.0,3.4125,3150.0,27562.5,D4,水浇地
2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.35,2205.0,30870.0,E1,普通大棚
2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,3000.0,0.0,55.775,1890.0,165435.0,E1,普通大棚
2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.35,2205.0,30870.0,E10,普通大棚
2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,3000.0,0.0,55.775,1890.0,165435.0,E10,普通大棚
2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.35,2205.0,30870.0,E11,普通大棚
2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,3000.0,0.0,55.775,1890.0,165435.0,E11,普通大棚
2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,6480.0,0.0,2160.0,6.825,1512.0,5859.0,E12,普通大棚
2024,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,18000.0,6000.0,0.0,15.52,6300.0,86820.0,E12,普通大棚
2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,6480.0,0.0,2160.0,6.825,1512.0,5859.0,E13,普通大棚
2024,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,18000.0,6000.0,0.0,15.52,6300.0,86820.0,E13,普通大棚
2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,6480.0,0.0,2160.0,6.825,1512.0,5859.0,E14,普通大棚
2024,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,18000.0,6000.0,0.0,15.52,6300.0,86820.0,E14,普通大棚
2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,6480.0,0.0,2160.0,6.825,1512.0,5859.0,E15,普通大棚
2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,55.775,1890.0,81772.5,E15,普通大棚
2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,6480.0,0.0,2160.0,6.825,1512.0,5859.0,E16,普通大棚
2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,55.775,1890.0,81772.5,E16,普通大棚
2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,6480.0,0.0,2160.0,6.825,1512.0,5859.0,E2,普通大棚
2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,55.775,1890.0,81772.5,E2,普通大棚
2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,6480.0,0.0,2160.0,6.825,1512.0,5859.0,E3,普通大棚
2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,55.775,1890.0,81772.5,E3,普通大棚
2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,6480.0,0.0,2160.0,6.825,1512.0,5859.0,E4,普通大棚
2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,55.775,1890.0,81772.5,E4,普通大棚
2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,6480.0,0.0,2160.0,6.825,1512.0,5859.0,E5,普通大棚
2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,55.775,1890.0,81772.5,E5,普通大棚
2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,6480.0,0.0,2160.0,6.825,1512.0,5859.0,E6,普通大棚
2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,55.775,1890.0,81772.5,E6,普通大棚
2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.35,2205.0,30870.0,E7,普通大棚
2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,55.775,1890.0,81772.5,E7,普通大棚
2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.35,2205.0,30870.0,E8,普通大棚
2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,55.775,1890.0,81772.5,E8,普通大棚
2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.35,2205.0,30870.0,E9,普通大棚
2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,55.775,1890.0,81772.5,E9,普通大棚
2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,6480.0,0.0,2160.0,6.825,1512.0,5859.0,F1,智慧大棚
2024,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,13050.0,0.0,8100.0,8.82,2425.5,33295.5,F1,智慧大棚
2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,6480.0,0.0,2160.0,6.825,1512.0,5859.0,F2,智慧大棚
2024,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,13050.0,0.0,8100.0,8.82,2425.5,33295.5,F2,智慧大棚
2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.35,2205.0,30870.0,F3,智慧大棚
2024,第二季,32,空心菜,蔬菜,0.6,11000.0,6600.0,3600.0,3600.0,3000.0,5.67,3465.0,25452.0,F3,智慧大棚
2024,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,45360.0,4800.0,0.0,5.775,1512.0,26208.0,F4,智慧大棚
2024,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,13050.0,0.0,8100.0,8.82,2425.5,33295.5,F4,智慧大棚
2025,单季,9,高粱,粮食,86.0,600.0,51600.0,30000.0,30000.0,21600.0,6.0,37926.0,206874.0,B6,梯田
2025,单季,2,黑豆,粮食（豆类）,80.0,500.0,40000.0,21850.0,21850.0,18150.0,7.5,35280.0,196657.5,A1,平旱地
2025,单季,3,红豆,粮食（豆类）,72.0,400.0,28800.0,22400.0,22400.0,6400.0,8.25,27783.0,183417.0,A4,平旱地
2025,单季,11,荞麦,粮食,68.0,110.0,7480.0,1500.0,1500.0,5980.0,40.0,26239.5,153360.5,A5,平旱地
2025,单季,10,黍子,粮食,60.0,500.0,30000.0,12500.0,12500.0,17500.0,7.5,23814.0,135561.0,B1,梯田
2025,单季,7,玉米,粮食,60.0,950.0,57000.0,153409.2188,57000.0,0.0,3.0,33075.0,137925.0,B11,梯田
2025,单季,13,红薯,粮食,55.0,2200.0,121000.0,36000.0,36000.0,85000.0,3.25,121275.0,133850.0,A2,平旱地
2025,单季,7,玉米,粮食,55.0,1000.0,55000.0,153409.2188,55000.0,0.0,3.0,30318.75,134681.25,A6,平旱地
2025,单季,8,谷子,粮食,55.0,380.0,20900.0,71400.0,20900.0,0.0,6.75,21829.5,119245.5,B7,梯田
2025,单季,8,谷子,粮食,50.0,380.0,19000.0,71400.0,19000.0,0.0,6.75,19845.0,108405.0,B9,梯田
2025,单季,7,玉米,粮食,46.0,950.0,43700.0,153409.2188,41409.2188,2290.7812,3.0,25357.5,102306.3281,B2,梯田
2025,单季,8,谷子,粮食,45.0,380.0,17100.0,71400.0,17100.0,0.0,6.75,17860.5,97564.5,B12,梯田
2025,单季,6,小麦,粮食,44.0,760.0,33440.0,197426.975,33440.0,0.0,3.5,21829.5,95210.5,B8,梯田
2025,单季,8,谷子,粮食,40.0,380.0,15200.0,71400.0,14400.0,800.0,6.75,15876.0,84024.0,B3,梯田
2025,单季,6,小麦,粮食,35.0,800.0,28000.0,197426.975,28000.0,0.0,3.5,17364.375,80635.625,A3,平旱地
2025,单季,6,小麦,粮食,35.0,760.0,26600.0,197426.975,26600.0,0.0,3.5,17364.375,75735.625,B13,梯田
2025,单季,5,爬豆,粮食（豆类）,28.0,395.0,11060.0,9875.0,9875.0,1185.0,6.75,10804.5,59851.125,B4,梯田
2025,单季,12,南瓜,粮食,27.0,2700.0,72900.0,35100.0,35100.0,37800.0,1.5,29767.5,51232.5,C5,山坡地
2025,单季,4,绿豆,粮食（豆类）,25.0,330.0,8250.0,33040.0,8250.0,0.0,7.0,9646.875,48103.125,B10,梯田
2025,单季,4,绿豆,粮食（豆类）,25.0,330.0,8250.0,33040.0,8250.0,0.0,7.0,9646.875,48103.125,B5,梯田
2025,第一季,29,黄瓜,蔬菜,22.0,12000.0,264000.0,13050.0,13050.0,250950.0,7.7175,70339.5,998727.1875,D7,水浇地
2025,第二季,35,大白菜,蔬菜,22.0,5000.0,110000.0,150000.0,110000.0,0.0,2.7563,48510.0,254677.5,D7,水浇地
2025,单季,4,绿豆,粮食（豆类）,20.0,330.0,6600.0,33040.0,6600.0,0.0,7.0,7717.5,38482.5,B14,梯田
2025,单季,4,绿豆,粮食（豆类）,20.0,315.0,6300.0,33040.0,6300.0,0.0,7.0,7717.5,36382.5,C6,山坡地
2025,第一季,29,黄瓜,蔬菜,20.0,12000.0,240000.0,13050.0,0.0,240000.0,7.7175,63945.0,862155.0,D8,水浇地
2025,第二季,36,白萝卜,蔬菜,20.0,4000.0,80000.0,100000.0,80000.0,0.0,2.7563,11025.0,209475.0,D8,水浇地
2025,单季,14,莜麦,粮食,18.0,380.0,6840.0,14000.0,6840.0,0.0,5.5,7938.0,29682.0,C4,山坡地
2025,单季,14,莜麦,粮食,15.0,380.0,5700.0,14000.0,5700.0,0.0,5.5,6615.0,24735.0,C1,山坡地
2025,单季,11,荞麦,粮食,15.0,100.0,1500.0,1500.0,0.0,1500.0,40.0,5788.125,24211.875,C3,山坡地
2025,第一季,29,黄瓜,蔬菜,15.0,12000.0,180000.0,13050.0,0.0,180000.0,7.7175,47958.75,646616.25,D1,水浇地
2025,第二季,37,红萝卜,蔬菜,15.0,3000.0,45000.0,36000.0,36000.0,9000.0,3.5831,8268.75,136847.8125,D1,水浇地
2025,第一季,29,黄瓜,蔬菜,14.0,12000.0,168000.0,13050.0,0.0,168000.0,7.7175,44761.5,603508.5,D3,水浇地
2025,第二季,35,大白菜,蔬菜,14.0,5000.0,70000.0,150000.0,40000.0,30000.0,2.7563,30870.0,120723.75,D3,水浇地
2025,单季,11,荞麦,粮食,13.0,100.0,1300.0,1500.0,0.0,1300.0,40.0,5016.375,20983.625,C2,山坡地
2025,第一季,29,黄瓜,蔬菜,12.0,12000.0,144000.0,13050.0,0.0,144000.0,7.7175,38367.0,517293.0,D6,水浇地
2025,第二季,36,白萝卜,蔬菜,12.0,4000.0,48000.0,100000.0,20000.0,28000.0,2.7563,6615.0,87097.5,D6,水浇地
2025,第一季,29,黄瓜,蔬菜,10.0,12000.0,120000.0,13050.0,0.0,120000.0,7.7175,31972.5,431077.5,D2,水浇地
2025,第二季,37,红萝卜,蔬菜,10.0,3000.0,30000.0,36000.0,0.0,30000.0,3.5831,5512.5,48234.375,D2,水浇地
2025,第一季,29,黄瓜,蔬菜,10.0,12000.0,120000.0,13050.0,0.0,120000.0,7.7175,31972.5,431077.5,D5,水浇地
2025,第二季,37,红萝卜,蔬菜,10.0,3000.0,30000.0,36000.0,0.0,30000.0,3.5831,5512.5,48234.375,D5,水浇地
2025,第一季,29,黄瓜,蔬菜,6.0,12000.0,72000.0,13050.0,0.0,72000.0,7.7175,19183.5,258646.5,D4,水浇地
2025,第二季,37,红萝卜,蔬菜,6.0,3000.0,18000.0,36000.0,0.0,18000.0,3.5831,3307.5,28940.625,D4,水浇地
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E1,普通大棚
2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,3000.0,0.0,54.1017,1984.5,160320.75,E1,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E10,普通大棚
2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,3000.0,0.0,54.1017,1984.5,160320.75,E10,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E11,普通大棚
2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,3000.0,0.0,54.1017,1984.5,160320.75,E11,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E12,普通大棚
2025,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,18000.0,6000.0,0.0,15.0544,6615.0,83711.4,E12,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E13,普通大棚
2025,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,18000.0,6000.0,0.0,15.0544,6615.0,83711.4,E13,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E14,普通大棚
2025,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,18000.0,6000.0,0.0,15.0544,6615.0,83711.4,E14,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E15,普通大棚
2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,54.1017,1984.5,79168.125,E15,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E16,普通大棚
2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,54.1017,1984.5,79168.125,E16,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E2,普通大棚
2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,54.1017,1984.5,79168.125,E2,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E3,普通大棚
2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,54.1017,1984.5,79168.125,E3,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E4,普通大棚
2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,54.1017,1984.5,79168.125,E4,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E5,普通大棚
2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,54.1017,1984.5,79168.125,E5,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E6,普通大棚
2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,54.1017,1984.5,79168.125,E6,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E7,普通大棚
2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,54.1017,1984.5,79168.125,E7,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E8,普通大棚
2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,54.1017,1984.5,79168.125,E8,普通大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,E9,普通大棚
2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,9000.0,0.0,3000.0,54.1017,1984.5,79168.125,E9,普通大棚
2025,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,45360.0,4800.0,0.0,6.0638,1587.6,27518.4,F1,智慧大棚
2025,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,13050.0,0.0,8100.0,9.261,2546.775,34960.275,F1,智慧大棚
2025,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,45360.0,4800.0,0.0,6.0638,1587.6,27518.4,F2,智慧大棚
2025,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,13050.0,0.0,8100.0,9.261,2546.775,34960.275,F2,智慧大棚
2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,13050.0,0.0,9000.0,7.7175,2315.25,32413.5,F3,智慧大棚
2025,第二季,32,空心菜,蔬菜,0.6,11000.0,6600.0,3600.0,3600.0,3000.0,5.9535,3638.25,26724.6,F3,智慧大棚
2025,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,45360.0,4800.0,0.0,6.0638,1587.6,27518.4,F4,智慧大棚
2025,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,13050.0,0.0,8100.0,9.261,2546.775,34960.275,F4,智慧大棚
2026,单季,2,黑豆,粮食（豆类）,86.0,475.0,40850.0,21850.0,21850.0,19000.0,7.5,39822.3,195302.7,B6,梯田
2026,单季,9,高粱,粮食,80.0,630.0,50400.0,30000.0,30000.0,20400.0,6.0,37044.0,204156.0,A1,平旱地
2026,单季,7,玉米,粮食,72.0,1000.0,72000.0,164914.9102,72000.0,0.0,3.0,41674.5,174325.5,A4,平旱地
2026,单季,3,红豆,粮食（豆类）,68.0,400.0,27200.0,22400.0,22400.0,4800.0,8.25,27551.475,177048.525,A5,平旱地
2026,单季,11,荞麦,粮食,60.0,105.0,6300.0,1500.0,1500.0,4800.0,40.0,24310.125,131689.875,B1,梯田
2026,单季,4,绿豆,粮食（豆类）,60.0,330.0,19800.0,33040.0,19800.0,0.0,7.0,24310.125,114289.875,B11,梯田
2026,单季,10,黍子,粮食,55.0,525.0,28875.0,12500.0,12500.0,16375.0,7.5,22920.975,132235.275,A2,平旱地
2026,单季,13,红薯,粮食,55.0,2200.0,121000.0,36000.0,36000.0,85000.0,3.25,127338.75,127786.25,A6,平旱地
2026,单季,7,玉米,粮食,55.0,950.0,52250.0,164914.9102,52250.0,0.0,3.0,31834.6875,124915.3125,B7,梯田
2026,单季,6,小麦,粮食,50.0,760.0,38000.0,212233.9981,38000.0,0.0,3.5,26046.5625,106953.4375,B9,梯田
2026,单季,4,绿豆,粮食（豆类）,46.0,330.0,15180.0,33040.0,13240.0,1940.0,7.0,18637.7625,80832.2375,B2,梯田
2026,单季,7,玉米,粮食,45.0,950.0,42750.0,164914.9102,40664.9102,2085.0898,3.0,26046.5625,99075.8027,B12,梯田
2026,单季,8,谷子,粮食,44.0,380.0,16720.0,71400.0,16720.0,0.0,6.75,18336.78,94523.22,B8,梯田
2026,单季,5,爬豆,粮食（豆类）,40.0,395.0,15800.0,9875.0,9875.0,5925.0,6.75,16206.75,70446.375,B3,梯田
2026,单季,8,谷子,粮食,35.0,400.0,14000.0,71400.0,14000.0,0.0,6.75,14586.075,79913.925,A3,平旱地
2026,单季,8,谷子,粮食,35.0,380.0,13300.0,71400.0,13300.0,0.0,6.75,14586.075,75188.925,B13,梯田
2026,单季,8,谷子,粮食,28.0,380.0,10640.0,71400.0,10640.0,0.0,6.75,11668.86,60151.14,B4,梯田
2026,单季,8,谷子,粮食,27.0,360.0,9720.0,71400.0,9720.0,0.0,6.75,11252.115,54357.885,C5,山坡地
2026,单季,12,南瓜,粮食,25.0,2850.0,71250.0,35100.0,35100.0,36150.0,1.5,28940.625,50821.875,B10,梯田
2026,单季,6,小麦,粮食,25.0,760.0,19000.0,212233.9981,19000.0,0.0,3.5,13023.2813,53476.7188,B5,梯田
2026,第一季,29,黄瓜,蔬菜,22.0,12000.0,264000.0,13050.0,13050.0,250950.0,8.1034,73856.475,1048663.5469,D7,水浇地
2026,第二季,35,大白菜,蔬菜,22.0,5000.0,110000.0,150000.0,110000.0,0.0,2.8941,50935.5,267411.375,D7,水浇地
2026,单季,8,谷子,粮食,20.0,380.0,7600.0,71400.0,7020.0,580.0,6.75,8334.9,41007.6,B14,梯田
2026,单季,14,莜麦,粮食,20.0,380.0,7600.0,14000.0,7600.0,0.0,5.5,9261.0,32539.0,C6,山坡地
2026,第一季,29,黄瓜,蔬菜,20.0,12000.0,240000.0,13050.0,0.0,240000.0,8.1034,67142.25,905262.75,D8,水浇地
2026,第二季,36,白萝卜,蔬菜,20.0,4000.0,80000.0,100000.0,80000.0,0.0,2.8941,11576.25,219948.75,D8,水浇地
2026,单季,11,荞麦,粮食,18.0,100.0,1800.0,1500.0,0.0,1800.0,40.0,7293.0375,28706.9625,C4,山坡地
2026,单季,11,荞麦,粮食,15.0,100.0,1500.0,1500.0,0.0,1500.0,40.0,6077.5313,23922.4688,C1,山坡地
2026,单季,2,黑豆,粮食（豆类）,15.0,450.0,6750.0,21850.0,0.0,6750.0,7.5,6945.75,18366.75,C3,山坡地
2026,第一季,29,黄瓜,蔬菜,15.0,12000.0,180000.0,13050.0,0.0,180000.0,8.1034,50356.6875,678947.0625,D1,水浇地
