date,brand,config,power,drive,color,model_id,global_sequence,date_position,shift,shift_position,brand_block,paint_line
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,168,168,白班,168,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,169,169,白班,169,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,170,170,白班,170,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,171,171,白班,171,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,172,172,白班,172,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,173,173,白班,173,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,174,174,白班,174,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,175,175,白班,175,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,176,176,白班,176,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,177,177,白班,177,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,178,178,白班,178,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,179,179,白班,179,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,180,180,白班,180,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,181,181,白班,181,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,182,182,白班,182,A1,C2
2018-09-17,A1,B2,汽油,两驱,黑,A1-B2-汽油-两驱-黑,183,183,白班,183,A1,C2
2018-09-17,A1,B2,汽油,四驱,黑,A1-B2-汽油-四驱-黑,184,184,白班,184,A1,C2
2018-09-17,A1,B5,汽油,两驱,黑,A1-B5-汽油-两驱-黑,185,185,白班,185,A1,C2
2018-09-17,A1,B3,汽油,四驱,黑,A1-B3-汽油-四驱-黑,186,186,白班,186,A1,C2
2018-09-17,A1,B3,汽油,四驱,黑,A1-B3-汽油-四驱-黑,187,187,白班,187,A1,C2
2018-09-17,A1,B3,汽油,四驱,黑,A1-B3-汽油-四驱-黑,188,188,白班,188,A1,C2
2018-09-17,A1,B1,汽油,四驱,黑,A1-B1-汽油-四驱-黑,189,189,白班,189,A1,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,190,190,白班,190,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,191,191,白班,191,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,192,192,白班,192,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,193,193,白班,193,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,194,194,白班,194,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,195,195,白班,195,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,196,196,白班,196,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,197,197,白班,197,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,198,198,白班,198,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,199,199,白班,199,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,200,200,白班,200,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,201,201,白班,201,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,202,202,白班,202,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,203,203,白班,203,A2,C2
2018-09-17,A2,B1,汽油,四驱,黑,A2-B1-汽油-四驱-黑,204,204,白班,204,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,205,205,白班,205,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,206,206,白班,206,A2,C2
2018-09-17,A2,B1,柴油,两驱,黑,A2-B1-柴油-两驱-黑,207,207,白班,207,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,208,208,白班,208,A2,C2
2018-09-17,A2,B1,汽油,两驱,黑,A2-B1-汽油-两驱-黑,209,209,白班,209,A2,C2
2018-09-17,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,210,210,白班,210,A2,C2
2018-09-17,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,211,211,白班,211,A2,C2
2018-09-17,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,212,212,白班,212,A2,C2
2018-09-17,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,213,213,白班,213,A2,C2
2018-09-17,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,214,214,白班,214,A2,C2
2018-09-17,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,215,215,白班,215,A2,C2
2018-09-17,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,216,216,白班,216,A2,C2
2018-09-17,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,217,217,白班,217,A2,C2
2018-09-17,A2,B4,汽油,两驱,黑,A2-B4-汽油-两驱-黑,218,218,白班,218,A2,C2
2018-09-17,A2,B1,汽油,四驱,黑,A2-B1-汽油-四驱-黑,219,219,白班,219,A2,C2
2018-09-17,A2,B1,柴油,两驱,黑,A2-B1-柴油-两驱-黑,220,220,白班,220,A2,C2
2018-09-17,A2,B6,汽油,两驱,黑,A2-B6-汽油-两驱-黑,221,221,白班,221,A2,C2
2018-09-17,A2,B6,汽油,两驱,黑,A2-B6-汽油-两驱-黑,222,222,白班,222,A2,C2
2018-09-17,A2,B5,汽油,两驱,黑,A2-B5-汽油-两驱-黑,223,223,白班,223,A2,C2
2018-09-17,A2,B4,汽油,两驱,棕,A2-B4-汽油-两驱-棕,224,224,白班,224,A2,C1
2018-09-17,A2,B4,汽油,两驱,棕,A2-B4-汽油-两驱-棕,225,225,白班,225,A2,C1
2018-09-17,A2,B4,汽油,两驱,棕,A2-B4-汽油-两驱-棕,226,226,白班,226,A2,C1
2018-09-17,A2,B4,汽油,两驱,白,A2-B4-汽油-两驱-白,227,227,白班,227,A2,C1
2018-09-17,A2,B4,汽油,两驱,白,A2-B4-汽油-两驱-白,228,228,白班,228,A2,C1
2018-09-17,A2,B4,汽油,两驱,蓝,A2-B4-汽油-两驱-蓝,229,229,白班,229,A2,C1
2018-09-17,A2,B1,汽油,两驱,蓝,A2-B1-汽油-两驱-蓝,230,230,白班,230,A2,C1
2018-09-17,A2,B1,汽油,四驱,白,A2-B1-汽油-四驱-白,231,231,白班,231,A2,C1
2018-09-17,A2,B6,汽油,两驱,棕,A2-B6-汽油-两驱-棕,232,232,白班,232,A2,C1
2018-09-17,A2,B1,汽油,两驱,红,A2-B1-汽油-两驱-红,233,233,白班,233,A2,C1
2018-09-17,A2,B1,汽油,两驱,红,A2-B1-汽油-两驱-红,234,234,白班,234,A2,C1
2018-09-17,A2,B1,汽油,两驱,金,A2-B1-汽油-两驱-金,235,235,白班,235,A2,C2
2018-09-17,A2,B4,汽油,两驱,金,A2-B4-汽油-两驱-金,236,236,白班,236,A2,C2
2018-09-17,A2,B4,汽油,两驱,银,A2-B4-汽油-两驱-银,237,237,白班,237,A2,C1
2018-09-17,A2,B4,汽油,两驱,银,A2-B4-汽油-两驱-银,238,238,白班,238,A2,C1
2018-09-17,A2,B4,汽油,两驱,红,A2-B4-汽油-两驱-红,239,239,白班,239,A2,C1
2018-09-17,A2,B6,汽油,两驱,银,A2-B6-汽油-两驱-银,240,240,白班,240,A2,C1
2018-09-17,A2,B1,汽油,四驱,黑,A2-B1-汽油-四驱-黑,241,241,白班,241,A2,C1
2018-09-17,A2,B1,汽油,四驱,黑,A2-B1-汽油-四驱-黑,242,242,白班,242,A2,C1
2018-09-17,A2,B1,汽油,四驱,黑,A2-B1-汽油-四驱-黑,243,243,白班,243,A2,C1
2018-09-17,A2,B5,汽油,四驱,黑,A2-B5-汽油-四驱-黑,244,244,白班,244,A2,C1
2018-09-17,A1,B1,汽油,两驱,白,A1-B1-汽油-两驱-白,245,245,晚班,1,A1,C2
2018-09-17,A1,B1,汽油,两驱,白,A1-B1-汽油-两驱-白,246,246,晚班,2,A1,C2
2018-09-17,A1,B1,汽油,两驱,白,A1-B1-汽油-两驱-白,247,247,晚班,3,A1,C2
2018-09-17,A1,B1,汽油,两驱,白,A1-B1-汽油-两驱-白,248,248,晚班,4,A1,C2
2018-09-17,A1,B1,汽油,两驱,白,A1-B1-汽油-两驱-白,249,249,晚班,5,A1,C2
2018-09-17,A1,B1,汽油,两驱,白,A1-B1-汽油-两驱-白,250,250,晚班,6,A1,C2
2018-09-17,A1,B1,汽油,两驱,白,A1-B1-汽油-两驱-白,251,251,晚班,7,A1,C2
