section,week,supplier_count_used,order_volume_m3,expected_supply_m3,expected_received_m3,product_equivalent_m3,demand_satisfaction_ratio,weighted_loss_rate_pct,cost_proxy,A_supply_m3,B_supply_m3,C_supply_m3,supplier_id,material,importance_score,rank,total_supplied_m3,total_product_equivalent_m3,robust_weekly_supply_m3,robust_weekly_product_m3,fulfillment_ratio,reliability_score,stability_score,active_week_ratio,unit_raw_cost_index,raw_per_product_m3,transporter,transport_volume_m3,loss_rate_pct
weekly_summary,16,46,20879.218552,18613.03912,18595.455816,28228.19991,1.001,0.094468,22905.199171,6014.631679,5799.891287,6798.516154,,,,,,,,,,,,,,,,,
weekly_summary,17,46,20881.821598,18615.110397,18595.291604,28228.199996,1.001,0.106466,22908.062522,6014.631679,5801.962564,6798.516154,,,,,,,,,,,,,,,,,
weekly_summary,18,46,20859.622791,18596.068558,18595.688999,28228.2,1.001,0.002041,22883.643834,6014.631679,5782.920725,6798.516154,,,,,,,,,,,,,,,,,
weekly_summary,19,46,20864.119871,18600.055259,18595.633071,28228.199974,1.001,0.023775,22888.590622,6014.631679,5786.907426,6798.516154,,,,,,,,,,,,,,,,,
weekly_summary,20,44,20859.193142,18595.691845,18595.691845,28228.2,1.001,0.0,22883.17122,6014.631679,5782.544012,6798.516154,,,,,,,,,,,,,,,,,
weekly_summary,21,46,20864.742456,18600.507026,18595.648001,28228.199997,1.001,0.026123,22889.275465,6014.631679,5787.359193,6798.516154,,,,,,,,,,,,,,,,,
weekly_summary,22,45,20859.200232,18595.698398,18595.691845,28228.2,1.001,3.5e-05,22883.17902,6014.631679,5782.550565,6798.516154,,,,,,,,,,,,,,,,,
weekly_summary,23,46,20860.0289,18596.464265,18595.691844,28228.199999,1.001,0.004154,22884.090554,6014.631679,5783.316432,6798.516154,,,,,,,,,,,,,,,,,
weekly_summary,24,44,20859.193142,18595.691845,18595.691845,28228.2,1.001,0.0,22883.17122,6014.631679,5782.544012,6798.516154,,,,,,,,,,,,,,,,,
supplier_top50,,,,,,,,,,,,,S229,A,0.96091,1,354887.0,591478.333333,1574.55,2624.25,0.986112,0.987771,0.759783,1.0,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S361,C,0.881942,2,328080.0,455666.666667,1488.2,2066.944444,0.98389,0.985577,0.772785,1.0,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S275,A,0.78167,3,158553.0,264255.0,708.75,1181.25,1.002548,0.990384,0.851445,1.0,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S329,A,0.778287,4,156518.0,260863.333333,676.0,1126.666667,1.001075,0.988349,0.845668,1.0,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S282,A,0.760721,5,169340.0,282233.333333,994.55,1657.583333,1.0048,0.98706,0.646402,1.0,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S268,C,0.736047,6,129786.0,180258.333333,540.775,751.076389,1.003216,0.986994,0.884324,1.0,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S306,C,0.723157,7,126096.0,175133.333333,547.1,759.861111,1.00331,0.986533,0.819379,1.0,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S194,C,0.710634,8,101365.0,140784.722222,425.1,590.416667,0.999852,0.982048,0.878882,1.0,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S151,C,0.698317,9,194498.0,270136.111111,810.408333,1125.56713,0.729796,0.969135,0.307971,1.0,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S356,C,0.691707,10,130307.0,180981.944444,773.25,1073.958333,0.982618,0.975105,0.605686,1.0,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S352,A,0.689214,11,89031.0,148385.0,525.6,876.0,0.996988,0.973663,0.720072,1.0,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S108,B,0.676809,12,240950.0,365075.757576,1003.958333,1521.14899,0.887657,0.972646,0.450851,1.0,1.1,0.66,,,
supplier_top50,,,,,,,,,,,,,S340,B,0.673004,13,171426.0,259736.363636,830.1,1257.727273,0.996663,0.986672,0.817689,1.0,1.1,0.66,,,
supplier_top50,,,,,,,,,,,,,S247,C,0.672102,14,56698.0,78747.222222,241.55,335.486111,1.012464,0.975898,0.876997,1.0,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S143,A,0.645633,15,82787.0,137978.333333,433.45,722.416667,0.875404,0.921907,0.556847,1.0,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S131,B,0.636575,16,137512.0,208351.515152,676.35,1024.772727,0.986591,0.974765,0.797395,1.0,1.1,0.66,,,
supplier_top50,,,,,,,,,,,,,S365,C,0.635223,17,41631.0,57820.833333,173.4625,240.920139,1.016382,0.966458,0.729429,1.0,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S140,B,0.631799,18,302047.0,457646.969697,1285.0,1946.969697,0.627822,0.757031,0.232427,0.9125,1.1,0.66,,,
supplier_top50,,,,,,,,,,,,,S294,C,0.625237,19,18842.0,26169.444444,81.0,112.5,1.033514,0.925888,0.855343,1.0,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S284,C,0.610839,20,46597.0,64718.055556,194.154167,269.658565,1.023772,0.962468,0.546311,1.0,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S308,B,0.588374,21,136998.0,207572.727273,570.825,864.886364,0.735449,0.955099,0.511902,1.0,1.1,0.66,,,
supplier_top50,,,,,,,,,,,,,S330,B,0.582389,22,136652.0,207048.484848,569.383333,862.70202,0.789987,0.96442,0.458539,1.0,1.1,0.66,,,
supplier_top50,,,,,,,,,,,,,S218,C,0.578605,23,15483.0,21504.166667,84.1,116.805556,1.050407,0.878792,0.641364,1.0,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S266,A,0.578585,24,6519.0,10865.0,27.55,45.916667,1.159964,0.753391,0.892207,1.0,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S244,C,0.578359,25,16406.0,22786.111111,84.1,116.805556,0.965002,0.866167,0.655704,1.0,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S080,C,0.570533,26,19237.0,26718.055556,121.5,168.75,1.018909,0.867411,0.585946,1.0,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S123,A,0.560418,27,6449.0,10748.333333,28.0,46.666667,1.055483,0.780809,0.725856,1.0,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S031,B,0.553958,28,41207.0,62434.848485,179.55,272.045455,1.016102,0.962402,0.842889,1.0,1.1,0.66,,,
supplier_top50,,,,,,,,,,,,,S348,A,0.544689,29,92421.0,154035.0,347.372745,578.954575,0.553058,0.844882,0.140583,0.808333,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S346,B,0.529847,30,23240.0,35212.121212,99.0,150.0,0.94051,0.926898,0.848717,1.0,1.1,0.66,,,
supplier_top50,,,,,,,,,,,,,S189,A,0.529428,31,8892.0,14820.0,2.453642,4.089404,1.022422,0.87179,0.722391,0.629167,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S067,C,0.522348,32,233.0,323.611111,1.062747,1.476037,1.28022,0.849112,0.695177,0.704167,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S314,C,0.517673,33,1670.0,2319.444444,7.0,9.722222,0.542208,0.756952,0.534736,0.979167,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S307,A,0.517195,34,78196.0,130326.666667,374.25,623.75,0.766755,0.807471,0.209008,0.7125,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S040,B,0.510112,35,31905.0,48340.909091,132.9375,201.420455,0.985939,0.941111,0.641664,1.0,1.1,0.66,,,
supplier_top50,,,,,,,,,,,,,S003,C,0.509403,36,13138.0,18247.222222,50.155977,69.66108,0.920092,0.838689,0.463869,0.795833,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S213,C,0.505098,37,246.0,341.666667,1.006135,1.39741,1.315508,0.799699,0.68746,0.679167,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S076,C,0.503757,38,376.0,522.222222,2.0,2.777778,1.35,0.717946,0.672396,0.820833,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S395,A,0.499705,39,75843.0,126405.0,213.521959,355.869932,0.719327,0.87626,0.397394,0.308333,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S005,A,0.499255,40,6912.0,11520.0,79.0,131.666667,1.057204,0.869644,0.721165,0.445833,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S374,C,0.496516,41,49224.0,68366.666667,977.541667,1357.696759,1.012569,0.762638,0.102809,1.0,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S139,B,0.496113,42,151862.0,230093.939394,655.625,993.371212,0.854367,0.742157,0.237884,0.925,1.1,0.66,,,
supplier_top50,,,,,,,,,,,,,S367,B,0.49605,43,26335.0,39901.515152,148.2,224.545455,0.952786,0.916019,0.623035,1.0,1.1,0.66,,,
supplier_top50,,,,,,,,,,,,,S007,A,0.493661,44,6948.0,11580.0,29.583333,49.305556,1.034544,0.650576,0.494584,1.0,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S364,B,0.491751,45,28763.0,43580.30303,121.020833,183.364899,0.990803,0.937389,0.544244,1.0,1.1,0.66,,,
supplier_top50,,,,,,,,,,,,,S037,C,0.490495,46,50686.0,70397.222222,195.049628,270.902262,0.74894,0.825648,0.295476,0.654167,1.0,0.72,,,
supplier_top50,,,,,,,,,,,,,S114,A,0.489907,47,10931.0,18218.333333,45.744723,76.241206,0.749571,0.791808,0.253812,0.954167,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S046,A,0.488525,48,197.0,328.333333,1.0,1.666667,0.887387,0.786897,0.694196,0.583333,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S269,A,0.480813,49,211.0,351.666667,1.0,1.666667,0.35,0.764868,0.666909,0.595833,1.2,0.6,,,
supplier_top50,,,,,,,,,,,,,S211,A,0.47785,50,58.0,96.666667,0.313272,0.522119,0.35,0.89388,0.803968,0.225,1.2,0.6,,,
order_plan_sample,1,,1596.725321,1574.55,1574.55,2624.25,,,,,,,S229,A,,,,,,,,,,,,,,,
order_plan_sample,1,,706.948695,708.75,708.75,1181.25,,,,,,,S275,A,,,,,,,,,,,,,,,
order_plan_sample,1,,675.27408,676.0,676.0,1126.666667,,,,,,,S329,A,,,,,,,,,,,,,,,
order_plan_sample,1,,989.798965,994.55,994.55,1657.583333,,,,,,,S282,A,,,,,,,,,,,,,,,
order_plan_sample,1,,527.18789,525.6,525.6,876.0,,,,,,,S352,A,,,,,,,,,,,,,,,
order_plan_sample,1,,495.142814,433.45,433.45,722.416667,,,,,,,S143,A,,,,,,,,,,,,,,,
order_plan_sample,1,,23.750737,27.55,27.55,45.916667,,,,,,,S266,A,,,,,,,,,,,,,,,
order_plan_sample,1,,26.528139,28.0,28.0,46.666667,,,,,,,S123,A,,,,,,,,,,,,,,,
order_plan_sample,1,,628.094603,347.372745,347.372745,578.954575,,,,,,,S348,A,,,,,,,,,,,,,,,
order_plan_sample,1,,2.399833,2.453642,2.453642,4.089403,,,,,,,S189,A,,,,,,,,,,,,,,,
order_plan_sample,1,,488.095937,374.25,374.25,623.75,,,,,,,S307,A,,,,,,,,,,,,,,,
order_plan_sample,1,,296.835735,213.521959,213.521959,355.869932,,,,,,,S395,A,,,,,,,,,,,,,,,
order_plan_sample,1,,74.725408,79.0,79.0,131.666667,,,,,,,S005,A,,,,,,,,,,,,,,,
order_plan_sample,1,,28.595529,29.583333,29.583333,49.305555,,,,,,,S007,A,,,,,,,,,,,,,,,
order_plan_sample,1,,1512.567462,1488.2,1488.2,2066.944444,,,,,,,S361,C,,,,,,,,,,,,,,,
order_plan_sample,1,,539.041443,540.775,540.775,751.076389,,,,,,,S268,C,,,,,,,,,,,,,,,
order_plan_sample,1,,545.295073,547.1,547.1,759.861111,,,,,,,S306,C,,,,,,,,,,,,,,,
order_plan_sample,1,,425.162924,425.1,425.1,590.416667,,,,,,,S194,C,,,,,,,,,,,,,,,
order_plan_sample,1,,1110.458721,810.408333,810.408333,1125.567129,,,,,,,S151,C,,,,,,,,,,,,,,,
order_plan_sample,1,,786.928389,773.25,773.25,1073.958333,,,,,,,S356,C,,,,,,,,,,,,,,,
order_plan_sample,1,,238.576384,241.55,241.55,335.486111,,,,,,,S247,C,,,,,,,,,,,,,,,
order_plan_sample,1,,170.666639,173.4625,173.4625,240.920139,,,,,,,S365,C,,,,,,,,,,,,,,,
order_plan_sample,1,,78.373394,81.0,81.0,112.5,,,,,,,S294,C,,,,,,,,,,,,,,,
order_plan_sample,1,,189.645905,194.154167,194.154167,269.658565,,,,,,,S284,C,,,,,,,,,,,,,,,
order_plan_sample,1,,80.064204,84.1,84.1,116.805556,,,,,,,S218,C,,,,,,,,,,,,,,,
order_plan_sample,1,,87.150078,84.1,84.1,116.805556,,,,,,,S244,C,,,,,,,,,,,,,,,
order_plan_sample,1,,119.245193,121.5,121.5,168.75,,,,,,,S080,C,,,,,,,,,,,,,,,
order_plan_sample,1,,0.830128,1.062747,1.062747,1.476038,,,,,,,S067,C,,,,,,,,,,,,,,,
order_plan_sample,1,,12.910175,7.0,7.0,9.722222,,,,,,,S314,C,,,,,,,,,,,,,,,
order_plan_sample,1,,54.511915,50.155977,50.155977,69.661079,,,,,,,S003,C,,,,,,,,,,,,,,,
order_plan_sample,1,,0.764826,1.006135,1.006135,1.39741,,,,,,,S213,C,,,,,,,,,,,,,,,
order_plan_sample,1,,1.481481,2.0,2.0,2.777778,,,,,,,S076,C,,,,,,,,,,,,,,,
order_plan_sample,1,,965.407461,977.541667,977.541667,1357.69676,,,,,,,S374,C,,,,,,,,,,,,,,,
order_plan_sample,1,,260.434251,195.049628,195.049628,270.902261,,,,,,,S037,C,,,,,,,,,,,,,,,
order_plan_sample,1,,1131.020578,1003.958333,1003.958333,1521.148989,,,,,,,S108,B,,,,,,,,,,,,,,,
order_plan_sample,1,,832.879318,830.1,830.1,1257.727273,,,,,,,S340,B,,,,,,,,,,,,,,,
order_plan_sample,1,,685.542439,676.35,676.35,1024.772727,,,,,,,S131,B,,,,,,,,,,,,,,,
order_plan_sample,1,,2046.758476,1285.0,1285.0,1946.969697,,,,,,,S140,B,,,,,,,,,,,,,,,
order_plan_sample,1,,776.15851,570.825,570.825,864.886364,,,,,,,S308,B,,,,,,,,,,,,,,,
order_plan_sample,1,,720.750257,569.383333,569.383333,862.70202,,,,,,,S330,B,,,,,,,,,,,,,,,
order_plan_sample,1,,176.704701,179.55,179.55,272.045455,,,,,,,S031,B,,,,,,,,,,,,,,,
order_plan_sample,1,,105.262039,99.0,98.997105,149.995613,,,,,,,S346,B,,,,,,,,,,,,,,,
order_plan_sample,1,,134.833392,132.9375,132.923409,201.399104,,,,,,,S040,B,,,,,,,,,,,,,,,
order_plan_sample,1,,509.683582,435.456833,435.410674,659.713143,,,,,,,S139,B,,,,,,,,,,,,,,,
order_plan_sample,1,,0.048446,0.046158,0.046154,0.06993,,,,,,,S367,B,,,,,,,,,,,,,,,
order_plan_sample,1,,5e-06,5e-06,5e-06,7e-06,,,,,,,S364,B,,,,,,,,,,,,,,,
order_plan_sample,2,,1596.725321,1574.55,1574.55,2624.25,,,,,,,S229,A,,,,,,,,,,,,,,,
order_plan_sample,2,,706.948695,708.75,708.75,1181.25,,,,,,,S275,A,,,,,,,,,,,,,,,
order_plan_sample,2,,675.27408,676.0,676.0,1126.666667,,,,,,,S329,A,,,,,,,,,,,,,,,
order_plan_sample,2,,989.798965,994.55,994.55,1657.583333,,,,,,,S282,A,,,,,,,,,,,,,,,
order_plan_sample,2,,527.18789,525.6,525.6,876.0,,,,,,,S352,A,,,,,,,,,,,,,,,
order_plan_sample,2,,495.142814,433.45,433.45,722.416667,,,,,,,S143,A,,,,,,,,,,,,,,,
order_plan_sample,2,,23.750737,27.55,27.55,45.916667,,,,,,,S266,A,,,,,,,,,,,,,,,
order_plan_sample,2,,26.528139,28.0,28.0,46.666667,,,,,,,S123,A,,,,,,,,,,,,,,,
order_plan_sample,2,,628.094603,347.372745,347.372745,578.954575,,,,,,,S348,A,,,,,,,,,,,,,,,
order_plan_sample,2,,2.399833,2.453642,2.453642,4.089403,,,,,,,S189,A,,,,,,,,,,,,,,,
order_plan_sample,2,,488.095937,374.25,374.25,623.75,,,,,,,S307,A,,,,,,,,,,,,,,,
order_plan_sample,2,,296.835735,213.521959,213.521959,355.869932,,,,,,,S395,A,,,,,,,,,,,,,,,
order_plan_sample,2,,74.725408,79.0,79.0,131.666667,,,,,,,S005,A,,,,,,,,,,,,,,,
order_plan_sample,2,,28.595529,29.583333,29.583333,49.305555,,,,,,,S007,A,,,,,,,,,,,,,,,
order_plan_sample,2,,1512.567462,1488.2,1488.2,2066.944444,,,,,,,S361,C,,,,,,,,,,,,,,,
order_plan_sample,2,,539.041443,540.775,540.775,751.076389,,,,,,,S268,C,,,,,,,,,,,,,,,
order_plan_sample,2,,545.295073,547.1,547.1,759.861111,,,,,,,S306,C,,,,,,,,,,,,,,,
order_plan_sample,2,,425.162924,425.1,425.1,590.416667,,,,,,,S194,C,,,,,,,,,,,,,,,
order_plan_sample,2,,1110.458721,810.408333,810.408333,1125.567129,,,,,,,S151,C,,,,,,,,,,,,,,,
order_plan_sample,2,,786.928389,773.25,773.25,1073.958333,,,,,,,S356,C,,,,,,,,,,,,,,,
order_plan_sample,2,,238.576384,241.55,241.55,335.486111,,,,,,,S247,C,,,,,,,,,,,,,,,
order_plan_sample,2,,170.666639,173.4625,173.4625,240.920139,,,,,,,S365,C,,,,,,,,,,,,,,,
order_plan_sample,2,,78.373394,81.0,81.0,112.5,,,,,,,S294,C,,,,,,,,,,,,,,,
order_plan_sample,2,,189.645905,194.154167,194.154167,269.658565,,,,,,,S284,C,,,,,,,,,,,,,,,
order_plan_sample,2,,80.064204,84.1,84.1,116.805556,,,,,,,S218,C,,,,,,,,,,,,,,,
order_plan_sample,2,,87.150078,84.1,84.1,116.805556,,,,,,,S244,C,,,,,,,,,,,,,,,
order_plan_sample,2,,119.245193,121.5,121.5,168.75,,,,,,,S080,C,,,,,,,,,,,,,,,
order_plan_sample,2,,0.830128,1.062747,1.062747,1.476038,,,,,,,S067,C,,,,,,,,,,,,,,,
order_plan_sample,2,,12.910175,7.0,7.0,9.722222,,,,,,,S314,C,,,,,,,,,,,,,,,
order_plan_sample,2,,54.511915,50.155977,50.155977,69.661079,,,,,,,S003,C,,,,,,,,,,,,,,,
order_plan_sample,2,,0.764826,1.006135,1.006135,1.39741,,,,,,,S213,C,,,,,,,,,,,,,,,
order_plan_sample,2,,1.481481,2.0,2.0,2.777778,,,,,,,S076,C,,,,,,,,,,,,,,,
order_plan_sample,2,,965.407461,977.541667,977.541667,1357.69676,,,,,,,S374,C,,,,,,,,,,,,,,,
order_plan_sample,2,,260.434251,195.049628,195.049628,270.902261,,,,,,,S037,C,,,,,,,,,,,,,,,
order_plan_sample,2,,1131.020578,1003.958333,1003.958333,1521.148989,,,,,,,S108,B,,,,,,,,,,,,,,,
order_plan_sample,2,,832.879318,830.1,830.1,1257.727273,,,,,,,S340,B,,,,,,,,,,,,,,,
order_plan_sample,2,,685.542439,676.35,676.35,1024.772727,,,,,,,S131,B,,,,,,,,,,,,,,,
order_plan_sample,2,,2046.758476,1285.0,1285.0,1946.969697,,,,,,,S140,B,,,,,,,,,,,,,,,
order_plan_sample,2,,776.15851,570.825,570.825,864.886364,,,,,,,S308,B,,,,,,,,,,,,,,,
order_plan_sample,2,,720.750257,569.383333,569.383333,862.70202,,,,,,,S330,B,,,,,,,,,,,,,,,
order_plan_sample,2,,176.704701,179.55,179.55,272.045455,,,,,,,S031,B,,,,,,,,,,,,,,,
order_plan_sample,2,,105.262039,99.0,99.0,150.0,,,,,,,S346,B,,,,,,,,,,,,,,,
order_plan_sample,2,,134.833392,132.9375,132.9375,201.420455,,,,,,,S040,B,,,,,,,,,,,,,,,
order_plan_sample,2,,509.663699,435.439846,435.439846,659.757342,,,,,,,S139,B,,,,,,,,,,,,,,,
order_plan_sample,3,,1596.725321,1574.55,1574.55,2624.25,,,,,,,S229,A,,,,,,,,,,,,,,,
order_plan_sample,3,,706.948695,708.75,708.75,1181.25,,,,,,,S275,A,,,,,,,,,,,,,,,
order_plan_sample,3,,675.27408,676.0,676.0,1126.666667,,,,,,,S329,A,,,,,,,,,,,,,,,
order_plan_sample,3,,989.798965,994.55,994.55,1657.583333,,,,,,,S282,A,,,,,,,,,,,,,,,
order_plan_sample,3,,527.18789,525.6,525.6,876.0,,,,,,,S352,A,,,,,,,,,,,,,,,
order_plan_sample,3,,495.142814,433.45,433.45,722.416667,,,,,,,S143,A,,,,,,,,,,,,,,,
order_plan_sample,3,,23.750737,27.55,27.55,45.916667,,,,,,,S266,A,,,,,,,,,,,,,,,
order_plan_sample,3,,26.528139,28.0,28.0,46.666667,,,,,,,S123,A,,,,,,,,,,,,,,,
order_plan_sample,3,,628.094603,347.372745,347.372745,578.954575,,,,,,,S348,A,,,,,,,,,,,,,,,
order_plan_sample,3,,2.399833,2.453642,2.453642,4.089403,,,,,,,S189,A,,,,,,,,,,,,,,,
order_plan_sample,3,,488.095937,374.25,374.25,623.75,,,,,,,S307,A,,,,,,,,,,,,,,,
order_plan_sample,3,,296.835735,213.521959,213.521959,355.869932,,,,,,,S395,A,,,,,,,,,,,,,,,
order_plan_sample,3,,74.725408,79.0,79.0,131.666667,,,,,,,S005,A,,,,,,,,,,,,,,,
order_plan_sample,3,,28.595529,29.583333,29.583333,49.305555,,,,,,,S007,A,,,,,,,,,,,,,,,
order_plan_sample,3,,1512.567462,1488.2,1488.2,2066.944444,,,,,,,S361,C,,,,,,,,,,,,,,,
order_plan_sample,3,,539.041443,540.775,540.775,751.076389,,,,,,,S268,C,,,,,,,,,,,,,,,
order_plan_sample,3,,545.295073,547.1,547.1,759.861111,,,,,,,S306,C,,,,,,,,,,,,,,,
order_plan_sample,3,,425.162924,425.1,425.1,590.416667,,,,,,,S194,C,,,,,,,,,,,,,,,
order_plan_sample,3,,1110.458721,810.408333,810.408333,1125.567129,,,,,,,S151,C,,,,,,,,,,,,,,,
order_plan_sample,3,,786.928389,773.25,773.25,1073.958333,,,,,,,S356,C,,,,,,,,,,,,,,,
order_plan_sample,3,,238.576384,241.55,241.55,335.486111,,,,,,,S247,C,,,,,,,,,,,,,,,
order_plan_sample,3,,170.666639,173.4625,173.4625,240.920139,,,,,,,S365,C,,,,,,,,,,,,,,,
order_plan_sample,3,,78.373394,81.0,81.0,112.5,,,,,,,S294,C,,,,,,,,,,,,,,,
order_plan_sample,3,,189.645905,194.154167,194.154167,269.658565,,,,,,,S284,C,,,,,,,,,,,,,,,
order_plan_sample,3,,80.064204,84.1,84.1,116.805556,,,,,,,S218,C,,,,,,,,,,,,,,,
order_plan_sample,3,,87.150078,84.1,84.1,116.805556,,,,,,,S244,C,,,,,,,,,,,,,,,
order_plan_sample,3,,119.245193,121.5,121.5,168.75,,,,,,,S080,C,,,,,,,,,,,,,,,
order_plan_sample,3,,0.830128,1.062747,1.062747,1.476038,,,,,,,S067,C,,,,,,,,,,,,,,,
order_plan_sample,3,,12.910175,7.0,7.0,9.722222,,,,,,,S314,C,,,,,,,,,,,,,,,
order_plan_sample,3,,54.511915,50.155977,50.155977,69.661079,,,,,,,S003,C,,,,,,,,,,,,,,,
transport_plan_sample,1,,,,1574.55,,,,,,,,S229,A,,,,,,,,,,,,,T3,1574.55,0.0
transport_plan_sample,1,,,,708.75,,,,,,,,S275,A,,,,,,,,,,,,,T3,708.75,0.0
transport_plan_sample,1,,,,676.0,,,,,,,,S329,A,,,,,,,,,,,,,T3,676.0,0.0
transport_plan_sample,1,,,,994.55,,,,,,,,S282,A,,,,,,,,,,,,,T3,994.55,0.0
transport_plan_sample,1,,,,525.6,,,,,,,,S352,A,,,,,,,,,,,,,T3,525.6,0.0
transport_plan_sample,1,,,,433.45,,,,,,,,S143,A,,,,,,,,,,,,,T3,433.45,0.0
transport_plan_sample,1,,,,27.55,,,,,,,,S266,A,,,,,,,,,,,,,T3,27.55,0.0
transport_plan_sample,1,,,,28.0,,,,,,,,S123,A,,,,,,,,,,,,,T3,28.0,0.0
transport_plan_sample,1,,,,347.372745,,,,,,,,S348,A,,,,,,,,,,,,,T3,347.372745,0.0
transport_plan_sample,1,,,,2.453642,,,,,,,,S189,A,,,,,,,,,,,,,T3,2.453642,0.0
transport_plan_sample,1,,,,374.25,,,,,,,,S307,A,,,,,,,,,,,,,T3,374.25,0.0
transport_plan_sample,1,,,,213.521959,,,,,,,,S395,A,,,,,,,,,,,,,T3,213.521959,0.0
