week,supplier_id,material,order_volume_m3,expected_supply_m3,expected_received_m3,product_equivalent_m3
6,S003,C,54.511915,50.155977,50.155977,69.661079
6,S213,C,0.764826,1.006135,1.006135,1.39741
6,S076,C,1.481481,2.0,2.0,2.777778
6,S374,C,965.407461,977.541667,977.541667,1357.69676
6,S037,C,260.434251,195.049628,195.049628,270.902261
6,S108,B,1131.020578,1003.958333,1003.958333,1521.148989
6,S340,B,832.879318,830.1,830.1,1257.727273
6,S131,B,685.542439,676.35,676.35,1024.772727
6,S140,B,2046.758476,1285.0,1285.0,1946.969697
6,S308,B,776.15851,570.825,570.825,864.886364
6,S330,B,720.750257,569.383333,569.383333,862.70202
6,S031,B,176.704701,179.55,179.55,272.045455
6,S346,B,105.262039,99.0,98.806286,149.706493
6,S040,B,134.833392,132.9375,131.994707,199.991981
6,S139,B,510.993932,436.576353,433.480154,656.788112
6,S367,B,3.249627,3.096199,3.074241,4.657941
6,S364,B,0.022162,0.021958,0.021803,0.033034
7,S229,A,1596.725321,1574.55,1574.55,2624.25
7,S275,A,706.948695,708.75,708.75,1181.25
7,S329,A,675.27408,676.0,676.0,1126.666667
7,S282,A,989.798965,994.55,994.55,1657.583333
7,S352,A,527.18789,525.6,525.6,876.0
7,S143,A,495.142814,433.45,433.45,722.416667
7,S266,A,23.750737,27.55,27.55,45.916667
7,S123,A,26.528139,28.0,28.0,46.666667
7,S348,A,628.094603,347.372745,347.372745,578.954575
7,S189,A,2.399833,2.453642,2.453642,4.089403
7,S307,A,488.095937,374.25,374.25,623.75
7,S395,A,296.835735,213.521959,213.521959,355.869932
7,S005,A,74.725408,79.0,79.0,131.666667
7,S007,A,28.595529,29.583333,29.583333,49.305555
7,S361,C,1512.567462,1488.2,1488.2,2066.944444
7,S268,C,539.041443,540.775,540.775,751.076389
7,S306,C,545.295073,547.1,547.1,759.861111
7,S194,C,425.162924,425.1,425.1,590.416667
7,S151,C,1110.458721,810.408333,810.408333,1125.567129
7,S356,C,786.928389,773.25,773.25,1073.958333
7,S247,C,238.576384,241.55,241.55,335.486111
7,S365,C,170.666639,173.4625,173.4625,240.920139
7,S294,C,78.373394,81.0,81.0,112.5
7,S284,C,189.645905,194.154167,194.154167,269.658565
7,S218,C,80.064204,84.1,84.1,116.805556
7,S244,C,87.150078,84.1,84.1,116.805556
7,S080,C,119.245193,121.5,121.5,168.75
7,S067,C,0.830128,1.062747,1.062747,1.476038
7,S314,C,12.910175,7.0,7.0,9.722222
7,S003,C,54.511915,50.155977,50.155977,69.661079
7,S213,C,0.764826,1.006135,1.006135,1.39741
7,S076,C,1.481481,2.0,2.0,2.777778
7,S374,C,965.407461,977.541667,977.341403,1357.418616
7,S037,C,260.434251,195.049628,194.986432,270.814489
7,S108,B,1131.020578,1003.958333,1003.633051,1520.656137
7,S340,B,832.879318,830.1,829.831048,1257.319769
7,S131,B,685.542439,676.35,676.130863,1024.440701
7,S140,B,2046.758476,1285.0,1284.58366,1946.338879
7,S308,B,776.15851,570.825,570.640053,864.60614
7,S330,B,720.750257,569.383333,569.198853,862.422504
7,S031,B,176.704701,179.55,179.491826,271.957312
7,S346,B,105.262039,99.0,98.96552,149.947758
7,S040,B,134.833392,132.9375,132.88273,201.337469
7,S139,B,511.990649,437.427915,437.247694,662.496507
7,S367,B,0.189151,0.18022,0.180146,0.272949
7,S364,B,7.5e-05,7.4e-05,7.4e-05,0.000112
8,S229,A,1596.725321,1574.55,1574.55,2624.25
8,S275,A,706.948695,708.75,708.75,1181.25
8,S329,A,675.27408,676.0,676.0,1126.666667
8,S282,A,989.798965,994.55,994.55,1657.583333
8,S352,A,527.18789,525.6,525.6,876.0
8,S143,A,495.142814,433.45,433.45,722.416667
8,S266,A,23.750737,27.55,27.55,45.916667
8,S123,A,26.528139,28.0,28.0,46.666667
8,S348,A,628.094603,347.372745,347.372745,578.954575
8,S189,A,2.399833,2.453642,2.453642,4.089403
8,S307,A,488.095937,374.25,374.25,623.75
8,S395,A,296.835735,213.521959,213.521959,355.869932
8,S005,A,74.725408,79.0,79.0,131.666667
8,S007,A,28.595529,29.583333,29.583333,49.305555
8,S361,C,1512.567462,1488.2,1488.2,2066.944444
8,S268,C,539.041443,540.775,540.775,751.076389
8,S306,C,545.295073,547.1,547.1,759.861111
8,S194,C,425.162924,425.1,425.1,590.416667
8,S151,C,1110.458721,810.408333,810.408333,1125.567129
8,S356,C,786.928389,773.25,773.25,1073.958333
8,S247,C,238.576384,241.55,241.55,335.486111
8,S365,C,170.666639,173.4625,173.4625,240.920139
8,S294,C,78.373394,81.0,81.0,112.5
8,S284,C,189.645905,194.154167,194.154167,269.658565
8,S218,C,80.064204,84.1,84.1,116.805556
8,S244,C,87.150078,84.1,84.1,116.805556
8,S080,C,119.245193,121.5,121.5,168.75
8,S067,C,0.830128,1.062747,1.062747,1.476038
8,S314,C,12.910175,7.0,7.0,9.722222
8,S003,C,54.511915,50.155977,50.155977,69.661079
8,S213,C,0.764826,1.006135,1.006135,1.39741
8,S076,C,1.481481,2.0,2.0,2.777778
8,S374,C,965.407461,977.541667,977.541667,1357.69676
8,S037,C,260.434251,195.049628,195.049628,270.902261
8,S108,B,1131.020578,1003.958333,1003.958333,1521.148989
8,S340,B,832.879318,830.1,830.1,1257.727273
8,S131,B,685.542439,676.35,676.35,1024.772727
8,S140,B,2046.758476,1285.0,1285.0,1946.969697
8,S308,B,776.15851,570.825,570.825,864.886364
8,S330,B,720.750257,569.383333,569.383333,862.70202
8,S031,B,176.704701,179.55,179.55,272.045455
8,S346,B,105.262039,99.0,98.992789,149.989074
8,S040,B,134.833392,132.9375,132.902404,201.36728
8,S139,B,509.713217,435.482152,435.367185,659.64725
8,S367,B,0.120664,0.114967,0.114937,0.174147
8,S364,B,3.1e-05,3e-05,3e-05,4.6e-05
9,S229,A,1596.725321,1574.55,1574.55,2624.25
9,S275,A,706.948695,708.75,708.75,1181.25
9,S329,A,675.27408,676.0,676.0,1126.666667
9,S282,A,989.798965,994.55,994.55,1657.583333
9,S352,A,527.18789,525.6,525.6,876.0
9,S143,A,495.142814,433.45,433.45,722.416667
9,S266,A,23.750737,27.55,27.55,45.916667
9,S123,A,26.528139,28.0,28.0,46.666667
9,S348,A,628.094603,347.372745,347.372745,578.954575
9,S189,A,2.399833,2.453642,2.453642,4.089403
9,S307,A,488.095937,374.25,374.25,623.75
9,S395,A,296.835735,213.521959,213.521959,355.869932
9,S005,A,74.725408,79.0,79.0,131.666667
9,S007,A,28.595529,29.583333,29.583333,49.305555
9,S361,C,1512.567462,1488.2,1488.2,2066.944444
9,S268,C,539.041443,540.775,540.775,751.076389
9,S306,C,545.295073,547.1,547.1,759.861111
9,S194,C,425.162924,425.1,425.1,590.416667
9,S151,C,1110.458721,810.408333,810.408333,1125.567129
9,S356,C,786.928389,773.25,773.25,1073.958333
9,S247,C,238.576384,241.55,241.55,335.486111
9,S365,C,170.666639,173.4625,173.4625,240.920139
9,S294,C,78.373394,81.0,81.0,112.5
9,S284,C,189.645905,194.154167,194.154167,269.658565
9,S218,C,80.064204,84.1,84.1,116.805556
9,S244,C,87.150078,84.1,84.1,116.805556
9,S080,C,119.245193,121.5,121.5,168.75
9,S067,C,0.830128,1.062747,1.062747,1.476038
9,S314,C,12.910175,7.0,7.0,9.722222
9,S003,C,54.511915,50.155977,50.155977,69.661079
9,S213,C,0.764826,1.006135,1.006135,1.39741
9,S076,C,1.481481,2.0,2.0,2.777778
9,S374,C,965.407461,977.541667,977.38467,1357.478708
9,S037,C,260.434251,195.049628,195.000085,270.833452
9,S108,B,1131.020578,1003.958333,1003.703328,1520.762618
9,S340,B,832.879318,830.1,829.889155,1257.40781
9,S131,B,685.542439,676.35,676.178207,1024.512435
9,S140,B,2046.758476,1285.0,1284.67361,1946.475167
9,S308,B,776.15851,570.825,570.68001,864.666683
9,S330,B,720.750257,569.383333,569.23871,862.482893
9,S031,B,176.704701,179.55,179.504394,271.976355
9,S346,B,105.262039,99.0,98.889196,149.832115
9,S040,B,134.833392,132.9375,132.486842,200.737639
9,S139,B,512.063187,437.489889,436.006798,660.61636
9,S367,B,1.556583,1.483091,1.478063,2.239489
9,S364,B,0.005074,0.005028,0.005011,0.007592
10,S229,A,1596.725321,1574.55,1574.55,2624.25
10,S275,A,706.948695,708.75,708.75,1181.25
10,S329,A,675.27408,676.0,676.0,1126.666667
10,S282,A,989.798965,994.55,994.55,1657.583333
10,S352,A,527.18789,525.6,525.6,876.0
10,S143,A,495.142814,433.45,433.45,722.416667
10,S266,A,23.750737,27.55,27.55,45.916667
10,S123,A,26.528139,28.0,28.0,46.666667
10,S348,A,628.094603,347.372745,347.372745,578.954575
10,S189,A,2.399833,2.453642,2.453642,4.089403
10,S307,A,488.095937,374.25,374.25,623.75
10,S395,A,296.835735,213.521959,213.521959,355.869932
10,S005,A,74.725408,79.0,79.0,131.666667
10,S007,A,28.595529,29.583333,29.579617,49.299361
10,S361,C,1512.567462,1488.2,1487.821997,2066.419441
10,S268,C,539.041443,540.775,540.637643,750.885615
10,S306,C,545.295073,547.1,546.961037,759.668106
10,S194,C,425.162924,425.1,424.992025,590.266701
10,S151,C,1110.458721,810.408333,810.202489,1125.281235
10,S356,C,786.928389,773.25,773.053595,1073.685548
10,S247,C,238.576384,241.55,241.488646,335.400898
10,S365,C,170.666639,173.4625,173.418441,240.858945
10,S294,C,78.373394,81.0,80.979426,112.471425
10,S284,C,189.645905,194.154167,194.104852,269.590072
10,S218,C,80.064204,84.1,84.078639,116.775887
10,S244,C,87.150078,84.1,84.078639,116.775887
10,S080,C,119.245193,121.5,121.469139,168.707138
10,S067,C,0.830128,1.062747,1.062477,1.475663
10,S314,C,12.910175,7.0,6.998222,9.719753
10,S003,C,54.511915,50.155977,50.143237,69.643385
10,S213,C,0.764826,1.006135,1.005879,1.397055
10,S076,C,1.481481,2.0,1.999492,2.777072
10,S374,C,965.407461,977.541667,975.906359,1355.425499
10,S037,C,260.434251,195.049628,194.562394,270.225547
10,S108,B,1131.020578,1003.958333,1001.450445,1517.349159
10,S340,B,832.879318,830.1,828.02641,1254.58547
10,S131,B,685.542439,676.35,674.660478,1022.212845
10,S140,B,2046.758476,1285.0,1281.79007,1942.106167
10,S308,B,776.15851,570.825,569.399079,862.725878
10,S330,B,720.750257,569.383333,567.961013,860.54699
10,S031,B,176.704701,179.55,179.101484,271.365885
10,S346,B,105.262039,99.0,98.635737,149.448087
10,S040,B,134.833392,132.9375,132.036184,200.054824
10,S139,B,529.916026,452.742766,449.67317,681.322984
10,S367,B,3.221706,3.069596,3.048784,4.61937
10,S364,B,0.021005,0.020812,0.020671,0.031319
11,S229,A,1596.725321,1574.55,1574.55,2624.25
11,S275,A,706.948695,708.75,708.75,1181.25
11,S329,A,675.27408,676.0,676.0,1126.666667
11,S282,A,989.798965,994.55,994.55,1657.583333
11,S352,A,527.18789,525.6,525.6,876.0
11,S143,A,495.142814,433.45,433.45,722.416667
11,S266,A,23.750737,27.55,27.55,45.916667
11,S123,A,26.528139,28.0,28.0,46.666667
11,S348,A,628.094603,347.372745,347.372745,578.954575
11,S189,A,2.399833,2.453642,2.453642,4.089403
11,S307,A,488.095937,374.25,374.25,623.75
11,S395,A,296.835735,213.521959,213.521959,355.869932
11,S005,A,74.725408,79.0,79.0,131.666667
11,S007,A,28.595529,29.583333,29.58086,49.301434
11,S361,C,1512.567462,1488.2,1487.948494,2066.595131
11,S268,C,539.041443,540.775,540.683609,750.949457
11,S306,C,545.295073,547.1,547.00754,759.732695
11,S194,C,425.162924,425.1,425.028158,590.316886
11,S151,C,1110.458721,810.408333,810.271374,1125.376908
11,S356,C,786.928389,773.25,773.119321,1073.776834
11,S247,C,238.576384,241.55,241.509178,335.429414
11,S365,C,170.666639,173.4625,173.433185,240.879423
11,S294,C,78.373394,81.0,80.986311,112.480988
11,S284,C,189.645905,194.154167,194.121355,269.612993
11,S218,C,80.064204,84.1,84.085787,116.785815
11,S244,C,87.150078,84.1,84.085787,116.785815
11,S080,C,119.245193,121.5,121.479467,168.721481
11,S067,C,0.830128,1.062747,1.062567,1.475788
11,S314,C,12.910175,7.0,6.998817,9.720579
11,S003,C,54.511915,50.155977,50.147501,69.649306
11,S213,C,0.764826,1.006135,1.005965,1.397174
11,S076,C,1.481481,2.0,1.999662,2.777308
11,S374,C,965.407461,977.541667,977.081012,1357.05696
11,S037,C,260.434251,195.049628,194.923431,270.726987
11,S108,B,1131.020578,1003.958333,1003.308772,1520.164806
11,S340,B,832.879318,830.1,829.562925,1256.913523
11,S131,B,685.542439,676.35,675.912402,1024.109699
11,S140,B,2046.758476,1285.0,1284.168605,1945.710008
11,S308,B,776.15851,570.825,570.455676,864.326782
11,S330,B,720.750257,569.383333,569.014942,862.143851
11,S031,B,176.704701,179.55,179.433831,271.869441
11,S346,B,105.262039,99.0,98.878368,149.815709
11,S040,B,134.833392,132.9375,132.571257,200.865541
11,S139,B,515.76132,440.649451,439.435462,665.811306
11,S367,B,1.274147,1.213989,1.210645,1.83431
11,S364,B,0.003376,0.003345,0.003335,0.005054
12,S229,A,1596.725321,1574.55,1574.55,2624.25
12,S275,A,706.948695,708.75,708.75,1181.25
12,S329,A,675.27408,676.0,676.0,1126.666667
12,S282,A,989.798965,994.55,994.55,1657.583333
12,S352,A,527.18789,525.6,525.6,876.0
12,S143,A,495.142814,433.45,433.45,722.416667
12,S266,A,23.750737,27.55,27.55,45.916667
12,S123,A,26.528139,28.0,28.0,46.666667
12,S348,A,628.094603,347.372745,347.372745,578.954575
12,S189,A,2.399833,2.453642,2.453642,4.089403
12,S307,A,488.095937,374.25,374.25,623.75
12,S395,A,296.835735,213.521959,213.521959,355.869932
12,S005,A,74.725408,79.0,79.0,131.666667
12,S007,A,28.595529,29.583333,29.580699,49.301165
12,S361,C,1512.567462,1488.2,1487.932124,2066.572394
12,S268,C,539.041443,540.775,540.677661,750.941195
12,S306,C,545.295073,547.1,547.001522,759.724336
12,S194,C,425.162924,425.1,425.023482,590.310392
12,S151,C,1110.458721,810.408333,810.26246,1125.364527
12,S356,C,786.928389,773.25,773.110815,1073.765021
12,S247,C,238.576384,241.55,241.506521,335.425724
12,S365,C,170.666639,173.4625,173.431277,240.876773
12,S294,C,78.373394,81.0,80.98542,112.47975
12,S284,C,189.645905,194.154167,194.119219,269.610027
12,S218,C,80.064204,84.1,84.084862,116.784531
12,S244,C,87.150078,84.1,84.084862,116.784531
