date,record_count,mean_wind_speed_mps,max_wind_speed_mps,energy_mwh,mean_power_mw,zero_power_ratio
2015-04-05,96,3.048958,7.0,259.75,10.822917,0.53125
2015-04-06,96,3.329167,4.6,223.75,9.322917,0.208333
2015-04-07,96,6.002083,9.4,1329.0,55.375,0.0
2015-04-08,96,4.716667,8.2,768.5,32.020833,0.125
2015-04-09,96,5.751042,11.2,1052.0,43.833333,0.208333
2015-04-10,96,3.117708,6.5,297.25,12.385417,0.447917
2015-04-11,96,8.0875,13.6,1829.75,76.239583,0.0
2015-04-12,96,6.664583,11.1,1791.25,74.635417,0.0
2015-04-13,96,3.798229,8.7,439.75,18.322917,0.552083
2015-04-14,96,5.454167,7.6,839.0,34.958333,0.0
2015-04-15,96,8.782292,14.4,2536.75,105.697917,0.0
2015-04-16,96,7.065625,9.5,1558.5,64.9375,0.0
2015-04-17,96,5.677083,9.7,965.25,40.21875,0.21875
2015-04-18,96,8.157292,11.7,2183.0,90.958333,0.0
2015-04-19,96,4.13125,12.1,748.75,31.197917,0.416667
2015-04-20,96,3.835625,8.6,306.25,12.760417,0.25
2015-04-21,96,4.201042,8.3,849.5,35.395833,0.375
2015-04-22,96,4.207292,8.3,850.25,35.427083,0.375
2015-04-23,96,5.053125,9.6,963.0,40.125,0.208333
2015-04-24,96,3.321875,7.1,247.75,10.322917,0.458333
2015-04-25,96,4.633333,7.6,618.5,25.770833,0.125
2015-04-26,96,5.496875,10.0,846.5,35.270833,0.0
2015-04-27,96,4.33125,7.8,498.0,20.75,0.041667
2015-04-28,96,3.997708,7.0,324.25,13.510417,0.166667
2015-04-29,96,7.608333,9.6,1701.25,70.885417,0.0
2015-04-30,96,9.019792,14.8,1979.0,82.458333,0.0
2015-05-01,96,9.025,14.8,1979.25,82.46875,0.0
2015-05-02,96,9.019792,14.8,1979.0,82.458333,0.0
2015-05-03,96,5.734375,8.9,1139.0,47.458333,0.0
2015-05-04,96,5.735417,8.9,1138.75,47.447917,0.0
2015-05-05,96,6.798958,11.2,1398.25,58.260417,0.083333
2015-05-06,96,8.386458,15.3,1449.75,60.40625,0.041667
2015-05-07,96,4.097917,8.6,417.5,17.395833,0.25
2015-05-08,96,6.545833,12.5,1404.25,58.510417,0.0
2015-05-09,96,7.844583,12.4,2195.5,91.479167,0.0
2015-05-10,96,10.815625,17.8,3038.75,126.614583,0.0
2015-05-11,96,7.980208,11.8,2208.5,92.020833,0.041667
2015-05-12,96,3.441667,6.4,272.75,11.364583,0.239583
2015-05-13,96,3.442708,6.4,273.25,11.385417,0.239583
2015-05-14,96,4.321875,8.4,598.5,24.9375,0.114583
2015-05-15,96,4.507292,7.3,724.5,30.1875,0.072917
2015-05-16,96,4.385417,11.2,854.0,35.583333,0.385417
2015-05-17,96,7.73125,13.3,2159.0,89.958333,0.0
2015-05-18,96,4.648958,11.2,894.0,37.25,0.375
2015-05-19,96,4.94375,8.2,705.0,29.375,0.09375
2015-05-20,96,6.847917,9.4,1390.75,57.947917,0.0
2015-05-21,96,2.517708,5.9,102.75,4.28125,0.78125
2015-05-22,96,2.410417,4.2,53.5,2.229167,0.635417
2015-05-23,96,4.038542,7.9,642.0,26.75,0.3125
2015-05-24,96,6.527083,8.8,1247.0,51.958333,0.0
2015-05-25,96,7.419792,9.9,1716.75,71.53125,0.0
2015-05-26,96,5.964583,9.8,1105.5,46.0625,0.0
2015-05-27,96,3.795833,7.9,370.5,15.4375,0.34375
2015-05-28,96,5.884375,11.4,1258.75,52.447917,0.208333
2015-05-29,96,5.214583,7.9,921.0,38.375,0.083333
2015-05-30,96,4.145833,6.7,376.75,15.697917,0.041667
2015-05-31,96,5.45625,7.9,779.0,32.458333,0.0
2015-06-01,96,5.814583,9.9,615.0,25.625,0.0
2015-06-02,96,4.170833,6.4,314.0,13.083333,0.0625
2015-06-03,96,4.520833,6.2,397.5,16.5625,0.208333
2015-06-04,96,11.95625,15.4,1569.25,65.385417,0.0
2015-06-05,96,7.095833,9.3,943.0,39.291667,0.0
2015-06-06,96,5.495833,9.4,900.0,37.5,0.0
2015-06-07,96,5.946875,11.2,950.0,39.583333,0.0
2015-06-08,96,5.664583,8.5,911.5,37.979167,0.0
2015-06-09,96,7.469792,14.7,1366.75,56.947917,0.0
2015-06-10,96,12.271875,15.9,1642.0,68.416667,0.0
2015-06-11,96,6.002083,9.8,735.75,30.65625,0.15625
2015-06-12,96,5.344688,8.9,788.0,32.833333,0.125
2015-06-13,96,3.830833,6.5,309.5,12.895833,0.291667
2015-06-14,96,5.782292,8.5,895.0,37.291667,0.0
2015-06-15,96,7.759375,9.8,1725.25,71.885417,0.0
2015-06-16,96,3.115625,8.7,275.5,11.479167,0.541667
2015-06-17,96,4.046875,9.4,377.75,15.739583,0.333333
2015-06-18,96,2.827083,4.9,70.5,2.9375,0.583333
2015-06-19,96,4.8,7.7,700.0,29.166667,0.0
2015-06-20,96,5.633333,8.9,909.5,37.895833,0.083333
2015-06-21,96,5.706875,9.8,1064.5,44.354167,0.0
2015-06-22,96,5.153125,9.2,786.0,32.75,0.010417
2015-06-23,96,5.7775,9.5,866.25,36.09375,0.125
2015-06-24,96,2.538542,4.5,56.75,2.364583,0.645833
2015-06-25,96,2.204375,5.8,122.25,5.09375,0.791667
2015-06-26,96,8.054167,9.9,1150.25,47.927083,0.0
2015-06-27,96,8.126042,10.9,1300.25,54.177083,0.0
2015-06-28,96,6.446875,11.4,597.0,24.875,0.09375
2015-06-29,96,5.526771,7.7,701.75,29.239583,0.0
2015-06-30,96,7.714896,10.2,953.75,39.739583,0.0
2015-07-01,96,3.13,4.8,99.25,4.135417,0.333333
2015-07-02,96,3.347917,5.9,195.5,8.145833,0.458333
2015-07-03,96,2.804167,4.5,66.25,2.760417,0.59375
2015-07-04,96,4.294167,7.6,422.25,17.59375,0.114583
2015-07-05,96,5.192708,8.8,747.0,31.125,0.0
2015-07-06,96,6.648958,9.6,1232.0,51.333333,0.0
2015-07-07,96,7.139792,9.4,874.0,36.416667,0.0
2015-07-08,96,7.559375,9.1,963.75,40.15625,0.0
2015-07-09,96,3.457292,5.2,163.25,6.802083,0.333333
2015-07-10,96,5.527083,7.7,576.25,24.010417,0.0
2015-07-11,96,9.205208,11.0,495.0,20.625,0.0
2015-07-12,96,8.758333,11.4,724.25,30.177083,0.0
2015-07-13,96,3.86875,7.2,430.5,17.9375,0.40625
2015-07-14,96,4.047917,8.6,280.0,11.666667,0.177083
2015-07-15,96,5.3625,7.5,701.0,29.208333,0.0
2015-07-16,96,4.625,7.5,439.5,18.3125,0.104167
2015-07-17,96,4.328958,6.1,340.0,14.166667,0.010417
2015-07-18,96,4.529167,6.6,440.0,18.333333,0.052083
2015-07-19,96,4.669792,8.9,529.25,22.052083,0.125
2015-07-20,96,4.864688,10.7,271.5,11.3125,0.104167
2015-07-21,96,5.763542,8.9,524.0,21.833333,0.020833
2015-07-22,96,5.763542,8.8,524.5,21.854167,0.020833
2015-07-23,96,5.846875,9.5,361.25,15.052083,0.0
2015-07-24,96,7.695104,12.5,479.0,19.958333,0.0
2015-07-25,96,3.767708,9.9,203.75,8.489583,0.4375
2015-07-26,96,3.25,7.4,168.0,7.0,0.635417
2015-07-27,96,7.016875,10.5,988.5,41.1875,0.0
2015-07-28,96,7.017917,10.5,989.75,41.239583,0.0
2015-07-29,96,7.018958,10.5,990.5,41.270833,0.0
2015-07-30,96,4.608333,7.2,501.5,20.895833,0.083333
2015-07-31,96,4.607292,7.2,500.75,20.864583,0.083333
2015-08-01,96,4.607292,7.2,501.75,20.90625,0.083333
2015-08-02,96,4.615625,7.2,500.75,20.864583,0.083333
2015-08-03,96,4.78125,11.6,853.0,35.541667,0.291667
2015-08-04,96,5.226042,7.5,705.5,29.395833,0.020833
2015-08-05,96,5.186458,8.2,611.5,25.479167,0.052083
2015-08-06,96,3.470833,8.5,273.0,11.375,0.5
2015-08-07,96,3.475,8.5,275.0,11.458333,0.447917
2015-08-08,96,5.030208,10.4,595.75,24.822917,0.041667
2015-08-09,96,6.242708,8.2,1181.0,49.208333,0.0
2015-08-10,96,6.533333,8.9,1060.0,44.166667,0.010417
2015-08-11,96,4.743542,8.2,565.0,23.541667,0.010417
2015-08-12,96,4.898958,7.7,566.75,23.614583,0.0
2015-08-13,96,6.890625,12.9,1484.25,61.84375,0.0
2015-08-14,96,2.592917,5.9,72.75,3.03125,0.625
2015-08-15,96,7.05,10.1,1163.75,48.489583,0.0
2015-08-16,96,8.166667,14.3,1474.25,61.427083,0.0
2015-08-17,96,4.123958,6.4,414.0,17.25,0.135417
2015-08-18,96,3.579792,7.2,338.0,14.083333,0.458333
2015-08-19,96,4.242708,7.8,583.5,24.3125,0.291667
2015-08-20,96,4.041667,6.9,267.5,11.145833,0.020833
2015-08-21,96,3.960417,6.8,259.25,10.802083,0.364583
2015-08-22,96,2.802083,4.6,92.5,3.854167,0.583333
2015-08-23,96,3.357292,6.8,158.25,6.59375,0.302083
2015-08-24,96,4.186458,6.2,241.0,10.041667,0.229167
2015-08-25,96,4.416667,7.5,325.0,13.541667,0.0
2015-08-26,96,4.973958,7.4,519.25,21.635417,0.0
2015-08-27,96,4.058333,7.9,237.5,9.895833,0.072917
2015-08-28,96,3.204167,6.0,155.0,6.458333,0.395833
2015-08-29,96,3.18125,7.0,97.5,4.0625,0.395833
2015-08-30,96,5.410417,8.1,747.25,31.135417,0.010417
2015-08-31,96,4.81875,5.9,474.25,19.760417,0.0
2015-09-01,96,4.197917,6.6,379.0,15.791667,0.083333
2015-09-02,96,7.701667,9.6,1452.375,60.515625,0.0
2015-09-03,96,8.902083,11.0,1191.75,49.65625,0.0
2015-09-04,96,7.43125,9.9,1538.75,64.114583,0.0
2015-09-05,96,9.015625,13.2,1242.75,51.78125,0.0
2015-09-06,96,3.659375,6.8,334.0,13.916667,0.333333
2015-09-07,96,3.660417,6.8,334.75,13.947917,0.333333
2015-09-08,96,6.459375,7.9,1085.25,45.21875,0.0
2015-09-09,96,5.65,8.2,811.5,33.8125,0.114583
2015-09-10,96,6.310417,10.9,860.5,35.854167,0.177083
2015-09-11,96,8.347917,10.8,1111.975,46.332292,0.0
2015-09-12,96,2.188542,4.0,46.25,1.927083,0.739583
2015-09-13,96,4.586458,5.6,465.8775,19.411562,0.010417
2015-09-14,96,6.514063,8.9,931.75,38.822917,0.0
2015-09-15,96,7.014583,8.9,993.5,41.395833,0.0
2015-09-16,96,5.446875,8.9,758.0,31.583333,0.0
2015-09-17,96,3.529167,4.8,171.5,7.145833,0.125
2015-09-18,96,3.972917,6.0,235.75,9.822917,0.0
2015-09-19,96,6.169792,7.6,1023.5,42.645833,0.0
2015-09-20,96,8.262604,10.1,1175.25,48.96875,0.0
2015-09-21,96,8.169792,9.8,1231.5,51.3125,0.0
2015-09-22,96,6.261458,11.9,808.25,33.677083,0.03125
2015-09-23,96,5.233333,10.9,655.0,27.291667,0.03125
2015-09-24,96,5.06875,12.5,948.25,39.510417,0.5
2015-09-25,96,4.532604,8.5,583.75,24.322917,0.270833
2015-09-26,96,6.859375,8.6,1111.5,46.3125,0.0
2015-09-27,96,4.311458,6.6,427.5,17.8125,0.0
2015-09-28,96,4.4375,9.4,263.5,10.979167,0.208333
2015-09-29,96,6.528125,8.7,626.5,26.104167,0.0
2015-09-30,96,10.882292,24.1,486.5,20.270833,0.0625
2015-10-01,96,7.29375,13.9,532.0,22.166667,0.041667
2015-10-02,96,5.263542,7.9,525.5,21.895833,0.0
2015-10-03,96,3.523958,5.6,262.75,10.947917,0.427083
2015-10-04,96,3.125,6.2,258.25,10.760417,0.510417
2015-10-05,96,6.670104,12.6,1358.5,56.604167,0.125
2015-10-06,96,4.330208,8.9,413.0,17.208333,0.114583
2015-10-07,96,4.303125,8.6,544.0,22.666667,0.15625
2015-10-08,96,3.814583,8.9,285.25,11.885417,0.322917
2015-10-09,96,6.984375,9.2,1230.75,51.28125,0.0
2015-10-10,96,5.157292,9.0,699.5,29.145833,0.114583
2015-10-11,96,2.928125,4.6,104.5,4.354167,0.447917
2015-10-12,96,6.423958,8.0,876.35,36.514583,0.0
2015-10-13,96,5.452083,8.4,720.0,30.0,0.020833
2015-10-14,96,5.453125,8.4,720.5,30.020833,0.010417
2015-10-15,96,6.421875,8.4,1267.5,52.8125,0.0
2015-10-16,96,7.247917,11.2,1636.75,68.197917,0.0
2015-10-17,96,4.726042,8.3,684.75,28.53125,0.166667
2015-10-18,96,5.948646,8.2,1135.25,47.302083,0.0
2015-10-19,96,6.395833,8.5,1261.0,52.541667,0.0
2015-10-20,96,5.785417,10.2,1019.75,42.489583,0.166667
2015-10-21,96,4.975,9.2,757.0,31.541667,0.0
2015-10-22,96,2.051042,4.9,31.0,1.291667,0.822917
2015-10-23,96,2.401042,4.9,128.5,5.354167,0.59375
2015-10-24,96,6.269792,9.4,1054.68,43.945,0.0
2015-10-25,96,9.244792,13.5,756.25,31.510417,0.0
2015-10-26,96,10.167708,13.8,1085.5,45.229167,0.0
2015-10-27,96,5.292708,7.3,408.5,17.020833,0.15625
2015-10-28,96,2.459375,4.5,131.5,5.479167,0.395833
2015-10-29,96,4.392708,5.5,424.75,17.697917,0.0
2015-10-30,96,4.85625,7.6,840.0,35.0,0.145833
2015-10-31,96,5.339583,7.2,813.75,33.90625,0.0
2015-11-01,96,4.858333,7.9,857.25,35.71875,0.114583
2015-11-02,96,9.961458,13.4,2045.25,85.21875,0.0
2015-11-03,96,7.886458,12.4,1044.5,43.520833,0.020833
2015-11-04,96,2.786458,6.4,199.25,8.302083,0.541667
2015-11-05,96,5.583333,8.5,923.25,38.46875,0.0
2015-11-06,96,3.497188,6.5,242.0,10.083333,0.375
2015-11-07,96,5.205208,7.0,774.5,32.270833,0.020833
2015-11-08,96,4.5625,7.9,568.25,23.677083,0.145833
2015-11-09,96,3.664583,6.6,211.5,8.8125,0.354167
2015-11-10,96,3.75625,6.1,337.0,14.041667,0.291667
2015-11-11,96,4.6125,5.8,673.0,28.041667,0.0
2015-11-12,96,6.346875,8.3,1081.5,45.0625,0.020833
2015-11-13,96,5.588542,7.2,866.75,36.114583,0.010417
2015-11-14,96,6.797917,9.3,1070.25,44.59375,0.0
2015-11-15,96,3.805208,7.2,347.75,14.489583,0.427083
2015-11-16,96,4.103125,6.3,312.75,13.03125,0.135417
2015-11-17,96,2.839583,4.8,79.25,3.302083,0.583333
2015-11-18,96,5.341354,10.9,898.25,37.427083,0.197917
2015-11-19,96,4.128125,8.1,561.75,23.40625,0.25
2015-11-20,96,4.992708,7.8,830.5,34.604167,0.010417
2015-11-21,96,3.569167,5.4,219.75,9.15625,0.28125
2015-11-22,96,3.984375,6.5,316.9,13.204167,0.15625
2015-11-23,96,2.4625,4.9,54.25,2.260417,0.666667
2015-11-24,96,7.375312,12.0,816.5,34.020833,0.0
2015-11-25,96,11.15625,15.4,2997.25,124.885417,0.0
2015-11-26,96,7.617708,11.7,1665.75,69.40625,0.0
2015-11-27,96,8.678125,10.9,1632.5,68.020833,0.0
2015-11-28,96,6.980104,10.4,1463.5,60.979167,0.0
2015-11-29,96,3.801042,7.8,431.5,17.979167,0.21875
2015-11-30,96,4.014583,6.7,428.0,17.833333,0.177083
2015-12-01,96,11.157292,12.4,3328.25,138.677083,0.0
2015-12-02,96,10.703125,13.1,2558.25,106.59375,0.0
2015-12-03,96,5.1875,10.9,958.25,39.927083,0.0
2015-12-04,96,3.596875,6.1,329.75,13.739583,0.072917
2015-12-05,96,3.746875,5.6,320.0,13.333333,0.21875
2015-12-06,96,4.705208,8.5,810.0,33.75,0.229167
2015-12-07,96,5.714583,11.4,1047.0,43.625,0.135417
2015-12-08,96,5.635833,9.1,1069.25,44.552083,0.104167
2015-12-09,96,3.832292,8.0,483.75,20.15625,0.260417
2015-12-10,96,7.623958,11.9,2086.75,86.947917,0.208333
2015-12-11,96,7.655208,10.7,697.5,29.0625,0.020833
2015-12-12,96,2.446146,3.8,12.25,0.510417,0.833333
2015-12-13,96,8.868542,11.2,708.75,29.53125,0.0
2015-12-14,96,11.009375,15.8,1504.25,62.677083,0.0
2015-12-15,96,11.04375,14.7,1665.0,69.375,0.0
2015-12-16,96,4.14375,6.8,345.25,14.385417,0.239583
2015-12-17,96,5.45,10.1,879.75,36.65625,0.21875
2015-12-18,96,3.409375,5.3,152.25,6.34375,0.28125
2015-12-19,96,5.254167,7.8,884.0,36.833333,0.0
2015-12-20,96,4.63125,7.1,650.0,27.083333,0.145833
2015-12-21,96,4.984375,11.6,766.0,31.916667,0.208333
2015-12-22,96,3.445833,8.6,411.75,17.15625,0.395833
2015-12-23,96,3.5375,7.9,432.25,18.010417,0.447917
2015-12-24,96,3.538542,7.9,433.25,18.052083,0.427083
2015-12-25,96,10.172917,15.7,2177.25,90.71875,0.0
2015-12-26,96,10.036146,12.5,2510.75,104.614583,0.0
2015-12-27,96,4.29375,8.5,577.75,24.072917,0.208333
2015-12-28,96,4.297917,8.5,579.5,24.145833,0.208333
2015-12-29,96,9.563542,12.2,2359.75,98.322917,0.0
2015-12-30,96,4.51875,7.9,669.5,27.895833,0.03125
2015-12-31,96,5.905208,10.4,1014.75,42.28125,0.041667
