time_ms,pressure_mpa,target_mpa,inflow_mm3_per_ms,outflow_mm3_per_ms,relief_mm3_per_ms
50.0,98.617292,100.0,2.661246,0.0,0.0
51.0,97.680083,100.0,2.854647,19.841957,0.0
52.0,96.761355,100.0,3.03715,19.751716,0.0
53.0,96.934322,100.0,3.202611,0.0,0.0
54.0,97.115262,100.0,3.339735,0.0,0.0
55.0,97.302989,100.0,3.454072,0.0,0.0
56.0,97.49667,100.0,3.559888,0.0,0.0
57.0,97.694976,100.0,3.632215,0.0,0.0
58.0,97.896821,100.0,3.690671,0.0,0.0
59.0,98.10087,100.0,3.721584,0.0,0.0
60.0,98.305857,100.0,3.730302,0.0,0.0
61.0,98.51049,100.0,3.717224,0.0,0.0
62.0,98.713526,100.0,3.678187,0.0,0.0
63.0,98.913773,100.0,3.617353,0.0,0.0
64.0,99.109781,100.0,3.53492,0.0,0.0
65.0,99.300459,100.0,3.428708,0.0,0.0
66.0,99.484388,100.0,3.299311,0.0,0.0
67.0,99.660882,100.0,3.159016,0.0,0.0
68.0,99.828465,100.0,2.99197,0.0,0.0
69.0,99.986233,100.0,2.808279,0.0,0.0
70.0,100.132952,100.0,2.603583,0.0,0.0
71.0,100.267979,100.0,2.38343,0.0,0.0
72.0,100.390638,100.0,2.15555,0.0,0.0
73.0,100.499562,100.0,1.90726,0.0,0.0
74.0,100.594451,100.0,1.645693,0.0,0.0
75.0,100.674692,100.0,1.379172,0.0,0.0
76.0,100.739751,100.0,1.104923,0.0,0.0
77.0,100.789334,100.0,0.821955,0.0,0.0
78.0,100.822913,100.0,0.53324,0.0,0.0
79.0,100.840252,100.0,0.243535,0.0,0.0
80.0,100.842816,100.0,0.0,0.0,0.0
81.0,100.842816,100.0,0.0,0.0,0.0
82.0,100.842816,100.0,0.0,0.0,0.0
83.0,100.842816,100.0,0.0,0.0,0.0
84.0,100.842816,100.0,0.0,0.0,0.0
85.0,100.842816,100.0,0.0,0.0,0.0
86.0,100.842816,100.0,0.0,0.0,0.0
87.0,100.842816,100.0,0.0,0.0,0.0
88.0,100.842816,100.0,0.0,0.0,0.0
89.0,100.842816,100.0,0.0,0.0,0.0
90.0,100.842816,100.0,0.0,0.0,0.0
91.0,100.842816,100.0,0.0,0.0,0.0
92.0,100.842816,100.0,0.0,0.0,0.0
93.0,100.842816,100.0,0.0,0.0,0.0
94.0,100.842816,100.0,0.0,0.0,0.0
95.0,100.842816,100.0,0.0,0.0,0.0
96.0,100.842816,100.0,0.0,0.0,0.0
97.0,100.842816,100.0,0.0,0.0,0.0
98.0,100.842816,100.0,0.0,0.0,0.0
99.0,100.842816,100.0,0.0,0.0,0.0
100.0,100.842816,100.0,0.0,0.0,0.0
101.0,99.730385,100.0,0.0,20.048188,0.0
102.0,98.628525,100.0,0.0,19.941748,0.0
103.0,98.628525,100.0,0.0,0.0,0.0
104.0,98.628525,100.0,0.0,0.0,0.0
105.0,98.628525,100.0,0.0,0.0,0.0
106.0,98.628525,100.0,0.0,0.0,0.0
107.0,98.628525,100.0,0.0,0.0,0.0
108.0,98.628525,100.0,0.0,0.0,0.0
109.0,98.628525,100.0,0.0,0.0,0.0
110.0,98.628525,100.0,0.0,0.0,0.0
111.0,98.628525,100.0,0.0,0.0,0.0
112.0,98.628525,100.0,0.0,0.0,0.0
113.0,98.628525,100.0,0.0,0.0,0.0
114.0,98.628525,100.0,0.0,0.0,0.0
115.0,98.628525,100.0,0.0,0.0,0.0
116.0,98.628525,100.0,0.0,0.0,0.0
117.0,98.628525,100.0,0.0,0.0,0.0
118.0,98.628525,100.0,0.0,0.0,0.0
119.0,98.628525,100.0,0.0,0.0,0.0
120.0,98.630755,100.0,0.081024,0.0,0.0
121.0,98.647311,100.0,0.376163,0.0,0.0
122.0,98.679788,100.0,0.665868,0.0,0.0
123.0,98.728173,100.0,0.947167,0.0,0.0
124.0,98.791903,100.0,1.229823,0.0,0.0
125.0,98.870966,100.0,1.504072,0.0,0.0
126.0,98.964733,100.0,1.770593,0.0,0.0
127.0,99.072793,100.0,2.021657,0.0,0.0
128.0,99.194152,100.0,2.259362,0.0,0.0
129.0,99.328286,100.0,2.485146,0.0,0.0
130.0,99.474395,100.0,2.697456,0.0,0.0
131.0,99.631291,100.0,2.887686,0.0,0.0
132.0,99.79835,100.0,3.070189,0.0,0.0
133.0,99.974453,100.0,3.224637,0.0,0.0
134.0,100.158567,100.0,3.365641,0.0,0.0
135.0,100.349651,100.0,3.48343,0.0,0.0
136.0,100.546278,100.0,3.572288,0.0,0.0
137.0,100.747469,100.0,3.648578,0.0,0.0
138.0,100.951925,100.0,3.69404,0.0,0.0
139.0,101.158041,100.0,3.717224,0.0,0.0
140.0,101.364964,100.0,3.724952,0.0,0.0
141.0,101.571577,100.0,3.70788,0.0,0.0
142.0,101.776245,100.0,3.667174,0.0,0.0
143.0,101.977827,100.0,3.60365,0.0,0.0
144.0,101.611445,100.0,3.512894,0.0,20.219074
145.0,101.802707,100.0,3.406682,0.0,0.0
146.0,101.987119,100.0,3.277285,0.0,0.0
147.0,101.599968,100.0,3.125977,0.0,20.219007
148.0,101.766935,100.0,2.958931,0.0,0.0
149.0,101.923847,100.0,2.7687,0.0,0.0
150.0,102.069607,100.0,2.563014,0.0,0.0
151.0,100.517996,100.0,2.347106,20.117625,0.0
152.0,99.528395,100.0,2.111498,20.023094,0.0
153.0,99.634686,100.0,1.860433,0.0,0.0
154.0,99.726934,100.0,1.60164,0.0,0.0
155.0,99.804484,100.0,1.335119,0.0,0.0
156.0,99.866593,100.0,1.055604,0.0,0.0
157.0,99.91297,100.0,0.766889,0.0,0.0
158.0,99.943484,100.0,0.48146,0.0,0.0
159.0,99.957949,100.0,0.18946,0.0,0.0
160.0,99.959658,100.0,0.0,0.0,0.0
161.0,99.959658,100.0,0.0,0.0,0.0
162.0,99.959658,100.0,0.0,0.0,0.0
163.0,99.959658,100.0,0.0,0.0,0.0
164.0,99.959658,100.0,0.0,0.0,0.0
165.0,99.959658,100.0,0.0,0.0,0.0
166.0,99.959658,100.0,0.0,0.0,0.0
167.0,99.959658,100.0,0.0,0.0,0.0
168.0,99.959658,100.0,0.0,0.0,0.0
169.0,99.959658,100.0,0.0,0.0,0.0
170.0,99.959658,100.0,0.0,0.0,0.0
171.0,99.959658,100.0,0.0,0.0,0.0
172.0,99.959658,100.0,0.0,0.0,0.0
173.0,99.959658,100.0,0.0,0.0,0.0
174.0,99.959658,100.0,0.0,0.0,0.0
175.0,99.959658,100.0,0.0,0.0,0.0
176.0,99.959658,100.0,0.0,0.0,0.0
177.0,99.959658,100.0,0.0,0.0,0.0
178.0,99.959658,100.0,0.0,0.0,0.0
179.0,99.959658,100.0,0.0,0.0,0.0
180.0,99.959658,100.0,0.0,0.0,0.0
181.0,99.959658,100.0,0.0,0.0,0.0
182.0,99.959658,100.0,0.0,0.0,0.0
183.0,99.959658,100.0,0.0,0.0,0.0
184.0,99.959658,100.0,0.0,0.0,0.0
185.0,99.959658,100.0,0.0,0.0,0.0
186.0,99.959658,100.0,0.0,0.0,0.0
187.0,99.959658,100.0,0.0,0.0,0.0
188.0,99.959658,100.0,0.0,0.0,0.0
189.0,99.959658,100.0,0.0,0.0,0.0
190.0,99.959658,100.0,0.0,0.0,0.0
191.0,99.959658,100.0,0.0,0.0,0.0
192.0,99.959658,100.0,0.0,0.0,0.0
193.0,99.959658,100.0,0.0,0.0,0.0
194.0,99.959658,100.0,0.0,0.0,0.0
195.0,99.959658,100.0,0.0,0.0,0.0
196.0,99.959658,100.0,0.0,0.0,0.0
197.0,99.959658,100.0,0.0,0.0,0.0
198.0,99.959658,100.0,0.0,0.0,0.0
199.0,99.959658,100.0,0.0,0.0,0.0
200.0,99.963265,100.0,0.13051,0.0,0.0
201.0,98.878639,100.0,0.424803,19.964832,0.0
202.0,97.820055,100.0,0.713518,19.861321,0.0
203.0,97.871239,100.0,1.002232,0.0,0.0
204.0,97.937733,100.0,1.275491,0.0,0.0
205.0,98.01925,100.0,1.548749,0.0,0.0
206.0,98.115182,100.0,1.807282,0.0,0.0
207.0,98.225168,100.0,2.065709,0.0,0.0
208.0,98.348614,100.0,2.303665,0.0,0.0
209.0,98.484538,100.0,2.524808,0.0,0.0
210.0,98.632149,100.0,2.733894,0.0,0.0
211.0,98.790638,100.0,2.928454,0.0,0.0
212.0,98.958998,100.0,3.0955,0.0,0.0
213.0,99.136088,100.0,3.254391,0.0,0.0
214.0,99.321021,100.0,3.384351,0.0,0.0
215.0,99.512598,100.0,3.499282,0.0,0.0
216.0,99.709536,100.0,3.588483,0.0,0.0
217.0,99.910774,100.0,3.655399,0.0,0.0
218.0,100.114985,100.0,3.704969,0.0,0.0
219.0,100.32116,100.0,3.73268,0.0,0.0
220.0,100.52764,100.0,3.724952,0.0,0.0
221.0,100.733212,100.0,3.701768,0.0,0.0
222.0,100.93682,100.0,3.656161,0.0,0.0
223.0,101.137001,100.0,3.587599,0.0,0.0
224.0,101.332668,100.0,3.495852,0.0,0.0
225.0,101.522502,100.0,3.384656,0.0,0.0
226.0,101.705392,100.0,3.255259,0.0,0.0
227.0,101.880014,100.0,3.09495,0.0,0.0
228.0,102.045535,100.0,2.925892,0.0,0.0
229.0,101.637293,100.0,2.735631,0.0,0.0
230.0,101.781054,100.0,2.529975,0.0,0.0
231.0,101.91246,100.0,2.303054,0.0,0.0
232.0,102.030819,100.0,2.062659,0.0,0.0
233.0,101.572197,100.0,1.812586,0.0,0.0
234.0,101.662142,100.0,1.54986,0.0,0.0
235.0,101.737262,100.0,1.281525,0.0,0.0
236.0,101.796821,100.0,1.001362,0.0,0.0
237.0,101.840689,100.0,0.711824,0.0,0.0
238.0,101.868682,100.0,0.430838,0.0,0.0
239.0,101.880186,100.0,0.134395,0.0,0.0
240.0,101.880186,100.0,0.0,0.0,0.0
241.0,101.880186,100.0,0.0,0.0,0.0
242.0,101.880186,100.0,0.0,0.0,0.0
243.0,101.880186,100.0,0.0,0.0,0.0
244.0,101.880186,100.0,0.0,0.0,0.0
245.0,101.880186,100.0,0.0,0.0,0.0
246.0,101.880186,100.0,0.0,0.0,0.0
247.0,101.880186,100.0,0.0,0.0,0.0
248.0,101.880186,100.0,0.0,0.0,0.0
249.0,101.880186,100.0,0.0,0.0,0.0
250.0,101.880186,100.0,0.0,0.0,0.0
251.0,100.757851,100.0,0.0,20.146857,0.0
252.0,99.646229,100.0,0.0,20.040082,0.0
253.0,99.646229,100.0,0.0,0.0,0.0
254.0,99.646229,100.0,0.0,0.0,0.0
255.0,99.646229,100.0,0.0,0.0,0.0
256.0,99.646229,100.0,0.0,0.0,0.0
257.0,99.646229,100.0,0.0,0.0,0.0
258.0,99.646229,100.0,0.0,0.0,0.0
259.0,99.646229,100.0,0.0,0.0,0.0
260.0,99.646229,100.0,0.0,0.0,0.0
261.0,99.646229,100.0,0.0,0.0,0.0
262.0,99.646229,100.0,0.0,0.0,0.0
263.0,99.646229,100.0,0.0,0.0,0.0
264.0,99.646229,100.0,0.0,0.0,0.0
265.0,99.646229,100.0,0.0,0.0,0.0
266.0,99.646229,100.0,0.0,0.0,0.0
267.0,99.646229,100.0,0.0,0.0,0.0
268.0,99.646229,100.0,0.0,0.0,0.0
269.0,99.646229,100.0,0.0,0.0,0.0
270.0,99.646229,100.0,0.0,0.0,0.0
271.0,99.646229,100.0,0.0,0.0,0.0
272.0,99.646229,100.0,0.0,0.0,0.0
273.0,99.646229,100.0,0.0,0.0,0.0
274.0,99.646229,100.0,0.0,0.0,0.0
275.0,99.646229,100.0,0.0,0.0,0.0
276.0,99.646229,100.0,0.0,0.0,0.0
277.0,99.646229,100.0,0.0,0.0,0.0
278.0,99.646229,100.0,0.0,0.0,0.0
279.0,99.646229,100.0,0.0,0.0,0.0
280.0,99.652373,100.0,0.183426,0.0,0.0
281.0,99.674887,100.0,0.479723,0.0,0.0
282.0,99.713354,100.0,0.768583,0.0,0.0
283.0,99.767437,100.0,1.051406,0.0,0.0
284.0,99.837246,100.0,1.330556,0.0,0.0
285.0,99.922094,100.0,1.599904,0.0,0.0
286.0,100.021449,100.0,1.861616,0.0,0.0
287.0,100.134618,100.0,2.109761,0.0,0.0
288.0,100.260833,100.0,2.338579,0.0,0.0
289.0,100.399701,100.0,2.565522,0.0,0.0
290.0,100.550438,100.0,2.771262,0.0,0.0
291.0,100.711664,100.0,2.955799,0.0,0.0
292.0,100.882839,100.0,3.128539,0.0,0.0
293.0,101.062747,100.0,3.276417,0.0,0.0
294.0,101.25018,100.0,3.405813,0.0,0.0
295.0,101.443927,100.0,3.512025,0.0,0.0
296.0,101.643181,100.0,3.602042,0.0,0.0
297.0,101.846403,100.0,3.670353,0.0,0.0
298.0,102.052562,100.0,3.709496,0.0,0.0
299.0,101.696521,100.0,3.727185,0.0,0.0
300.0,101.903949,100.0,3.724952,0.0,0.0
301.0,100.987225,100.0,3.698254,20.158972,0.0
302.0,100.076062,100.0,3.650353,20.071724,0.0
303.0,100.274935,100.0,3.575054,0.0,0.0
304.0,100.469094,100.0,3.484298,0.0,0.0
305.0,100.657084,100.0,3.36263,0.0,0.0
306.0,100.837858,100.0,3.226945,0.0,0.0
307.0,101.010369,100.0,3.067627,0.0,0.0
308.0,101.173503,100.0,2.892853,0.0,0.0
309.0,101.326065,100.0,2.694894,0.0,0.0
310.0,101.467245,100.0,2.486883,0.0,0.0
311.0,101.59627,100.0,2.265396,0.0,0.0
312.0,101.71203,100.0,2.016009,0.0,0.0
313.0,101.814056,100.0,1.771681,0.0,0.0
314.0,101.901509,100.0,1.505808,0.0,0.0
315.0,101.973929,100.0,1.231559,0.0,0.0
316.0,101.467857,100.0,0.953202,0.0,20.212182
317.0,101.508821,100.0,0.664487,0.0,0.0
318.0,101.533579,100.0,0.370171,0.0,0.0
319.0,101.542284,100.0,0.081602,0.0,0.0
320.0,101.542284,100.0,0.0,0.0,0.0
321.0,101.542284,100.0,0.0,0.0,0.0
322.0,101.542284,100.0,0.0,0.0,0.0
323.0,101.542284,100.0,0.0,0.0,0.0
324.0,101.542284,100.0,0.0,0.0,0.0
325.0,101.542284,100.0,0.0,0.0,0.0
326.0,101.542284,100.0,0.0,0.0,0.0
327.0,101.542284,100.0,0.0,0.0,0.0
328.0,101.542284,100.0,0.0,0.0,0.0
329.0,101.542284,100.0,0.0,0.0,0.0
330.0,101.542284,100.0,0.0,0.0,0.0
331.0,101.542284,100.0,0.0,0.0,0.0
332.0,101.542284,100.0,0.0,0.0,0.0
333.0,101.542284,100.0,0.0,0.0,0.0
334.0,101.542284,100.0,0.0,0.0,0.0
335.0,101.542284,100.0,0.0,0.0,0.0
336.0,101.542284,100.0,0.0,0.0,0.0
337.0,101.542284,100.0,0.0,0.0,0.0
338.0,101.542284,100.0,0.0,0.0,0.0
339.0,101.542284,100.0,0.0,0.0,0.0
340.0,101.542284,100.0,0.0,0.0,0.0
341.0,101.542284,100.0,0.0,0.0,0.0
342.0,101.542284,100.0,0.0,0.0,0.0
343.0,101.542284,100.0,0.0,0.0,0.0
344.0,101.542284,100.0,0.0,0.0,0.0
345.0,101.542284,100.0,0.0,0.0,0.0
346.0,101.542284,100.0,0.0,0.0,0.0
347.0,101.542284,100.0,0.0,0.0,0.0
348.0,101.542284,100.0,0.0,0.0,0.0
349.0,101.542284,100.0,0.0,0.0,0.0
350.0,101.542284,100.0,0.0,0.0,0.0
351.0,100.423186,100.0,0.0,20.114779,0.0
352.0,99.314748,100.0,0.0,20.008114,0.0
353.0,99.314748,100.0,0.0,0.0,0.0
354.0,99.314748,100.0,0.0,0.0,0.0
355.0,99.314748,100.0,0.0,0.0,0.0
356.0,99.314748,100.0,0.0,0.0,0.0
357.0,99.314748,100.0,0.0,0.0,0.0
358.0,99.314748,100.0,0.0,0.0,0.0
359.0,99.314748,100.0,0.0,0.0,0.0
360.0,99.323923,100.0,0.238491,0.0,0.0
361.0,99.349132,100.0,0.527205,0.0,0.0
362.0,99.390515,100.0,0.823648,0.0,0.0
363.0,99.447318,100.0,1.098355,0.0,0.0
364.0,99.519575,100.0,1.377893,0.0,0.0
365.0,99.606766,100.0,1.643956,0.0,0.0
366.0,99.708703,100.0,1.910477,0.0,0.0
367.0,99.824332,100.0,2.153814,0.0,0.0
368.0,99.953159,100.0,2.389422,0.0,0.0
369.0,100.094209,100.0,2.606343,0.0,0.0
370.0,100.246612,100.0,2.804301,0.0,0.0
371.0,100.409506,100.0,2.988054,0.0,0.0
372.0,100.582074,100.0,3.15359,0.0,0.0
373.0,100.762999,100.0,3.298443,0.0,0.0
374.0,100.951621,100.0,3.427839,0.0,0.0
375.0,101.146522,100.0,3.534052,0.0,0.0
376.0,101.346271,100.0,3.617079,0.0,0.0
377.0,101.550004,100.0,3.678583,0.0,0.0
378.0,101.756077,100.0,3.711539,0.0,0.0
379.0,101.963376,100.0,3.726004,0.0,0.0
380.0,101.607522,100.0,3.724891,0.0,20.218136
381.0,101.813132,100.0,3.687241,0.0,0.0
382.0,102.016366,100.0,3.634135,0.0,0.0
383.0,101.6524,100.0,3.557845,0.0,0.0
384.0,101.846358,100.0,3.462272,0.0,0.0
385.0,102.034112,100.0,3.340604,0.0,0.0
386.0,101.650907,100.0,3.195751,0.0,0.0
387.0,101.822142,100.0,3.035442,0.0,0.0
388.0,101.983946,100.0,2.859814,0.0,0.0
389.0,101.571646,100.0,2.661855,0.0,20.21754
390.0,101.710834,100.0,2.44844,0.0,0.0
391.0,101.837514,100.0,2.21495,0.0,0.0
392.0,101.951133,100.0,1.979342,0.0,0.0
393.0,101.487632,100.0,1.72564,0.0,20.212016
394.0,101.572419,100.0,1.46011,0.0,0.0
395.0,101.642031,100.0,1.179123,0.0,0.0
396.0,101.696025,100.0,0.898137,0.0,0.0
397.0,101.733961,100.0,0.609422,0.0,0.0
398.0,101.755995,100.0,0.320708,0.0,0.0
399.0,101.762624,100.0,0.061825,0.0,0.0
400.0,101.762624,100.0,0.0,0.0,0.0
401.0,100.641416,100.0,0.0,20.135704,0.0
402.0,99.530903,100.0,0.0,20.028966,0.0
403.0,99.530903,100.0,0.0,0.0,0.0
404.0,99.530903,100.0,0.0,0.0,0.0
405.0,99.530903,100.0,0.0,0.0,0.0
406.0,99.530903,100.0,0.0,0.0,0.0
407.0,99.530903,100.0,0.0,0.0,0.0
408.0,99.530903,100.0,0.0,0.0,0.0
409.0,99.530903,100.0,0.0,0.0,0.0
410.0,99.530903,100.0,0.0,0.0,0.0
411.0,99.530903,100.0,0.0,0.0,0.0
412.0,99.530903,100.0,0.0,0.0,0.0
413.0,99.530903,100.0,0.0,0.0,0.0
414.0,99.530903,100.0,0.0,0.0,0.0
415.0,99.530903,100.0,0.0,0.0,0.0
416.0,99.530903,100.0,0.0,0.0,0.0
417.0,99.530903,100.0,0.0,0.0,0.0
418.0,99.530903,100.0,0.0,0.0,0.0
419.0,99.530903,100.0,0.0,0.0,0.0
420.0,99.530903,100.0,0.0,0.0,0.0
421.0,99.530903,100.0,0.0,0.0,0.0
422.0,99.530903,100.0,0.0,0.0,0.0
423.0,99.530903,100.0,0.0,0.0,0.0
424.0,99.530903,100.0,0.0,0.0,0.0
425.0,99.530903,100.0,0.0,0.0,0.0
426.0,99.530903,100.0,0.0,0.0,0.0
427.0,99.530903,100.0,0.0,0.0,0.0
428.0,99.530903,100.0,0.0,0.0,0.0
429.0,99.530903,100.0,0.0,0.0,0.0
430.0,99.530903,100.0,0.0,0.0,0.0
431.0,99.530903,100.0,0.0,0.0,0.0
432.0,99.530903,100.0,0.0,0.0,0.0
433.0,99.530903,100.0,0.0,0.0,0.0
434.0,99.530903,100.0,0.0,0.0,0.0
435.0,99.530903,100.0,0.0,0.0,0.0
436.0,99.530903,100.0,0.0,0.0,0.0
437.0,99.530903,100.0,0.0,0.0,0.0
438.0,99.530903,100.0,0.0,0.0,0.0
439.0,99.530903,100.0,0.0,0.0,0.0
440.0,99.542911,100.0,0.293556,0.0,0.0
441.0,99.571075,100.0,0.58227,0.0,0.0
442.0,99.615238,100.0,0.872989,0.0,0.0
443.0,99.675298,100.0,1.1597,0.0,0.0
444.0,99.750465,100.0,1.432958,0.0,0.0
445.0,99.84046,100.0,1.695736,0.0,0.0
446.0,99.944546,100.0,1.946801,0.0,0.0
447.0,100.06268,100.0,2.197096,0.0,0.0
448.0,100.193707,100.0,2.425967,0.0,0.0
449.0,100.336826,100.0,2.639382,0.0,0.0
450.0,100.491369,100.0,2.83734,0.0,0.0
451.0,99.546813,100.0,3.023036,20.02244,0.0
452.0,98.619678,100.0,3.182705,19.932388,0.0
453.0,98.801007,100.0,3.328197,0.0,0.0
454.0,98.989317,100.0,3.448303,0.0,0.0
455.0,99.183614,100.0,3.548349,0.0,0.0
456.0,99.382869,100.0,3.631796,0.0,0.0
457.0,99.585426,100.0,3.684902,0.0,0.0
458.0,99.790601,100.0,3.722552,0.0,0.0
459.0,99.996889,100.0,3.73268,0.0,0.0
460.0,100.202682,100.0,3.717224,0.0,0.0
461.0,100.407076,100.0,3.683956,0.0,0.0
462.0,100.608663,100.0,3.623122,0.0,0.0
463.0,100.806325,100.0,3.546458,0.0,0.0
464.0,100.998643,100.0,3.440246,0.0,0.0
465.0,101.184394,100.0,3.312457,0.0,0.0
466.0,101.362828,100.0,3.173725,0.0,0.0
467.0,101.532356,100.0,3.009277,0.0,0.0
468.0,101.692142,100.0,2.826775,0.0,0.0
469.0,101.841087,100.0,2.626659,0.0,0.0
470.0,101.978285,100.0,2.406507,0.0,0.0
471.0,101.539577,100.0,2.178626,0.0,20.215766
472.0,101.650409,100.0,1.93529,0.0,0.0
473.0,101.746963,100.0,1.670575,0.0,0.0
474.0,101.828921,100.0,1.405044,0.0,0.0
475.0,101.895645,100.0,1.127999,0.0,0.0
476.0,101.946935,100.0,0.8508,0.0,0.0
477.0,101.982123,100.0,0.562085,0.0,0.0
478.0,102.001147,100.0,0.266611,0.0,0.0
479.0,101.441426,100.0,0.0,0.0,0.0
480.0,101.441426,100.0,0.0,0.0,0.0
481.0,101.441426,100.0,0.0,0.0,0.0
482.0,101.441426,100.0,0.0,0.0,0.0
483.0,101.441426,100.0,0.0,0.0,0.0
484.0,101.441426,100.0,0.0,0.0,0.0
485.0,101.441426,100.0,0.0,0.0,0.0
486.0,101.441426,100.0,0.0,0.0,0.0
487.0,101.441426,100.0,0.0,0.0,0.0
488.0,101.441426,100.0,0.0,0.0,0.0
489.0,101.441426,100.0,0.0,0.0,0.0
490.0,101.441426,100.0,0.0,0.0,0.0
491.0,101.441426,100.0,0.0,0.0,0.0
492.0,101.441426,100.0,0.0,0.0,0.0
493.0,101.441426,100.0,0.0,0.0,0.0
494.0,101.441426,100.0,0.0,0.0,0.0
495.0,101.441426,100.0,0.0,0.0,0.0
496.0,101.441426,100.0,0.0,0.0,0.0
497.0,101.441426,100.0,0.0,0.0,0.0
498.0,101.441426,100.0,0.0,0.0,0.0
499.0,101.441426,100.0,0.0,0.0,0.0
500.0,101.441426,100.0,0.0,0.0,0.0
501.0,100.323289,100.0,0.0,20.105193,0.0
502.0,99.215802,100.0,0.0,19.99856,0.0
503.0,99.215802,100.0,0.0,0.0,0.0
504.0,99.215802,100.0,0.0,0.0,0.0
505.0,99.215802,100.0,0.0,0.0,0.0
506.0,99.215802,100.0,0.0,0.0,0.0
507.0,99.215802,100.0,0.0,0.0,0.0
508.0,99.215802,100.0,0.0,0.0,0.0
509.0,99.215802,100.0,0.0,0.0,0.0
510.0,99.215802,100.0,0.0,0.0,0.0
511.0,99.215802,100.0,0.0,0.0,0.0
512.0,99.215802,100.0,0.0,0.0,0.0
513.0,99.215802,100.0,0.0,0.0,0.0
514.0,99.215802,100.0,0.0,0.0,0.0
515.0,99.215802,100.0,0.0,0.0,0.0
516.0,99.215802,100.0,0.0,0.0,0.0
517.0,99.215802,100.0,0.0,0.0,0.0
518.0,99.215802,100.0,0.0,0.0,0.0
519.0,99.21724,100.0,0.052178,0.0,0.0
520.0,99.232274,100.0,0.348621,0.0,0.0
521.0,99.263368,100.0,0.637336,0.0,0.0
522.0,99.310256,100.0,0.918322,0.0,0.0
523.0,99.372837,100.0,1.206746,0.0,0.0
524.0,99.450773,100.0,1.480995,0.0,0.0
525.0,99.543401,100.0,1.745825,0.0,0.0
526.0,99.65026,100.0,1.995899,0.0,0.0
527.0,99.77052,100.0,2.23419,0.0,0.0
528.0,99.90352,100.0,2.46207,0.0,0.0
529.0,100.048809,100.0,2.680149,0.0,0.0
530.0,100.205055,100.0,2.870379,0.0,0.0
531.0,100.371497,100.0,3.052882,0.0,0.0
532.0,100.547325,100.0,3.213099,0.0,0.0
533.0,100.731097,100.0,3.350223,0.0,0.0
534.0,100.921879,100.0,3.469011,0.0,0.0
535.0,101.118453,100.0,3.566519,0.0,0.0
536.0,101.319586,100.0,3.637947,0.0,0.0
537.0,101.524341,100.0,3.69404,0.0,0.0
538.0,101.73091,100.0,3.717224,0.0,0.0
539.0,101.938293,100.0,3.725058,0.0,0.0
540.0,101.582325,100.0,3.717224,0.0,20.215754
541.0,101.787323,100.0,3.672943,0.0,0.0
542.0,101.989382,100.0,3.612109,0.0,0.0
