sample,true_label,cluster,pc1,pc2,pred_prob_1
212,0,0,-2.088724,0.450776,0.00175
213,0,0,-2.24837,0.704806,0.001585
214,0,0,-2.088682,0.450775,0.00175
215,0,0,-2.248083,0.704385,0.001586
216,0,0,-2.277654,0.744801,0.001555
217,0,0,-1.882982,0.124129,0.001989
218,0,0,-1.489746,-0.503265,0.002536
219,0,0,-2.050722,0.390234,0.001792
220,0,0,-1.965767,0.254922,0.001889
221,0,0,-2.048427,0.386762,0.001794
222,0,0,-1.498152,-0.497072,0.002519
223,0,0,-1.489623,-0.503269,0.002536
224,0,0,-1.965726,0.254921,0.001889
225,0,0,-3.851038,3.245016,0.000585
226,0,0,-2.464867,1.04296,0.001384
227,0,0,-2.291249,0.765909,0.001541
228,0,0,-1.485404,-0.515192,0.002539
229,0,0,-2.165777,0.573213,0.001668
230,0,0,-2.165777,0.573213,0.001668
231,0,0,-2.165777,0.573213,0.001668
232,0,0,-1.413832,-0.626522,0.002656
233,0,0,-1.498691,-0.488008,0.002522
234,0,0,-1.554085,-0.406285,0.002433
235,0,0,-1.554085,-0.406285,0.002433
236,0,0,-1.554085,-0.406285,0.002433
237,0,0,-1.554085,-0.406285,0.002433
238,0,0,-1.554085,-0.406285,0.002433
239,0,0,-1.150942,-1.047754,0.003123
240,0,0,-2.119825,0.492967,0.001713
