medicine_id,height_mm,type_id,spacing_mm,redundancy_mm
259,60,4,69.0,5.0
260,62,4,69.0,3.0
261,60,4,69.0,5.0
262,60,4,69.0,5.0
263,60,4,69.0,5.0
264,62,4,69.0,3.0
265,62,4,69.0,3.0
266,83,8,90.0,3.0
267,63,4,69.0,2.0
268,65,4,69.0,0.0
269,72,6,80.0,4.0
270,82,8,90.0,4.0
271,41,2,48.0,3.0
272,68,5,75.0,3.0
273,40,2,48.0,4.0
274,60,4,69.0,5.0
275,77,7,85.0,4.0
276,40,2,48.0,4.0
277,71,6,80.0,5.0
278,65,4,69.0,0.0
279,67,5,75.0,4.0
280,70,5,75.0,1.0
281,75,6,80.0,1.0
282,76,6,80.0,0.0
283,70,5,75.0,1.0
284,76,6,80.0,0.0
285,62,4,69.0,3.0
286,62,4,69.0,3.0
287,62,4,69.0,3.0
288,61,4,69.0,4.0
289,40,2,48.0,4.0
290,56,4,69.0,9.0
291,70,5,75.0,1.0
292,57,4,69.0,8.0
293,60,4,69.0,5.0
294,47,3,59.0,8.0
295,36,1,42.0,2.0
296,81,7,85.0,0.0
297,31,1,42.0,7.0
298,50,3,59.0,5.0
299,66,5,75.0,5.0
300,39,2,48.0,5.0
301,69,5,75.0,2.0
302,72,6,80.0,4.0
303,67,5,75.0,4.0
304,37,1,42.0,1.0
305,71,6,80.0,5.0
306,50,3,59.0,5.0
307,44,2,48.0,0.0
308,60,4,69.0,5.0
309,72,6,80.0,4.0
310,77,7,85.0,4.0
311,65,4,69.0,0.0
312,67,5,75.0,4.0
313,32,1,42.0,6.0
314,61,4,69.0,4.0
315,70,5,75.0,1.0
316,67,5,75.0,4.0
317,68,5,75.0,3.0
318,70,5,75.0,1.0
319,60,4,69.0,5.0
320,72,6,80.0,4.0
321,53,3,59.0,2.0
322,30,1,42.0,8.0
323,35,1,42.0,3.0
324,37,1,42.0,1.0
325,36,1,42.0,2.0
326,66,5,75.0,5.0
327,77,7,85.0,4.0
328,33,1,42.0,5.0
329,60,4,69.0,5.0
330,41,2,48.0,3.0
331,78,7,85.0,3.0
332,63,4,69.0,2.0
333,73,6,80.0,3.0
334,74,6,80.0,2.0
335,74,6,80.0,2.0
336,56,4,69.0,9.0
337,31,1,42.0,7.0
338,55,3,59.0,0.0
339,35,1,42.0,3.0
340,50,3,59.0,5.0
341,40,2,48.0,4.0
342,86,8,90.0,0.0
343,78,7,85.0,3.0
344,57,4,69.0,8.0
345,50,3,59.0,5.0
346,47,3,59.0,8.0
347,82,8,90.0,4.0
348,66,5,75.0,5.0
349,42,2,48.0,2.0
350,47,3,59.0,8.0
351,75,6,80.0,1.0
352,90,9,115.0,21.0
353,62,4,69.0,3.0
354,78,7,85.0,3.0
355,47,3,59.0,8.0
356,37,1,42.0,1.0
357,69,5,75.0,2.0
358,41,2,48.0,3.0
359,36,1,42.0,2.0
360,47,3,59.0,8.0
361,49,3,59.0,6.0
362,60,4,69.0,5.0
363,60,4,69.0,5.0
364,55,3,59.0,0.0
365,66,5,75.0,5.0
366,31,1,42.0,7.0
367,77,7,85.0,4.0
368,81,7,85.0,0.0
369,71,6,80.0,5.0
370,70,5,75.0,1.0
371,66,5,75.0,5.0
372,71,6,80.0,5.0
373,77,7,85.0,4.0
374,76,6,80.0,0.0
375,45,3,59.0,10.0
376,48,3,59.0,7.0
377,86,8,90.0,0.0
378,75,6,80.0,1.0
379,75,6,80.0,1.0
380,82,8,90.0,4.0
381,70,5,75.0,1.0
382,96,9,115.0,15.0
383,38,2,48.0,6.0
384,68,5,75.0,3.0
385,48,3,59.0,7.0
386,41,2,48.0,3.0
387,40,2,48.0,4.0
388,52,3,59.0,3.0
389,42,2,48.0,2.0
390,82,8,90.0,4.0
391,53,3,59.0,2.0
392,62,4,69.0,3.0
393,80,7,85.0,1.0
394,50,3,59.0,5.0
395,47,3,59.0,8.0
396,66,5,75.0,5.0
397,39,2,48.0,5.0
398,56,4,69.0,9.0
399,45,3,59.0,10.0
400,43,2,48.0,1.0
401,72,6,80.0,4.0
402,67,5,75.0,4.0
403,80,7,85.0,1.0
404,48,3,59.0,7.0
405,57,4,69.0,8.0
406,50,3,59.0,5.0
407,56,4,69.0,9.0
408,80,7,85.0,1.0
409,37,1,42.0,1.0
410,37,1,42.0,1.0
411,50,3,59.0,5.0
412,45,3,59.0,10.0
413,82,8,90.0,4.0
414,62,4,69.0,3.0
415,76,6,80.0,0.0
416,76,6,80.0,0.0
417,45,3,59.0,10.0
418,46,3,59.0,9.0
419,43,2,48.0,1.0
420,31,1,42.0,7.0
421,38,2,48.0,6.0
422,50,3,59.0,5.0
423,37,1,42.0,1.0
424,71,6,80.0,5.0
425,32,1,42.0,6.0
426,65,4,69.0,0.0
427,52,3,59.0,3.0
428,64,4,69.0,1.0
429,40,2,48.0,4.0
430,40,2,48.0,4.0
431,44,2,48.0,0.0
432,65,4,69.0,0.0
433,43,2,48.0,1.0
434,60,4,69.0,5.0
435,60,4,69.0,5.0
436,72,6,80.0,4.0
437,46,3,59.0,9.0
438,46,3,59.0,9.0
439,61,4,69.0,4.0
440,31,1,42.0,7.0
441,65,4,69.0,0.0
442,46,3,59.0,9.0
443,65,4,69.0,0.0
444,67,5,75.0,4.0
445,66,5,75.0,5.0
446,53,3,59.0,2.0
447,35,1,42.0,3.0
448,32,1,42.0,6.0
449,31,1,42.0,7.0
450,65,4,69.0,0.0
451,39,2,48.0,5.0
452,60,4,69.0,5.0
453,32,1,42.0,6.0
454,61,4,69.0,4.0
455,43,2,48.0,1.0
456,66,5,75.0,5.0
457,62,4,69.0,3.0
458,62,4,69.0,3.0
459,76,6,80.0,0.0
460,66,5,75.0,5.0
461,44,2,48.0,0.0
462,38,2,48.0,6.0
463,69,5,75.0,2.0
464,57,4,69.0,8.0
465,72,6,80.0,4.0
466,79,7,85.0,2.0
467,50,3,59.0,5.0
468,33,1,42.0,5.0
469,57,4,69.0,8.0
470,60,4,69.0,5.0
471,64,4,69.0,1.0
472,62,4,69.0,3.0
473,76,6,80.0,0.0
474,55,3,59.0,0.0
475,55,3,59.0,0.0
476,46,3,59.0,9.0
477,49,3,59.0,6.0
478,74,6,80.0,2.0
479,49,3,59.0,6.0
480,75,6,80.0,1.0
481,75,6,80.0,1.0
482,35,1,42.0,3.0
483,37,1,42.0,1.0
484,43,2,48.0,1.0
485,65,4,69.0,0.0
486,46,3,59.0,9.0
487,43,2,48.0,1.0
488,31,1,42.0,7.0
489,80,7,85.0,1.0
490,70,5,75.0,1.0
491,60,4,69.0,5.0
492,45,3,59.0,10.0
493,34,1,42.0,4.0
494,61,4,69.0,4.0
495,31,1,42.0,7.0
496,32,1,42.0,6.0
497,52,3,59.0,3.0
498,82,8,90.0,4.0
499,90,9,115.0,21.0
500,55,3,59.0,0.0
501,45,3,59.0,10.0
502,61,4,69.0,4.0
503,52,3,59.0,3.0
504,79,7,85.0,2.0
505,71,6,80.0,5.0
506,73,6,80.0,3.0
507,68,5,75.0,3.0
508,49,3,59.0,6.0
509,77,7,85.0,4.0
510,60,4,69.0,5.0
511,51,3,59.0,4.0
512,44,2,48.0,0.0
513,31,1,42.0,7.0
514,46,3,59.0,9.0
515,70,5,75.0,1.0
516,70,5,75.0,1.0
517,31,1,42.0,7.0
518,72,6,80.0,4.0
519,47,3,59.0,8.0
520,45,3,59.0,10.0
521,78,7,85.0,3.0
522,47,3,59.0,8.0
523,81,7,85.0,0.0
524,78,7,85.0,3.0
525,51,3,59.0,4.0
526,31,1,42.0,7.0
527,56,4,69.0,9.0
528,69,5,75.0,2.0
529,45,3,59.0,10.0
530,67,5,75.0,4.0
531,47,3,59.0,8.0
532,48,3,59.0,7.0
533,47,3,59.0,8.0
534,48,3,59.0,7.0
535,48,3,59.0,7.0
536,47,3,59.0,8.0
537,57,4,69.0,8.0
538,36,1,42.0,2.0
539,62,4,69.0,3.0
540,69,5,75.0,2.0
541,71,6,80.0,5.0
542,32,1,42.0,6.0
543,73,6,80.0,3.0
544,31,1,42.0,7.0
545,54,3,59.0,1.0
546,77,7,85.0,4.0
547,49,3,59.0,6.0
548,70,5,75.0,1.0
549,71,6,80.0,5.0
550,70,5,75.0,1.0
551,62,4,69.0,3.0
552,63,4,69.0,2.0
553,43,2,48.0,1.0
554,29,1,42.0,9.0
555,62,4,69.0,3.0
556,72,6,80.0,4.0
557,50,3,59.0,5.0
558,47,3,59.0,8.0
559,60,4,69.0,5.0
560,65,4,69.0,0.0
561,65,4,69.0,0.0
562,67,5,75.0,4.0
563,65,4,69.0,0.0
564,55,3,59.0,0.0
565,50,3,59.0,5.0
566,34,1,42.0,4.0
567,79,7,85.0,2.0
568,38,2,48.0,6.0
569,67,5,75.0,4.0
570,46,3,59.0,9.0
571,46,3,59.0,9.0
572,69,5,75.0,2.0
573,45,3,59.0,10.0
574,52,3,59.0,3.0
575,66,5,75.0,5.0
576,44,2,48.0,0.0
577,53,3,59.0,2.0
578,66,5,75.0,5.0
579,64,4,69.0,1.0
580,80,7,85.0,1.0
581,35,1,42.0,3.0
582,75,6,80.0,1.0
583,66,5,75.0,5.0
584,86,8,90.0,0.0
585,40,2,48.0,4.0
586,65,4,69.0,0.0
587,42,2,48.0,2.0
588,96,9,115.0,15.0
589,40,2,48.0,4.0
590,70,5,75.0,1.0
591,92,9,115.0,19.0
592,112,10,129.0,13.0
593,72,6,80.0,4.0
594,50,3,59.0,5.0
595,68,5,75.0,3.0
596,63,4,69.0,2.0
597,71,6,80.0,5.0
598,38,2,48.0,6.0
599,60,4,69.0,5.0
600,51,3,59.0,4.0
601,62,4,69.0,3.0
602,47,3,59.0,8.0
603,76,6,80.0,0.0
604,86,8,90.0,0.0
605,68,5,75.0,3.0
606,32,1,42.0,6.0
607,35,1,42.0,3.0
608,66,5,75.0,5.0
609,62,4,69.0,3.0
610,56,4,69.0,9.0
611,83,8,90.0,3.0
612,47,3,59.0,8.0
613,40,2,48.0,4.0
614,41,2,48.0,3.0
615,43,2,48.0,1.0
616,79,7,85.0,2.0
617,57,4,69.0,8.0
618,60,4,69.0,5.0
619,51,3,59.0,4.0
620,72,6,80.0,4.0
621,64,4,69.0,1.0
622,71,6,80.0,5.0
623,64,4,69.0,1.0
624,67,5,75.0,4.0
625,81,7,85.0,0.0
626,76,6,80.0,0.0
627,77,7,85.0,4.0
628,61,4,69.0,4.0
629,38,2,48.0,6.0
630,35,1,42.0,3.0
631,72,6,80.0,4.0
632,77,7,85.0,4.0
633,110,9,115.0,1.0
634,44,2,48.0,0.0
635,70,5,75.0,1.0
636,47,3,59.0,8.0
637,70,5,75.0,1.0
638,56,4,69.0,9.0
639,52,3,59.0,3.0
640,45,3,59.0,10.0
641,66,5,75.0,5.0
642,39,2,48.0,5.0
643,51,3,59.0,4.0
644,31,1,42.0,7.0
645,44,2,48.0,0.0
646,43,2,48.0,1.0
647,66,5,75.0,5.0
648,75,6,80.0,1.0
649,43,2,48.0,1.0
650,78,7,85.0,3.0
651,65,4,69.0,0.0
652,77,7,85.0,4.0
653,81,7,85.0,0.0
654,76,6,80.0,0.0
655,68,5,75.0,3.0
656,51,3,59.0,4.0
657,33,1,42.0,5.0
658,38,2,48.0,6.0
659,32,1,42.0,6.0
660,39,2,48.0,5.0
661,61,4,69.0,4.0
662,75,6,80.0,1.0
663,77,7,85.0,4.0
664,78,7,85.0,3.0
665,67,5,75.0,4.0
666,35,1,42.0,3.0
667,69,5,75.0,2.0
668,100,9,115.0,11.0
669,100,9,115.0,11.0
670,79,7,85.0,2.0
671,37,1,42.0,1.0
672,39,2,48.0,5.0
673,62,4,69.0,3.0
674,61,4,69.0,4.0
675,73,6,80.0,3.0
676,61,4,69.0,4.0
677,56,4,69.0,9.0
678,38,2,48.0,6.0
679,57,4,69.0,8.0
680,61,4,69.0,4.0
681,81,7,85.0,0.0
682,62,4,69.0,3.0
683,101,9,115.0,10.0
684,71,6,80.0,5.0
685,66,5,75.0,5.0
686,66,5,75.0,5.0
687,66,5,75.0,5.0
688,40,2,48.0,4.0
689,36,1,42.0,2.0
690,48,3,59.0,7.0
691,31,1,42.0,7.0
692,31,1,42.0,7.0
693,31,1,42.0,7.0
694,31,1,42.0,7.0
695,31,1,42.0,7.0
696,55,3,59.0,0.0
697,52,3,59.0,3.0
698,57,4,69.0,8.0
699,77,7,85.0,4.0
700,64,4,69.0,1.0
701,51,3,59.0,4.0
702,56,4,69.0,9.0
703,45,3,59.0,10.0
704,61,4,69.0,4.0
705,79,7,85.0,2.0
706,76,6,80.0,0.0
707,67,5,75.0,4.0
708,37,1,42.0,1.0
709,47,3,59.0,8.0
710,73,6,80.0,3.0
711,55,3,59.0,0.0
712,60,4,69.0,5.0
713,61,4,69.0,4.0
714,66,5,75.0,5.0
715,61,4,69.0,4.0
716,80,7,85.0,1.0
717,58,4,69.0,7.0
718,70,5,75.0,1.0
719,53,3,59.0,2.0
720,56,4,69.0,9.0
721,82,8,90.0,4.0
722,87,9,115.0,24.0
723,86,8,90.0,0.0
724,66,5,75.0,5.0
725,79,7,85.0,2.0
726,60,4,69.0,5.0
727,66,5,75.0,5.0
728,81,7,85.0,0.0
729,41,2,48.0,3.0
730,82,8,90.0,4.0
731,55,3,59.0,0.0
732,65,4,69.0,0.0
733,68,5,75.0,3.0
734,70,5,75.0,1.0
735,70,5,75.0,1.0
736,48,3,59.0,7.0
737,77,7,85.0,4.0
738,76,6,80.0,0.0
739,89,9,115.0,22.0
740,82,8,90.0,4.0
741,80,7,85.0,1.0
742,82,8,90.0,4.0
743,70,5,75.0,1.0
744,75,6,80.0,1.0
745,81,7,85.0,0.0
746,67,5,75.0,4.0
747,41,2,48.0,3.0
748,39,2,48.0,5.0
749,42,2,48.0,2.0
750,121,10,129.0,4.0
751,76,6,80.0,0.0
752,81,7,85.0,0.0
753,72,6,80.0,4.0
754,61,4,69.0,4.0
755,80,7,85.0,1.0
756,37,1,42.0,1.0
757,45,3,59.0,10.0
758,76,6,80.0,0.0
759,45,3,59.0,10.0
760,50,3,59.0,5.0
761,71,6,80.0,5.0
762,30,1,42.0,8.0
763,50,3,59.0,5.0
764,82,8,90.0,4.0
765,82,8,90.0,4.0
766,77,7,85.0,4.0
767,42,2,48.0,2.0
768,75,6,80.0,1.0
769,74,6,80.0,2.0
770,70,5,75.0,1.0
771,72,6,80.0,4.0
772,46,3,59.0,9.0
773,68,5,75.0,3.0
774,100,9,115.0,11.0
775,71,6,80.0,5.0
776,87,9,115.0,24.0
777,92,9,115.0,19.0
778,72,6,80.0,4.0
779,67,5,75.0,4.0
780,61,4,69.0,4.0
781,70,5,75.0,1.0
782,34,1,42.0,4.0
783,93,9,115.0,18.0
784,58,4,69.0,7.0
785,43,2,48.0,1.0
786,73,6,80.0,3.0
787,80,7,85.0,1.0
788,72,6,80.0,4.0
789,45,3,59.0,10.0
790,70,5,75.0,1.0
791,70,5,75.0,1.0
792,70,5,75.0,1.0
793,82,8,90.0,4.0
794,93,9,115.0,18.0
795,83,8,90.0,3.0
796,83,8,90.0,3.0
797,61,4,69.0,4.0
798,70,5,75.0,1.0
799,46,3,59.0,9.0
800,45,3,59.0,10.0
801,66,5,75.0,5.0
802,36,1,42.0,2.0
803,32,1,42.0,6.0
804,52,3,59.0,3.0
805,45,3,59.0,10.0
806,66,5,75.0,5.0
807,50,3,59.0,5.0
808,47,3,59.0,8.0
809,36,1,42.0,2.0
810,39,2,48.0,5.0
811,39,2,48.0,5.0
812,42,2,48.0,2.0
813,52,3,59.0,3.0
814,46,3,59.0,9.0
815,107,9,115.0,4.0
816,71,6,80.0,5.0
817,39,2,48.0,5.0
818,36,1,42.0,2.0
819,39,2,48.0,5.0
820,41,2,48.0,3.0
821,71,6,80.0,5.0
822,45,3,59.0,10.0
823,71,6,80.0,5.0
824,41,2,48.0,3.0
825,44,2,48.0,0.0
826,62,4,69.0,3.0
827,61,4,69.0,4.0
828,65,4,69.0,0.0
829,79,7,85.0,2.0
830,47,3,59.0,8.0
831,68,5,75.0,3.0
832,71,6,80.0,5.0
833,72,6,80.0,4.0
834,72,6,80.0,4.0
835,93,9,115.0,18.0
836,44,2,48.0,0.0
837,82,8,90.0,4.0
838,82,8,90.0,4.0
839,76,6,80.0,0.0
840,55,3,59.0,0.0
841,77,7,85.0,4.0
842,43,2,48.0,1.0
843,48,3,59.0,7.0
844,90,9,115.0,21.0
845,35,1,42.0,3.0
846,82,8,90.0,4.0
847,62,4,69.0,3.0
848,62,4,69.0,3.0
849,35,1,42.0,3.0
850,71,6,80.0,5.0
851,75,6,80.0,1.0
852,40,2,48.0,4.0
853,69,5,75.0,2.0
854,41,2,48.0,3.0
855,70,5,75.0,1.0
856,64,4,69.0,1.0
857,62,4,69.0,3.0
858,41,2,48.0,3.0
859,41,2,48.0,3.0
860,40,2,48.0,4.0
861,69,5,75.0,2.0
862,112,10,129.0,13.0
863,72,6,80.0,4.0
864,65,4,69.0,0.0
865,45,3,59.0,10.0
866,60,4,69.0,5.0
867,65,4,69.0,0.0
868,42,2,48.0,2.0
869,71,6,80.0,5.0
870,56,4,69.0,9.0
871,63,4,69.0,2.0
872,66,5,75.0,5.0
873,35,1,42.0,3.0
874,64,4,69.0,1.0
875,65,4,69.0,0.0
876,67,5,75.0,4.0
877,74,6,80.0,2.0
878,71,6,80.0,5.0
879,72,6,80.0,4.0
880,71,6,80.0,5.0
881,46,3,59.0,9.0
882,31,1,42.0,7.0
883,76,6,80.0,0.0
884,51,3,59.0,4.0
885,38,2,48.0,6.0
886,67,5,75.0,4.0
887,81,7,85.0,0.0
888,81,7,85.0,0.0
889,70,5,75.0,1.0
890,77,7,85.0,4.0
891,70,5,75.0,1.0
892,56,4,69.0,9.0
893,65,4,69.0,0.0
894,58,4,69.0,7.0
895,67,5,75.0,4.0
896,92,9,115.0,19.0
897,43,2,48.0,1.0
898,43,2,48.0,1.0
899,67,5,75.0,4.0
900,51,3,59.0,4.0
901,47,3,59.0,8.0
902,80,7,85.0,1.0
903,47,3,59.0,8.0
904,40,2,48.0,4.0
905,67,5,75.0,4.0
906,51,3,59.0,4.0
907,40,2,48.0,4.0
908,50,3,59.0,5.0
909,61,4,69.0,4.0
910,31,1,42.0,7.0
911,30,1,42.0,8.0
912,32,1,42.0,6.0
913,61,4,69.0,4.0
914,50,3,59.0,5.0
915,120,10,129.0,5.0
916,59,4,69.0,6.0
917,71,6,80.0,5.0
918,48,3,59.0,7.0
919,31,1,42.0,7.0
920,51,3,59.0,4.0
921,72,6,80.0,4.0
922,46,3,59.0,9.0
923,55,3,59.0,0.0
924,81,7,85.0,0.0
925,83,8,90.0,3.0
926,77,7,85.0,4.0
927,55,3,59.0,0.0
928,61,4,69.0,4.0
929,65,4,69.0,0.0
930,67,5,75.0,4.0
931,76,6,80.0,0.0
932,43,2,48.0,1.0
933,43,2,48.0,1.0
934,71,6,80.0,5.0
935,45,3,59.0,10.0
936,76,6,80.0,0.0
937,47,3,59.0,8.0
938,45,3,59.0,10.0
939,68,5,75.0,3.0
940,53,3,59.0,2.0
941,41,2,48.0,3.0
942,50,3,59.0,5.0
943,51,3,59.0,4.0
944,46,3,59.0,9.0
945,46,3,59.0,9.0
946,55,3,59.0,0.0
947,56,4,69.0,9.0
948,50,3,59.0,5.0
949,83,8,90.0,3.0
950,60,4,69.0,5.0
951,60,4,69.0,5.0
952,66,5,75.0,5.0
953,52,3,59.0,3.0
954,46,3,59.0,9.0
955,50,3,59.0,5.0
956,45,3,59.0,10.0
957,60,4,69.0,5.0
958,61,4,69.0,4.0
959,45,3,59.0,10.0
960,73,6,80.0,3.0
961,84,8,90.0,2.0
962,60,4,69.0,5.0
963,53,3,59.0,2.0
964,47,3,59.0,8.0
965,44,2,48.0,0.0
966,41,2,48.0,3.0
967,68,5,75.0,3.0
968,35,1,42.0,3.0
969,64,4,69.0,1.0
970,63,4,69.0,2.0
971,110,9,115.0,1.0
972,87,9,115.0,24.0
973,51,3,59.0,4.0
974,48,3,59.0,7.0
975,60,4,69.0,5.0
976,70,5,75.0,1.0
977,31,1,42.0,7.0
978,66,5,75.0,5.0
979,39,2,48.0,5.0
980,90,9,115.0,21.0
981,36,1,42.0,2.0
982,50,3,59.0,5.0
983,35,1,42.0,3.0
984,31,1,42.0,7.0
985,41,2,48.0,3.0
986,29,1,42.0,9.0
987,65,4,69.0,0.0
988,35,1,42.0,3.0
989,39,2,48.0,5.0
990,70,5,75.0,1.0
991,69,5,75.0,2.0
992,51,3,59.0,4.0
993,38,2,48.0,6.0
994,47,3,59.0,8.0
995,45,3,59.0,10.0
