week,supplier_id,material,transporter,transport_volume_m3,loss_rate_pct,expected_received_m3
1,S374,C,T6,551.200392,0.0106,551.141964
1,S037,C,T6,0.058427,0.0106,0.058421
2,S229,A,T3,1574.55,0.0,1574.55
2,S275,A,T3,708.75,0.0,708.75
2,S329,A,T3,676.0,0.0,676.0
2,S282,A,T3,994.55,0.0,994.55
2,S352,A,T3,525.6,0.0,525.6
2,S143,A,T3,433.45,0.0,433.45
2,S266,A,T3,27.55,0.0,27.55
2,S123,A,T3,28.0,0.0,28.0
2,S348,A,T3,347.372745,0.0,347.372745
2,S189,A,T3,2.453642,0.0,2.453642
2,S307,A,T3,374.25,0.0,374.25
2,S395,A,T3,213.521959,0.0,213.521959
2,S005,A,T3,79.0,0.0,79.0
2,S007,A,T3,14.951654,0.0,14.951654
2,S007,A,T4,14.631679,0.0,14.631679
2,S108,B,T4,1003.958333,0.0,1003.958333
2,S340,B,T4,830.1,0.0,830.1
2,S131,B,T4,676.35,0.0,676.35
2,S140,B,T4,1285.0,0.0,1285.0
2,S308,B,T4,570.825,0.0,570.825
2,S330,B,T4,569.383333,0.0,569.383333
2,S031,B,T4,179.55,0.0,179.55
2,S346,B,T4,99.0,0.0,99.0
2,S040,B,T4,132.9375,0.0,132.9375
2,S139,B,T4,638.264155,0.0,638.264155
2,S139,B,T5,17.360845,0.0,17.360845
2,S367,B,T5,148.2,0.0,148.2
2,S364,B,T5,121.020833,0.0,121.020833
2,S361,C,T5,1488.2,0.0,1488.2
2,S268,C,T5,540.775,0.0,540.775
2,S306,C,T5,547.1,0.0,547.1
2,S194,C,T5,425.1,0.0,425.1
2,S151,C,T5,810.408333,0.0,810.408333
2,S356,C,T5,773.25,0.0,773.25
2,S247,C,T5,241.55,0.0,241.55
2,S365,C,T5,173.4625,0.0,173.4625
2,S294,C,T5,81.0,0.0,81.0
2,S284,C,T5,194.154167,0.0,194.154167
2,S218,C,T5,84.1,0.0,84.1
2,S244,C,T5,84.1,0.0,84.1
2,S080,C,T5,121.5,0.0,121.5
2,S067,C,T5,1.062747,0.0,1.062747
2,S314,C,T5,7.0,0.0,7.0
2,S003,C,T5,50.155977,0.0,50.155977
2,S213,C,T5,1.006135,0.0,1.006135
2,S076,C,T5,2.0,0.0,2.0
2,S374,C,T5,87.493463,0.0,87.493463
2,S374,C,T8,551.200392,0.0,551.200392
3,S229,A,T4,1574.55,0.0,1574.55
3,S275,A,T4,708.75,0.0,708.75
3,S329,A,T4,676.0,0.0,676.0
3,S282,A,T4,994.55,0.0,994.55
3,S352,A,T4,525.6,0.0,525.6
3,S143,A,T4,433.45,0.0,433.45
3,S266,A,T4,27.55,0.0,27.55
3,S123,A,T4,28.0,0.0,28.0
3,S348,A,T4,347.372745,0.0,347.372745
3,S189,A,T4,2.453642,0.0,2.453642
3,S307,A,T4,374.25,0.0,374.25
3,S395,A,T4,213.521959,0.0,213.521959
3,S005,A,T4,79.0,0.0,79.0
3,S007,A,T4,14.951654,0.0,14.951654
3,S007,A,T5,14.631679,0.0,14.631679
3,S108,B,T5,1003.958333,0.0,1003.958333
3,S340,B,T5,830.1,0.0,830.1
3,S131,B,T5,676.35,0.0,676.35
3,S140,B,T5,1285.0,0.0,1285.0
3,S308,B,T5,570.825,0.0,570.825
3,S330,B,T5,569.383333,0.0,569.383333
3,S031,B,T5,179.55,0.0,179.55
3,S346,B,T5,99.0,0.0,99.0
3,S040,B,T5,132.9375,0.0,132.9375
3,S139,B,T5,638.264155,0.0,638.264155
3,S139,B,T8,17.360845,0.0,17.360845
3,S367,B,T8,148.2,0.0,148.2
3,S364,B,T8,121.020833,0.0,121.020833
3,S361,C,T8,1488.2,0.0,1488.2
3,S268,C,T8,540.775,0.0,540.775
3,S306,C,T8,547.1,0.0,547.1
3,S194,C,T8,425.1,0.0,425.1
3,S151,C,T8,810.408333,0.0,810.408333
3,S356,C,T8,773.25,0.0,773.25
3,S247,C,T8,241.55,0.0,241.55
3,S365,C,T8,173.4625,0.0,173.4625
3,S294,C,T8,81.0,0.0,81.0
3,S284,C,T8,194.154167,0.0,194.154167
3,S218,C,T8,84.1,0.0,84.1
3,S244,C,T8,84.1,0.0,84.1
3,S080,C,T8,121.5,0.0,121.5
3,S067,C,T8,1.062747,0.0,1.062747
3,S314,C,T8,7.0,0.0,7.0
3,S003,C,T8,50.155977,0.0,50.155977
3,S213,C,T8,1.006135,0.0,1.006135
3,S076,C,T8,2.0,0.0,2.0
3,S374,C,T8,87.493463,0.0,87.493463
3,S374,C,T6,551.200392,0.0454,550.950147
3,S037,C,T6,0.250245,0.0454,0.250131
4,S229,A,T3,1574.55,0.0,1574.55
4,S275,A,T3,708.75,0.0,708.75
4,S329,A,T3,676.0,0.0,676.0
4,S282,A,T3,994.55,0.0,994.55
4,S352,A,T3,525.6,0.0,525.6
4,S143,A,T3,433.45,0.0,433.45
4,S266,A,T3,27.55,0.0,27.55
4,S123,A,T3,28.0,0.0,28.0
4,S348,A,T3,347.372745,0.0,347.372745
4,S189,A,T3,2.453642,0.0,2.453642
4,S307,A,T3,374.25,0.0,374.25
4,S395,A,T3,213.521959,0.0,213.521959
4,S005,A,T3,79.0,0.0,79.0
4,S007,A,T3,14.951654,0.0,14.951654
4,S007,A,T4,14.631679,0.0,14.631679
4,S108,B,T4,1003.958333,0.0,1003.958333
4,S340,B,T4,830.1,0.0,830.1
4,S131,B,T4,676.35,0.0,676.35
4,S140,B,T4,1285.0,0.0,1285.0
4,S308,B,T4,570.825,0.0,570.825
4,S330,B,T4,569.383333,0.0,569.383333
4,S031,B,T4,179.55,0.0,179.55
4,S346,B,T4,99.0,0.0,99.0
4,S040,B,T4,132.9375,0.0,132.9375
4,S139,B,T4,638.264155,0.0,638.264155
4,S139,B,T5,17.360845,0.0,17.360845
4,S367,B,T5,148.2,0.0,148.2
4,S364,B,T5,121.020833,0.0,121.020833
4,S361,C,T5,1488.2,0.0,1488.2
4,S268,C,T5,540.775,0.0,540.775
4,S306,C,T5,547.1,0.0,547.1
4,S194,C,T5,425.1,0.0,425.1
4,S151,C,T5,810.408333,0.0,810.408333
4,S356,C,T5,773.25,0.0,773.25
4,S247,C,T5,241.55,0.0,241.55
4,S365,C,T5,173.4625,0.0,173.4625
4,S294,C,T5,81.0,0.0,81.0
4,S284,C,T5,194.154167,0.0,194.154167
4,S218,C,T5,84.1,0.0,84.1
4,S244,C,T5,84.1,0.0,84.1
4,S080,C,T5,121.5,0.0,121.5
4,S067,C,T5,1.062747,0.0,1.062747
4,S314,C,T5,7.0,0.0,7.0
4,S003,C,T5,50.155977,0.0,50.155977
4,S213,C,T5,1.006135,0.0,1.006135
4,S076,C,T5,2.0,0.0,2.0
4,S374,C,T5,87.493463,0.0,87.493463
4,S374,C,T8,551.200392,0.0,551.200392
5,S229,A,T4,1574.55,0.0,1574.55
5,S275,A,T4,708.75,0.0,708.75
5,S329,A,T4,676.0,0.0,676.0
5,S282,A,T4,994.55,0.0,994.55
5,S352,A,T4,525.6,0.0,525.6
5,S143,A,T4,433.45,0.0,433.45
5,S266,A,T4,27.55,0.0,27.55
5,S123,A,T4,28.0,0.0,28.0
5,S348,A,T4,347.372745,0.0,347.372745
5,S189,A,T4,2.453642,0.0,2.453642
5,S307,A,T4,374.25,0.0,374.25
5,S395,A,T4,213.521959,0.0,213.521959
5,S005,A,T4,79.0,0.0,79.0
5,S007,A,T4,14.951654,0.0,14.951654
5,S007,A,T5,14.631679,0.0,14.631679
5,S108,B,T5,1003.958333,0.0,1003.958333
5,S340,B,T5,830.1,0.0,830.1
5,S131,B,T5,676.35,0.0,676.35
5,S140,B,T5,1285.0,0.0,1285.0
5,S308,B,T5,570.825,0.0,570.825
5,S330,B,T5,569.383333,0.0,569.383333
5,S031,B,T5,179.55,0.0,179.55
5,S346,B,T5,99.0,0.0,99.0
5,S040,B,T5,132.9375,0.0,132.9375
5,S139,B,T5,638.264155,0.0,638.264155
5,S139,B,T3,17.360845,0.1295,17.338363
5,S367,B,T3,148.2,0.1295,148.008081
5,S364,B,T3,121.020833,0.1295,120.864111
5,S361,C,T3,1488.2,0.1295,1486.272781
5,S268,C,T3,540.775,0.1295,540.074696
5,S306,C,T3,547.1,0.1295,546.391505
5,S194,C,T3,425.1,0.1295,424.549495
5,S151,C,T3,810.408333,0.1295,809.358854
5,S356,C,T3,773.25,0.1295,772.248641
5,S247,C,T3,241.55,0.1295,241.237193
5,S365,C,T3,173.4625,0.1295,173.237866
5,S294,C,T3,81.0,0.1295,80.895105
5,S284,C,T3,194.154167,0.1295,193.902737
5,S218,C,T3,84.1,0.1295,83.99109
5,S244,C,T3,84.1,0.1295,83.99109
5,S080,C,T3,121.5,0.1295,121.342658
5,S067,C,T3,1.062747,0.1295,1.061371
5,S314,C,T3,7.0,0.1295,6.990935
5,S003,C,T3,50.155977,0.1295,50.091025
5,S213,C,T3,1.006135,0.1295,1.004832
5,S076,C,T3,2.0,0.1295,1.99741
5,S374,C,T3,87.493463,0.1295,87.380159
5,S374,C,T8,558.890826,1.0169,553.207465
5,S037,C,T8,5.796665,1.0169,5.737719
6,S229,A,T3,1574.55,0.0,1574.55
6,S275,A,T3,708.75,0.0,708.75
6,S329,A,T3,676.0,0.0,676.0
6,S282,A,T3,994.55,0.0,994.55
6,S352,A,T3,525.6,0.0,525.6
6,S143,A,T3,433.45,0.0,433.45
6,S266,A,T3,27.55,0.0,27.55
6,S123,A,T3,28.0,0.0,28.0
6,S348,A,T3,347.372745,0.0,347.372745
6,S189,A,T3,2.453642,0.0,2.453642
6,S307,A,T3,374.25,0.0,374.25
6,S395,A,T3,213.521959,0.0,213.521959
6,S005,A,T3,79.0,0.0,79.0
6,S007,A,T3,14.951654,0.0,14.951654
6,S007,A,T4,14.631679,0.0,14.631679
6,S108,B,T4,1003.958333,0.0,1003.958333
6,S340,B,T4,830.1,0.0,830.1
6,S131,B,T4,676.35,0.0,676.35
6,S140,B,T4,1285.0,0.0,1285.0
6,S308,B,T4,570.825,0.0,570.825
6,S330,B,T4,569.383333,0.0,569.383333
6,S031,B,T4,179.55,0.0,179.55
6,S346,B,T4,99.0,0.0,99.0
6,S040,B,T4,132.9375,0.0,132.9375
6,S139,B,T4,638.264155,0.0,638.264155
6,S139,B,T5,17.360845,0.0,17.360845
6,S367,B,T5,148.2,0.0,148.2
6,S364,B,T5,121.020833,0.0,121.020833
6,S361,C,T5,1488.2,0.0,1488.2
6,S268,C,T5,540.775,0.0,540.775
6,S306,C,T5,547.1,0.0,547.1
6,S194,C,T5,425.1,0.0,425.1
6,S151,C,T5,810.408333,0.0,810.408333
6,S356,C,T5,773.25,0.0,773.25
6,S247,C,T5,241.55,0.0,241.55
6,S365,C,T5,173.4625,0.0,173.4625
6,S294,C,T5,81.0,0.0,81.0
6,S284,C,T5,194.154167,0.0,194.154167
6,S218,C,T5,84.1,0.0,84.1
6,S244,C,T5,84.1,0.0,84.1
6,S080,C,T5,121.5,0.0,121.5
6,S067,C,T5,1.062747,0.0,1.062747
6,S314,C,T5,7.0,0.0,7.0
6,S003,C,T5,50.155977,0.0,50.155977
6,S213,C,T5,1.006135,0.0,1.006135
6,S076,C,T5,2.0,0.0,2.0
6,S374,C,T5,87.493463,0.0,87.493463
6,S374,C,T2,551.200392,0.7092,547.291278
6,S037,C,T2,3.909113,0.7092,3.88139
7,S229,A,T4,1574.55,0.0,1574.55
7,S275,A,T4,708.75,0.0,708.75
7,S329,A,T4,676.0,0.0,676.0
7,S282,A,T4,994.55,0.0,994.55
7,S352,A,T4,525.6,0.0,525.6
7,S143,A,T4,433.45,0.0,433.45
7,S266,A,T4,27.55,0.0,27.55
7,S123,A,T4,28.0,0.0,28.0
7,S348,A,T4,347.372745,0.0,347.372745
7,S189,A,T4,2.453642,0.0,2.453642
7,S307,A,T4,374.25,0.0,374.25
7,S395,A,T4,213.521959,0.0,213.521959
7,S005,A,T4,79.0,0.0,79.0
7,S007,A,T4,14.951654,0.0,14.951654
7,S007,A,T5,14.631679,0.0,14.631679
7,S108,B,T5,1003.958333,0.0,1003.958333
7,S340,B,T5,830.1,0.0,830.1
7,S131,B,T5,676.35,0.0,676.35
7,S140,B,T5,1285.0,0.0,1285.0
7,S308,B,T5,570.825,0.0,570.825
7,S330,B,T5,569.383333,0.0,569.383333
7,S031,B,T5,179.55,0.0,179.55
7,S346,B,T5,99.0,0.0,99.0
7,S040,B,T5,132.9375,0.0,132.9375
7,S139,B,T5,638.264155,0.0,638.264155
7,S139,B,T3,17.360845,0.0324,17.35522
7,S367,B,T3,148.2,0.0324,148.151983
7,S364,B,T3,121.020833,0.0324,120.981622
7,S361,C,T3,1488.2,0.0324,1487.717823
7,S268,C,T3,540.775,0.0324,540.599789
7,S306,C,T3,547.1,0.0324,546.92274
7,S194,C,T3,425.1,0.0324,424.962268
7,S151,C,T3,810.408333,0.0324,810.145761
7,S356,C,T3,773.25,0.0324,772.999467
7,S247,C,T3,241.55,0.0324,241.471738
7,S365,C,T3,173.4625,0.0324,173.406298
7,S294,C,T3,81.0,0.0324,80.973756
7,S284,C,T3,194.154167,0.0324,194.091261
7,S218,C,T3,84.1,0.0324,84.072752
7,S244,C,T3,84.1,0.0324,84.072752
7,S080,C,T3,121.5,0.0324,121.460634
7,S067,C,T3,1.062747,0.0324,1.062403
7,S314,C,T3,7.0,0.0324,6.997732
7,S003,C,T3,50.155977,0.0324,50.139726
7,S213,C,T3,1.006135,0.0324,1.005809
7,S076,C,T3,2.0,0.0324,1.999352
7,S374,C,T3,87.493463,0.0324,87.465115
7,S374,C,T6,553.124485,0.0412,552.896598
7,S037,C,T6,0.256235,0.0412,0.25613
8,S229,A,T3,1574.55,0.0,1574.55
8,S275,A,T3,708.75,0.0,708.75
8,S329,A,T3,676.0,0.0,676.0
8,S282,A,T3,994.55,0.0,994.55
8,S352,A,T3,525.6,0.0,525.6
8,S143,A,T3,433.45,0.0,433.45
8,S266,A,T3,27.55,0.0,27.55
8,S123,A,T3,28.0,0.0,28.0
8,S348,A,T3,347.372745,0.0,347.372745
8,S189,A,T3,2.453642,0.0,2.453642
8,S307,A,T3,374.25,0.0,374.25
8,S395,A,T3,213.521959,0.0,213.521959
8,S005,A,T3,79.0,0.0,79.0
8,S007,A,T3,14.951654,0.0,14.951654
8,S007,A,T4,14.631679,0.0,14.631679
8,S108,B,T4,1003.958333,0.0,1003.958333
8,S340,B,T4,830.1,0.0,830.1
8,S131,B,T4,676.35,0.0,676.35
8,S140,B,T4,1285.0,0.0,1285.0
8,S308,B,T4,570.825,0.0,570.825
8,S330,B,T4,569.383333,0.0,569.383333
8,S031,B,T4,179.55,0.0,179.55
8,S346,B,T4,99.0,0.0,99.0
8,S040,B,T4,132.9375,0.0,132.9375
8,S139,B,T4,638.264155,0.0,638.264155
8,S139,B,T5,17.360845,0.0,17.360845
8,S367,B,T5,148.2,0.0,148.2
8,S364,B,T5,121.020833,0.0,121.020833
8,S361,C,T5,1488.2,0.0,1488.2
8,S268,C,T5,540.775,0.0,540.775
8,S306,C,T5,547.1,0.0,547.1
8,S194,C,T5,425.1,0.0,425.1
8,S151,C,T5,810.408333,0.0,810.408333
8,S356,C,T5,773.25,0.0,773.25
8,S247,C,T5,241.55,0.0,241.55
8,S365,C,T5,173.4625,0.0,173.4625
8,S294,C,T5,81.0,0.0,81.0
8,S284,C,T5,194.154167,0.0,194.154167
8,S218,C,T5,84.1,0.0,84.1
8,S244,C,T5,84.1,0.0,84.1
8,S080,C,T5,121.5,0.0,121.5
8,S067,C,T5,1.062747,0.0,1.062747
8,S314,C,T5,7.0,0.0,7.0
8,S003,C,T5,50.155977,0.0,50.155977
8,S213,C,T5,1.006135,0.0,1.006135
8,S076,C,T5,2.0,0.0,2.0
8,S374,C,T5,87.493463,0.0,87.493463
8,S374,C,T6,551.200392,0.0264,551.054875
8,S037,C,T6,0.145517,0.0264,0.145478
9,S229,A,T3,1574.55,0.0,1574.55
9,S275,A,T3,708.75,0.0,708.75
9,S329,A,T3,676.0,0.0,676.0
9,S282,A,T3,994.55,0.0,994.55
9,S352,A,T3,525.6,0.0,525.6
9,S143,A,T3,433.45,0.0,433.45
9,S266,A,T3,27.55,0.0,27.55
9,S123,A,T3,28.0,0.0,28.0
9,S348,A,T3,347.372745,0.0,347.372745
9,S189,A,T3,2.453642,0.0,2.453642
9,S307,A,T3,374.25,0.0,374.25
9,S395,A,T3,213.521959,0.0,213.521959
9,S005,A,T3,79.0,0.0,79.0
9,S007,A,T3,14.951654,0.0,14.951654
9,S007,A,T4,14.631679,0.0,14.631679
9,S108,B,T4,1003.958333,0.0,1003.958333
9,S340,B,T4,830.1,0.0,830.1
9,S131,B,T4,676.35,0.0,676.35
9,S140,B,T4,1285.0,0.0,1285.0
9,S308,B,T4,570.825,0.0,570.825
9,S330,B,T4,569.383333,0.0,569.383333
9,S031,B,T4,179.55,0.0,179.55
9,S346,B,T4,99.0,0.0,99.0
9,S040,B,T4,132.9375,0.0,132.9375
9,S139,B,T4,638.264155,0.0,638.264155
9,S139,B,T6,17.360845,0.0254,17.356435
9,S367,B,T6,148.2,0.0254,148.162357
9,S364,B,T6,121.020833,0.0254,120.990094
9,S361,C,T6,1488.2,0.0254,1487.821997
9,S268,C,T6,540.775,0.0254,540.637643
9,S306,C,T6,547.1,0.0254,546.961037
9,S194,C,T6,425.1,0.0254,424.992025
9,S151,C,T6,810.408333,0.0254,810.202489
9,S356,C,T6,773.25,0.0254,773.053595
9,S247,C,T6,241.55,0.0254,241.488646
9,S365,C,T6,173.4625,0.0254,173.418441
9,S294,C,T6,81.0,0.0254,80.979426
9,S284,C,T6,194.154167,0.0254,194.104852
9,S218,C,T6,84.1,0.0254,84.078639
9,S244,C,T6,84.1,0.0254,84.078639
9,S080,C,T6,121.5,0.0254,121.469139
9,S067,C,T6,1.062747,0.0254,1.062477
9,S314,C,T6,7.0,0.0254,6.998222
9,S003,C,T6,50.155977,0.0254,50.143237
9,S213,C,T6,1.006135,0.0254,1.005879
9,S076,C,T6,2.0,0.0254,1.999492
9,S374,C,T6,87.493463,0.0254,87.47124
9,S374,C,T8,552.708786,0.339,550.835103
9,S037,C,T8,1.895906,0.339,1.889479
10,S229,A,T3,1574.55,0.0,1574.55
10,S275,A,T3,708.75,0.0,708.75
10,S329,A,T3,676.0,0.0,676.0
10,S282,A,T3,994.55,0.0,994.55
10,S352,A,T3,525.6,0.0,525.6
10,S143,A,T3,433.45,0.0,433.45
10,S266,A,T3,27.55,0.0,27.55
10,S123,A,T3,28.0,0.0,28.0
10,S348,A,T3,347.372745,0.0,347.372745
10,S189,A,T3,2.453642,0.0,2.453642
10,S307,A,T3,374.25,0.0,374.25
10,S395,A,T3,213.521959,0.0,213.521959
10,S005,A,T3,79.0,0.0,79.0
10,S007,A,T3,14.951654,0.0,14.951654
10,S007,A,T6,14.631679,0.0254,14.627963
10,S108,B,T6,1003.958333,0.0254,1003.703328
10,S340,B,T6,830.1,0.0254,829.889155
10,S131,B,T6,676.35,0.0254,676.178207
10,S140,B,T6,1285.0,0.0254,1284.67361
10,S308,B,T6,570.825,0.0254,570.68001
10,S330,B,T6,569.383333,0.0254,569.23871
10,S031,B,T6,179.55,0.0254,179.504394
10,S346,B,T6,99.0,0.0254,98.974854
10,S040,B,T6,132.9375,0.0254,132.903734
10,S139,B,T6,638.264155,0.0254,638.102036
10,S139,B,T4,17.360845,0.2498,17.317478
10,S367,B,T4,148.2,0.2498,147.829796
10,S364,B,T4,121.020833,0.2498,120.718523
10,S361,C,T4,1488.2,0.2498,1484.482476
10,S268,C,T4,540.775,0.2498,539.424144
10,S306,C,T4,547.1,0.2498,545.733344
10,S194,C,T4,425.1,0.2498,424.0381
10,S151,C,T4,810.408333,0.2498,808.383933
10,S356,C,T4,773.25,0.2498,771.318421
10,S247,C,T4,241.55,0.2498,240.946608
10,S365,C,T4,173.4625,0.2498,173.029191
10,S294,C,T4,81.0,0.2498,80.797662
10,S284,C,T4,194.154167,0.2498,193.66917
10,S218,C,T4,84.1,0.2498,83.889918
10,S244,C,T4,84.1,0.2498,83.889918
10,S080,C,T4,121.5,0.2498,121.196493
10,S067,C,T4,1.062747,0.2498,1.060092
10,S314,C,T4,7.0,0.2498,6.982514
10,S003,C,T4,50.155977,0.2498,50.030687
10,S213,C,T4,1.006135,0.2498,1.003622
10,S076,C,T4,2.0,0.2498,1.995004
10,S374,C,T4,87.493463,0.2498,87.274904
10,S374,C,T8,567.697864,0.678,563.848872
10,S037,C,T8,4.06755,0.678,4.039972
11,S229,A,T5,1574.55,0.0,1574.55
11,S275,A,T5,708.75,0.0,708.75
11,S329,A,T5,676.0,0.0,676.0
11,S282,A,T5,994.55,0.0,994.55
11,S352,A,T5,525.6,0.0,525.6
11,S143,A,T5,433.45,0.0,433.45
11,S266,A,T5,27.55,0.0,27.55
11,S123,A,T5,28.0,0.0,28.0
11,S348,A,T5,347.372745,0.0,347.372745
11,S189,A,T5,2.453642,0.0,2.453642
11,S307,A,T5,374.25,0.0,374.25
11,S395,A,T5,213.521959,0.0,213.521959
11,S005,A,T5,79.0,0.0,79.0
11,S007,A,T5,14.951654,0.0,14.951654
11,S007,A,T6,14.631679,0.0169,14.629206
11,S108,B,T6,1003.958333,0.0169,1003.788664
11,S340,B,T6,830.1,0.0169,829.959713
11,S131,B,T6,676.35,0.0169,676.235697
11,S140,B,T6,1285.0,0.0169,1284.782835
11,S308,B,T6,570.825,0.0169,570.728531
11,S330,B,T6,569.383333,0.0169,569.287107
11,S031,B,T6,179.55,0.0169,179.519656
11,S346,B,T6,99.0,0.0169,98.983269
11,S040,B,T6,132.9375,0.0169,132.915034
11,S139,B,T6,638.264155,0.0169,638.156288
11,S139,B,T3,17.360845,0.0647,17.349613
11,S367,B,T3,148.2,0.0647,148.104115
11,S364,B,T3,121.020833,0.0647,120.942533
11,S361,C,T3,1488.2,0.0647,1487.237135
11,S268,C,T3,540.775,0.0647,540.425119
11,S306,C,T3,547.1,0.0647,546.746026
11,S194,C,T3,425.1,0.0647,424.82496
11,S151,C,T3,810.408333,0.0647,809.883999
11,S356,C,T3,773.25,0.0647,772.749707
11,S247,C,T3,241.55,0.0647,241.393717
11,S365,C,T3,173.4625,0.0647,173.35027
11,S294,C,T3,81.0,0.0647,80.947593
11,S284,C,T3,194.154167,0.0647,194.028549
11,S218,C,T3,84.1,0.0647,84.045587
11,S244,C,T3,84.1,0.0647,84.045587
11,S080,C,T3,121.5,0.0647,121.42139
11,S067,C,T3,1.062747,0.0647,1.062059
11,S314,C,T3,7.0,0.0647,6.995471
11,S003,C,T3,50.155977,0.0647,50.123526
11,S213,C,T3,1.006135,0.0647,1.005484
11,S076,C,T3,2.0,0.0647,1.998706
11,S374,C,T3,87.493463,0.0647,87.436855
11,S374,C,T4,556.149091,0.2755,554.6169
11,S037,C,T4,1.588799,0.2755,1.584422
12,S229,A,T3,1574.55,0.0,1574.55
12,S275,A,T3,708.75,0.0,708.75
12,S329,A,T3,676.0,0.0,676.0
12,S282,A,T3,994.55,0.0,994.55
12,S352,A,T3,525.6,0.0,525.6
12,S143,A,T3,433.45,0.0,433.45
12,S266,A,T3,27.55,0.0,27.55
12,S123,A,T3,28.0,0.0,28.0
12,S348,A,T3,347.372745,0.0,347.372745
12,S189,A,T3,2.453642,0.0,2.453642
12,S307,A,T3,374.25,0.0,374.25
12,S395,A,T3,213.521959,0.0,213.521959
12,S005,A,T3,79.0,0.0,79.0
12,S007,A,T3,14.951654,0.0,14.951654
12,S007,A,T6,14.631679,0.018,14.629045
12,S108,B,T6,1003.958333,0.018,1003.777621
12,S340,B,T6,830.1,0.018,829.950582
12,S131,B,T6,676.35,0.018,676.228257
12,S140,B,T6,1285.0,0.018,1284.7687
12,S308,B,T6,570.825,0.018,570.722252
12,S330,B,T6,569.383333,0.018,569.280844
12,S031,B,T6,179.55,0.018,179.517681
12,S346,B,T6,99.0,0.018,98.98218
12,S040,B,T6,132.9375,0.018,132.913571
12,S139,B,T6,638.264155,0.018,638.149267
12,S139,B,T4,17.360845,0.0705,17.348606
12,S367,B,T4,148.2,0.0705,148.095519
12,S364,B,T4,121.020833,0.0705,120.935513
12,S361,C,T4,1488.2,0.0705,1487.150819
12,S268,C,T4,540.775,0.0705,540.393754
12,S306,C,T4,547.1,0.0705,546.714295
12,S194,C,T4,425.1,0.0705,424.800305
12,S151,C,T4,810.408333,0.0705,809.836995
12,S356,C,T4,773.25,0.0705,772.704859
12,S247,C,T4,241.55,0.0705,241.379707
12,S365,C,T4,173.4625,0.0705,173.340209
12,S294,C,T4,81.0,0.0705,80.942895
12,S284,C,T4,194.154167,0.0705,194.017288
12,S218,C,T4,84.1,0.0705,84.040709
12,S244,C,T4,84.1,0.0705,84.040709
12,S080,C,T4,121.5,0.0705,121.414343
12,S067,C,T4,1.062747,0.0705,1.061998
12,S314,C,T4,7.0,0.0705,6.995065
12,S003,C,T4,50.155977,0.0705,50.120617
12,S213,C,T4,1.006135,0.0705,1.005426
12,S076,C,T4,2.0,0.0705,1.99859
12,S374,C,T4,87.493463,0.0705,87.43178
12,S374,C,T8,556.565545,0.678,552.792031
12,S037,C,T8,3.835197,0.678,3.809195
13,S229,A,T4,1574.55,0.0,1574.55
13,S275,A,T4,708.75,0.0,708.75
13,S329,A,T4,676.0,0.0,676.0
13,S282,A,T4,994.55,0.0,994.55
13,S352,A,T4,525.6,0.0,525.6
13,S143,A,T4,433.45,0.0,433.45
13,S266,A,T4,27.55,0.0,27.55
13,S123,A,T4,28.0,0.0,28.0
