time_s,position_cm,air_temperature_c,center_temperature_c
31.5,49.875,225.317282,51.588217
32.0,50.666667,225.317282,52.38445
32.5,51.458333,225.317282,53.177034
33.0,52.25,225.317282,53.965986
33.5,53.041667,225.317282,54.751322
34.0,53.833333,225.317282,55.533059
34.5,54.625,225.317282,56.311212
35.0,55.416667,225.317282,57.085799
35.5,56.208333,225.317282,57.856837
36.0,57.0,225.317282,58.62434
36.5,57.791667,225.317282,59.388326
37.0,58.583333,225.317282,60.14881
37.5,59.375,225.317282,60.905809
38.0,60.166667,225.317282,61.659338
38.5,60.958333,225.317282,62.409414
39.0,61.75,225.317282,63.156052
39.5,62.541667,225.317282,63.899268
40.0,63.333333,225.317282,64.639077
40.5,64.125,225.317282,65.375496
41.0,64.916667,225.317282,66.10854
41.5,65.708333,225.317282,66.838224
42.0,66.5,225.317282,67.564564
42.5,67.291667,225.317282,68.287575
43.0,68.083333,225.317282,69.007273
43.5,68.875,225.317282,69.723671
44.0,69.666667,225.317282,70.436787
44.5,70.458333,225.317282,71.146634
45.0,71.25,225.317282,71.853227
45.5,72.041667,225.317282,72.556582
46.0,72.833333,225.317282,73.256714
46.5,73.625,225.317282,73.953637
47.0,74.416667,225.317282,74.647365
47.5,75.208333,225.317282,75.337914
48.0,76.0,225.317282,76.025299
48.5,76.791667,225.317282,76.709532
49.0,77.583333,225.317282,77.39063
49.5,78.375,225.317282,78.068606
50.0,79.166667,225.317282,78.743475
50.5,79.958333,225.317282,79.415251
51.0,80.75,225.317282,80.083948
51.5,81.541667,225.317282,80.74958
52.0,82.333333,225.317282,81.412162
52.5,83.125,225.317282,82.071707
53.0,83.916667,225.317282,82.728229
53.5,84.708333,225.317282,83.381742
54.0,85.5,225.317282,84.032259
54.5,86.291667,225.317282,84.679796
55.0,87.083333,225.317282,85.324364
55.5,87.875,225.317282,85.965979
56.0,88.666667,225.317282,86.604652
56.5,89.458333,225.317282,87.240399
57.0,90.25,225.317282,87.873232
57.5,91.041667,225.317282,88.503164
58.0,91.833333,225.317282,89.13021
58.5,92.625,225.317282,89.754381
59.0,93.416667,225.317282,90.375692
59.5,94.208333,225.317282,90.994155
60.0,95.0,225.317282,91.609784
60.5,95.791667,225.317282,92.222591
61.0,96.583333,225.317282,92.832589
61.5,97.375,225.317282,93.439792
62.0,98.166667,225.317282,94.044212
62.5,98.958333,225.317282,94.645861
63.0,99.75,225.317282,95.244754
63.5,100.541667,225.317282,95.840901
64.0,101.333333,225.317282,96.434316
64.5,102.125,225.317282,97.025011
65.0,102.916667,225.317282,97.612999
65.5,103.708333,225.317282,98.198293
66.0,104.5,225.317282,98.780903
66.5,105.291667,225.317282,99.360844
67.0,106.083333,225.317282,99.938126
67.5,106.875,225.317282,100.512763
68.0,107.666667,225.317282,101.084766
68.5,108.458333,225.317282,101.654147
69.0,109.25,225.317282,102.220919
69.5,110.041667,225.317282,102.785094
70.0,110.833333,225.317282,103.346682
70.5,111.625,225.317282,103.905697
71.0,112.416667,225.317282,104.462149
71.5,113.208333,225.317282,105.016051
72.0,114.0,225.317282,105.567415
72.5,114.791667,225.317282,106.116252
73.0,115.583333,225.317282,106.662573
73.5,116.375,225.317282,107.20639
74.0,117.166667,225.317282,107.747715
74.5,117.958333,225.317282,108.286559
75.0,118.75,225.317282,108.822933
75.5,119.541667,225.317282,109.356849
76.0,120.333333,225.317282,109.888318
76.5,121.125,225.317282,110.417351
77.0,121.916667,225.317282,110.943959
77.5,122.708333,225.317282,111.468154
78.0,123.5,225.317282,111.989947
78.5,124.291667,225.317282,112.509348
79.0,125.083333,225.317282,113.026368
79.5,125.875,225.317282,113.541019
80.0,126.666667,225.317282,114.053311
80.5,127.458333,225.317282,114.563255
81.0,128.25,225.317282,115.070862
81.5,129.041667,225.317282,115.576142
82.0,129.833333,225.317282,116.079107
82.5,130.625,225.317282,116.579767
83.0,131.416667,225.317282,117.078131
83.5,132.208333,225.317282,117.574212
84.0,133.0,225.317282,118.068019
84.5,133.791667,225.317282,118.559563
85.0,134.583333,225.317282,119.048854
85.5,135.375,225.317282,119.535903
86.0,136.166667,225.317282,120.020719
86.5,136.958333,225.317282,120.503314
87.0,137.75,225.317282,120.983696
87.5,138.541667,225.317282,121.461877
88.0,139.333333,225.317282,121.937866
88.5,140.125,225.317282,122.411674
89.0,140.916667,225.317282,122.88331
89.5,141.708333,225.317282,123.352784
90.0,142.5,225.317282,123.820107
90.5,143.291667,225.317282,124.285288
91.0,144.083333,225.317282,124.748337
91.5,144.875,225.317282,125.209264
92.0,145.666667,225.317282,125.668078
92.5,146.458333,225.317282,126.12479
93.0,147.25,225.317282,126.579408
93.5,148.041667,225.317282,127.031943
94.0,148.833333,225.317282,127.482403
94.5,149.625,225.317282,127.930799
95.0,150.416667,225.317282,128.37714
95.5,151.208333,225.317282,128.821435
96.0,152.0,225.317282,129.263694
96.5,152.791667,225.317282,129.703926
97.0,153.583333,225.317282,130.142141
97.5,154.375,225.317282,130.578347
98.0,155.166667,225.317282,131.012553
98.5,155.958333,225.317282,131.44477
99.0,156.75,225.317282,131.875006
99.5,157.541667,225.317282,132.303269
100.0,158.333333,225.317282,132.729571
100.5,159.125,225.317282,133.153918
101.0,159.916667,225.317282,133.57632
101.5,160.708333,225.317282,133.996787
102.0,161.5,225.317282,134.415326
102.5,162.291667,225.317282,134.831947
103.0,163.083333,225.317282,135.246659
103.5,163.875,225.317282,135.65947
104.0,164.666667,225.317282,136.070388
104.5,165.458333,225.317282,136.479424
105.0,166.25,225.317282,136.886585
105.5,167.041667,225.317282,137.29188
106.0,167.833333,225.317282,137.695317
106.5,168.625,225.317282,138.096905
107.0,169.416667,225.317282,138.496653
107.5,170.208333,225.317282,138.894569
108.0,171.0,225.317282,139.290661
108.5,171.791667,225.317282,139.684937
109.0,172.583333,225.317282,140.077407
109.5,173.375,225.317282,140.468077
110.0,174.166667,225.317282,140.856957
110.5,174.958333,225.317282,141.244055
111.0,175.75,225.317282,141.629379
111.5,176.541667,225.317282,142.012937
112.0,177.333333,225.317282,142.394736
112.5,178.125,225.317282,142.774786
113.0,178.916667,225.317282,143.153094
113.5,179.708333,225.317282,143.529669
114.0,180.5,225.317282,143.904517
114.5,181.291667,225.317282,144.277647
115.0,182.083333,225.317282,144.649068
115.5,182.875,225.317282,145.018785
116.0,183.666667,225.317282,145.386809
116.5,184.458333,225.317282,145.753145
117.0,185.25,225.317282,146.117803
117.5,186.041667,225.317282,146.48079
118.0,186.833333,225.317282,146.842112
118.5,187.625,225.317282,147.201779
119.0,188.416667,225.317282,147.559797
119.5,189.208333,225.317282,147.916175
120.0,190.0,225.317282,148.270919
120.5,190.791667,225.317282,148.624037
121.0,191.583333,225.317282,148.975537
121.5,192.375,225.317282,149.325426
122.0,193.166667,225.317282,149.673711
122.5,193.958333,225.317282,150.0204
123.0,194.75,225.317282,150.3655
123.5,195.541667,225.317282,150.709019
124.0,196.333333,225.317282,151.050963
124.5,197.125,225.317282,151.391339
125.0,197.916667,227.471231,151.730156
125.5,198.708333,231.563735,152.077292
126.0,199.5,235.656239,152.441594
126.5,200.291667,239.748742,152.822982
127.0,201.083333,243.841246,153.22138
127.5,201.875,247.933749,153.636708
128.0,202.666667,251.164673,154.068889
128.5,203.458333,251.164673,154.513898
129.0,204.25,251.164673,154.956867
129.5,205.041667,251.164673,155.397806
130.0,205.833333,251.164673,155.836724
130.5,206.625,251.164673,156.27363
131.0,207.416667,251.164673,156.708534
131.5,208.208333,251.164673,157.141444
132.0,209.0,251.164673,157.572371
132.5,209.791667,251.164673,158.001322
133.0,210.583333,251.164673,158.428308
133.5,211.375,251.164673,158.853336
134.0,212.166667,251.164673,159.276417
134.5,212.958333,251.164673,159.697558
135.0,213.75,251.164673,160.11677
135.5,214.541667,251.164673,160.53406
136.0,215.333333,251.164673,160.949437
136.5,216.125,251.164673,161.362911
137.0,216.916667,251.164673,161.77449
137.5,217.708333,251.164673,162.184182
138.0,218.5,251.164673,162.591997
138.5,219.291667,251.164673,162.997942
139.0,220.083333,251.164673,163.402027
139.5,220.875,251.164673,163.80426
140.0,221.666667,251.164673,164.20465
140.5,222.458333,251.164673,164.603204
141.0,223.25,251.164673,164.999932
141.5,224.041667,251.164673,165.394842
142.0,224.833333,251.164673,165.787941
142.5,225.625,251.164673,166.179239
143.0,226.416667,251.164673,166.568744
143.5,227.208333,251.164673,166.956463
144.0,228.0,251.164673,167.342405
144.5,228.791667,251.164673,167.726579
145.0,229.583333,251.164673,168.108992
145.5,230.375,251.164673,168.489652
146.0,231.166667,251.164673,168.868567
146.5,231.958333,251.164673,169.245746
147.0,232.75,251.164673,169.621196
147.5,233.541667,257.464975,169.994926
148.0,234.333333,266.673108,170.395818
148.5,235.125,275.881241,170.837075
149.0,235.916667,285.089374,171.318512
149.5,236.708333,294.297507,171.839946
150.0,237.5,303.505641,172.401193
150.5,238.291667,309.321304,173.002069
151.0,239.083333,309.321304,173.626847
151.5,239.875,309.321304,174.24876
152.0,240.666667,309.321304,174.867824
152.5,241.458333,309.321304,175.48405
153.0,242.25,309.321304,176.097452
153.5,243.041667,309.321304,176.708042
154.0,243.833333,309.321304,177.315834
154.5,244.625,309.321304,177.92084
155.0,245.416667,309.321304,178.523074
155.5,246.208333,309.321304,179.122547
156.0,247.0,309.321304,179.719273
156.5,247.791667,309.321304,180.313264
157.0,248.583333,309.321304,180.904533
157.5,249.375,309.321304,181.493091
158.0,250.166667,309.321304,182.078953
158.5,250.958333,309.321304,182.662129
159.0,251.75,309.321304,183.242632
159.5,252.541667,309.321304,183.820475
160.0,253.333333,309.321304,184.395669
160.5,254.125,309.321304,184.968227
161.0,254.916667,309.321304,185.538161
161.5,255.708333,309.321304,186.105483
162.0,256.5,309.321304,186.670205
162.5,257.291667,309.321304,187.232338
163.0,258.083333,309.321304,187.791895
163.5,258.875,309.321304,188.348888
164.0,259.666667,309.321304,188.903328
164.5,260.458333,309.321304,189.455226
165.0,261.25,309.321304,190.004596
165.5,262.041667,309.321304,190.551447
166.0,262.833333,309.321304,191.095792
166.5,263.625,309.321304,191.637642
167.0,264.416667,309.321304,192.177009
167.5,265.208333,309.321304,192.713904
168.0,266.0,309.321304,193.248338
168.5,266.791667,309.321304,193.780322
169.0,267.583333,309.321304,194.309869
169.5,268.375,309.321304,194.836988
170.0,269.166667,311.906043,195.361692
170.5,269.958333,314.97542,195.895837
171.0,270.75,318.044798,196.441602
171.5,271.541667,321.114176,196.998932
172.0,272.333333,324.183554,197.567776
172.5,273.125,327.252931,198.148081
173.0,273.916667,328.706847,198.739793
173.5,274.708333,328.706847,199.335457
174.0,275.5,328.706847,199.928391
174.5,276.291667,328.706847,200.518607
175.0,277.083333,328.706847,201.106118
175.5,277.875,328.706847,201.690937
176.0,278.666667,328.706847,202.273075
176.5,279.458333,328.706847,202.852545
177.0,280.25,328.706847,203.42936
177.5,281.041667,328.706847,204.003531
178.0,281.833333,328.706847,204.57507
178.5,282.625,328.706847,205.14399
179.0,283.416667,328.706847,205.710302
179.5,284.208333,328.706847,206.274019
180.0,285.0,328.706847,206.835152
180.5,285.791667,328.706847,207.393713
181.0,286.583333,328.706847,207.949714
181.5,287.375,328.706847,208.503167
182.0,288.166667,328.706847,209.054084
182.5,288.958333,328.706847,209.602475
183.0,289.75,328.706847,210.148354
183.5,290.541667,328.706847,210.69173
184.0,291.333333,328.706847,211.232616
184.5,292.125,328.706847,211.771023
185.0,292.916667,328.706847,212.306962
185.5,293.708333,328.706847,212.840445
186.0,294.5,328.706847,213.371483
186.5,295.291667,328.706847,213.900087
187.0,296.083333,328.706847,214.426268
187.5,296.875,328.706847,214.950038
188.0,297.666667,328.706847,215.471408
188.5,298.458333,328.706847,215.990387
189.0,299.25,328.706847,216.506988
189.5,300.041667,328.706847,217.021222
190.0,300.833333,328.706847,217.533099
190.5,301.625,328.706847,218.042629
191.0,302.416667,328.706847,218.549824
191.5,303.208333,328.706847,219.054695
192.0,304.0,328.706847,219.557252
192.5,304.791667,328.706847,220.057506
193.0,305.583333,328.706847,220.555466
193.5,306.375,328.706847,221.051145
194.0,307.166667,328.706847,221.544552
194.5,307.958333,328.706847,222.035697
195.0,308.75,328.706847,222.524591
195.5,309.541667,328.706847,223.011245
196.0,310.333333,328.706847,223.495668
196.5,311.125,328.706847,223.977871
197.0,311.916667,328.706847,224.457864
197.5,312.708333,328.706847,224.935657
198.0,313.5,328.706847,225.41126
198.5,314.291667,328.706847,225.884684
199.0,315.083333,328.706847,226.355938
199.5,315.875,328.706847,226.825031
200.0,316.666667,328.706847,227.291975
200.5,317.458333,328.706847,227.756779
201.0,318.25,328.706847,228.219453
201.5,319.041667,328.706847,228.680006
202.0,319.833333,328.706847,229.138448
202.5,320.625,328.706847,229.594789
203.0,321.416667,328.706847,230.049038
203.5,322.208333,328.706847,230.501206
204.0,323.0,328.706847,230.951301
204.5,323.791667,328.706847,231.399334
205.0,324.583333,328.706847,231.845313
205.5,325.375,328.706847,232.289248
206.0,326.166667,328.706847,232.731148
206.5,326.958333,328.706847,233.171023
207.0,327.75,328.706847,233.608882
207.5,328.541667,328.706847,234.044734
208.0,329.333333,328.706847,234.478589
208.5,330.125,328.706847,234.910455
209.0,330.916667,328.706847,235.340342
209.5,331.708333,328.706847,235.768258
210.0,332.5,328.706847,236.194214
210.5,333.291667,328.706847,236.618217
211.0,334.083333,328.706847,237.040277
211.5,334.875,328.706847,237.460402
212.0,335.666667,328.706847,237.878602
212.5,336.458333,328.706847,238.294885
213.0,337.25,328.706847,238.709261
213.5,338.041667,328.706847,239.121737
214.0,338.833333,328.706847,239.532323
214.5,339.625,321.114176,239.941027
215.0,340.416667,273.027258,240.313059
215.5,341.208333,224.940341,240.462994
216.0,342.0,176.853423,240.391851
216.5,342.791667,128.766506,240.100642
217.0,343.583333,80.679589,239.590376
217.5,344.375,32.592671,238.862058
218.0,345.166667,25.0,237.916686
218.5,345.958333,25.0,236.940848
219.0,346.75,25.0,235.969482
219.5,347.541667,25.0,235.002569
220.0,348.333333,25.0,234.040087
220.5,349.125,25.0,233.082016
221.0,349.916667,25.0,232.128336
221.5,350.708333,25.0,231.179027
222.0,351.5,25.0,230.234069
222.5,352.291667,25.0,229.293442
223.0,353.083333,25.0,228.357126
223.5,353.875,25.0,227.425101
224.0,354.666667,25.0,226.497348
224.5,355.458333,25.0,225.573847
225.0,356.25,25.0,224.654579
225.5,357.041667,25.0,223.739524
226.0,357.833333,25.0,222.828662
226.5,358.625,25.0,221.921976
227.0,359.416667,25.0,221.019445
227.5,360.208333,25.0,220.12105
228.0,361.0,25.0,219.226773
228.5,361.791667,25.0,218.336594
229.0,362.583333,25.0,217.450495
229.5,363.375,25.0,216.568458
230.0,364.166667,25.0,215.690463
230.5,364.958333,25.0,214.816492
231.0,365.75,25.0,213.946527
231.5,366.541667,25.0,213.080548
232.0,367.333333,25.0,212.218539
232.5,368.125,25.0,211.360481
233.0,368.916667,25.0,210.506355
233.5,369.708333,25.0,209.656144
234.0,370.5,25.0,208.809829
234.5,371.291667,25.0,207.967394
235.0,372.083333,25.0,207.128819
235.5,372.875,25.0,206.294088
236.0,373.666667,25.0,205.463182
236.5,374.458333,25.0,204.636085
237.0,375.25,25.0,203.812778
237.5,376.041667,25.0,202.993245
238.0,376.833333,25.0,202.177468
238.5,377.625,25.0,201.365429
239.0,378.416667,25.0,200.557113
239.5,379.208333,25.0,199.752501
240.0,380.0,25.0,198.951577
240.5,380.791667,25.0,198.154323
241.0,381.583333,25.0,197.360724
241.5,382.375,25.0,196.570762
242.0,383.166667,25.0,195.78442
242.5,383.958333,25.0,195.001682
243.0,384.75,25.0,194.222532
243.5,385.541667,25.0,193.446953
244.0,386.333333,25.0,192.674928
244.5,387.125,25.0,191.906442
245.0,387.916667,25.0,191.141477
245.5,388.708333,25.0,190.380019
246.0,389.5,25.0,189.622051
246.5,390.291667,25.0,188.867556
247.0,391.083333,25.0,188.11652
247.5,391.875,25.0,187.368926
248.0,392.666667,25.0,186.624758
248.5,393.458333,25.0,185.884
249.0,394.25,25.0,185.146638
249.5,395.041667,25.0,184.412656
250.0,395.833333,25.0,183.682037
250.5,396.625,25.0,182.954767
251.0,397.416667,25.0,182.23083
251.5,398.208333,25.0,181.510211
252.0,399.0,25.0,180.792894
252.5,399.791667,25.0,180.078866
253.0,400.583333,25.0,179.368109
253.5,401.375,25.0,178.660611
254.0,402.166667,25.0,177.956355
254.5,402.958333,25.0,177.255326
255.0,403.75,25.0,176.557511
255.5,404.541667,25.0,175.862894
256.0,405.333333,25.0,175.17146
256.5,406.125,25.0,174.483196
257.0,406.916667,25.0,173.798086
257.5,407.708333,25.0,173.116115
258.0,408.5,25.0,172.437271
258.5,409.291667,25.0,171.761538
259.0,410.083333,25.0,171.088901
259.5,410.875,25.0,170.419348
260.0,411.666667,25.0,169.752863
260.5,412.458333,25.0,169.089433
261.0,413.25,25.0,168.429044
261.5,414.041667,25.0,167.771681
262.0,414.833333,25.0,167.117331
262.5,415.625,25.0,166.46598
263.0,416.416667,25.0,165.817614
263.5,417.208333,25.0,165.17222
264.0,418.0,25.0,164.529784
264.5,418.791667,25.0,163.890292
265.0,419.583333,25.0,163.253731
265.5,420.375,25.0,162.620088
266.0,421.166667,25.0,161.989349
266.5,421.958333,25.0,161.3615
267.0,422.75,25.0,160.736529
267.5,423.541667,25.0,160.114423
268.0,424.333333,25.0,159.495167
268.5,425.125,25.0,158.87875
269.0,425.916667,25.0,158.265158
269.5,426.708333,25.0,157.654379
270.0,427.5,25.0,157.046398
270.5,428.291667,25.0,156.441204
271.0,429.083333,25.0,155.838784
271.5,429.875,25.0,155.239125
272.0,430.666667,25.0,154.642214
272.5,431.458333,25.0,154.048039
273.0,432.25,25.0,153.456587
273.5,433.041667,25.0,152.867846
274.0,433.833333,25.0,152.281803
274.5,434.625,25.0,151.698446
275.0,435.416667,25.0,151.117763
