source,inspect_part1,inspect_part2,inspect_product,disassemble_defective_product,market_good_probability,defective_to_market_probability,expected_profit,expected_revenue,expected_direct_cost,expected_replacement_loss,expected_salvage_net,case,rank,part_inspection_bits,semi_inspection_bits,final_inspection,semi_disassembly_bits,final_disassembly,final_good_probability
table2,,,,,,0.818309,79.911558,,97.503116,32.732356,10.14703,,20,00010000,000,False,101,True,0.181691
table2,,,,,,0.818309,79.911558,,97.503116,32.732356,10.14703,,21,10000000,000,False,011,True,0.181691
table2,,,,,,0.818309,79.911558,,97.503116,32.732356,10.14703,,22,00010000,000,False,011,True,0.181691
table2,,,,,,0.818309,79.911558,,97.503116,32.732356,10.14703,,23,10000000,000,False,111,True,0.181691
table2,,,,,,0.818309,79.911558,,97.503116,32.732356,10.14703,,24,00010000,000,False,111,True,0.181691
table2,,,,,,0.787838,79.24943,,99.006233,31.513533,9.769195,,25,10010000,000,False,000,True,0.212162
table2,,,,,,0.787838,79.24943,,99.006233,31.513533,9.769195,,26,10010000,000,False,100,True,0.212162
table2,,,,,,0.787838,79.24943,,99.006233,31.513533,9.769195,,27,10010000,000,False,010,True,0.212162
table2,,,,,,0.787838,79.24943,,99.006233,31.513533,9.769195,,28,10010000,000,False,110,True,0.212162
table2,,,,,,0.787838,79.24943,,99.006233,31.513533,9.769195,,29,10010000,000,False,001,True,0.212162
table2,,,,,,0.787838,79.24943,,99.006233,31.513533,9.769195,,30,10010000,000,False,101,True,0.212162
table2,,,,,,0.787838,79.24943,,99.006233,31.513533,9.769195,,31,10010000,000,False,011,True,0.212162
table2,,,,,,0.787838,79.24943,,99.006233,31.513533,9.769195,,32,10010000,000,False,111,True,0.212162
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,33,01000000,000,False,000,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,34,00001000,000,False,000,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,35,00000010,000,False,000,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,36,01000000,000,False,100,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,37,00001000,000,False,100,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,38,00000010,000,False,100,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,39,01000000,000,False,010,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,40,00001000,000,False,010,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,41,00000010,000,False,010,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,42,01000000,000,False,110,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,43,00001000,000,False,110,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,44,00000010,000,False,110,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,45,01000000,000,False,001,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,46,00001000,000,False,001,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,47,00000010,000,False,001,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,48,01000000,000,False,101,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,49,00001000,000,False,101,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,50,00000010,000,False,101,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,51,01000000,000,False,011,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,52,00001000,000,False,011,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,53,00000010,000,False,011,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,54,01000000,000,False,111,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,55,00001000,000,False,111,True,0.181691
table2,,,,,,0.818309,78.905325,,98.509349,32.732356,10.14703,,56,00000010,000,False,111,True,0.181691
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,57,11000000,000,False,000,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,58,01010000,000,False,000,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,59,10001000,000,False,000,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,60,00011000,000,False,000,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,61,10000010,000,False,000,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,62,00010010,000,False,000,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,63,11000000,000,False,100,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,64,01010000,000,False,100,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,65,10001000,000,False,100,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,66,00011000,000,False,100,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,67,10000010,000,False,100,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,68,00010010,000,False,100,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,69,11000000,000,False,010,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,70,01010000,000,False,010,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,71,10001000,000,False,010,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,72,00011000,000,False,010,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,73,10000010,000,False,010,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,74,00010010,000,False,010,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,75,11000000,000,False,110,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,76,01010000,000,False,110,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,77,10001000,000,False,110,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,78,00011000,000,False,110,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,79,10000010,000,False,110,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,80,00010010,000,False,110,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,81,11000000,000,False,001,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,82,01010000,000,False,001,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,83,10001000,000,False,001,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,84,00011000,000,False,001,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,85,10000010,000,False,001,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,86,00010010,000,False,001,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,87,11000000,000,False,101,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,88,01010000,000,False,101,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,89,10001000,000,False,101,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,90,00011000,000,False,101,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,91,10000010,000,False,101,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,92,00010010,000,False,101,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,93,11000000,000,False,011,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,94,01010000,000,False,011,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,95,10001000,000,False,011,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,96,00011000,000,False,011,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,97,10000010,000,False,011,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,98,00010010,000,False,011,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,99,11000000,000,False,111,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,100,01010000,000,False,111,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,101,10001000,000,False,111,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,102,00011000,000,False,111,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,103,10000010,000,False,111,True,0.212162
table2,,,,,,0.787838,78.243197,,100.012465,31.513533,9.769195,,104,00010010,000,False,111,True,0.212162
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,105,11010000,000,False,000,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,106,10011000,000,False,000,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,107,10010010,000,False,000,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,108,11010000,000,False,100,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,109,10011000,000,False,100,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,110,10010010,000,False,100,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,111,11010000,000,False,010,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,112,10011000,000,False,010,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,113,10010010,000,False,010,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,114,11010000,000,False,110,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,115,10011000,000,False,110,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,116,10010010,000,False,110,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,117,11010000,000,False,001,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,118,10011000,000,False,001,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,119,10010010,000,False,001,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,120,11010000,000,False,101,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,121,10011000,000,False,101,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,122,10010010,000,False,101,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,123,11010000,000,False,011,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,124,10011000,000,False,011,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,125,10010010,000,False,011,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,126,11010000,000,False,111,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,127,10011000,000,False,111,True,0.247742
table2,,,,,,0.752258,77.722107,,101.515582,30.090306,9.327995,,128,10010010,000,False,111,True,0.247742
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,129,01001000,000,False,000,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,130,01000010,000,False,000,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,131,00001010,000,False,000,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,132,01001000,000,False,100,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,133,01000010,000,False,100,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,134,00001010,000,False,100,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,135,01001000,000,False,010,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,136,01000010,000,False,010,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,137,00001010,000,False,010,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,138,01001000,000,False,110,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,139,01000010,000,False,110,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,140,00001010,000,False,110,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,141,01001000,000,False,001,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,142,01000010,000,False,001,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,143,00001010,000,False,001,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,144,01001000,000,False,101,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,145,01000010,000,False,101,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,146,00001010,000,False,101,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,147,01001000,000,False,011,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,148,01000010,000,False,011,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,149,00001010,000,False,011,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,150,01001000,000,False,111,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,151,01000010,000,False,111,True,0.212162
table2,,,,,,0.787838,77.236964,,101.018698,31.513533,9.769195,,152,00001010,000,False,111,True,0.212162
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,153,00100000,000,False,000,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,154,00000100,000,False,000,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,155,00000001,000,False,000,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,156,00100000,000,False,100,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,157,00000100,000,False,100,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,158,00000001,000,False,100,True,0.181691
