date,revenue,profit,profit_rate,order_count,sku_quantity
2017-05-02,4409.7,1322.91,0.3,39,407.0
2017-05-03,5635.28,1690.584,0.3,39,519.0
2017-05-04,5197.5,1559.25,0.3,39,457.0
2017-05-05,6290.0,1887.0,0.3,51,630.0
2017-05-06,7751.76,2325.528,0.3,49,835.0
2017-05-07,9732.44,2919.732,0.3,51,935.0
2017-05-08,6007.58,1802.274,0.3,50,512.0
2017-05-09,5437.06,1631.118,0.3,36,466.0
2017-05-10,4652.3,1395.69,0.3,34,495.0
2017-05-11,5078.58,1523.574,0.3,38,440.0
2017-05-12,6812.18,2043.654,0.3,43,761.0
2017-05-13,9546.68,2864.004,0.3,55,1009.0
2017-05-14,8965.2,2689.56,0.3,46,977.0
2017-05-15,5314.54,1594.362,0.3,40,461.0
2017-05-16,6992.0,2097.6,0.3,48,802.0
2017-05-17,6997.08,2099.124,0.3,52,669.0
2017-05-18,3994.68,1198.404,0.3,42,402.0
2017-05-19,5225.5,1567.65,0.3,44,572.0
2017-05-20,7829.8,2348.94,0.3,55,827.0
2017-05-21,7023.98,2107.194,0.3,50,768.0
2017-05-22,5418.2,1625.46,0.3,44,513.0
2017-05-23,4998.0,1499.4,0.3,39,512.0
2017-05-24,4009.5,1202.85,0.3,38,397.0
2017-05-25,9602.2,2880.66,0.3,47,834.0
2017-05-26,11254.02,3376.206,0.3,63,959.0
2017-05-27,12587.88,3776.364,0.3,60,1157.0
2017-05-28,10190.4,3057.12,0.3,47,976.0
2017-05-29,7733.08,2319.924,0.3,48,670.0
2017-05-30,8603.48,2581.044,0.3,51,873.0
2017-05-31,4762.26,1428.678,0.3,45,441.0
2017-06-01,6680.24,2004.072,0.3,44,650.0
2017-06-02,6856.38,2056.914,0.3,43,693.0
2017-06-03,6813.02,2043.906,0.3,45,703.0
2017-06-04,14943.64,4483.092,0.3,59,1468.0
2017-06-05,5387.74,1616.322,0.3,40,562.0
2017-06-06,5786.08,1735.824,0.3,44,592.0
2017-06-07,4502.58,1350.774,0.3,38,432.0
2017-06-08,4890.46,1467.138,0.3,48,540.0
2017-06-09,7837.58,2351.274,0.3,51,898.0
2017-06-10,11667.58,3500.274,0.3,53,1251.0
2017-06-11,9330.98,2799.294,0.3,50,1060.0
2017-06-12,3693.76,1108.128,0.3,30,352.0
2017-06-13,5128.9,1538.67,0.3,38,446.0
2017-06-14,4738.68,1421.604,0.3,39,558.0
2017-06-15,4646.88,1394.064,0.3,34,413.0
2017-06-16,9563.6,2869.08,0.3,52,943.0
2017-06-17,13087.38,3926.214,0.3,60,1309.0
2017-06-18,14060.43,4218.129,0.3,60,1473.0
2017-06-19,4113.78,1234.134,0.3,39,422.0
2017-06-20,5799.38,1739.814,0.3,40,575.0
2017-06-21,6001.58,1800.474,0.3,45,512.0
2017-06-22,5443.5,1633.05,0.3,40,484.0
2017-06-23,4231.7,1269.51,0.3,35,382.0
2017-06-24,7118.78,2135.634,0.3,45,665.0
2017-06-25,10666.18,3199.854,0.3,57,1126.0
2017-06-26,6927.58,2078.274,0.3,51,736.0
2017-06-27,6543.3,1962.99,0.3,44,559.0
2017-06-28,4053.58,1216.074,0.3,37,408.0
2017-06-29,5097.08,1529.124,0.3,43,540.0
2017-06-30,5473.0,1641.9,0.3,46,565.0
2017-07-01,11672.13,3501.639,0.3,56,1091.0
2017-07-02,12310.94,3693.282,0.3,53,1188.0
2017-07-03,4358.5,1307.55,0.3,33,407.0
2017-07-04,7834.28,2350.284,0.3,46,707.0
2017-07-05,5263.0,1578.9,0.3,46,604.0
2017-07-06,5955.56,1786.668,0.3,48,541.0
2017-07-07,8317.02,2495.106,0.3,53,895.0
2017-07-08,11102.32,3330.696,0.3,51,1154.0
2017-07-09,13234.12,3970.236,0.3,62,1335.0
2017-07-10,6693.46,2008.038,0.3,49,610.0
2017-07-11,9770.98,2931.294,0.3,46,960.0
2017-07-12,9571.76,2871.528,0.3,59,1003.0
2017-07-13,7503.38,2251.014,0.3,51,752.0
2017-07-14,9927.12,2978.136,0.3,54,986.0
2017-07-15,11837.7,3551.31,0.3,50,1160.0
2017-07-16,12081.38,3624.414,0.3,47,1121.0
2017-07-17,10779.8,3233.94,0.3,50,1062.0
2017-07-18,9408.5,2822.55,0.3,49,834.0
2017-07-19,6746.5,2023.95,0.3,44,682.0
2017-07-20,6292.8,1887.84,0.3,46,602.0
2017-07-21,6009.2,1802.76,0.3,43,598.0
2017-07-22,12451.22,3735.366,0.3,62,1198.0
2017-07-23,13977.92,4193.376,0.3,51,1265.0
2017-07-24,7230.1,2169.03,0.3,52,746.0
2017-07-25,8849.58,2654.874,0.3,48,874.0
2017-07-26,7259.5,2177.85,0.3,48,784.0
2017-07-27,6733.5,2020.05,0.3,46,685.0
2017-07-28,7574.8,2272.44,0.3,51,673.0
2017-07-29,9599.66,2879.898,0.3,51,915.0
2017-07-30,14608.48,4382.544,0.3,61,1281.0
2017-07-31,5188.28,1556.484,0.3,41,427.0
2017-08-01,6412.4,1923.72,0.3,43,604.0
2017-08-02,7590.56,2277.168,0.3,47,695.0
2017-08-03,5531.42,1659.426,0.3,40,512.0
2017-08-04,8126.48,2437.944,0.3,45,757.0
2017-08-05,7742.36,2322.708,0.3,51,832.0
2017-08-06,10153.98,3046.194,0.3,49,999.0
2017-08-07,10748.36,3224.508,0.3,62,1248.0
2017-08-08,19174.9,5752.47,0.3,64,1582.0
2017-08-09,9660.68,2898.204,0.3,55,835.0
2017-08-10,9126.6,2737.98,0.3,51,859.0
2017-08-11,8635.2,2590.56,0.3,50,753.0
2017-08-12,13742.08,4122.624,0.3,59,1261.0
2017-08-13,11002.14,3300.642,0.3,53,959.0
2017-08-14,6422.83,1926.849,0.3,44,599.0
2017-08-15,8030.81,2409.243,0.3,50,756.0
2017-08-16,6468.1,1940.43,0.3,50,612.0
2017-08-17,7231.78,2169.534,0.3,43,548.0
2017-08-18,6189.2,1856.76,0.3,42,555.0
2017-08-19,14954.88,4486.464,0.3,56,1266.0
2017-08-20,12427.76,3728.328,0.3,57,959.0
2017-08-21,7009.58,2102.874,0.3,43,607.0
2017-08-22,7805.8,2341.74,0.3,43,681.0
2017-08-23,8212.16,2463.648,0.3,48,712.0
2017-08-24,8105.54,2431.662,0.3,48,693.0
2017-08-25,7754.8,2326.44,0.3,49,610.0
2017-08-26,15889.36,4766.808,0.3,61,1321.0
2017-08-27,17861.66,5358.498,0.3,57,1421.0
2017-08-28,9446.6,2833.98,0.3,48,648.0
2017-08-29,9370.7,2811.21,0.3,49,745.0
2017-08-30,8052.56,2415.768,0.3,48,613.0
2017-08-31,8983.18,2694.954,0.3,46,802.0
2017-09-01,7014.86,2104.458,0.3,42,549.0
2017-09-02,10479.18,3143.754,0.3,47,903.0
2017-09-03,11030.78,3309.234,0.3,56,911.0
2017-09-04,7835.58,2350.674,0.3,47,694.0
2017-09-05,6933.5,2080.05,0.3,47,552.0
2017-09-06,7991.84,2397.552,0.3,51,795.0
2017-09-07,5971.36,1791.408,0.3,41,454.0
2017-09-08,5027.86,1508.358,0.3,40,431.0
2017-09-09,11922.6,3576.78,0.3,54,1054.0
2017-09-10,13782.82,4134.846,0.3,63,1047.0
2017-09-11,7103.6,2131.08,0.3,39,478.0
2017-09-12,7404.62,2221.386,0.3,47,641.0
2017-09-13,6956.22,2086.866,0.3,48,662.0
2017-09-14,6774.0,2032.2,0.3,46,530.0
2017-09-15,6214.08,1864.224,0.3,43,543.0
2017-09-16,11172.0,3351.6,0.3,56,870.0
2017-09-17,17129.84,5138.952,0.3,65,1468.0
2017-09-18,6194.56,1858.368,0.3,37,474.0
2017-09-19,9806.43,2941.929,0.3,51,651.0
2017-09-20,6104.47,1831.341,0.3,43,511.0
2017-09-21,13415.37,4024.611,0.3,59,1263.0
2017-09-22,11984.68,3595.404,0.3,56,962.0
2017-09-23,17080.98,5124.294,0.3,65,1324.0
2017-09-24,11511.2,3453.36,0.3,51,785.0
2017-09-25,9179.56,2753.868,0.3,57,695.0
2017-09-26,12089.38,3626.814,0.3,58,868.0
2017-09-27,10386.46,3115.938,0.3,55,894.0
2017-09-28,10301.76,3090.528,0.3,56,907.0
2017-09-29,11299.1,3389.73,0.3,59,1099.0
2017-09-30,11204.82,3361.446,0.3,66,971.0
2017-10-01,9843.4,2953.02,0.3,50,807.0
2017-10-02,7435.1,2230.53,0.3,45,647.0
2017-10-03,9652.18,2895.654,0.3,46,777.0
2017-10-04,7858.8,2357.64,0.3,46,615.0
2017-10-05,5613.3,1683.99,0.3,43,517.0
2017-10-06,5608.1,1682.43,0.3,46,485.0
2017-10-07,8897.48,2669.244,0.3,53,835.0
2017-10-08,12112.88,3633.864,0.3,50,1140.0
2017-10-09,9006.08,2701.824,0.3,51,786.0
2017-10-10,10051.54,3015.462,0.3,53,907.0
2017-10-11,7289.36,2186.808,0.3,50,627.0
2017-10-12,5348.58,1604.574,0.3,41,470.0
2017-10-13,7547.08,2264.124,0.3,44,696.0
2017-10-14,8442.78,2532.834,0.3,51,823.0
2017-10-15,24539.16,7361.748,0.3,71,2347.0
2017-10-16,5590.26,1677.078,0.3,47,546.0
2017-10-17,5541.8,1662.54,0.3,44,492.0
2017-10-18,7066.48,2119.944,0.3,54,588.0
2017-10-19,7093.0,2127.9,0.3,53,694.0
2017-10-20,19996.0,5998.8,0.3,64,1653.0
2017-10-21,11112.3,3333.69,0.3,55,853.0
2017-10-22,12602.9,3780.87,0.3,49,1067.0
2017-10-23,7508.0,2252.4,0.3,49,692.0
2017-10-24,5673.2,1701.96,0.3,48,612.0
2017-10-25,6257.38,1877.214,0.3,42,580.0
2017-10-26,6101.6,1830.48,0.3,46,445.0
2017-10-27,6588.6,1976.58,0.3,46,587.0
2017-10-28,13205.4,3961.62,0.3,54,1226.0
2017-10-29,15019.3,4505.79,0.3,57,1296.0
2017-10-30,6220.6,1866.18,0.3,51,537.0
2017-10-31,6831.2,2049.36,0.3,46,655.0
2017-11-01,5067.6,1520.28,0.3,39,518.0
2017-11-02,6062.1,1818.63,0.3,40,428.0
2017-11-03,5498.2,1649.46,0.3,42,425.0
2017-11-04,8405.98,2521.794,0.3,50,716.0
2017-11-05,12039.8,3611.94,0.3,57,1133.0
2017-11-06,5948.9,1784.67,0.3,40,538.0
2017-11-07,7118.5,2135.55,0.3,49,572.0
2017-11-08,6228.9,1868.67,0.3,48,488.0
2017-11-09,9436.8,2831.04,0.3,52,728.0
2017-11-10,8711.85,2613.555,0.3,56,766.0
2017-11-11,28977.03,8693.109,0.3,68,2173.0
2017-11-12,14880.94,4464.282,0.3,58,1295.0
2017-11-13,5650.78,1695.234,0.3,40,605.0
2017-11-14,6756.8,2027.04,0.3,46,537.0
2017-11-15,6104.8,1831.44,0.3,37,460.0
2017-11-16,6517.2,1955.16,0.3,43,484.0
2017-11-17,7331.4,2199.42,0.3,48,673.0
2017-11-18,14463.74,4339.122,0.3,58,1130.0
2017-11-19,12142.22,3642.666,0.3,52,972.0
2017-11-20,8177.38,2453.214,0.3,52,645.0
2017-11-21,7351.9,2205.57,0.3,47,588.0
2017-11-22,7254.58,2176.374,0.3,47,568.0
2017-11-23,7756.84,2327.052,0.3,43,575.0
2017-11-24,10202.4,3060.72,0.3,56,935.0
2017-11-25,12065.98,3619.794,0.3,56,977.0
2017-11-26,14900.22,4470.066,0.3,64,1346.0
2017-11-27,8393.08,2517.924,0.3,50,812.0
2017-11-28,9477.7,2843.31,0.3,54,1010.0
2017-11-29,6658.46,1997.538,0.3,40,551.0
2017-11-30,4911.88,1473.564,0.3,42,336.0
2017-12-01,8540.98,2562.294,0.3,48,658.0
2017-12-02,14201.34,4260.402,0.3,56,1105.0
2017-12-03,17244.8,5173.44,0.3,60,1326.0
2017-12-04,7260.1,2178.03,0.3,49,482.0
2017-12-05,9429.59,2828.877,0.3,51,847.0
2017-12-06,7598.88,2279.664,0.3,44,531.0
2017-12-07,7036.26,2110.878,0.3,46,639.0
2017-12-08,11711.58,3513.474,0.3,60,903.0
2017-12-09,19982.42,5994.726,0.3,72,1758.0
2017-12-10,16636.76,4991.028,0.3,71,1312.0
2017-12-11,8213.3,2463.99,0.3,56,661.0
2017-12-12,26570.68,7971.204,0.3,72,2396.0
2017-12-13,6992.78,2097.834,0.3,47,527.0
2017-12-14,6471.1,1941.33,0.3,48,523.0
2017-12-15,5642.3,1692.69,0.3,42,400.0
2017-12-16,11067.42,3320.226,0.3,56,939.0
2017-12-17,13461.9,4038.57,0.3,53,1109.0
2017-12-18,5953.2,1785.96,0.3,46,488.0
2017-12-19,7680.62,2304.186,0.3,44,618.0
2017-12-20,5245.4,1573.62,0.3,44,477.0
2017-12-21,6007.78,1802.334,0.3,38,546.0
2017-12-22,6831.04,2049.312,0.3,48,563.0
2017-12-23,14887.56,4466.268,0.3,59,1261.0
2017-12-24,19637.92,5891.376,0.3,58,1434.0
2017-12-25,5711.54,1713.462,0.3,44,520.0
2017-12-26,7147.9,2144.37,0.3,46,577.0
2017-12-27,6799.7,2039.91,0.3,43,571.0
2017-12-28,5850.32,1755.096,0.3,45,483.0
2017-12-29,7853.02,2355.906,0.3,42,652.0
2017-12-30,10778.35,3233.505,0.3,57,1003.0
2017-12-31,9704.43,2911.329,0.3,46,831.0
2018-01-01,13908.12,4172.436,0.3,52,1058.0
2018-01-02,10274.81,3082.443,0.3,55,920.0
2018-01-03,6783.98,2035.194,0.3,45,530.0
2018-01-04,9472.12,2841.636,0.3,53,833.0
2018-01-05,11728.39,3518.517,0.3,61,876.0
2018-01-06,28387.56,8516.268,0.3,72,2279.0
2018-01-07,17970.17,5391.051,0.3,67,1499.0
2018-01-08,7098.63,2129.589,0.3,49,619.0
2018-01-09,8750.3,2625.09,0.3,50,726.0
2018-01-10,5839.36,1751.808,0.3,42,409.0
2018-01-11,7985.86,2395.758,0.3,46,611.0
2018-01-12,9915.2,2974.56,0.3,51,820.0
2018-01-13,16164.2,4849.26,0.3,61,1190.0
2018-01-14,15517.48,4655.244,0.3,62,1239.0
2018-01-15,10691.3,3207.39,0.3,47,822.0
2018-01-16,7983.56,2395.068,0.3,48,691.0
2018-01-17,8638.08,2591.424,0.3,49,700.0
2018-01-18,8128.88,2438.664,0.3,47,566.0
2018-01-19,9942.2,2982.66,0.3,48,1101.0
2018-01-20,26510.46,7953.138,0.3,71,2272.0
2018-01-21,20497.26,6149.178,0.3,75,2447.0
2018-01-22,7782.06,2334.618,0.3,42,696.0
2018-01-23,9933.26,2979.978,0.3,53,1109.0
2018-01-24,8910.14,2673.042,0.3,47,698.0
2018-01-25,10814.54,3244.362,0.3,56,1690.0
2018-01-26,11233.56,3370.068,0.3,57,1634.0
2018-01-27,20105.16,6031.548,0.3,60,1623.0
2018-01-28,21276.84,6383.052,0.3,62,2487.0
2018-01-29,6254.78,1876.434,0.3,48,442.0
2018-01-30,9680.46,2904.138,0.3,46,770.0
2018-01-31,9406.34,2821.902,0.3,49,734.0
2018-02-01,8494.52,2548.356,0.3,52,668.0
2018-02-02,8495.74,2548.722,0.3,53,561.0
2018-02-03,19828.5,5948.55,0.3,68,1217.0
2018-02-04,21920.1,6576.03,0.3,63,1600.0
2018-02-05,10057.2,3017.16,0.3,49,714.0
2018-02-06,10669.64,3200.892,0.3,55,852.0
2018-02-07,12807.7,3842.31,0.3,55,752.0
2018-02-08,9139.02,2741.706,0.3,53,656.0
2018-02-09,11500.14,3450.042,0.3,51,819.0
2018-02-10,18341.5,5502.45,0.3,67,1268.0
2018-02-11,16677.48,5003.244,0.3,65,1105.0
2018-02-12,12626.48,3787.944,0.3,60,818.0
2018-02-13,9385.7,2815.71,0.3,41,581.0
2018-02-14,12278.28,3683.484,0.3,47,911.0
2018-02-15,6445.6,1933.68,0.3,33,453.0
2018-02-16,3541.2,1062.36,0.3,27,227.0
2018-02-17,4225.18,1267.554,0.3,27,306.0
2018-02-18,3499.6,1049.88,0.3,25,241.0
2018-02-19,6428.88,1928.664,0.3,36,490.0
2018-02-20,5845.5,1753.65,0.3,42,463.0
2018-02-21,9217.48,2765.244,0.3,45,656.0
2018-02-22,10460.29,3138.087,0.3,52,810.0
2018-02-23,10154.33,3046.299,0.3,52,725.0
2018-02-24,16440.79,4932.237,0.3,62,1229.0
2018-02-25,17283.96,5185.188,0.3,64,1309.0
2018-02-26,5685.46,1705.638,0.3,43,496.0
2018-02-27,6780.1,2034.03,0.3,42,453.0
2018-02-28,7683.36,2305.008,0.3,48,569.0
2018-03-01,9595.25,2878.575,0.3,52,715.0
2018-03-02,9122.96,2736.888,0.3,50,658.0
2018-03-03,14700.11,4410.033,0.3,55,1142.0
2018-03-04,15519.18,4655.754,0.3,59,1191.0
2018-03-05,7167.08,2150.124,0.3,48,628.0
2018-03-06,7842.38,2352.714,0.3,45,559.0
2018-03-07,6421.18,1926.354,0.3,48,477.0
2018-03-08,21231.53,6369.459,0.3,64,1535.0
2018-03-09,6708.4,2012.52,0.3,50,505.0
2018-03-10,15542.76,4662.828,0.3,60,1161.0
2018-03-11,14269.22,4280.766,0.3,53,1211.0
2018-03-12,8173.88,2452.164,0.3,47,605.0
2018-03-13,8674.46,2602.338,0.3,47,747.0
2018-03-14,14365.16,4309.548,0.3,61,1196.0
2018-03-15,9520.56,2856.168,0.3,54,775.0
2018-03-16,9198.66,2759.598,0.3,52,737.0
2018-03-17,19500.22,5850.066,0.3,67,1565.0
2018-03-18,20445.82,6133.746,0.3,64,1525.0
2018-03-19,8579.38,2573.814,0.3,48,584.0
2018-03-20,7529.82,2258.946,0.3,47,535.0
2018-03-21,8028.42,2408.526,0.3,50,619.0
2018-03-22,8235.08,2470.524,0.3,51,539.0
2018-03-23,7893.58,2368.074,0.3,51,584.0
2018-03-24,20423.9,6127.17,0.3,65,1694.0
2018-03-25,19609.7,5882.91,0.3,65,1450.0
2018-03-26,8153.66,2446.098,0.3,46,639.0
2018-03-27,8241.88,2472.564,0.3,47,628.0
2018-03-28,9046.38,2713.914,0.3,45,628.0
2018-03-29,7313.94,2194.182,0.3,49,617.0
2018-03-30,10277.86,3083.358,0.3,56,929.0
2018-03-31,22466.22,6739.866,0.3,69,1717.0
2018-04-01,24368.2,7310.46,0.3,67,1779.0
2018-04-02,9747.08,2924.124,0.3,58,737.0
2018-04-03,12076.66,3622.998,0.3,54,969.0
2018-04-04,10345.72,3103.716,0.3,51,776.0
2018-04-05,14950.38,4485.114,0.3,52,1186.0
2018-04-06,16841.74,5052.522,0.3,56,1337.0
2018-04-07,17224.42,5167.326,0.3,65,1367.0
2018-04-08,13584.62,4075.386,0.3,59,1009.0
2018-04-09,21507.58,6452.274,0.3,66,1557.0
2018-04-10,13835.48,4150.644,0.3,59,1000.0
2018-04-11,11788.6,3536.58,0.3,56,917.0
2018-04-12,13952.98,4185.894,0.3,52,1063.0
2018-04-13,11960.04,3588.012,0.3,63,850.0
2018-04-14,13644.15,4093.245,0.3,67,940.0
2018-04-15,45083.0,13524.9,0.3,72,3185.0
2018-04-16,20929.1,6278.73,0.3,66,1387.0
2018-04-17,11477.98,3443.394,0.3,52,849.0
2018-04-18,10665.42,3199.626,0.3,52,865.0
2018-04-19,12410.8,3723.24,0.3,57,943.0
2018-04-20,13433.48,4030.044,0.3,54,1079.0
2018-04-21,19603.76,5881.128,0.3,57,1565.0
2018-04-22,24173.22,7251.966,0.3,63,1828.0
2018-04-23,11356.86,3407.058,0.3,59,1015.0
2018-04-24,16289.5,4886.85,0.3,57,1317.0
2018-04-25,12902.1,3870.63,0.3,53,978.0
2018-04-26,13254.14,3976.242,0.3,58,1160.0
2018-04-27,12565.08,3769.524,0.3,57,931.0
2018-04-28,16217.9,4865.37,0.3,63,1243.0
