route_id,start_milepost,end_milepost,adt_2015,route_type,lanes_decreasing,lanes_increasing,comments,segment_length_mi,avg_lanes_per_direction,peak_hour_volume_total,peak_hour_volume_per_direction,baseline_capacity_per_direction,baseline_vc_ratio,route_label
5,121.4,122.4,136000,IS,3,3,,1.0,3.0,10880.0,5440.0,6000.0,0.9066666666666666,I-5
5,122.4,123.09,124000,IS,3,3,,0.6899999999999977,3.0,9920.0,4960.0,6000.0,0.8266666666666667,I-5
5,123.09,123.28,139000,IS,3,3,,0.18999999999999773,3.0,11120.0,5560.0,6000.0,0.9266666666666666,I-5
5,123.28,123.94,135000,IS,4,4,,0.6599999999999966,4.0,10800.0,5400.0,8000.0,0.675,I-5
5,123.94,124.33,152000,IS,4,4,,0.39000000000000057,4.0,12160.0,6080.0,8000.0,0.76,I-5
5,124.33,125.09,137000,IS,4,4,,0.7600000000000051,4.0,10960.0,5480.0,8000.0,0.685,I-5
5,125.09,125.6,149000,IS,4,4,,0.5099999999999909,4.0,11920.0,5960.0,8000.0,0.745,I-5
5,125.6,126.2,132000,IS,4,4,,0.6000000000000085,4.0,10560.0,5280.0,8000.0,0.66,I-5
5,126.2,127.13,148000,IS,4,4,,0.9299999999999926,4.0,11840.0,5920.0,8000.0,0.74,I-5
5,127.13,128.06,110000,IS,4,4,SR 512 intersection,0.9300000000000068,4.0,8800.0,4400.0,8000.0,0.55,I-5
5,128.06,128.59,177000,IS,4,4,,0.5300000000000011,4.0,14160.0,7080.0,8000.0,0.885,I-5
5,128.59,129.36,169000,IS,4,4,,0.7700000000000102,4.0,13520.0,6760.0,8000.0,0.845,I-5
5,129.36,130.02,161000,IS,4,4,,0.6599999999999966,4.0,12880.0,6440.0,8000.0,0.805,I-5
5,130.02,130.31,199000,IS,4,4,,0.28999999999999204,4.0,15920.0,7960.0,8000.0,0.995,I-5
5,130.31,131.22,180000,IS,4,4,,0.9099999999999966,4.0,14400.0,7200.0,8000.0,0.9,I-5
5,131.22,131.35,197000,IS,4,4,,0.12999999999999545,4.0,15760.0,7880.0,8000.0,0.985,I-5
5,131.35,132.89,134000,IS,4,3,SR 16 Intersection,1.539999999999992,3.5,10720.0,5360.0,7000.0,0.7657142857142857,I-5
5,132.89,133.66,164000,IS,4,3,,0.7700000000000102,3.5,13120.0,6560.0,7000.0,0.9371428571428572,I-5
5,133.66,134.18,170000,IS,4,3,I705 intersection,0.5200000000000102,3.5,13600.0,6800.0,7000.0,0.9714285714285714,I-5
5,134.18,134.61,225000,IS,4,3,,0.4300000000000068,3.5,18000.0,9000.0,7000.0,1.2857142857142858,I-5
5,134.61,134.97,209000,IS,4,3,,0.3599999999999852,3.5,16720.0,8360.0,7000.0,1.1942857142857144,I-5
5,134.97,135.32,179000,IS,4,3,,0.3499999999999943,3.5,14320.0,7160.0,7000.0,1.022857142857143,I-5
5,135.32,136.51,205000,IS,4,4,SR167 Joins,1.1899999999999977,4.0,16400.0,8200.0,8000.0,1.025,I-5
5,136.51,137.15,193000,IS,4,4,,0.6400000000000148,4.0,15440.0,7720.0,8000.0,0.965,I-5
5,137.15,138.04,170000,IS,4,4,,0.8899999999999864,4.0,13600.0,6800.0,8000.0,0.85,I-5
5,138.04,141.64,190000,IS,4,4,,3.5999999999999943,4.0,15200.0,7600.0,8000.0,0.95,I-5
5,141.64,142.76,137000,IS,5,5,,1.1200000000000045,5.0,10960.0,5480.0,10000.0,0.548,I-5
5,142.76,143.67,180000,IS,5,5,,0.9099999999999966,5.0,14400.0,7200.0,10000.0,0.72,I-5
5,143.67,144.61,161000,IS,5,5,,0.9400000000000261,5.0,12880.0,6440.0,10000.0,0.644,I-5
5,144.61,146.49,192000,IS,5,5,,1.8799999999999955,5.0,15360.0,7680.0,10000.0,0.768,I-5
5,146.49,147.28,180000,IS,5,5,,0.789999999999992,5.0,14400.0,7200.0,10000.0,0.72,I-5
5,147.28,149.83,203000,IS,5,5,,2.5500000000000114,5.0,16240.0,8120.0,10000.0,0.812,I-5
5,149.83,151.5,212000,IS,5,5,,1.6699999999999875,5.0,16960.0,8480.0,10000.0,0.848,I-5
5,151.5,152.03,215000,IS,5,5,,0.5300000000000011,5.0,17200.0,8600.0,10000.0,0.86,I-5
5,152.03,152.72,195000,IS,5,5,,0.6899999999999977,5.0,15600.0,7800.0,10000.0,0.78,I-5
5,152.72,155.18,224000,IS,5,5,I405 intersection,2.460000000000008,5.0,17920.0,8960.0,10000.0,0.896,I-5
5,155.18,155.59,239000,IS,4,3,,0.4099999999999966,3.5,19120.0,9560.0,7000.0,1.3657142857142857,I-5
5,155.59,156.29,172000,IS,5,4,,0.6999999999999886,4.5,13760.0,6880.0,9000.0,0.7644444444444445,I-5
5,156.29,157.7,191000,IS,4,4,,1.4099999999999966,4.0,15280.0,7640.0,8000.0,0.955,I-5
5,157.7,157.85,193000,IS,4,4,,0.15000000000000568,4.0,15440.0,7720.0,8000.0,0.965,I-5
5,157.85,158.32,188000,IS,4,4,,0.46999999999999886,4.0,15040.0,7520.0,8000.0,0.94,I-5
5,158.32,160.74,206000,IS,4,4,,2.420000000000016,4.0,16480.0,8240.0,8000.0,1.03,I-5
5,160.74,162.24,193000,IS,4,4,,1.5,4.0,15440.0,7720.0,8000.0,0.965,I-5
5,162.24,162.79,236000,IS,4,4,,0.549999999999983,4.0,18880.0,9440.0,8000.0,1.18,I-5
5,162.79,163.36,186000,IS,3,3,,0.5700000000000216,3.0,14880.0,7440.0,6000.0,1.24,I-5
5,163.36,163.48,238000,IS,2,3,,0.11999999999997613,2.5,19040.0,9520.0,5000.0,1.904,I-5
5,163.48,164.22,242000,IS,2,3,,0.7400000000000091,2.5,19360.0,9680.0,5000.0,1.936,I-5
5,164.22,165.29,149000,IS,2,3,I90 intersection,1.0699999999999932,2.5,11920.0,5960.0,5000.0,1.192,I-5
5,165.29,165.67,124000,IS,4,4,,0.37999999999999545,4.0,9920.0,4960.0,8000.0,0.62,I-5
5,165.67,165.96,184000,IS,4,4,,0.29000000000002046,4.0,14720.0,7360.0,8000.0,0.92,I-5
5,165.96,166.15,207000,IS,4,4,,0.18999999999999773,4.0,16560.0,8280.0,8000.0,1.035,I-5
5,166.15,166.66,193000,IS,4,4,,0.5099999999999909,4.0,15440.0,7720.0,8000.0,0.965,I-5
5,166.66,167.35,191000,IS,4,4,,0.6899999999999977,4.0,15280.0,7640.0,8000.0,0.955,I-5
5,167.35,167.39,219000,IS,4,4,,0.03999999999999204,4.0,17520.0,8760.0,8000.0,1.095,I-5
5,167.39,167.8,210000,IS,4,4,,0.410000000000025,4.0,16800.0,8400.0,8000.0,1.05,I-5
5,167.8,168.31,157000,IS,4,4,SR 520 intersection,0.5099999999999909,4.0,12560.0,6280.0,8000.0,0.785,I-5
5,168.31,168.56,190000,IS,4,4,,0.25,4.0,15200.0,7600.0,8000.0,0.95,I-5
5,168.56,169.01,206000,IS,4,4,,0.44999999999998863,4.0,16480.0,8240.0,8000.0,1.03,I-5
5,169.01,169.71,173000,IS,4,4,,0.700000000000017,4.0,13840.0,6920.0,8000.0,0.865,I-5
5,169.71,170.04,171000,IS,4,4,,0.3299999999999841,4.0,13680.0,6840.0,8000.0,0.855,I-5
5,170.04,170.5,189000,IS,4,4,,0.46000000000000796,4.0,15120.0,7560.0,8000.0,0.945,I-5
5,170.5,170.91,159000,IS,3,3,,0.4099999999999966,3.0,12720.0,6360.0,6000.0,1.06,I-5
5,170.91,171.22,172000,IS,3,3,,0.3100000000000023,3.0,13760.0,6880.0,6000.0,1.1466666666666667,I-5
5,171.22,171.76,155000,IS,3,3,,0.539999999999992,3.0,12400.0,6200.0,6000.0,1.0333333333333334,I-5
5,171.76,172.52,177000,IS,3,3,,0.7600000000000193,3.0,14160.0,7080.0,6000.0,1.18,I-5
5,172.52,173.15,187000,IS,3,3,,0.6299999999999955,3.0,14960.0,7480.0,6000.0,1.2466666666666666,I-5
5,173.15,173.51,213000,IS,4,4,,0.3599999999999852,4.0,17040.0,8520.0,8000.0,1.065,I-5
5,173.51,174.27,198000,IS,4,4,,0.7600000000000193,4.0,15840.0,7920.0,8000.0,0.99,I-5
5,174.27,175.1,173000,IS,4,4,,0.8299999999999841,4.0,13840.0,6920.0,8000.0,0.865,I-5
5,175.1,175.28,194000,IS,3,3,,0.18000000000000682,3.0,15520.0,7760.0,6000.0,1.2933333333333332,I-5
5,175.28,175.52,193000,IS,3,3,,0.2400000000000091,3.0,15440.0,7720.0,6000.0,1.2866666666666666,I-5
5,175.52,175.79,194000,IS,3,3,,0.2699999999999818,3.0,15520.0,7760.0,6000.0,1.2933333333333332,I-5
5,175.79,176.55,173000,IS,3,3,,0.7600000000000193,3.0,13840.0,6920.0,6000.0,1.1533333333333333,I-5
5,176.55,177.17,188000,IS,3,3,,0.6199999999999761,3.0,15040.0,7520.0,6000.0,1.2533333333333334,I-5
5,177.17,178.61,162000,IS,3,3,,1.4400000000000261,3.0,12960.0,6480.0,6000.0,1.08,I-5
5,178.61,179.17,183000,IS,3,3,,0.5599999999999739,3.0,14640.0,7320.0,6000.0,1.22,I-5
5,179.17,179.61,166000,IS,3,3,,0.44000000000002615,3.0,13280.0,6640.0,6000.0,1.1066666666666667,I-5
5,179.61,180.36,195000,IS,3,3,,0.75,3.0,15600.0,7800.0,6000.0,1.3,I-5
5,180.36,181.31,171000,IS,3,3,,0.9499999999999886,3.0,13680.0,6840.0,6000.0,1.14,I-5
5,181.31,182.59,158000,IS,3,3,I405 intersection,1.2800000000000011,3.0,12640.0,6320.0,6000.0,1.0533333333333332,I-5
5,182.59,183.19,141000,IS,3,3,,0.5999999999999943,3.0,11280.0,5640.0,6000.0,0.94,I-5
5,183.19,183.59,196000,IS,3,3,,0.4000000000000057,3.0,15680.0,7840.0,6000.0,1.3066666666666666,I-5
5,183.59,184.47,162000,IS,3,3,,0.8799999999999955,3.0,12960.0,6480.0,6000.0,1.08,I-5
5,184.47,186.18,186000,IS,3,3,,1.710000000000008,3.0,14880.0,7440.0,6000.0,1.24,I-5
5,186.18,186.87,152000,IS,3,3,,0.6899999999999977,3.0,12160.0,6080.0,6000.0,1.0133333333333334,I-5
5,186.87,187.55,178000,IS,3,3,,0.6800000000000068,3.0,14240.0,7120.0,6000.0,1.1866666666666668,I-5
5,187.55,188.69,173000,IS,3,3,,1.1399999999999864,3.0,13840.0,6920.0,6000.0,1.1533333333333333,I-5
5,188.69,189.97,129000,IS,3,3,,1.2800000000000011,3.0,10320.0,5160.0,6000.0,0.86,I-5
5,189.97,192.47,197000,IS,4,4,,2.5,4.0,15760.0,7880.0,8000.0,0.985,I-5
5,192.47,192.94,162000,IS,4,3,,0.46999999999999886,3.5,12960.0,6480.0,7000.0,0.9257142857142857,I-5
5,192.94,193.35,187000,IS,3,4,,0.4099999999999966,3.5,14960.0,7480.0,7000.0,1.0685714285714285,I-5
5,193.35,193.65,174000,IS,3,4,,0.30000000000001137,3.5,13920.0,6960.0,7000.0,0.9942857142857143,I-5
5,193.65,194.44,129000,IS,3,3,,0.789999999999992,3.0,10320.0,5160.0,6000.0,0.86,I-5
5,194.44,194.56,155000,IS,3,3,,0.12000000000000455,3.0,12400.0,6200.0,6000.0,1.0333333333333334,I-5
5,194.56,198.61,134000,IS,3,3,,4.050000000000011,3.0,10720.0,5360.0,6000.0,0.8933333333333333,I-5
5,198.61,198.95,152000,IS,3,3,,0.339999999999975,3.0,12160.0,6080.0,6000.0,1.0133333333333334,I-5
5,198.95,199.58,121000,IS,3,3,,0.6300000000000239,3.0,9680.0,4840.0,6000.0,0.8066666666666666,I-5
5,199.58,200.25,136000,IS,3,3,,0.6699999999999875,3.0,10880.0,5440.0,6000.0,0.9066666666666666,I-5
5,200.25,201.19,112000,IS,3,3,,0.9399999999999977,3.0,8960.0,4480.0,6000.0,0.7466666666666667,I-5
5,201.19,202.18,122000,IS,3,3,,0.9900000000000091,3.0,9760.0,4880.0,6000.0,0.8133333333333334,I-5
5,202.18,202.87,96000,IS,3,3,,0.6899999999999977,3.0,7680.0,3840.0,6000.0,0.64,I-5
5,202.87,205.53,108000,IS,3,3,,2.6599999999999966,3.0,8640.0,4320.0,6000.0,0.72,I-5
5,205.53,206.6,74000,IS,3,3,,1.0699999999999932,3.0,5920.0,2960.0,6000.0,0.49333333333333335,I-5
5,206.6,208.46,89000,IS,3,3,,1.8600000000000136,3.0,7120.0,3560.0,6000.0,0.5933333333333334,I-5
5,208.46,209.09,74000,IS,3,3,,0.6299999999999955,3.0,5920.0,2960.0,6000.0,0.49333333333333335,I-5
5,209.09,210.05,83000,IS,3,3,,0.960000000000008,3.0,6640.0,3320.0,6000.0,0.5533333333333333,I-5
5,210.05,210.79,78000,IS,3,3,,0.7399999999999807,3.0,6240.0,3120.0,6000.0,0.52,I-5
5,210.79,212.37,82000,IS,3,3,,1.5800000000000125,3.0,6560.0,3280.0,6000.0,0.5466666666666666,I-5
5,212.37,213.08,61000,IS,3,3,,0.710000000000008,3.0,4880.0,2440.0,6000.0,0.4066666666666667,I-5
5,213.08,214.8,64000,IS,3,3,,1.7199999999999989,3.0,5120.0,2560.0,6000.0,0.4266666666666667,I-5
5,214.8,215.51,60000,IS,3,3,,0.7099999999999795,3.0,4800.0,2400.0,6000.0,0.4,I-5
5,215.51,218.33,62000,IS,3,3,northern boundary of Snohomish County,2.8200000000000216,3.0,4960.0,2480.0,6000.0,0.41333333333333333,I-5
90,1.94,2.04,13000,SR,2,3,Start of I90 in downtown Seattle,0.10000000000000009,2.5,1040.0,520.0,5000.0,0.104,I-90
90,2.04,2.4,44000,SR,2,2,,0.3599999999999999,2.0,3520.0,1760.0,4000.0,0.44,I-90
90,2.4,2.54,23000,SR,2,2,,0.14000000000000012,2.0,1840.0,920.0,4000.0,0.23,I-90
90,2.54,2.79,23000,IS,2,2,,0.25,2.0,1840.0,920.0,4000.0,0.23,I-90
90,2.79,3.94,121000,IS,4,4,Intersection with I5,1.15,4.0,9680.0,4840.0,8000.0,0.605,I-90
90,3.94,5.82,132000,IS,3,3,,1.8800000000000003,3.0,10560.0,5280.0,6000.0,0.88,I-90
90,5.82,6.56,132000,IS,3,3,,0.7399999999999993,3.0,10560.0,5280.0,6000.0,0.88,I-90
90,6.56,6.85,131000,IS,3,3,,0.29000000000000004,3.0,10480.0,5240.0,6000.0,0.8733333333333333,I-90
90,6.85,7.64,124000,IS,3,3,,0.79,3.0,9920.0,4960.0,6000.0,0.8266666666666667,I-90
90,7.64,8.7,151000,IS,3,3,,1.0599999999999996,3.0,12080.0,6040.0,6000.0,1.0066666666666666,I-90
90,8.7,9.61,162000,IS,3,3,,0.9100000000000001,3.0,12960.0,6480.0,6000.0,1.08,I-90
90,9.61,9.87,100000,IS,3,3,,0.2599999999999998,3.0,8000.0,4000.0,6000.0,0.6666666666666666,I-90
90,9.87,10.15,75000,IS,3,3,,0.28000000000000114,3.0,6000.0,3000.0,6000.0,0.5,I-90
90,10.15,11.64,146000,IS,3,3,,1.4900000000000002,3.0,11680.0,5840.0,6000.0,0.9733333333333334,I-90
90,11.64,12.34,101000,IS,3,3,Intersection with I405,0.6999999999999993,3.0,8080.0,4040.0,6000.0,0.6733333333333333,I-90
90,12.34,13.3,130000,IS,3,3,,0.9600000000000009,3.0,10400.0,5200.0,6000.0,0.8666666666666667,I-90
90,13.3,14.32,118000,IS,3,3,,1.0199999999999996,3.0,9440.0,4720.0,6000.0,0.7866666666666666,I-90
90,14.32,15.36,128000,IS,3,3,,1.0399999999999991,3.0,10240.0,5120.0,6000.0,0.8533333333333334,I-90
90,15.37,16.31,86000,IS,3,3,,0.9399999999999995,3.0,6880.0,3440.0,6000.0,0.5733333333333334,I-90
90,16.31,16.85,97000,IS,3,3,,0.5400000000000027,3.0,7760.0,3880.0,6000.0,0.6466666666666666,I-90
90,16.85,18.0,69000,IS,3,3,,1.1499999999999986,3.0,5520.0,2760.0,6000.0,0.46,I-90
90,18.0,18.38,63000,IS,3,3,,0.379999999999999,3.0,5040.0,2520.0,6000.0,0.42,I-90
90,18.38,19.97,71000,IS,3,3,,1.5899999999999999,3.0,5680.0,2840.0,6000.0,0.47333333333333333,I-90
90,19.97,20.75,69000,IS,3,3,,0.7800000000000011,3.0,5520.0,2760.0,6000.0,0.46,I-90
90,20.75,22.22,69000,IS,3,3,,1.4699999999999989,3.0,5520.0,2760.0,6000.0,0.46,I-90
90,22.22,22.86,58000,IS,3,3,,0.6400000000000006,3.0,4640.0,2320.0,6000.0,0.38666666666666666,I-90
90,22.86,25.37,63000,IS,3,3,,2.5100000000000016,3.0,5040.0,2520.0,6000.0,0.42,I-90
405,0.0,0.09,75000,IS,3,3,Intersection with I5,0.09,3.0,6000.0,3000.0,6000.0,0.5,I-405
405,0.09,0.37,110000,IS,3,3,,0.28,3.0,8800.0,4400.0,6000.0,0.7333333333333333,I-405
405,0.37,0.54,169000,IS,3,3,,0.17000000000000004,3.0,13520.0,6760.0,6000.0,1.1266666666666667,I-405
405,0.54,0.75,176000,IS,3,3,,0.20999999999999996,3.0,14080.0,7040.0,6000.0,1.1733333333333333,I-405
405,0.75,1.22,156000,IS,3,3,,0.47,3.0,12480.0,6240.0,6000.0,1.04,I-405
405,1.22,2.26,169000,IS,3,3,,1.0399999999999998,3.0,13520.0,6760.0,6000.0,1.1266666666666667,I-405
405,2.26,2.8,93000,IS,3,3,Intersection with SR167,0.54,3.0,7440.0,3720.0,6000.0,0.62,I-405
405,2.8,3.3,152000,IS,3,3,,0.5,3.0,12160.0,6080.0,6000.0,1.0133333333333334,I-405
405,3.3,3.69,172000,IS,2,2,,0.3900000000000001,2.0,13760.0,6880.0,4000.0,1.72,I-405
405,3.69,4.5,130000,IS,2,2,,0.81,2.0,10400.0,5200.0,4000.0,1.3,I-405
405,4.5,4.79,138000,IS,2,2,,0.29000000000000004,2.0,11040.0,5520.0,4000.0,1.38,I-405
405,4.79,5.19,153000,IS,2,2,,0.40000000000000036,2.0,12240.0,6120.0,4000.0,1.53,I-405
405,5.19,5.89,133000,IS,2,2,,0.6999999999999993,2.0,10640.0,5320.0,4000.0,1.33,I-405
405,5.89,6.34,148000,IS,2,2,,0.4500000000000002,2.0,11840.0,5920.0,4000.0,1.48,I-405
405,6.34,6.72,144000,IS,2,2,,0.3799999999999999,2.0,11520.0,5760.0,4000.0,1.44,I-405
405,6.72,7.2,154000,IS,2,2,,0.4800000000000004,2.0,12320.0,6160.0,4000.0,1.54,I-405
405,7.2,7.69,145000,IS,2,2,,0.4900000000000002,2.0,11600.0,5800.0,4000.0,1.45,I-405
405,7.69,8.98,152000,IS,2,2,,1.29,2.0,12160.0,6080.0,4000.0,1.52,I-405
405,8.98,9.59,151000,IS,2,2,,0.6099999999999994,2.0,12080.0,6040.0,4000.0,1.51,I-405
405,9.59,9.96,161000,IS,2,2,,0.370000000000001,2.0,12880.0,6440.0,4000.0,1.61,I-405
405,9.96,10.56,147000,IS,2,2,,0.5999999999999996,2.0,11760.0,5880.0,4000.0,1.47,I-405
405,10.56,10.93,177000,IS,2,2,,0.3699999999999992,2.0,14160.0,7080.0,4000.0,1.77,I-405
405,10.93,11.69,102000,IS,4,4,Intersection with I90,0.7599999999999998,4.0,8160.0,4080.0,8000.0,0.51,I-405
405,11.69,12.44,195000,IS,4,4,,0.75,4.0,15600.0,7800.0,8000.0,0.975,I-405
405,12.44,12.99,177000,IS,4,3,,0.5500000000000007,3.5,14160.0,7080.0,7000.0,1.0114285714285713,I-405
405,12.99,13.42,192000,IS,4,3,,0.4299999999999997,3.5,15360.0,7680.0,7000.0,1.0971428571428572,I-405
405,13.42,13.78,141000,IS,3,3,,0.35999999999999943,3.0,11280.0,5640.0,6000.0,0.94,I-405
405,13.78,14.83,158000,IS,3,3,,1.0500000000000007,3.0,12640.0,6320.0,6000.0,1.0533333333333332,I-405
405,14.83,15.76,130000,IS,3,3,Intersection with SR520,0.9299999999999997,3.0,10400.0,5200.0,6000.0,0.8666666666666667,I-405
405,15.76,17.05,185000,IS,3,3,,1.290000000000001,3.0,14800.0,7400.0,6000.0,1.2333333333333334,I-405
405,17.05,17.62,171000,IS,3,3,,0.5700000000000003,3.0,13680.0,6840.0,6000.0,1.14,I-405
405,17.62,17.78,185000,IS,3,3,,0.16000000000000014,3.0,14800.0,7400.0,6000.0,1.2333333333333334,I-405
405,17.78,18.6,161000,IS,3,3,,0.8200000000000003,3.0,12880.0,6440.0,6000.0,1.0733333333333333,I-405
405,18.6,19.51,193000,IS,3,3,,0.9100000000000001,3.0,15440.0,7720.0,6000.0,1.2866666666666666,I-405
405,19.51,20.27,168000,IS,3,3,,0.759999999999998,3.0,13440.0,6720.0,6000.0,1.12,I-405
405,20.27,21.28,132000,IS,3,3,,1.0100000000000016,3.0,10560.0,5280.0,6000.0,0.88,I-405
405,21.28,22.32,164000,IS,3,3,,1.0399999999999991,3.0,13120.0,6560.0,6000.0,1.0933333333333333,I-405
405,22.32,23.47,152000,IS,3,3,,1.1499999999999986,3.0,12160.0,6080.0,6000.0,1.0133333333333334,I-405
405,23.47,23.88,112000,IS,3,3,,0.41000000000000014,3.0,8960.0,4480.0,6000.0,0.7466666666666667,I-405
405,23.88,24.09,124000,IS,3,3,,0.21000000000000085,3.0,9920.0,4960.0,6000.0,0.8266666666666667,I-405
405,24.09,24.28,116000,IS,3,3,,0.19000000000000128,3.0,9280.0,4640.0,6000.0,0.7733333333333333,I-405
405,24.28,24.83,107000,IS,3,3,,0.5499999999999972,3.0,8560.0,4280.0,6000.0,0.7133333333333334,I-405
405,24.83,26.31,128000,IS,3,3,,1.4800000000000004,3.0,10240.0,5120.0,6000.0,0.8533333333333334,I-405
405,26.31,27.4,91000,IS,3,3,,1.0899999999999999,3.0,7280.0,3640.0,6000.0,0.6066666666666667,I-405
405,27.4,29.88,119000,IS,3,3,,2.4800000000000004,3.0,9520.0,4760.0,6000.0,0.7933333333333333,I-405
405,29.88,30.21,50000,IS,3,3,,0.33000000000000185,3.0,4000.0,2000.0,6000.0,0.3333333333333333,I-405
405,30.21,30.32,35000,IS,3,3,Intersection with I5,0.10999999999999943,3.0,2800.0,1400.0,6000.0,0.23333333333333334,I-405
520,0.0,0.36,48000,SR,2,2,Intersection with I5,0.36,2.0,3840.0,1920.0,4000.0,0.48,SR-520
520,0.36,0.85,79000,SR,2,2,,0.49,2.0,6320.0,3160.0,4000.0,0.79,SR-520
520,0.85,1.43,45000,SR,2,2,,0.58,2.0,3600.0,1800.0,4000.0,0.45,SR-520
520,1.43,1.63,61000,SR,2,2,,0.19999999999999996,2.0,4880.0,2440.0,4000.0,0.61,SR-520
520,1.63,4.4,68000,SR,2,2,,2.7700000000000005,2.0,5440.0,2720.0,4000.0,0.68,SR-520
520,4.4,5.39,61000,SR,2,2,,0.9899999999999993,2.0,4880.0,2440.0,4000.0,0.61,SR-520
520,5.39,5.6,77000,SR,2,2,,0.20999999999999996,2.0,6160.0,3080.0,4000.0,0.77,SR-520
520,5.6,6.52,62000,SR,2,2,,0.9199999999999999,2.0,4960.0,2480.0,4000.0,0.62,SR-520
520,6.52,6.93,77000,SR,2,2,,0.41000000000000014,2.0,6160.0,3080.0,4000.0,0.77,SR-520
520,6.93,9.6,109000,SR,2,2,Intersection with I405,2.67,2.0,8720.0,4360.0,4000.0,1.09,SR-520
520,9.6,9.72,95000,SR,2,2,,0.120000000000001,2.0,7600.0,3800.0,4000.0,0.95,SR-520
520,9.72,11.35,68000,SR,2,2,,1.629999999999999,2.0,5440.0,2720.0,4000.0,0.68,SR-520
520,11.35,12.05,91000,SR,2,2,,0.7000000000000011,2.0,7280.0,3640.0,4000.0,0.91,SR-520
520,12.05,12.38,78000,SR,2,2,,0.33000000000000007,2.0,6240.0,3120.0,4000.0,0.78,SR-520
520,12.38,12.83,37000,SR,2,2,Terminus of SR 520,0.4499999999999993,2.0,2960.0,1480.0,4000.0,0.37,SR-520
