time_s,time_min,skin_temperature_c
114,1.9,37.841176
115,1.916667,37.848101
116,1.933333,37.855019
117,1.95,37.86193
118,1.966667,37.868833
119,1.983333,37.875728
120,2.0,37.882616
121,2.016667,37.889496
122,2.033333,37.896369
123,2.05,37.903234
124,2.066667,37.910092
125,2.083333,37.916942
126,2.1,37.923785
127,2.116667,37.930621
128,2.133333,37.937449
129,2.15,37.944269
130,2.166667,37.951082
131,2.183333,37.957888
132,2.2,37.964686
133,2.216667,37.971477
134,2.233333,37.97826
135,2.25,37.985036
136,2.266667,37.991805
137,2.283333,37.998566
138,2.3,38.00532
139,2.316667,38.012067
140,2.333333,38.018806
141,2.35,38.025537
142,2.366667,38.032262
143,2.383333,38.038979
144,2.4,38.045689
145,2.416667,38.052391
146,2.433333,38.059086
147,2.45,38.065774
148,2.466667,38.072455
149,2.483333,38.079128
150,2.5,38.085794
151,2.516667,38.092453
152,2.533333,38.099104
153,2.55,38.105748
154,2.566667,38.112385
155,2.583333,38.119015
156,2.6,38.125638
157,2.616667,38.132253
158,2.633333,38.138861
159,2.65,38.145462
160,2.666667,38.152055
161,2.683333,38.158642
162,2.7,38.165221
163,2.716667,38.171793
164,2.733333,38.178358
165,2.75,38.184916
166,2.766667,38.191467
167,2.783333,38.19801
168,2.8,38.204546
169,2.816667,38.211076
170,2.833333,38.217598
171,2.85,38.224113
172,2.866667,38.23062
173,2.883333,38.237121
174,2.9,38.243615
175,2.916667,38.250101
176,2.933333,38.256581
177,2.95,38.263053
178,2.966667,38.269519
179,2.983333,38.275977
180,3.0,38.282429
181,3.016667,38.288873
182,3.033333,38.29531
183,3.05,38.30174
184,3.066667,38.308163
185,3.083333,38.31458
186,3.1,38.320989
187,3.116667,38.327391
188,3.133333,38.333786
189,3.15,38.340175
190,3.166667,38.346556
191,3.183333,38.35293
192,3.2,38.359298
193,3.216667,38.365658
194,3.233333,38.372011
195,3.25,38.378358
196,3.266667,38.384698
197,3.283333,38.39103
198,3.3,38.397356
199,3.316667,38.403675
200,3.333333,38.409987
201,3.35,38.416292
202,3.366667,38.422591
203,3.383333,38.428882
204,3.4,38.435166
205,3.416667,38.441444
206,3.433333,38.447715
207,3.45,38.453979
208,3.466667,38.460236
209,3.483333,38.466486
210,3.5,38.47273
211,3.516667,38.478967
212,3.533333,38.485197
213,3.55,38.49142
214,3.566667,38.497636
215,3.583333,38.503846
216,3.6,38.510048
217,3.616667,38.516244
218,3.633333,38.522434
219,3.65,38.528616
220,3.666667,38.534792
221,3.683333,38.540961
222,3.7,38.547123
223,3.716667,38.553279
224,3.733333,38.559428
225,3.75,38.56557
226,3.766667,38.571705
227,3.783333,38.577834
228,3.8,38.583956
229,3.816667,38.590072
230,3.833333,38.59618
231,3.85,38.602282
232,3.866667,38.608378
233,3.883333,38.614467
234,3.9,38.620549
235,3.916667,38.626624
236,3.933333,38.632693
237,3.95,38.638755
238,3.966667,38.644811
239,3.983333,38.65086
240,4.0,38.656903
241,4.016667,38.662938
242,4.033333,38.668968
243,4.05,38.67499
244,4.066667,38.681006
245,4.083333,38.687016
246,4.1,38.693019
247,4.116667,38.699015
248,4.133333,38.705005
249,4.15,38.710989
250,4.166667,38.716966
251,4.183333,38.722936
252,4.2,38.7289
253,4.216667,38.734857
254,4.233333,38.740808
255,4.25,38.746752
256,4.266667,38.75269
257,4.283333,38.758622
258,4.3,38.764546
259,4.316667,38.770465
260,4.333333,38.776377
261,4.35,38.782282
262,4.366667,38.788182
263,4.383333,38.794074
264,4.4,38.79996
265,4.416667,38.80584
266,4.433333,38.811714
267,4.45,38.817581
268,4.466667,38.823441
269,4.483333,38.829296
270,4.5,38.835143
271,4.516667,38.840985
272,4.533333,38.84682
273,4.55,38.852649
274,4.566667,38.858471
275,4.583333,38.864287
276,4.6,38.870097
277,4.616667,38.8759
278,4.633333,38.881697
279,4.65,38.887488
280,4.666667,38.893272
281,4.683333,38.89905
282,4.7,38.904822
283,4.716667,38.910587
284,4.733333,38.916346
285,4.75,38.922099
286,4.766667,38.927846
287,4.783333,38.933586
288,4.8,38.93932
289,4.816667,38.945048
290,4.833333,38.95077
291,4.85,38.956485
292,4.866667,38.962194
293,4.883333,38.967897
294,4.9,38.973594
295,4.916667,38.979284
296,4.933333,38.984969
297,4.95,38.990647
298,4.966667,38.996318
299,4.983333,39.001984
300,5.0,39.007644
301,5.016667,39.013297
302,5.033333,39.018944
303,5.05,39.024585
304,5.066667,39.03022
305,5.083333,39.035849
306,5.1,39.041471
307,5.116667,39.047088
308,5.133333,39.052698
309,5.15,39.058302
310,5.166667,39.0639
311,5.183333,39.069492
312,5.2,39.075078
313,5.216667,39.080658
314,5.233333,39.086231
315,5.25,39.091799
316,5.266667,39.097361
317,5.283333,39.102916
318,5.3,39.108465
319,5.316667,39.114009
320,5.333333,39.119546
321,5.35,39.125077
322,5.366667,39.130603
323,5.383333,39.136122
324,5.4,39.141635
325,5.416667,39.147142
326,5.433333,39.152643
327,5.45,39.158139
328,5.466667,39.163628
329,5.483333,39.169111
330,5.5,39.174588
331,5.516667,39.180059
332,5.533333,39.185525
333,5.55,39.190984
334,5.566667,39.196437
335,5.583333,39.201885
336,5.6,39.207326
337,5.616667,39.212762
338,5.633333,39.218191
339,5.65,39.223615
340,5.666667,39.229033
341,5.683333,39.234445
342,5.7,39.239851
343,5.716667,39.245251
344,5.733333,39.250645
345,5.75,39.256033
346,5.766667,39.261416
347,5.783333,39.266792
348,5.8,39.272163
349,5.816667,39.277528
350,5.833333,39.282887
351,5.85,39.28824
352,5.866667,39.293587
353,5.883333,39.298929
354,5.9,39.304264
355,5.916667,39.309594
356,5.933333,39.314918
357,5.95,39.320236
358,5.966667,39.325549
359,5.983333,39.330855
360,6.0,39.336156
361,6.016667,39.341451
362,6.033333,39.34674
363,6.05,39.352024
364,6.066667,39.357302
365,6.083333,39.362574
366,6.1,39.36784
367,6.116667,39.3731
368,6.133333,39.378355
369,6.15,39.383604
370,6.166667,39.388847
371,6.183333,39.394085
372,6.2,39.399317
373,6.216667,39.404543
374,6.233333,39.409763
375,6.25,39.414978
376,6.266667,39.420187
377,6.283333,39.42539
378,6.3,39.430588
379,6.316667,39.43578
380,6.333333,39.440967
381,6.35,39.446147
382,6.366667,39.451322
383,6.383333,39.456492
384,6.4,39.461656
385,6.416667,39.466814
386,6.433333,39.471966
387,6.45,39.477113
388,6.466667,39.482254
389,6.483333,39.48739
390,6.5,39.49252
391,6.516667,39.497645
392,6.533333,39.502764
393,6.55,39.507877
394,6.566667,39.512985
395,6.583333,39.518087
396,6.6,39.523184
397,6.616667,39.528275
398,6.633333,39.53336
399,6.65,39.53844
400,6.666667,39.543514
401,6.683333,39.548583
402,6.7,39.553647
403,6.716667,39.558704
404,6.733333,39.563757
405,6.75,39.568804
406,6.766667,39.573845
407,6.783333,39.578881
408,6.8,39.583911
409,6.816667,39.588936
410,6.833333,39.593955
411,6.85,39.598969
412,6.866667,39.603977
413,6.883333,39.60898
414,6.9,39.613978
415,6.916667,39.61897
416,6.933333,39.623956
417,6.95,39.628938
418,6.966667,39.633913
419,6.983333,39.638884
420,7.0,39.643848
421,7.016667,39.648808
422,7.033333,39.653762
423,7.05,39.658711
424,7.066667,39.663654
425,7.083333,39.668592
426,7.1,39.673524
427,7.116667,39.678451
428,7.133333,39.683373
429,7.15,39.688289
430,7.166667,39.6932
431,7.183333,39.698106
432,7.2,39.703006
433,7.216667,39.707901
434,7.233333,39.712791
435,7.25,39.717675
436,7.266667,39.722554
437,7.283333,39.727427
438,7.3,39.732296
439,7.316667,39.737159
440,7.333333,39.742016
441,7.35,39.746869
442,7.366667,39.751716
443,7.383333,39.756558
444,7.4,39.761394
445,7.416667,39.766226
446,7.433333,39.771052
447,7.45,39.775872
448,7.466667,39.780688
449,7.483333,39.785498
450,7.5,39.790303
451,7.516667,39.795103
452,7.533333,39.799897
453,7.55,39.804686
454,7.566667,39.80947
455,7.583333,39.814249
456,7.6,39.819023
457,7.616667,39.823791
458,7.633333,39.828554
459,7.65,39.833312
460,7.666667,39.838065
461,7.683333,39.842813
462,7.7,39.847555
463,7.716667,39.852293
464,7.733333,39.857025
465,7.75,39.861752
466,7.766667,39.866473
467,7.783333,39.87119
468,7.8,39.875902
469,7.816667,39.880608
470,7.833333,39.885309
471,7.85,39.890005
472,7.866667,39.894696
473,7.883333,39.899382
474,7.9,39.904063
475,7.916667,39.908739
476,7.933333,39.913409
477,7.95,39.918075
478,7.966667,39.922735
479,7.983333,39.92739
480,8.0,39.93204
481,8.016667,39.936686
482,8.033333,39.941326
483,8.05,39.945961
484,8.066667,39.950591
485,8.083333,39.955215
486,8.1,39.959835
487,8.116667,39.96445
488,8.133333,39.96906
489,8.15,39.973665
490,8.166667,39.978264
491,8.183333,39.982859
492,8.2,39.987449
493,8.216667,39.992034
494,8.233333,39.996613
495,8.25,40.001188
496,8.266667,40.005758
497,8.283333,40.010323
498,8.3,40.014882
499,8.316667,40.019437
500,8.333333,40.023987
501,8.35,40.028532
502,8.366667,40.033072
503,8.383333,40.037607
504,8.4,40.042137
505,8.416667,40.046662
506,8.433333,40.051182
507,8.45,40.055697
508,8.466667,40.060207
509,8.483333,40.064713
510,8.5,40.069213
511,8.516667,40.073709
512,8.533333,40.078199
513,8.55,40.082685
514,8.566667,40.087166
515,8.583333,40.091642
516,8.6,40.096113
517,8.616667,40.100579
518,8.633333,40.10504
519,8.65,40.109497
520,8.666667,40.113948
521,8.683333,40.118395
522,8.7,40.122837
523,8.716667,40.127274
524,8.733333,40.131706
525,8.75,40.136134
526,8.766667,40.140556
527,8.783333,40.144974
528,8.8,40.149387
529,8.816667,40.153795
530,8.833333,40.158198
531,8.85,40.162597
532,8.866667,40.16699
533,8.883333,40.171379
534,8.9,40.175763
535,8.916667,40.180143
536,8.933333,40.184517
537,8.95,40.188887
538,8.966667,40.193252
539,8.983333,40.197612
540,9.0,40.201968
541,9.016667,40.206319
542,9.033333,40.210665
543,9.05,40.215006
544,9.066667,40.219342
545,9.083333,40.223674
546,9.1,40.228001
547,9.116667,40.232324
548,9.133333,40.236641
549,9.15,40.240954
550,9.166667,40.245262
551,9.183333,40.249566
552,9.2,40.253865
553,9.216667,40.258159
554,9.233333,40.262448
555,9.25,40.266733
556,9.266667,40.271013
557,9.283333,40.275289
558,9.3,40.279559
559,9.316667,40.283826
560,9.333333,40.288087
561,9.35,40.292344
562,9.366667,40.296596
563,9.383333,40.300844
564,9.4,40.305086
565,9.416667,40.309325
566,9.433333,40.313558
567,9.45,40.317787
568,9.466667,40.322012
569,9.483333,40.326232
570,9.5,40.330447
571,9.516667,40.334658
572,9.533333,40.338864
573,9.55,40.343065
574,9.566667,40.347262
575,9.583333,40.351454
576,9.6,40.355642
577,9.616667,40.359825
578,9.633333,40.364004
579,9.65,40.368178
580,9.666667,40.372347
581,9.683333,40.376512
582,9.7,40.380672
583,9.716667,40.384828
584,9.733333,40.38898
585,9.75,40.393126
586,9.766667,40.397269
587,9.783333,40.401406
588,9.8,40.40554
589,9.816667,40.409668
590,9.833333,40.413792
591,9.85,40.417912
592,9.866667,40.422027
593,9.883333,40.426138
594,9.9,40.430244
595,9.916667,40.434346
596,9.933333,40.438444
597,9.95,40.442536
598,9.966667,40.446625
599,9.983333,40.450709
600,10.0,40.454788
601,10.016667,40.458863
602,10.033333,40.462934
603,10.05,40.467
604,10.066667,40.471061
605,10.083333,40.475119
606,10.1,40.479172
607,10.116667,40.48322
608,10.133333,40.487264
609,10.15,40.491304
610,10.166667,40.495339
611,10.183333,40.49937
612,10.2,40.503396
613,10.216667,40.507418
614,10.233333,40.511436
615,10.25,40.515449
616,10.266667,40.519458
617,10.283333,40.523462
618,10.3,40.527462
619,10.316667,40.531458
620,10.333333,40.535449
621,10.35,40.539436
622,10.366667,40.543419
623,10.383333,40.547397
624,10.4,40.551371
625,10.416667,40.555341
626,10.433333,40.559306
627,10.45,40.563267
628,10.466667,40.567224
629,10.483333,40.571177
630,10.5,40.575125
631,10.516667,40.579068
632,10.533333,40.583008
633,10.55,40.586943
634,10.566667,40.590874
635,10.583333,40.594801
636,10.6,40.598723
637,10.616667,40.602641
638,10.633333,40.606555
639,10.65,40.610464
640,10.666667,40.614369
641,10.683333,40.61827
642,10.7,40.622167
643,10.716667,40.626059
644,10.733333,40.629948
645,10.75,40.633832
646,10.766667,40.637711
647,10.783333,40.641587
648,10.8,40.645458
649,10.816667,40.649325
650,10.833333,40.653188
651,10.85,40.657047
652,10.866667,40.660901
653,10.883333,40.664751
654,10.9,40.668597
655,10.916667,40.672439
656,10.933333,40.676277
657,10.95,40.68011
658,10.966667,40.68394
659,10.983333,40.687765
660,11.0,40.691586
661,11.016667,40.695402
662,11.033333,40.699215
663,11.05,40.703023
664,11.066667,40.706828
665,11.083333,40.710628
666,11.1,40.714424
667,11.116667,40.718216
668,11.133333,40.722003
669,11.15,40.725787
670,11.166667,40.729566
671,11.183333,40.733342
672,11.2,40.737113
673,11.216667,40.74088
674,11.233333,40.744643
675,11.25,40.748402
676,11.266667,40.752157
677,11.283333,40.755907
678,11.3,40.759654
679,11.316667,40.763396
680,11.333333,40.767135
681,11.35,40.770869
682,11.366667,40.774599
683,11.383333,40.778326
684,11.4,40.782048
685,11.416667,40.785766
686,11.433333,40.78948
687,11.45,40.79319
688,11.466667,40.796896
689,11.483333,40.800598
690,11.5,40.804296
691,11.516667,40.807989
692,11.533333,40.811679
693,11.55,40.815365
694,11.566667,40.819047
695,11.583333,40.822724
696,11.6,40.826398
697,11.616667,40.830068
698,11.633333,40.833734
699,11.65,40.837395
700,11.666667,40.841053
701,11.683333,40.844707
702,11.7,40.848357
703,11.716667,40.852002
704,11.733333,40.855644
705,11.75,40.859282
706,11.766667,40.862916
707,11.783333,40.866546
708,11.8,40.870172
709,11.816667,40.873794
710,11.833333,40.877412
711,11.85,40.881026
712,11.866667,40.884636
713,11.883333,40.888242
714,11.9,40.891844
715,11.916667,40.895443
716,11.933333,40.899037
717,11.95,40.902628
718,11.966667,40.906214
719,11.983333,40.909797
720,12.0,40.913376
721,12.016667,40.91695
722,12.033333,40.920521
723,12.05,40.924088
724,12.066667,40.927652
725,12.083333,40.931211
726,12.1,40.934766
727,12.116667,40.938318
728,12.133333,40.941866
729,12.15,40.945409
730,12.166667,40.948949
731,12.183333,40.952485
732,12.2,40.956017
733,12.216667,40.959546
734,12.233333,40.96307
735,12.25,40.966591
736,12.266667,40.970108
737,12.283333,40.973621
738,12.3,40.97713
739,12.316667,40.980635
740,12.333333,40.984137
741,12.35,40.987634
742,12.366667,40.991128
743,12.383333,40.994618
744,12.4,40.998105
745,12.416667,41.001587
746,12.433333,41.005066
747,12.45,41.008541
748,12.466667,41.012012
749,12.483333,41.015479
750,12.5,41.018942
751,12.516667,41.022402
752,12.533333,41.025858
753,12.55,41.02931
754,12.566667,41.032759
755,12.583333,41.036203
756,12.6,41.039644
757,12.616667,41.043081
758,12.633333,41.046515
759,12.65,41.049944
760,12.666667,41.05337
761,12.683333,41.056793
762,12.7,41.060211
763,12.716667,41.063626
764,12.733333,41.067037
765,12.75,41.070444
766,12.766667,41.073848
767,12.783333,41.077247
768,12.8,41.080644
769,12.816667,41.084036
770,12.833333,41.087425
771,12.85,41.09081
772,12.866667,41.094191
773,12.883333,41.097569
774,12.9,41.100943
775,12.916667,41.104313
776,12.933333,41.10768
777,12.95,41.111043
778,12.966667,41.114402
779,12.983333,41.117757
780,13.0,41.121109
781,13.016667,41.124458
782,13.033333,41.127802
783,13.05,41.131143
784,13.066667,41.134481
785,13.083333,41.137814
786,13.1,41.141144
787,13.116667,41.144471
788,13.133333,41.147794
789,13.15,41.151113
790,13.166667,41.154428
791,13.183333,41.15774
792,13.2,41.161049
793,13.216667,41.164354
794,13.233333,41.167655
795,13.25,41.170952
796,13.266667,41.174246
797,13.283333,41.177536
798,13.3,41.180823
799,13.316667,41.184106
800,13.333333,41.187386
801,13.35,41.190662
802,13.366667,41.193934
803,13.383333,41.197203
804,13.4,41.200469
805,13.416667,41.20373
806,13.433333,41.206989
807,13.45,41.210243
808,13.466667,41.213494
809,13.483333,41.216742
810,13.5,41.219986
811,13.516667,41.223226
812,13.533333,41.226463
813,13.55,41.229697
814,13.566667,41.232926
815,13.583333,41.236153
816,13.6,41.239376
817,13.616667,41.242595
818,13.633333,41.245811
819,13.65,41.249023
820,13.666667,41.252232
821,13.683333,41.255437
822,13.7,41.258639
823,13.716667,41.261837
824,13.733333,41.265032
825,13.75,41.268223
826,13.766667,41.271411
827,13.783333,41.274596
828,13.8,41.277776
829,13.816667,41.280954
830,13.833333,41.284128
831,13.85,41.287298
832,13.866667,41.290465
833,13.883333,41.293629
834,13.9,41.296789
835,13.916667,41.299946
836,13.933333,41.303099
837,13.95,41.306249
838,13.966667,41.309395
839,13.983333,41.312538
840,14.0,41.315678
841,14.016667,41.318814
842,14.033333,41.321946
843,14.05,41.325076
844,14.066667,41.328202
845,14.083333,41.331324
846,14.1,41.334443
847,14.116667,41.337559
848,14.133333,41.340671
849,14.15,41.34378
850,14.166667,41.346885
851,14.183333,41.349987
852,14.2,41.353086
853,14.216667,41.356181
854,14.233333,41.359273
855,14.25,41.362362
856,14.266667,41.365447
857,14.283333,41.368529
858,14.3,41.371607
859,14.316667,41.374682
860,14.333333,41.377754
861,14.35,41.380822
862,14.366667,41.383887
863,14.383333,41.386949
864,14.4,41.390007
865,14.416667,41.393062
866,14.433333,41.396114
867,14.45,41.399163
868,14.466667,41.402208
869,14.483333,41.405249
870,14.5,41.408288
871,14.516667,41.411323
872,14.533333,41.414355
873,14.55,41.417383
874,14.566667,41.420408
875,14.583333,41.42343
876,14.6,41.426449
877,14.616667,41.429464
878,14.633333,41.432476
879,14.65,41.435485
880,14.666667,41.43849
881,14.683333,41.441492
882,14.7,41.444491
883,14.716667,41.447487
884,14.733333,41.450479
885,14.75,41.453468
886,14.766667,41.456454
887,14.783333,41.459436
888,14.8,41.462416
889,14.816667,41.465392
890,14.833333,41.468365
891,14.85,41.471334
892,14.866667,41.474301
893,14.883333,41.477264
894,14.9,41.480223
895,14.916667,41.48318
896,14.933333,41.486134
897,14.95,41.489084
898,14.966667,41.492031
899,14.983333,41.494974
900,15.0,41.497915
901,15.016667,41.500852
902,15.033333,41.503786
903,15.05,41.506717
904,15.066667,41.509645
905,15.083333,41.51257
906,15.1,41.515491
907,15.116667,41.518409
908,15.133333,41.521324
909,15.15,41.524236
910,15.166667,41.527145
911,15.183333,41.53005
912,15.2,41.532952
913,15.216667,41.535851
914,15.233333,41.538747
915,15.25,41.54164
916,15.266667,41.54453
917,15.283333,41.547416
918,15.3,41.5503
919,15.316667,41.55318
920,15.333333,41.556057
921,15.35,41.558931
922,15.366667,41.561802
923,15.383333,41.564669
924,15.4,41.567534
925,15.416667,41.570395
926,15.433333,41.573254
927,15.45,41.576109
928,15.466667,41.578961
929,15.483333,41.58181
930,15.5,41.584656
931,15.516667,41.587498
932,15.533333,41.590338
933,15.55,41.593175
934,15.566667,41.596008
935,15.583333,41.598838
936,15.6,41.601666
937,15.616667,41.60449
938,15.633333,41.607311
939,15.65,41.610129
940,15.666667,41.612944
941,15.683333,41.615756
942,15.7,41.618565
943,15.716667,41.62137
944,15.733333,41.624173
945,15.75,41.626973
946,15.766667,41.629769
947,15.783333,41.632563
948,15.8,41.635353
949,15.816667,41.638141
950,15.833333,41.640925
951,15.85,41.643706
952,15.866667,41.646485
953,15.883333,41.64926
954,15.9,41.652032
955,15.916667,41.654802
956,15.933333,41.657568
957,15.95,41.660331
958,15.966667,41.663091
959,15.983333,41.665848
960,16.0,41.668603
961,16.016667,41.671354
962,16.033333,41.674102
963,16.05,41.676847
964,16.066667,41.679589
965,16.083333,41.682329
966,16.1,41.685065
967,16.116667,41.687798
968,16.133333,41.690528
969,16.15,41.693256
970,16.166667,41.69598
971,16.183333,41.698701
972,16.2,41.70142
973,16.216667,41.704135
974,16.233333,41.706847
975,16.25,41.709557
976,16.266667,41.712263
977,16.283333,41.714967
978,16.3,41.717668
979,16.316667,41.720365
980,16.333333,41.72306
981,16.35,41.725752
982,16.366667,41.728441
983,16.383333,41.731126
984,16.4,41.733809
985,16.416667,41.73649
986,16.433333,41.739167
987,16.45,41.741841
988,16.466667,41.744512
989,16.483333,41.747181
990,16.5,41.749846
991,16.516667,41.752509
992,16.533333,41.755168
993,16.55,41.757825
994,16.566667,41.760479
995,16.583333,41.76313
996,16.6,41.765778
997,16.616667,41.768423
998,16.633333,41.771065
999,16.65,41.773705
1000,16.666667,41.776341
1001,16.683333,41.778975
1002,16.7,41.781606
1003,16.716667,41.784234
1004,16.733333,41.786859
1005,16.75,41.789481
1006,16.766667,41.792101
1007,16.783333,41.794717
1008,16.8,41.797331
1009,16.816667,41.799941
1010,16.833333,41.802549
1011,16.85,41.805154
1012,16.866667,41.807757
1013,16.883333,41.810356
1014,16.9,41.812953
1015,16.916667,41.815546
1016,16.933333,41.818137
1017,16.95,41.820725
1018,16.966667,41.823311
1019,16.983333,41.825893
1020,17.0,41.828473
1021,17.016667,41.83105
1022,17.033333,41.833624
1023,17.05,41.836195
1024,17.066667,41.838763
1025,17.083333,41.841329
1026,17.1,41.843892
1027,17.116667,41.846452
1028,17.133333,41.849009
1029,17.15,41.851563
1030,17.166667,41.854115
1031,17.183333,41.856664
1032,17.2,41.85921
1033,17.216667,41.861753
1034,17.233333,41.864294
1035,17.25,41.866831
1036,17.266667,41.869366
1037,17.283333,41.871899
1038,17.3,41.874428
1039,17.316667,41.876955
1040,17.333333,41.879479
1041,17.35,41.882
1042,17.366667,41.884518
1043,17.383333,41.887034
1044,17.4,41.889547
1045,17.416667,41.892057
1046,17.433333,41.894565
1047,17.45,41.897069
1048,17.466667,41.899571
1049,17.483333,41.902071
1050,17.5,41.904567
1051,17.516667,41.907061
1052,17.533333,41.909552
1053,17.55,41.912041
1054,17.566667,41.914526
1055,17.583333,41.917009
1056,17.6,41.919489
1057,17.616667,41.921967
1058,17.633333,41.924442
1059,17.65,41.926914
1060,17.666667,41.929383
1061,17.683333,41.93185
1062,17.7,41.934314
1063,17.716667,41.936776
1064,17.733333,41.939234
1065,17.75,41.94169
1066,17.766667,41.944144
1067,17.783333,41.946594
1068,17.8,41.949042
1069,17.816667,41.951488
1070,17.833333,41.95393
1071,17.85,41.95637
1072,17.866667,41.958808
1073,17.883333,41.961242
1074,17.9,41.963674
1075,17.916667,41.966104
1076,17.933333,41.968531
1077,17.95,41.970955
1078,17.966667,41.973376
1079,17.983333,41.975795
1080,18.0,41.978211
1081,18.016667,41.980624
1082,18.033333,41.983035
1083,18.05,41.985444
1084,18.066667,41.987849
1085,18.083333,41.990252
1086,18.1,41.992653
1087,18.116667,41.99505
1088,18.133333,41.997445
1089,18.15,41.999838
1090,18.166667,42.002228
1091,18.183333,42.004615
1092,18.2,42.007
1093,18.216667,42.009382
1094,18.233333,42.011762
1095,18.25,42.014138
1096,18.266667,42.016513
1097,18.283333,42.018885
1098,18.3,42.021254
1099,18.316667,42.02362
1100,18.333333,42.025984
1101,18.35,42.028346
1102,18.366667,42.030704
1103,18.383333,42.033061
1104,18.4,42.035414
1105,18.416667,42.037766
1106,18.433333,42.040114
1107,18.45,42.04246
1108,18.466667,42.044804
1109,18.483333,42.047144
1110,18.5,42.049483
1111,18.516667,42.051819
1112,18.533333,42.054152
1113,18.55,42.056482
1114,18.566667,42.058811
1115,18.583333,42.061136
1116,18.6,42.063459
1117,18.616667,42.06578
1118,18.633333,42.068098
1119,18.65,42.070413
1120,18.666667,42.072726
1121,18.683333,42.075037
1122,18.7,42.077345
1123,18.716667,42.07965
1124,18.733333,42.081953
1125,18.75,42.084253
1126,18.766667,42.086551
1127,18.783333,42.088846
1128,18.8,42.091139
1129,18.816667,42.09343
1130,18.833333,42.095717
1131,18.85,42.098003
1132,18.866667,42.100286
1133,18.883333,42.102566
1134,18.9,42.104844
1135,18.916667,42.107119
1136,18.933333,42.109392
1137,18.95,42.111663
1138,18.966667,42.113931
1139,18.983333,42.116196
1140,19.0,42.118459
1141,19.016667,42.12072
1142,19.033333,42.122978
1143,19.05,42.125233
1144,19.066667,42.127487
1145,19.083333,42.129737
1146,19.1,42.131986
1147,19.116667,42.134231
1148,19.133333,42.136475
1149,19.15,42.138716
1150,19.166667,42.140954
1151,19.183333,42.14319
1152,19.2,42.145424
1153,19.216667,42.147655
1154,19.233333,42.149883
1155,19.25,42.15211
1156,19.266667,42.154334
1157,19.283333,42.156555
1158,19.3,42.158774
1159,19.316667,42.160991
1160,19.333333,42.163205
1161,19.35,42.165417
1162,19.366667,42.167626
1163,19.383333,42.169833
1164,19.4,42.172037
1165,19.416667,42.174239
1166,19.433333,42.176439
1167,19.45,42.178636
1168,19.466667,42.180831
1169,19.483333,42.183024
1170,19.5,42.185214
1171,19.516667,42.187402
1172,19.533333,42.189587
1173,19.55,42.19177
1174,19.566667,42.193951
1175,19.583333,42.196129
1176,19.6,42.198305
1177,19.616667,42.200478
1178,19.633333,42.202649
1179,19.65,42.204818
1180,19.666667,42.206984
