medicine_id,width_type_id,height_type_id,plane_redundancy_mm2
245,3,2,800.0
246,2,2,432.0
247,2,2,486.0
248,2,2,448.0
249,2,1,117.0
250,2,1,150.0
251,2,2,660.0
252,1,2,180.0
253,1,2,234.0
254,1,2,246.0
255,1,2,240.0
256,2,2,306.0
257,2,2,306.0
258,2,2,306.0
259,2,2,357.0
260,1,2,49.0
261,2,2,306.0
262,1,2,51.0
263,1,2,51.0
264,1,2,49.0
265,1,2,49.0
266,3,2,280.0
267,2,2,624.0
268,1,2,0.0
269,1,2,117.0
270,2,2,551.0
271,2,1,210.0
272,1,2,43.0
273,3,1,240.0
274,1,2,255.0
275,1,2,0.0
276,3,1,240.0
277,1,2,0.0
278,1,2,92.0
279,1,2,44.0
280,1,2,41.0
281,2,2,504.0
282,2,2,455.0
283,2,2,779.0
284,2,2,560.0
285,2,2,931.0
286,2,2,686.0
287,1,2,98.0
288,1,2,0.0
289,2,1,195.0
290,2,2,990.0
291,2,2,369.0
292,1,2,0.0
293,2,2,918.0
294,3,1,72.0
295,2,1,133.0
296,2,2,90.0
297,2,1,192.0
298,1,1,15.0
299,1,2,45.0
300,2,1,0.0
301,2,2,504.0
302,1,2,39.0
303,1,2,176.0
304,2,1,342.0
305,2,2,720.0
306,3,1,30.0
307,3,1,132.0
308,1,2,102.0
309,1,2,117.0
310,1,2,102.0
311,2,2,598.0
312,1,2,132.0
313,1,1,23.0
314,2,2,850.0
315,2,2,492.0
316,3,2,660.0
317,1,2,129.0
318,1,2,164.0
319,1,2,51.0
320,2,2,741.0
321,3,1,26.0
322,2,1,225.0
323,2,1,80.0
324,2,1,342.0
325,2,1,361.0
326,2,2,675.0
327,2,2,612.0
328,2,1,132.0
329,2,2,612.0
330,3,1,224.0
331,2,2,462.0
332,1,2,336.0
333,1,2,114.0
334,1,2,111.0
335,1,2,111.0
336,2,2,1045.0
337,2,1,408.0
338,2,1,0.0
339,2,1,260.0
340,2,1,95.0
341,3,1,240.0
342,2,2,475.0
343,2,2,462.0
344,2,2,1026.0
345,2,1,95.0
346,3,1,72.0
347,1,2,0.0
348,1,2,225.0
349,2,1,143.0
350,3,1,72.0
351,1,2,0.0
352,2,2,357.0
353,2,2,833.0
354,1,2,99.0
355,3,1,72.0
356,2,1,252.0
357,1,2,0.0
358,2,1,238.0
359,2,1,152.0
360,1,1,24.0
361,1,1,12.0
362,1,2,51.0
363,1,2,0.0
364,2,1,0.0
365,2,2,360.0
366,1,1,0.0
367,2,2,612.0
368,1,2,30.0
369,2,2,720.0
370,2,2,738.0
371,1,2,90.0
372,1,2,160.0
373,2,2,374.0
374,2,2,350.0
375,3,1,110.0
376,3,1,77.0
377,2,2,425.0
378,2,2,540.0
379,2,2,576.0
380,2,2,522.0
381,2,2,574.0
382,2,2,135.0
383,2,1,17.0
384,1,2,129.0
385,2,1,63.0
386,2,1,224.0
387,2,1,135.0
388,3,1,12.0
389,3,1,182.0
390,1,2,0.0
391,2,1,16.0
392,1,2,147.0
393,2,2,403.0
394,2,1,95.0
395,3,1,72.0
396,1,2,135.0
397,3,1,256.0
398,1,2,275.0
399,3,1,110.0
400,3,1,156.0
401,2,2,741.0
402,2,2,836.0
403,2,2,124.0
404,3,1,56.0
405,1,2,378.0
406,1,1,10.0
407,2,2,825.0
408,2,2,496.0
409,2,1,162.0
410,2,1,162.0
411,3,1,30.0
412,1,1,40.0
413,2,2,551.0
414,2,2,833.0
415,2,2,630.0
416,2,2,630.0
417,3,1,110.0
418,3,1,90.0
419,3,1,156.0
420,1,1,0.0
421,2,1,17.0
422,3,1,30.0
423,2,1,36.0
424,1,2,80.0
425,1,1,0.0
426,1,2,0.0
427,2,1,39.0
428,2,2,893.0
429,3,1,240.0
430,3,1,240.0
431,3,1,132.0
432,3,2,598.0
433,3,1,156.0
434,1,2,153.0
435,2,2,612.0
436,1,2,0.0
437,3,1,90.0
438,3,1,90.0
439,1,2,0.0
440,2,1,456.0
441,3,2,0.0
442,3,1,99.0
443,3,2,46.0
444,3,2,0.0
445,3,2,0.0
446,2,1,16.0
447,2,1,80.0
448,2,1,230.0
449,1,1,0.0
450,3,2,414.0
451,2,1,208.0
452,3,2,816.0
453,1,1,23.0
454,1,2,50.0
455,3,1,156.0
456,1,2,225.0
457,3,2,637.0
458,3,2,686.0
459,2,2,630.0
460,2,2,630.0
461,1,1,22.0
462,2,1,17.0
463,2,2,336.0
464,2,2,1026.0
465,3,2,624.0
466,2,2,352.0
467,3,1,30.0
468,2,1,132.0
469,2,2,648.0
470,3,2,816.0
471,1,2,282.0
472,1,2,147.0
473,2,2,665.0
474,2,1,0.0
475,2,1,0.0
476,1,1,45.0
477,3,1,48.0
478,2,2,555.0
479,3,1,42.0
480,2,2,324.0
481,2,2,324.0
482,2,1,80.0
483,2,1,252.0
484,3,1,156.0
485,1,2,46.0
486,2,1,117.0
487,3,1,156.0
488,2,1,264.0
489,2,2,372.0
490,1,2,41.0
491,3,2,510.0
492,3,1,110.0
493,2,1,252.0
494,2,2,950.0
495,2,1,192.0
496,2,1,437.0
497,2,1,15.0
498,2,2,522.0
499,3,2,231.0
500,2,1,0.0
501,3,1,110.0
502,2,2,900.0
503,2,1,42.0
504,2,2,320.0
505,1,2,160.0
506,2,2,608.0
507,1,2,0.0
508,3,1,42.0
509,3,2,34.0
510,2,2,816.0
511,3,1,20.0
512,1,1,22.0
513,1,1,24.0
514,3,1,90.0
515,1,2,123.0
516,2,2,779.0
517,1,1,0.0
518,1,2,78.0
519,3,1,72.0
520,1,1,40.0
521,1,2,99.0
522,2,1,112.0
523,2,2,570.0
524,2,2,594.0
525,1,1,12.0
526,1,1,0.0
527,1,2,275.0
528,2,2,672.0
529,3,1,110.0
530,1,2,0.0
531,2,1,112.0
532,2,1,98.0
533,2,1,112.0
534,2,1,98.0
535,2,1,98.0
536,2,1,112.0
537,2,2,972.0
538,2,1,361.0
539,1,2,196.0
540,2,2,756.0
541,2,2,720.0
542,2,1,437.0
543,1,2,0.0
544,2,1,432.0
545,2,1,9.0
546,1,2,34.0
547,3,1,42.0
548,2,2,779.0
549,2,2,720.0
550,2,2,656.0
551,2,2,882.0
552,2,2,912.0
553,3,1,156.0
554,2,1,364.0
555,1,2,49.0
556,3,2,39.0
557,1,1,20.0
558,2,1,72.0
559,2,2,459.0
560,2,2,414.0
561,2,2,414.0
562,2,2,396.0
563,2,2,414.0
564,2,1,0.0
565,2,1,60.0
566,2,1,105.0
567,2,2,288.0
568,2,1,17.0
569,1,2,0.0
570,1,1,36.0
571,1,1,36.0
572,1,2,168.0
573,3,1,110.0
574,2,1,42.0
575,2,2,495.0
576,1,1,33.0
577,1,1,2.0
578,2,2,180.0
579,2,2,423.0
580,2,2,496.0
581,2,1,80.0
582,2,2,648.0
583,2,2,720.0
584,2,2,50.0
585,3,1,240.0
586,2,2,322.0
587,2,1,91.0
588,3,2,240.0
589,3,1,240.0
590,2,2,492.0
591,2,2,76.0
592,2,3,169.0
593,1,2,0.0
594,2,1,45.0
595,1,2,0.0
596,1,2,96.0
597,2,2,480.0
598,2,1,17.0
599,3,2,561.0
600,3,1,60.0
601,1,2,49.0
602,3,1,72.0
603,1,2,175.0
604,2,2,225.0
605,2,2,774.0
606,1,1,23.0
607,2,1,380.0
608,3,2,630.0
609,1,2,196.0
610,2,2,990.0
611,2,2,28.0
612,1,1,40.0
613,3,1,240.0
614,3,1,210.0
615,3,1,156.0
616,2,2,544.0
617,1,2,0.0
618,2,2,816.0
619,1,1,8.0
620,1,2,156.0
621,2,2,423.0
622,2,2,160.0
623,3,2,235.0
624,1,2,0.0
625,2,2,540.0
626,2,2,490.0
627,2,2,442.0
628,3,2,600.0
629,2,1,51.0
630,2,1,80.0
631,2,2,741.0
632,2,2,612.0
633,1,2,0.0
634,3,1,132.0
635,2,2,574.0
636,3,1,72.0
637,2,2,779.0
638,2,2,1045.0
639,3,1,12.0
640,3,1,110.0
641,1,2,90.0
642,2,1,32.0
643,3,1,20.0
644,2,1,216.0
645,3,1,132.0
646,3,1,156.0
647,1,2,0.0
648,3,2,396.0
649,3,1,156.0
650,2,2,627.0
651,2,2,414.0
652,2,2,578.0
653,2,2,480.0
654,2,2,455.0
655,3,2,473.0
656,2,1,36.0
657,2,1,132.0
658,2,1,17.0
659,2,1,161.0
660,2,1,0.0
661,2,2,900.0
662,2,2,684.0
663,2,2,476.0
664,2,2,528.0
665,1,2,0.0
666,2,1,80.0
667,2,2,546.0
668,1,2,77.0
669,1,2,99.0
670,2,2,576.0
671,2,1,36.0
672,2,1,0.0
673,1,2,49.0
674,2,2,950.0
675,2,2,608.0
676,2,2,450.0
677,2,2,495.0
678,2,1,17.0
679,1,2,54.0
680,1,2,50.0
681,2,2,510.0
682,2,2,882.0
683,2,2,190.0
684,1,2,80.0
685,1,2,135.0
686,1,2,180.0
687,1,2,180.0
688,3,1,240.0
689,2,1,266.0
690,3,1,56.0
691,1,1,0.0
692,1,1,0.0
693,1,1,0.0
694,1,1,0.0
695,1,1,0.0
696,1,1,0.0
697,1,1,9.0
698,2,2,1026.0
699,1,2,136.0
700,1,2,94.0
701,2,1,16.0
702,1,2,220.0
703,3,1,110.0
704,1,2,0.0
705,2,2,544.0
706,2,2,560.0
707,1,2,0.0
708,2,1,252.0
709,3,1,72.0
710,2,2,684.0
711,3,1,0.0
712,2,2,969.0
713,2,2,950.0
714,2,2,855.0
715,2,2,850.0
716,2,2,465.0
717,1,2,159.0
718,1,2,123.0
719,3,1,30.0
720,2,2,385.0
721,2,2,435.0
722,2,2,408.0
723,1,2,100.0
724,1,2,90.0
725,1,2,96.0
726,2,2,765.0
727,2,2,720.0
728,2,2,480.0
729,2,1,210.0
730,2,2,493.0
731,1,1,0.0
732,2,2,506.0
733,1,2,43.0
734,1,2,82.0
735,1,2,0.0
736,3,1,56.0
737,1,2,0.0
738,2,2,490.0
739,2,2,110.0
740,2,2,348.0
741,2,2,434.0
742,2,2,551.0
743,1,2,82.0
744,3,2,72.0
745,2,2,570.0
746,2,2,396.0
747,3,1,210.0
748,2,1,208.0
749,3,1,182.0
750,3,3,64.0
751,2,2,525.0
752,2,2,540.0
753,1,2,0.0
754,2,2,800.0
755,3,2,403.0
756,2,1,252.0
757,2,1,180.0
758,1,2,35.0
759,3,1,110.0
760,2,1,25.0
761,1,2,0.0
762,2,1,400.0
763,3,1,30.0
764,2,2,464.0
765,2,2,551.0
766,1,2,0.0
767,2,1,208.0
768,2,2,576.0
769,1,2,37.0
770,1,2,0.0
771,2,2,741.0
772,3,1,90.0
773,1,2,86.0
774,1,2,99.0
775,1,2,160.0
776,2,2,288.0
777,2,2,209.0
778,2,2,663.0
779,1,2,44.0
780,1,2,150.0
781,2,2,697.0
782,2,1,273.0
783,2,2,162.0
784,1,2,159.0
785,3,1,156.0
786,2,2,722.0
787,2,2,589.0
788,2,2,741.0
789,3,1,110.0
790,2,2,779.0
791,2,2,779.0
792,1,2,41.0
793,2,2,464.0
794,1,2,36.0
795,2,2,476.0
796,2,2,476.0
797,1,2,50.0
798,1,2,41.0
799,3,1,90.0
800,3,1,110.0
801,1,2,90.0
802,2,1,285.0
803,2,1,161.0
804,2,1,39.0
805,3,1,110.0
806,1,2,135.0
807,3,1,30.0
808,3,1,72.0
809,2,1,266.0
810,2,1,192.0
811,2,1,192.0
812,2,1,117.0
813,2,1,45.0
814,3,1,90.0
815,2,2,76.0
816,2,2,760.0
817,2,1,0.0
818,2,1,57.0
819,2,1,0.0
820,3,1,210.0
821,1,2,120.0
822,3,1,130.0
823,1,2,0.0
824,3,1,210.0
825,3,1,132.0
826,1,2,49.0
827,2,2,900.0
828,1,2,184.0
829,2,2,544.0
830,3,1,64.0
831,1,2,0.0
832,1,2,40.0
833,1,2,117.0
834,1,2,156.0
835,1,2,54.0
836,3,1,132.0
837,2,2,406.0
838,2,2,551.0
839,2,2,630.0
840,1,1,0.0
841,2,2,272.0
842,3,1,156.0
843,3,1,63.0
844,2,2,252.0
845,2,1,80.0
846,2,2,551.0
847,3,2,686.0
848,1,2,49.0
849,2,1,380.0
850,2,2,400.0
851,1,2,108.0
852,1,1,0.0
853,1,2,126.0
854,3,1,210.0
855,1,2,123.0
856,2,2,846.0
857,1,2,147.0
858,3,1,210.0
859,3,1,224.0
860,3,1,240.0
861,1,2,0.0
862,1,3,39.0
863,2,2,702.0
864,2,2,782.0
865,3,1,110.0
866,1,2,153.0
867,2,2,184.0
868,2,1,169.0
869,1,2,40.0
870,1,2,110.0
871,1,2,144.0
872,1,2,180.0
873,2,1,80.0
874,2,2,470.0
875,1,2,184.0
876,2,2,748.0
877,1,2,37.0
878,1,2,0.0
879,1,2,78.0
880,1,2,80.0
881,1,1,45.0
882,2,1,192.0
883,2,2,455.0
884,3,1,20.0
885,2,1,17.0
886,2,2,836.0
887,2,2,390.0
888,2,2,150.0
889,3,2,410.0
890,1,2,102.0
891,1,2,123.0
892,2,2,440.0
893,2,2,0.0
894,2,2,954.0
895,3,2,220.0
896,2,2,38.0
897,3,1,156.0
898,3,1,156.0
899,1,2,88.0
900,3,1,40.0
901,3,1,72.0
902,1,2,62.0
903,3,1,72.0
904,3,1,240.0
905,2,2,792.0
906,2,1,20.0
907,2,1,0.0
908,3,1,30.0
909,1,2,400.0
910,1,1,0.0
911,1,1,25.0
912,1,1,0.0
913,2,2,950.0
914,3,1,30.0
915,2,3,20.0
916,2,2,52.0
917,2,2,680.0
918,3,1,56.0
919,2,1,192.0
920,3,1,24.0
921,1,2,78.0
922,1,1,27.0
923,1,1,0.0
924,2,2,270.0
925,2,2,168.0
926,2,2,408.0
927,1,1,0.0
928,1,2,200.0
929,2,2,414.0
930,3,2,660.0
931,2,2,280.0
932,3,1,156.0
933,3,1,156.0
934,1,2,160.0
935,3,1,110.0
936,1,2,70.0
937,3,1,88.0
938,2,1,50.0
939,2,2,774.0
940,3,1,8.0
941,3,1,210.0
942,2,1,95.0
943,2,1,76.0
944,3,1,81.0
945,3,1,90.0
946,2,1,0.0
947,3,2,0.0
948,3,1,55.0
949,2,2,448.0
950,1,2,153.0
951,2,2,918.0
952,2,2,810.0
953,1,1,9.0
954,1,1,27.0
955,3,1,30.0
956,3,1,110.0
957,2,2,153.0
958,2,2,150.0
959,3,1,80.0
960,2,2,342.0
961,2,2,324.0
962,1,2,204.0
963,2,1,16.0
964,3,1,128.0
965,3,1,143.0
966,3,1,210.0
967,1,2,0.0
968,2,1,80.0
969,2,2,893.0
970,2,2,432.0
971,1,2,2.0
972,3,2,96.0
973,3,1,20.0
974,3,1,56.0
975,1,2,306.0
976,2,2,738.0
977,2,1,456.0
978,2,2,630.0
979,2,1,0.0
980,2,2,252.0
981,2,1,57.0
982,2,1,20.0
983,2,1,80.0
984,2,1,192.0
985,3,1,210.0
986,2,1,286.0
987,2,2,874.0
988,2,1,80.0
989,2,1,0.0
990,1,2,82.0
991,2,2,756.0
992,2,1,52.0
993,2,1,221.0
994,2,1,88.0
995,3,1,110.0
996,2,1,126.0
997,2,1,161.0
998,1,1,5.0
999,1,2,0.0
1000,3,1,182.0
1001,2,2,760.0
1002,2,2,760.0
1003,2,1,80.0
1004,1,2,132.0
1005,2,2,279.0
1006,2,2,608.0
1007,3,1,240.0
1008,2,2,364.0
1009,2,2,874.0
1010,2,2,510.0
1011,2,1,80.0
1012,1,2,78.0
1013,2,2,245.0
1014,2,2,520.0
1015,2,2,540.0
1016,1,2,176.0
1017,3,1,30.0
1018,1,2,102.0
1019,1,2,0.0
1020,2,2,760.0
1021,2,2,697.0
1022,1,2,176.0
1023,1,1,27.0
1024,2,2,364.0
1025,2,2,533.0
1026,3,2,24.0
1027,2,2,912.0
1028,2,2,245.0
1029,2,2,19.0
1030,1,2,204.0
1031,2,2,738.0
1032,1,1,12.0
1033,2,2,760.0
1034,3,2,390.0
1035,2,2,546.0
1036,2,2,836.0
1037,2,1,70.0
1038,2,2,492.0
1039,2,2,306.0
1040,2,2,306.0
1041,2,2,306.0
1042,2,2,306.0
1043,2,2,306.0
1044,2,2,306.0
1045,2,2,306.0
1046,2,2,720.0
1047,2,2,465.0
1048,2,2,594.0
1049,1,2,78.0
1050,2,1,323.0
1051,1,1,70.0
1052,1,2,41.0
1053,1,2,80.0
1054,3,2,585.0
1055,2,2,684.0
1056,3,1,240.0
1057,3,1,110.0
1058,3,1,210.0
1059,1,2,0.0
1060,1,2,51.0
1061,2,2,882.0
1062,1,2,0.0
1063,3,1,30.0
1064,2,1,324.0
1065,1,1,24.0
1066,2,1,323.0
1067,2,1,399.0
1068,2,1,294.0
1069,1,2,156.0
1070,1,1,45.0
1071,1,1,40.0
1072,1,2,105.0
1073,2,2,324.0
1074,1,2,0.0
1075,2,2,900.0
1076,1,2,100.0
1077,3,1,156.0
1078,3,1,55.0
1079,1,2,176.0
1080,1,2,176.0
1081,1,2,196.0
1082,1,2,190.0
1083,1,2,440.0
1084,3,2,630.0
1085,1,2,102.0
1086,3,1,90.0
1087,1,2,38.0
1088,2,2,950.0
1089,2,2,55.0
1090,2,2,833.0
1091,3,1,42.0
1092,1,2,164.0
1093,3,2,258.0
1094,2,2,792.0
1095,2,2,703.0
1096,2,1,0.0
1097,1,1,15.0
1098,2,1,192.0
1099,1,1,0.0
1100,1,2,184.0
1101,3,1,30.0
1102,2,2,47.0
1103,2,2,684.0
1104,1,2,0.0
1105,3,2,675.0
1106,2,1,80.0
1107,3,1,132.0
1108,2,1,234.0
1109,2,2,800.0
1110,3,1,6.0
1111,1,2,2.0
1112,2,2,376.0
1113,3,2,384.0
1114,3,1,110.0
1115,3,2,637.0
1116,1,2,0.0
1117,2,1,0.0
1118,1,2,0.0
1119,1,2,0.0
1120,2,2,969.0
1121,2,1,57.0
1122,1,2,0.0
1123,1,2,0.0
1124,2,2,396.0
1125,1,2,0.0
1126,2,1,361.0
1127,3,1,77.0
1128,2,1,0.0
1129,2,1,56.0
1130,2,1,132.0
1131,1,2,0.0
1132,1,2,135.0
1133,1,2,225.0
1134,3,2,0.0
1135,1,2,80.0
1136,2,2,595.0
1137,3,1,110.0
1138,2,1,0.0
1139,2,2,360.0
1140,2,2,492.0
1141,3,1,56.0
1142,1,2,49.0
1143,2,2,396.0
1144,3,1,132.0
1145,3,1,20.0
1146,2,2,95.0
1147,2,2,450.0
1148,2,2,583.0
1149,1,1,0.0
1150,2,1,18.0
1151,1,2,0.0
1152,1,2,76.0
1153,1,2,160.0
1154,2,2,243.0
1155,2,2,585.0
1156,2,2,855.0
1157,2,2,816.0
1158,2,1,36.0
1159,2,2,697.0
1160,3,2,138.0
1161,2,1,315.0
1162,2,2,507.0
1163,2,2,600.0
1164,2,2,736.0
1165,3,1,72.0
1166,3,1,240.0
1167,3,1,110.0
1168,1,2,39.0
1169,1,2,196.0
1170,1,2,45.0
1171,1,2,120.0
1172,1,2,132.0
1173,1,2,132.0
1174,2,2,702.0
1175,1,1,3.0
1176,1,2,93.0
1177,1,2,180.0
1178,2,2,731.0
1179,1,2,220.0
1180,2,2,450.0
1181,2,2,782.0
1182,2,1,36.0
1183,2,1,18.0
1184,2,2,738.0
1185,1,2,120.0
1186,2,2,666.0
1187,1,2,34.0
1188,1,2,117.0
1189,2,2,520.0
1190,3,2,784.0
1191,2,2,720.0
1192,3,2,200.0
1193,2,2,369.0
1194,3,1,55.0
1195,1,2,150.0
1196,3,1,210.0
1197,3,2,550.0
1198,1,2,51.0
1199,2,2,684.0
1200,1,2,136.0
1201,2,2,45.0
1202,2,1,161.0
1203,3,1,182.0
1204,1,2,150.0
1205,2,1,80.0
1206,3,1,56.0
1207,2,2,540.0
1208,2,2,306.0
1209,1,2,82.0
1210,2,2,574.0
1211,3,1,0.0
1212,1,2,87.0
1213,2,1,24.0
1214,1,1,0.0
1215,2,1,132.0
1216,2,1,140.0
1217,1,2,0.0
1218,3,1,12.0
1219,3,1,72.0
1220,2,2,666.0
1221,2,2,256.0
1222,2,2,720.0
1223,2,1,18.0
1224,2,1,18.0
1225,2,2,874.0
1226,2,2,741.0
1227,1,2,45.0
1228,2,2,663.0
1229,3,1,110.0
1230,3,1,240.0
1231,2,1,48.0
1232,2,2,756.0
1233,3,1,30.0
1234,3,1,24.0
1235,2,2,315.0
1236,2,2,153.0
1237,3,1,110.0
1238,3,2,46.0
1239,2,2,440.0
1240,2,2,450.0
1241,2,1,456.0
1242,2,1,204.0
1243,2,1,192.0
1244,2,2,774.0
1245,2,2,612.0
1246,2,2,448.0
1247,2,2,450.0
1248,2,2,279.0
1249,3,1,88.0
1250,3,1,88.0
1251,3,1,88.0
1252,2,2,280.0
1253,2,2,288.0
1254,2,2,361.0
1255,2,2,240.0
1256,1,2,74.0
1257,2,2,646.0
1258,1,2,123.0
1259,2,2,612.0
1260,1,2,0.0
1261,2,2,364.0
1262,2,2,570.0
1263,2,2,570.0
1264,2,2,540.0
1265,3,1,20.0
1266,2,2,84.0
1267,2,2,252.0
1268,2,2,273.0
1269,2,2,252.0
1270,2,2,252.0
1271,2,2,279.0
1272,1,2,150.0
1273,2,2,147.0
1274,3,1,143.0
1275,3,1,156.0
1276,2,1,126.0
1277,1,1,23.0
1278,1,2,135.0
1279,1,2,78.0
1280,1,2,0.0
1281,2,2,589.0
1282,2,2,612.0
1283,2,2,414.0
1284,2,2,276.0
1285,2,2,276.0
1286,2,2,322.0
1287,2,2,322.0
1288,2,2,506.0
1289,2,2,460.0
1290,1,2,82.0
1291,1,2,82.0
1292,1,2,82.0
1293,1,2,82.0
1294,2,2,63.0
1295,2,2,954.0
1296,1,1,27.0
1297,1,2,260.0
1298,1,2,135.0
1299,3,1,48.0
1300,1,2,164.0
1301,2,2,304.0
1302,1,2,0.0
1303,2,1,0.0
1304,2,2,810.0
1305,3,1,40.0
1306,2,2,70.0
1307,1,1,36.0
1308,2,2,390.0
1309,2,2,760.0
1310,3,2,520.0
1311,3,1,20.0
1312,2,2,459.0
1313,2,2,0.0
1314,2,2,760.0
1315,2,2,931.0
1316,2,2,629.0
1317,3,1,132.0
1318,1,2,45.0
1319,3,1,90.0
1320,2,2,722.0
1321,1,2,156.0
1322,1,2,86.0
1323,2,2,60.0
1324,2,2,490.0
1325,2,1,210.0
1326,2,1,105.0
1327,3,2,385.0
1328,3,1,30.0
1329,3,1,80.0
1330,2,2,697.0
1331,2,2,779.0
1332,2,2,779.0
1333,1,1,0.0
1334,2,2,276.0
1335,1,1,40.0
1336,1,1,55.0
1337,2,2,741.0
1338,2,2,882.0
1339,3,1,210.0
1340,2,2,232.0
1341,2,2,490.0
1342,2,2,665.0
1343,1,1,22.0
1344,2,2,810.0
1345,2,2,423.0
1346,3,2,640.0
1347,2,2,592.0
1348,2,1,51.0
1349,2,2,156.0
1350,2,2,84.0
1351,3,2,768.0
1352,1,2,99.0
1353,1,2,98.0
1354,2,2,612.0
1355,1,2,0.0
1356,2,2,273.0
1357,2,2,209.0
