medicine_id,width_mm,type_id,spacing_mm,redundancy_mm
240,18,1,23.0,1.0
241,16,1,23.0,3.0
242,37,2,43.0,2.0
243,47,3,60.0,9.0
244,20,2,43.0,19.0
245,40,3,60.0,16.0
246,27,2,43.0,12.0
247,21,2,43.0,18.0
248,23,2,43.0,16.0
249,26,2,43.0,13.0
250,24,2,43.0,15.0
251,27,2,43.0,12.0
252,15,1,23.0,4.0
253,13,1,23.0,6.0
254,13,1,23.0,6.0
255,13,1,23.0,6.0
256,33,2,43.0,6.0
257,33,2,43.0,6.0
258,33,2,43.0,6.0
259,32,2,43.0,7.0
260,18,1,23.0,1.0
261,33,2,43.0,6.0
262,18,1,23.0,1.0
263,18,1,23.0,1.0
264,18,1,23.0,1.0
265,18,1,23.0,1.0
266,46,3,60.0,10.0
267,26,2,43.0,13.0
268,19,1,23.0,0.0
269,16,1,23.0,3.0
270,20,2,43.0,19.0
271,24,2,43.0,15.0
272,18,1,23.0,1.0
273,40,3,60.0,16.0
274,14,1,23.0,5.0
275,19,1,23.0,0.0
276,40,3,60.0,16.0
277,19,1,23.0,0.0
278,17,1,23.0,2.0
279,18,1,23.0,1.0
280,18,1,23.0,1.0
281,25,2,43.0,14.0
282,26,2,43.0,13.0
283,20,2,43.0,19.0
284,23,2,43.0,16.0
285,20,2,43.0,19.0
286,25,2,43.0,14.0
287,17,1,23.0,2.0
288,19,1,23.0,0.0
289,26,2,43.0,13.0
290,21,2,43.0,18.0
291,30,2,43.0,9.0
292,19,1,23.0,0.0
293,21,2,43.0,18.0
294,47,3,60.0,9.0
295,32,2,43.0,7.0
296,36,2,43.0,3.0
297,31,2,43.0,8.0
298,16,1,23.0,3.0
299,18,1,23.0,1.0
300,39,2,43.0,0.0
301,27,2,43.0,12.0
302,18,1,23.0,1.0
303,15,1,23.0,4.0
304,20,2,43.0,19.0
305,21,2,43.0,18.0
306,50,3,60.0,6.0
307,44,3,60.0,12.0
308,17,1,23.0,2.0
309,16,1,23.0,3.0
310,16,1,23.0,3.0
311,26,2,43.0,13.0
312,16,1,23.0,3.0
313,18,1,23.0,1.0
314,22,2,43.0,17.0
315,27,2,43.0,12.0
316,41,3,60.0,15.0
317,16,1,23.0,3.0
318,15,1,23.0,4.0
319,18,1,23.0,1.0
320,20,2,43.0,19.0
321,43,3,60.0,13.0
322,30,2,43.0,9.0
323,35,2,43.0,4.0
324,20,2,43.0,19.0
325,20,2,43.0,19.0
326,24,2,43.0,15.0
327,21,2,43.0,18.0
328,33,2,43.0,6.0
329,27,2,43.0,12.0
330,40,3,60.0,16.0
331,25,2,43.0,14.0
332,12,1,23.0,7.0
333,16,1,23.0,3.0
334,16,1,23.0,3.0
335,16,1,23.0,3.0
336,20,2,43.0,19.0
337,22,2,43.0,17.0
338,21,2,43.0,18.0
339,26,2,43.0,13.0
340,20,2,43.0,19.0
341,40,3,60.0,16.0
342,20,2,43.0,19.0
343,25,2,43.0,14.0
344,20,2,43.0,19.0
345,20,2,43.0,19.0
346,47,3,60.0,9.0
347,19,1,23.0,0.0
348,14,1,23.0,5.0
349,28,2,43.0,11.0
350,47,3,60.0,9.0
351,19,1,23.0,0.0
352,22,2,43.0,17.0
353,22,2,43.0,17.0
354,16,1,23.0,3.0
355,47,3,60.0,9.0
356,25,2,43.0,14.0
357,19,1,23.0,0.0
358,22,2,43.0,17.0
359,31,2,43.0,8.0
360,16,1,23.0,3.0
361,17,1,23.0,2.0
362,18,1,23.0,1.0
363,19,1,23.0,0.0
364,21,2,43.0,18.0
365,31,2,43.0,8.0
366,19,1,23.0,0.0
367,21,2,43.0,18.0
368,18,1,23.0,1.0
369,21,2,43.0,18.0
370,21,2,43.0,18.0
371,17,1,23.0,2.0
372,15,1,23.0,4.0
373,28,2,43.0,11.0
374,29,2,43.0,10.0
375,45,3,60.0,11.0
376,45,3,60.0,11.0
377,22,2,43.0,17.0
378,24,2,43.0,15.0
379,23,2,43.0,16.0
380,21,2,43.0,18.0
381,25,2,43.0,14.0
382,30,2,43.0,9.0
383,38,2,43.0,1.0
384,16,1,23.0,3.0
385,30,2,43.0,9.0
386,23,2,43.0,16.0
387,30,2,43.0,9.0
388,52,3,60.0,4.0
389,42,3,60.0,14.0
390,19,1,23.0,0.0
391,31,2,43.0,8.0
392,16,1,23.0,3.0
393,26,2,43.0,13.0
394,20,2,43.0,19.0
395,47,3,60.0,9.0
396,16,1,23.0,3.0
397,40,3,60.0,16.0
398,14,1,23.0,5.0
399,45,3,60.0,11.0
400,43,3,60.0,13.0
401,20,2,43.0,19.0
402,20,2,43.0,19.0
403,35,2,43.0,4.0
404,48,3,60.0,8.0
405,12,1,23.0,7.0
406,17,1,23.0,2.0
407,24,2,43.0,15.0
408,23,2,43.0,16.0
409,30,2,43.0,9.0
410,30,2,43.0,9.0
411,50,3,60.0,6.0
412,15,1,23.0,4.0
413,20,2,43.0,19.0
414,22,2,43.0,17.0
415,21,2,43.0,18.0
416,21,2,43.0,18.0
417,45,3,60.0,11.0
418,46,3,60.0,10.0
419,43,3,60.0,13.0
420,19,1,23.0,0.0
421,38,2,43.0,1.0
422,50,3,60.0,6.0
423,37,2,43.0,2.0
424,17,1,23.0,2.0
425,19,1,23.0,0.0
426,19,1,23.0,0.0
427,26,2,43.0,13.0
428,20,2,43.0,19.0
429,40,3,60.0,16.0
430,40,3,60.0,16.0
431,44,3,60.0,12.0
432,43,3,60.0,13.0
433,43,3,60.0,13.0
434,16,1,23.0,3.0
435,27,2,43.0,12.0
436,19,1,23.0,0.0
437,46,3,60.0,10.0
438,46,3,60.0,10.0
439,19,1,23.0,0.0
440,20,2,43.0,19.0
441,56,3,60.0,0.0
442,45,3,60.0,11.0
443,55,3,60.0,1.0
444,56,3,60.0,0.0
445,56,3,60.0,0.0
446,31,2,43.0,8.0
447,35,2,43.0,4.0
448,29,2,43.0,10.0
449,19,1,23.0,0.0
450,47,3,60.0,9.0
451,26,2,43.0,13.0
452,40,3,60.0,16.0
453,18,1,23.0,1.0
454,18,1,23.0,1.0
455,43,3,60.0,13.0
456,14,1,23.0,5.0
457,43,3,60.0,13.0
458,42,3,60.0,14.0
459,21,2,43.0,18.0
460,25,2,43.0,14.0
461,17,1,23.0,2.0
462,38,2,43.0,1.0
463,31,2,43.0,8.0
464,20,2,43.0,19.0
465,40,3,60.0,16.0
466,28,2,43.0,11.0
467,50,3,60.0,6.0
468,33,2,43.0,6.0
469,27,2,43.0,12.0
470,40,3,60.0,16.0
471,13,1,23.0,6.0
472,16,1,23.0,3.0
473,20,2,43.0,19.0
474,32,2,43.0,7.0
475,21,2,43.0,18.0
476,14,1,23.0,5.0
477,48,3,60.0,8.0
478,24,2,43.0,15.0
479,49,3,60.0,7.0
480,30,2,43.0,9.0
481,30,2,43.0,9.0
482,35,2,43.0,4.0
483,25,2,43.0,14.0
484,43,3,60.0,13.0
485,18,1,23.0,1.0
486,26,2,43.0,13.0
487,43,3,60.0,13.0
488,28,2,43.0,11.0
489,27,2,43.0,12.0
490,18,1,23.0,1.0
491,46,3,60.0,10.0
492,45,3,60.0,11.0
493,27,2,43.0,12.0
494,20,2,43.0,19.0
495,31,2,43.0,8.0
496,20,2,43.0,19.0
497,34,2,43.0,5.0
498,21,2,43.0,18.0
499,45,3,60.0,11.0
500,37,2,43.0,2.0
501,45,3,60.0,11.0
502,21,2,43.0,18.0
503,25,2,43.0,14.0
504,29,2,43.0,10.0
505,15,1,23.0,4.0
506,23,2,43.0,16.0
507,19,1,23.0,0.0
508,49,3,60.0,7.0
509,55,3,60.0,1.0
510,23,2,43.0,16.0
511,51,3,60.0,5.0
512,17,1,23.0,2.0
513,18,1,23.0,1.0
514,46,3,60.0,10.0
515,16,1,23.0,3.0
516,20,2,43.0,19.0
517,19,1,23.0,0.0
518,17,1,23.0,2.0
519,47,3,60.0,9.0
520,15,1,23.0,4.0
521,16,1,23.0,3.0
522,25,2,43.0,14.0
523,20,2,43.0,19.0
524,21,2,43.0,18.0
525,16,1,23.0,3.0
526,19,1,23.0,0.0
527,14,1,23.0,5.0
528,23,2,43.0,16.0
529,45,3,60.0,11.0
530,19,1,23.0,0.0
531,25,2,43.0,14.0
532,25,2,43.0,14.0
533,25,2,43.0,14.0
534,25,2,43.0,14.0
535,25,2,43.0,14.0
536,25,2,43.0,14.0
537,21,2,43.0,18.0
538,20,2,43.0,19.0
539,15,1,23.0,4.0
540,21,2,43.0,18.0
541,21,2,43.0,18.0
542,20,2,43.0,19.0
543,19,1,23.0,0.0
544,21,2,43.0,18.0
545,30,2,43.0,9.0
546,18,1,23.0,1.0
547,49,3,60.0,7.0
548,20,2,43.0,19.0
549,21,2,43.0,18.0
550,23,2,43.0,16.0
551,21,2,43.0,18.0
552,20,2,43.0,19.0
553,43,3,60.0,13.0
554,25,2,43.0,14.0
555,18,1,23.0,1.0
556,55,3,60.0,1.0
557,15,1,23.0,4.0
558,30,2,43.0,9.0
559,30,2,43.0,9.0
560,30,2,43.0,9.0
561,30,2,43.0,9.0
562,30,2,43.0,9.0
563,30,2,43.0,9.0
564,21,2,43.0,18.0
565,27,2,43.0,12.0
566,34,2,43.0,5.0
567,30,2,43.0,9.0
568,38,2,43.0,1.0
569,19,1,23.0,0.0
570,15,1,23.0,4.0
571,15,1,23.0,4.0
572,15,1,23.0,4.0
573,45,3,60.0,11.0
574,25,2,43.0,14.0
575,28,2,43.0,11.0
576,16,1,23.0,3.0
577,18,1,23.0,1.0
578,35,2,43.0,4.0
579,30,2,43.0,9.0
580,23,2,43.0,16.0
581,35,2,43.0,4.0
582,21,2,43.0,18.0
583,23,2,43.0,16.0
584,37,2,43.0,2.0
585,40,3,60.0,16.0
586,32,2,43.0,7.0
587,32,2,43.0,7.0
588,40,3,60.0,16.0
589,40,3,60.0,16.0
590,27,2,43.0,12.0
591,35,2,43.0,4.0
592,26,2,43.0,13.0
593,19,1,23.0,0.0
594,30,2,43.0,9.0
595,19,1,23.0,0.0
596,17,1,23.0,2.0
597,27,2,43.0,12.0
598,38,2,43.0,1.0
599,45,3,60.0,11.0
600,41,3,60.0,15.0
601,18,1,23.0,1.0
602,47,3,60.0,9.0
603,14,1,23.0,5.0
604,30,2,43.0,9.0
605,21,2,43.0,18.0
606,18,1,23.0,1.0
607,20,2,43.0,19.0
608,42,3,60.0,14.0
609,15,1,23.0,4.0
610,21,2,43.0,18.0
611,38,2,43.0,1.0
612,14,1,23.0,5.0
613,40,3,60.0,16.0
614,41,3,60.0,15.0
615,43,3,60.0,13.0
616,22,2,43.0,17.0
617,19,1,23.0,0.0
618,23,2,43.0,16.0
619,17,1,23.0,2.0
620,15,1,23.0,4.0
621,30,2,43.0,9.0
622,35,2,43.0,4.0
623,51,3,60.0,5.0
624,19,1,23.0,0.0
625,21,2,43.0,18.0
626,25,2,43.0,14.0
627,26,2,43.0,13.0
628,44,3,60.0,12.0
629,36,2,43.0,3.0
630,35,2,43.0,4.0
631,20,2,43.0,19.0
632,21,2,43.0,18.0
633,19,1,23.0,0.0
634,44,3,60.0,12.0
635,25,2,43.0,14.0
636,47,3,60.0,9.0
637,20,2,43.0,19.0
638,20,2,43.0,19.0
639,52,3,60.0,4.0
640,45,3,60.0,11.0
641,17,1,23.0,2.0
642,37,2,43.0,2.0
643,51,3,60.0,5.0
644,30,2,43.0,9.0
645,44,3,60.0,12.0
646,43,3,60.0,13.0
647,19,1,23.0,0.0
648,45,3,60.0,11.0
649,43,3,60.0,13.0
650,20,2,43.0,19.0
651,30,2,43.0,9.0
652,22,2,43.0,17.0
653,23,2,43.0,16.0
654,26,2,43.0,13.0
655,45,3,60.0,11.0
656,30,2,43.0,9.0
657,33,2,43.0,6.0
658,38,2,43.0,1.0
659,32,2,43.0,7.0
660,39,2,43.0,0.0
661,21,2,43.0,18.0
662,20,2,43.0,19.0
663,25,2,43.0,14.0
664,23,2,43.0,16.0
665,19,1,23.0,0.0
666,35,2,43.0,4.0
667,26,2,43.0,13.0
668,12,1,23.0,7.0
669,10,1,23.0,9.0
670,21,2,43.0,18.0
671,37,2,43.0,2.0
672,39,2,43.0,0.0
673,18,1,23.0,1.0
674,20,2,43.0,19.0
675,23,2,43.0,16.0
676,30,2,43.0,9.0
677,30,2,43.0,9.0
678,38,2,43.0,1.0
679,18,1,23.0,1.0
680,18,1,23.0,1.0
681,22,2,43.0,17.0
682,21,2,43.0,18.0
683,20,2,43.0,19.0
684,17,1,23.0,2.0
685,16,1,23.0,3.0
686,15,1,23.0,4.0
687,15,1,23.0,4.0
688,40,3,60.0,16.0
689,25,2,43.0,14.0
690,48,3,60.0,8.0
691,19,1,23.0,0.0
692,19,1,23.0,0.0
693,19,1,23.0,0.0
694,19,1,23.0,0.0
695,19,1,23.0,0.0
696,17,1,23.0,2.0
697,16,1,23.0,3.0
698,20,2,43.0,19.0
699,15,1,23.0,4.0
700,17,1,23.0,2.0
701,35,2,43.0,4.0
702,15,1,23.0,4.0
703,45,3,60.0,11.0
704,19,1,23.0,0.0
705,22,2,43.0,17.0
706,23,2,43.0,16.0
707,19,1,23.0,0.0
708,25,2,43.0,14.0
709,47,3,60.0,9.0
710,21,2,43.0,18.0
711,53,3,60.0,3.0
712,20,2,43.0,19.0
713,20,2,43.0,19.0
714,20,2,43.0,19.0
715,22,2,43.0,17.0
716,24,2,43.0,15.0
717,16,1,23.0,3.0
718,16,1,23.0,3.0
719,41,3,60.0,15.0
720,32,2,43.0,7.0
721,24,2,43.0,15.0
722,22,2,43.0,17.0
723,15,1,23.0,4.0
724,17,1,23.0,2.0
725,16,1,23.0,3.0
726,24,2,43.0,15.0
727,23,2,43.0,16.0
728,23,2,43.0,16.0
729,24,2,43.0,15.0
730,22,2,43.0,17.0
731,15,1,23.0,4.0
732,28,2,43.0,11.0
733,18,1,23.0,1.0
734,17,1,23.0,2.0
735,19,1,23.0,0.0
736,48,3,60.0,8.0
737,19,1,23.0,0.0
738,25,2,43.0,14.0
739,34,2,43.0,5.0
740,27,2,43.0,12.0
741,25,2,43.0,14.0
742,20,2,43.0,19.0
743,17,1,23.0,2.0
744,54,3,60.0,2.0
745,20,2,43.0,19.0
746,30,2,43.0,9.0
747,41,3,60.0,15.0
748,26,2,43.0,13.0
749,42,3,60.0,14.0
750,40,3,60.0,16.0
751,24,2,43.0,15.0
752,21,2,43.0,18.0
753,19,1,23.0,0.0
754,23,2,43.0,16.0
755,43,3,60.0,13.0
756,25,2,43.0,14.0
757,21,2,43.0,18.0
758,18,1,23.0,1.0
759,45,3,60.0,11.0
760,34,2,43.0,5.0
761,19,1,23.0,0.0
762,23,2,43.0,16.0
763,50,3,60.0,6.0
764,23,2,43.0,16.0
765,20,2,43.0,19.0
766,19,1,23.0,0.0
767,23,2,43.0,16.0
768,23,2,43.0,16.0
769,18,1,23.0,1.0
770,19,1,23.0,0.0
771,20,2,43.0,19.0
772,46,3,60.0,10.0
773,17,1,23.0,2.0
774,10,1,23.0,9.0
775,15,1,23.0,4.0
776,27,2,43.0,12.0
777,28,2,43.0,11.0
778,22,2,43.0,17.0
779,18,1,23.0,1.0
780,16,1,23.0,3.0
781,22,2,43.0,17.0
782,26,2,43.0,13.0
783,30,2,43.0,9.0
784,16,1,23.0,3.0
785,43,3,60.0,13.0
786,20,2,43.0,19.0
787,20,2,43.0,19.0
788,20,2,43.0,19.0
789,45,3,60.0,11.0
790,20,2,43.0,19.0
791,20,2,43.0,19.0
792,18,1,23.0,1.0
793,23,2,43.0,16.0
794,17,1,23.0,2.0
795,22,2,43.0,17.0
796,22,2,43.0,17.0
797,18,1,23.0,1.0
798,18,1,23.0,1.0
799,46,3,60.0,10.0
800,45,3,60.0,11.0
801,17,1,23.0,2.0
802,24,2,43.0,15.0
803,32,2,43.0,7.0
804,26,2,43.0,13.0
805,45,3,60.0,11.0
806,16,1,23.0,3.0
807,50,3,60.0,6.0
808,47,3,60.0,9.0
809,25,2,43.0,14.0
810,27,2,43.0,12.0
811,27,2,43.0,12.0
812,30,2,43.0,9.0
813,24,2,43.0,15.0
814,46,3,60.0,10.0
815,20,2,43.0,19.0
816,20,2,43.0,19.0
817,39,2,43.0,0.0
818,36,2,43.0,3.0
819,39,2,43.0,0.0
820,41,3,60.0,15.0
821,16,1,23.0,3.0
822,43,3,60.0,13.0
823,19,1,23.0,0.0
824,41,3,60.0,15.0
825,44,3,60.0,12.0
826,18,1,23.0,1.0
827,21,2,43.0,18.0
828,15,1,23.0,4.0
829,22,2,43.0,17.0
830,48,3,60.0,8.0
831,19,1,23.0,0.0
832,18,1,23.0,1.0
833,16,1,23.0,3.0
834,15,1,23.0,4.0
835,16,1,23.0,3.0
836,44,3,60.0,12.0
837,25,2,43.0,14.0
838,20,2,43.0,19.0
839,21,2,43.0,18.0
840,17,1,23.0,2.0
841,31,2,43.0,8.0
842,43,3,60.0,13.0
843,47,3,60.0,9.0
844,27,2,43.0,12.0
845,35,2,43.0,4.0
846,20,2,43.0,19.0
847,42,3,60.0,14.0
848,18,1,23.0,1.0
849,20,2,43.0,19.0
850,29,2,43.0,10.0
851,16,1,23.0,3.0
852,19,1,23.0,0.0
853,16,1,23.0,3.0
854,41,3,60.0,15.0
855,16,1,23.0,3.0
856,21,2,43.0,18.0
857,16,1,23.0,3.0
858,41,3,60.0,15.0
859,40,3,60.0,16.0
860,40,3,60.0,16.0
861,19,1,23.0,0.0
862,16,1,23.0,3.0
863,21,2,43.0,18.0
864,22,2,43.0,17.0
865,45,3,60.0,11.0
866,16,1,23.0,3.0
867,35,2,43.0,4.0
868,26,2,43.0,13.0
869,18,1,23.0,1.0
870,17,1,23.0,2.0
871,16,1,23.0,3.0
872,15,1,23.0,4.0
873,35,2,43.0,4.0
874,29,2,43.0,10.0
875,15,1,23.0,4.0
876,22,2,43.0,17.0
877,18,1,23.0,1.0
878,19,1,23.0,0.0
879,17,1,23.0,2.0
880,17,1,23.0,2.0
881,14,1,23.0,5.0
882,31,2,43.0,8.0
883,26,2,43.0,13.0
884,51,3,60.0,5.0
885,38,2,43.0,1.0
886,20,2,43.0,19.0
887,26,2,43.0,13.0
888,34,2,43.0,5.0
889,46,3,60.0,10.0
890,16,1,23.0,3.0
891,16,1,23.0,3.0
892,31,2,43.0,8.0
893,39,2,43.0,0.0
894,21,2,43.0,18.0
895,51,3,60.0,5.0
896,37,2,43.0,2.0
897,43,3,60.0,13.0
898,43,3,60.0,13.0
899,17,1,23.0,2.0
900,46,3,60.0,10.0
901,47,3,60.0,9.0
902,17,1,23.0,2.0
903,47,3,60.0,9.0
904,40,3,60.0,16.0
905,21,2,43.0,18.0
906,34,2,43.0,5.0
907,39,2,43.0,0.0
908,50,3,60.0,6.0
909,11,1,23.0,8.0
910,19,1,23.0,0.0
911,18,1,23.0,1.0
912,19,1,23.0,0.0
913,20,2,43.0,19.0
914,50,3,60.0,6.0
915,35,2,43.0,4.0
916,38,2,43.0,1.0
917,22,2,43.0,17.0
918,48,3,60.0,8.0
919,31,2,43.0,8.0
920,50,3,60.0,6.0
921,17,1,23.0,2.0
922,16,1,23.0,3.0
923,14,1,23.0,5.0
924,30,2,43.0,9.0
925,33,2,43.0,6.0
926,27,2,43.0,12.0
927,16,1,23.0,3.0
928,15,1,23.0,4.0
929,30,2,43.0,9.0
930,41,3,60.0,15.0
931,31,2,43.0,8.0
932,43,3,60.0,13.0
933,43,3,60.0,13.0
934,15,1,23.0,4.0
935,45,3,60.0,11.0
936,17,1,23.0,2.0
937,45,3,60.0,11.0
938,34,2,43.0,5.0
939,21,2,43.0,18.0
940,52,3,60.0,4.0
941,41,3,60.0,15.0
942,20,2,43.0,19.0
943,20,2,43.0,19.0
944,47,3,60.0,9.0
945,46,3,60.0,10.0
946,25,2,43.0,14.0
947,56,3,60.0,0.0
948,45,3,60.0,11.0
949,23,2,43.0,16.0
950,16,1,23.0,3.0
951,21,2,43.0,18.0
952,21,2,43.0,18.0
953,16,1,23.0,3.0
954,16,1,23.0,3.0
955,50,3,60.0,6.0
956,45,3,60.0,11.0
957,36,2,43.0,3.0
958,36,2,43.0,3.0
959,48,3,60.0,8.0
960,30,2,43.0,9.0
961,27,2,43.0,12.0
962,15,1,23.0,4.0
963,31,2,43.0,8.0
964,40,3,60.0,16.0
965,43,3,60.0,13.0
966,41,3,60.0,15.0
967,19,1,23.0,0.0
968,35,2,43.0,4.0
969,20,2,43.0,19.0
970,30,2,43.0,9.0
971,17,1,23.0,2.0
972,52,3,60.0,4.0
973,51,3,60.0,5.0
974,48,3,60.0,8.0
975,13,1,23.0,6.0
976,21,2,43.0,18.0
977,20,2,43.0,19.0
978,25,2,43.0,14.0
979,39,2,43.0,0.0
980,27,2,43.0,12.0
981,36,2,43.0,3.0
982,35,2,43.0,4.0
983,35,2,43.0,4.0
984,31,2,43.0,8.0
985,41,3,60.0,15.0
986,28,2,43.0,11.0
987,20,2,43.0,19.0
988,35,2,43.0,4.0
989,39,2,43.0,0.0
990,17,1,23.0,2.0
991,21,2,43.0,18.0
992,26,2,43.0,13.0
993,26,2,43.0,13.0
994,28,2,43.0,11.0
995,45,3,60.0,11.0
