medicine_id,height_mm,type_id,spacing_mm,redundancy_mm
95,101,2,115.0,10.0
96,42,1,59.0,13.0
97,65,2,115.0,46.0
98,71,2,115.0,40.0
99,70,2,115.0,41.0
100,81,2,115.0,30.0
101,80,2,115.0,31.0
102,80,2,115.0,31.0
103,36,1,59.0,19.0
104,37,1,59.0,18.0
105,36,1,59.0,19.0
106,61,2,115.0,50.0
107,58,2,115.0,53.0
108,72,2,115.0,39.0
109,83,2,115.0,28.0
110,67,2,115.0,44.0
111,66,2,115.0,45.0
112,65,2,115.0,46.0
113,80,2,115.0,31.0
114,74,2,115.0,37.0
115,71,2,115.0,40.0
116,52,1,59.0,3.0
117,52,1,59.0,3.0
118,80,2,115.0,31.0
119,80,2,115.0,31.0
120,44,1,59.0,11.0
121,82,2,115.0,29.0
122,67,2,115.0,44.0
123,82,2,115.0,29.0
124,82,2,115.0,29.0
125,61,2,115.0,50.0
126,32,1,59.0,23.0
127,82,2,115.0,29.0
128,57,2,115.0,54.0
129,41,1,59.0,14.0
130,70,2,115.0,41.0
131,61,2,115.0,50.0
132,30,1,59.0,25.0
133,75,2,115.0,36.0
134,75,2,115.0,36.0
135,75,2,115.0,36.0
136,75,2,115.0,36.0
137,89,2,115.0,22.0
138,47,1,59.0,8.0
139,90,2,115.0,21.0
140,45,1,59.0,10.0
141,70,2,115.0,41.0
142,45,1,59.0,10.0
143,50,1,59.0,5.0
144,50,1,59.0,5.0
145,30,1,59.0,25.0
146,61,2,115.0,50.0
147,60,2,115.0,51.0
148,45,1,59.0,10.0
149,35,1,59.0,20.0
150,45,1,59.0,10.0
151,71,2,115.0,40.0
152,41,1,59.0,14.0
153,47,1,59.0,8.0
154,45,1,59.0,10.0
155,43,1,59.0,12.0
156,36,1,59.0,19.0
157,35,1,59.0,20.0
158,40,1,59.0,15.0
159,40,1,59.0,15.0
160,35,1,59.0,20.0
161,44,1,59.0,11.0
162,40,1,59.0,15.0
163,72,2,115.0,39.0
164,71,2,115.0,40.0
165,59,2,115.0,52.0
166,71,2,115.0,40.0
167,40,1,59.0,15.0
168,73,2,115.0,38.0
169,63,2,115.0,48.0
170,44,1,59.0,11.0
171,36,1,59.0,19.0
172,63,2,115.0,48.0
173,46,1,59.0,9.0
174,28,1,59.0,27.0
175,34,1,59.0,21.0
176,60,2,115.0,51.0
177,53,1,59.0,2.0
178,38,1,59.0,17.0
179,73,2,115.0,38.0
180,37,1,59.0,18.0
181,44,1,59.0,11.0
182,52,1,59.0,3.0
183,47,1,59.0,8.0
184,63,2,115.0,48.0
185,71,2,115.0,40.0
186,66,2,115.0,45.0
187,91,2,115.0,20.0
188,91,2,115.0,20.0
189,88,2,115.0,23.0
190,70,2,115.0,41.0
191,43,1,59.0,12.0
192,72,2,115.0,39.0
193,91,2,115.0,20.0
194,77,2,115.0,34.0
195,82,2,115.0,29.0
196,72,2,115.0,39.0
197,55,1,59.0,0.0
198,62,2,115.0,49.0
199,66,2,115.0,45.0
200,70,2,115.0,41.0
201,45,1,59.0,10.0
202,41,1,59.0,14.0
203,66,2,115.0,45.0
204,43,1,59.0,12.0
205,72,2,115.0,39.0
206,42,1,59.0,13.0
207,89,2,115.0,22.0
208,70,2,115.0,41.0
209,68,2,115.0,43.0
210,72,2,115.0,39.0
211,45,1,59.0,10.0
212,53,1,59.0,2.0
213,37,1,59.0,18.0
214,58,2,115.0,53.0
215,68,2,115.0,43.0
216,61,2,115.0,50.0
217,59,2,115.0,52.0
218,35,1,59.0,20.0
219,55,1,59.0,0.0
220,45,1,59.0,10.0
221,68,2,115.0,43.0
222,76,2,115.0,35.0
223,50,1,59.0,5.0
224,64,2,115.0,47.0
225,66,2,115.0,45.0
226,67,2,115.0,44.0
227,31,1,59.0,24.0
228,77,2,115.0,34.0
229,45,1,59.0,10.0
230,42,1,59.0,13.0
231,47,1,59.0,8.0
232,48,1,59.0,7.0
233,67,2,115.0,44.0
234,53,1,59.0,2.0
235,45,1,59.0,10.0
236,71,2,115.0,40.0
237,70,2,115.0,41.0
238,86,2,115.0,25.0
239,72,2,115.0,39.0
240,55,1,59.0,0.0
241,66,2,115.0,45.0
242,37,1,59.0,18.0
243,47,1,59.0,8.0
244,62,2,115.0,49.0
245,61,2,115.0,50.0
246,75,2,115.0,36.0
247,84,2,115.0,27.0
248,83,2,115.0,28.0
249,46,1,59.0,9.0
250,45,1,59.0,10.0
251,56,2,115.0,55.0
252,66,2,115.0,45.0
253,72,2,115.0,39.0
254,70,2,115.0,41.0
255,71,2,115.0,40.0
256,60,2,115.0,51.0
257,60,2,115.0,51.0
258,60,2,115.0,51.0
259,60,2,115.0,51.0
260,62,2,115.0,49.0
261,60,2,115.0,51.0
262,60,2,115.0,51.0
263,60,2,115.0,51.0
264,62,2,115.0,49.0
265,62,2,115.0,49.0
266,83,2,115.0,28.0
267,63,2,115.0,48.0
268,65,2,115.0,46.0
269,72,2,115.0,39.0
270,82,2,115.0,29.0
271,41,1,59.0,14.0
272,68,2,115.0,43.0
273,40,1,59.0,15.0
274,60,2,115.0,51.0
275,77,2,115.0,34.0
276,40,1,59.0,15.0
277,71,2,115.0,40.0
278,65,2,115.0,46.0
279,67,2,115.0,44.0
280,70,2,115.0,41.0
281,75,2,115.0,36.0
282,76,2,115.0,35.0
283,70,2,115.0,41.0
284,76,2,115.0,35.0
285,62,2,115.0,49.0
286,62,2,115.0,49.0
287,62,2,115.0,49.0
288,61,2,115.0,50.0
289,40,1,59.0,15.0
290,56,2,115.0,55.0
291,70,2,115.0,41.0
292,57,2,115.0,54.0
293,60,2,115.0,51.0
294,47,1,59.0,8.0
295,36,1,59.0,19.0
296,81,2,115.0,30.0
297,31,1,59.0,24.0
298,50,1,59.0,5.0
299,66,2,115.0,45.0
300,39,1,59.0,16.0
301,69,2,115.0,42.0
302,72,2,115.0,39.0
303,67,2,115.0,44.0
304,37,1,59.0,18.0
305,71,2,115.0,40.0
306,50,1,59.0,5.0
307,44,1,59.0,11.0
308,60,2,115.0,51.0
309,72,2,115.0,39.0
310,77,2,115.0,34.0
311,65,2,115.0,46.0
312,67,2,115.0,44.0
313,32,1,59.0,23.0
314,61,2,115.0,50.0
315,70,2,115.0,41.0
316,67,2,115.0,44.0
317,68,2,115.0,43.0
318,70,2,115.0,41.0
319,60,2,115.0,51.0
320,72,2,115.0,39.0
321,53,1,59.0,2.0
322,30,1,59.0,25.0
323,35,1,59.0,20.0
324,37,1,59.0,18.0
325,36,1,59.0,19.0
326,66,2,115.0,45.0
327,77,2,115.0,34.0
328,33,1,59.0,22.0
329,60,2,115.0,51.0
330,41,1,59.0,14.0
331,78,2,115.0,33.0
332,63,2,115.0,48.0
333,73,2,115.0,38.0
334,74,2,115.0,37.0
335,74,2,115.0,37.0
336,56,2,115.0,55.0
337,31,1,59.0,24.0
338,55,1,59.0,0.0
339,35,1,59.0,20.0
340,50,1,59.0,5.0
341,40,1,59.0,15.0
342,86,2,115.0,25.0
343,78,2,115.0,33.0
344,57,2,115.0,54.0
345,50,1,59.0,5.0
346,47,1,59.0,8.0
347,82,2,115.0,29.0
348,66,2,115.0,45.0
349,42,1,59.0,13.0
350,47,1,59.0,8.0
351,75,2,115.0,36.0
352,90,2,115.0,21.0
353,62,2,115.0,49.0
354,78,2,115.0,33.0
355,47,1,59.0,8.0
356,37,1,59.0,18.0
357,69,2,115.0,42.0
358,41,1,59.0,14.0
359,36,1,59.0,19.0
360,47,1,59.0,8.0
361,49,1,59.0,6.0
362,60,2,115.0,51.0
363,60,2,115.0,51.0
364,55,1,59.0,0.0
365,66,2,115.0,45.0
366,31,1,59.0,24.0
367,77,2,115.0,34.0
368,81,2,115.0,30.0
369,71,2,115.0,40.0
370,70,2,115.0,41.0
371,66,2,115.0,45.0
372,71,2,115.0,40.0
373,77,2,115.0,34.0
374,76,2,115.0,35.0
375,45,1,59.0,10.0
376,48,1,59.0,7.0
377,86,2,115.0,25.0
378,75,2,115.0,36.0
379,75,2,115.0,36.0
380,82,2,115.0,29.0
381,70,2,115.0,41.0
382,96,2,115.0,15.0
383,38,1,59.0,17.0
384,68,2,115.0,43.0
385,48,1,59.0,7.0
386,41,1,59.0,14.0
387,40,1,59.0,15.0
388,52,1,59.0,3.0
389,42,1,59.0,13.0
390,82,2,115.0,29.0
391,53,1,59.0,2.0
392,62,2,115.0,49.0
393,80,2,115.0,31.0
394,50,1,59.0,5.0
395,47,1,59.0,8.0
396,66,2,115.0,45.0
397,39,1,59.0,16.0
398,56,2,115.0,55.0
399,45,1,59.0,10.0
400,43,1,59.0,12.0
401,72,2,115.0,39.0
402,67,2,115.0,44.0
403,80,2,115.0,31.0
404,48,1,59.0,7.0
405,57,2,115.0,54.0
406,50,1,59.0,5.0
407,56,2,115.0,55.0
408,80,2,115.0,31.0
409,37,1,59.0,18.0
410,37,1,59.0,18.0
411,50,1,59.0,5.0
412,45,1,59.0,10.0
413,82,2,115.0,29.0
414,62,2,115.0,49.0
415,76,2,115.0,35.0
416,76,2,115.0,35.0
417,45,1,59.0,10.0
418,46,1,59.0,9.0
419,43,1,59.0,12.0
420,31,1,59.0,24.0
421,38,1,59.0,17.0
422,50,1,59.0,5.0
423,37,1,59.0,18.0
424,71,2,115.0,40.0
425,32,1,59.0,23.0
426,65,2,115.0,46.0
427,52,1,59.0,3.0
428,64,2,115.0,47.0
429,40,1,59.0,15.0
430,40,1,59.0,15.0
431,44,1,59.0,11.0
432,65,2,115.0,46.0
433,43,1,59.0,12.0
434,60,2,115.0,51.0
435,60,2,115.0,51.0
436,72,2,115.0,39.0
437,46,1,59.0,9.0
438,46,1,59.0,9.0
439,61,2,115.0,50.0
440,31,1,59.0,24.0
441,65,2,115.0,46.0
442,46,1,59.0,9.0
443,65,2,115.0,46.0
444,67,2,115.0,44.0
445,66,2,115.0,45.0
446,53,1,59.0,2.0
447,35,1,59.0,20.0
448,32,1,59.0,23.0
449,31,1,59.0,24.0
450,65,2,115.0,46.0
451,39,1,59.0,16.0
452,60,2,115.0,51.0
453,32,1,59.0,23.0
454,61,2,115.0,50.0
455,43,1,59.0,12.0
456,66,2,115.0,45.0
457,62,2,115.0,49.0
458,62,2,115.0,49.0
459,76,2,115.0,35.0
460,66,2,115.0,45.0
461,44,1,59.0,11.0
462,38,1,59.0,17.0
463,69,2,115.0,42.0
464,57,2,115.0,54.0
465,72,2,115.0,39.0
466,79,2,115.0,32.0
467,50,1,59.0,5.0
468,33,1,59.0,22.0
469,57,2,115.0,54.0
470,60,2,115.0,51.0
471,64,2,115.0,47.0
472,62,2,115.0,49.0
473,76,2,115.0,35.0
474,55,1,59.0,0.0
475,55,1,59.0,0.0
476,46,1,59.0,9.0
477,49,1,59.0,6.0
478,74,2,115.0,37.0
479,49,1,59.0,6.0
480,75,2,115.0,36.0
481,75,2,115.0,36.0
482,35,1,59.0,20.0
483,37,1,59.0,18.0
484,43,1,59.0,12.0
485,65,2,115.0,46.0
486,46,1,59.0,9.0
487,43,1,59.0,12.0
488,31,1,59.0,24.0
489,80,2,115.0,31.0
490,70,2,115.0,41.0
491,60,2,115.0,51.0
492,45,1,59.0,10.0
493,34,1,59.0,21.0
494,61,2,115.0,50.0
495,31,1,59.0,24.0
496,32,1,59.0,23.0
497,52,1,59.0,3.0
498,82,2,115.0,29.0
499,90,2,115.0,21.0
500,55,1,59.0,0.0
501,45,1,59.0,10.0
502,61,2,115.0,50.0
503,52,1,59.0,3.0
504,79,2,115.0,32.0
505,71,2,115.0,40.0
506,73,2,115.0,38.0
507,68,2,115.0,43.0
508,49,1,59.0,6.0
509,77,2,115.0,34.0
510,60,2,115.0,51.0
511,51,1,59.0,4.0
512,44,1,59.0,11.0
513,31,1,59.0,24.0
514,46,1,59.0,9.0
515,70,2,115.0,41.0
516,70,2,115.0,41.0
517,31,1,59.0,24.0
518,72,2,115.0,39.0
519,47,1,59.0,8.0
520,45,1,59.0,10.0
521,78,2,115.0,33.0
522,47,1,59.0,8.0
523,81,2,115.0,30.0
524,78,2,115.0,33.0
525,51,1,59.0,4.0
526,31,1,59.0,24.0
527,56,2,115.0,55.0
528,69,2,115.0,42.0
529,45,1,59.0,10.0
530,67,2,115.0,44.0
531,47,1,59.0,8.0
532,48,1,59.0,7.0
533,47,1,59.0,8.0
534,48,1,59.0,7.0
535,48,1,59.0,7.0
536,47,1,59.0,8.0
537,57,2,115.0,54.0
538,36,1,59.0,19.0
539,62,2,115.0,49.0
540,69,2,115.0,42.0
541,71,2,115.0,40.0
542,32,1,59.0,23.0
543,73,2,115.0,38.0
544,31,1,59.0,24.0
545,54,1,59.0,1.0
546,77,2,115.0,34.0
547,49,1,59.0,6.0
548,70,2,115.0,41.0
549,71,2,115.0,40.0
550,70,2,115.0,41.0
551,62,2,115.0,49.0
552,63,2,115.0,48.0
553,43,1,59.0,12.0
554,29,1,59.0,26.0
555,62,2,115.0,49.0
556,72,2,115.0,39.0
557,50,1,59.0,5.0
558,47,1,59.0,8.0
559,60,2,115.0,51.0
560,65,2,115.0,46.0
561,65,2,115.0,46.0
562,67,2,115.0,44.0
563,65,2,115.0,46.0
564,55,1,59.0,0.0
565,50,1,59.0,5.0
566,34,1,59.0,21.0
567,79,2,115.0,32.0
568,38,1,59.0,17.0
569,67,2,115.0,44.0
570,46,1,59.0,9.0
571,46,1,59.0,9.0
572,69,2,115.0,42.0
573,45,1,59.0,10.0
574,52,1,59.0,3.0
575,66,2,115.0,45.0
576,44,1,59.0,11.0
577,53,1,59.0,2.0
578,66,2,115.0,45.0
579,64,2,115.0,47.0
580,80,2,115.0,31.0
581,35,1,59.0,20.0
582,75,2,115.0,36.0
583,66,2,115.0,45.0
584,86,2,115.0,25.0
585,40,1,59.0,15.0
586,65,2,115.0,46.0
587,42,1,59.0,13.0
588,96,2,115.0,15.0
589,40,1,59.0,15.0
590,70,2,115.0,41.0
591,92,2,115.0,19.0
592,112,3,129.0,13.0
593,72,2,115.0,39.0
594,50,1,59.0,5.0
595,68,2,115.0,43.0
596,63,2,115.0,48.0
597,71,2,115.0,40.0
598,38,1,59.0,17.0
599,60,2,115.0,51.0
600,51,1,59.0,4.0
601,62,2,115.0,49.0
602,47,1,59.0,8.0
603,76,2,115.0,35.0
604,86,2,115.0,25.0
605,68,2,115.0,43.0
606,32,1,59.0,23.0
607,35,1,59.0,20.0
608,66,2,115.0,45.0
609,62,2,115.0,49.0
610,56,2,115.0,55.0
611,83,2,115.0,28.0
612,47,1,59.0,8.0
613,40,1,59.0,15.0
614,41,1,59.0,14.0
615,43,1,59.0,12.0
616,79,2,115.0,32.0
617,57,2,115.0,54.0
618,60,2,115.0,51.0
619,51,1,59.0,4.0
620,72,2,115.0,39.0
621,64,2,115.0,47.0
622,71,2,115.0,40.0
623,64,2,115.0,47.0
624,67,2,115.0,44.0
625,81,2,115.0,30.0
626,76,2,115.0,35.0
627,77,2,115.0,34.0
628,61,2,115.0,50.0
629,38,1,59.0,17.0
630,35,1,59.0,20.0
631,72,2,115.0,39.0
632,77,2,115.0,34.0
633,110,2,115.0,1.0
634,44,1,59.0,11.0
635,70,2,115.0,41.0
636,47,1,59.0,8.0
637,70,2,115.0,41.0
638,56,2,115.0,55.0
639,52,1,59.0,3.0
640,45,1,59.0,10.0
641,66,2,115.0,45.0
642,39,1,59.0,16.0
643,51,1,59.0,4.0
644,31,1,59.0,24.0
645,44,1,59.0,11.0
646,43,1,59.0,12.0
647,66,2,115.0,45.0
648,75,2,115.0,36.0
649,43,1,59.0,12.0
650,78,2,115.0,33.0
651,65,2,115.0,46.0
652,77,2,115.0,34.0
653,81,2,115.0,30.0
654,76,2,115.0,35.0
655,68,2,115.0,43.0
656,51,1,59.0,4.0
657,33,1,59.0,22.0
658,38,1,59.0,17.0
659,32,1,59.0,23.0
660,39,1,59.0,16.0
661,61,2,115.0,50.0
662,75,2,115.0,36.0
663,77,2,115.0,34.0
664,78,2,115.0,33.0
665,67,2,115.0,44.0
666,35,1,59.0,20.0
667,69,2,115.0,42.0
668,100,2,115.0,11.0
669,100,2,115.0,11.0
670,79,2,115.0,32.0
671,37,1,59.0,18.0
672,39,1,59.0,16.0
673,62,2,115.0,49.0
674,61,2,115.0,50.0
675,73,2,115.0,38.0
676,61,2,115.0,50.0
677,56,2,115.0,55.0
678,38,1,59.0,17.0
679,57,2,115.0,54.0
680,61,2,115.0,50.0
681,81,2,115.0,30.0
682,62,2,115.0,49.0
683,101,2,115.0,10.0
684,71,2,115.0,40.0
685,66,2,115.0,45.0
686,66,2,115.0,45.0
687,66,2,115.0,45.0
688,40,1,59.0,15.0
689,36,1,59.0,19.0
690,48,1,59.0,7.0
691,31,1,59.0,24.0
692,31,1,59.0,24.0
693,31,1,59.0,24.0
694,31,1,59.0,24.0
695,31,1,59.0,24.0
696,55,1,59.0,0.0
697,52,1,59.0,3.0
698,57,2,115.0,54.0
699,77,2,115.0,34.0
700,64,2,115.0,47.0
701,51,1,59.0,4.0
702,56,2,115.0,55.0
703,45,1,59.0,10.0
704,61,2,115.0,50.0
705,79,2,115.0,32.0
706,76,2,115.0,35.0
707,67,2,115.0,44.0
708,37,1,59.0,18.0
709,47,1,59.0,8.0
710,73,2,115.0,38.0
711,55,1,59.0,0.0
712,60,2,115.0,51.0
713,61,2,115.0,50.0
714,66,2,115.0,45.0
715,61,2,115.0,50.0
716,80,2,115.0,31.0
717,58,2,115.0,53.0
718,70,2,115.0,41.0
719,53,1,59.0,2.0
720,56,2,115.0,55.0
721,82,2,115.0,29.0
722,87,2,115.0,24.0
723,86,2,115.0,25.0
724,66,2,115.0,45.0
725,79,2,115.0,32.0
726,60,2,115.0,51.0
727,66,2,115.0,45.0
728,81,2,115.0,30.0
729,41,1,59.0,14.0
730,82,2,115.0,29.0
731,55,1,59.0,0.0
732,65,2,115.0,46.0
733,68,2,115.0,43.0
734,70,2,115.0,41.0
735,70,2,115.0,41.0
736,48,1,59.0,7.0
737,77,2,115.0,34.0
738,76,2,115.0,35.0
739,89,2,115.0,22.0
740,82,2,115.0,29.0
741,80,2,115.0,31.0
742,82,2,115.0,29.0
743,70,2,115.0,41.0
744,75,2,115.0,36.0
745,81,2,115.0,30.0
746,67,2,115.0,44.0
747,41,1,59.0,14.0
748,39,1,59.0,16.0
749,42,1,59.0,13.0
750,121,3,129.0,4.0
751,76,2,115.0,35.0
752,81,2,115.0,30.0
753,72,2,115.0,39.0
754,61,2,115.0,50.0
755,80,2,115.0,31.0
756,37,1,59.0,18.0
757,45,1,59.0,10.0
758,76,2,115.0,35.0
759,45,1,59.0,10.0
760,50,1,59.0,5.0
761,71,2,115.0,40.0
762,30,1,59.0,25.0
763,50,1,59.0,5.0
764,82,2,115.0,29.0
765,82,2,115.0,29.0
766,77,2,115.0,34.0
767,42,1,59.0,13.0
768,75,2,115.0,36.0
769,74,2,115.0,37.0
770,70,2,115.0,41.0
771,72,2,115.0,39.0
772,46,1,59.0,9.0
773,68,2,115.0,43.0
774,100,2,115.0,11.0
775,71,2,115.0,40.0
776,87,2,115.0,24.0
777,92,2,115.0,19.0
778,72,2,115.0,39.0
779,67,2,115.0,44.0
780,61,2,115.0,50.0
781,70,2,115.0,41.0
782,34,1,59.0,21.0
783,93,2,115.0,18.0
784,58,2,115.0,53.0
785,43,1,59.0,12.0
786,73,2,115.0,38.0
787,80,2,115.0,31.0
788,72,2,115.0,39.0
789,45,1,59.0,10.0
790,70,2,115.0,41.0
791,70,2,115.0,41.0
792,70,2,115.0,41.0
793,82,2,115.0,29.0
794,93,2,115.0,18.0
795,83,2,115.0,28.0
796,83,2,115.0,28.0
797,61,2,115.0,50.0
798,70,2,115.0,41.0
799,46,1,59.0,9.0
800,45,1,59.0,10.0
801,66,2,115.0,45.0
802,36,1,59.0,19.0
803,32,1,59.0,23.0
804,52,1,59.0,3.0
805,45,1,59.0,10.0
806,66,2,115.0,45.0
807,50,1,59.0,5.0
808,47,1,59.0,8.0
809,36,1,59.0,19.0
810,39,1,59.0,16.0
811,39,1,59.0,16.0
812,42,1,59.0,13.0
813,52,1,59.0,3.0
814,46,1,59.0,9.0
815,107,2,115.0,4.0
816,71,2,115.0,40.0
817,39,1,59.0,16.0
818,36,1,59.0,19.0
819,39,1,59.0,16.0
820,41,1,59.0,14.0
821,71,2,115.0,40.0
822,45,1,59.0,10.0
823,71,2,115.0,40.0
824,41,1,59.0,14.0
825,44,1,59.0,11.0
826,62,2,115.0,49.0
827,61,2,115.0,50.0
828,65,2,115.0,46.0
829,79,2,115.0,32.0
830,47,1,59.0,8.0
831,68,2,115.0,43.0
832,71,2,115.0,40.0
833,72,2,115.0,39.0
834,72,2,115.0,39.0
835,93,2,115.0,18.0
836,44,1,59.0,11.0
837,82,2,115.0,29.0
838,82,2,115.0,29.0
839,76,2,115.0,35.0
840,55,1,59.0,0.0
841,77,2,115.0,34.0
842,43,1,59.0,12.0
843,48,1,59.0,7.0
844,90,2,115.0,21.0
845,35,1,59.0,20.0
846,82,2,115.0,29.0
847,62,2,115.0,49.0
848,62,2,115.0,49.0
849,35,1,59.0,20.0
850,71,2,115.0,40.0
851,75,2,115.0,36.0
852,40,1,59.0,15.0
853,69,2,115.0,42.0
854,41,1,59.0,14.0
855,70,2,115.0,41.0
856,64,2,115.0,47.0
857,62,2,115.0,49.0
858,41,1,59.0,14.0
859,41,1,59.0,14.0
860,40,1,59.0,15.0
861,69,2,115.0,42.0
862,112,3,129.0,13.0
863,72,2,115.0,39.0
864,65,2,115.0,46.0
865,45,1,59.0,10.0
866,60,2,115.0,51.0
867,65,2,115.0,46.0
868,42,1,59.0,13.0
869,71,2,115.0,40.0
870,56,2,115.0,55.0
871,63,2,115.0,48.0
872,66,2,115.0,45.0
873,35,1,59.0,20.0
874,64,2,115.0,47.0
875,65,2,115.0,46.0
876,67,2,115.0,44.0
877,74,2,115.0,37.0
878,71,2,115.0,40.0
879,72,2,115.0,39.0
880,71,2,115.0,40.0
881,46,1,59.0,9.0
882,31,1,59.0,24.0
883,76,2,115.0,35.0
884,51,1,59.0,4.0
885,38,1,59.0,17.0
886,67,2,115.0,44.0
887,81,2,115.0,30.0
888,81,2,115.0,30.0
889,70,2,115.0,41.0
890,77,2,115.0,34.0
891,70,2,115.0,41.0
892,56,2,115.0,55.0
893,65,2,115.0,46.0
894,58,2,115.0,53.0
895,67,2,115.0,44.0
896,92,2,115.0,19.0
897,43,1,59.0,12.0
898,43,1,59.0,12.0
899,67,2,115.0,44.0
900,51,1,59.0,4.0
901,47,1,59.0,8.0
902,80,2,115.0,31.0
903,47,1,59.0,8.0
904,40,1,59.0,15.0
905,67,2,115.0,44.0
906,51,1,59.0,4.0
907,40,1,59.0,15.0
908,50,1,59.0,5.0
909,61,2,115.0,50.0
910,31,1,59.0,24.0
911,30,1,59.0,25.0
912,32,1,59.0,23.0
913,61,2,115.0,50.0
914,50,1,59.0,5.0
915,120,3,129.0,5.0
916,59,2,115.0,52.0
917,71,2,115.0,40.0
918,48,1,59.0,7.0
919,31,1,59.0,24.0
920,51,1,59.0,4.0
921,72,2,115.0,39.0
922,46,1,59.0,9.0
923,55,1,59.0,0.0
924,81,2,115.0,30.0
925,83,2,115.0,28.0
926,77,2,115.0,34.0
927,55,1,59.0,0.0
928,61,2,115.0,50.0
929,65,2,115.0,46.0
930,67,2,115.0,44.0
931,76,2,115.0,35.0
932,43,1,59.0,12.0
933,43,1,59.0,12.0
934,71,2,115.0,40.0
935,45,1,59.0,10.0
936,76,2,115.0,35.0
937,47,1,59.0,8.0
938,45,1,59.0,10.0
939,68,2,115.0,43.0
940,53,1,59.0,2.0
941,41,1,59.0,14.0
942,50,1,59.0,5.0
943,51,1,59.0,4.0
944,46,1,59.0,9.0
945,46,1,59.0,9.0
946,55,1,59.0,0.0
947,56,2,115.0,55.0
948,50,1,59.0,5.0
949,83,2,115.0,28.0
950,60,2,115.0,51.0
951,60,2,115.0,51.0
952,66,2,115.0,45.0
953,52,1,59.0,3.0
954,46,1,59.0,9.0
955,50,1,59.0,5.0
956,45,1,59.0,10.0
957,60,2,115.0,51.0
958,61,2,115.0,50.0
959,45,1,59.0,10.0
960,73,2,115.0,38.0
961,84,2,115.0,27.0
962,60,2,115.0,51.0
963,53,1,59.0,2.0
964,47,1,59.0,8.0
965,44,1,59.0,11.0
966,41,1,59.0,14.0
967,68,2,115.0,43.0
968,35,1,59.0,20.0
969,64,2,115.0,47.0
970,63,2,115.0,48.0
971,110,2,115.0,1.0
972,87,2,115.0,24.0
973,51,1,59.0,4.0
974,48,1,59.0,7.0
975,60,2,115.0,51.0
976,70,2,115.0,41.0
977,31,1,59.0,24.0
978,66,2,115.0,45.0
979,39,1,59.0,16.0
980,90,2,115.0,21.0
981,36,1,59.0,19.0
982,50,1,59.0,5.0
983,35,1,59.0,20.0
984,31,1,59.0,24.0
985,41,1,59.0,14.0
986,29,1,59.0,26.0
987,65,2,115.0,46.0
988,35,1,59.0,20.0
989,39,1,59.0,16.0
990,70,2,115.0,41.0
991,69,2,115.0,42.0
992,51,1,59.0,4.0
993,38,1,59.0,17.0
994,47,1,59.0,8.0
995,45,1,59.0,10.0
