countryiso3code,country,indicator_id,indicator_name,year,value,unit,sourceid,lastupdated,api_url
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1997,69.85931505,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1996,70.96057746,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1995,72.01193868,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1994,73.01671531,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1993,73.9779364,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1992,74.89837398,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1991,74.91961415,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1990,74.94331066,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1989,74.87340246,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1988,74.79402678,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1987,74.70312068,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1986,74.59797499,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1985,74.47495961,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1984,73.76286948,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1983,73.00990776,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1982,72.21245164,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1981,71.36643711,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1980,70.46728972,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1979,69.50984176,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1978,68.48823295,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1977,67.39579034,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1976,66.22488243,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1975,64.96674058,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1974,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1973,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1972,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1971,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1970,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1969,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1968,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1967,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1966,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1965,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1964,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1963,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1962,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1961,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",1960,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWAG.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2025,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2024,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2023,,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2022,45.01656318,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2021,45.01656318,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2020,45.01656318,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2019,45.01656318,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2018,44.54663694,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2017,44.58048595,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2016,43.76017623,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2015,45.27402701,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2014,41.47510516,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2013,42.2863485,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2012,41.69611307,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2011,38.59414971,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2010,39.41769317,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2009,37.77520278,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2008,33.94396552,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2007,31.54506438,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2006,31.73391494,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2005,30.95971942,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2004,32.6744186,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2003,32.58706468,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2002,31.00871731,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2001,32.11488251,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",2000,29.25336597,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1999,28.15157392,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1998,27.10334789,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1997,26.10487424,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1996,25.15269295,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1995,24.24365758,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1994,23.3749005,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1993,22.54380273,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1992,21.74796748,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1991,21.06109325,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1990,20.29478458,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1989,20.52085845,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1988,20.77754892,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1987,21.0715272,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1986,21.4115545,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1985,21.80936995,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1984,22.35137828,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1983,22.92449607,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
JOR,Jordan,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1982,23.53148083,,2,2026-04-08,https://api.worldbank.org/v2/country/JOR/indicator/ER.H2O.FWDM.ZS?format=json&per_page=100
