task_id,lat,lon,price,nearest_member_km,members_within_3km,members_within_5km,quota_within_3km,credit_within_3km,credit_within_5km,task_density_1km,supply_score,original_or_base_price,recommended_price,recommended_completion_prob
C0031,22.741216311103,114.262008277247,60.0,0.3267050980261663,14,26,202.0,2742.5598,2974.1204,21,5.253710390732629,67.0,60.0,0.722736
C0032,22.7083119203669,114.243410661873,55.0,0.44623332308051467,16,29,144.0,1530.1523,3836.408,37,4.851155125342395,67.0,55.0,0.800348
C0033,22.7365884258321,114.296177362868,60.5,0.3714382087330411,12,23,185.0,2200.1953999999996,3019.8628999999996,19,5.139747208656637,67.0,60.5,0.72019
C0034,22.6574622868825,114.347695727712,55.0,3.6739519898993707,0,7,0.0,0.0,67.7462,21,-1.2858831964647797,67.0,55.0,0.803969
C0035,22.7338561242004,114.261353361327,55.0,0.644806002595759,15,29,203.0,2742.922,3015.9665999999997,32,5.147296332935701,67.0,55.0,0.792934
C0036,22.7330530781302,114.301187523509,61.0,0.2451820276550548,11,21,169.0,2111.4478999999997,2960.0935,19,5.092213685370993,67.0,61.0,0.72378
C0037,22.7327210035458,114.261044999994,55.0,0.5478252482108136,14,30,201.0,2740.922,3553.6233999999995,33,5.171347300527421,67.0,55.0,0.808133
C0038,22.7328789148129,114.261143625855,55.0,0.5633295367197302,14,30,201.0,2740.922,3553.6233999999995,32,5.1659207995492995,67.0,55.0,0.799497
C0039,22.6574622868825,114.347695727712,55.0,3.6739519898993707,0,7,0.0,0.0,67.7462,21,-1.2858831964647797,67.0,55.0,0.803969
C0040,22.7358154455442,114.273509388687,55.0,0.19282002057894213,18,27,237.0,2900.3242,3013.7295999999997,37,5.462790150468845,67.0,55.0,0.816369
C0041,22.7315624132011,114.287582320056,55.0,0.21289162201084766,18,26,242.0,2919.5011999999997,3002.6641,33,5.476939399636752,67.0,55.0,0.782709
C0042,22.7167928958608,114.270317940076,55.0,0.4162328936675358,16,31,215.0,2781.0384,3908.6405999999997,30,5.285217662900528,67.0,55.0,0.764199
C0043,22.7261042929971,114.241421295152,64.0,1.6402708985010013,10,30,66.0,553.7858,3852.4919,17,3.641673520915615,67.0,64.0,0.721224
C0044,22.7060157568219,114.241688700041,55.0,0.6248521264295791,15,29,143.0,1529.4062,3836.408,51,4.781703179325648,67.0,55.0,0.905684
C0045,22.7058450063887,114.24286982716,55.0,0.5902279177159736,14,29,141.0,1527.4062,3836.408,45,4.77979541040067,67.0,55.0,0.877368
C0046,22.6574622868825,114.347695727712,55.0,3.6739519898993707,0,7,0.0,0.0,67.7462,21,-1.2858831964647797,67.0,55.0,0.803969
C0047,22.7188655596569,114.265813305352,55.0,0.33450242395689167,16,33,208.0,2761.2073,3932.5637999999994,30,5.280482549579898,67.0,55.0,0.758583
C0048,22.7380684217691,114.266446898194,55.0,0.3972538254281385,15,26,203.0,2742.9392,2974.1204,31,5.233939938944368,67.0,55.0,0.777806
C0049,22.7384136149656,114.276949153196,55.0,0.28066807932071064,17,26,230.0,2880.4011,3002.6641,39,5.401791904759545,67.0,55.0,0.839477
C0050,22.6986467499831,114.241761552618,55.0,0.7876771868234806,13,25,100.0,1068.0859,1824.6272,36,4.360795219453041,67.0,55.0,0.806349
C0051,22.7195270032286,114.265142999662,55.0,0.2545487168311674,16,34,208.0,2761.2073,3952.4868999999994,31,5.308466347073902,67.0,55.0,0.76694
C0052,22.6574622868825,114.347695727712,55.0,3.6739519898993707,0,7,0.0,0.0,67.7462,21,-1.2858831964647797,67.0,55.0,0.803969
C0053,22.7223049561743,114.251412802387,67.5,0.9852334228240607,15,34,187.0,2672.8941999999997,3992.3331999999996,15,4.9450681488415285,67.0,67.5,0.72073
C0054,22.7192915554605,114.260218139417,57.5,0.5809311091083342,15,35,193.0,2692.5803,4012.2562999999996,24,5.118383876875411,67.0,57.5,0.724234
C0055,22.7330532379617,114.276171145167,55.0,0.29223331634506244,18,27,236.0,2900.3242,3013.7295999999997,43,5.423784964414359,67.0,55.0,0.863333
C0056,22.716708934353,114.24523458138,66.0,0.8491423199395406,16,32,132.0,1490.306,3892.3381,20,4.622955436242915,67.0,66.0,0.720046
C0057,22.7217159364602,114.278074261084,63.5,0.3178408125059296,19,28,243.0,2920.2473,3013.9665999999997,21,5.444328886916126,67.0,63.5,0.720728
C0058,22.7307936611976,114.268386249959,55.0,0.1637851192831051,15,28,201.0,2741.3014,3013.9665999999997,52,5.305768933652118,67.0,55.0,0.917549
C0059,22.7139264341708,114.237994957616,70.5,0.47988284987155544,15,28,137.0,1510.2292,3816.4849,16,4.7894992717021605,67.0,70.5,0.720183
C0060,22.7208561289964,114.247361005267,68.0,1.1946011765690436,12,32,88.0,680.3795,3872.7943999999998,16,4.084133547932975,67.0,68.0,0.724291
C0061,22.7300853411492,114.303191387084,59.5,0.25560388821833996,11,22,169.0,2111.4478999999997,2980.0166,20,5.088566034173843,67.0,59.5,0.7217
C0062,22.7250481744937,114.292358520621,59.0,0.7602449742331012,16,25,240.0,2739.2082,3000.6641,21,5.273495356509069,67.0,59.0,0.724349
C0063,22.7101319504898,114.249541366112,67.5,0.03876534109564781,16,29,146.0,1577.0535,3876.2542999999996,20,5.00840578739526,67.0,67.5,0.720102
C0064,22.7359769324123,114.276790825053,55.0,0.06733422544513798,18,26,237.0,2900.3242,3002.6641,37,5.506710178765677,67.0,55.0,0.813852
C0065,22.7331987362445,114.289475678579,55.0,0.2511012864265546,17,25,208.0,2500.0271999999995,3002.3019,35,5.3044493457155175,67.0,55.0,0.796481
C0066,22.7225653401032,114.278666076432,64.0,0.42235218168533634,18,28,236.0,2900.3242,3013.9665999999997,20,5.378243361545263,67.0,64.0,0.724137
C0067,22.7300765745135,114.303210152237,59.5,0.2535662217176954,11,22,169.0,2111.4478999999997,2980.0166,20,5.089279217449069,67.0,59.5,0.721645
C0068,22.7253881313629,114.295343866507,57.0,0.455696288352546,14,23,199.0,2240.0415999999996,2980.3788,23,5.1836244976246455,67.0,57.0,0.721078
C0069,22.7381539176069,114.256910576734,55.0,0.9279300890470997,14,26,203.0,2742.5598,2956.1973,24,5.048195658677732,67.0,55.0,0.727668
C0070,22.7295173518022,114.240170603256,59.5,1.7237573860977333,10,30,34.0,134.4038,3852.4919,22,2.954721052355207,67.0,59.5,0.721373
C0071,22.7239147314109,114.295705245831,63.5,0.43539664170853587,14,23,199.0,2240.0415999999996,2980.3788,18,5.190729373950049,67.0,63.5,0.723168
C0072,22.7295173518022,114.240170603256,59.5,1.7237573860977333,10,30,34.0,134.4038,3852.4919,22,2.954721052355207,67.0,59.5,0.721373
C0073,22.7237057371462,114.291772629598,63.5,0.8336672376087203,16,25,240.0,2739.2082,3000.6641,17,5.247797564327603,67.0,63.5,0.721997
C0074,22.7428818479011,114.288352529895,55.0,0.9065517486715949,14,23,181.0,2400.4115999999995,3001.9397999999997,25,4.934721807041737,67.0,55.0,0.726632
C0075,22.7243195047675,114.261970972416,55.0,0.4308351364505033,16,33,208.0,2761.2073,3912.6405999999993,34,5.246766100207134,67.0,55.0,0.799804
C0076,22.7242889860533,114.262011088045,55.0,0.4255022650605363,16,33,208.0,2761.2073,3912.6405999999993,34,5.248632605193623,67.0,55.0,0.79969
C0077,22.6574622868825,114.347695727712,55.0,3.6739519898993707,0,7,0.0,0.0,67.7462,21,-1.2858831964647797,67.0,55.0,0.803969
C0078,22.7242652456133,114.296726968636,59.0,0.3239025940436739,14,23,199.0,2240.0415999999996,2999.9397,22,5.22975229063275,67.0,59.0,0.724503
C0079,22.7093163390213,114.246570092181,66.5,0.14045908766981569,16,31,143.0,1567.9986,3916.1004999999996,21,4.952012590891565,67.0,66.5,0.723322
C0080,22.7305292613317,114.280658785747,55.0,0.6882716671625272,18,26,236.0,2900.3242,3002.6641,46,5.285171541628247,67.0,55.0,0.8876
C0081,22.7202055922533,114.292028416702,71.0,0.9590154662486752,18,24,255.0,2779.0544,2980.741,12,5.265103119292526,67.0,71.0,0.722863
C0082,22.6991602472884,114.243215093577,55.0,0.8762767852519444,13,25,100.0,1068.0859,1824.6272,31,4.329785360003079,67.0,55.0,0.760259
C0083,22.7870270954263,114.330873478941,79.0,0.952176207513444,2,4,19.0,99.70700000000001,141.5533,1,2.664464740924285,67.0,79.0,0.722909
C0084,22.7162624576356,114.270420929904,57.5,0.4125646892109582,16,31,215.0,2781.0384,3908.6405999999997,24,5.28650153446033,67.0,57.5,0.720854
C0085,22.7353382646609,114.259477676067,55.0,0.6951784366542456,15,28,203.0,2742.922,2996.0434999999998,28,5.12966598101523,67.0,55.0,0.754375
C0086,22.7046822487789,114.234143023591,55.0,0.23939353604633776,13,24,96.0,1050.1628,1804.0470999999998,31,4.511926496887165,67.0,55.0,0.74229
C0087,22.7028901150542,114.236495937246,55.0,0.0880596283644897,14,25,102.0,1070.0859,1824.6272,40,4.625309836302065,67.0,55.0,0.818972
C0088,22.7331032373893,114.277237433807,55.0,0.3051058485276395,18,27,236.0,2900.3242,3022.5872,45,5.419279578150458,67.0,55.0,0.876384
C0089,22.7004909355608,114.240695263978,55.0,0.5799645235591259,13,26,100.0,1068.0859,1844.5502999999999,42,4.4334946515955655,67.0,55.0,0.850661
C0090,22.7319873707861,114.232604080992,55.5,2.0579634601859818,6,27,24.0,54.02000000000001,3752.8763,21,2.499669013803107,67.0,55.5,0.72221
C0091,22.7181174812876,114.248002620876,68.0,0.8830479903297179,14,33,123.0,1218.4027,3892.7174999999997,17,4.535582822989635,67.0,68.0,0.723486
C0092,22.7182313596998,114.24854199225,66.5,0.885499534335583,13,33,122.0,1218.0363,3892.7174999999997,17,4.526620244354963,67.0,66.5,0.720655
C0093,22.7331561520967,114.297662870028,55.0,0.3551508771484104,12,22,185.0,2200.1953999999996,2980.0166,27,5.145447774711258,67.0,55.0,0.758843
C0094,22.7308491991555,114.242767308942,63.0,1.4648301055986874,12,30,75.0,753.7649,3852.4919,20,3.8331181013267908,67.0,63.0,0.723414
C0095,22.7144895062791,114.244328819934,61.0,0.7277030353988948,15,33,125.0,1470.3829,3938.0235999999995,24,4.610993502561865,67.0,61.0,0.723952
C0096,22.7416035294664,114.287581557395,55.0,0.744657925649691,14,23,181.0,2400.4115999999995,3001.9397999999997,28,4.991384645099403,67.0,55.0,0.755201
C0097,22.7294318811694,114.266851859708,55.0,0.27242548484335155,15,28,201.0,2741.3014,3013.9665999999997,50,5.267744805706032,67.0,55.0,0.909727
C0098,22.7293480034248,114.279053999785,55.0,0.7618979726625184,18,26,236.0,2900.3242,3002.6641,51,5.25940233470325,67.0,55.0,0.913758
C0099,22.6996394875779,114.144557889688,80.0,1.9947392105367288,5,15,15.0,71.22310000000002,458.0203,1,2.075854460551926,67.0,80.0,0.72319
C0100,22.736365660067,114.285892607392,55.0,0.15634394181740066,15,26,194.0,2460.1809999999996,3002.6641,35,5.267482798927657,67.0,55.0,0.806262
C0101,22.7468048847927,114.269344420344,74.5,0.6376323289005081,13,24,153.0,2234.7176999999997,2982.7410999999997,10,4.858475641298451,67.0,74.5,0.722952
C0102,22.7231246519419,114.274736551268,55.0,0.3352535166380146,18,28,230.0,2880.7633,3013.9665999999997,30,5.382694245698488,67.0,55.0,0.748957
C0103,22.7541961636511,114.284078027568,66.5,2.0869404719345375,9,23,136.0,2132.3558999999996,3001.9397999999997,10,4.232198878651037,67.0,66.5,0.724409
C0104,22.7285216297278,114.22978974526,68.0,1.5887412178318592,8,27,26.0,54.619200000000006,3752.8763,14,2.7408698237631786,67.0,68.0,0.722865
C0105,22.7093355921814,114.261275443205,81.5,0.8803286029050397,13,32,102.0,700.3026,3970.4100999999996,6,4.340620029212872,67.0,81.5,0.722448
C0106,22.7339322527027,114.248904249218,65.5,0.9620664592932161,15,29,181.0,2605.8328,3753.2555999999995,17,4.919400082324169,67.0,65.5,0.721254
C0107,22.7339322527027,114.248904249218,65.5,0.9620664592932161,15,29,181.0,2605.8328,3753.2555999999995,17,4.919400082324169,67.0,65.5,0.721254
C0108,22.7114290734503,114.263506218752,70.5,0.5582126441718458,13,32,131.0,1090.492,3970.4100999999996,14,4.709237337126225,67.0,70.5,0.720011
C0109,22.7001461032736,114.240028716799,55.0,0.5530230983818071,13,26,100.0,1068.0859,1844.5502999999999,42,4.4429241504076264,67.0,55.0,0.850205
C0110,22.6574622868825,114.347695727712,55.0,3.6739519898993707,0,7,0.0,0.0,67.7462,21,-1.2858831964647797,67.0,55.0,0.803969
C0111,22.5717078092983,113.90542860279,55.0,0.13743793372245897,22,48,230.0,9000.692,10213.8292,40,5.574328273718932,67.0,55.0,0.789802
C0112,22.6991602472884,114.243215093577,55.0,0.8762767852519444,13,25,100.0,1068.0859,1824.6272,31,4.329785360003079,67.0,55.0,0.760259
C0113,22.5801222558778,113.884405622727,55.0,0.55854997997745,19,38,94.0,1073.8542,9294.0407,50,4.379861482608433,67.0,55.0,0.861947
C0114,22.5780639454854,113.893007553745,55.0,0.432353799749224,23,39,202.0,7945.8109,9296.040799999999,49,5.320798367129559,67.0,55.0,0.852014
C0115,22.5709103735296,113.900902491378,55.0,0.17423331299564973,22,43,232.0,9020.6152,10054.0252,48,5.570469098017223,67.0,55.0,0.85678
C0116,22.7272649060064,114.300991378501,55.5,0.277158838389265,13,22,192.0,2220.1184999999996,2980.0166,24,5.210086965468643,67.0,55.5,0.72138
C0117,22.7338940592092,114.239668141459,60.5,1.8404764039853285,10,30,34.0,314.3678,3852.4919,21,2.9174686760945487,67.0,60.5,0.721774
C0118,22.5699233619887,113.901375691771,55.0,0.17154946893133852,22,44,232.0,9020.6152,10054.066200000001,53,5.571408443439732,67.0,55.0,0.888211
C0119,22.5803594560128,113.898418316423,55.0,0.7268311584943017,21,37,193.0,7903.8802,9274.117699999999,45,5.171544857590322,67.0,55.0,0.839021
C0120,22.565619990298,113.894707859227,55.0,0.5574211927582096,19,42,214.0,8921.3632,10010.2353,34,5.353967874662289,67.0,55.0,0.762158
C0121,22.5691021446846,113.886095147645,55.0,1.1019095173650293,19,39,125.0,2128.8274,9315.963899999999,33,4.493190123873719,67.0,55.0,0.733764
C0122,22.5717078092983,113.90542860279,55.0,0.13743793372245897,22,48,230.0,9000.692,10213.8292,40,5.574328273718932,67.0,55.0,0.789802
C0123,22.5582238632521,114.081880419361,95.0,0.7925103417345639,35,67,111.0,2386.9132,4654.393,1,4.488858515687997,67.0,95.0,0.506487
C0124,22.5841043158096,113.912207789285,55.0,0.6176506132733398,20,44,196.0,7925.4159,9475.3555,37,5.2255343320923195,67.0,55.0,0.776827
C0125,22.5798751317461,113.897856800022,55.0,0.6522790025755987,21,37,193.0,7903.8802,9274.117699999999,44,5.197638112161869,67.0,55.0,0.8298
C0126,22.5771213422124,113.863895058584,84.5,0.27567592307122235,11,28,42.0,191.7416,1222.023,6,3.6685483746186343,67.0,84.5,0.722819
C0127,22.5717078092983,113.90542860279,55.0,0.13743793372245897,22,48,230.0,9000.692,10213.8292,40,5.574328273718932,67.0,55.0,0.789802
C0128,22.5716829149165,113.887746877257,55.0,0.8136666816538451,21,39,150.0,2474.7932,9315.963899999999,41,4.781992362236078,67.0,55.0,0.799626
C0129,22.5730313206623,113.881441348392,55.0,1.0297352255941423,16,38,81.0,992.1616999999999,9313.9716,39,4.066155152306303,67.0,55.0,0.802737
C0130,22.5726766650264,113.880531919166,55.0,1.0326781537295247,16,38,81.0,992.1616999999999,9313.9716,37,4.065125127458919,67.0,55.0,0.784184
C0131,22.5817524212222,114.111352634675,95.0,0.6462683407437037,24,88,91.0,2010.4418999999998,8075.3126,3,4.335803495788744,67.0,95.0,0.667016
C0132,22.585908369846,113.868994410182,61.5,0.07043946052759223,18,30,60.0,293.8124,1261.8692,31,4.092096300988654,67.0,61.5,0.721561
C0133,22.5724307198474,113.880833861656,55.0,1.068622342522101,16,38,81.0,992.1616999999999,9313.9716,37,4.052544661381518,67.0,55.0,0.784993
C0134,22.5824021921484,113.912386828984,55.0,0.5479100915366436,20,44,196.0,7925.4159,9475.3555,35,5.249943514700163,67.0,55.0,0.754791
C0135,22.585059957126,113.880403788461,55.0,0.28127548579579253,18,37,90.0,1054.2033999999999,9216.7069,37,4.433497154488323,67.0,55.0,0.750545
C0136,22.5831793047675,113.87184536687,55.0,0.3739958398763338,15,31,49.0,214.11990000000003,1281.7923,50,3.785406859471429,67.0,55.0,0.871586
C0137,22.5648588297157,113.904579190253,55.0,0.3715904940847301,23,45,238.0,9042.1662,10092.2981,41,5.527250203001855,67.0,55.0,0.798554
C0138,22.5859429588615,113.879563411979,55.0,0.3698181068706884,18,37,90.0,1054.2033999999999,9216.7069,40,4.4025072371121095,67.0,55.0,0.783096
C0139,22.5665711882278,113.904649142201,55.0,0.1812773332292888,22,46,231.0,9002.3199,10094.2904,43,5.563336703036059,67.0,55.0,0.818012
C0140,22.5875618253717,113.911797178328,55.0,0.5127419019904415,20,41,183.0,7659.1426,9413.5795,37,5.188658943912331,67.0,55.0,0.768381
C0141,22.5844846685613,113.913625910956,55.0,0.7623587275436658,20,46,196.0,7925.4159,9548.437,38,5.174886492097706,67.0,55.0,0.789741
C0142,22.5736524986525,113.881907532121,55.0,0.988780774191276,16,38,81.0,992.1616999999999,9313.9716,40,4.080489210297307,67.0,55.0,0.810746
C0143,22.5814184216048,113.908874789285,55.0,0.17135697855500434,21,42,197.0,7921.8033,9435.5093,39,5.386728154200283,67.0,55.0,0.776851
C0144,22.5820800916468,113.914963571081,55.0,0.6048797458599076,20,48,196.0,7925.4159,10300.7237,34,5.230004135687021,67.0,55.0,0.745562
C0145,22.5960077380064,113.89421736286,76.5,1.0475520224775705,15,38,75.0,967.9038999999999,8239.0598,13,3.9834482104191813,67.0,76.5,0.721394
C0146,22.584666982242,113.911769609332,55.0,0.6222103706997825,20,41,196.0,7925.4159,9413.5938,38,5.2239384169930645,67.0,55.0,0.786627
C0147,22.581976936299,113.909991874407,55.0,0.30109925369110185,20,43,196.0,7921.4312,9455.4324,38,5.336247613946103,67.0,55.0,0.779375
C0148,22.5848359602697,113.907635995445,55.0,0.3833869358713233,21,39,197.0,7921.8033,9373.7333,39,5.312517669139572,67.0,55.0,0.781705
C0149,22.5819846265198,113.908928360632,55.0,0.20671189597981307,20,42,196.0,7921.4312,9435.5093,39,5.369283189145054,67.0,55.0,0.786892
C0150,22.5738376118995,113.895607474467,55.0,0.10876551726297741,21,42,222.0,8961.2094,10032.4734,47,5.5483280284180765,67.0,55.0,0.852222
C0151,22.7074327930824,113.930013135693,84.0,1.5365032218740933,14,35,73.0,4562.8578,5369.4535,6,3.857546121548238,67.0,84.0,0.723944
C0152,22.5837629306654,113.905227977034,55.0,0.38593436419244437,22,40,203.0,7961.6496,9413.579600000001,41,5.34227595837686,67.0,55.0,0.794036
C0153,22.5866612062403,113.909171922697,55.0,0.29372138498328737,20,40,196.0,7921.4312,9393.6564,37,5.338829867993838,67.0,55.0,0.769273
C0154,22.5833645496428,113.893041533049,55.0,0.3497009955446638,23,39,183.0,7643.6837000000005,9300.0254,39,5.245414083168354,67.0,55.0,0.754015
C0155,22.5711923624866,113.887177284191,55.0,0.8895835789388544,20,39,133.0,2188.5968000000003,9315.963899999999,39,4.630257483322312,67.0,55.0,0.784473
C0156,22.5813320341491,113.907222429961,55.0,0.05166361265455085,21,41,197.0,7921.8033,9415.571899999999,44,5.428620832265443,67.0,55.0,0.819894
C0157,22.5707350001756,113.888782000085,55.0,0.7716675851817802,22,40,154.0,2494.7163,10032.1175,36,4.823235788105624,67.0,55.0,0.740487
C0158,22.5855161591465,113.893310141668,55.0,0.5057597224303791,22,38,106.0,1133.6235,9298.0254,39,4.518485401611273,67.0,55.0,0.743144
C0159,22.5940737174318,113.894892198704,58.0,1.2700401373875236,15,39,82.0,1031.8322999999998,9317.9485,27,3.994963205710965,67.0,58.0,0.721149
C0160,22.5854138769305,113.893192939748,55.0,0.4892116204763697,22,38,106.0,1133.6235,9298.0254,39,4.524277237295176,67.0,55.0,0.742724
C0161,22.5855161591465,113.893310141668,55.0,0.5057597224303791,22,38,106.0,1133.6235,9298.0254,39,4.518485401611273,67.0,55.0,0.743144
C0162,22.6076656627427,113.85855185387,94.5,0.12478276219630796,14,24,44.0,213.9305,553.6410999999999,1,3.767267133001612,67.0,94.5,0.720306
C0163,22.5762207418879,113.876787510513,55.0,0.5885732375868994,14,33,73.0,952.3154999999999,9192.4328,38,4.117110770048756,67.0,55.0,0.798865
C0164,22.5651012392737,113.885871079708,70.5,1.4150393275524031,19,41,141.0,2413.0238,10010.202000000001,18,4.50882376895792,67.0,70.5,0.722038
C0165,22.5931061966206,113.90219127592,61.5,0.7250639980622734,16,38,163.0,7557.8232,9333.8793,24,4.997250492502403,67.0,61.5,0.722624
C0166,22.5870073763037,113.92316054989,80.0,0.7520507533765921,17,43,181.0,7692.2911,47420.606900000006,9,5.094634745394988,67.0,80.0,0.720732
C0167,22.5875050732545,113.90718317401,55.0,0.08513469981998485,18,38,166.0,7557.9144,9333.887,38,5.239354955479762,67.0,55.0,0.779932
C0168,22.5905127748192,113.896099419801,55.0,1.1178223699068177,19,37,95.0,1091.6929,9236.2637,34,4.194944220000449,67.0,55.0,0.730939
C0169,22.5771121191409,113.873867021386,55.0,0.6040944140940889,12,34,57.0,810.2397,9194.4251,40,3.865214759613488,67.0,55.0,0.826936
C0170,22.5873240872801,113.907832899521,55.0,0.14064067545302586,20,38,180.0,7635.6069,9333.887,39,5.301984932857267,67.0,55.0,0.778154
C0171,22.5905127748192,113.896099419801,55.0,1.1178223699068177,19,37,95.0,1091.6929,9236.2637,34,4.194944220000449,67.0,55.0,0.730939
C0172,22.5896110235039,113.918916999578,68.5,1.0117248984597522,16,39,173.0,7617.2128,9422.8292,17,4.957295840753616,67.0,68.5,0.720357
C0173,22.5796670301507,113.873732427373,55.0,0.4233869398423271,13,34,58.0,812.2397,9194.4251,52,3.9455968089609055,67.0,55.0,0.897322
C0174,22.5744373986407,113.889981528093,55.0,0.5154430111516993,21,39,121.0,1415.8276,9333.8947,40,4.651932542830162,67.0,55.0,0.771613
C0175,22.5868510906622,113.893654270831,55.0,0.6409874195376967,20,38,101.0,1113.3368,9298.0254,39,4.422893952446077,67.0,55.0,0.764987
C0176,22.5868013484728,113.893614193829,55.0,0.6340948122361042,20,38,101.0,1113.3368,9298.0254,39,4.425306365001634,67.0,55.0,0.764822
C0177,22.5750055530373,113.890532443591,55.0,0.4602268341494276,21,39,121.0,1415.8276,9333.8947,42,4.6712582047809565,67.0,55.0,0.789805
C0178,22.5946111091262,113.901020512553,67.5,0.9303257365796641,15,38,159.0,7537.9001,9333.8793,18,4.900317809430944,67.0,67.5,0.723918
C0179,22.5654836777327,113.894196979409,55.0,0.6034779671885494,19,42,214.0,8921.3632,10010.2353,33,5.33784800361167,67.0,55.0,0.752846
C0180,22.5814562858797,113.86476564508,64.0,0.3057937505585223,13,28,48.0,212.0283,1222.023,24,3.7890330514151436,67.0,64.0,0.721359
