sample,true_label,cluster,pc1,pc2,pred_prob_1
170,0,0,-0.185649,0.699955,0.475843
171,0,0,-0.185885,0.714433,0.475557
172,1,0,-0.177415,0.729745,0.476402
173,1,0,-0.181821,0.743822,0.475575
174,0,0,-0.190409,0.757499,0.474205
175,0,0,-0.19169,0.771876,0.473784
176,0,0,-0.192444,0.786304,0.473431
177,1,0,-0.18534,0.801485,0.474098
178,0,0,-0.196448,0.81492,0.472401
179,1,0,-0.191525,0.829892,0.472785
180,0,0,-0.198569,0.843717,0.471616
181,0,0,-0.199569,0.858121,0.471231
182,1,0,-0.19173,0.873373,0.471994
183,1,0,-0.193294,0.887723,0.471536
184,0,0,-0.201649,0.901422,0.470197
185,0,0,-0.201921,0.915896,0.469907
186,1,0,-0.198733,0.930702,0.470066
187,1,0,-0.200892,0.944995,0.469531
188,0,0,-0.209749,0.958646,0.468128
189,1,0,-0.200137,0.974067,0.46912
190,0,0,-0.212976,0.987337,0.4672
191,0,0,-0.213756,1.001762,0.466845
192,0,0,-0.212234,1.016408,0.466787
193,0,0,-0.216465,1.030502,0.465984
194,0,0,-0.216187,1.045029,0.465766
195,0,0,-0.219849,1.059178,0.465037
196,0,0,-0.220816,1.073585,0.464657
197,1,0,-0.211335,1.088994,0.465631
198,1,0,-0.213348,1.103301,0.465116
199,1,0,-0.21335,1.117801,0.464861
200,1,0,-0.215502,1.132095,0.464328
201,0,0,-0.224029,1.145778,0.462969
202,1,0,-0.208259,1.16179,0.464757
203,0,0,-0.2308,1.174129,0.461585
204,1,0,-0.223273,1.18935,0.462305
205,0,0,-0.233891,1.202832,0.460676
206,0,0,-0.235182,1.217209,0.460255
207,1,0,-0.224697,1.232714,0.461358
208,1,0,-0.229096,1.246792,0.460534
209,0,0,-0.238859,1.260356,0.459018
210,0,0,-0.23884,1.274858,0.458766
211,0,0,-0.241265,1.289126,0.458199
212,1,0,-0.233508,1.30437,0.458948
213,1,0,-0.23569,1.31866,0.458412
214,1,0,-0.235072,1.33322,0.458238
215,1,0,-0.238419,1.347399,0.457551
216,1,0,-0.240305,1.361718,0.457053
217,0,0,-0.249653,1.375322,0.455592
218,0,0,-0.250519,1.389739,0.455227
219,1,0,-0.24161,1.405093,0.456124
220,1,0,-0.244956,1.419273,0.455438
221,0,0,-0.251077,1.433186,0.454394
222,1,0,-0.246255,1.448148,0.454763
223,1,0,-0.248237,1.462458,0.454253
224,0,0,-0.259714,1.475858,0.452519
225,0,0,-0.258262,1.490497,0.452453
226,1,0,-0.252511,1.505549,0.452941
227,1,0,-0.256073,1.519707,0.452228
228,0,0,-0.262609,1.533581,0.451132
229,0,0,-0.264087,1.547939,0.450688
230,1,0,-0.259521,1.562877,0.451024
231,0,0,-0.269384,1.576431,0.449499
232,0,0,-0.267725,1.59109,0.44946
233,1,0,-0.26196,1.606143,0.44995
234,0,0,-0.273584,1.619529,0.448199
235,1,0,-0.270066,1.634366,0.448399
236,0,0,-0.273687,1.648519,0.44768
237,0,0,-0.276722,1.662728,0.447037
238,1,0,-0.267831,1.678081,0.447928
239,1,0,-0.269465,1.692424,0.447465
240,0,0,-0.280982,1.70582,0.44573
