sample,true_label,cluster,pc1,pc2,pred_prob_1
191,1,0,1.152547,0.816483,0.894137
192,1,0,1.161587,0.816873,0.894523
193,1,0,1.647876,0.272591,0.938642
194,1,0,1.656916,0.272982,0.938877
195,1,0,1.665956,0.273372,0.939111
196,1,0,1.674996,0.273763,0.939344
197,1,0,1.954526,-0.142242,0.85206
198,1,0,1.963566,-0.141852,0.852575
199,1,0,1.972606,-0.141462,0.853087
200,1,0,1.981646,-0.141071,0.853599
201,1,0,1.456269,0.923249,0.97655
202,1,0,1.465309,0.92364,0.976644
203,1,0,1.474349,0.92403,0.976737
204,1,0,1.483389,0.92442,0.976829
205,0,0,1.349402,0.764969,0.399942
206,0,0,1.358442,0.765359,0.400923
207,0,0,1.367482,0.76575,0.401904
208,0,0,1.376522,0.76614,0.402887
209,1,0,1.520665,0.820565,0.763004
210,1,0,1.529705,0.820956,0.763742
211,1,0,1.538745,0.821346,0.764478
212,1,0,1.547785,0.821737,0.765213
213,1,0,1.47532,1.129452,0.899639
214,1,0,1.48436,1.129842,0.900007
215,1,0,1.4934,1.130233,0.900374
216,1,0,1.50244,1.130623,0.90074
217,1,0,1.51148,1.131014,0.901105
218,1,0,1.52052,1.131404,0.901468
219,0,0,2.056052,-0.037943,0.088114
220,0,0,2.065092,-0.037552,0.088442
221,0,0,2.074132,-0.037162,0.088772
222,0,0,2.083172,-0.036771,0.089103
223,1,0,2.087004,0.550591,0.909196
224,1,0,2.096044,0.550981,0.909533
225,1,0,2.105083,0.551372,0.909868
226,1,0,2.224889,0.393864,0.911699
227,0,0,2.081053,0.359425,0.313352
228,0,0,2.090093,0.359816,0.314232
229,0,0,2.099133,0.360206,0.315113
230,0,0,2.108173,0.360597,0.315995
231,1,0,2.001239,1.105857,0.978914
232,1,0,2.010279,1.106248,0.978998
233,1,0,2.019319,1.106638,0.979082
234,1,0,2.028359,1.107028,0.979165
235,0,0,2.005137,0.789679,0.430791
236,0,0,2.014177,0.790069,0.431793
237,0,0,2.023217,0.79046,0.432795
238,0,0,2.032257,0.79085,0.433798
239,1,0,2.508698,0.371581,0.794395
240,1,0,2.517738,0.371972,0.795061
