sample,true_label,cluster,pc1,pc2,pred_prob_1
123,0,0,0.095969,-0.06194,0.203662
124,0,0,0.098256,-0.07136,0.215223
125,0,0,0.100544,-0.080779,0.227254
126,0,0,0.102832,-0.090199,0.239752
127,0,0,0.10512,-0.099618,0.252713
128,0,0,0.107408,-0.109038,0.266128
129,0,0,0.109696,-0.118457,0.279989
130,0,0,0.111984,-0.127877,0.294283
131,0,0,0.114272,-0.137296,0.308993
132,0,0,0.11656,-0.146716,0.324101
133,0,0,0.118848,-0.156136,0.339584
134,0,0,0.121136,-0.165555,0.355418
135,0,0,0.123424,-0.174975,0.371576
136,0,0,0.125712,-0.184394,0.388025
137,0,0,0.128,-0.193814,0.404733
138,0,0,0.130288,-0.203233,0.421666
139,0,0,0.132575,-0.212653,0.438784
140,0,0,0.134863,-0.222072,0.45605
141,0,0,0.137151,-0.231492,0.473422
142,0,0,0.139439,-0.240911,0.490858
143,1,0,0.14223,-0.250274,0.50832
144,1,0,0.144518,-0.259694,0.525758
145,1,0,0.146806,-0.269113,0.543134
146,1,0,0.149195,-0.278521,0.560406
147,1,0,0.151533,-0.287935,0.577533
148,1,0,0.153922,-0.297343,0.594476
149,1,0,0.15626,-0.306757,0.611196
150,1,0,0.158648,-0.316165,0.627659
151,1,0,0.160987,-0.325579,0.643831
152,1,0,0.163375,-0.334987,0.659681
153,1,0,0.165713,-0.344401,0.675182
154,1,0,0.168102,-0.353809,0.690308
155,1,0,0.17044,-0.363223,0.705038
156,1,0,0.172829,-0.372631,0.719352
157,1,0,0.175167,-0.382045,0.733234
158,1,0,0.177556,-0.391453,0.746671
159,1,0,0.179844,-0.400873,0.759653
160,1,0,0.182131,-0.410292,0.772172
161,1,0,0.184419,-0.419712,0.784225
162,1,0,0.186758,-0.429126,0.795809
163,1,0,0.189096,-0.43854,0.806924
164,1,0,0.191384,-0.447959,0.817573
165,1,0,0.193722,-0.457373,0.82776
166,1,0,0.19606,-0.466787,0.837491
167,1,0,0.198399,-0.476201,0.846774
168,1,0,0.200686,-0.48562,0.855618
169,1,0,0.203025,-0.495034,0.864033
170,1,0,0.205363,-0.504448,0.872032
171,1,0,0.207701,-0.513862,0.879626
172,1,0,0.209989,-0.523281,0.886827
173,1,0,0.212327,-0.532695,0.893649
174,1,0,0.214666,-0.542109,0.900107
175,1,0,0.216954,-0.551529,0.906214
176,1,0,0.219241,-0.560948,0.911984
177,1,0,0.221529,-0.570368,0.917431
178,1,0,0.223817,-0.579787,0.92257
179,1,0,0.226105,-0.589207,0.927414
180,1,0,0.228393,-0.598626,0.931977
181,1,0,0.230681,-0.608046,0.936274
182,1,0,0.232969,-0.617466,0.940316
183,1,0,0.235257,-0.626885,0.944117
184,1,0,0.237545,-0.636305,0.94769
185,1,0,0.239833,-0.645724,0.951046
186,1,0,0.242121,-0.655144,0.954197
187,1,0,0.244409,-0.664563,0.957154
188,1,0,0.246697,-0.673983,0.959929
189,1,0,0.248985,-0.683402,0.962531
190,1,0,0.251273,-0.692822,0.96497
191,1,0,0.25356,-0.702241,0.967255
192,1,0,0.255848,-0.711661,0.969397
193,1,0,0.258136,-0.721081,0.971402
194,1,0,0.260424,-0.7305,0.97328
195,1,0,0.262712,-0.73992,0.975037
196,1,0,0.265,-0.749339,0.976682
197,1,0,0.267288,-0.758759,0.978221
198,1,0,0.269576,-0.768178,0.97966
199,1,0,0.271864,-0.777598,0.981006
200,1,0,0.274152,-0.787017,0.982265
201,1,0,0.27644,-0.796437,0.983441
202,1,0,0.278728,-0.805856,0.984541
203,1,0,0.281016,-0.815276,0.985569
204,1,0,0.283304,-0.824696,0.986529
205,1,0,0.285592,-0.834115,0.987426
206,1,0,0.287879,-0.843535,0.988265
207,1,0,0.290167,-0.852954,0.989048
208,1,0,0.292455,-0.862374,0.989779
209,1,0,0.294743,-0.871793,0.990462
210,1,0,0.297031,-0.881213,0.9911
211,1,0,0.299319,-0.890632,0.991695
212,1,0,0.301607,-0.900052,0.992251
213,1,0,0.303895,-0.909472,0.99277
214,1,0,0.306183,-0.918891,0.993254
215,1,0,0.308471,-0.928311,0.993707
216,1,0,0.310759,-0.93773,0.994129
217,1,0,0.313047,-0.94715,0.994522
218,1,0,0.315335,-0.956569,0.99489
219,1,0,0.317623,-0.965989,0.995233
220,1,0,0.319911,-0.975408,0.995553
221,1,0,0.322198,-0.984828,0.995852
222,1,0,0.324486,-0.994247,0.996131
223,1,0,0.326774,-1.003667,0.996391
224,1,0,0.329062,-1.013087,0.996633
225,1,0,0.33135,-1.022506,0.99686
226,1,0,0.333638,-1.031926,0.997071
227,1,0,0.335926,-1.041345,0.997268
228,1,0,0.338214,-1.050765,0.997452
229,1,0,0.340502,-1.060184,0.997623
230,1,0,0.34279,-1.069604,0.997783
231,1,0,0.345078,-1.079023,0.997933
232,1,0,0.347366,-1.088443,0.998072
233,1,0,0.349654,-1.097862,0.998202
234,1,0,0.351942,-1.107282,0.998323
235,1,0,0.35423,-1.116702,0.998436
236,1,0,0.356517,-1.126121,0.998541
237,1,0,0.358805,-1.135541,0.998639
238,1,0,0.361093,-1.14496,0.998731
239,1,0,0.363381,-1.15438,0.998817
240,1,0,0.366172,-1.163742,0.998896
