make,variant,length_ft,geographic_region,country_region_state,listing_price_usd,year,hull_type,age_years,make_variant,variant_observation_count,log_price
Bavaria,Cruiser 46,46.0,Europe,Italy,103249,2005,monohull,15,Bavaria Cruiser 46,76.0,11.544898825546353
Bavaria,Cruiser 46,46.0,Europe,Netherlands,133015,2005,monohull,15,Bavaria Cruiser 46,76.0,11.798217182799371
Bavaria,Cruiser 46,46.0,Europe,Spain,145769,2005,monohull,15,Bavaria Cruiser 46,76.0,11.889778455922418
Bavaria,50 Cruiser,49.0,Europe,Croatia,103249,2005,monohull,15,Bavaria 50 Cruiser,40.0,11.544898825546353
Bavaria,50 Cruiser,49.0,Europe,Greece,109323,2005,monohull,15,Bavaria 50 Cruiser,40.0,11.60206208203649
Bavaria,50 Cruiser,49.0,Europe,Italy,151843,2005,monohull,15,Bavaria 50 Cruiser,40.0,11.930602371288195
Bavaria,50 Cruiser,49.0,Europe,Italy,136896,2005,monohull,15,Bavaria 50 Cruiser,40.0,11.826976792442078
Bavaria,49 Cruiser,50.0,Europe,Croatia,103249,2005,monohull,15,Bavaria 49 Cruiser,2.0,11.544898825546353
Bavaria,49 Cruiser,50.0,Europe,Spain,145744,2005,monohull,15,Bavaria 49 Cruiser,2.0,11.889606936984592
Beneteau,First 40.7,39.0,Europe,Croatia,157889,2005,monohull,15,Beneteau First 40.7,4.0,11.96964753347254
Beneteau,Cyclades 39.3,39.0,USA,Florida,72900,2005,monohull,15,Beneteau Cyclades 39.3,25.0,11.19684391799675
Beneteau,Cyclades 39.3,39.0,Europe,Greece,78975,2005,monohull,15,Beneteau Cyclades 39.3,25.0,11.276886625670286
Beneteau,First 40.7,39.0,USA,Illinois,124500,2005,monohull,15,Beneteau First 40.7,4.0,11.732060994886899
Beneteau,Cyclades 39.3,39.0,Europe,Italy,103275,2005,monohull,15,Beneteau Cyclades 39.3,25.0,11.545150612264965
Beneteau,Cyclades 39.3,39.0,Europe,Italy,82620,2005,monohull,15,Beneteau Cyclades 39.3,25.0,11.322007060950755
Beneteau,Cyclades 39.3,39.0,Caribbean,Mexico,99000,2005,monohull,15,Beneteau Cyclades 39.3,25.0,11.502875129116727
Beneteau,Cyclades 39.3,39.0,Europe,Portugal,101427,2005,monohull,15,Beneteau Cyclades 39.3,25.0,11.527094606884422
Beneteau,Cyclades 39.3,39.0,Europe,Spain,108108,2005,monohull,15,Beneteau Cyclades 39.3,25.0,11.59088600643944
Beneteau,Cyclades 39.3,39.0,Europe,Spain,103249,2005,monohull,15,Beneteau Cyclades 39.3,25.0,11.544898825546353
Beneteau,Cyclades 39.3,39.0,Europe,United Kingdom,95860,2005,monohull,15,Beneteau Cyclades 39.3,25.0,11.470644072713622
Beneteau,Oceanis 423,43.0,USA,Connecticut,139995,2005,monohull,15,Beneteau Oceanis 423,12.0,11.849361986667956
Beneteau,Cyclades 43.3,43.0,Europe,France,108108,2005,monohull,15,Beneteau Cyclades 43.3,6.0,11.59088600643944
Beneteau,Cyclades 43.3,43.0,Europe,France,106519,2005,monohull,15,Beneteau Cyclades 43.3,6.0,11.576078651975427
Beneteau,Cyclades 43.3,43.0,Europe,France,95961,2005,monohull,15,Beneteau Cyclades 43.3,6.0,11.471697137908086
Beneteau,Oceanis Clipper 423,43.0,Europe,Greece,103921,2005,monohull,15,Beneteau Oceanis Clipper 423,8.0,11.551386274084942
Beneteau,Oceanis Clipper 423,43.0,Europe,Italy,91090,2005,monohull,15,Beneteau Oceanis Clipper 423,8.0,11.419603307738855
Beneteau,Oceanis Clipper 423,43.0,Europe,Malta,127526,2005,monohull,15,Beneteau Oceanis Clipper 423,8.0,11.756075544360069
Beneteau,Oceanis 423,43.0,USA,Maryland,147900,2005,monohull,15,Beneteau Oceanis 423,12.0,11.90429164869889
Beneteau,Oceanis 43,43.0,USA,Maryland,144900,2005,monohull,15,Beneteau Oceanis 43,33.0,11.883799128308773
Beneteau,Oceanis Clipper 423,43.0,Europe,Netherlands,108108,2005,monohull,15,Beneteau Oceanis Clipper 423,8.0,11.59088600643944
Beneteau,Cyclades 43.3,43.0,Europe,Portugal,101792,2005,monohull,15,Beneteau Cyclades 43.3,6.0,11.53068679454887
Beneteau,First 44.7,44.0,USA,California,180000,2005,monohull,15,Beneteau First 44.7,9.0,12.100712129872347
Beneteau,First 44.7,44.0,USA,California,149000,2005,monohull,15,Beneteau First 44.7,9.0,11.911701584927597
Beneteau,First 44.7,44.0,Europe,Greece,131187,2005,monohull,15,Beneteau First 44.7,9.0,11.784379065216992
Beneteau,First 44.7,44.0,Europe,Italy,119040,2005,monohull,15,Beneteau First 44.7,9.0,11.687214850066919
Beneteau,First 44.7,44.0,USA,Texas,129900,2005,monohull,15,Beneteau First 44.7,9.0,11.77452020265869
Beneteau,Oceanis Clipper 473,47.0,Europe,Croatia,144549,2005,monohull,15,Beneteau Oceanis Clipper 473,4.0,11.881373829399116
Beneteau,Oceanis 473,47.0,Europe,Croatia,102034,2005,monohull,15,Beneteau Oceanis 473,9.0,11.533061370056528
Beneteau,First 47.7,47.0,Europe,Italy,127543,2005,monohull,15,Beneteau First 47.7,1.0,11.756208841624927
Beneteau,Oceanis Clipper 473,47.0,Europe,Malta,133611,2005,monohull,15,Beneteau Oceanis Clipper 473,4.0,11.802687872024656
Beneteau,Oceanis 473,47.0,USA,Maryland,195000,2005,monohull,15,Beneteau Oceanis 473,9.0,12.180754837545884
Beneteau,Oceanis 473,47.0,USA,North Carolina,185000,2005,monohull,15,Beneteau Oceanis 473,9.0,12.128111104060462
Beneteau,Oceanis 523,53.0,Europe,Italy,224719,2005,monohull,15,Beneteau Oceanis 523,6.0,12.322606011786023
Beneteau,Oceanis Clipper 523,53.0,Europe,Spain,224719,2005,monohull,15,Beneteau Oceanis Clipper 523,7.0,12.322606011786023
Beneteau,Oceanis Clipper 523,53.0,Europe,Spain,223504,2005,monohull,15,Beneteau Oceanis Clipper 523,7.0,12.317184589967333
Beneteau,Oceanis 523,53.0,Europe,Spain,212572,2005,monohull,15,Beneteau Oceanis 523,6.0,12.26703603348829
Beneteau,56,56.0,Europe,Spain,461603,2005,monohull,15,Beneteau 56,2.0,13.042460493288356
Beneteau,Cyclades 50.5,51.0,Caribbean,Grenada,105000,2005,monohull,15,Beneteau Cyclades 50.5,21.0,11.56171562913966
C&C,121,40.0,USA,Rhode Island,184900,2005,monohull,15,C&C 121,1.0,12.127570417375216
Cabo Rico,42,46.0,USA,Rhode Island,270000,2005,monohull,15,Cabo Rico 42,3.0,12.506177237980511
Caliber,40 LRC SE,41.0,USA,Florida,259000,2005,monohull,15,Caliber 40 LRC SE,1.0,12.464583340681674
Catalina,387,38.0,USA,Maryland,125000,2005,monohull,15,Catalina 387,4.0,11.736069016284437
Catalina,42 MK II,42.0,Caribbean,Mexico,165000,2005,monohull,15,Catalina 42 MK II,6.0,12.013700752882718
Catalina,42 Mk II,42.0,Europe,United Kingdom,119242,2005,monohull,15,Catalina 42 Mk II,2.0,11.688910320546347
Catalina,42 MK II,42.0,USA,Washington,159500,2005,monohull,15,Catalina 42 MK II,6.0,11.979799201207037
Catalina,Morgan 440,46.0,USA,California,199900,2005,monohull,15,Catalina Morgan 440,6.0,12.205572520488492
Catalina,Morgan 440,46.0,Caribbean,Grenada,179950,2005,monohull,15,Catalina Morgan 440,6.0,12.100434313507177
Catalina,Morgan 440,46.0,USA,Washington,194950,2005,monohull,15,Catalina Morgan 440,6.0,12.180498394410744
Comar,Comet 41S,41.0,Europe,Italy,150622,2005,monohull,15,Comar Comet 41S,8.0,11.922528666016262
Comar,Comet 45s,46.0,Europe,Italy,163984,2005,monohull,15,Comar Comet 45s,4.0,12.007524141071345
Comar,Comet 51S,51.0,Europe,Italy,200425,2005,monohull,15,Comar Comet 51S,1.0,12.208195390911152
Comar,Comet 52 RS,52.0,Europe,Italy,255086,2005,monohull,15,Comar Comet 52 RS,4.0,12.449356022184872
Dehler,41 CR,41.0,Europe,Italy,176176,2005,monohull,15,Dehler 41 CR,2.0,12.079238774353373
Delphia,40,39.0,Europe,Italy,85017,2005,monohull,15,Delphia 40,5.0,11.35060651547512
Dufour,385,38.0,Europe,Croatia,87458,2005,monohull,15,Dufour 385,3.0,11.378913957108828
Dufour,385 GL,38.0,Caribbean,Netherlands Antilles,86000,2005,monohull,15,Dufour 385 GL,5.0,11.362102575235644
Dufour,385,38.0,Europe,Turkey,98591,2005,monohull,15,Dufour 385,3.0,11.49873525853418
Dufour,40,40.0,Europe,France,97054,2005,monohull,15,Dufour 40,1.0,11.483022803615915
Dufour,44,44.0,Europe,France,163984,2005,monohull,15,Dufour 44,2.0,12.007524141071345
Dufour,44,44.0,Europe,Italy,139690,2005,monohull,15,Dufour 44,2.0,11.847180960721596
Dufour,44 Performance,44.0,Europe,Italy,133617,2005,monohull,15,Dufour 44 Performance,2.0,11.802732777498642
Dufour,455,45.0,Europe,France,139726,2005,monohull,15,Dufour 455,5.0,11.847438641027658
Dufour,455 GL,45.0,Europe,Italy,127548,2005,monohull,15,Dufour 455 GL,11.0,11.756248043321582
Elan,Impression 434,44.0,Europe,Croatia,127543,2005,monohull,15,Elan Impression 434,16.0,11.756208841624927
Elan,Impression 434,44.0,Europe,Croatia,91102,2005,monohull,15,Elan Impression 434,16.0,11.419735036903884
Grand Soleil,43,43.0,Europe,France,181597,2005,monohull,15,Grand Soleil 43,7.0,12.109545225189088
Grand Soleil,45 RACING,45.0,Europe,France,224719,2005,monohull,15,Grand Soleil 45 RACING,1.0,12.322606011786023
Grand Soleil,50,49.0,Caribbean,Grenada,230000,2005,monohull,15,Grand Soleil 50,15.0,12.345834587905333
Grand Soleil,50,49.0,Europe,United Kingdom,252527,2005,monohull,15,Grand Soleil 50,15.0,12.439273452673941
Hallberg-Rassy,40,40.0,Europe,United Kingdom,299771,2005,monohull,15,Hallberg-Rassy 40,4.0,12.610774128817772
Hallberg-Rassy,43,44.0,Europe,Greece,339508,2005,monohull,15,Hallberg-Rassy 43,2.0,12.735252789768062
Hanse,411,40.0,Europe,Greece,108108,2005,monohull,15,Hanse 411,6.0,11.59088600643944
Hanse,411,40.0,Europe,Italy,120239,2005,monohull,15,Hanse 411,6.0,11.697236707692339
Hanse,411,40.0,Europe,Italy,103249,2005,monohull,15,Hanse 411,6.0,11.544898825546353
Hanse,411,40.0,Europe,Italy,83814,2005,monohull,15,Hanse 411,6.0,11.336355336955606
Hanse,411,40.0,Europe,United Kingdom,93256,2005,monohull,15,Hanse 411,6.0,11.443103678599668
Hanse,461,46.0,Europe,France,303674,2005,monohull,15,Hanse 461,9.0,12.623710036568895
Hanse,461,46.0,Europe,Germany,132436,2005,monohull,15,Hanse 461,9.0,11.793854788849298
Hanse,461,46.0,Europe,Spain,179942,2005,monohull,15,Hanse 461,9.0,12.10038985572539
Hanse,461,46.0,Europe,Spain,170057,2005,monohull,15,Hanse 461,9.0,12.043888953951535
Hanse,531,53.0,Europe,Estonia,236875,2005,monohull,15,Hanse 531,6.0,12.375287854818827
Hanse,531,53.0,Europe,Ireland,200433,2005,monohull,15,Hanse 531,6.0,12.208235305294805
Hanse,531,53.0,Europe,Spain,334055,2005,monohull,15,Hanse 531,6.0,12.719060929060795
Hanse,531,53.0,Europe,Spain,333920,2005,monohull,15,Hanse 531,6.0,12.718656722311028
Harmony,42 Elegance,42.0,Europe,France,83270,2005,monohull,15,Harmony 42 Elegance,1.0,11.329843619229864
Hunter,38,38.0,USA,Florida,119000,2005,monohull,15,Hunter 38,23.0,11.686878772093667
Hunter,38,38.0,USA,Maryland,69000,2005,monohull,15,Hunter 38,23.0,11.141861783579396
Hunter,38,38.0,USA,New York,109335,2005,monohull,15,Hunter 38,23.0,11.602171842484424
Hunter,41 DS,40.0,USA,California,132000,2005,monohull,15,Hunter 41 DS,14.0,11.790557201568507
Hunter,41 DS,40.0,Europe,France,96555,2005,monohull,15,Hunter 41 DS,14.0,11.477868073154825
Hunter,41 Deck Salon,40.0,Europe,France,94746,2005,monohull,15,Hunter 41 Deck Salon,2.0,11.458954905694698
Hunter,41 Aft Cockpit,40.0,USA,Maryland,124900,2005,monohull,15,Hunter 41 Aft Cockpit,1.0,11.73526869611367
Hunter,41 DS,40.0,USA,Michigan,124900,2005,monohull,15,Hunter 41 DS,14.0,11.73526869611367
Hunter,44 DS,44.0,USA,California,159000,2005,monohull,15,Hunter 44 DS,3.0,11.976659481202368
Hunter,44,44.0,USA,Maine,165900,2005,monohull,15,Hunter 44,3.0,12.019140476178535
Hunter,44,44.0,USA,New York,149000,2005,monohull,15,Hunter 44,3.0,11.911701584927597
Hunter,44 DS,44.0,USA,Virginia,148106,2005,monohull,15,Hunter 44 DS,3.0,11.905683512602034
Hunter,Passage 456,46.0,USA,North Carolina,142500,2005,monohull,15,Hunter Passage 456,1.0,11.867097278690842
Hunter,466,46.0,Europe,Spain,169000,2005,monohull,15,Hunter 466,1.0,12.037653993905211
Hylas,49,49.0,Europe,Spain,464979,2005,monohull,15,Hylas 49,1.0,13.049747522259368
Island Packet,370,38.0,USA,Florida,169900,2005,monohull,15,Island Packet 370,1.0,12.042965307660024
Island Packet,420,44.0,USA,Florida,299950,2005,monohull,15,Island Packet 420,2.0,12.611371073081239
Island Packet,420,44.0,Europe,United Kingdom,286566,2005,monohull,15,Island Packet 420,2.0,12.565724155098792
J Boats,J 122,40.0,USA,California,195000,2005,monohull,15,J Boats J 122,10.0,12.180754837545884
Jeanneau,Sun Odyssey 40.3,40.0,Europe,Greece,94746,2005,monohull,15,Jeanneau Sun Odyssey 40.3,12.0,11.458954905694698
Jeanneau,Sun Odyssey 40.3,40.0,USA,Illinois,118900,2005,monohull,15,Jeanneau Sun Odyssey 40.3,12.0,11.686038082678873
Jeanneau,Sun Odyssey 40.3,40.0,USA,Illinois,114900,2005,monohull,15,Jeanneau Sun Odyssey 40.3,12.0,11.651817463836847
Jeanneau,Sun Odyssey 40,40.0,Europe,Italy,103235,2005,monohull,15,Jeanneau Sun Odyssey 40,1.0,11.54476322181898
Jeanneau,Sun Odyssey 40.3,40.0,USA,Michigan,126500,2005,monohull,15,Jeanneau Sun Odyssey 40.3,12.0,11.747997587149712
Jeanneau,Sun Odyssey 40.3,40.0,USA,New York,124900,2005,monohull,15,Jeanneau Sun Odyssey 40.3,12.0,11.73526869611367
Jeanneau,SUN ODYSSEY 40.3,40.0,Europe,Spain,121470,2005,monohull,15,Jeanneau SUN ODYSSEY 40.3,1.0,11.707422597694316
Jeanneau,Sun Odyssey 43 DS,42.0,USA,New York,165000,2005,monohull,15,Jeanneau Sun Odyssey 43 DS,3.0,12.013700752882718
Jeanneau,Sun Odyssey 43 DS,42.0,USA,Rhode Island,149900,2005,monohull,15,Jeanneau Sun Odyssey 43 DS,3.0,11.917723684090689
Jeanneau,Sun Odyssey 45,45.0,Europe,Croatia,187063,2005,monohull,15,Jeanneau Sun Odyssey 45,27.0,12.139200737494924
Jeanneau,Sun Odyssey 45,45.0,Europe,Croatia,102034,2005,monohull,15,Jeanneau Sun Odyssey 45,27.0,11.533061370056528
Jeanneau,Sun Odyssey 45,45.0,Europe,Croatia,95961,2005,monohull,15,Jeanneau Sun Odyssey 45,27.0,11.471697137908086
Jeanneau,Sun Odyssey 45,45.0,Europe,Croatia,93532,2005,monohull,15,Jeanneau Sun Odyssey 45,27.0,11.446058902713284
Jeanneau,Sun Odyssey 45,45.0,Europe,France,132402,2005,monohull,15,Jeanneau Sun Odyssey 45,27.0,11.793598028111136
Jeanneau,Sun Odyssey 49 DS,49.0,USA,California,335000,2005,monohull,15,Jeanneau Sun Odyssey 49 DS,16.0,12.721885810807203
Jeanneau,Sun Odyssey 49 DS,49.0,Europe,Croatia,216225,2005,monohull,15,Jeanneau Sun Odyssey 49 DS,16.0,12.284074811174712
Jeanneau,Sun Odyssey 49 DS,49.0,Europe,France,236875,2005,monohull,15,Jeanneau Sun Odyssey 49 DS,16.0,12.375287854818827
Jeanneau,Sun Odyssey 49,49.0,Europe,France,162776,2005,monohull,15,Jeanneau Sun Odyssey 49,14.0,12.000130301535739
Jeanneau,Sun Odyssey 49,49.0,Europe,Greece,194359,2005,monohull,15,Jeanneau Sun Odyssey 49,14.0,12.17746224341502
Jeanneau,Sun Odyssey 49,49.0,Europe,Greece,151837,2005,monohull,15,Jeanneau Sun Odyssey 49,14.0,11.93056285600895
Jeanneau,Sun Odyssey 49,49.0,Europe,Greece,139690,2005,monohull,15,Jeanneau Sun Odyssey 49,14.0,11.847180960721596
Jeanneau,Sun Odyssey 49,49.0,Europe,Italy,163984,2005,monohull,15,Jeanneau Sun Odyssey 49,14.0,12.007524141071345
Jeanneau,Sun Odyssey 49,49.0,Europe,Spain,222298,2005,monohull,15,Jeanneau Sun Odyssey 49,14.0,12.311774103060714
Jeanneau,Sun Odyssey 49,49.0,Europe,Spain,168843,2005,monohull,15,Jeanneau Sun Odyssey 49,14.0,12.036724568039931
Jeanneau,Sun Odyssey 49,49.0,Europe,Turkey,166420,2005,monohull,15,Jeanneau Sun Odyssey 49,14.0,12.02226999245442
Jeanneau,Sun Odyssey 49,49.0,USA,Washington,255000,2005,monohull,15,Jeanneau Sun Odyssey 49,14.0,12.449018824140563
Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Greece,251808,2005,monohull,15,Jeanneau Sun Odyssey 54 DS,42.0,12.43642217133471
Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Italy,242939,2005,monohull,15,Jeanneau Sun Odyssey 54 DS,42.0,12.400565662003096
Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Italy,236866,2005,monohull,15,Jeanneau Sun Odyssey 54 DS,42.0,12.375249859374055
Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Portugal,267233,2005,monohull,15,Jeanneau Sun Odyssey 54 DS,42.0,12.495876216012773
Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Spain,358335,2005,monohull,15,Jeanneau Sun Odyssey 54 DS,42.0,12.789223582027764
Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Spain,358287,2005,monohull,15,Jeanneau Sun Odyssey 54 DS,42.0,12.789089620189943
Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Spain,301204,2005,monohull,15,Jeanneau Sun Odyssey 54 DS,42.0,12.615543055032179
Jeanneau,Sun Odyssey 49,49.0,Caribbean,Martinique,157968,2005,monohull,15,Jeanneau Sun Odyssey 49,14.0,11.970147759851232
Malo,43 Classic,44.0,Europe,Netherlands,351047,2005,monohull,15,Malo 43 Classic,1.0,12.768675396617681
Malo,46,46.0,Europe,United Kingdom,393128,2005,monohull,15,Malo 46,1.0,12.881890537568298
Moody,49,48.0,Europe,Spain,406940,2005,monohull,15,Moody 49,1.0,12.916421033409893
Morris,Ocean Series 48,48.0,USA,California,479000,2005,monohull,15,Morris Ocean Series 48,1.0,13.079455876393052
Najad,380,38.0,Europe,United Kingdom,233156,2005,monohull,15,Najad 380,1.0,12.359463036411023
Nauticat,385,38.0,Europe,Spain,306497,2005,monohull,15,Nauticat 385,1.0,12.63296324638228
Nauticat,44,43.0,Europe,Denmark,321907,2005,monohull,15,Nauticat 44,1.0,12.682017962934276
Poncin,HARMONY 47,47.0,Europe,Greece,78955,2005,monohull,15,Poncin HARMONY 47,2.0,11.276633348900743
Salona,40,39.0,Europe,Greece,120285,2005,monohull,15,Salona 40,1.0,11.69761920590924
Salona,45,44.0,Europe,Croatia,109323,2005,monohull,15,Salona 45,5.0,11.60206208203649
Salona,45,44.0,Europe,Croatia,98390,2005,monohull,15,Salona 45,5.0,11.496694451859812
Salona,45,44.0,Europe,Cyprus,127543,2005,monohull,15,Salona 45,5.0,11.756208841624927
Salona,45,44.0,Europe,Italy,91858,2005,monohull,15,Salona 45,5.0,11.427999185380628
ShearWater,39,39.0,Caribbean,Grenada,245000,2005,monohull,15,ShearWater 39,2.0,12.409013489526863
Sunbeam,39,39.0,Europe,United Kingdom,186497,2005,monohull,15,Sunbeam 39,1.0,12.136170432145745
Sunbeam,53,53.0,Europe,Spain,399651,2005,monohull,15,Sunbeam 53,1.0,12.89834694524045
Sweden Yachts,42,43.0,Europe,United Kingdom,166473,2005,monohull,15,Sweden Yachts 42,1.0,12.022588413090768
Tartan,4400,45.0,Europe,Netherlands,302459,2005,monohull,15,Tartan 4400,3.0,12.619701010076955
Tartan,4400,45.0,USA,Rhode Island,345000,2005,monohull,15,Tartan 4400,3.0,12.751299696013497
Van De Stadt,Beluga 46,46.0,Europe,Netherlands,297560,2005,monohull,15,Van De Stadt Beluga 46,1.0,12.603371164305278
Wauquiez,Centurion 40s,40.0,Europe,France,151876,2005,monohull,15,Wauquiez Centurion 40s,8.0,11.930819677417412
Wauquiez,Centurion 40s,40.0,Europe,France,151837,2005,monohull,15,Wauquiez Centurion 40s,8.0,11.93056285600895
Wauquiez,Centurion 40s,40.0,Caribbean,Panama,145817,2005,monohull,15,Wauquiez Centurion 40s,8.0,11.890107689839228
Wauquiez,Centurion 40s,40.0,Caribbean,Panama,139696,2005,monohull,15,Wauquiez Centurion 40s,8.0,11.84722391205059
Wauquiez,Centurion 40s,40.0,Caribbean,Panama,146196,2005,monohull,15,Wauquiez Centurion 40s,8.0,11.892703466142407
Wauquiez,Centurion 40s,40.0,Europe,Spain,132436,2005,monohull,15,Wauquiez Centurion 40s,8.0,11.793854788849298
Wauquiez,Pilot Saloon 40,41.0,Europe,Turkey,168843,2005,monohull,15,Wauquiez Pilot Saloon 40,1.0,12.036724568039931
X-Yachts,40,40.0,Europe,Netherlands,200476,2005,monohull,15,X-Yachts 40,1.0,12.208449817815925
X-Yachts,X-50,50.0,Europe,Italy,334042,2005,monohull,15,X-Yachts X-50,4.0,12.71902201255615
Alliage,44,44.0,Europe,France,358287,2006,monohull,14,Alliage 44,1.0,12.789089620189943
Amel,54,56.0,Caribbean,Antigua and Barbuda,495000,2006,monohull,14,Amel 54,3.0,13.112313041550827
Bavaria,39 Cruiser,39.0,Europe,Croatia,102668,2006,monohull,14,Bavaria 39 Cruiser,23.0,11.539255760216259
Bavaria,39 Cruiser,39.0,Europe,Croatia,78955,2006,monohull,14,Bavaria 39 Cruiser,23.0,11.276633348900743
Bavaria,39 Cruiser,39.0,Europe,France,95961,2006,monohull,14,Bavaria 39 Cruiser,23.0,11.471697137908086
Bavaria,39 Cruiser,39.0,Europe,France,95961,2006,monohull,14,Bavaria 39 Cruiser,23.0,11.471697137908086
Bavaria,39 Cruiser,39.0,Europe,Germany,109201,2006,monohull,14,Bavaria 39 Cruiser,23.0,11.600945499760169
Bavaria,39 Cruiser,39.0,Europe,Greece,78955,2006,monohull,14,Bavaria 39 Cruiser,23.0,11.276633348900743
Bavaria,39 Cruiser,39.0,Europe,Greece,72760,2006,monohull,14,Bavaria 39 Cruiser,23.0,11.194921632632058
Bavaria,39 Cruiser,39.0,Europe,Slovenia,59520,2006,monohull,14,Bavaria 39 Cruiser,23.0,10.994067669506974
Bavaria,39 Cruiser,39.0,Europe,Spain,91102,2006,monohull,14,Bavaria 39 Cruiser,23.0,11.419735036903884
Bavaria,39 Cruiser,39.0,Europe,Turkey,94770,2006,monohull,14,Bavaria 39 Cruiser,23.0,11.459208182464241
Bavaria,42 Match,41.0,Europe,Croatia,57091,2006,monohull,14,Bavaria 42 Match,4.0,10.952401765007385
Bavaria,42 Match,41.0,Europe,Croatia,57091,2006,monohull,14,Bavaria 42 Match,4.0,10.952401765007385
Bavaria,42 Cruiser,42.0,USA,California,109000,2006,monohull,14,Bavaria 42 Cruiser,11.0,11.59910316121128
Bavaria,42 Cruiser,42.0,Europe,Croatia,109065,2006,monohull,14,Bavaria 42 Cruiser,11.0,11.599699313752266
Bavaria,42 Cruiser,42.0,Europe,Italy,102034,2006,monohull,14,Bavaria 42 Cruiser,11.0,11.533061370056528
Bavaria,42 Cruiser,42.0,Europe,Netherlands,120862,2006,monohull,14,Bavaria 42 Cruiser,11.0,11.702404677850781
Bavaria,42 Cruiser,42.0,Europe,Portugal,145764,2006,monohull,14,Bavaria 42 Cruiser,11.0,11.889744154488271
Bavaria,Cruiser 46,46.0,Europe,Croatia,94770,2006,monohull,14,Bavaria Cruiser 46,76.0,11.459208182464241
Bavaria,Cruiser 46,46.0,Europe,Croatia,89910,2006,monohull,14,Bavaria Cruiser 46,76.0,11.406564448978818
Bavaria,Cruiser 46,46.0,Europe,Greece,129000,2006,monohull,14,Bavaria Cruiser 46,76.0,11.76756768334381
Bavaria,Cruiser 46,46.0,Europe,Greece,127548,2006,monohull,14,Bavaria Cruiser 46,76.0,11.756248043321582
Bavaria,Cruiser 46,46.0,Europe,Greece,109350,2006,monohull,14,Bavaria Cruiser 46,76.0,11.602309026104914
Bavaria,Cruiser 46,46.0,Europe,Greece,108112,2006,monohull,14,Bavaria Cruiser 46,76.0,11.590923005791955
